season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,expectedGoals_h,expectedGoals_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,expectedAssists_h,expectedAssists_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a
2021-22,2210458,19,2021-12-26 15:00:00,"Tottenham Hotspur Stadium, London",40539.0,Spurs,Crystal Palace,3,0,0,3,W,L,2,0,0,2,0,1,1,0,3.0,,17.0,4.0,6.0,,6.0,2.0,5.0,2.0,,,4.0,,3.0,,1.0,,,,,,3.0,,16.0,4.0,11.0,2.0,38.0,17.0,49.0,29.0,602.0,406.0,548.0,336.0,59.7,40.3,35.0,9.0,23.0,18.0,15.0,10.0,12.0,12.0,9.0,7.0,9.0,7.0,4.0,4.0,2.0,5.0,,,,,6.0,9.0,9.0,11.0,99.0,119.0,,3.0,,3.0,,,1.0,,,,56.0,48.0,48.0,56.0,15.0,9.0,9.0,15.0,4.0,2.0,4.0,2.0,,1.0,16.0,9.0,9.0,15.0,0.0,0.0,0.0,0.0,,,,,1.0,,,
2021-22,2210459,19,2021-12-26 15:00:00,"London Stadium, London",41027.0,West Ham,Southampton,2,3,3,2,L,W,0,1,1,0,0,0,0,0,2.0,3.0,11.0,11.0,5.0,6.0,3.0,2.0,3.0,3.0,,,2.0,,2.0,1.0,,,,,,,2.0,2.0,10.0,9.0,8.0,7.0,46.0,9.0,76.0,52.0,451.0,378.0,362.0,290.0,55.8,44.2,31.0,12.0,13.0,19.0,10.0,10.0,9.0,13.0,11.0,37.0,11.0,37.0,13.0,12.0,3.0,4.0,,,,,9.0,8.0,13.0,10.0,164.0,130.0,3.0,2.0,3.0,2.0,,,,,,,49.0,59.0,59.0,49.0,19.0,21.0,21.0,19.0,10.0,2.0,10.0,2.0,,1.0,10.0,9.0,9.0,10.0,0.0,0.0,0.0,0.0,,1.0,,1.0,2.0,1.0,,
2021-22,2210460,19,2022-03-10 19:30:00,"Molineux Stadium, Wolverhampton",29658.0,Wolves,Watford,4,0,0,4,W,L,3,0,0,3,0,0,0,0,4.0,,10.0,9.0,5.0,,4.0,5.0,1.0,4.0,,,2.0,,2.0,,1.0,,,,,,2.0,,7.0,5.0,4.0,2.0,24.0,13.0,48.0,40.0,666.0,343.0,591.0,269.0,65.8,34.2,21.0,10.0,10.0,13.0,7.0,7.0,9.0,7.0,8.0,17.0,8.0,17.0,8.0,6.0,4.0,1.0,,1.0,,1.0,11.0,6.0,5.0,5.0,124.0,108.0,,2.0,,4.0,,,1.0,,,1.0,43.0,46.0,46.0,43.0,18.0,12.0,12.0,18.0,5.0,2.0,5.0,2.0,,1.0,11.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,4.0,,
2021-22,2210461,20,2022-02-24 19:45:00,"Emirates Stadium, London",59888.0,Arsenal,Wolves,2,1,1,2,W,L,0,1,1,0,0,0,0,0,2.0,1.0,26.0,6.0,5.0,2.0,11.0,4.0,10.0,,,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,,21.0,4.0,11.0,1.0,41.0,11.0,76.0,33.0,508.0,407.0,421.0,303.0,55.5,44.5,51.0,9.0,12.0,21.0,6.0,15.0,4.0,16.0,9.0,23.0,9.0,23.0,22.0,21.0,,9.0,1.0,,1.0,,9.0,18.0,12.0,6.0,139.0,140.0,1.0,4.0,1.0,2.0,,,,,,1.0,49.0,50.0,50.0,49.0,11.0,12.0,12.0,11.0,5.0,4.0,5.0,4.0,2.0,,8.0,9.0,8.0,8.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2021-22,2210462,20,2021-12-29 20:15:00,"Gtech Community Stadium, Brentford",17009.0,Brentford,Man City,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,6.0,12.0,2.0,3.0,2.0,5.0,2.0,4.0,,,,1.0,,1.0,,,,1.0,,,,1.0,3.0,8.0,3.0,5.0,15.0,33.0,32.0,73.0,217.0,716.0,136.0,634.0,23.7,76.3,10.0,24.0,17.0,11.0,6.0,4.0,16.0,8.0,17.0,10.0,17.0,10.0,10.0,11.0,4.0,2.0,,,,,7.0,2.0,7.0,12.0,115.0,130.0,2.0,3.0,1.0,,,,,1.0,,,44.0,48.0,48.0,44.0,15.0,18.0,18.0,15.0,3.0,5.0,3.0,5.0,,,12.0,10.0,10.0,12.0,0.0,0.0,0.0,0.0,,,,,,3.0,,
2021-22,2210463,20,2021-12-29 19:30:00,"Stamford Bridge, London",40080.0,Chelsea,Brighton,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,11.0,18.0,5.0,6.0,3.0,8.0,3.0,4.0,,,,,,,,,1.0,1.0,,,1.0,1.0,8.0,13.0,7.0,7.0,30.0,38.0,60.0,50.0,430.0,473.0,343.0,379.0,47.7,52.3,32.0,28.0,23.0,23.0,15.0,14.0,10.0,9.0,26.0,19.0,26.0,19.0,21.0,21.0,4.0,3.0,,1.0,,,14.0,7.0,16.0,16.0,144.0,152.0,5.0,4.0,1.0,1.0,,,,,,,57.0,63.0,63.0,57.0,20.0,14.0,14.0,20.0,10.0,8.0,10.0,8.0,,,14.0,7.0,7.0,12.0,0.0,0.0,0.0,0.0,,,,,1.0,,,
2021-22,2210464,20,2021-12-28 15:00:00,"Selhurst Park, London",24433.0,Crystal Palace,Norwich,3,0,0,3,W,L,3,0,0,3,0,0,0,0,3.0,,19.0,12.0,6.0,3.0,6.0,2.0,7.0,7.0,,,,,1.0,,1.0,,,1.0,,,2.0,,12.0,8.0,8.0,6.0,28.0,22.0,42.0,50.0,391.0,376.0,306.0,298.0,50.9,49.1,33.0,20.0,26.0,16.0,16.0,8.0,6.0,5.0,14.0,23.0,14.0,23.0,15.0,16.0,8.0,7.0,1.0,,,,6.0,9.0,11.0,14.0,136.0,139.0,2.0,3.0,,3.0,,,1.0,,,,68.0,45.0,45.0,68.0,20.0,14.0,14.0,20.0,8.0,8.0,8.0,8.0,4.0,2.0,9.0,13.0,13.0,9.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,3.0,,
2021-22,2210465,20,2022-03-17 19:45:00,"Goodison Park, Liverpool",39068.0,Everton,Newcastle,1,0,0,1,W,L,0,0,0,0,1,0,0,1,1.0,,9.0,17.0,3.0,6.0,3.0,6.0,3.0,5.0,,,1.0,,1.0,,,,,,,,1.0,,5.0,11.0,3.0,7.0,19.0,34.0,51.0,61.0,276.0,447.0,183.0,344.0,38.3,61.7,12.0,26.0,18.0,15.0,9.0,11.0,3.0,2.0,28.0,11.0,28.0,11.0,13.0,14.0,5.0,3.0,,,,,6.0,7.0,6.0,6.0,149.0,163.0,6.0,2.0,,1.0,,,1.0,,,,66.0,68.0,68.0,66.0,31.0,35.0,35.0,31.0,5.0,7.0,5.0,7.0,,2.0,13.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2021-22,2210466,20,2022-03-10 19:45:00,"Elland Road, Leeds",36400.0,Leeds,Aston Villa,0,3,3,0,L,W,0,1,1,0,0,0,0,0,,3.0,4.0,15.0,1.0,9.0,2.0,2.0,1.0,4.0,,,,1.0,,1.0,,,,,,,,3.0,3.0,13.0,2.0,11.0,29.0,22.0,59.0,41.0,419.0,405.0,329.0,337.0,50.9,49.1,13.0,26.0,25.0,15.0,18.0,8.0,6.0,9.0,12.0,19.0,12.0,19.0,17.0,17.0,4.0,1.0,,,,,18.0,15.0,4.0,14.0,144.0,126.0,6.0,1.0,3.0,,,,,1.0,,,57.0,59.0,59.0,57.0,6.0,9.0,9.0,6.0,3.0,5.0,3.0,5.0,,3.0,17.0,11.0,11.0,17.0,0.0,0.0,0.0,0.0,,,,,3.0,5.0,,
2021-22,2210467,20,2021-12-28 20:00:00,"King Power Stadium, Leicester",32230.0,Leicester,Liverpool,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,6.0,21.0,1.0,4.0,2.0,12.0,3.0,5.0,,,1.0,2.0,,,1.0,5.0,,1.0,,,1.0,,6.0,13.0,4.0,6.0,12.0,79.0,26.0,103.0,358.0,588.0,262.0,480.0,36.6,63.4,14.0,67.0,17.0,15.0,9.0,10.0,31.0,15.0,38.0,6.0,38.0,6.0,15.0,17.0,5.0,3.0,,,,,11.0,8.0,8.0,9.0,137.0,180.0,4.0,,,1.0,,,1.0,,,,55.0,51.0,51.0,55.0,20.0,17.0,17.0,20.0,1.0,12.0,1.0,12.0,,4.0,8.0,11.0,10.0,8.0,0.0,0.0,0.0,0.0,,1.0,,,3.0,1.0,,
2021-22,2210468,20,2021-12-30 20:15:00,"Old Trafford, Manchester",73121.0,Man Utd,Burnley,3,1,1,3,W,L,3,1,1,3,0,0,0,0,3.0,1.0,18.0,10.0,6.0,3.0,9.0,4.0,3.0,3.0,,,2.0,2.0,1.0,,2.0,2.0,1.0,,,,1.0,,13.0,8.0,7.0,5.0,32.0,27.0,54.0,54.0,484.0,355.0,377.0,275.0,57.3,42.7,31.0,17.0,8.0,14.0,5.0,6.0,5.0,8.0,14.0,23.0,14.0,23.0,17.0,19.0,3.0,3.0,,,,,1.0,6.0,11.0,4.0,154.0,131.0,2.0,4.0,1.0,3.0,,,,,,1.0,45.0,45.0,45.0,45.0,21.0,25.0,25.0,21.0,7.0,5.0,7.0,5.0,,2.0,5.0,10.0,10.0,5.0,0.0,0.0,0.0,0.0,,,,,2.0,4.0,,
2021-22,2210469,20,2021-12-28 15:00:00,"St. Mary's Stadium, Southampton",31304.0,Southampton,Spurs,1,1,1,1,D,D,1,1,1,1,1,0,0,1,1.0,1.0,9.0,21.0,2.0,11.0,3.0,5.0,4.0,5.0,,,,3.0,,1.0,,3.0,,,,,,,5.0,15.0,3.0,12.0,19.0,44.0,58.0,60.0,290.0,536.0,201.0,452.0,34.6,65.4,9.0,32.0,15.0,9.0,4.0,7.0,10.0,5.0,26.0,13.0,26.0,13.0,17.0,17.0,5.0,4.0,,,,,5.0,5.0,6.0,10.0,134.0,138.0,10.0,1.0,1.0,1.0,,,,,,,44.0,49.0,49.0,44.0,21.0,20.0,20.0,21.0,3.0,7.0,3.0,7.0,,1.0,15.0,5.0,3.0,15.0,0.0,0.0,0.0,0.0,,1.0,,1.0,3.0,3.0,,
2021-22,2210470,20,2021-12-28 15:00:00,"Vicarage Road, Watford",20073.0,Watford,West Ham,1,4,4,1,L,W,1,2,2,1,0,0,0,0,1.0,4.0,14.0,13.0,5.0,6.0,5.0,3.0,4.0,4.0,,,2.0,4.0,,3.0,2.0,2.0,,1.0,,,1.0,3.0,8.0,11.0,5.0,8.0,30.0,27.0,61.0,50.0,316.0,423.0,209.0,316.0,43.0,57.0,25.0,30.0,16.0,15.0,12.0,9.0,13.0,16.0,20.0,15.0,20.0,15.0,18.0,17.0,4.0,3.0,,1.0,,,9.0,11.0,8.0,8.0,165.0,165.0,2.0,4.0,4.0,1.0,,,,,,,63.0,55.0,55.0,63.0,25.0,19.0,19.0,25.0,4.0,5.0,4.0,5.0,3.0,,12.0,12.0,11.0,12.0,0.0,0.0,0.0,0.0,,1.0,,1.0,,1.0,,
2021-22,2210471,21,2022-01-01 12:30:00,"Emirates Stadium, London",59757.0,Arsenal,Man City,1,2,2,1,L,W,1,0,0,1,1,0,0,1,1.0,2.0,7.0,15.0,2.0,2.0,4.0,6.0,1.0,7.0,,,,1.0,,2.0,1.0,1.0,1.0,,,,1.0,,3.0,11.0,2.0,5.0,33.0,21.0,55.0,64.0,249.0,644.0,179.0,572.0,28.8,71.2,18.0,36.0,16.0,14.0,6.0,7.0,10.0,2.0,15.0,23.0,15.0,23.0,7.0,7.0,7.0,1.0,1.0,1.0,,,10.0,9.0,6.0,8.0,114.0,117.0,,1.0,2.0,1.0,,,,,,,34.0,52.0,52.0,34.0,5.0,16.0,16.0,5.0,5.0,5.0,5.0,5.0,,1.0,13.0,5.0,4.0,12.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,2.0,,
2021-22,2210472,21,2022-01-02 14:00:00,"Gtech Community Stadium, Brentford",16876.0,Brentford,Aston Villa,2,1,1,2,W,L,1,1,1,1,0,0,0,0,2.0,1.0,10.0,16.0,4.0,5.0,6.0,6.0,,5.0,,,,,,,,,1.0,,,,1.0,1.0,7.0,14.0,3.0,8.0,18.0,23.0,51.0,64.0,400.0,491.0,299.0,402.0,45.4,54.6,11.0,25.0,20.0,11.0,15.0,6.0,8.0,6.0,19.0,12.0,19.0,12.0,16.0,16.0,5.0,,,,,,9.0,4.0,6.0,10.0,141.0,144.0,4.0,2.0,1.0,2.0,,,,,,,45.0,52.0,52.0,45.0,10.0,15.0,15.0,10.0,3.0,7.0,3.0,7.0,,2.0,17.0,11.0,11.0,17.0,0.0,0.0,0.0,0.0,,,,,,4.0,,
2021-22,2210473,21,2022-01-02 16:30:00,"Stamford Bridge, London",40072.0,Chelsea,Liverpool,2,2,2,2,D,D,2,2,2,2,0,0,0,0,2.0,2.0,15.0,10.0,6.0,6.0,5.0,2.0,4.0,2.0,,,2.0,2.0,1.0,2.0,1.0,1.0,,,,,1.0,1.0,9.0,5.0,5.0,3.0,30.0,22.0,66.0,72.0,574.0,463.0,473.0,355.0,55.3,44.7,30.0,17.0,19.0,12.0,11.0,5.0,17.0,10.0,16.0,20.0,16.0,20.0,17.0,13.0,2.0,4.0,1.0,,1.0,,10.0,13.0,8.0,10.0,158.0,164.0,4.0,4.0,2.0,2.0,,,,,,,55.0,44.0,44.0,55.0,10.0,17.0,17.0,10.0,6.0,7.0,6.0,7.0,2.0,,5.0,13.0,13.0,5.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0,,
2021-22,2210474,21,2022-01-01 17:30:00,"Selhurst Park, London",24351.0,Crystal Palace,West Ham,2,3,3,2,L,W,0,3,3,0,0,0,0,0,2.0,3.0,22.0,10.0,6.0,5.0,11.0,4.0,5.0,1.0,,,4.0,1.0,1.0,2.0,3.0,1.0,2.0,,,,1.0,2.0,18.0,5.0,9.0,4.0,53.0,19.0,61.0,57.0,558.0,339.0,487.0,246.0,62.7,37.3,38.0,23.0,15.0,31.0,12.0,18.0,6.0,11.0,17.0,37.0,17.0,37.0,14.0,12.0,1.0,5.0,,,,,7.0,5.0,16.0,11.0,156.0,136.0,2.0,4.0,3.0,2.0,,,,,,,54.0,55.0,55.0,54.0,19.0,13.0,13.0,19.0,9.0,1.0,9.0,1.0,,,6.0,16.0,15.0,4.0,0.0,0.0,0.0,0.0,,1.0,,1.0,,2.0,,
2021-22,2210475,21,2022-01-02 14:00:00,"Goodison Park, Liverpool",38203.0,Everton,Brighton,2,3,3,2,L,W,0,2,2,0,0,0,0,0,2.0,3.0,17.0,12.0,6.0,5.0,7.0,3.0,4.0,4.0,,,,2.0,,2.0,1.0,,1.0,,,,2.0,3.0,11.0,7.0,7.0,6.0,36.0,29.0,56.0,63.0,399.0,425.0,288.0,307.0,49.9,50.1,30.0,19.0,17.0,25.0,11.0,15.0,9.0,6.0,11.0,33.0,11.0,33.0,18.0,17.0,4.0,4.0,,,,,10.0,16.0,11.0,8.0,180.0,162.0,2.0,4.0,3.0,2.0,,,,,,,69.0,58.0,58.0,69.0,24.0,19.0,19.0,24.0,8.0,5.0,8.0,5.0,2.0,,5.0,12.0,12.0,4.0,0.0,0.0,0.0,0.0,1.0,,,,1.0,1.0,,
2021-22,2210476,21,2022-01-02 14:00:00,"Elland Road, Leeds",36083.0,Leeds,Burnley,3,1,1,3,W,L,1,0,0,1,0,0,0,0,3.0,1.0,22.0,8.0,7.0,2.0,6.0,4.0,9.0,2.0,,,3.0,1.0,1.0,,2.0,1.0,1.0,,,,2.0,,18.0,6.0,12.0,2.0,42.0,27.0,48.0,83.0,360.0,297.0,255.0,178.0,55.3,44.7,23.0,7.0,18.0,14.0,11.0,8.0,10.0,8.0,21.0,17.0,21.0,17.0,13.0,15.0,2.0,9.0,,2.0,,1.0,5.0,11.0,7.0,13.0,156.0,173.0,1.0,4.0,1.0,3.0,,,,,,,59.0,63.0,63.0,59.0,23.0,34.0,34.0,23.0,9.0,3.0,9.0,3.0,,,11.0,7.0,7.0,11.0,0.0,0.0,0.0,0.0,,,,,5.0,1.0,,
2021-22,2210477,21,2022-05-11 19:45:00,"King Power Stadium, Leicester",30892.0,Leicester,Norwich,3,0,0,3,W,L,0,0,0,0,0,0,0,0,3.0,,20.0,9.0,8.0,5.0,5.0,4.0,7.0,,,,3.0,2.0,1.0,,3.0,2.0,,1.0,,,2.0,,14.0,7.0,10.0,4.0,43.0,14.0,59.0,30.0,640.0,354.0,573.0,285.0,64.9,35.1,45.0,19.0,24.0,19.0,17.0,12.0,4.0,5.0,11.0,32.0,11.0,32.0,24.0,17.0,,7.0,,,,,8.0,9.0,7.0,10.0,132.0,116.0,5.0,5.0,,3.0,,,1.0,,,,53.0,42.0,42.0,53.0,15.0,5.0,5.0,15.0,10.0,2.0,10.0,2.0,,,10.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,,,
2021-22,2210478,21,2022-01-03 17:30:00,"Old Trafford, Manchester",73045.0,Man Utd,Wolves,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,9.0,19.0,2.0,6.0,4.0,7.0,3.0,6.0,,,1.0,,,,1.0,,1.0,1.0,,,,,7.0,14.0,4.0,10.0,28.0,30.0,60.0,52.0,488.0,457.0,391.0,372.0,51.3,48.7,17.0,24.0,17.0,13.0,10.0,7.0,12.0,9.0,14.0,18.0,14.0,18.0,21.0,21.0,6.0,3.0,,,,,12.0,14.0,7.0,5.0,144.0,138.0,5.0,2.0,1.0,,,,,1.0,,,52.0,46.0,46.0,52.0,13.0,12.0,12.0,13.0,3.0,8.0,3.0,8.0,,1.0,9.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,,,,,2.0,3.0,,
2021-22,2210479,21,2022-03-10 19:30:00,"St. Mary's Stadium, Southampton",31016.0,Southampton,Newcastle,1,2,2,1,L,W,1,1,1,1,0,0,0,0,1.0,2.0,14.0,8.0,5.0,4.0,4.0,1.0,5.0,3.0,,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,2.0,9.0,6.0,6.0,5.0,41.0,21.0,74.0,50.0,648.0,306.0,545.0,210.0,67.8,32.2,32.0,22.0,15.0,21.0,5.0,7.0,9.0,12.0,13.0,28.0,13.0,28.0,17.0,20.0,4.0,5.0,,1.0,,,8.0,12.0,12.0,9.0,168.0,149.0,1.0,4.0,2.0,1.0,,,,,,,53.0,54.0,54.0,53.0,19.0,20.0,20.0,19.0,12.0,5.0,12.0,5.0,,1.0,6.0,7.0,7.0,5.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2021-22,2210480,21,2022-01-01 15:00:00,"Vicarage Road, Watford",20391.0,Watford,Spurs,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,6.0,21.0,4.0,9.0,2.0,6.0,,6.0,,,,2.0,,1.0,,1.0,,,,,,1.0,4.0,17.0,3.0,13.0,14.0,66.0,48.0,108.0,251.0,715.0,168.0,635.0,25.8,74.2,6.0,54.0,16.0,16.0,8.0,8.0,8.0,3.0,40.0,10.0,40.0,10.0,11.0,15.0,6.0,,1.0,,,,13.0,10.0,7.0,7.0,132.0,152.0,9.0,4.0,1.0,,,,,1.0,,,59.0,57.0,57.0,59.0,24.0,22.0,22.0,24.0,3.0,7.0,3.0,7.0,,1.0,6.0,9.0,9.0,6.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,
2021-22,2210481,22,2022-01-15 17:30:00,"Villa Park, Birmingham",41968.0,Aston Villa,Man Utd,2,2,2,2,D,D,0,1,1,0,0,0,0,0,2.0,2.0,13.0,13.0,9.0,6.0,4.0,4.0,,3.0,,,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,2.0,12.0,8.0,8.0,6.0,35.0,20.0,52.0,27.0,540.0,451.0,454.0,368.0,54.6,45.4,26.0,16.0,17.0,23.0,13.0,11.0,12.0,15.0,16.0,19.0,16.0,19.0,16.0,16.0,3.0,,1.0,,2.0,,7.0,13.0,17.0,12.0,133.0,129.0,4.0,7.0,2.0,2.0,,,,,,,57.0,50.0,50.0,57.0,14.0,12.0,12.0,14.0,3.0,6.0,3.0,6.0,2.0,2.0,8.0,13.0,13.0,8.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2021-22,2210482,22,2022-01-14 20:00:00,"American Express Stadium, Falmer",30675.0,Brighton,Crystal Palace,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,19.0,3.0,4.0,1.0,10.0,1.0,5.0,1.0,,,2.0,1.0,,1.0,3.0,,1.0,,,,,1.0,11.0,3.0,4.0,2.0,47.0,8.0,83.0,38.0,569.0,337.0,470.0,246.0,63.3,36.7,29.0,8.0,21.0,17.0,12.0,11.0,9.0,6.0,10.0,24.0,10.0,24.0,20.0,16.0,1.0,5.0,,1.0,,,9.0,8.0,7.0,10.0,158.0,149.0,1.0,4.0,1.0,1.0,,,,,,1.0,55.0,46.0,46.0,55.0,19.0,10.0,10.0,19.0,9.0,,9.0,,,,11.0,7.0,7.0,10.0,0.0,0.0,0.0,0.0,1.0,,,,1.0,2.0,,
2021-22,2210483,22,2022-03-01 19:45:00,"Turf Moor, Burnley",17825.0,Burnley,Leicester,0,2,2,0,L,W,0,0,0,0,0,0,0,0,,2.0,9.0,22.0,2.0,6.0,4.0,6.0,3.0,10.0,,,1.0,1.0,,1.0,2.0,1.0,,,,,,2.0,5.0,12.0,3.0,11.0,28.0,24.0,64.0,54.0,352.0,443.0,230.0,318.0,44.8,55.2,29.0,33.0,20.0,12.0,12.0,10.0,13.0,8.0,15.0,27.0,15.0,27.0,23.0,19.0,9.0,3.0,1.0,,,,5.0,13.0,7.0,13.0,180.0,180.0,4.0,2.0,2.0,,,,,1.0,,,71.0,48.0,48.0,71.0,25.0,21.0,21.0,25.0,6.0,8.0,6.0,8.0,2.0,2.0,10.0,13.0,13.0,10.0,0.0,0.0,0.0,0.0,,,,,4.0,3.0,,
2021-22,2210484,22,2022-01-16 14:00:00,"Anfield, Liverpool",52824.0,Liverpool,Brentford,3,0,0,3,W,L,1,0,0,1,0,0,0,0,3.0,,27.0,6.0,13.0,1.0,8.0,3.0,6.0,2.0,,,4.0,,3.0,,2.0,,1.0,,,,3.0,,18.0,5.0,12.0,3.0,48.0,14.0,81.0,44.0,712.0,340.0,589.0,213.0,68.3,31.7,40.0,8.0,9.0,21.0,7.0,9.0,9.0,15.0,5.0,32.0,5.0,32.0,25.0,21.0,2.0,6.0,,,,1.0,6.0,9.0,10.0,3.0,191.0,160.0,1.0,10.0,,3.0,,,1.0,,,,47.0,52.0,52.0,47.0,24.0,19.0,19.0,24.0,9.0,,9.0,,2.0,,6.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,,,,,2.0,7.0,,
2021-22,2210485,22,2022-01-15 12:30:00,"Etihad Stadium, Manchester",53319.0,Man City,Chelsea,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,11.0,4.0,6.0,1.0,3.0,2.0,2.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,1.0,,9.0,3.0,6.0,2.0,32.0,14.0,43.0,43.0,579.0,459.0,498.0,388.0,55.7,44.3,29.0,7.0,8.0,22.0,5.0,13.0,3.0,11.0,8.0,24.0,8.0,24.0,17.0,19.0,1.0,2.0,,1.0,,,7.0,16.0,13.0,5.0,136.0,113.0,1.0,5.0,,1.0,,,1.0,,,,46.0,46.0,46.0,46.0,16.0,6.0,6.0,16.0,9.0,1.0,9.0,1.0,,,11.0,6.0,6.0,11.0,0.0,0.0,0.0,0.0,,,,,3.0,4.0,,
2021-22,2210486,22,2022-01-15 15:00:00,"St. James' Park, Newcastle",52223.0,Newcastle,Watford,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,12.0,18.0,1.0,5.0,8.0,6.0,3.0,7.0,,,1.0,2.0,,,1.0,2.0,1.0,,,,,1.0,7.0,13.0,1.0,9.0,30.0,24.0,50.0,35.0,407.0,381.0,308.0,301.0,52.0,48.0,22.0,25.0,27.0,19.0,18.0,11.0,10.0,17.0,10.0,28.0,10.0,28.0,11.0,11.0,7.0,3.0,1.0,,,,12.0,11.0,15.0,17.0,161.0,138.0,4.0,,1.0,1.0,,,,,,,81.0,70.0,70.0,81.0,31.0,27.0,27.0,31.0,4.0,6.0,4.0,6.0,2.0,2.0,13.0,13.0,12.0,13.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2021-22,2210487,22,2022-01-15 15:00:00,"Carrow Road, Norwich",26629.0,Norwich,Everton,2,1,1,2,W,L,2,0,0,2,0,0,0,0,2.0,1.0,14.0,12.0,3.0,5.0,6.0,1.0,5.0,6.0,,,1.0,,1.0,,,,1.0,,,,1.0,,7.0,6.0,4.0,6.0,23.0,41.0,48.0,55.0,284.0,435.0,200.0,346.0,40.4,59.6,16.0,28.0,18.0,18.0,6.0,13.0,9.0,8.0,30.0,20.0,30.0,20.0,22.0,15.0,6.0,5.0,,,,,10.0,8.0,11.0,11.0,151.0,150.0,4.0,2.0,1.0,2.0,,,,,,1.0,61.0,49.0,49.0,61.0,21.0,10.0,10.0,21.0,8.0,8.0,8.0,8.0,3.0,1.0,12.0,14.0,14.0,11.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,
