season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,expectedGoals_h,expectedGoals_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,expectedAssists_h,expectedAssists_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a
2021-22,2210281,2,2021-08-22 16:30:00,"Emirates Stadium, London",58729.0,Arsenal,Chelsea,0,2,2,0,L,W,0,2,2,0,0,0,0,0,,2.0,6.0,22.0,3.0,5.0,2.0,6.0,1.0,11.0,,,1.0,5.0,,2.0,1.0,3.0,,1.0,,,,2.0,6.0,18.0,4.0,14.0,29.0,35.0,42.0,43.0,335.0,646.0,266.0,574.0,35.0,65.0,16.0,40.0,20.0,11.0,17.0,5.0,6.0,10.0,13.0,23.0,13.0,23.0,17.0,15.0,11.0,1.0,,,,,7.0,9.0,7.0,11.0,120.0,116.0,3.0,3.0,2.0,,,,,1.0,,,43.0,46.0,46.0,43.0,11.0,18.0,18.0,11.0,9.0,8.0,9.0,8.0,,1.0,10.0,4.0,3.0,10.0,0.0,0.0,0.0,0.0,,,,,5.0,,,
2021-22,2210282,2,2021-08-21 15:00:00,"Villa Park, Birmingham",41964.0,Aston Villa,Newcastle,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,10.0,9.0,2.0,1.0,7.0,7.0,1.0,1.0,,,,1.0,1.0,,,1.0,,,,,1.0,,8.0,9.0,2.0,2.0,27.0,24.0,47.0,42.0,303.0,333.0,238.0,257.0,47.3,52.7,19.0,19.0,13.0,14.0,10.0,7.0,4.0,2.0,23.0,20.0,23.0,20.0,9.0,8.0,1.0,,,,,,4.0,2.0,10.0,5.0,116.0,120.0,1.0,,,2.0,,,1.0,,,,48.0,44.0,44.0,48.0,17.0,18.0,18.0,17.0,3.0,4.0,3.0,4.0,3.0,1.0,8.0,18.0,16.0,8.0,0.0,0.0,0.0,0.0,1.0,,1.0,,3.0,2.0,,
2021-22,2210283,2,2021-08-21 17:30:00,"American Express Stadium, Falmer",29485.0,Brighton,Watford,2,0,0,2,W,L,2,0,0,2,0,0,0,0,2.0,,13.0,10.0,3.0,1.0,5.0,5.0,5.0,4.0,,,1.0,,1.0,,2.0,,,,,,2.0,,10.0,10.0,7.0,5.0,29.0,21.0,44.0,34.0,585.0,441.0,502.0,365.0,56.9,43.1,30.0,19.0,19.0,13.0,11.0,6.0,8.0,10.0,17.0,25.0,17.0,25.0,23.0,22.0,4.0,5.0,,1.0,,,6.0,7.0,12.0,12.0,134.0,128.0,1.0,1.0,,2.0,,,1.0,,,,49.0,48.0,48.0,49.0,17.0,18.0,18.0,17.0,7.0,2.0,7.0,2.0,,,11.0,6.0,6.0,11.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2021-22,2210284,2,2021-08-21 15:00:00,"Selhurst Park, London",23091.0,Crystal Palace,Brentford,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,7.0,14.0,2.0,3.0,5.0,7.0,,4.0,,,1.0,,,,1.0,,1.0,1.0,,,,,6.0,11.0,2.0,6.0,24.0,28.0,51.0,68.0,431.0,382.0,324.0,270.0,52.7,47.3,12.0,14.0,15.0,24.0,7.0,8.0,13.0,11.0,20.0,11.0,20.0,11.0,20.0,20.0,4.0,,,,,,9.0,8.0,16.0,11.0,171.0,166.0,3.0,2.0,,,,,1.0,1.0,,,57.0,63.0,63.0,57.0,26.0,21.0,21.0,26.0,3.0,5.0,3.0,5.0,1.0,2.0,12.0,9.0,8.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2021-22,2210285,2,2021-08-21 15:00:00,"Elland Road, Leeds",36293.0,Leeds,Everton,2,2,2,2,D,D,1,1,1,1,0,0,0,0,2.0,2.0,17.0,17.0,4.0,8.0,6.0,5.0,7.0,4.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,2.0,1.0,13.0,15.0,8.0,10.0,33.0,20.0,58.0,41.0,606.0,253.0,517.0,168.0,70.0,30.0,19.0,20.0,19.0,16.0,9.0,10.0,9.0,20.0,6.0,25.0,6.0,25.0,11.0,11.0,4.0,7.0,,,,,8.0,12.0,6.0,10.0,150.0,136.0,6.0,2.0,2.0,2.0,,,,,,,58.0,47.0,47.0,58.0,16.0,17.0,17.0,16.0,8.0,5.0,8.0,5.0,3.0,,6.0,13.0,12.0,6.0,0.0,0.0,0.0,0.0,,1.0,,1.0,,,,
2021-22,2210286,2,2021-08-21 12:30:00,"Anfield, Liverpool",52591.0,Liverpool,Burnley,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,27.0,9.0,9.0,3.0,10.0,5.0,8.0,1.0,,,3.0,2.0,2.0,,1.0,2.0,,,,,2.0,,23.0,8.0,15.0,4.0,37.0,33.0,48.0,63.0,527.0,263.0,434.0,174.0,66.5,33.5,50.0,17.0,14.0,18.0,8.0,9.0,5.0,11.0,25.0,20.0,25.0,20.0,15.0,12.0,1.0,8.0,,,,,9.0,4.0,10.0,9.0,145.0,146.0,3.0,6.0,,2.0,,,1.0,,,,54.0,57.0,57.0,54.0,24.0,24.0,24.0,24.0,8.0,4.0,8.0,4.0,3.0,2.0,6.0,12.0,12.0,6.0,0.0,0.0,0.0,0.0,,,,,3.0,7.0,,
2021-22,2210287,2,2021-08-21 15:00:00,"Etihad Stadium, Manchester",51437.0,Man City,Norwich,5,0,0,5,W,L,2,0,0,2,0,0,0,0,5.0,,16.0,1.0,4.0,,6.0,1.0,6.0,,,,3.0,,3.0,,,,,,,,3.0,,11.0,,8.0,,42.0,8.0,89.0,10.0,730.0,362.0,684.0,307.0,66.9,33.1,47.0,4.0,14.0,18.0,8.0,11.0,6.0,8.0,3.0,25.0,3.0,25.0,10.0,8.0,,6.0,,,,,6.0,9.0,12.0,7.0,105.0,84.0,,,,5.0,,,1.0,,,1.0,38.0,40.0,40.0,38.0,9.0,3.0,3.0,9.0,6.0,1.0,6.0,1.0,,,13.0,7.0,6.0,13.0,0.0,0.0,0.0,0.0,,,,,2.0,3.0,,
2021-22,2210288,2,2021-08-22 14:00:00,"St. Mary's Stadium, Southampton",29485.0,Southampton,Man Utd,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,8.0,15.0,3.0,4.0,4.0,7.0,1.0,4.0,,,1.0,2.0,,,1.0,3.0,,1.0,,,,1.0,5.0,11.0,1.0,5.0,18.0,33.0,52.0,43.0,291.0,520.0,201.0,415.0,36.4,63.6,13.0,28.0,23.0,19.0,13.0,10.0,20.0,6.0,22.0,12.0,22.0,12.0,15.0,15.0,5.0,1.0,,1.0,,,11.0,9.0,9.0,19.0,151.0,156.0,2.0,3.0,1.0,1.0,,,,,,1.0,53.0,57.0,57.0,53.0,11.0,16.0,16.0,11.0,7.0,7.0,7.0,7.0,,5.0,12.0,10.0,10.0,12.0,0.0,0.0,0.0,0.0,,,,,,2.0,,
2021-22,2210289,2,2021-08-23 20:00:00,"London Stadium, London",59901.0,West Ham,Leicester,4,1,1,4,W,L,1,0,0,1,0,1,1,0,4.0,1.0,19.0,5.0,7.0,1.0,10.0,2.0,2.0,2.0,,,3.0,,2.0,1.0,1.0,,,,,,4.0,,16.0,3.0,7.0,1.0,40.0,12.0,59.0,38.0,502.0,508.0,431.0,427.0,51.4,48.6,29.0,11.0,15.0,13.0,11.0,7.0,5.0,14.0,7.0,25.0,7.0,25.0,13.0,10.0,2.0,2.0,,,,1.0,5.0,10.0,11.0,8.0,122.0,111.0,,3.0,1.0,4.0,,,,,,,54.0,36.0,36.0,54.0,21.0,10.0,10.0,21.0,10.0,,10.0,,,,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,,,,,2.0,,,
2021-22,2210290,2,2021-08-22 14:00:00,"Molineux Stadium, Wolverhampton",30368.0,Wolves,Spurs,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,25.0,8.0,6.0,6.0,9.0,,10.0,2.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,23.0,5.0,14.0,5.0,41.0,13.0,56.0,43.0,470.0,356.0,394.0,284.0,57.8,42.2,38.0,19.0,29.0,18.0,18.0,6.0,14.0,8.0,7.0,31.0,7.0,31.0,17.0,15.0,2.0,10.0,1.0,,,,9.0,19.0,14.0,16.0,141.0,138.0,5.0,6.0,1.0,,,,,1.0,,,72.0,48.0,48.0,72.0,17.0,12.0,12.0,17.0,5.0,4.0,5.0,4.0,2.0,,9.0,7.0,7.0,9.0,0.0,0.0,0.0,0.0,,1.0,,1.0,2.0,,,
2021-22,2210291,3,2021-08-28 15:00:00,"Villa Park, Birmingham",42045.0,Aston Villa,Brentford,1,1,1,1,D,D,1,1,1,1,0,0,0,0,1.0,1.0,7.0,9.0,5.0,2.0,2.0,2.0,,5.0,,,1.0,2.0,,1.0,1.0,1.0,,,,,1.0,1.0,6.0,9.0,4.0,7.0,34.0,26.0,55.0,57.0,364.0,435.0,269.0,334.0,46.5,53.5,19.0,20.0,13.0,16.0,6.0,12.0,4.0,6.0,15.0,21.0,15.0,21.0,21.0,19.0,5.0,,,,,,5.0,10.0,12.0,6.0,148.0,141.0,1.0,4.0,1.0,1.0,,,,,,,57.0,55.0,55.0,57.0,21.0,20.0,20.0,21.0,3.0,2.0,3.0,2.0,3.0,,15.0,14.0,13.0,14.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2021-22,2210292,3,2021-08-28 15:00:00,"American Express Stadium, Falmer",30548.0,Brighton,Everton,0,2,2,0,L,W,0,1,1,0,0,0,0,0,,2.0,14.0,14.0,3.0,5.0,5.0,4.0,6.0,5.0,,,,,,1.0,,,,,,,,1.0,10.0,12.0,7.0,8.0,21.0,22.0,56.0,40.0,612.0,315.0,529.0,243.0,65.6,34.4,18.0,23.0,25.0,17.0,16.0,10.0,10.0,15.0,14.0,15.0,14.0,15.0,18.0,18.0,5.0,6.0,,,,,7.0,10.0,11.0,14.0,132.0,134.0,3.0,3.0,2.0,,,,,1.0,,,52.0,40.0,40.0,52.0,8.0,9.0,9.0,8.0,4.0,5.0,4.0,5.0,,,7.0,9.0,8.0,7.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,,,
2021-22,2210293,3,2021-08-29 14:00:00,"Turf Moor, Burnley",18665.0,Burnley,Leeds,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,12.0,12.0,3.0,2.0,5.0,5.0,4.0,5.0,,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,1.0,,10.0,9.0,5.0,5.0,29.0,32.0,55.0,65.0,291.0,521.0,198.0,426.0,35.9,64.1,16.0,24.0,23.0,17.0,16.0,10.0,8.0,8.0,25.0,16.0,25.0,16.0,18.0,20.0,5.0,3.0,,,,,7.0,8.0,12.0,13.0,153.0,167.0,1.0,2.0,1.0,1.0,,,,,,,72.0,54.0,54.0,72.0,32.0,18.0,18.0,32.0,5.0,5.0,5.0,5.0,,1.0,13.0,9.0,9.0,12.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2021-22,2210294,3,2021-08-28 17:30:00,"Anfield, Liverpool",,Liverpool,Chelsea,1,1,1,1,D,D,1,1,1,1,0,1,1,0,1.0,1.0,24.0,6.0,7.0,3.0,12.0,1.0,5.0,2.0,,,2.0,,1.0,,3.0,,1.0,,,,,1.0,16.0,6.0,6.0,5.0,60.0,17.0,81.0,25.0,695.0,370.0,598.0,268.0,65.7,34.3,42.0,13.0,16.0,26.0,9.0,12.0,11.0,21.0,8.0,34.0,8.0,34.0,23.0,20.0,2.0,4.0,,,,,4.0,4.0,18.0,13.0,173.0,154.0,2.0,6.0,1.0,1.0,,,,,,,43.0,55.0,55.0,43.0,21.0,13.0,13.0,21.0,12.0,3.0,12.0,3.0,1.0,,13.0,4.0,3.0,12.0,0.0,0.0,0.0,0.0,1.0,,1.0,,,2.0,,
2021-22,2210295,3,2021-08-28 12:30:00,"Etihad Stadium, Manchester",52276.0,Man City,Arsenal,5,0,0,5,W,L,3,0,0,3,0,1,1,0,5.0,,25.0,1.0,10.0,,5.0,1.0,10.0,,,,6.0,,4.0,,3.0,,,,,,4.0,,21.0,1.0,16.0,,57.0,8.0,71.0,34.0,757.0,185.0,693.0,125.0,80.4,19.6,50.0,6.0,14.0,9.0,10.0,6.0,4.0,12.0,3.0,31.0,3.0,31.0,8.0,8.0,,9.0,,,,1.0,2.0,7.0,2.0,8.0,109.0,90.0,,5.0,,5.0,,,1.0,,,,41.0,25.0,25.0,41.0,13.0,9.0,9.0,13.0,14.0,,14.0,,1.0,,5.0,7.0,7.0,5.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,
2021-22,2210296,3,2021-08-28 15:00:00,"St. James' Park, Newcastle",44017.0,Newcastle,Southampton,2,2,2,2,D,D,0,0,0,0,0,0,0,0,2.0,2.0,10.0,22.0,5.0,6.0,5.0,7.0,,9.0,,,1.0,2.0,2.0,2.0,,2.0,,,,,1.0,,7.0,18.0,4.0,12.0,20.0,29.0,41.0,58.0,293.0,525.0,203.0,451.0,36.3,63.7,22.0,35.0,31.0,15.0,18.0,10.0,5.0,2.0,15.0,10.0,15.0,10.0,13.0,13.0,9.0,1.0,1.0,,,,15.0,10.0,12.0,19.0,144.0,147.0,4.0,2.0,2.0,2.0,,,,,,,62.0,54.0,54.0,62.0,16.0,14.0,14.0,16.0,4.0,4.0,4.0,4.0,,1.0,11.0,6.0,5.0,10.0,0.0,0.0,0.0,0.0,,1.0,,1.0,5.0,,,
2021-22,2210297,3,2021-08-28 15:00:00,"Carrow Road, Norwich",26765.0,Norwich,Leicester,1,2,2,1,L,W,1,1,1,1,0,0,0,0,1.0,2.0,14.0,9.0,4.0,3.0,6.0,5.0,4.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,2.0,8.0,5.0,4.0,3.0,33.0,33.0,39.0,51.0,369.0,471.0,285.0,364.0,44.3,55.7,12.0,16.0,18.0,17.0,15.0,12.0,15.0,9.0,17.0,17.0,17.0,17.0,11.0,13.0,1.0,4.0,,,,,14.0,6.0,9.0,9.0,150.0,153.0,1.0,3.0,2.0,1.0,,,,,,,46.0,52.0,52.0,46.0,13.0,14.0,14.0,13.0,9.0,9.0,9.0,9.0,,,8.0,9.0,9.0,7.0,0.0,0.0,0.0,0.0,1.0,,1.0,,2.0,2.0,,
2021-22,2210298,3,2021-08-29 14:00:00,"Tottenham Hotspur Stadium, London",57672.0,Spurs,Watford,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,15.0,9.0,8.0,2.0,4.0,4.0,3.0,3.0,,,,,,,,,,,,,,,9.0,8.0,5.0,5.0,42.0,14.0,66.0,34.0,500.0,364.0,439.0,297.0,57.6,42.4,39.0,17.0,19.0,16.0,11.0,11.0,9.0,4.0,11.0,36.0,11.0,36.0,20.0,17.0,3.0,3.0,,,,,10.0,9.0,11.0,10.0,113.0,115.0,2.0,7.0,,1.0,,,1.0,,,,53.0,44.0,44.0,53.0,13.0,10.0,10.0,13.0,10.0,3.0,10.0,3.0,1.0,,8.0,14.0,14.0,8.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,
