matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2210377,11,2021-11-07 14:00:00,13,Leicester,Away,159.0,9.0,1.0,1.0,,3.0,,95.0,10.0,,6.0,2.0,4.0,17.0,253.0,,1.0,7.0,7.0,15.0,4.0,,3.0,,,,,,,,1.0,6.0,,,,4.0,10.0,8.0,7.0,2.0,44.0,74.0,,1.0,,4.0,22.0,,11.0,,1.0,5.0,3.0,,,5.0,3.0,35.0,65.0,4.0,32.0,14.0,,,38.0,48.0,5.0,12.0,1.0,,2.0,2.0,,159.0,1.0,,,1.0,,,14.0,1.0,1.0,,14.0,1.0,9.0,9.0,3.0,6.0,86.0,61.0,24.0,10.0,,3.0,2.0,3.0,326.0,4.0,2.0,,51.0,22.0,23.0,,,,,,151.0,151.0,7.0,30.0,28.0,44.2,,,1.0,,22.0,0.0,67.0,2.0,2.0,4.0,,,6.0,,3.0,16.0,49.0,235.0,7.0,5.0,190.0,29.0,32.0,12.0,5.0,10.0,5.0,,93.0,5.0,176.0,1.0,,14.0,5.0,55.0,2.0,356.0,,0.0,9.0,33.0,2.0,11.0,1.0,554.0,18.0,19.0,5.0,5.0,18.0,0.0
2210383,12,2021-11-20 12:30:00,13,Leicester,Home,179.0,10.0,,2.0,2.0,1.0,,97.0,6.0,,7.0,2.0,2.0,13.0,274.0,,,27.0,13.0,8.0,2.0,1.0,,,,,,,,,,4.0,,,,12.0,9.0,7.0,1.0,3.0,50.0,60.0,1.0,1.0,,1.0,23.0,,13.0,,,3.0,1.0,3.0,,7.0,2.0,56.0,44.0,1.0,11.0,5.0,,,30.0,43.0,15.0,8.0,,,,,,148.0,,,,,,,7.0,,,,5.0,,13.0,13.0,,7.0,82.0,52.0,20.0,5.0,,1.0,2.0,3.0,350.0,2.0,1.0,,33.0,43.0,12.0,,,,,,142.0,142.0,9.0,19.0,22.0,38.3,,,,1.0,23.0,0.0,94.0,3.0,1.0,4.0,,,1.0,,3.0,17.0,48.0,258.0,10.0,3.0,210.0,34.0,11.0,16.0,2.0,6.0,4.0,,86.0,4.0,170.0,,,15.0,2.0,45.0,3.0,374.0,,0.0,4.0,20.0,,30.0,3.0,553.0,4.0,16.0,8.0,3.0,9.0,0.0
2210397,13,2021-11-28 14:00:00,13,Leicester,Home,155.0,14.0,3.0,5.0,2.0,1.0,,135.0,8.0,,3.0,2.0,5.0,24.0,285.0,,3.0,15.0,23.0,30.0,12.0,1.0,5.0,,,,,,,,1.0,12.0,,,1.0,4.0,13.0,4.0,13.0,5.0,54.0,69.0,3.0,1.0,3.0,1.0,21.0,6.0,9.0,,,8.0,5.0,3.0,,11.0,1.0,51.0,80.0,1.0,17.0,9.0,1.0,,23.0,59.0,5.0,18.0,2.0,,,,,174.0,3.0,2.0,3.0,1.0,2.0,,11.0,2.0,1.0,,9.0,,11.0,11.0,2.0,4.0,89.0,76.0,27.0,6.0,2.0,4.0,12.0,8.0,371.0,4.0,,,49.0,63.0,32.0,1.0,1.0,1.0,,,173.0,173.0,4.0,33.0,25.0,56.7,,,,1.0,21.0,0.0,93.0,2.0,1.0,3.0,2.0,,4.0,1.0,2.0,14.0,62.0,265.0,12.0,16.0,196.0,44.0,17.0,13.0,7.0,15.0,8.0,,111.0,5.0,229.0,1.0,,30.0,5.0,78.0,5.0,410.0,,0.0,18.0,22.0,9.0,18.0,0.0,621.0,26.0,15.0,10.0,8.0,14.0,0.0
2210409,14,2021-12-01 19:30:00,13,Leicester,Away,215.0,26.0,,3.0,3.0,1.0,1.0,118.0,3.0,,3.0,9.0,2.0,35.0,330.0,,,21.0,23.0,35.0,7.0,1.0,4.0,,,,,,,,,10.0,,,1.0,6.0,11.0,4.0,9.0,6.0,61.0,67.0,1.0,2.0,1.0,3.0,12.0,3.0,14.0,,,4.0,10.0,4.0,1.0,7.0,1.0,60.0,72.0,3.0,15.0,9.0,,1.0,37.0,35.0,11.0,14.0,,,1.0,1.0,,179.0,1.0,,1.0,1.0,,,6.0,1.0,,,9.0,,7.0,7.0,1.0,3.0,107.0,79.0,42.0,2.0,1.0,4.0,5.0,6.0,416.0,4.0,,,54.0,48.0,21.0,,,,,,167.0,167.0,4.0,32.0,23.0,55.5,,,1.0,,12.0,0.0,96.0,3.0,2.0,5.0,,,6.0,,3.0,15.0,60.0,314.0,5.0,9.0,257.0,39.0,15.0,17.0,4.0,19.0,15.0,,88.0,2.0,205.0,,,30.0,2.0,71.0,2.0,443.0,,0.0,15.0,11.0,,24.0,3.0,645.0,27.0,21.0,12.0,4.0,8.0,0.0
2210411,15,2021-12-05 16:30:00,13,Leicester,Away,175.0,15.0,1.0,3.0,3.0,,,252.0,1.0,,2.0,3.0,4.0,29.0,424.0,,,29.0,15.0,21.0,8.0,,1.0,,,,,,,,,11.0,,,,17.0,11.0,2.0,9.0,3.0,71.0,60.0,1.0,1.0,,,10.0,2.0,9.0,,,6.0,8.0,5.0,,15.0,1.0,70.0,53.0,,11.0,5.0,,,30.0,66.0,25.0,8.0,,,,,,195.0,1.0,,1.0,1.0,,,5.0,1.0,,,5.0,,12.0,12.0,,2.0,141.0,65.0,41.0,3.0,1.0,3.0,6.0,5.0,504.0,5.0,1.0,,111.0,76.0,31.0,,,,,,153.0,153.0,4.0,30.0,22.0,58.9,,3.0,,2.0,10.0,0.0,117.0,2.0,,2.0,,,5.0,,3.0,15.0,123.0,410.0,,9.0,197.0,37.0,11.0,14.0,6.0,18.0,13.0,,180.0,2.0,345.0,,,9.0,4.0,53.0,,524.0,,0.0,12.0,16.0,,29.0,1.0,707.0,33.0,16.0,8.0,6.0,7.0,0.0
2210427,16,2021-12-12 14:00:00,13,Leicester,Home,154.0,7.0,,1.0,1.0,2.0,,164.0,3.0,,1.0,6.0,3.0,23.0,317.0,,1.0,16.0,16.0,14.0,2.0,,,1.0,,1.0,,1.0,,,,5.0,1.0,,1.0,6.0,7.0,5.0,5.0,3.0,64.0,54.0,2.0,,3.0,1.0,11.0,1.0,11.0,,,4.0,6.0,1.0,,22.0,,62.0,53.0,1.0,26.0,18.0,,,20.0,38.0,9.0,15.0,1.0,,4.0,1.0,1.0,152.0,3.0,,3.0,3.0,,1.0,8.0,3.0,,,18.0,,6.0,6.0,,1.0,97.0,64.0,35.0,6.0,3.0,1.0,4.0,5.0,371.0,6.0,,,70.0,41.0,19.0,,,,,1.0,139.0,139.0,5.0,21.0,23.0,47.3,,,,1.0,11.0,0.0,87.0,1.0,2.0,3.0,,1.0,2.0,,3.0,13.0,59.0,301.0,6.0,5.0,176.0,18.0,26.0,8.0,1.0,9.0,8.0,2.0,89.0,6.0,233.0,,,24.0,3.0,58.0,,400.0,,0.0,8.0,20.0,2.0,21.0,2.0,589.0,15.0,17.0,4.0,4.0,13.0,0.0
2210436,17,2022-01-19 19:30:00,13,Leicester,Home,312.0,10.0,1.0,2.0,1.0,,,181.0,9.0,,4.0,1.0,2.0,22.0,491.0,,,9.0,14.0,10.0,5.0,1.0,3.0,2.0,,,,,,,,10.0,,,1.0,2.0,17.0,10.0,8.0,6.0,90.0,55.0,2.0,1.0,2.0,,15.0,5.0,16.0,2.0,,3.0,5.0,1.0,,12.0,4.0,55.0,46.0,,20.0,5.0,,1.0,22.0,37.0,6.0,12.0,1.0,,3.0,2.0,,156.0,1.0,,1.0,1.0,,,11.0,2.0,,1.0,5.0,,11.0,11.0,2.0,4.0,162.0,60.0,41.0,8.0,1.0,2.0,5.0,4.0,542.0,8.0,,,78.0,44.0,21.0,,,,,,121.0,121.0,6.0,21.0,22.0,48.8,,3.0,,2.0,15.0,0.0,161.0,4.0,3.0,5.0,,2.0,5.0,,3.0,10.0,93.0,474.0,6.0,7.0,337.0,29.0,20.0,16.0,2.0,10.0,8.0,2.0,126.0,,242.0,,,8.0,3.0,45.0,1.0,569.0,,0.0,14.0,17.0,2.0,9.0,1.0,742.0,20.0,14.0,8.0,3.0,12.0,0.0
2210442,18,2022-04-20 19:45:00,13,Leicester,Away,269.0,11.0,1.0,2.0,1.0,1.0,,250.0,7.0,,2.0,6.0,3.0,26.0,517.0,2.0,,21.0,21.0,19.0,7.0,1.0,1.0,,,,,,,,,10.0,,,,10.0,8.0,5.0,7.0,4.0,107.0,54.0,,,,3.0,24.0,7.0,10.0,,,4.0,7.0,2.0,,6.0,2.0,62.0,43.0,3.0,15.0,6.0,,,22.0,62.0,17.0,8.0,,,1.0,,,207.0,,,,,,,11.0,1.0,,,6.0,,4.0,4.0,,2.0,156.0,74.0,43.0,5.0,1.0,1.0,7.0,3.0,609.0,2.0,,,119.0,55.0,21.0,,,,,,152.0,152.0,4.0,23.0,24.0,63.3,,2.0,,,24.0,0.0,161.0,1.0,1.0,2.0,,,1.0,,3.0,9.0,86.0,502.0,8.0,8.0,319.0,36.0,15.0,14.0,4.0,13.0,9.0,,125.0,3.0,325.0,,,15.0,3.0,61.0,1.0,631.0,2.0,0.0,11.0,11.0,,23.0,2.0,786.0,25.0,10.0,6.0,4.0,5.0,0.0
2210455,19,2021-12-26 15:00:00,13,Leicester,Away,198.0,13.0,,3.0,3.0,,,56.0,4.0,,2.0,2.0,1.0,15.0,251.0,1.0,2.0,3.0,2.0,3.0,8.0,1.0,,1.0,,,1.0,1.0,,,,12.0,,,1.0,7.0,12.0,5.0,10.0,4.0,47.0,33.0,4.0,2.0,3.0,,11.0,1.0,16.0,1.0,,4.0,3.0,3.0,,5.0,2.0,34.0,41.0,,25.0,12.0,1.0,,20.0,22.0,9.0,11.0,2.0,,2.0,,1.0,95.0,2.0,,2.0,2.0,,1.0,5.0,3.0,,,12.0,2.0,9.0,9.0,2.0,2.0,67.0,32.0,19.0,14.0,1.0,4.0,7.0,8.0,265.0,5.0,1.0,,14.0,18.0,14.0,2.0,2.0,2.0,,,65.0,65.0,1.0,15.0,15.0,28.2,,,,,11.0,0.0,80.0,2.0,1.0,2.0,,1.0,5.0,,2.0,8.0,29.0,229.0,5.0,11.0,212.0,19.0,25.0,14.0,4.0,10.0,6.0,2.0,46.0,1.0,87.0,,,14.0,1.0,34.0,1.0,289.0,1.0,0.0,14.0,15.0,2.0,3.0,2.0,438.0,17.0,11.0,12.0,4.0,10.0,0.0
2210467,20,2021-12-28 20:00:00,13,Leicester,Home,152.0,21.0,,1.0,1.0,1.0,,111.0,7.0,,4.0,5.0,,29.0,262.0,,,10.0,17.0,20.0,5.0,,,1.0,,,,,,,,6.0,,,,5.0,17.0,4.0,5.0,1.0,50.0,58.0,1.0,1.0,,2.0,15.0,3.0,11.0,,,1.0,1.0,2.0,,8.0,3.0,51.0,55.0,2.0,38.0,24.0,,,34.0,26.0,8.0,10.0,,,,,,149.0,1.0,,,1.0,,,14.0,1.0,2.0,,24.0,,31.0,31.0,9.0,4.0,72.0,63.0,33.0,12.0,,2.0,4.0,1.0,330.0,5.0,,,61.0,31.0,12.0,,1.0,1.0,1.0,,137.0,137.0,3.0,39.0,10.0,36.6,,,,1.0,15.0,0.0,87.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,19.0,44.0,245.0,10.0,6.0,191.0,40.0,38.0,15.0,1.0,4.0,3.0,1.0,69.0,4.0,171.0,2.0,,20.0,,62.0,3.0,358.0,,0.0,6.0,17.0,,15.0,0.0,570.0,14.0,15.0,8.0,1.0,9.0,0.0
2210477,21,2022-05-11 19:45:00,13,Leicester,Home,309.0,24.0,1.0,5.0,4.0,,,269.0,2.0,2.0,4.0,1.0,1.0,41.0,573.0,1.0,1.0,25.0,5.0,15.0,12.0,,,,,,,,,,,20.0,,,,6.0,6.0,3.0,11.0,9.0,98.0,58.0,3.0,3.0,1.0,,24.0,7.0,8.0,,,10.0,18.0,5.0,,7.0,1.0,42.0,53.0,,11.0,3.0,,,24.0,59.0,10.0,5.0,2.0,,2.0,1.0,,170.0,2.0,,1.0,2.0,,,2.0,3.0,,,3.0,,4.0,4.0,,4.0,188.0,73.0,54.0,2.0,1.0,4.0,10.0,8.0,633.0,,,,84.0,88.0,43.0,,,,,,132.0,132.0,2.0,23.0,29.0,64.9,,,,,24.0,0.0,184.0,4.0,1.0,5.0,,,5.0,,1.0,11.0,115.0,566.0,12.0,14.0,322.0,39.0,11.0,21.0,9.0,33.0,24.0,,148.0,,351.0,,2.0,10.0,1.0,61.0,1.0,640.0,1.0,0.0,20.0,24.0,1.0,25.0,0.0,844.0,45.0,17.0,9.0,10.0,17.0,0.0
2210483,22,2022-03-01 19:45:00,13,Leicester,Away,164.0,14.0,2.0,4.0,2.0,,,158.0,7.0,1.0,3.0,3.0,5.0,17.0,318.0,,,21.0,25.0,21.0,10.0,,6.0,1.0,,,,1.0,,,,13.0,,,2.0,8.0,7.0,2.0,14.0,8.0,57.0,71.0,1.0,1.0,1.0,4.0,19.0,10.0,13.0,,,8.0,11.0,1.0,,13.0,1.0,71.0,48.0,4.0,27.0,19.0,,,23.0,54.0,13.0,10.0,,,1.0,,1.0,192.0,2.0,,1.0,2.0,,,11.0,2.0,1.0,,19.0,,8.0,8.0,1.0,3.0,96.0,74.0,29.0,6.0,,1.0,11.0,6.0,415.0,3.0,1.0,,97.0,41.0,24.0,,,,,,180.0,180.0,7.0,27.0,33.0,55.2,,,,,19.0,0.0,98.0,2.0,,2.0,1.0,1.0,6.0,,3.0,12.0,87.0,298.0,7.0,12.0,209.0,45.0,27.0,12.0,6.0,18.0,12.0,1.0,126.0,1.0,252.0,1.0,1.0,14.0,6.0,55.0,3.0,443.0,,0.0,22.0,12.0,,26.0,1.0,648.0,33.0,12.0,5.0,8.0,10.0,0.0
2210497,23,2022-01-23 14:00:00,13,Leicester,Home,202.0,12.0,,,,,,162.0,3.0,,6.0,3.0,1.0,20.0,364.0,,,12.0,9.0,9.0,8.0,,3.0,,,1.0,,1.0,,1.0,,11.0,,,,3.0,7.0,7.0,9.0,6.0,84.0,85.0,1.0,2.0,1.0,4.0,23.0,7.0,9.0,1.0,,4.0,5.0,1.0,,9.0,2.0,46.0,45.0,4.0,30.0,15.0,,,32.0,44.0,6.0,8.0,1.0,,2.0,1.0,1.0,174.0,,,,,,,5.0,1.0,,,15.0,,9.0,9.0,2.0,6.0,108.0,53.0,23.0,5.0,,1.0,7.0,5.0,439.0,6.0,1.0,,55.0,47.0,22.0,,,,,,157.0,157.0,6.0,47.0,21.0,43.8,,2.0,,,23.0,0.0,94.0,4.0,,3.0,,,3.0,,3.0,17.0,98.0,351.0,11.0,8.0,239.0,32.0,30.0,23.0,3.0,10.0,7.0,,134.0,3.0,231.0,,,22.0,1.0,61.0,3.0,460.0,,0.0,15.0,18.0,1.0,14.0,0.0,675.0,26.0,23.0,10.0,4.0,7.0,0.0
2210507,24,2022-02-10 19:45:00,13,Leicester,Away,151.0,14.0,1.0,1.0,,3.0,,107.0,5.0,,4.0,9.0,1.0,25.0,257.0,,1.0,20.0,24.0,10.0,2.0,2.0,1.0,,,,,1.0,,,,3.0,,,,5.0,16.0,6.0,3.0,2.0,54.0,70.0,1.0,1.0,,2.0,19.0,1.0,18.0,,,6.0,5.0,,,12.0,1.0,66.0,52.0,2.0,35.0,16.0,,1.0,34.0,41.0,7.0,11.0,,,1.0,,1.0,167.0,,,,,,,9.0,,,1.0,16.0,,12.0,12.0,2.0,4.0,71.0,60.0,28.0,7.0,,3.0,1.0,1.0,335.0,4.0,1.0,,71.0,43.0,18.0,,,,,,168.0,168.0,3.0,36.0,24.0,35.0,,,,1.0,19.0,0.0,70.0,7.0,2.0,9.0,,,3.0,,3.0,10.0,50.0,237.0,6.0,4.0,191.0,33.0,35.0,14.0,4.0,9.0,5.0,,88.0,9.0,180.0,,,28.0,1.0,58.0,4.0,362.0,,0.0,5.0,23.0,2.0,27.0,0.0,592.0,11.0,25.0,8.0,6.0,9.0,0.0
2210515,25,2022-02-13 16:30:00,13,Leicester,Home,273.0,15.0,,2.0,2.0,,1.0,182.0,2.0,1.0,1.0,2.0,9.0,18.0,453.0,,,18.0,23.0,10.0,9.0,,,,,,,,,,,11.0,1.0,,1.0,8.0,6.0,2.0,9.0,4.0,94.0,59.0,,,1.0,3.0,13.0,4.0,7.0,,,5.0,5.0,5.0,1.0,7.0,,54.0,48.0,3.0,18.0,9.0,,,26.0,57.0,10.0,8.0,,,2.0,1.0,,168.0,1.0,,1.0,1.0,,,4.0,1.0,,,9.0,,14.0,14.0,,1.0,147.0,73.0,36.0,4.0,1.0,6.0,4.0,2.0,534.0,2.0,,,62.0,55.0,23.0,,,,,1.0,136.0,136.0,7.0,21.0,28.0,55.4,,2.0,1.0,,13.0,0.0,141.0,1.0,,1.0,,,7.0,,3.0,13.0,78.0,442.0,6.0,10.0,306.0,39.0,18.0,16.0,4.0,15.0,11.0,,119.0,3.0,259.0,,1.0,22.0,10.0,59.0,,550.0,,0.0,13.0,21.0,1.0,19.0,1.0,727.0,20.0,11.0,9.0,5.0,8.0,0.0
2210530,26,2022-02-20 16:30:00,13,Leicester,Away,262.0,24.0,,2.0,2.0,1.0,,237.0,5.0,,2.0,1.0,1.0,22.0,497.0,,,27.0,17.0,8.0,9.0,,1.0,,,,,1.0,,,1.0,13.0,,,2.0,6.0,7.0,4.0,9.0,8.0,105.0,58.0,1.0,1.0,1.0,2.0,25.0,4.0,7.0,,,10.0,11.0,7.0,,16.0,,55.0,55.0,2.0,10.0,6.0,,,18.0,57.0,9.0,11.0,1.0,,9.0,8.0,1.0,161.0,1.0,,1.0,1.0,,,5.0,1.0,,,6.0,,6.0,6.0,,2.0,152.0,55.0,45.0,7.0,,4.0,6.0,7.0,552.0,3.0,1.0,,87.0,102.0,36.0,,,,,,141.0,141.0,13.0,24.0,19.0,63.7,,,,,25.0,0.0,149.0,1.0,,1.0,,,6.0,,2.0,5.0,138.0,482.0,4.0,10.0,274.0,39.0,10.0,20.0,8.0,34.0,26.0,,180.0,5.0,327.0,,,6.0,1.0,37.0,2.0,567.0,,0.0,17.0,22.0,1.0,28.0,4.0,775.0,33.0,13.0,14.0,10.0,14.0,0.0
2210534,27,2022-05-19 20:00:00,13,Leicester,Away,195.0,7.0,,1.0,1.0,,1.0,99.0,8.0,1.0,8.0,1.0,3.0,14.0,293.0,,,9.0,11.0,8.0,1.0,,,,,,,,,,,2.0,,,,5.0,10.0,10.0,,2.0,70.0,55.0,,,,1.0,16.0,,16.0,,,,,2.0,,7.0,3.0,44.0,44.0,1.0,31.0,16.0,,,31.0,45.0,7.0,13.0,,,2.0,2.0,,126.0,,,,,,,9.0,1.0,1.0,,16.0,,12.0,12.0,3.0,8.0,91.0,49.0,28.0,6.0,1.0,1.0,,1.0,347.0,8.0,,,37.0,43.0,10.0,,,,,,105.0,105.0,1.0,27.0,17.0,32.8,,2.0,,1.0,16.0,0.0,83.0,3.0,3.0,6.0,,,1.0,,2.0,18.0,36.0,275.0,7.0,1.0,229.0,35.0,31.0,8.0,,4.0,4.0,,66.0,1.0,145.0,1.0,1.0,9.0,4.0,48.0,1.0,370.0,,0.0,2.0,18.0,2.0,11.0,1.0,539.0,,12.0,5.0,,8.0,0.0
2210543,28,2022-03-05 12:30:00,13,Leicester,Home,238.0,7.0,1.0,1.0,,2.0,,137.0,7.0,2.0,6.0,2.0,3.0,19.0,374.0,,,19.0,11.0,19.0,4.0,1.0,2.0,,,,,,,,,5.0,,,,6.0,16.0,3.0,3.0,4.0,67.0,75.0,,,,2.0,32.0,3.0,12.0,,,5.0,6.0,2.0,,7.0,3.0,53.0,69.0,2.0,24.0,13.0,,2.0,35.0,49.0,9.0,12.0,1.0,,3.0,2.0,,168.0,1.0,,1.0,1.0,,,8.0,1.0,4.0,,13.0,,10.0,10.0,1.0,6.0,114.0,54.0,25.0,10.0,,,6.0,4.0,449.0,6.0,4.0,,84.0,47.0,21.0,,,,,,160.0,160.0,2.0,38.0,26.0,51.0,,,,,32.0,0.0,122.0,4.0,,4.0,,,,,3.0,19.0,83.0,357.0,14.0,6.0,271.0,33.0,24.0,29.0,5.0,15.0,10.0,,128.0,6.0,215.0,4.0,2.0,11.0,4.0,46.0,2.0,471.0,1.0,0.0,7.0,23.0,1.0,22.0,1.0,703.0,18.0,19.0,15.0,5.0,12.0,0.0
2210551,29,2022-03-13 16:30:00,13,Leicester,Away,286.0,25.0,1.0,3.0,2.0,,,211.0,5.0,,4.0,4.0,9.0,32.0,494.0,,1.0,18.0,6.0,8.0,4.0,1.0,1.0,1.0,,,,,,,,4.0,,,1.0,5.0,16.0,5.0,4.0,2.0,93.0,49.0,1.0,1.0,,3.0,13.0,2.0,6.0,,,6.0,6.0,4.0,,11.0,4.0,36.0,32.0,3.0,10.0,6.0,,,20.0,47.0,10.0,7.0,,,,,,160.0,,,,,,,8.0,,,1.0,6.0,,10.0,10.0,,4.0,166.0,62.0,41.0,2.0,,1.0,4.0,3.0,538.0,9.0,1.0,,88.0,61.0,25.0,1.0,1.0,1.0,,,119.0,119.0,6.0,15.0,21.0,54.0,,,,,13.0,0.0,145.0,5.0,1.0,5.0,,1.0,1.0,,3.0,10.0,90.0,474.0,5.0,5.0,311.0,42.0,10.0,4.0,4.0,14.0,10.0,1.0,117.0,3.0,267.0,,,11.0,10.0,53.0,,564.0,,0.0,6.0,17.0,2.0,23.0,3.0,723.0,17.0,17.0,,6.0,10.0,0.0
2210563,30,2022-03-20 14:00:00,13,Leicester,Home,239.0,22.0,,3.0,3.0,1.0,2.0,205.0,5.0,,6.0,1.0,6.0,24.0,441.0,,,8.0,17.0,15.0,6.0,2.0,,,1.0,,,1.0,,,1.0,9.0,,,2.0,8.0,11.0,4.0,6.0,6.0,83.0,67.0,3.0,3.0,,1.0,22.0,2.0,11.0,,,2.0,6.0,3.0,1.0,4.0,4.0,46.0,48.0,1.0,24.0,14.0,,,23.0,46.0,10.0,10.0,,,2.0,2.0,1.0,170.0,1.0,,,1.0,,,7.0,1.0,,,14.0,,10.0,10.0,,7.0,125.0,56.0,36.0,5.0,1.0,5.0,4.0,4.0,494.0,6.0,1.0,,54.0,58.0,18.0,,,,,,116.0,116.0,7.0,28.0,24.0,52.8,,,,,22.0,0.0,136.0,4.0,1.0,5.0,2.0,,6.0,,3.0,10.0,98.0,427.0,9.0,9.0,273.0,39.0,24.0,13.0,2.0,13.0,11.0,,119.0,3.0,254.0,,,12.0,6.0,48.0,2.0,514.0,1.0,0.0,12.0,14.0,,12.0,1.0,694.0,17.0,17.0,9.0,2.0,8.0,0.0
2210577,31,2022-04-02 17:30:00,13,Leicester,Away,215.0,14.0,,4.0,4.0,1.0,2.0,206.0,6.0,,7.0,3.0,2.0,19.0,417.0,,,14.0,12.0,8.0,7.0,2.0,,,,,,,,,,9.0,,,2.0,5.0,10.0,1.0,8.0,3.0,82.0,59.0,1.0,1.0,1.0,,17.0,2.0,13.0,,1.0,5.0,2.0,2.0,,9.0,1.0,41.0,48.0,,23.0,7.0,,1.0,23.0,44.0,6.0,13.0,1.0,,4.0,4.0,,152.0,1.0,,1.0,1.0,,,7.0,1.0,,,7.0,,18.0,18.0,2.0,7.0,138.0,60.0,38.0,6.0,,5.0,5.0,3.0,471.0,1.0,1.0,,91.0,60.0,20.0,,,,,,108.0,108.0,8.0,20.0,22.0,46.1,,2.0,,,17.0,0.0,123.0,4.0,,4.0,,,6.0,1.0,3.0,14.0,93.0,397.0,9.0,10.0,238.0,30.0,23.0,13.0,5.0,13.0,8.0,,122.0,2.0,270.0,,,6.0,2.0,40.0,1.0,495.0,,0.0,11.0,15.0,1.0,15.0,2.0,667.0,16.0,8.0,12.0,5.0,9.0,0.0
2210585,32,2022-04-10 14:00:00,13,Leicester,Home,266.0,21.0,1.0,3.0,2.0,,,166.0,4.0,,1.0,2.0,4.0,20.0,429.0,,2.0,15.0,12.0,11.0,5.0,1.0,2.0,,,,,2.0,,,,8.0,,,,10.0,11.0,,6.0,6.0,90.0,61.0,,,,1.0,20.0,6.0,12.0,,,3.0,5.0,3.0,,15.0,2.0,52.0,48.0,1.0,10.0,2.0,,,26.0,57.0,11.0,12.0,,1.0,3.0,,2.0,166.0,2.0,,1.0,2.0,,,4.0,2.0,1.0,,2.0,,11.0,11.0,,2.0,132.0,48.0,31.0,4.0,2.0,1.0,7.0,3.0,492.0,5.0,,,68.0,64.0,18.0,,1.0,1.0,1.0,,132.0,132.0,5.0,20.0,30.0,50.8,,,,,20.0,0.0,123.0,2.0,,2.0,,,3.0,1.0,3.0,13.0,70.0,413.0,13.0,8.0,281.0,35.0,10.0,7.0,3.0,11.0,8.0,,114.0,1.0,241.0,1.0,,11.0,6.0,40.0,,511.0,,0.0,12.0,20.0,2.0,22.0,1.0,690.0,15.0,16.0,5.0,3.0,9.0,0.0
