matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987796,21,2019-01-01 12:30:00,13,Leicester,Away,133.0,15.0,1.0,3.0,2.0,2.0,1.0,111.0,4.0,1.0,3.0,7.0,3.0,25.0,241.0,,1.0,14.0,32.0,31.0,6.0,,,1.0,,,,,,,7.0,,,,,,4.0,14.0,3.0,4.0,4.0,48.0,90.0,1.0,,1.0,6.0,29.0,1.0,6.0,,1.0,5.0,6.0,1.0,,12.0,,62.0,78.0,6.0,34.0,18.0,,2.0,49.0,8.0,5.0,1.0,,2.0,1.0,,167.0,1.0,,1.0,1.0,,,12.0,1.0,,2.0,18.0,,13.0,13.0,3.0,3.0,76.0,79.0,31.0,6.0,,2.0,5.0,4.0,345.0,8.0,7.0,73.0,29.0,20.0,,,,,195.0,195.0,4.0,48.0,30.0,40.4,,,,1.0,29.0,0.0,75.0,2.0,,2.0,,,1.0,3.0,,2.0,65.0,232.0,16.0,7.0,171.0,26.0,34.0,22.0,5.0,13.0,8.0,1.0,116.0,7.0,208.0,,1.0,37.0,5.0,77.0,2.0,366.0,,0.0,8.0,26.0,2.0,28.0,1.0,611.0,16.0,19.0,16.0,5.0,14.0,0.0
987808,22,2019-01-12 15:00:00,13,Leicester,Home,112.0,23.0,2.0,7.0,5.0,3.0,,333.0,3.0,,1.0,3.0,4.0,42.0,438.0,2.0,,40.0,29.0,24.0,15.0,3.0,,,,,,1.0,,,17.0,,,,,2.0,5.0,7.0,1.0,9.0,14.0,70.0,54.0,1.0,1.0,1.0,,16.0,9.0,4.0,,,10.0,17.0,15.0,,7.0,1.0,57.0,53.0,,6.0,5.0,1.0,,82.0,7.0,9.0,,,5.0,3.0,1.0,186.0,1.0,,1.0,1.0,,,5.0,1.0,,,5.0,,11.0,11.0,,2.0,146.0,60.0,34.0,3.0,1.0,6.0,13.0,6.0,532.0,2.0,3.0,105.0,109.0,55.0,1.0,1.0,1.0,,198.0,198.0,1.0,21.0,29.0,71.7,,,,,16.0,0.0,150.0,1.0,,1.0,,,,8.0,,3.0,197.0,426.0,4.0,19.0,136.0,50.0,6.0,21.0,8.0,43.0,35.0,,257.0,8.0,459.0,,,20.0,7.0,71.0,4.0,552.0,2.0,0.0,23.0,10.0,3.0,44.0,2.0,790.0,38.0,19.0,11.0,10.0,6.0,0.0
987821,23,2019-01-19 12:30:00,13,Leicester,Away,149.0,22.0,1.0,3.0,2.0,2.0,1.0,181.0,2.0,,8.0,3.0,3.0,25.0,327.0,,,22.0,31.0,34.0,8.0,1.0,,1.0,,,,,,,13.0,,,,,2.0,6.0,9.0,3.0,11.0,5.0,60.0,63.0,,1.0,,2.0,22.0,5.0,5.0,,,9.0,6.0,5.0,1.0,12.0,2.0,65.0,76.0,2.0,19.0,11.0,,,62.0,10.0,11.0,,,2.0,2.0,,160.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,11.0,,10.0,10.0,1.0,8.0,114.0,72.0,32.0,5.0,1.0,2.0,9.0,6.0,423.0,2.0,,99.0,74.0,35.0,,,,,180.0,180.0,7.0,21.0,21.0,54.4,,,,,22.0,0.0,113.0,2.0,1.0,3.0,,2.0,1.0,5.0,,3.0,84.0,308.0,11.0,11.0,173.0,56.0,19.0,25.0,9.0,22.0,13.0,2.0,145.0,10.0,296.0,,,12.0,3.0,58.0,,447.0,1.0,0.0,16.0,14.0,,28.0,3.0,667.0,33.0,15.0,17.0,9.0,5.0,0.0
987828,24,2019-01-30 20:00:00,13,Leicester,Away,97.0,12.0,,3.0,3.0,1.0,1.0,102.0,2.0,,1.0,5.0,2.0,17.0,196.0,,,10.0,15.0,19.0,2.0,,,1.0,,,,,,,2.0,,,,,3.0,5.0,7.0,3.0,5.0,,39.0,62.0,2.0,1.0,1.0,2.0,15.0,1.0,11.0,,,1.0,7.0,2.0,1.0,11.0,2.0,47.0,65.0,2.0,48.0,23.0,,,49.0,6.0,11.0,,,2.0,3.0,,145.0,1.0,,1.0,,1.0,,10.0,,,,23.0,,16.0,16.0,2.0,1.0,53.0,61.0,23.0,7.0,,1.0,2.0,2.0,271.0,2.0,3.0,56.0,41.0,21.0,,,,,152.0,152.0,1.0,31.0,25.0,27.9,,,1.0,,15.0,0.0,64.0,2.0,,2.0,,1.0,1.0,2.0,,3.0,43.0,185.0,10.0,3.0,126.0,27.0,48.0,20.0,1.0,13.0,12.0,1.0,82.0,6.0,188.0,,,17.0,4.0,56.0,3.0,301.0,,0.0,5.0,19.0,4.0,17.0,3.0,506.0,17.0,9.0,16.0,1.0,15.0,0.0
987838,25,2019-02-03 14:05:00,13,Leicester,Home,124.0,24.0,3.0,8.0,5.0,3.0,,211.0,3.0,,3.0,4.0,7.0,26.0,327.0,,,20.0,8.0,8.0,7.0,3.0,,1.0,,,1.0,2.0,,,10.0,,,,,2.0,8.0,8.0,2.0,11.0,6.0,57.0,71.0,1.0,1.0,,1.0,19.0,3.0,17.0,,,7.0,11.0,5.0,,9.0,2.0,53.0,41.0,1.0,15.0,9.0,,1.0,42.0,14.0,8.0,,,3.0,1.0,2.0,146.0,,,,,,,7.0,,,2.0,9.0,,12.0,12.0,1.0,3.0,109.0,51.0,27.0,2.0,,7.0,3.0,6.0,401.0,2.0,2.0,79.0,48.0,34.0,,,,,141.0,141.0,5.0,36.0,25.0,44.8,,,,,19.0,0.0,106.0,4.0,1.0,5.0,,,1.0,8.0,1.0,3.0,116.0,315.0,8.0,10.0,146.0,38.0,15.0,20.0,6.0,23.0,17.0,1.0,156.0,7.0,295.0,,,19.0,7.0,53.0,,418.0,1.0,0.0,17.0,12.0,2.0,21.0,4.0,613.0,34.0,16.0,13.0,7.0,7.0,0.0
987849,26,2019-02-10 13:30:00,13,Leicester,Away,159.0,25.0,7.0,12.0,5.0,,1.0,205.0,2.0,,1.0,2.0,2.0,37.0,352.0,1.0,2.0,16.0,15.0,22.0,12.0,6.0,,,,,,,,1.0,13.0,,1.0,,,1.0,3.0,5.0,7.0,17.0,3.0,68.0,58.0,4.0,4.0,1.0,2.0,18.0,2.0,8.0,,,9.0,11.0,3.0,,9.0,,41.0,53.0,2.0,19.0,13.0,,,59.0,4.0,9.0,,,2.0,1.0,,159.0,1.0,,1.0,1.0,,,4.0,1.0,,,13.0,,15.0,15.0,1.0,1.0,115.0,62.0,32.0,2.0,,9.0,10.0,9.0,411.0,5.0,1.0,98.0,66.0,29.0,,,,1.0,128.0,128.0,,26.0,30.0,46.9,,,,,18.0,0.0,95.0,1.0,1.0,2.0,,1.0,,9.0,,3.0,112.0,336.0,6.0,19.0,178.0,42.0,19.0,15.0,7.0,22.0,15.0,,158.0,2.0,281.0,,,14.0,2.0,67.0,5.0,437.0,1.0,0.0,20.0,12.0,5.0,20.0,1.0,625.0,37.0,9.0,10.0,9.0,8.0,0.0
987858,27,2019-02-23 17:30:00,13,Leicester,Home,179.0,27.0,3.0,9.0,6.0,,,289.0,2.0,,,,2.0,32.0,459.0,,,16.0,21.0,24.0,17.0,3.0,,,,,,2.0,,,20.0,,,,,1.0,6.0,5.0,2.0,10.0,17.0,74.0,62.0,,,,1.0,18.0,12.0,7.0,,,8.0,14.0,6.0,1.0,10.0,1.0,50.0,71.0,1.0,14.0,5.0,2.0,,82.0,7.0,14.0,,,3.0,2.0,2.0,165.0,1.0,,,,1.0,,2.0,,,,5.0,,9.0,9.0,,,161.0,62.0,45.0,3.0,,9.0,12.0,5.0,522.0,,1.0,86.0,80.0,37.0,1.0,1.0,1.0,,134.0,134.0,3.0,24.0,35.0,65.4,,,,,18.0,0.0,141.0,1.0,,1.0,,1.0,,10.0,1.0,3.0,168.0,441.0,6.0,21.0,195.0,40.0,14.0,19.0,7.0,29.0,22.0,,220.0,5.0,375.0,,,7.0,3.0,52.0,,541.0,,0.0,27.0,19.0,2.0,18.0,2.0,742.0,30.0,14.0,14.0,8.0,16.0,0.0
987866,28,2019-02-26 19:45:00,13,Leicester,Home,186.0,18.0,2.0,3.0,1.0,3.0,,186.0,5.0,,2.0,5.0,6.0,28.0,369.0,1.0,,15.0,19.0,27.0,12.0,1.0,,2.0,,,,,,1.0,17.0,,,,,,2.0,8.0,7.0,13.0,6.0,74.0,53.0,2.0,,2.0,5.0,11.0,7.0,7.0,,,4.0,5.0,2.0,,4.0,1.0,36.0,55.0,5.0,33.0,15.0,,1.0,43.0,6.0,3.0,2.0,,2.0,1.0,,148.0,2.0,,2.0,2.0,,1.0,11.0,2.0,,1.0,15.0,,8.0,8.0,2.0,2.0,111.0,62.0,35.0,8.0,,6.0,9.0,3.0,425.0,2.0,2.0,77.0,57.0,20.0,,,,,119.0,119.0,2.0,27.0,19.0,49.1,,,,,11.0,0.0,113.0,1.0,1.0,2.0,,,2.0,9.0,1.0,3.0,93.0,355.0,4.0,15.0,204.0,29.0,33.0,13.0,4.0,12.0,8.0,3.0,122.0,9.0,254.0,,,19.0,7.0,56.0,2.0,446.0,1.0,0.0,19.0,14.0,1.0,19.0,1.0,624.0,32.0,19.0,11.0,4.0,10.0,0.0
987879,29,2019-03-03 12:00:00,13,Leicester,Away,227.0,22.0,3.0,7.0,4.0,1.0,1.0,261.0,3.0,2.0,2.0,2.0,8.0,32.0,481.0,,1.0,18.0,19.0,21.0,7.0,2.0,,,,,,,,,8.0,,,,,2.0,5.0,5.0,1.0,5.0,9.0,90.0,49.0,1.0,,1.0,1.0,20.0,6.0,5.0,,2.0,5.0,14.0,2.0,,11.0,2.0,49.0,58.0,1.0,19.0,10.0,,,56.0,12.0,15.0,1.0,,3.0,1.0,,152.0,1.0,,1.0,1.0,,,5.0,1.0,,,10.0,1.0,9.0,9.0,,2.0,160.0,56.0,37.0,1.0,,4.0,6.0,2.0,549.0,1.0,2.0,84.0,82.0,25.0,,,,,143.0,143.0,4.0,21.0,21.0,61.0,,,,,20.0,0.0,174.0,2.0,1.0,3.0,,1.0,,6.0,,3.0,114.0,460.0,9.0,10.0,251.0,38.0,19.0,13.0,5.0,22.0,17.0,,158.0,3.0,347.0,,2.0,13.0,8.0,57.0,1.0,576.0,2.0,0.0,14.0,13.0,3.0,22.0,1.0,760.0,24.0,11.0,9.0,5.0,9.0,0.0
987887,30,2019-03-09 15:00:00,13,Leicester,Home,212.0,13.0,2.0,3.0,2.0,2.0,1.0,235.0,5.0,,1.0,4.0,6.0,30.0,444.0,1.0,2.0,16.0,7.0,16.0,12.0,1.0,,1.0,,,,,,,16.0,,,,,,7.0,3.0,3.0,9.0,9.0,87.0,59.0,4.0,1.0,3.0,2.0,15.0,2.0,9.0,,,6.0,4.0,3.0,,16.0,1.0,51.0,58.0,2.0,19.0,9.0,,,55.0,9.0,13.0,2.0,,3.0,4.0,,150.0,3.0,,3.0,3.0,,1.0,6.0,3.0,,,9.0,,12.0,12.0,1.0,1.0,150.0,71.0,48.0,5.0,1.0,7.0,9.0,8.0,502.0,1.0,2.0,75.0,85.0,25.0,,,,,140.0,140.0,3.0,20.0,35.0,52.8,,,,1.0,15.0,0.0,134.0,2.0,,2.0,,,1.0,8.0,,3.0,113.0,427.0,6.0,16.0,231.0,30.0,19.0,16.0,6.0,16.0,11.0,2.0,149.0,5.0,306.0,,,15.0,6.0,51.0,1.0,521.0,2.0,0.0,18.0,24.0,4.0,19.0,0.0,724.0,28.0,18.0,6.0,6.0,15.0,0.0
987894,31,2019-03-16 15:00:00,13,Leicester,Away,100.0,6.0,1.0,3.0,2.0,1.0,,97.0,4.0,,2.0,9.0,4.0,16.0,194.0,,,16.0,27.0,18.0,5.0,1.0,,1.0,1.0,,,1.0,1.0,,6.0,,,,,,7.0,9.0,4.0,5.0,4.0,50.0,57.0,,,,6.0,12.0,5.0,3.0,,,3.0,7.0,4.0,,7.0,1.0,52.0,43.0,6.0,40.0,23.0,,,39.0,10.0,9.0,,,2.0,2.0,1.0,131.0,,,,,,,18.0,,1.0,,23.0,,5.0,5.0,,2.0,61.0,71.0,21.0,9.0,1.0,,6.0,4.0,260.0,4.0,,58.0,34.0,18.0,,,,,145.0,145.0,2.0,31.0,17.0,37.8,,,,2.0,12.0,0.0,52.0,1.0,,1.0,,2.0,1.0,,1.0,3.0,48.0,182.0,7.0,6.0,127.0,17.0,40.0,9.0,3.0,16.0,13.0,1.0,79.0,6.0,183.0,2.0,,35.0,4.0,69.0,1.0,294.0,,1.0,9.0,12.0,2.0,22.0,1.0,488.0,15.0,13.0,4.0,3.0,7.0,0.0
987908,32,2019-03-30 15:00:00,13,Leicester,Home,260.0,25.0,1.0,3.0,3.0,2.0,,253.0,4.0,,6.0,8.0,11.0,41.0,510.0,,1.0,14.0,18.0,23.0,11.0,1.0,,,,,,,,,14.0,,,,,,5.0,2.0,6.0,10.0,8.0,106.0,66.0,2.0,1.0,1.0,1.0,21.0,5.0,9.0,,,6.0,10.0,3.0,1.0,5.0,1.0,48.0,64.0,1.0,19.0,7.0,,,73.0,6.0,12.0,1.0,,,1.0,,194.0,2.0,,1.0,1.0,1.0,,8.0,1.0,,,7.0,,10.0,10.0,1.0,6.0,160.0,73.0,39.0,1.0,,8.0,6.0,4.0,582.0,2.0,,92.0,93.0,30.0,,,,,148.0,148.0,3.0,17.0,38.0,58.8,,,,,21.0,0.0,145.0,1.0,1.0,2.0,,,,9.0,,3.0,138.0,493.0,11.0,14.0,277.0,44.0,19.0,24.0,6.0,19.0,14.0,,187.0,6.0,347.0,,,21.0,11.0,74.0,3.0,605.0,,0.0,18.0,15.0,4.0,17.0,0.0,809.0,27.0,16.0,14.0,6.0,11.0,0.0
987915,33,2019-04-06 15:00:00,13,Leicester,Away,228.0,26.0,3.0,5.0,2.0,1.0,,160.0,4.0,,1.0,,7.0,22.0,383.0,,,21.0,16.0,16.0,9.0,2.0,,,1.0,,1.0,2.0,,1.0,11.0,1.0,,,,,7.0,8.0,2.0,10.0,8.0,78.0,53.0,4.0,4.0,2.0,2.0,21.0,2.0,5.0,,2.0,5.0,9.0,2.0,,13.0,1.0,47.0,60.0,2.0,19.0,12.0,,1.0,48.0,11.0,13.0,2.0,,4.0,,2.0,149.0,1.0,,1.0,1.0,,,6.0,1.0,,1.0,12.0,,12.0,12.0,1.0,1.0,119.0,58.0,40.0,8.0,2.0,6.0,6.0,9.0,446.0,3.0,1.0,62.0,45.0,20.0,1.0,1.0,1.0,1.0,133.0,133.0,4.0,16.0,30.0,55.2,,,,,21.0,0.0,121.0,3.0,,3.0,,,,7.0,,3.0,66.0,368.0,10.0,12.0,254.0,44.0,19.0,19.0,5.0,16.0,11.0,,102.0,8.0,229.0,,,5.0,7.0,45.0,3.0,467.0,2.0,0.0,18.0,16.0,3.0,22.0,0.0,676.0,29.0,16.0,15.0,5.0,8.0,0.0
987926,34,2019-04-12 20:00:00,13,Leicester,Home,282.0,6.0,1.0,8.0,7.0,,,376.0,1.0,,8.0,3.0,7.0,30.0,650.0,1.0,1.0,24.0,20.0,29.0,11.0,,,,,1.0,,1.0,,1.0,10.0,,,,,,4.0,8.0,3.0,9.0,3.0,110.0,79.0,1.0,1.0,,1.0,23.0,1.0,8.0,,,2.0,13.0,8.0,,11.0,3.0,54.0,59.0,1.0,12.0,6.0,,1.0,91.0,6.0,10.0,,,4.0,2.0,1.0,217.0,,,,,,,2.0,,,,6.0,,12.0,12.0,1.0,8.0,237.0,87.0,70.0,3.0,,5.0,6.0,5.0,758.0,1.0,3.0,159.0,83.0,33.0,,,,,182.0,182.0,2.0,27.0,42.0,71.7,,,,,23.0,0.0,209.0,4.0,,4.0,,1.0,,6.0,,3.0,129.0,637.0,7.0,11.0,320.0,16.0,12.0,18.0,1.0,24.0,23.0,,182.0,5.0,477.0,,,10.0,7.0,44.0,3.0,773.0,1.0,0.0,12.0,13.0,4.0,26.0,2.0,973.0,24.0,14.0,8.0,2.0,8.0,0.0
987940,35,2019-04-20 15:00:00,13,Leicester,Away,154.0,25.0,2.0,4.0,2.0,,,198.0,6.0,,6.0,1.0,3.0,27.0,348.0,,1.0,21.0,9.0,15.0,7.0,1.0,,1.0,,,,,,,9.0,,,,,1.0,6.0,7.0,4.0,8.0,3.0,59.0,57.0,1.0,,1.0,3.0,18.0,1.0,14.0,,,8.0,11.0,3.0,,8.0,,51.0,65.0,3.0,24.0,13.0,,1.0,65.0,9.0,7.0,1.0,,,,,154.0,2.0,,2.0,2.0,,,7.0,2.0,1.0,,13.0,,8.0,8.0,1.0,6.0,103.0,57.0,36.0,6.0,,5.0,5.0,5.0,401.0,3.0,4.0,52.0,91.0,30.0,,,,,130.0,130.0,1.0,32.0,15.0,50.7,,,1.0,,18.0,0.0,109.0,1.0,,1.0,,,1.0,5.0,,3.0,92.0,328.0,9.0,10.0,172.0,44.0,24.0,27.0,6.0,20.0,14.0,1.0,127.0,2.0,273.0,1.0,,7.0,3.0,53.0,2.0,425.0,,0.0,11.0,27.0,5.0,22.0,0.0,633.0,26.0,11.0,16.0,8.0,12.0,0.0
987946,36,2019-04-28 12:00:00,13,Leicester,Home,266.0,26.0,2.0,5.0,3.0,2.0,,254.0,4.0,,6.0,,3.0,31.0,515.0,,3.0,12.0,15.0,21.0,14.0,3.0,,2.0,,,,1.0,,2.0,20.0,,,1.0,,1.0,6.0,5.0,1.0,15.0,9.0,81.0,72.0,6.0,4.0,3.0,3.0,22.0,6.0,7.0,,,8.0,12.0,4.0,,8.0,1.0,49.0,65.0,3.0,25.0,15.0,,,76.0,13.0,13.0,2.0,,2.0,,1.0,196.0,2.0,,2.0,2.0,,,5.0,3.0,,1.0,15.0,1.0,8.0,8.0,1.0,6.0,181.0,84.0,57.0,6.0,1.0,6.0,13.0,12.0,589.0,2.0,2.0,87.0,86.0,41.0,,,,,146.0,146.0,4.0,28.0,33.0,67.2,1.0,,,,22.0,0.0,152.0,1.0,,1.0,,,2.0,6.0,,3.0,141.0,496.0,10.0,19.0,286.0,39.0,25.0,21.0,8.0,24.0,16.0,2.0,195.0,3.0,348.0,,,13.0,3.0,55.0,2.0,610.0,,0.0,24.0,19.0,4.0,14.0,3.0,816.0,45.0,10.0,13.0,8.0,10.0,0.0
987958,37,2019-05-06 20:00:00,13,Leicester,Away,251.0,38.0,,,,2.0,,85.0,14.0,,2.0,2.0,7.0,41.0,336.0,,,9.0,11.0,20.0,4.0,,,,,,,,,,7.0,,,,,,3.0,7.0,12.0,3.0,4.0,69.0,50.0,1.0,1.0,,4.0,14.0,3.0,7.0,,,,5.0,2.0,,4.0,3.0,37.0,64.0,4.0,44.0,27.0,,,23.0,5.0,11.0,,,2.0,,,146.0,,,,,,,19.0,,,,27.0,,12.0,12.0,1.0,2.0,104.0,50.0,25.0,11.0,,2.0,2.0,2.0,382.0,3.0,1.0,22.0,34.0,12.0,,,,,113.0,113.0,2.0,31.0,13.0,39.0,,,,1.0,14.0,0.0,97.0,3.0,1.0,4.0,,,,2.0,,3.0,32.0,308.0,9.0,4.0,292.0,60.0,44.0,21.0,,7.0,7.0,,55.0,8.0,131.0,,,17.0,7.0,74.0,,416.0,,0.0,7.0,22.0,,10.0,2.0,608.0,6.0,10.0,11.0,,7.0,0.0
987966,38,2019-05-12 15:00:00,13,Leicester,Home,268.0,19.0,2.0,2.0,1.0,,1.0,143.0,7.0,,2.0,3.0,8.0,26.0,409.0,,,10.0,9.0,5.0,3.0,3.0,,,,,,,,,5.0,,,,,1.0,8.0,6.0,8.0,3.0,6.0,84.0,60.0,,,,,22.0,2.0,12.0,,,4.0,6.0,5.0,,5.0,1.0,42.0,44.0,,17.0,8.0,,1.0,30.0,9.0,7.0,,1.0,2.0,1.0,,126.0,,,,,,,8.0,,,,8.0,,19.0,19.0,,2.0,141.0,41.0,31.0,5.0,,2.0,4.0,3.0,449.0,3.0,,44.0,58.0,23.0,,,,,109.0,109.0,7.0,29.0,19.0,46.9,,,,,22.0,0.0,119.0,2.0,2.0,4.0,,1.0,,4.0,,3.0,75.0,393.0,11.0,6.0,295.0,33.0,17.0,24.0,4.0,15.0,12.0,,95.0,1.0,190.0,,,8.0,8.0,44.0,1.0,470.0,2.0,0.0,9.0,16.0,,11.0,0.0,644.0,16.0,20.0,17.0,4.0,12.0,0.0
