matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
803265,11,2015-10-31 15:00:00,13,Leicester,Away,115.0,21.0,,9.0,9.0,5.0,,152.0,2.0,,,7.0,4.0,33.0,258.0,,1.0,18.0,28.0,23.0,8.0,,1.0,,,,,1.0,11.0,,,,,,,,9.0,8.0,6.0,52.0,69.0,3.0,1.0,3.0,4.0,23.0,5.0,16.0,,,4.0,13.0,12.0,,4.0,,67.0,53.0,4.0,19.0,11.0,,,78.0,11.0,3.0,1.0,,,,,162.0,2.0,,2.0,2.0,,1.0,7.0,3.0,3.0,,13.0,1.0,16.0,16.0,,,93.0,79.0,35.0,6.0,2.0,2.0,8.0,5.0,347.0,3.0,3.0,71.0,60.0,27.0,1.0,1.0,1.0,,167.0,159.0,4.0,32.0,25.0,52.3,,1.0,23.0,0.0,63.0,1.0,3.0,4.0,,,1.0,3.0,,3.0,70.0,248.0,8.0,10.0,138.0,41.0,27.0,10.0,3.0,28.0,25.0,2.0,140.0,16.0,260.0,3.0,,37.0,4.0,86.0,1.0,370.0,,0.0,13.0,25.0,1.0,21.0,2.0,560.0,9.0,2.0,4.0,19.0,0.0
803280,12,2015-11-07 15:00:00,13,Leicester,Home,104.0,28.0,2.0,3.0,1.0,5.0,,163.0,5.0,2.0,2.0,7.0,2.0,28.0,264.0,,2.0,10.0,13.0,11.0,6.0,2.0,1.0,,,,,,8.0,1.0,,,,,,1.0,7.0,3.0,5.0,60.0,80.0,,,1.0,3.0,31.0,2.0,6.0,,,4.0,13.0,5.0,,5.0,1.0,42.0,45.0,3.0,17.0,12.0,,,75.0,11.0,9.0,1.0,,6.0,3.0,,178.0,,,,,,,6.0,1.0,,,12.0,,31.0,31.0,2.0,2.0,60.0,86.0,38.0,2.0,1.0,2.0,6.0,6.0,354.0,,2.0,71.0,59.0,26.0,1.0,1.0,1.0,1.0,173.0,167.0,5.0,35.0,29.0,41.3,,1.0,31.0,0.0,78.0,1.0,2.0,3.0,,1.0,1.0,4.0,,3.0,84.0,252.0,21.0,8.0,134.0,43.0,23.0,18.0,4.0,25.0,21.0,1.0,133.0,13.0,267.0,,2.0,31.0,3.0,69.0,4.0,376.0,,0.0,12.0,15.0,2.0,15.0,0.0,578.0,9.0,10.0,4.0,10.0,0.0
803285,13,2015-11-21 15:00:00,13,Leicester,Away,119.0,21.0,3.0,5.0,2.0,4.0,,167.0,3.0,2.0,4.0,17.0,6.0,34.0,281.0,,2.0,19.0,19.0,20.0,11.0,2.0,1.0,,,1.0,,,12.0,,,,1.0,,,,6.0,6.0,3.0,55.0,75.0,3.0,2.0,2.0,2.0,29.0,6.0,8.0,1.0,,9.0,13.0,4.0,,12.0,,58.0,69.0,2.0,12.0,9.0,,1.0,76.0,12.0,8.0,2.0,,2.0,2.0,1.0,166.0,2.0,,1.0,2.0,,,7.0,3.0,3.0,1.0,9.0,1.0,23.0,23.0,4.0,4.0,80.0,72.0,44.0,4.0,,5.0,10.0,7.0,354.0,5.0,4.0,57.0,67.0,39.0,,,,,167.0,163.0,7.0,23.0,37.0,45.7,1.0,,29.0,0.0,74.0,1.0,,,,,1.0,5.0,2.0,3.0,108.0,270.0,13.0,15.0,135.0,33.0,16.0,22.0,5.0,24.0,19.0,1.0,166.0,15.0,264.0,3.0,2.0,37.0,7.0,68.0,1.0,375.0,,0.0,18.0,27.0,2.0,29.0,1.0,608.0,15.0,14.0,9.0,24.0,0.0
803295,14,2015-11-28 17:30:00,13,Leicester,Home,81.0,12.0,,1.0,1.0,5.0,,91.0,2.0,3.0,2.0,9.0,3.0,20.0,171.0,,3.0,22.0,16.0,17.0,4.0,,2.0,,,,,,7.0,,,,,,,,4.0,6.0,4.0,36.0,61.0,1.0,1.0,,5.0,14.0,2.0,8.0,,,1.0,4.0,7.0,,7.0,1.0,49.0,61.0,5.0,18.0,11.0,,,72.0,5.0,7.0,1.0,,,1.0,,146.0,1.0,,1.0,1.0,,1.0,7.0,1.0,3.0,,14.0,,23.0,23.0,3.0,2.0,43.0,66.0,17.0,8.0,,1.0,4.0,3.0,248.0,2.0,,37.0,55.0,23.0,,,,,166.0,158.0,3.0,26.0,26.0,31.1,,,14.0,0.0,42.0,1.0,,1.0,,1.0,2.0,2.0,,3.0,56.0,165.0,9.0,5.0,92.0,36.0,26.0,24.0,1.0,13.0,12.0,3.0,108.0,13.0,188.0,3.0,3.0,29.0,3.0,59.0,3.0,267.0,,0.0,7.0,27.0,4.0,31.0,0.0,482.0,18.0,11.0,1.0,18.0,0.0
803305,15,2015-12-05 15:00:00,13,Leicester,Away,123.0,27.0,1.0,3.0,2.0,1.0,1.0,158.0,3.0,3.0,1.0,5.0,9.0,31.0,278.0,,2.0,15.0,19.0,9.0,10.0,1.0,2.0,,,,,2.0,13.0,,,,,,,1.0,11.0,8.0,2.0,66.0,84.0,5.0,4.0,2.0,3.0,24.0,6.0,13.0,,,8.0,5.0,2.0,,10.0,1.0,69.0,37.0,3.0,19.0,5.0,,,74.0,19.0,3.0,,,2.0,1.0,,164.0,3.0,1.0,3.0,2.0,1.0,1.0,6.0,2.0,,,6.0,,24.0,24.0,1.0,1.0,76.0,84.0,43.0,3.0,3.0,4.0,10.0,5.0,366.0,,1.0,74.0,39.0,26.0,,,,,159.0,156.0,2.0,44.0,31.0,41.0,,1.0,24.0,0.0,80.0,2.0,,2.0,,,2.0,5.0,,2.0,86.0,266.0,16.0,14.0,148.0,47.0,22.0,16.0,5.0,13.0,8.0,3.0,144.0,8.0,251.0,,3.0,31.0,9.0,77.0,2.0,386.0,,0.0,16.0,19.0,4.0,23.0,3.0,572.0,7.0,6.0,8.0,17.0,0.0
803313,16,2015-12-14 20:00:00,13,Leicester,Home,53.0,11.0,,2.0,2.0,7.0,,113.0,4.0,4.0,2.0,7.0,4.0,19.0,164.0,,,13.0,23.0,20.0,5.0,,,,,,,,8.0,,,,,,,,8.0,8.0,3.0,35.0,61.0,1.0,,1.0,5.0,23.0,1.0,11.0,1.0,,1.0,6.0,7.0,,8.0,1.0,62.0,69.0,5.0,20.0,7.0,,,73.0,16.0,8.0,1.0,,2.0,2.0,,150.0,2.0,,2.0,2.0,,,9.0,2.0,,2.0,13.0,,19.0,19.0,1.0,2.0,37.0,72.0,28.0,8.0,1.0,3.0,4.0,5.0,252.0,5.0,3.0,46.0,39.0,33.0,,,,,173.0,160.0,4.0,21.0,29.0,34.4,,1.0,23.0,0.0,53.0,3.0,,2.0,,,,3.0,,3.0,60.0,153.0,14.0,7.0,76.0,32.0,33.0,21.0,,15.0,15.0,,122.0,13.0,214.0,,4.0,26.0,4.0,62.0,,275.0,1.0,0.0,9.0,26.0,,26.0,2.0,489.0,6.0,15.0,1.0,18.0,0.0
803325,17,2015-12-19 15:00:00,13,Leicester,Away,89.0,12.0,,3.0,3.0,5.0,1.0,81.0,5.0,2.0,,6.0,5.0,21.0,167.0,,2.0,18.0,24.0,19.0,2.0,2.0,1.0,,,,,,5.0,2.0,,,,,,1.0,5.0,10.0,3.0,35.0,68.0,,,2.0,7.0,13.0,,20.0,1.0,,2.0,3.0,1.0,,8.0,2.0,69.0,63.0,7.0,25.0,11.0,,,63.0,14.0,6.0,1.0,,2.0,1.0,,162.0,1.0,,1.0,1.0,,,11.0,1.0,2.0,1.0,14.0,,35.0,35.0,,,33.0,85.0,39.0,10.0,2.0,4.0,1.0,5.0,246.0,4.0,3.0,35.0,31.0,20.0,,,,2.0,162.0,154.0,3.0,29.0,26.0,32.6,,2.0,13.0,0.0,42.0,2.0,1.0,2.0,,1.0,1.0,5.0,,3.0,41.0,154.0,7.0,5.0,116.0,25.0,33.0,13.0,2.0,7.0,5.0,1.0,94.0,17.0,163.0,2.0,2.0,31.0,7.0,64.0,2.0,272.0,,0.0,10.0,30.0,9.0,24.0,1.0,505.0,21.0,8.0,2.0,23.0,0.0
803335,18,2015-12-26 15:00:00,13,Leicester,Away,66.0,10.0,,4.0,4.0,4.0,,97.0,3.0,2.0,1.0,11.0,7.0,19.0,159.0,,,20.0,29.0,22.0,6.0,,,,,,,,5.0,,,,,,,1.0,2.0,13.0,13.0,39.0,59.0,,,,3.0,16.0,1.0,9.0,1.0,1.0,6.0,8.0,3.0,,11.0,2.0,61.0,59.0,3.0,36.0,20.0,,1.0,87.0,8.0,11.0,,,2.0,,,163.0,,,,,,,12.0,,1.0,1.0,24.0,,19.0,19.0,1.0,1.0,41.0,85.0,26.0,7.0,,3.0,3.0,3.0,244.0,10.0,3.0,36.0,60.0,31.0,,,,,200.0,189.0,2.0,24.0,22.0,35.2,,1.0,16.0,0.0,35.0,3.0,1.0,3.0,,,,3.0,1.0,3.0,62.0,146.0,8.0,6.0,84.0,20.0,47.0,14.0,6.0,17.0,11.0,,137.0,13.0,211.0,1.0,2.0,46.0,8.0,76.0,1.0,278.0,,0.0,7.0,21.0,,34.0,1.0,517.0,21.0,7.0,6.0,17.0,0.0
803346,19,2015-12-29 19:45:00,13,Leicester,Home,83.0,13.0,,5.0,5.0,2.0,,127.0,3.0,2.0,3.0,4.0,6.0,18.0,205.0,,2.0,13.0,24.0,11.0,8.0,1.0,,,1.0,1.0,,,9.0,,,,,,,1.0,7.0,14.0,7.0,46.0,60.0,2.0,2.0,,8.0,33.0,,8.0,,,1.0,7.0,7.0,,8.0,4.0,61.0,42.0,8.0,26.0,18.0,,,67.0,11.0,8.0,,,4.0,2.0,1.0,174.0,,,,,,,11.0,,,,21.0,,20.0,20.0,4.0,3.0,61.0,83.0,29.0,13.0,,6.0,3.0,4.0,305.0,7.0,,76.0,30.0,19.0,,,,,196.0,186.0,3.0,16.0,30.0,39.3,,,33.0,0.0,48.0,4.0,1.0,5.0,,1.0,,7.0,,3.0,58.0,194.0,14.0,9.0,115.0,32.0,36.0,19.0,1.0,17.0,16.0,,103.0,7.0,231.0,,2.0,19.0,6.0,57.0,2.0,329.0,,0.0,11.0,14.0,3.0,28.0,1.0,557.0,15.0,9.0,1.0,9.0,0.0
803353,20,2016-01-02 15:00:00,13,Leicester,Home,142.0,35.0,1.0,6.0,5.0,4.0,,241.0,2.0,1.0,1.0,7.0,11.0,41.0,377.0,,4.0,22.0,22.0,18.0,10.0,1.0,,,,,,1.0,10.0,,,1.0,,1.0,,1.0,4.0,5.0,4.0,76.0,78.0,1.0,3.0,,5.0,20.0,2.0,14.0,,1.0,7.0,14.0,9.0,,14.0,,67.0,50.0,5.0,6.0,3.0,,,106.0,9.0,5.0,,,2.0,,,195.0,,,,,,,5.0,,1.0,1.0,3.0,1.0,13.0,13.0,,1.0,118.0,91.0,50.0,1.0,,8.0,3.0,2.0,463.0,5.0,,85.0,71.0,43.0,,,,1.0,181.0,179.0,6.0,20.0,44.0,53.5,1.0,,20.0,0.0,90.0,,,,,,,12.0,,3.0,129.0,368.0,10.0,11.0,159.0,53.0,8.0,19.0,7.0,30.0,23.0,,191.0,14.0,350.0,1.0,1.0,29.0,12.0,84.0,,479.0,1.0,0.0,16.0,18.0,5.0,30.0,1.0,681.0,21.0,9.0,7.0,15.0,0.0
