season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352628,6,94,Brentford,Home,814873,204580,Vitaly Janelt,vitaly-janelt,M,False,,,2.0,10.0,12.0,22.0,2.0,2.0,2.0,,,1.0,,,,,3.0,4.0,,,0.0268715,0.0226,0.0,1.0,1.0,,,,,1.0,1.0,,61.0,,,,,,9.0,,7.0,,,,,,,,,6.0,,19.0,12.0,31.0,1,2.0,35.0,,,,2.0
2023-24,11352628,6,94,Brentford,Home,885864,428580,Frank Onyeka,frank-onyeka,M,True,,,,4.0,4.0,8.0,1.0,,1.0,,,,,,,1.0,3.0,4.0,,,0.00070563,0.0,0.0,1.0,,,,,,,,,29.0,,,,,,4.0,,6.7,,,,,1.0,1.0,,,1.0,,5.0,5.0,10.0,0,1.0,20.0,1.0,2.0,1.0,1.0
2023-24,11352628,6,94,Brentford,Home,998841,494041,Ethan Brierley,ethan-brierley,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352628,6,94,Brentford,Home,1031258,508395,Yehor Yarmoliuk,yehor-yarmoliuk,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352643,7,94,Brentford,Away,135256,128295,Christian Nørgaard,christian-nrgaard,M,False,1.0,,2.0,28.0,28.0,55.0,3.0,4.0,11.0,,,2.0,3.0,,,,7.0,4.0,,,0.140408,0.5071,0.2576,2.0,,1.0,,,,1.0,2.0,,90.0,1.0,,,,,17.0,,7.5,,,1.0,,,,1.0,,7.0,1.0,40.0,32.0,71.0,4,,83.0,1.0,,,
2023-24,11352643,7,94,Brentford,Away,548050,205836,Saman Ghoddos,saman-ghoddos,M,True,1.0,,1.0,12.0,5.0,16.0,1.0,,,,,,,,,,2.0,1.0,,,0.18783,0.0,0.0,1.0,,,,,,,1.0,,21.0,,,,,,4.0,,6.9,,,,,1.0,,3.0,,1.0,,16.0,5.0,18.0,0,1.0,26.0,,,,1.0
2023-24,11352643,7,94,Brentford,Away,799251,207283,Mathias Jensen,mathias-jensen,M,False,1.0,,1.0,13.0,6.0,18.0,,,3.0,1.0,,,2.0,,,3.0,5.0,3.0,,,0.239851,0.0,0.0,,1.0,,,,,1.0,2.0,,69.0,,,,,,18.0,,7.1,,,,,2.0,,2.0,,2.0,,20.0,8.0,26.0,0,2.0,47.0,4.0,1.0,,1.0
2023-24,11352643,7,94,Brentford,Away,814873,204580,Vitaly Janelt,vitaly-janelt,M,False,,,2.0,25.0,20.0,45.0,1.0,2.0,4.0,,,1.0,2.0,,,,3.0,4.0,,,0.168756,0.0312,0.0,,,,,,,,1.0,,89.0,,,,,,6.0,,7.1,,,,,,,1.0,,2.0,,31.0,20.0,50.0,1,2.0,56.0,,,,1.0
2023-24,11352643,7,94,Brentford,Away,885864,428580,Frank Onyeka,frank-onyeka,M,True,,,,8.0,4.0,12.0,,1.0,1.0,,,,,,,,2.0,3.0,,,0.270871,0.0225,0.0,2.0,,,,,,,1.0,,21.0,,,,,,3.0,,7.1,,,1.0,,,,,,,,10.0,4.0,14.0,1,1.0,18.0,1.0,1.0,,1.0
2023-24,11352643,7,94,Brentford,Away,998841,494041,Ethan Brierley,ethan-brierley,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352643,7,94,Brentford,Away,1031258,508395,Yehor Yarmoliuk,yehor-yarmoliuk,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352654,8,94,Brentford,Away,135256,128295,Christian Nørgaard,christian-nrgaard,M,False,,,2.0,11.0,18.0,29.0,1.0,,8.0,,,,,,,,5.0,1.0,,,0.0054579,0.411,0.1039,4.0,,,,,,2.0,,,90.0,1.0,,,,,9.0,,6.9,,,1.0,,4.0,,,,6.0,,17.0,21.0,38.0,2,1.0,50.0,,,,1.0
2023-24,11352654,8,94,Brentford,Away,548050,205836,Saman Ghoddos,saman-ghoddos,M,True,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,0.154538,0.0,0.0,1.0,,,,,,,1.0,,15.0,,,,,,2.0,,6.3,,,,,,,1.0,,1.0,,3.0,,2.0,0,,3.0,,,,
2023-24,11352654,8,94,Brentford,Away,799251,207283,Mathias Jensen,mathias-jensen,M,False,1.0,,2.0,13.0,9.0,21.0,,,2.0,,,,2.0,,,,3.0,4.0,,,0.0271557,0.1172,0.1012,1.0,,1.0,,,,,2.0,,83.0,1.0,,,,,9.0,,7.7,,,,,1.0,1.0,2.0,,3.0,,18.0,12.0,28.0,1,3.0,44.0,1.0,,1.0,1.0
2023-24,11352654,8,94,Brentford,Away,814873,204580,Vitaly Janelt,vitaly-janelt,M,False,,,1.0,7.0,10.0,17.0,,,4.0,,,,1.0,,,,3.0,4.0,,,0.01856,0.0,0.0,2.0,,,,,,2.0,2.0,,70.0,,,,,,2.0,,7.1,,,,,1.0,,,,1.0,,8.0,11.0,19.0,0,2.0,29.0,,2.0,,1.0
2023-24,11352654,8,94,Brentford,Away,885864,428580,Frank Onyeka,frank-onyeka,M,True,,,,,2.0,2.0,2.0,,1.0,,,,,,,,3.0,1.0,,,2.041e-05,0.0,0.0,1.0,,,,,,3.0,,,20.0,,,,,,2.0,,6.5,,,,,,,,,,,2.0,2.0,4.0,0,,9.0,,1.0,,
2023-24,11352654,8,94,Brentford,Away,998841,494041,Ethan Brierley,ethan-brierley,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352654,8,94,Brentford,Away,1031258,508395,Yehor Yarmoliuk,yehor-yarmoliuk,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352660,9,94,Brentford,Home,135256,128295,Christian Nørgaard,christian-nrgaard,M,False,,,4.0,26.0,20.0,46.0,,1.0,9.0,1.0,,1.0,3.0,,,,5.0,10.0,,,0.108706,0.2473,,2.0,,,,,,1.0,2.0,,90.0,,,,,,9.0,,8.1,,,2.0,,4.0,1.0,1.0,,6.0,,33.0,22.0,54.0,3,4.0,73.0,,4.0,1.0,2.0
2023-24,11352660,9,94,Brentford,Home,548050,205836,Saman Ghoddos,saman-ghoddos,M,True,,,,8.0,5.0,13.0,,,,,,,,,,,1.0,,,,0.0155282,0.1022,0.3436,1.0,,1.0,,,,,,,14.0,1.0,,,,,,,7.4,,,1.0,,,,,,,,8.0,5.0,13.0,2,,15.0,,,,
2023-24,11352660,9,94,Brentford,Home,799251,207283,Mathias Jensen,mathias-jensen,M,False,2.0,,1.0,16.0,14.0,28.0,,,2.0,,,,2.0,,,,4.0,5.0,,,0.30108,0.0915,,2.0,,,,,,,2.0,,76.0,,,,,,10.0,,7.3,,,1.0,,1.0,2.0,4.0,,2.0,,22.0,14.0,32.0,1,2.0,54.0,,1.0,2.0,1.0
2023-24,11352660,9,94,Brentford,Home,814873,204580,Vitaly Janelt,vitaly-janelt,M,False,1.0,,2.0,18.0,14.0,31.0,,2.0,6.0,,,,3.0,,,,5.0,2.0,,,0.196774,,,2.0,,,,,,,2.0,,90.0,,,,,,15.0,,6.9,,,,,,,3.0,,7.0,,30.0,17.0,44.0,0,,53.0,,,,
2023-24,11352660,9,94,Brentford,Home,885864,428580,Frank Onyeka,frank-onyeka,M,False,,,,11.0,8.0,19.0,3.0,1.0,8.0,,1.0,1.0,,,,,5.0,7.0,,,0.0185183,0.144,0.374,2.0,,,,,,2.0,,,84.0,1.0,,,,,10.0,,6.9,,,,,1.0,1.0,,,4.0,,16.0,11.0,27.0,2,3.0,44.0,2.0,2.0,1.0,2.0
2023-24,11352660,9,94,Brentford,Home,998841,494041,Ethan Brierley,ethan-brierley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352660,9,94,Brentford,Home,1031258,508395,Yehor Yarmoliuk,yehor-yarmoliuk,M,True,,,,6.0,2.0,8.0,,,2.0,,1.0,,1.0,,,,2.0,1.0,,,0.0032009,0.0918,,1.0,,,,,,1.0,,,14.0,,,,,,4.0,,6.5,,,1.0,,1.0,,,,1.0,,10.0,2.0,12.0,1,1.0,16.0,,,,1.0
2023-24,11352672,10,94,Brentford,Away,135256,128295,Christian Nørgaard,christian-nrgaard,M,False,,,2.0,12.0,18.0,30.0,1.0,,9.0,,,,4.0,,,1.0,6.0,6.0,,,0.00684166,,,,,,,,,2.0,,,90.0,,,,,,11.0,,6.9,,,,,3.0,1.0,,,5.0,,17.0,23.0,40.0,0,2.0,56.0,,3.0,1.0,2.0
2023-24,11352672,10,94,Brentford,Away,548050,205836,Saman Ghoddos,saman-ghoddos,M,True,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,15.0,,1.0,,,,,,6.8,,,,,,,,,,,,,,0,1.0,2.0,,,,1.0
2023-24,11352672,10,94,Brentford,Away,799251,207283,Mathias Jensen,mathias-jensen,M,False,,,,6.0,7.0,13.0,,,5.0,,,,2.0,,,,4.0,3.0,,,0.00402427,,,1.0,,,,,,,,,64.0,,,,,,12.0,,6.4,,,,,,1.0,,,1.0,,10.0,8.0,18.0,0,2.0,31.0,4.0,1.0,,
2023-24,11352672,10,94,Brentford,Away,814873,204580,Vitaly Janelt,vitaly-janelt,M,False,,,,7.0,10.0,17.0,,,3.0,,1.0,,2.0,,,,2.0,3.0,,,0.0125241,0.2603,0.3071,,,,,,,,,,76.0,1.0,,,,,7.0,,6.5,,,,,2.0,,,,3.0,,9.0,14.0,23.0,1,2.0,31.0,1.0,1.0,,1.0
2023-24,11352672,10,94,Brentford,Away,885864,428580,Frank Onyeka,frank-onyeka,M,True,,,,2.0,,2.0,,,1.0,,,,,,,,3.0,,,,0.00038879,,,2.0,,,,,,,,,26.0,,,,,,2.0,,6.4,,,,,3.0,1.0,,,,,2.0,1.0,3.0,0,,8.0,,,,
2023-24,11352672,10,94,Brentford,Away,998841,494041,Ethan Brierley,ethan-brierley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352672,10,94,Brentford,Away,1031258,508395,Yehor Yarmoliuk,yehor-yarmoliuk,M,True,,,,3.0,3.0,6.0,,,2.0,,1.0,,,,,1.0,2.0,1.0,,,0.00176788,0.4887,0.2486,1.0,,,,,,,,,14.0,1.0,,,,,1.0,,6.3,,,,,1.0,,,,,,3.0,3.0,6.0,1,,11.0,,1.0,,
2023-24,11352304,11,94,Brentford,Home,135256,128295,Christian Nørgaard,christian-nrgaard,M,False,,,2.0,30.0,17.0,47.0,2.0,3.0,7.0,,,,,,,,3.0,5.0,,,0.0694818,0.1053,,1.0,,,,,,1.0,1.0,,90.0,,,,,,14.0,,6.8,,,2.0,,4.0,,1.0,,6.0,,40.0,20.0,59.0,2,2.0,74.0,1.0,,,
2023-24,11352304,11,94,Brentford,Home,548050,205836,Saman Ghoddos,saman-ghoddos,M,True,,,,1.0,3.0,4.0,,,,,,,,,,,,,,,0.00042874,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,3.0,4.0,0,,4.0,,,,
2023-24,11352304,11,94,Brentford,Home,799251,207283,Mathias Jensen,mathias-jensen,M,False,2.0,,5.0,32.0,14.0,44.0,,,4.0,1.0,,,1.0,,,1.0,5.0,3.0,,,0.25426,,,3.0,1.0,,,,,,2.0,,78.0,,,,,,10.0,,7.5,,,,,,1.0,4.0,,6.0,,38.0,14.0,48.0,0,1.0,65.0,1.0,1.0,1.0,
