playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,successfulPassesOwnHalf,handballsConceded,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,overruns,cleanSheets,goalsConcededOutsideBox,successfulLaunches,blocks,unsuccessfulLaunches,foulAttemptedTackle,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,penaltyGoalsConceded,savesMade,goalkeeperSmother,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,clearancesOffTheLine,penaltiesConceded,throwInsToOppositionPlayer,leftFootGoals,hitWoodwork,secondGoalAssists,goalAssists,penaltiesTaken,penaltyGoals,ownGoalScored,foulWonPenalty,drops,crossesNotClaimed,otherGoals,headedGoals,lastPlayerTackle,redCards2ndYellow
17745,Kasper Schmeichel,Goalkeeper,Leicester,13,Denmark,2014-15,0.0,0.0,0.0,4.0,,0.1768,,,,,,,,1.0,24.0,,24.0,416.0,,706.0,,,,,,6.0,,,,2160.0,,,3.0,5.0,,2.0,56.0,,34.1907,2.0,22.0,37.0,,1.0,21.0,,0.0,9.0,,,657.0,223.0,24.0,,,,,204.0,34.0,,,,,3.0,3.0,298.0,,,428.0,,2.0,,28.0,,2.0,234.0,,918.0,,,,86.0,,,415.0,25.0,,6.0,3.0,110.0,,224.0,,,,,19.0,43.0,201.0,18.0,2.0,13.0,1.0,80.0,9.0,145.0,118.0,21.0,36.0,,,,,,,,,,,,1.0,2.0,,,,
54316,Leonardo Ulloa,Forward,Leicester,13,Argentina,2014-15,0.0,0.0,3.0,421.0,6.0,2.5341,,7.0,18.0,8.1306,51.0,42.0,1.0,232.0,37.0,78.0,29.0,245.0,17.0,899.0,11.0,12.0,2.0,2.0,8.0,365.0,1.0,6.0,6.0,2407.0,6.0,17.0,242.0,223.0,73.0,100.0,640.0,134.0,34.3437,33.0,38.0,38.0,5.0,179.0,231.0,35.0,3.0,644.0,38.0,9.0,252.0,102.0,37.0,1.0,6.0,10.0,26.0,492.0,35.0,17.0,99.0,,5.0,279.0,123.0,865.0,24.0,12.0,453.0,41.0,14.0,,185.0,67.0,15.0,14.0,231.0,1400.0,3.0,18.0,2.0,168.0,1.0,8.3765,13.0,32.0,4.0,1.0,3.0,1.0,5.0,8.0,19.0,,,,,,,,,,1.0,,,,,,,,,,1.0,2.0,1.0,3.0,2.0,2.0,,1.0,,,1.0,3.0,,
86857,Liam Moore,Defender,Leicester,13,Jamaica,2014-15,0.0,0.0,4.0,29.0,,0.0187,,,2.0,0.478,13.0,4.0,,18.0,11.0,,10.0,58.0,1.0,254.0,,,,,1.0,43.0,,,2.0,936.0,2.0,,18.0,46.0,4.0,21.0,175.0,10.0,17.9944,1.0,79.0,19.0,,11.0,60.0,5.0,0.0,75.0,3.0,,108.0,45.0,11.0,,,4.0,1.0,41.0,17.0,1.0,2.0,,,32.0,25.0,251.0,2.0,1.0,67.0,9.0,3.0,,55.0,8.0,11.0,21.0,31.0,410.0,3.0,,,155.0,2.0,0.8444,40.0,21.0,,1.0,2.0,9.0,15.0,26.0,2.0,,,,,,,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,
51938,Marc Albrighton,Midfielder,Leicester,13,England,2014-15,0.0,0.0,3.0,75.0,19.0,3.1011,,4.0,4.0,1.1674,46.0,10.0,,81.0,18.0,2.0,10.0,145.0,78.0,346.0,2.0,2.0,0.0,2.0,8.0,24.0,1.0,35.0,1.0,1027.0,1.0,1.0,14.0,84.0,32.0,74.0,169.0,22.0,10.7538,28.0,15.0,9.0,2.0,61.0,14.0,15.0,1.0,159.0,17.0,2.0,188.0,87.0,18.0,1.0,2.0,7.0,19.0,188.0,8.0,114.0,32.0,,2.0,135.0,10.0,337.0,6.0,20.0,321.0,39.0,13.0,,102.0,14.0,20.0,32.0,42.0,743.0,34.0,3.0,2.0,48.0,2.0,1.2815,64.0,24.0,2.0,4.0,1.0,8.0,,41.0,9.0,40.0,13.0,26.0,,,,,,,,,,,,,,,,3.0,,1.0,,3.0,,,,,,,,,1.0,
37388,Marcin Wasilewski,Defender,Leicester,13,Poland,2014-15,0.0,0.0,6.0,101.0,1.0,0.5378,0.0817,2.0,1.0,0.0707,52.0,10.0,,95.0,25.0,1.0,22.0,186.0,4.0,564.0,1.0,,1.0,1.0,3.0,115.0,,1.0,,1989.0,,,49.0,127.0,24.0,61.0,323.0,21.0,26.5069,5.0,166.0,28.0,1.0,52.0,53.0,12.0,0.0,228.0,12.0,0.0,351.0,105.0,25.0,,,15.0,,180.0,25.0,4.0,3.0,1.0,1.0,113.0,66.0,549.0,9.0,1.0,227.0,37.0,1.0,1.0,118.0,39.0,69.0,55.0,42.0,991.0,23.0,3.0,1.0,199.0,1.0,1.3007,91.0,48.0,,6.0,3.0,19.0,17.0,49.0,19.0,,,,,,,,,,3.0,,,,,,,,,29.0,,,,1.0,,,,1.0,,,,1.0,,
1827,Mark Schwarzer,Goalkeeper,Leicester,13,Australia,2014-15,0.0,0.0,0.0,,,,,,,,,,,2.0,6.0,,6.0,116.0,,200.0,,,,,,2.0,,,,540.0,,,,3.0,,1.0,27.0,,,,5.0,10.0,,,7.0,2.0,0.0,3.0,,,183.0,56.0,6.0,,,,,50.0,10.0,,,,,1.0,2.0,92.0,,,117.0,,,,10.0,,,57.0,,261.0,,,,34.0,,,114.0,20.0,,1.0,,26.0,,63.0,,,,,11.0,7.0,65.0,1.0,,5.0,,23.0,,47.0,37.0,9.0,16.0,,,,,,,,,,,,,,,,,
1640,Matt Upson,Defender,Leicester,13,England,2014-15,0.0,0.0,0.0,20.0,,0.118,,,2.0,0.0695,7.0,2.0,,14.0,5.0,,5.0,35.0,,122.0,,,,,,20.0,,,2.0,374.0,2.0,,11.0,17.0,4.0,8.0,74.0,4.0,7.5226,1.0,18.0,8.0,,9.0,31.0,1.0,0.0,37.0,4.0,,74.0,14.0,5.0,,,3.0,,28.0,8.0,,,,,17.0,9.0,116.0,,,35.0,4.0,,,9.0,2.0,9.0,13.0,8.0,168.0,,2.0,,59.0,,0.1865,21.0,9.0,,1.0,,2.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
61604,Matty James,Midfielder,Leicester,13,England,2014-15,1.0,1.0,2.0,93.0,3.0,1.7341,0.0566,9.0,6.0,1.4375,42.0,18.0,1.0,108.0,27.0,20.0,20.0,153.0,11.0,809.0,,,,7.0,7.0,75.0,1.0,31.0,5.0,1890.0,5.0,,33.0,120.0,26.0,78.0,615.0,20.0,29.8228,35.0,38.0,33.0,2.0,60.0,167.0,19.0,0.0,213.0,19.0,,341.0,141.0,27.0,1.0,,5.0,11.0,414.0,29.0,77.0,37.0,1.0,2.0,138.0,42.0,777.0,12.0,12.0,293.0,37.0,17.0,1.0,176.0,13.0,50.0,41.0,125.0,1226.0,,2.0,7.0,273.0,2.0,1.6441,45.0,30.0,4.0,4.0,4.0,5.0,3.0,17.0,9.0,74.0,24.0,48.0,,,,,,,3.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,,
1413,Paul Konchesky,Defender,Leicester,13,England,2014-15,1.0,2.0,3.0,89.0,10.0,0.9267,,2.0,2.0,0.6392,38.0,3.0,,115.0,26.0,,26.0,249.0,50.0,956.0,1.0,,0.0,2.0,,60.0,,10.0,1.0,2250.0,1.0,,37.0,82.0,38.0,59.0,641.0,11.0,34.4551,7.0,81.0,38.0,,52.0,328.0,12.0,1.0,171.0,18.0,1.0,488.0,166.0,26.0,,,10.0,7.0,381.0,33.0,50.0,23.0,,,111.0,23.0,920.0,1.0,7.0,395.0,28.0,9.0,,28.0,20.0,42.0,66.0,112.0,1544.0,197.0,4.0,2.0,336.0,1.0,0.1913,134.0,64.0,3.0,4.0,5.0,18.0,7.0,70.0,12.0,,,,,,,,,,,,,,,,,,1.0,51.0,1.0,1.0,,1.0,,,,,,,,,1.0,1.0
46695,Ritchie De Laet,Defender,Leicester,13,Belgium,2014-15,0.0,0.0,3.0,112.0,6.0,0.5956,,2.0,,,63.0,2.0,1.0,126.0,26.0,3.0,20.0,191.0,28.0,619.0,,,,2.0,6.0,93.0,,6.0,,1883.0,,,42.0,143.0,32.0,92.0,388.0,4.0,33.1948,11.0,107.0,38.0,,70.0,40.0,17.0,0.0,255.0,15.0,,346.0,104.0,26.0,,,15.0,15.0,272.0,35.0,28.0,20.0,,,162.0,51.0,606.0,2.0,9.0,353.0,48.0,13.0,,146.0,25.0,70.0,40.0,87.0,1279.0,162.0,5.0,2.0,162.0,,0.0877,65.0,54.0,8.0,2.0,3.0,14.0,13.0,41.0,12.0,,,,,,,,,,3.0,,,,,,,,,92.0,,,,1.0,,,,,,,,,1.0,
103025,Riyad Mahrez,Forward,Leicester,13,Algeria,2014-15,0.0,0.0,0.0,239.0,20.0,4.1337,0.6158,16.0,24.0,6.2758,41.0,47.0,12.0,163.0,30.0,39.0,25.0,199.0,67.0,749.0,4.0,1.0,1.0,10.0,5.0,75.0,10.0,35.0,10.0,2082.0,10.0,5.0,55.0,175.0,66.0,155.0,515.0,77.0,31.9046,41.0,3.0,31.0,6.0,184.0,112.0,38.0,2.0,414.0,33.0,3.0,283.0,159.0,30.0,10.0,,11.0,68.0,420.0,28.0,119.0,113.0,10.0,6.0,339.0,20.0,729.0,23.0,20.0,484.0,30.0,77.0,10.0,227.0,27.0,29.0,35.0,127.0,1405.0,25.0,10.0,10.0,165.0,1.0,5.0108,36.0,29.0,8.0,4.0,3.0,2.0,5.0,8.0,16.0,43.0,11.0,29.0,,,,,,,2.0,,,,,,,,,2.0,3.0,3.0,,3.0,,,,,,,,1.0,,
12413,Robert Huth,Defender,Leicester,13,Germany,2014-15,0.0,0.0,2.0,51.0,,0.0767,,5.0,1.0,0.4302,21.0,11.0,,36.0,15.0,,14.0,66.0,,265.0,1.0,1.0,1.0,1.0,1.0,89.0,,,,1183.0,,,31.0,86.0,7.0,28.0,187.0,20.0,16.3277,,110.0,13.0,4.0,20.0,50.0,7.0,0.0,137.0,4.0,0.0,113.0,58.0,15.0,,,5.0,,40.0,13.0,,4.0,,4.0,48.0,58.0,265.0,10.0,1.0,74.0,16.0,1.0,,68.0,13.0,46.0,12.0,34.0,495.0,,2.0,1.0,159.0,,1.182,30.0,31.0,,6.0,,7.0,12.0,23.0,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,
111455,Tom Hopper,Forward,Leicester,13,England,2014-15,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154968,Tom Lawrence,Forward,Leicester,13,Wales,2014-15,0.0,0.0,0.0,5.0,,0.0462,,1.0,,,1.0,2.0,,4.0,3.0,2.0,,5.0,1.0,25.0,,,,,3.0,2.0,,,,51.0,,,2.0,1.0,2.0,1.0,20.0,4.0,0.404,,,,1.0,3.0,5.0,,0.0,6.0,1.0,,8.0,2.0,3.0,,,,1.0,16.0,,1.0,2.0,,1.0,4.0,,25.0,2.0,,12.0,1.0,,,8.0,1.0,1.0,,4.0,39.0,,,,4.0,,0.1908,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15033,Wes Morgan,Defender,Leicester,13,Jamaica,2014-15,1.0,1.0,1.0,124.0,2.0,0.584,,5.0,8.0,1.0283,56.0,20.0,,125.0,37.0,1.0,37.0,214.0,4.0,913.0,2.0,,1.0,1.0,,225.0,,2.0,6.0,3288.0,6.0,,84.0,227.0,29.0,86.0,645.0,51.0,48.631,4.0,256.0,52.0,4.0,40.0,160.0,13.0,0.0,351.0,16.0,1.0,437.0,163.0,37.0,,,11.0,3.0,205.0,47.0,4.0,11.0,,4.0,126.0,141.0,892.0,12.0,7.0,251.0,45.0,17.0,,202.0,29.0,96.0,54.0,114.0,1504.0,3.0,2.0,1.0,496.0,1.0,1.9766,89.0,70.0,2.0,9.0,5.0,16.0,47.0,53.0,11.0,,,,,,,,,,3.0,,,,,,,,1.0,,1.0,,,2.0,,,2.0,,,,,1.0,2.0,
