playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,cleanSheets,shotsOnTargetOutsideBox,successfulCornersIntoBox,throwInsToOppositionPlayer,oboxTarget,freekickTotal,attemptsFromSetPieces,foulWonPenalty,redCards2ndYellow,gkUnsuccessfulDistribution,unsuccessfulLayoffs,offsides,penaltiesTaken,leftFootGoals,headedGoals,penaltyGoals,hitWoodwork,penaltiesConceded,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,otherGoals
86417,Jeffrey Schlupp,Midfielder,Leicester,13,Ghana,2015-16,104.0,10.0,1.5384,0.0,9.0,6.0,1.411,46.0,17.0,,68.0,24.0,2.0,8.0,14.0,124.0,35.0,461.0,1.0,4.0,10.0,,54.0,10.0,2.0,1383.0,2.0,28.0,134.0,3.0,34.0,108.0,299.0,23.6952,15.0,10.0,21.0,24.0,5.0,76.0,125.0,22.0,238.0,20.0,194.0,93.0,24.0,,10.0,30.0,231.0,21.0,35.0,5.0,184.0,26.0,0.0,453.0,11.0,20.0,268.0,36.0,41.0,1.0,54.0,15.0,31.0,,,38.0,88.0,883.0,45.0,5.0,4.0,41.0,116.0,11.0,,1.8187,4.0,56.0,37.0,,1.0,3.0,,19.0,3.0,,,2.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,
114315,Jonny Maddison,Goalkeeper,Leicester,13,England,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167867,Joseph Dodoo,Forward,Leicester,13,England,2015-16,5.0,,0.0008,0.0,,,,,,,2.0,1.0,,,,3.0,,6.0,,,1.0,,2.0,,,19.0,,2.0,1.0,,,1.0,3.0,,,,,,,3.0,1.0,1.0,6.0,,4.0,1.0,1.0,,,,2.0,,,,4.0,,0.0,6.0,,1.0,5.0,,,,,2.0,,,,,1.0,9.0,,,,1.0,1.0,2.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17745,Kasper Schmeichel,Goalkeeper,Leicester,13,Denmark,2015-16,5.0,,0.1228,0.0,,,,1.0,,,4.0,38.0,,,38.0,737.0,,1146.0,,,,,12.0,,,3420.0,,3.0,12.0,4.0,1.0,3.0,76.0,39.6915,5.0,143.0,32.0,36.0,,2.0,30.0,1.0,17.0,,1043.0,357.0,38.0,,,,273.0,32.0,,,5.0,9.0,0.0,486.0,,1.0,750.0,1.0,1.0,,73.0,,3.0,,,333.0,,1437.0,,,,373.0,136.0,,,,2.0,733.0,60.0,,15.0,,,,,,,,,223.0,,,,,,,,,47.0,38.0,15.0,4.0,22.0,99.0,14.0,2.0,5.0,183.0,30.0,61.0,
54316,Leonardo Ulloa,Forward,Leicester,13,Argentina,2015-16,183.0,1.0,1.1272,0.0,5.0,10.0,5.7083,27.0,28.0,2.0,111.0,29.0,2.0,38.0,7.0,118.0,8.0,399.0,6.0,2.0,22.0,,156.0,1.0,4.0,968.0,4.0,103.0,107.0,1.0,29.0,54.0,275.0,10.8828,12.0,1.0,21.0,11.0,3.0,80.0,84.0,18.0,290.0,13.0,122.0,49.0,29.0,3.0,8.0,10.0,214.0,10.0,8.0,3.0,134.0,53.0,0.0,392.0,18.0,10.0,214.0,19.0,11.0,1.0,83.0,20.0,7.0,,,6.0,110.0,646.0,,5.0,2.0,4.0,68.0,4.0,4.0,6.8939,0.0,7.0,25.0,,,,,,,,,,,,2.0,6.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
51938,Marc Albrighton,Midfielder,Leicester,13,England,2015-16,172.0,27.0,5.6997,0.0,14.0,11.0,2.5259,65.0,28.0,4.0,227.0,38.0,6.0,9.0,34.0,330.0,144.0,912.0,2.0,10.0,4.0,80.0,49.0,52.0,1.0,2765.0,1.0,38.0,154.0,3.0,106.0,143.0,525.0,25.5586,56.0,16.0,19.0,22.0,4.0,134.0,257.0,27.0,326.0,53.0,422.0,214.0,38.0,1.0,11.0,44.0,461.0,19.0,220.0,4.0,277.0,11.0,0.0,886.0,17.0,27.0,681.0,54.0,51.0,,96.0,21.0,49.0,46.0,,57.0,137.0,1665.0,16.0,22.0,10.0,46.0,173.0,16.0,1.0,2.4319,4.0,103.0,58.0,0.1201,5.0,8.0,16.0,1.0,8.0,2.0,2.0,,,,,3.0,,1.0,,,1.0,,,,,,,,,,,,,,
37388,Marcin Wasilewski,Defender,Leicester,13,Poland,2015-16,14.0,,0.0154,0.0,,,,10.0,1.0,,9.0,4.0,,,3.0,17.0,,73.0,,,1.0,,13.0,,,302.0,,5.0,18.0,,2.0,10.0,52.0,5.6568,,1.0,17.0,6.0,,9.0,6.0,,32.0,1.0,47.0,9.0,4.0,,4.0,,18.0,6.0,,,19.0,8.0,0.0,70.0,1.0,,26.0,6.0,,5.0,17.0,4.0,9.0,,,4.0,3.0,121.0,,,,6.0,38.0,1.0,,0.0796,2.0,8.0,6.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Mark Schwarzer,Goalkeeper,Leicester,13,Australia,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116594,N'Golo Kanté,Midfielder,Leicester,13,France,2015-16,217.0,5.0,1.9427,0.0,3.0,5.0,0.9288,175.0,18.0,7.0,216.0,37.0,4.0,39.0,33.0,266.0,12.0,1449.0,1.0,3.0,4.0,,95.0,5.0,,3020.0,,57.0,277.0,1.0,110.0,239.0,1120.0,35.0856,26.0,8.0,57.0,29.0,,160.0,336.0,17.0,494.0,81.0,513.0,326.0,37.0,1.0,50.0,34.0,662.0,28.0,12.0,,399.0,38.0,0.0,1440.0,13.0,7.0,396.0,125.0,47.0,11.0,341.0,43.0,156.0,,,63.0,259.0,2185.0,1.0,2.0,3.0,30.0,526.0,28.0,2.0,0.6585,3.0,50.0,82.0,,14.0,4.0,,,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
21083,Nathan Dyer,Midfielder,Leicester,13,England,2015-16,36.0,2.0,0.0128,0.0,2.0,2.0,,4.0,3.0,1.0,15.0,13.0,1.0,3.0,,18.0,4.0,74.0,1.0,,13.0,,7.0,2.0,,231.0,,6.0,23.0,1.0,13.0,22.0,54.0,,4.0,1.0,,4.0,,30.0,11.0,10.0,59.0,5.0,24.0,22.0,13.0,,1.0,8.0,46.0,3.0,4.0,,52.0,1.0,0.0,74.0,1.0,1.0,55.0,3.0,8.0,,13.0,9.0,1.0,,,2.0,26.0,154.0,3.0,,,1.0,12.0,6.0,,,1.0,3.0,3.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,
46695,Ritchie De Laet,Defender,Leicester,13,Belgium,2015-16,39.0,4.0,0.4316,0.0,,1.0,0.4172,25.0,2.0,,47.0,12.0,,,7.0,77.0,11.0,218.0,1.0,,5.0,,29.0,4.0,,655.0,,16.0,44.0,3.0,16.0,31.0,126.0,13.4343,6.0,6.0,25.0,16.0,,23.0,12.0,3.0,83.0,11.0,114.0,40.0,12.0,1.0,2.0,7.0,98.0,13.0,11.0,,54.0,13.0,0.0,217.0,1.0,1.0,141.0,23.0,3.0,11.0,67.0,6.0,21.0,,1.0,15.0,25.0,459.0,59.0,3.0,,20.0,47.0,1.0,,0.1522,1.0,30.0,17.0,,,,,30.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
103025,Riyad Mahrez,Forward,Leicester,13,Algeria,2015-16,342.0,17.0,8.6206,0.0,25.0,39.0,16.8473,53.0,61.0,18.0,227.0,37.0,11.0,49.0,36.0,273.0,55.0,1034.0,17.0,15.0,1.0,35.0,100.0,32.0,10.0,3052.0,10.0,65.0,302.0,4.0,94.0,267.0,708.0,31.5058,57.0,5.0,14.0,26.0,10.0,277.0,85.0,83.0,644.0,58.0,384.0,219.0,37.0,2.0,14.0,101.0,566.0,22.0,82.0,10.0,544.0,35.0,0.0,999.0,22.0,30.0,653.0,39.0,131.0,4.0,378.0,19.0,38.0,13.0,,53.0,187.0,1994.0,27.0,24.0,15.0,15.0,227.0,5.0,1.0,12.7205,1.0,46.0,40.0,0.3632,6.0,12.0,13.0,2.0,12.0,5.0,5.0,1.0,,,1.0,4.0,6.0,13.0,1.0,4.0,2.0,,,,,,,,,,,,,,1.0
12413,Robert Huth,Defender,Leicester,13,Germany,2015-16,114.0,,0.1929,0.0,4.0,6.0,1.8731,41.0,24.0,,127.0,35.0,,,35.0,230.0,,810.0,3.0,,,,183.0,,3.0,3150.0,3.0,67.0,175.0,4.0,14.0,59.0,546.0,35.4342,2.0,11.0,258.0,32.0,4.0,47.0,164.0,17.0,289.0,10.0,364.0,147.0,35.0,1.0,10.0,,139.0,28.0,,4.0,106.0,116.0,0.0,803.0,18.0,1.0,304.0,31.0,3.0,34.0,181.0,35.0,76.0,,,34.0,101.0,1311.0,1.0,,,74.0,441.0,12.0,,2.8628,8.0,103.0,88.0,0.1206,15.0,,,,,1.0,1.0,,,,,3.0,,,2.0,,,,,,,,,,,,,,,,
78412,Shinji Okazaki,Forward,Leicester,13,Japan,2015-16,264.0,,1.0626,0.0,12.0,12.0,4.7948,37.0,34.0,1.0,133.0,36.0,,55.0,28.0,136.0,9.0,542.0,5.0,3.0,8.0,,185.0,,7.0,2070.0,7.0,132.0,152.0,2.0,31.0,99.0,401.0,22.2411,20.0,1.0,6.0,21.0,9.0,132.0,114.0,47.0,416.0,22.0,145.0,78.0,36.0,3.0,8.0,36.0,286.0,19.0,9.0,9.0,231.0,53.0,0.0,499.0,22.0,12.0,300.0,29.0,17.0,3.0,150.0,31.0,15.0,,,5.0,133.0,926.0,,25.0,3.0,2.0,120.0,13.0,1.0,8.3202,1.0,3.0,30.0,,,,,,,,,1.0,,,6.0,8.0,,1.0,1.0,,2.0,,,,,,,,,,,,,,
15033,Wes Morgan,Defender,Leicester,13,Jamaica,2015-16,101.0,,0.2622,0.0,6.0,6.0,0.8483,51.0,15.0,2.0,124.0,38.0,,1.0,38.0,209.0,,818.0,2.0,,,,157.0,,4.0,3420.0,4.0,64.0,167.0,4.0,20.0,74.0,563.0,39.6915,2.0,17.0,216.0,36.0,6.0,37.0,159.0,15.0,268.0,10.0,413.0,135.0,38.0,,17.0,3.0,170.0,32.0,,6.0,111.0,93.0,0.0,807.0,9.0,4.0,270.0,34.0,10.0,40.0,165.0,27.0,95.0,,1.0,46.0,81.0,1323.0,1.0,,,46.0,439.0,9.0,1.0,2.3698,3.0,85.0,67.0,,15.0,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,
41321,Yohan Benalouane,Defender,Leicester,13,Tunisia,2015-16,4.0,,0.0023,0.0,,,,,,,4.0,4.0,,,,10.0,1.0,14.0,,,4.0,,4.0,,,65.0,,1.0,3.0,,,,4.0,1.2395,,,4.0,1.0,,3.0,2.0,,7.0,,9.0,1.0,4.0,,,,3.0,1.0,1.0,,3.0,3.0,0.0,13.0,,,13.0,,,2.0,3.0,3.0,6.0,,,,,32.0,5.0,,,3.0,1.0,2.0,,,1.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
