playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,aerialDuels,shotsOnTargetOutsideBox,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,freekickTotal,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,cleanSheets,throwInsToOppositionPlayer,totalClearances,shotsBlockedInBox,iboxBlocked,clearancesOffTheLine,throwInsToOwnPlayer,successfulCrossesOpenPlay,offsides,cornersTakenInclShortCorners,successfulCrossesAndCorners,redCards2ndYellow,unsuccessfulCornersIntoBox,handballsConceded,punches,savesMade,savesMadeFromOutsideBox,gkSuccessfulDistribution,gkUnsuccessfulDistribution,penaltiesFaced,savesMadeParried,savesMadeFromInsideBox,successfulCornersIntoBox,ownGoalScored,iboxTarget,shotsOnTargetInBox,penaltiesConceded,foulWonPenalty,goals,rightFootGoals,otherGoals,hitWoodwork,savesMadeCaught,headedGoals,penaltiesTaken,leftFootGoals,penaltyGoals,penaltiesSaved,catches,savesFromPenalty,goalkeeperSmother,drops,crossesNotClaimed,setPiecesGoals
174248,George Thomas,Midfielder,Leicester,13,Wales,2017-18,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197469,Hamza Choudhury,Midfielder,Leicester,13,Bangladesh,2017-18,17.0,0.0325,0.0,,2.0,,,9.0,,1.0,15.0,8.0,1.0,,4.0,26.0,1.0,164.0,2.0,4.0,1.0,,376.0,,1.0,14.0,1.0,13.0,14.0,126.0,,7.0756,,1.0,9.0,16.0,37.0,5.0,31.0,11.0,64.0,22.0,8.0,,4.0,1.0,64.0,8.0,1.0,,30.0,,0.0,161.0,,,37.0,5.0,,1.0,,48.0,5.0,8.0,12.0,15.0,223.0,2.0,2.0,3.0,74.0,4.0,0.0372,1.0,11.0,8.0,,2.0,4.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95658,Harry Maguire,Defender,Leicester,13,England,2017-18,136.0,2.1516,0.0,,7.0,8.0,1.9313,63.0,23.0,2.0,209.0,38.0,4.0,,38.0,376.0,13.0,1740.0,1.0,,182.0,1.0,3420.0,,63.0,263.0,12.0,21.0,144.0,1191.0,84.0,51.269,14.0,17.0,60.0,73.0,534.0,30.0,399.0,7.0,775.0,269.0,38.0,1.0,17.0,9.0,552.0,48.0,13.0,,217.0,119.0,0.0,1696.0,15.0,9.0,459.0,46.0,51.0,28.0,,353.0,34.0,48.0,173.0,78.0,2315.0,,1.0,76.0,814.0,15.0,2.7951,7.0,167.0,109.0,9.0,2.0,176.0,6.0,6.0,,13.0,2.0,4.0,,2.0,,,3.0,,,,,,,,,,,5.0,5.0,2.0,,2.0,1.0,,2.0,,1.0,,,,,,,,,,
201666,Harvey Barnes,Midfielder,Leicester,13,England,2017-18,1.0,0.0046,0.0,,,,,,1.0,,,3.0,,,,,1.0,6.0,,3.0,1.0,,8.0,,,1.0,,,,6.0,2.0,,,,,1.0,1.0,,2.0,,1.0,,3.0,,,,6.0,,1.0,,1.0,1.0,0.0,5.0,1.0,1.0,2.0,,,,,1.0,1.0,,,3.0,9.0,,,,,,0.071,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101668,Jamie Vardy,Forward,Leicester,13,England,2017-18,205.0,3.3236,0.0,,12.0,35.0,18.693,15.0,59.0,1.0,173.0,37.0,1.0,49.0,37.0,183.0,30.0,463.0,3.0,,200.0,1.0,3255.0,11.0,124.0,141.0,11.0,37.0,65.0,267.0,169.0,48.0772,31.0,,57.0,81.0,144.0,27.0,346.0,20.0,105.0,73.0,37.0,1.0,6.0,33.0,221.0,46.0,30.0,,146.0,76.0,0.0,456.0,24.0,31.0,333.0,9.0,24.0,1.0,,124.0,29.0,2.0,13.0,90.0,842.0,11.0,3.0,3.0,68.0,17.0,16.1432,3.0,10.0,27.0,4.0,,17.0,9.0,9.0,,1.0,9.0,44.0,1.0,9.0,,,,,,,,,,,,,,14.0,14.0,,3.0,20.0,12.0,,,,3.0,6.0,5.0,5.0,,,,,,,
17745,Kasper Schmeichel,Goalkeeper,Leicester,13,Denmark,2017-18,2.0,0.0751,0.0,,,,,1.0,,,11.0,33.0,,,33.0,520.0,,1032.0,,,12.0,,2966.0,,,20.0,10.0,2.0,8.0,181.0,,39.745,1.0,77.0,47.0,2.0,75.0,6.0,22.0,1.0,825.0,312.0,33.0,,1.0,,238.0,37.0,,,10.0,12.0,0.0,488.0,,1.0,528.0,,2.0,,,132.0,,,331.0,,1323.0,1.0,,217.0,274.0,,,3.0,509.0,76.0,8.0,,38.0,,,,,,,,,,,,20.0,93.0,45.0,207.0,173.0,3.0,25.0,47.0,,1.0,,,,,,,,,7.0,,,,,2.0,25.0,2.0,9.0,3.0,4.0,
173515,Kelechi Iheanacho,Forward,Leicester,13,Nigeria,2017-18,70.0,2.1147,0.0,,9.0,11.0,1.9669,9.0,20.0,9.0,46.0,21.0,3.0,22.0,7.0,51.0,5.0,246.0,4.0,14.0,24.0,3.0,824.0,2.0,18.0,37.0,3.0,14.0,31.0,189.0,36.0,10.8891,8.0,,17.0,52.0,52.0,9.0,107.0,8.0,53.0,36.0,21.0,3.0,3.0,5.0,140.0,14.0,5.0,,83.0,6.0,0.0,236.0,9.0,5.0,109.0,6.0,13.0,2.0,,83.0,17.0,3.0,6.0,58.0,390.0,7.0,4.0,2.0,55.0,14.0,4.2084,2.0,5.0,7.0,,,4.0,5.0,5.0,1.0,2.0,,4.0,,,,,,,,,,,,,,,,5.0,5.0,,,3.0,,,2.0,,1.0,,2.0,,,,,,,,
173804,Layton Ndukwu,Forward,Leicester,13,England,2017-18,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51938,Marc Albrighton,Midfielder,Leicester,13,England,2017-18,152.0,4.7006,1.0,0.0514,11.0,6.0,1.7806,52.0,9.0,11.0,202.0,34.0,7.0,16.0,30.0,330.0,126.0,1005.0,7.0,4.0,26.0,2.0,2543.0,4.0,15.0,141.0,8.0,92.0,130.0,599.0,36.0,33.7631,40.0,8.0,39.0,137.0,269.0,26.0,293.0,28.0,416.0,172.0,34.0,2.0,19.0,43.0,442.0,31.0,179.0,1.0,267.0,11.0,1.0,978.0,3.0,31.0,661.0,33.0,52.0,4.0,1.0,149.0,20.0,27.0,76.0,171.0,1709.0,10.0,7.0,52.0,271.0,14.0,1.617,5.0,128.0,71.0,6.0,6.0,25.0,4.0,4.0,,58.0,20.0,2.0,65.0,38.0,,43.0,,,,,,,,,,16.0,,2.0,2.0,1.0,,2.0,2.0,,,,,,,,,,,,,,
61604,Matty James,Midfielder,Leicester,13,England,2017-18,53.0,0.2949,0.0,,5.0,2.0,0.5465,19.0,6.0,1.0,68.0,13.0,,7.0,11.0,83.0,2.0,446.0,3.0,2.0,35.0,,994.0,,15.0,52.0,3.0,17.0,32.0,347.0,10.0,15.7412,2.0,3.0,15.0,38.0,128.0,5.0,105.0,12.0,145.0,56.0,13.0,,9.0,4.0,157.0,12.0,2.0,,70.0,20.0,0.0,435.0,4.0,2.0,109.0,10.0,8.0,2.0,,76.0,21.0,17.0,16.0,97.0,581.0,4.0,3.0,9.0,206.0,13.0,1.3627,2.0,15.0,20.0,2.0,,24.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,1.0,,,,,,,,,,,,
103025,Riyad Mahrez,Forward,Leicester,13,Algeria,2017-18,266.0,6.9976,0.0,0.5482,19.0,36.0,9.5586,39.0,54.0,18.0,210.0,36.0,10.0,52.0,34.0,260.0,45.0,1276.0,11.0,2.0,80.0,11.0,2960.0,5.0,52.0,206.0,12.0,65.0,178.0,908.0,125.0,44.157,48.0,3.0,51.0,214.0,130.0,58.0,472.0,31.0,374.0,174.0,36.0,11.0,12.0,77.0,737.0,39.0,123.0,8.0,392.0,28.0,0.0,1196.0,18.0,35.0,648.0,27.0,81.0,1.0,8.0,538.0,23.0,18.0,108.0,234.0,2104.0,12.0,11.0,13.0,314.0,14.0,6.5434,2.0,50.0,56.0,5.0,2.0,9.0,8.0,8.0,,37.0,8.0,10.0,93.0,35.0,,53.0,2.0,,,,,,,,,22.0,,13.0,13.0,,,12.0,1.0,,,,1.0,,10.0,,,,,,,,1.0
216554,Sam Hughes,Defender,Leicester,13,England,2017-18,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78412,Shinji Okazaki,Forward,Leicester,13,Japan,2017-18,154.0,1.1498,0.0,,5.0,16.0,5.4793,25.0,23.0,2.0,97.0,27.0,2.0,34.0,17.0,103.0,6.0,386.0,1.0,10.0,89.0,3.0,1328.0,7.0,58.0,99.0,3.0,28.0,68.0,276.0,43.0,17.9147,13.0,,19.0,96.0,70.0,28.0,253.0,14.0,100.0,66.0,27.0,3.0,9.0,22.0,173.0,16.0,6.0,,164.0,31.0,0.0,360.0,7.0,8.0,197.0,16.0,16.0,1.0,,107.0,20.0,8.0,7.0,109.0,632.0,15.0,1.0,2.0,110.0,6.0,6.791,2.0,6.0,31.0,1.0,,5.0,4.0,4.0,,,,9.0,,,,,,,,,,,,,,,,7.0,7.0,,,6.0,5.0,,,,1.0,,,,,,,,,,
54513,Vicente Iborra,Midfielder,Leicester,13,Spain,2017-18,89.0,1.1405,0.0,,1.0,4.0,1.2728,23.0,13.0,2.0,128.0,19.0,,11.0,17.0,159.0,1.0,857.0,,2.0,67.0,,1415.0,1.0,34.0,84.0,4.0,24.0,51.0,653.0,19.0,20.678,8.0,5.0,23.0,55.0,255.0,18.0,173.0,14.0,262.0,127.0,19.0,,5.0,3.0,339.0,19.0,1.0,,106.0,33.0,0.0,841.0,9.0,,180.0,18.0,11.0,11.0,,239.0,19.0,19.0,45.0,101.0,1058.0,7.0,,16.0,359.0,12.0,1.6616,0.0,31.0,51.0,3.0,1.0,49.0,1.0,1.0,1.0,,,2.0,,,,,1.0,,,,,,,,,,,1.0,1.0,,,3.0,,,,,2.0,,1.0,,,,,,,,
15033,Wes Morgan,Defender,Leicester,13,Jamaica,2017-18,104.0,0.2438,0.0,,1.0,3.0,0.2375,35.0,12.0,,121.0,32.0,,,32.0,173.0,,913.0,,,151.0,,2818.0,,58.0,147.0,11.0,18.0,54.0,695.0,29.0,43.0723,5.0,12.0,52.0,46.0,203.0,12.0,251.0,14.0,390.0,99.0,32.0,,10.0,3.0,208.0,41.0,,,100.0,93.0,0.0,901.0,9.0,6.0,196.0,25.0,9.0,27.0,,246.0,31.0,31.0,45.0,74.0,1259.0,1.0,,33.0,532.0,17.0,1.6442,4.0,52.0,70.0,5.0,,143.0,1.0,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,
203341,Wilfred Ndidi,Midfielder,Leicester,13,Nigeria,2017-18,260.0,1.1485,2.0,,14.0,6.0,0.4067,138.0,27.0,7.0,306.0,33.0,3.0,14.0,33.0,403.0,8.0,1684.0,11.0,,192.0,4.0,2899.0,,75.0,313.0,7.0,86.0,196.0,1202.0,31.0,39.5565,9.0,7.0,44.0,185.0,425.0,26.0,573.0,57.0,581.0,296.0,33.0,4.0,49.0,10.0,645.0,37.0,8.0,,381.0,117.0,0.0,1677.0,21.0,8.0,517.0,89.0,33.0,10.0,,484.0,60.0,51.0,79.0,194.0,2312.0,1.0,11.0,52.0,637.0,37.0,2.0876,6.0,97.0,122.0,8.0,1.0,95.0,3.0,3.0,,3.0,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,2.0,2.0,,1.0,,,,2.0,,,,,,,,,,,,
41321,Yohan Benalouane,Defender,Leicester,13,Tunisia,2017-18,5.0,0.0045,0.0,,,1.0,0.1089,7.0,2.0,,7.0,1.0,,,1.0,10.0,3.0,27.0,,,4.0,,90.0,,2.0,10.0,1.0,1.0,8.0,15.0,1.0,1.791,,1.0,2.0,3.0,,1.0,15.0,,12.0,5.0,1.0,,4.0,,5.0,1.0,3.0,,11.0,2.0,0.0,25.0,1.0,1.0,14.0,3.0,,1.0,,11.0,1.0,1.0,2.0,4.0,57.0,,,2.0,12.0,,0.056,0.0,3.0,3.0,,1.0,4.0,,,,7.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
