season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437079,1,110,Stoke_City,Away,48988,50089,Geoff Cameron,geoff-cameron,D,False,,,1.0,12.0,8.0,20.0,1.0,1.0,4.0,,,,,,,2.0,3.0,4.0,,,,,,,,4.0,,,90.0,,,,,,,,24.0,,6.7,,,,3.0,1.0,2.0,,8.0,,21.0,11.0,30.0,0,2.0,61.0,2.0,,1.0,
2017-18,7437079,1,110,Stoke_City,Away,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,,,,11.0,8.0,19.0,,,2.0,,,,,,,1.0,3.0,4.0,,,1.0,,,,,1.0,,,90.0,1.0,,,,,,,23.0,,7.0,,,,,3.0,11.0,,2.0,,26.0,8.0,23.0,1,2.0,52.0,5.0,,2.0,
2017-18,7437079,1,110,Stoke_City,Away,98448,105666,Jack Butland,jack-butland,G,False,,,10.0,7.0,8.0,15.0,,,7.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,11.0,,6.8,2.0,3.0,,,,,,19.0,,14.0,11.0,25.0,0,,33.0,,,,
2017-18,7437079,1,110,Stoke_City,Away,111962,91972,Saido Berahino,saido-berahino,F,False,,,,6.0,2.0,8.0,5.0,2.0,3.0,,,,,,,1.0,6.0,3.0,,,,,,,,1.0,1.0,,72.0,,,,,,,,6.0,,6.7,,,1.0,1.0,,,,,,9.0,4.0,13.0,1,,21.0,,2.0,,
2017-18,7437079,1,110,Stoke_City,Away,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,3.0,9.0,15.0,24.0,3.0,5.0,4.0,,,,,,,,3.0,5.0,,1.0,,,,,,,,,90.0,,2.0,,,,,,12.0,,6.8,,,,7.0,,1.0,,7.0,,15.0,17.0,31.0,0,,50.0,,,,
2017-18,7437079,1,110,Stoke_City,Away,830238,221267,Josh Tymon,josh-tymon,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437079,1,110,Stoke_City,Away,844763,205102,Ramadan Sobhi,ramadan-sobhi,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437725,2,110,Stoke_City,Home,765,14295,Darren Fletcher,darren-fletcher,M,False,1.0,,,6.0,10.0,15.0,1.0,,10.0,,,,3.0,,,1.0,6.0,5.0,,,1.0,,,,,1.0,2.0,,90.0,,1.0,,,,,,14.0,,7.0,,,1.0,2.0,,2.0,,5.0,,17.0,12.0,27.0,1,4.0,40.0,,1.0,,3.0
2017-18,7437725,2,110,Stoke_City,Home,917,3773,Peter Crouch,peter-crouch,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437725,2,110,Stoke_City,Home,1204,9047,Glen Johnson,glen-johnson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437725,2,110,Stoke_City,Home,10011,6744,Lee Grant,lee-grant,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437725,2,110,Stoke_City,Home,17063,39487,Erik Pieters,erik-pieters,D,False,1.0,,2.0,8.0,7.0,14.0,,,4.0,,,,3.0,,,,4.0,4.0,,1.0,,,,,,,1.0,,89.0,,,,,,,,14.0,,6.5,,,,1.0,1.0,1.0,,3.0,,13.0,11.0,23.0,0,3.0,37.0,1.0,1.0,,1.0
2017-18,7437725,2,110,Stoke_City,Home,20602,40555,Joe Allen,joe-allen,M,False,,,,7.0,5.0,12.0,1.0,,4.0,,,,4.0,,,1.0,6.0,3.0,,,,,,,,,,,90.0,,1.0,,,,,,7.0,,6.4,,,,1.0,1.0,1.0,,1.0,,10.0,6.0,15.0,0,2.0,27.0,1.0,,1.0,
2017-18,7437725,2,110,Stoke_City,Home,21626,42564,Eric Maxim Choupo-Moting,eric-maxim-choupo-moting,F,False,1.0,,,4.0,5.0,8.0,4.0,2.0,3.0,,,,,,,1.0,8.0,7.0,,,,,,,,,1.0,,90.0,1.0,,,,,,,18.0,,6.8,,,2.0,,3.0,2.0,,1.0,1.0,12.0,5.0,15.0,3,2.0,38.0,3.0,3.0,,2.0
2017-18,7437725,2,110,Stoke_City,Home,22481,61858,Mame Biram Diouf,mame-biram-diouf,F,False,,,,1.0,2.0,3.0,,4.0,3.0,,,1.0,,,,2.0,3.0,11.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,14.0,,7.1,,,,3.0,2.0,1.0,,3.0,,9.0,3.0,11.0,1,2.0,35.0,1.0,3.0,2.0,1.0
2017-18,7437725,2,110,Stoke_City,Home,25929,40276,Bojan Krkić,bojan-krkic,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437725,2,110,Stoke_City,Home,27314,37869,Ryan Shawcross,ryan-shawcross,D,False,,,,,6.0,6.0,,4.0,1.0,,,,,,,,1.0,4.0,,,1.0,,,,,,,,90.0,,2.0,,,,,,2.0,,7.5,,,1.0,11.0,,,,,,2.0,6.0,8.0,1,,23.0,,,,
2017-18,7437725,2,110,Stoke_City,Home,48988,50089,Geoff Cameron,geoff-cameron,D,False,,,1.0,6.0,9.0,15.0,1.0,2.0,3.0,,,,,,,,1.0,3.0,,,,,,,,2.0,,,90.0,,2.0,,,,,,4.0,,7.4,,,1.0,1.0,,,,3.0,,9.0,10.0,19.0,1,1.0,30.0,,,,
2017-18,7437725,2,110,Stoke_City,Home,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,,,1.0,3.0,4.0,7.0,,,,,,,1.0,,,3.0,4.0,2.0,,,1.0,,,,,,,,25.0,,,,,,,,7.0,,6.5,,,,1.0,1.0,1.0,,2.0,,5.0,4.0,8.0,0,1.0,17.0,2.0,,1.0,
2017-18,7437725,2,110,Stoke_City,Home,98448,105666,Jack Butland,jack-butland,G,False,,2.0,16.0,15.0,2.0,17.0,,1.0,16.0,,,,,,1.0,,,2.0,,,,,,1.0,,,,,90.0,,,,,,,,23.0,,8.3,5.0,6.0,,4.0,,,2.0,38.0,,37.0,2.0,39.0,0,,57.0,,2.0,,
2017-18,7437725,2,110,Stoke_City,Home,110781,93127,Jesé Rodríguez,jese-rodriguez,F,False,2.0,,1.0,9.0,6.0,13.0,,,5.0,,,1.0,4.0,,,1.0,5.0,4.0,,,,,1.0,,,,3.0,,71.0,2.0,,,,,,,5.0,,7.9,,,,1.0,3.0,2.0,,2.0,1.0,11.0,6.0,15.0,3,,30.0,1.0,1.0,3.0,
2017-18,7437725,2,110,Stoke_City,Home,111962,91972,Saido Berahino,saido-berahino,F,True,,,,4.0,4.0,8.0,1.0,2.0,1.0,,,,,,,1.0,4.0,2.0,,,1.0,1.0,,,,,1.0,,65.0,1.0,,,,,,,5.0,,6.8,,,,,1.0,,,1.0,2.0,7.0,4.0,11.0,1,,16.0,,,,
2017-18,7437725,2,110,Stoke_City,Home,116947,85352,Bruno Martins Indi,bruno-martins-indi,D,True,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,0,,2.0,,,,
2017-18,7437725,2,110,Stoke_City,Home,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,2.0,7.0,9.0,16.0,1.0,2.0,3.0,,,,,,,,2.0,5.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,6.0,,7.5,,,,8.0,,,,3.0,,8.0,10.0,18.0,0,3.0,37.0,,,,3.0
2017-18,7437725,2,110,Stoke_City,Home,844763,205102,Ramadan Sobhi,ramadan-sobhi,M,True,,,,1.0,1.0,2.0,,1.0,1.0,,,,1.0,,,,1.0,2.0,,,,,,,,,,,19.0,,,,,,,,2.0,,6.6,,,,1.0,,,,,,1.0,2.0,3.0,0,1.0,6.0,1.0,,,1.0
2017-18,7437793,3,110,Stoke_City,Away,765,14295,Darren Fletcher,darren-fletcher,M,False,,,10.0,34.0,22.0,56.0,,,3.0,,,1.0,,,,2.0,3.0,9.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,8.0,,7.5,,,,,1.0,1.0,,11.0,,39.0,23.0,61.0,1,4.0,76.0,,4.0,1.0,
2017-18,7437793,3,110,Stoke_City,Away,917,3773,Peter Crouch,peter-crouch,F,True,,,,2.0,3.0,5.0,1.0,6.0,1.0,,,,1.0,,,,2.0,6.0,,,,,1.0,,,,,,28.0,1.0,,,,,,,4.0,,7.2,,,,2.0,,,,,,4.0,4.0,8.0,1,,12.0,1.0,,,
2017-18,7437793,3,110,Stoke_City,Away,1204,9047,Glen Johnson,glen-johnson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437793,3,110,Stoke_City,Away,9360,20208,Charlie Adam,charlie-adam,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437793,3,110,Stoke_City,Away,10011,6744,Lee Grant,lee-grant,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437793,3,110,Stoke_City,Away,17063,39487,Erik Pieters,erik-pieters,D,False,1.0,,3.0,20.0,11.0,30.0,2.0,3.0,,,,,1.0,,,1.0,7.0,7.0,,,2.0,,,,,,,,90.0,,,,,,,,12.0,,6.7,,,,2.0,1.0,4.0,,3.0,,28.0,13.0,37.0,0,2.0,59.0,,2.0,,
2017-18,7437793,3,110,Stoke_City,Away,20602,40555,Joe Allen,joe-allen,M,False,,,,34.0,14.0,48.0,,,4.0,,,,,,,2.0,4.0,4.0,,,1.0,,,,,2.0,2.0,,90.0,,,,,,,,12.0,,6.9,,,,,2.0,1.0,,,,40.0,15.0,54.0,0,2.0,67.0,2.0,1.0,1.0,
2017-18,7437793,3,110,Stoke_City,Away,21626,42564,Eric Maxim Choupo-Moting,eric-maxim-choupo-moting,F,False,,,1.0,21.0,3.0,24.0,2.0,2.0,7.0,,,2.0,1.0,,,3.0,9.0,6.0,,,1.0,,,,,,,,90.0,,,,,,,,18.0,,6.6,,,1.0,,6.0,1.0,,1.0,,24.0,3.0,26.0,3,1.0,50.0,8.0,,3.0,
2017-18,7437793,3,110,Stoke_City,Away,25929,40276,Bojan Krkić,bojan-krkic,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437793,3,110,Stoke_City,Away,27314,37869,Ryan Shawcross,ryan-shawcross,D,False,,,1.0,8.0,15.0,23.0,2.0,5.0,,,,,1.0,,,,5.0,6.0,,,2.0,,,,,2.0,1.0,,90.0,,,,,,,,4.0,,7.0,,,2.0,15.0,,,,4.0,,9.0,17.0,26.0,2,1.0,49.0,1.0,,,
2017-18,7437793,3,110,Stoke_City,Away,48988,50089,Geoff Cameron,geoff-cameron,D,False,,,,15.0,5.0,20.0,,1.0,2.0,,,,,,,,1.0,4.0,,,,,,,,3.0,1.0,,69.0,,,,,,,,6.0,,7.0,,,1.0,4.0,1.0,,,2.0,,17.0,6.0,23.0,1,3.0,42.0,1.0,,,
2017-18,7437793,3,110,Stoke_City,Away,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,4.0,,4.0,37.0,15.0,48.0,,,3.0,,,1.0,,,,,3.0,4.0,,,1.0,,,,,,7.0,,90.0,,,,,,,,16.0,,8.0,,,1.0,,3.0,9.0,,6.0,,48.0,16.0,55.0,2,3.0,78.0,2.0,,1.0,
2017-18,7437793,3,110,Stoke_City,Away,98448,105666,Jack Butland,jack-butland,G,False,,1.0,1.0,,13.0,13.0,,2.0,8.0,,,,,,,,,2.0,,,,,,1.0,,,,,90.0,,,,,,,,13.0,,6.5,1.0,1.0,,,,,1.0,13.0,,12.0,13.0,25.0,0,,37.0,1.0,1.0,,
2017-18,7437793,3,110,Stoke_City,Away,110781,93127,Jesé Rodríguez,jese-rodriguez,F,False,,,,4.0,3.0,7.0,1.0,,1.0,,,1.0,,,,,2.0,4.0,,,,,,,,,,,62.0,,,,,,,,5.0,,6.7,,,,,2.0,1.0,,,,6.0,3.0,8.0,1,2.0,19.0,2.0,1.0,1.0,
2017-18,7437793,3,110,Stoke_City,Away,111962,91972,Saido Berahino,saido-berahino,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437793,3,110,Stoke_City,Away,116947,85352,Bruno Martins Indi,bruno-martins-indi,D,False,2.0,,5.0,34.0,18.0,50.0,3.0,4.0,,,,,,,,,3.0,5.0,,,,,,,,,1.0,,90.0,,,,,,,,9.0,,7.1,,,1.0,6.0,,3.0,,7.0,,38.0,19.0,54.0,1,1.0,73.0,,,,
2017-18,7437793,3,110,Stoke_City,Away,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,6.0,36.0,14.0,50.0,1.0,5.0,3.0,,,,,,,,1.0,8.0,,,,,,,,,,,90.0,1.0,,,,,,,5.0,,7.6,,,3.0,9.0,3.0,,,10.0,,39.0,15.0,54.0,4,,74.0,,,3.0,
2017-18,7437793,3,110,Stoke_City,Away,844763,205102,Ramadan Sobhi,ramadan-sobhi,M,True,,,,4.0,2.0,6.0,1.0,1.0,1.0,,,,,,,,1.0,3.0,,,1.0,,,,,,1.0,,21.0,,,,,,,,3.0,,6.7,,,,2.0,,2.0,,,,7.0,2.0,7.0,0,1.0,13.0,,1.0,,
2017-18,7437737,4,110,Stoke_City,Home,765,14295,Darren Fletcher,darren-fletcher,M,False,,,4.0,25.0,17.0,42.0,2.0,1.0,7.0,,,,1.0,,,,8.0,3.0,,,5.0,,,,,1.0,1.0,,90.0,,,,,,,,12.0,,6.5,,,,2.0,1.0,,,7.0,,34.0,17.0,51.0,0,1.0,60.0,1.0,1.0,,
2017-18,7437737,4,110,Stoke_City,Home,917,3773,Peter Crouch,peter-crouch,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437737,4,110,Stoke_City,Home,9360,20208,Charlie Adam,charlie-adam,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437737,4,110,Stoke_City,Home,10011,6744,Lee Grant,lee-grant,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437737,4,110,Stoke_City,Home,17063,39487,Erik Pieters,erik-pieters,D,False,1.0,,1.0,15.0,13.0,27.0,2.0,1.0,5.0,1.0,,,1.0,,,2.0,8.0,6.0,,,3.0,,,,,2.0,2.0,,90.0,,,,,,,,10.0,,6.8,,,,1.0,,1.0,,1.0,,20.0,15.0,34.0,0,3.0,56.0,1.0,2.0,,
2017-18,7437737,4,110,Stoke_City,Home,20602,40555,Joe Allen,joe-allen,M,False,,,,19.0,12.0,31.0,,2.0,,,,,2.0,,,1.0,4.0,6.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,6.0,,6.4,,,,1.0,,,,2.0,,22.0,13.0,35.0,0,1.0,45.0,,3.0,,
2017-18,7437737,4,110,Stoke_City,Home,21626,42564,Eric Maxim Choupo-Moting,eric-maxim-choupo-moting,F,False,,,,13.0,4.0,17.0,1.0,3.0,4.0,,,1.0,2.0,,,,5.0,11.0,,,1.0,,2.0,,,1.0,1.0,,90.0,2.0,,,,,,,13.0,,9.3,,,3.0,2.0,5.0,1.0,,,1.0,19.0,7.0,25.0,6,3.0,49.0,3.0,1.0,4.0,
2017-18,7437737,4,110,Stoke_City,Home,22481,61858,Mame Biram Diouf,mame-biram-diouf,F,False,1.0,,,9.0,5.0,13.0,8.0,3.0,,1.0,,,1.0,,,,9.0,5.0,,,,1.0,,,,,2.0,,90.0,,,,,,,,8.0,,7.0,,,,1.0,1.0,3.0,,,,14.0,6.0,17.0,0,1.0,30.0,2.0,,1.0,
2017-18,7437737,4,110,Stoke_City,Home,48988,50089,Geoff Cameron,geoff-cameron,D,False,,,1.0,2.0,5.0,7.0,1.0,1.0,2.0,,,,,,,,1.0,3.0,,,,,,,,,,,45.0,,,,,,,,5.0,,6.7,,,,3.0,,,,2.0,,3.0,9.0,12.0,0,2.0,17.0,,,,
2017-18,7437737,4,110,Stoke_City,Home,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,2.0,,3.0,21.0,12.0,31.0,,,4.0,1.0,,,2.0,,,2.0,4.0,5.0,,,,1.0,,,,1.0,2.0,,90.0,2.0,,,,,,,17.0,,7.9,,,,,2.0,8.0,,5.0,,32.0,12.0,36.0,2,2.0,59.0,3.0,1.0,2.0,
2017-18,7437737,4,110,Stoke_City,Home,98448,105666,Jack Butland,jack-butland,G,False,,2.0,10.0,10.0,4.0,14.0,,,11.0,,,,,,,,,,,,,,,,,,1.0,,90.0,,,,,,,,19.0,1.0,7.7,4.0,7.0,,1.0,,,2.0,29.0,,28.0,5.0,33.0,0,,47.0,,,,
2017-18,7437737,4,110,Stoke_City,Home,110781,93127,Jesé Rodríguez,jese-rodriguez,F,False,,,,7.0,4.0,11.0,,,2.0,,1.0,,1.0,,,1.0,2.0,2.0,,,,,,,,,1.0,,75.0,1.0,,,,,,,9.0,,6.5,,,1.0,,1.0,,,,,11.0,5.0,16.0,2,1.0,25.0,3.0,,1.0,
2017-18,7437737,4,110,Stoke_City,Home,111962,91972,Saido Berahino,saido-berahino,F,True,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,15.0,,1.0,,,,,,1.0,,6.7,,,,,,,,,,1.0,,1.0,0,1.0,4.0,1.0,,,
2017-18,7437737,4,110,Stoke_City,Home,116947,85352,Bruno Martins Indi,bruno-martins-indi,D,True,,,,2.0,5.0,7.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,45.0,,,,,,,,1.0,,6.4,,,,2.0,,,,,,2.0,6.0,8.0,0,,11.0,,,,
2017-18,7437737,4,110,Stoke_City,Home,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,3.0,10.0,11.0,21.0,,1.0,8.0,,,,,,,1.0,1.0,6.0,,,,,,,,,,1.0,90.0,,3.0,,,,,,7.0,,7.2,,,,7.0,1.0,1.0,,4.0,,14.0,12.0,25.0,0,2.0,49.0,,2.0,1.0,
2017-18,7437737,4,110,Stoke_City,Home,141203,97485,Kevin Wimmer,kevin-wimmer,D,False,,,2.0,13.0,17.0,30.0,1.0,,5.0,,,,,,,,1.0,2.0,,,,,,,,1.0,,,90.0,,,,,,,,9.0,,6.6,,,,4.0,,,,8.0,,21.0,18.0,39.0,0,2.0,51.0,,,,
2017-18,7437737,4,110,Stoke_City,Home,830238,221267,Josh Tymon,josh-tymon,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437737,4,110,Stoke_City,Home,844763,205102,Ramadan Sobhi,ramadan-sobhi,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437771,5,110,Stoke_City,Away,765,14295,Darren Fletcher,darren-fletcher,M,False,,,,19.0,12.0,31.0,2.0,,7.0,,,,,,,,4.0,9.0,,1.0,,,,,,,1.0,,90.0,,,,,,,,10.0,,6.9,,,,,3.0,1.0,,1.0,,25.0,12.0,36.0,0,5.0,52.0,1.0,3.0,1.0,
2017-18,7437771,5,110,Stoke_City,Away,917,3773,Peter Crouch,peter-crouch,F,True,,,,2.0,1.0,3.0,,4.0,,1.0,,,,,,,1.0,4.0,,,1.0,,,,,,1.0,,6.0,,,,,,,,2.0,,7.0,,,,,,,,,,4.0,1.0,5.0,0,,6.0,,,,
2017-18,7437771,5,110,Stoke_City,Away,1204,9047,Glen Johnson,glen-johnson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437771,5,110,Stoke_City,Away,9360,20208,Charlie Adam,charlie-adam,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437771,5,110,Stoke_City,Away,10011,6744,Lee Grant,lee-grant,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437771,5,110,Stoke_City,Away,17063,39487,Erik Pieters,erik-pieters,D,False,,,1.0,21.0,14.0,35.0,3.0,2.0,1.0,,,,,,,,6.0,5.0,,,4.0,,,,,,1.0,,90.0,,,,,,,,9.0,,6.7,,,,2.0,,1.0,,1.0,,26.0,15.0,40.0,0,2.0,64.0,3.0,2.0,,
2017-18,7437771,5,110,Stoke_City,Away,20602,40555,Joe Allen,joe-allen,M,False,,,1.0,15.0,12.0,27.0,1.0,1.0,5.0,,,,2.0,,,1.0,6.0,7.0,,,1.0,1.0,,,,5.0,1.0,,84.0,,1.0,,,,,,9.0,,7.0,,,,1.0,4.0,,,4.0,,20.0,12.0,32.0,0,1.0,50.0,2.0,2.0,3.0,
2017-18,7437771,5,110,Stoke_City,Away,21626,42564,Eric Maxim Choupo-Moting,eric-maxim-choupo-moting,F,False,,,,10.0,5.0,15.0,5.0,3.0,3.0,,1.0,2.0,,,,3.0,10.0,6.0,,,,,,,,,2.0,,90.0,,,,,,,,16.0,,6.4,,,2.0,,4.0,,,,1.0,20.0,5.0,25.0,4,,42.0,1.0,1.0,2.0,
2017-18,7437771,5,110,Stoke_City,Away,22481,61858,Mame Biram Diouf,mame-biram-diouf,F,False,1.0,,,16.0,4.0,19.0,5.0,7.0,3.0,,,,,,,4.0,9.0,8.0,,,,,,,,,1.0,,90.0,1.0,,,,,,,22.0,,6.7,,,2.0,1.0,,1.0,,2.0,,29.0,5.0,33.0,3,1.0,59.0,2.0,,,
