season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089874,1,35,West_Bromwich_Albion,Away,36466,50229,Matt Phillips,matt-phillips,F,False,,,2.0,10.0,2.0,12.0,2.0,,4.0,,,,,,,5.0,11.0,4.0,,,1.0,,,,,1.0,,90.0,,,,,,24.0,,5.9,,,1.0,1.0,5.0,3.0,,4.0,,19.0,3.0,19.0,1,3.0,46.0,3.0,,1.0,1.0
2016-17,7089874,1,35,West_Bromwich_Albion,Away,41631,63370,James McClean,james-mcclean,M,True,1.0,,,5.0,,4.0,,1.0,1.0,,,,,,,4.0,4.0,1.0,,,,1.0,,,,,1.0,19.0,,,,,,7.0,,6.5,,,,2.0,,3.0,,1.0,,7.0,1.0,5.0,0,,17.0,,,,
2016-17,7089874,1,35,West_Bromwich_Albion,Away,50027,60232,Craig Dawson,craig-dawson,D,False,2.0,,1.0,9.0,6.0,13.0,1.0,2.0,3.0,,,,,,,,5.0,6.0,,,2.0,,,,,2.0,1.0,90.0,,1.0,,,,18.0,,7.2,,,,,3.0,3.0,,5.0,,18.0,7.0,22.0,0,1.0,66.0,,3.0,1.0,1.0
2016-17,7089874,1,35,West_Bromwich_Albion,Away,111962,91972,Saido Berahino,saido-berahino,F,False,,,,5.0,2.0,7.0,1.0,,2.0,,,,,,,4.0,7.0,2.0,,,3.0,,,,,,,86.0,1.0,,,,,11.0,,6.5,,,1.0,,,,,1.0,1.0,8.0,2.0,10.0,2,,25.0,4.0,2.0,,
2016-17,7089874,1,35,West_Bromwich_Albion,Away,151037,55829,Claudio Yacob,claudio-yacob,M,False,,,1.0,8.0,8.0,16.0,,3.0,10.0,,,,1.0,,,1.0,3.0,10.0,,,1.0,,,,,5.0,,90.0,,,,,,13.0,,7.5,,,2.0,4.0,,,,6.0,,18.0,10.0,28.0,2,6.0,48.0,,1.0,,2.0
2016-17,7089874,1,35,West_Bromwich_Albion,Away,817559,173809,Jonathan Leko,jonathan-leko,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089874,1,35,West_Bromwich_Albion,Away,839819,195864,Sam Field,sam-field,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089874,1,35,West_Bromwich_Albion,Away,843765,215457,Kane Wilson,kane-wilson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090016,2,35,West_Bromwich_Albion,Home,765,14295,Darren Fletcher,darren-fletcher,M,False,,,2.0,7.0,15.0,22.0,1.0,,8.0,,1.0,,,,,,3.0,6.0,,,2.0,,,,,2.0,,90.0,1.0,,,,,14.0,,6.7,,,,,1.0,,,7.0,,16.0,19.0,35.0,1,3.0,47.0,1.0,2.0,1.0,2.0
2016-17,7090016,2,35,West_Bromwich_Albion,Home,822,18008,James Morrison,james-morrison,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090016,2,35,West_Bromwich_Albion,Home,7776,39253,Jonas Olsson,jonas-olsson,D,False,,,2.0,7.0,13.0,20.0,,2.0,3.0,,,,1.0,,,,2.0,5.0,,,1.0,,,,,4.0,,90.0,,,,,,9.0,,6.6,,,,2.0,2.0,,,5.0,,11.0,17.0,28.0,0,1.0,39.0,1.0,1.0,2.0,1.0
2016-17,7090016,2,35,West_Bromwich_Albion,Home,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090016,2,35,West_Bromwich_Albion,Home,10599,9089,Ben Foster,ben-foster,G,False,,1.0,6.0,5.0,2.0,7.0,,,10.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,15.0,,7.2,5.0,5.0,1.0,,,,1.0,21.0,,18.0,4.0,22.0,1,,32.0,,,,
2016-17,7090016,2,35,West_Bromwich_Albion,Home,13357,19272,Gareth McAuley,gareth-mcauley,D,False,,,6.0,6.0,7.0,13.0,1.0,4.0,6.0,,,,1.0,,,2.0,5.0,8.0,,,1.0,,1.0,,,3.0,,90.0,1.0,,,,,7.0,,7.5,,,1.0,5.0,,,,8.0,,8.0,10.0,18.0,2,3.0,35.0,,1.0,,2.0
2016-17,7090016,2,35,West_Bromwich_Albion,Home,14235,28468,Craig Gardner,craig-gardner,M,False,1.0,,2.0,7.0,3.0,9.0,,1.0,2.0,2.0,,,2.0,,,,3.0,3.0,,,2.0,1.0,,,,,2.0,64.0,,,,,,9.0,,7.4,,,1.0,,1.0,1.0,,3.0,,13.0,5.0,17.0,1,1.0,25.0,1.0,,1.0,1.0
2016-17,7090016,2,35,West_Bromwich_Albion,Home,19659,11037,Rickie Lambert,rickie-lambert,F,True,,,,4.0,1.0,5.0,1.0,2.0,1.0,,,2.0,,,,1.0,3.0,3.0,,,1.0,,,,,1.0,1.0,12.0,,,,,,6.0,,6.8,,,,,1.0,,,,,8.0,2.0,10.0,2,,16.0,,,1.0,
2016-17,7090016,2,35,West_Bromwich_Albion,Home,30144,37642,Jonny Evans,jonny-evans,D,False,,,3.0,10.0,19.0,29.0,,,10.0,,,,5.0,,,1.0,9.0,5.0,,,2.0,,,,,3.0,,90.0,,,,,,16.0,,6.0,,,,1.0,3.0,1.0,,7.0,,18.0,21.0,38.0,0,3.0,58.0,3.0,,2.0,1.0
2016-17,7090016,2,35,West_Bromwich_Albion,Home,35532,57134,Salomón Rondón,salomon-rondon,F,False,,,1.0,6.0,3.0,9.0,4.0,,3.0,1.0,1.0,,1.0,,,4.0,9.0,3.0,,,,,,,,,1.0,90.0,1.0,,,,,16.0,,6.5,,,1.0,,2.0,,,3.0,,13.0,5.0,18.0,2,,33.0,3.0,1.0,2.0,
2016-17,7090016,2,35,West_Bromwich_Albion,Home,36466,50229,Matt Phillips,matt-phillips,F,False,1.0,,,5.0,3.0,7.0,1.0,,1.0,,,,1.0,,,2.0,4.0,3.0,,,,,,,,,,65.0,,,,,,10.0,,6.3,,,,1.0,2.0,3.0,,1.0,,11.0,4.0,12.0,0,1.0,25.0,,,2.0,1.0
2016-17,7090016,2,35,West_Bromwich_Albion,Home,41631,63370,James McClean,james-mcclean,M,True,4.0,,1.0,7.0,2.0,5.0,,1.0,1.0,,,,1.0,,,,1.0,3.0,,,,,,,,,4.0,26.0,,,,,,7.0,,7.4,,,,,1.0,8.0,,1.0,,13.0,3.0,8.0,0,1.0,18.0,,,1.0,1.0
2016-17,7090016,2,35,West_Bromwich_Albion,Home,50027,60232,Craig Dawson,craig-dawson,D,False,,,,9.0,6.0,15.0,2.0,1.0,8.0,,,,1.0,,,,4.0,5.0,,,,,,,,,,90.0,1.0,,,,,20.0,,6.5,,,,5.0,1.0,2.0,,6.0,,21.0,10.0,29.0,1,3.0,50.0,1.0,1.0,,2.0
2016-17,7090016,2,35,West_Bromwich_Albion,Home,111962,91972,Saido Berahino,saido-berahino,F,False,,,,7.0,6.0,13.0,2.0,1.0,4.0,,,,2.0,,,1.0,9.0,4.0,,,4.0,,,,,,,78.0,,,,,,8.0,,6.3,,,,,1.0,,,1.0,,10.0,7.0,17.0,0,1.0,25.0,3.0,1.0,1.0,1.0
2016-17,7090016,2,35,West_Bromwich_Albion,Home,151037,55829,Claudio Yacob,claudio-yacob,M,False,1.0,,,9.0,11.0,19.0,1.0,2.0,5.0,,,,1.0,,,1.0,6.0,9.0,,,3.0,,,,,3.0,,90.0,,1.0,,,,12.0,,7.2,,,1.0,3.0,,1.0,,3.0,,15.0,15.0,29.0,1,6.0,51.0,,1.0,,3.0
2016-17,7090016,2,35,West_Bromwich_Albion,Home,817559,173809,Jonathan Leko,jonathan-leko,F,True,1.0,,,2.0,,1.0,,,,,,,,,,,2.0,2.0,,,,,,,,1.0,,25.0,,,,,,7.0,,6.5,,,,,3.0,2.0,,,,3.0,1.0,2.0,0,,12.0,2.0,1.0,1.0,
2016-17,7090016,2,35,West_Bromwich_Albion,Home,839819,195864,Sam Field,sam-field,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090016,2,35,West_Bromwich_Albion,Home,843765,215457,Kane Wilson,kane-wilson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090020,3,35,West_Bromwich_Albion,Home,765,14295,Darren Fletcher,darren-fletcher,M,False,,,3.0,23.0,9.0,32.0,2.0,1.0,2.0,,,,,,,1.0,3.0,3.0,,,,,,,,2.0,2.0,90.0,,,,,,15.0,,7.1,,,1.0,1.0,1.0,1.0,,6.0,,34.0,10.0,43.0,1,1.0,54.0,2.0,,1.0,
2016-17,7090020,3,35,West_Bromwich_Albion,Home,7776,39253,Jonas Olsson,jonas-olsson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090020,3,35,West_Bromwich_Albion,Home,10599,9089,Ben Foster,ben-foster,G,False,,,8.0,8.0,6.0,14.0,,,10.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,12.0,,7.3,2.0,2.0,,,,,,20.0,,19.0,7.0,26.0,0,,30.0,,,,
2016-17,7090020,3,35,West_Bromwich_Albion,Home,13357,19272,Gareth McAuley,gareth-mcauley,D,False,,,,1.0,17.0,18.0,1.0,1.0,3.0,,,,1.0,,,,3.0,5.0,,,1.0,,,,,1.0,,90.0,,,,,,10.0,,6.9,,,,3.0,2.0,,,8.0,,10.0,18.0,28.0,0,2.0,37.0,,,2.0,2.0
2016-17,7090020,3,35,West_Bromwich_Albion,Home,14235,28468,Craig Gardner,craig-gardner,M,True,,,1.0,4.0,2.0,6.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,14.0,,,,,,5.0,,6.4,,,,,1.0,1.0,,2.0,,7.0,2.0,8.0,0,,12.0,1.0,,,
2016-17,7090020,3,35,West_Bromwich_Albion,Home,19659,11037,Rickie Lambert,rickie-lambert,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090020,3,35,West_Bromwich_Albion,Home,30144,37642,Jonny Evans,jonny-evans,D,False,,,5.0,18.0,25.0,43.0,1.0,3.0,10.0,,,,1.0,,,,3.0,9.0,,,2.0,,,,,1.0,1.0,90.0,,,,,,10.0,,7.4,,,1.0,3.0,2.0,,,12.0,,25.0,28.0,53.0,1,2.0,64.0,,2.0,2.0,2.0
2016-17,7090020,3,35,West_Bromwich_Albion,Home,35532,57134,Salomón Rondón,salomon-rondon,F,False,,,,9.0,3.0,12.0,11.0,3.0,3.0,,,1.0,,,,3.0,18.0,4.0,,,1.0,,,,,,,90.0,,,,,,18.0,,6.3,,,3.0,2.0,3.0,,,,1.0,13.0,5.0,18.0,4,,37.0,6.0,1.0,,
2016-17,7090020,3,35,West_Bromwich_Albion,Home,36466,50229,Matt Phillips,matt-phillips,F,False,3.0,,,9.0,1.0,7.0,1.0,2.0,6.0,,,2.0,,,,3.0,6.0,7.0,,,,,,,,1.0,3.0,90.0,,,,,,21.0,,7.1,,,,,5.0,9.0,,,,18.0,5.0,14.0,2,1.0,43.0,2.0,1.0,3.0,
2016-17,7090020,3,35,West_Bromwich_Albion,Home,41631,63370,James McClean,james-mcclean,M,False,1.0,,,9.0,4.0,12.0,3.0,1.0,3.0,,,1.0,,,,3.0,6.0,7.0,,,,,,,,,1.0,64.0,1.0,,,,,16.0,,7.1,,,,,2.0,5.0,,,,17.0,7.0,19.0,2,3.0,40.0,2.0,1.0,2.0,3.0
2016-17,7090020,3,35,West_Bromwich_Albion,Home,50027,60232,Craig Dawson,craig-dawson,D,False,1.0,,5.0,11.0,12.0,22.0,3.0,5.0,5.0,,,,,,,,3.0,5.0,,,1.0,,,,,2.0,,90.0,,,,,,15.0,,7.1,,,1.0,,,3.0,,8.0,,22.0,15.0,34.0,1,,50.0,,,,
2016-17,7090020,3,35,West_Bromwich_Albion,Home,111962,91972,Saido Berahino,saido-berahino,F,True,,,,4.0,3.0,7.0,,,3.0,,,,,,,3.0,4.0,,,,1.0,,,,,,,18.0,,,,,,3.0,,6.3,,,,,,,,,,4.0,3.0,7.0,0,,10.0,,,,
2016-17,7090020,3,35,West_Bromwich_Albion,Home,151037,55829,Claudio Yacob,claudio-yacob,M,False,,,3.0,19.0,11.0,30.0,3.0,2.0,8.0,,,,1.0,,,,6.0,8.0,,,2.0,,,,,2.0,,90.0,,,,,,7.0,,7.1,,,,1.0,1.0,,,4.0,,23.0,12.0,35.0,0,4.0,47.0,1.0,2.0,,3.0
2016-17,7090020,3,35,West_Bromwich_Albion,Home,198030,108824,Brendan Galloway,brendan-galloway,D,False,1.0,,2.0,14.0,9.0,22.0,4.0,3.0,4.0,,,1.0,,,,1.0,7.0,7.0,,,2.0,,,,,2.0,1.0,90.0,1.0,1.0,,,,14.0,,7.5,,,,1.0,1.0,2.0,,3.0,,20.0,10.0,28.0,2,2.0,56.0,1.0,1.0,1.0,2.0
2016-17,7090020,3,35,West_Bromwich_Albion,Home,770477,112507,Jack Rose,jack-rose,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090020,3,35,West_Bromwich_Albion,Home,817559,173809,Jonathan Leko,jonathan-leko,F,True,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,8.0,,,,,,,,6.5,,,,,,,,,,,,,0,,,,,,
2016-17,7090020,3,35,West_Bromwich_Albion,Home,839819,195864,Sam Field,sam-field,M,False,1.0,,1.0,22.0,13.0,34.0,1.0,,8.0,,,,1.0,,,1.0,5.0,4.0,,,2.0,,,,,,1.0,76.0,,,,,,5.0,,6.8,,,,,1.0,1.0,,2.0,,25.0,13.0,37.0,0,1.0,47.0,1.0,2.0,1.0,1.0
2016-17,7090020,3,35,West_Bromwich_Albion,Home,843765,215457,Kane Wilson,kane-wilson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090036,4,35,West_Bromwich_Albion,Away,765,14295,Darren Fletcher,darren-fletcher,M,False,,,1.0,7.0,2.0,9.0,,,1.0,,,1.0,3.0,,,2.0,5.0,2.0,,,,,,,,,,72.0,,,,,,7.0,,6.4,,,1.0,1.0,,1.0,,1.0,,10.0,3.0,12.0,2,1.0,23.0,1.0,1.0,,
2016-17,7090036,4,35,West_Bromwich_Albion,Away,7776,39253,Jonas Olsson,jonas-olsson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090036,4,35,West_Bromwich_Albion,Away,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090036,4,35,West_Bromwich_Albion,Away,10599,9089,Ben Foster,ben-foster,G,False,,1.0,11.0,10.0,2.0,12.0,,,12.0,,,,,,,,,,,,,,,1.0,,,,90.0,,,,,,20.0,,6.9,2.0,4.0,,1.0,,,1.0,31.0,,29.0,3.0,32.0,0,,41.0,,,,
2016-17,7090036,4,35,West_Bromwich_Albion,Away,13357,19272,Gareth McAuley,gareth-mcauley,D,False,,,1.0,3.0,11.0,14.0,1.0,2.0,5.0,,1.0,,,,,,2.0,5.0,,,1.0,,,,,2.0,,90.0,1.0,1.0,,,,6.0,,7.0,,,,6.0,1.0,,,6.0,,7.0,13.0,20.0,1,2.0,34.0,,,1.0,2.0
2016-17,7090036,4,35,West_Bromwich_Albion,Away,14235,28468,Craig Gardner,craig-gardner,M,True,,,,,1.0,1.0,2.0,,3.0,,,,,,,,4.0,1.0,,,1.0,,,,,,,18.0,,,,,,8.0,,6.3,,,,,1.0,,,3.0,,4.0,3.0,7.0,0,1.0,12.0,,,,1.0
2016-17,7090036,4,35,West_Bromwich_Albion,Away,30144,37642,Jonny Evans,jonny-evans,D,False,,,4.0,13.0,17.0,30.0,1.0,1.0,5.0,,,,1.0,,,,5.0,3.0,,,3.0,,,,,4.0,,90.0,,1.0,,,,7.0,,7.1,,,,5.0,1.0,,,9.0,,18.0,19.0,37.0,0,1.0,50.0,,,1.0,
2016-17,7090036,4,35,West_Bromwich_Albion,Away,32492,54908,Nacer Chadli,nacer-chadli,M,False,,,2.0,14.0,9.0,23.0,1.0,2.0,5.0,,,2.0,3.0,,,1.0,6.0,5.0,,,1.0,,,,,1.0,,90.0,,,,,,10.0,,6.7,,,1.0,1.0,,1.0,,2.0,,19.0,9.0,27.0,3,2.0,43.0,2.0,1.0,,2.0
2016-17,7090036,4,35,West_Bromwich_Albion,Away,35532,57134,Salomón Rondón,salomon-rondon,F,True,,,,3.0,,3.0,3.0,2.0,,,,,,,,3.0,6.0,2.0,,,,,,,,,,27.0,,,,,,5.0,,6.3,,,,,,,,,,4.0,,4.0,0,,9.0,1.0,,,
2016-17,7090036,4,35,West_Bromwich_Albion,Away,36466,50229,Matt Phillips,matt-phillips,F,False,4.0,,1.0,13.0,2.0,11.0,2.0,2.0,6.0,1.0,,,,,,2.0,5.0,5.0,,,,,,,1.0,1.0,3.0,90.0,,,,,,22.0,,7.3,,,,2.0,3.0,8.0,,2.0,,26.0,4.0,22.0,0,1.0,47.0,2.0,,2.0,1.0
2016-17,7090036,4,35,West_Bromwich_Albion,Away,41631,63370,James McClean,james-mcclean,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090036,4,35,West_Bromwich_Albion,Away,50027,60232,Craig Dawson,craig-dawson,D,False,1.0,,3.0,14.0,5.0,18.0,1.0,5.0,1.0,,,,1.0,,,1.0,3.0,7.0,,,,,,,,2.0,2.0,90.0,,,,,,22.0,,7.0,,,,3.0,,3.0,,4.0,,28.0,7.0,32.0,0,2.0,59.0,1.0,,,1.0
2016-17,7090036,4,35,West_Bromwich_Albion,Away,111962,91972,Saido Berahino,saido-berahino,F,False,,,,1.0,2.0,3.0,4.0,1.0,2.0,,1.0,1.0,,,,1.0,6.0,4.0,,,1.0,,,,,,,63.0,1.0,,,,,4.0,,6.5,,,2.0,,,,,,1.0,1.0,3.0,4.0,4,1.0,15.0,2.0,2.0,,1.0
2016-17,7090036,4,35,West_Bromwich_Albion,Away,128637,67527,Allan Nyom,allan-nyom,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090036,4,35,West_Bromwich_Albion,Away,151037,55829,Claudio Yacob,claudio-yacob,M,False,,,4.0,5.0,12.0,17.0,1.0,,5.0,,,,3.0,,,1.0,6.0,2.0,,,1.0,,,,,3.0,,82.0,,,,,,5.0,,6.5,,,1.0,2.0,,,,7.0,,7.0,13.0,20.0,1,1.0,32.0,1.0,1.0,,1.0
2016-17,7090036,4,35,West_Bromwich_Albion,Away,198030,108824,Brendan Galloway,brendan-galloway,D,False,,,2.0,9.0,8.0,17.0,,,7.0,,,,1.0,,,,3.0,5.0,,,2.0,,,,,3.0,,90.0,,,,,,11.0,,7.0,,,,4.0,1.0,,,3.0,,12.0,10.0,22.0,0,3.0,50.0,4.0,1.0,1.0,2.0
2016-17,7090036,4,35,West_Bromwich_Albion,Away,817559,173809,Jonathan Leko,jonathan-leko,F,True,,,,,,,,,2.0,,,,,,,,1.0,2.0,,,,,,,,,,8.0,,,,,,2.0,,6.5,,,,,1.0,,,,,,,,0,,4.0,1.0,2.0,,
2016-17,7090036,4,35,West_Bromwich_Albion,Away,839819,195864,Sam Field,sam-field,M,False,1.0,,2.0,15.0,14.0,28.0,1.0,1.0,12.0,,,,3.0,,,1.0,6.0,2.0,,,1.0,,,,,,2.0,90.0,,,,,,11.0,,6.6,,,1.0,,,4.0,,5.0,,22.0,15.0,33.0,1,1.0,44.0,2.0,,,1.0
2016-17,7090045,5,35,West_Bromwich_Albion,Home,765,14295,Darren Fletcher,darren-fletcher,M,False,,,3.0,14.0,16.0,30.0,,,8.0,,,,1.0,,,,2.0,1.0,,,1.0,,,,,1.0,1.0,90.0,,1.0,,,,3.0,,6.7,,,,,,,,4.0,,15.0,17.0,32.0,0,1.0,36.0,1.0,,,
2016-17,7090045,5,35,West_Bromwich_Albion,Home,822,18008,James Morrison,james-morrison,M,True,,,1.0,6.0,1.0,7.0,,,1.0,,,,,,,1.0,3.0,1.0,,,1.0,,,,,,2.0,15.0,,,,,,3.0,,6.5,,,,,1.0,,,1.0,,6.0,1.0,7.0,0,,11.0,1.0,1.0,,
2016-17,7090045,5,35,West_Bromwich_Albion,Home,7776,39253,Jonas Olsson,jonas-olsson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090045,5,35,West_Bromwich_Albion,Home,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090045,5,35,West_Bromwich_Albion,Home,10599,9089,Ben Foster,ben-foster,G,False,,1.0,10.0,8.0,2.0,10.0,,1.0,15.0,,,,,,,,,1.0,,,,,,5.0,,,,90.0,,,,,1.0,27.0,,6.5,3.0,3.0,,,,,1.0,36.0,,31.0,5.0,36.0,0,,48.0,,1.0,,
2016-17,7090045,5,35,West_Bromwich_Albion,Home,13357,19272,Gareth McAuley,gareth-mcauley,D,False,,,4.0,3.0,9.0,12.0,2.0,1.0,3.0,,,,1.0,,,,5.0,5.0,,,2.0,,,,,1.0,,90.0,,,,,,9.0,,6.7,,,,1.0,1.0,,,7.0,,12.0,9.0,21.0,0,3.0,32.0,,,1.0,3.0
2016-17,7090045,5,35,West_Bromwich_Albion,Home,14235,28468,Craig Gardner,craig-gardner,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090045,5,35,West_Bromwich_Albion,Home,30144,37642,Jonny Evans,jonny-evans,D,False,,,2.0,4.0,9.0,13.0,,,3.0,,,,,,,,2.0,1.0,,,2.0,,,,,3.0,,90.0,,1.0,,,,2.0,,7.0,,,,7.0,1.0,,,4.0,,5.0,10.0,15.0,0,,30.0,,,1.0,
