season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7090085,10,35,West_Bromwich_Albion,Home,822,18008,James Morrison,james-morrison,M,True,,,2.0,11.0,9.0,20.0,,,5.0,,,,1.0,,,,3.0,1.0,,,2.0,,,,,,,39.0,,,,,,2.0,,6.4,,,,,,,,2.0,,11.0,10.0,21.0,0,1.0,25.0,1.0,,,
2016-17,7090085,10,35,West_Bromwich_Albion,Home,7776,39253,Jonas Olsson,jonas-olsson,D,False,,,,3.0,5.0,8.0,1.0,,2.0,,,,,,,,2.0,,,,1.0,,,,,1.0,,51.0,,2.0,,,,8.0,,6.5,,,,3.0,,,,5.0,,8.0,8.0,16.0,0,,24.0,,,,
2016-17,7090085,10,35,West_Bromwich_Albion,Home,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090085,10,35,West_Bromwich_Albion,Home,10540,19151,Chris Brunt,chris-brunt,M,False,1.0,,4.0,15.0,10.0,24.0,,,3.0,,,,1.0,,,1.0,5.0,4.0,,,,,,,,,2.0,90.0,1.0,1.0,,,,8.0,,7.0,,,,,5.0,2.0,,6.0,1.0,18.0,11.0,27.0,1,2.0,39.0,,,2.0,1.0
2016-17,7090085,10,35,West_Bromwich_Albion,Home,10599,9089,Ben Foster,ben-foster,G,False,,1.0,10.0,6.0,8.0,14.0,,,8.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,18.0,,6.2,2.0,3.0,,1.0,,,1.0,26.0,,22.0,8.0,30.0,0,,38.0,1.0,,,
2016-17,7090085,10,35,West_Bromwich_Albion,Home,13357,19272,Gareth McAuley,gareth-mcauley,D,False,,,2.0,2.0,15.0,17.0,,2.0,4.0,,,,1.0,1.0,,,3.0,4.0,,,2.0,,,,1.0,2.0,,90.0,,1.0,,,,5.0,,7.0,,,3.0,6.0,1.0,,,5.0,,4.0,16.0,20.0,3,1.0,38.0,,,1.0,
2016-17,7090085,10,35,West_Bromwich_Albion,Home,14235,28468,Craig Gardner,craig-gardner,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090085,10,35,West_Bromwich_Albion,Home,30144,37642,Jonny Evans,jonny-evans,D,False,,,4.0,7.0,23.0,30.0,,,5.0,,,,2.0,,,,2.0,4.0,,,,,,,,1.0,,90.0,,2.0,,,,6.0,,6.9,,,,1.0,2.0,,,5.0,,9.0,26.0,35.0,0,2.0,44.0,1.0,,2.0,2.0
2016-17,7090085,10,35,West_Bromwich_Albion,Home,32492,54908,Nacer Chadli,nacer-chadli,M,False,,,2.0,14.0,7.0,21.0,,,5.0,,,,1.0,,,,2.0,1.0,,,1.0,,,,,1.0,,87.0,,,,,,7.0,,6.4,,,2.0,,,3.0,,2.0,,17.0,9.0,23.0,2,,32.0,1.0,1.0,,
2016-17,7090085,10,35,West_Bromwich_Albion,Home,33427,49440,Hal Robson-Kanu,hal-robson-kanu,F,True,,,,1.0,,1.0,,,,,,,,,,,2.0,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,1.0,,1.0,0,,1.0,,,,
2016-17,7090085,10,35,West_Bromwich_Albion,Home,35532,57134,Salomón Rondón,salomon-rondon,F,False,,,,7.0,7.0,14.0,4.0,1.0,3.0,,,,2.0,,,1.0,11.0,5.0,,,4.0,,,,,,2.0,90.0,,,,,,9.0,,6.5,,,2.0,2.0,,,,,2.0,7.0,10.0,17.0,2,2.0,32.0,5.0,2.0,,1.0
2016-17,7090085,10,35,West_Bromwich_Albion,Home,36466,50229,Matt Phillips,matt-phillips,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090085,10,35,West_Bromwich_Albion,Home,41631,63370,James McClean,james-mcclean,M,False,2.0,,4.0,10.0,5.0,13.0,2.0,3.0,3.0,,,1.0,1.0,,,1.0,8.0,9.0,,,4.0,,,,,,1.0,90.0,,,,,,11.0,,6.3,,,,,2.0,5.0,,4.0,,17.0,6.0,18.0,1,1.0,35.0,1.0,4.0,1.0,1.0
2016-17,7090085,10,35,West_Bromwich_Albion,Home,50027,60232,Craig Dawson,craig-dawson,D,False,,,2.0,9.0,10.0,19.0,1.0,2.0,3.0,,,,,,,,2.0,4.0,,,1.0,,,,,1.0,,90.0,,1.0,,,,10.0,,6.2,,,,,,2.0,,3.0,,15.0,13.0,26.0,0,2.0,41.0,1.0,,,2.0
2016-17,7090085,10,35,West_Bromwich_Albion,Home,128637,67527,Allan Nyom,allan-nyom,D,False,,,1.0,9.0,17.0,26.0,2.0,,3.0,,,,2.0,,,,4.0,1.0,,,,,,,,1.0,,90.0,,1.0,,,,5.0,,5.9,,,,4.0,,2.0,,3.0,,14.0,17.0,29.0,0,1.0,45.0,,,,1.0
2016-17,7090085,10,35,West_Bromwich_Albion,Home,198030,108824,Brendan Galloway,brendan-galloway,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090085,10,35,West_Bromwich_Albion,Home,817559,173809,Jonathan Leko,jonathan-leko,F,True,,,,3.0,2.0,5.0,,,2.0,,,,1.0,,,,2.0,5.0,,,,,,,,,1.0,39.0,,,,,,6.0,,6.6,,,,,4.0,1.0,,,,4.0,2.0,5.0,0,,18.0,,2.0,3.0,
2016-17,7090126,11,35,West_Bromwich_Albion,Away,765,14295,Darren Fletcher,darren-fletcher,M,False,,,1.0,18.0,16.0,34.0,,2.0,5.0,,,1.0,,,,,,6.0,,,,,,,,1.0,,90.0,,,,,,8.0,,7.1,,,,2.0,2.0,,,2.0,,24.0,17.0,41.0,1,1.0,52.0,1.0,1.0,2.0,
2016-17,7090126,11,35,West_Bromwich_Albion,Away,822,18008,James Morrison,james-morrison,M,False,1.0,,2.0,28.0,10.0,37.0,4.0,,3.0,,,,3.0,,,2.0,10.0,5.0,,,,,1.0,,,2.0,1.0,89.0,1.0,,,,,14.0,,7.3,,,,,2.0,1.0,,4.0,,35.0,12.0,46.0,1,4.0,64.0,2.0,,1.0,4.0
2016-17,7090126,11,35,West_Bromwich_Albion,Away,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090126,11,35,West_Bromwich_Albion,Away,10540,19151,Chris Brunt,chris-brunt,M,False,1.0,,1.0,20.0,8.0,27.0,1.0,,5.0,,,,1.0,,,1.0,5.0,,,,2.0,,,,,1.0,1.0,90.0,,,,,,16.0,,6.6,,,2.0,3.0,,4.0,,5.0,,33.0,8.0,37.0,2,,56.0,2.0,,,
2016-17,7090126,11,35,West_Bromwich_Albion,Away,10599,9089,Ben Foster,ben-foster,G,False,,,15.0,15.0,,15.0,,,9.0,,,,,,,,,,,,,,,1.0,,,,90.0,,,,,,21.0,,6.6,1.0,2.0,,,,,,36.0,,36.0,,36.0,0,,40.0,,,,
2016-17,7090126,11,35,West_Bromwich_Albion,Away,13357,19272,Gareth McAuley,gareth-mcauley,D,False,,,3.0,3.0,7.0,10.0,,7.0,5.0,,,,1.0,,,,1.0,9.0,,,,,,,,2.0,,90.0,,,,,,10.0,,7.2,,,,11.0,1.0,,,8.0,,11.0,9.0,20.0,0,1.0,39.0,,1.0,1.0,
2016-17,7090126,11,35,West_Bromwich_Albion,Away,14235,28468,Craig Gardner,craig-gardner,M,True,,,,,1.0,1.0,,,2.0,,,,,,,,1.0,,,,1.0,,,,,,,7.0,,,,,,1.0,,6.4,,,,1.0,,,,1.0,,1.0,1.0,2.0,0,,3.0,,,,
2016-17,7090126,11,35,West_Bromwich_Albion,Away,30144,37642,Jonny Evans,jonny-evans,D,False,,,5.0,7.0,22.0,29.0,2.0,3.0,9.0,,,,,,,,3.0,6.0,,,1.0,,,,,4.0,,90.0,,,,,,4.0,,7.3,,,,5.0,,,,8.0,,10.0,23.0,33.0,0,2.0,46.0,,1.0,,2.0
2016-17,7090126,11,35,West_Bromwich_Albion,Away,33427,49440,Hal Robson-Kanu,hal-robson-kanu,F,True,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,0,,2.0,1.0,1.0,,
2016-17,7090126,11,35,West_Bromwich_Albion,Away,35532,57134,Salomón Rondón,salomon-rondon,F,False,,,1.0,10.0,10.0,20.0,6.0,7.0,5.0,,,1.0,1.0,,,5.0,13.0,10.0,,,1.0,,,,,,1.0,90.0,1.0,,,,,19.0,,7.0,,,1.0,1.0,2.0,,,1.0,,18.0,11.0,29.0,3,,52.0,5.0,1.0,2.0,
2016-17,7090126,11,35,West_Bromwich_Albion,Away,36466,50229,Matt Phillips,matt-phillips,F,False,2.0,,1.0,6.0,6.0,10.0,3.0,3.0,4.0,,,1.0,2.0,,,3.0,8.0,9.0,,,,1.0,1.0,,,,3.0,83.0,2.0,,,,,21.0,,7.9,,,,1.0,4.0,10.0,,2.0,,21.0,7.0,18.0,3,2.0,46.0,1.0,,4.0,
2016-17,7090126,11,35,West_Bromwich_Albion,Away,50027,60232,Craig Dawson,craig-dawson,D,False,,,2.0,8.0,3.0,11.0,5.0,7.0,,,,,3.0,,,1.0,10.0,10.0,,,1.0,,,,,,2.0,90.0,1.0,,,,,20.0,,6.5,,,,5.0,,4.0,,5.0,,21.0,6.0,23.0,1,2.0,46.0,2.0,1.0,,1.0
2016-17,7090126,11,35,West_Bromwich_Albion,Away,128637,67527,Allan Nyom,allan-nyom,D,False,,,1.0,9.0,10.0,19.0,,1.0,9.0,,,,2.0,,,,2.0,4.0,,,,,,,,5.0,,90.0,,,,,,18.0,,6.8,,,,2.0,,2.0,,5.0,,21.0,13.0,32.0,0,3.0,57.0,,,,3.0
2016-17,7090126,11,35,West_Bromwich_Albion,Away,151037,55829,Claudio Yacob,claudio-yacob,M,False,,,2.0,12.0,21.0,33.0,2.0,6.0,1.0,,,,1.0,,,1.0,5.0,8.0,,,2.0,,,,,3.0,,90.0,,,,,,10.0,,6.8,,,,4.0,,,,3.0,,19.0,22.0,41.0,0,2.0,56.0,1.0,,,
2016-17,7090126,11,35,West_Bromwich_Albion,Away,198030,108824,Brendan Galloway,brendan-galloway,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090126,11,35,West_Bromwich_Albion,Away,817559,173809,Jonathan Leko,jonathan-leko,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090126,11,35,West_Bromwich_Albion,Away,839819,195864,Sam Field,sam-field,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090126,11,35,West_Bromwich_Albion,Away,843765,215457,Kane Wilson,kane-wilson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090101,12,35,West_Bromwich_Albion,Home,765,14295,Darren Fletcher,darren-fletcher,M,False,,,3.0,20.0,12.0,32.0,1.0,,3.0,,,,,,,,1.0,5.0,,,,,1.0,,,,,90.0,1.0,,,,,9.0,,7.7,,,,1.0,2.0,2.0,,4.0,,26.0,15.0,39.0,1,2.0,48.0,,1.0,2.0,1.0
2016-17,7090101,12,35,West_Bromwich_Albion,Home,822,18008,James Morrison,james-morrison,M,False,,,3.0,28.0,16.0,44.0,1.0,,13.0,,,,,,,2.0,6.0,5.0,,,3.0,,1.0,,,,3.0,83.0,1.0,,,,,14.0,,7.7,,,1.0,,1.0,5.0,,4.0,,36.0,18.0,49.0,2,2.0,67.0,2.0,2.0,1.0,1.0
2016-17,7090101,12,35,West_Bromwich_Albion,Home,7776,39253,Jonas Olsson,jonas-olsson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090101,12,35,West_Bromwich_Albion,Home,10540,19151,Chris Brunt,chris-brunt,M,False,1.0,,5.0,32.0,14.0,45.0,1.0,,7.0,,,,,,,,2.0,5.0,,,,,,,,1.0,1.0,90.0,1.0,,,,,15.0,,7.8,,,1.0,2.0,4.0,6.0,,7.0,,43.0,15.0,52.0,2,2.0,78.0,,,3.0,2.0
2016-17,7090101,12,35,West_Bromwich_Albion,Home,10599,9089,Ben Foster,ben-foster,G,False,,1.0,14.0,13.0,9.0,22.0,,,9.0,,,,,,,,,,,,,,,1.0,,,,90.0,,,,,,16.0,,7.0,,2.0,,1.0,,,1.0,30.0,,27.0,11.0,38.0,0,,42.0,,,,
2016-17,7090101,12,35,West_Bromwich_Albion,Home,13357,19272,Gareth McAuley,gareth-mcauley,D,False,,,5.0,9.0,16.0,25.0,3.0,4.0,7.0,,,,,,,,3.0,4.0,,,,,,,,1.0,,90.0,,,,,,8.0,,7.1,,,,4.0,,,,7.0,,13.0,19.0,32.0,0,,40.0,,,,
2016-17,7090101,12,35,West_Bromwich_Albion,Home,14235,28468,Craig Gardner,craig-gardner,M,True,1.0,,,2.0,1.0,2.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,2.0,7.0,,,,,,1.0,,6.6,,,,,,2.0,,,,3.0,1.0,2.0,1,,5.0,,,,
2016-17,7090101,12,35,West_Bromwich_Albion,Home,30144,37642,Jonny Evans,jonny-evans,D,False,,,,7.0,11.0,18.0,3.0,5.0,3.0,,,,1.0,,,,7.0,5.0,,,3.0,,,,,2.0,,90.0,,,,,,11.0,,6.8,,,1.0,7.0,,,,5.0,,15.0,14.0,29.0,1,,42.0,,,,
2016-17,7090101,12,35,West_Bromwich_Albion,Home,33427,49440,Hal Robson-Kanu,hal-robson-kanu,F,True,,,,2.0,,2.0,1.0,2.0,,,,,,,,,2.0,3.0,,,1.0,,,,,,,11.0,,,,,,2.0,,6.6,,,,,,,,,,4.0,,4.0,0,,5.0,,1.0,,
2016-17,7090101,12,35,West_Bromwich_Albion,Home,35532,57134,Salomón Rondón,salomon-rondon,F,False,,,1.0,13.0,3.0,16.0,7.0,3.0,4.0,,,,,,,4.0,13.0,8.0,,,2.0,1.0,1.0,,,,1.0,79.0,2.0,,,,,14.0,,7.9,,,2.0,2.0,,,,1.0,1.0,17.0,4.0,21.0,4,,42.0,5.0,5.0,,
2016-17,7090101,12,35,West_Bromwich_Albion,Home,36466,50229,Matt Phillips,matt-phillips,F,False,,,1.0,11.0,5.0,16.0,1.0,1.0,4.0,1.0,,,,,,1.0,3.0,2.0,,,,1.0,1.0,,,,1.0,75.0,1.0,,,,,8.0,,7.8,,,2.0,2.0,2.0,2.0,,2.0,,15.0,6.0,19.0,3,,33.0,,,1.0,
2016-17,7090101,12,35,West_Bromwich_Albion,Home,41631,63370,James McClean,james-mcclean,M,True,,,,3.0,,3.0,,,2.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,15.0,,,,,,5.0,,6.2,,,,,,4.0,,,,7.0,,3.0,1,,11.0,,,,
2016-17,7090101,12,35,West_Bromwich_Albion,Home,50027,60232,Craig Dawson,craig-dawson,D,False,1.0,,4.0,10.0,16.0,25.0,5.0,6.0,3.0,,,,,,,,6.0,8.0,,,1.0,,,,,,2.0,90.0,,,,,,20.0,,7.3,,,1.0,4.0,1.0,4.0,,10.0,1.0,24.0,18.0,38.0,1,,59.0,1.0,1.0,1.0,
2016-17,7090101,12,35,West_Bromwich_Albion,Home,128637,67527,Allan Nyom,allan-nyom,D,False,,,1.0,18.0,11.0,29.0,1.0,,2.0,,,,,,,,3.0,2.0,,,2.0,1.0,,,,1.0,2.0,90.0,,,,,,13.0,,7.3,,,,3.0,,1.0,,4.0,,23.0,16.0,38.0,0,2.0,54.0,,,,2.0
2016-17,7090101,12,35,West_Bromwich_Albion,Home,151037,55829,Claudio Yacob,claudio-yacob,M,False,,,1.0,14.0,20.0,34.0,4.0,5.0,1.0,,,,,,,,4.0,9.0,,,,,,,,2.0,,90.0,,1.0,,,,3.0,,7.4,,,,2.0,,,,1.0,,16.0,21.0,37.0,0,2.0,48.0,,2.0,,1.0
2016-17,7090101,12,35,West_Bromwich_Albion,Home,198030,108824,Brendan Galloway,brendan-galloway,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090101,12,35,West_Bromwich_Albion,Home,796143,112520,Alex Palmer,alex-palmer,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090101,12,35,West_Bromwich_Albion,Home,817559,173809,Jonathan Leko,jonathan-leko,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090115,13,35,West_Bromwich_Albion,Away,765,14295,Darren Fletcher,darren-fletcher,M,False,,,2.0,23.0,5.0,28.0,,,3.0,,,,,,,,,2.0,,,,,,,,,,64.0,,,,,,7.0,,6.8,,,,2.0,1.0,,,3.0,,27.0,6.0,33.0,0,,40.0,2.0,1.0,1.0,
2016-17,7090115,13,35,West_Bromwich_Albion,Away,822,18008,James Morrison,james-morrison,M,False,,,,23.0,7.0,30.0,3.0,,5.0,,,1.0,,,,4.0,7.0,1.0,,,,,,,,,1.0,79.0,,,,,,10.0,,6.2,,,1.0,,1.0,2.0,,1.0,,28.0,8.0,34.0,2,,47.0,,,1.0,
2016-17,7090115,13,35,West_Bromwich_Albion,Away,7776,39253,Jonas Olsson,jonas-olsson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090115,13,35,West_Bromwich_Albion,Away,10540,19151,Chris Brunt,chris-brunt,M,False,2.0,,6.0,26.0,13.0,37.0,,,4.0,,,,1.0,,,,1.0,2.0,,,,,,,,,,90.0,,,,,,17.0,,6.9,,,,,1.0,8.0,,9.0,,41.0,14.0,47.0,0,1.0,65.0,1.0,,1.0,1.0
2016-17,7090115,13,35,West_Bromwich_Albion,Away,10599,9089,Ben Foster,ben-foster,G,False,,2.0,8.0,7.0,4.0,11.0,,,10.0,,,,,,,,,,,1.0,,,,,,,,90.0,,,,,,13.0,,6.7,1.0,3.0,,,,,2.0,20.0,,19.0,5.0,24.0,0,,31.0,,,,
2016-17,7090115,13,35,West_Bromwich_Albion,Away,13357,19272,Gareth McAuley,gareth-mcauley,D,False,,,6.0,7.0,16.0,23.0,1.0,6.0,7.0,,,,,,,,2.0,8.0,,,1.0,,1.0,,,4.0,,90.0,1.0,1.0,,,,9.0,,8.3,,,,10.0,1.0,,,9.0,,15.0,17.0,32.0,1,1.0,50.0,,,1.0,
2016-17,7090115,13,35,West_Bromwich_Albion,Away,14235,28468,Craig Gardner,craig-gardner,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090115,13,35,West_Bromwich_Albion,Away,30144,37642,Jonny Evans,jonny-evans,D,False,1.0,,,9.0,23.0,31.0,2.0,2.0,12.0,,,,,,,,3.0,4.0,,,1.0,,,,,3.0,1.0,90.0,,,,,,13.0,,7.0,,,,6.0,,1.0,,5.0,,17.0,28.0,44.0,0,1.0,59.0,,1.0,,
2016-17,7090115,13,35,West_Bromwich_Albion,Away,32492,54908,Nacer Chadli,nacer-chadli,M,True,1.0,,,2.0,3.0,4.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,11.0,1.0,,,,,3.0,,7.0,,,,,1.0,1.0,,,,4.0,3.0,6.0,2,,11.0,1.0,,1.0,
2016-17,7090115,13,35,West_Bromwich_Albion,Away,33427,49440,Hal Robson-Kanu,hal-robson-kanu,F,True,,,,2.0,,2.0,,1.0,1.0,,1.0,,,,,,2.0,1.0,,,1.0,,,,,1.0,,7.0,,,,,,3.0,,6.1,,,1.0,,1.0,,,,,4.0,,4.0,1,,7.0,,,,
2016-17,7090115,13,35,West_Bromwich_Albion,Away,35532,57134,Salomón Rondón,salomon-rondon,F,False,,,3.0,27.0,3.0,30.0,6.0,3.0,6.0,,1.0,,,,,1.0,11.0,9.0,,,4.0,,,,,,2.0,90.0,,,,,,13.0,,6.8,,,2.0,1.0,3.0,,,3.0,,34.0,5.0,39.0,2,2.0,53.0,1.0,2.0,2.0,2.0
2016-17,7090115,13,35,West_Bromwich_Albion,Away,36466,50229,Matt Phillips,matt-phillips,F,False,2.0,,1.0,14.0,4.0,16.0,,1.0,3.0,1.0,,,,,,2.0,3.0,6.0,,,1.0,1.0,,,,,2.0,83.0,,,,,,21.0,,7.0,,,2.0,,3.0,12.0,,1.0,,29.0,5.0,22.0,2,2.0,48.0,3.0,,3.0,1.0
2016-17,7090115,13,35,West_Bromwich_Albion,Away,41631,63370,James McClean,james-mcclean,M,True,2.0,,,4.0,2.0,4.0,,1.0,1.0,2.0,,,1.0,,,,2.0,2.0,,,1.0,,,,,2.0,2.0,26.0,,,,,,2.0,,7.2,,,,,,3.0,,,,6.0,2.0,5.0,0,,13.0,,1.0,,
2016-17,7090115,13,35,West_Bromwich_Albion,Away,50027,60232,Craig Dawson,craig-dawson,D,False,1.0,,3.0,19.0,14.0,32.0,3.0,3.0,5.0,,,,,,,1.0,4.0,3.0,,,,,,,,1.0,1.0,90.0,,,,,,14.0,,6.6,,,1.0,1.0,,4.0,,6.0,,30.0,14.0,40.0,1,,59.0,,,,
2016-17,7090115,13,35,West_Bromwich_Albion,Away,128637,67527,Allan Nyom,allan-nyom,D,False,,,2.0,10.0,8.0,18.0,,,8.0,,,,,,,,,6.0,,,,,,,,1.0,,90.0,,,,,,12.0,,7.0,,,,1.0,1.0,3.0,,4.0,,18.0,9.0,24.0,0,3.0,42.0,2.0,2.0,1.0,3.0
2016-17,7090115,13,35,West_Bromwich_Albion,Away,151037,55829,Claudio Yacob,claudio-yacob,M,False,,,3.0,26.0,22.0,48.0,2.0,6.0,3.0,,,,,,,,3.0,8.0,,,1.0,,,,,,,90.0,,1.0,,,,4.0,,7.0,,,,3.0,,,,4.0,,28.0,23.0,51.0,0,2.0,59.0,1.0,,,2.0
2016-17,7090115,13,35,West_Bromwich_Albion,Away,198030,108824,Brendan Galloway,brendan-galloway,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090115,13,35,West_Bromwich_Albion,Away,796143,112520,Alex Palmer,alex-palmer,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090166,14,35,West_Bromwich_Albion,Home,765,14295,Darren Fletcher,darren-fletcher,M,False,,,,4.0,11.0,15.0,1.0,1.0,5.0,,,,1.0,,,1.0,3.0,2.0,,,,1.0,,,,2.0,1.0,90.0,,,,,,10.0,,6.7,,,,1.0,,,,3.0,,8.0,13.0,21.0,0,,34.0,3.0,1.0,,
2016-17,7090166,14,35,West_Bromwich_Albion,Home,822,18008,James Morrison,james-morrison,M,False,,,4.0,9.0,9.0,18.0,,,4.0,,,,2.0,,,1.0,4.0,2.0,,,1.0,1.0,,,,1.0,2.0,75.0,,,,,,8.0,,6.9,,,1.0,1.0,,,,5.0,1.0,11.0,13.0,24.0,1,1.0,33.0,1.0,1.0,,
2016-17,7090166,14,35,West_Bromwich_Albion,Home,7776,39253,Jonas Olsson,jonas-olsson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090166,14,35,West_Bromwich_Albion,Home,10540,19151,Chris Brunt,chris-brunt,M,False,4.0,,5.0,12.0,7.0,15.0,1.0,1.0,1.0,1.0,,,,,,,2.0,5.0,,,1.0,1.0,1.0,,,,2.0,80.0,1.0,,,,,13.0,,8.9,,,1.0,2.0,1.0,7.0,,9.0,,22.0,7.0,22.0,2,3.0,45.0,2.0,1.0,1.0,1.0
2016-17,7090166,14,35,West_Bromwich_Albion,Home,10599,9089,Ben Foster,ben-foster,G,False,,,4.0,2.0,2.0,4.0,,,9.0,,,,,,,,,1.0,,,,,,,,,,90.0,,,,,,19.0,1.0,7.2,2.0,5.0,,2.0,,,,23.0,,19.0,4.0,23.0,0,,32.0,,,,
2016-17,7090166,14,35,West_Bromwich_Albion,Home,13357,19272,Gareth McAuley,gareth-mcauley,D,False,,,2.0,5.0,12.0,17.0,1.0,7.0,5.0,,,,,,,,2.0,8.0,,,1.0,,,,,3.0,,90.0,,3.0,,,,5.0,,7.3,,,,9.0,1.0,,,5.0,,9.0,13.0,22.0,0,,41.0,,,1.0,
2016-17,7090166,14,35,West_Bromwich_Albion,Home,14235,28468,Craig Gardner,craig-gardner,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090166,14,35,West_Bromwich_Albion,Home,30144,37642,Jonny Evans,jonny-evans,D,False,,,1.0,6.0,15.0,21.0,1.0,4.0,5.0,,,,,,,,1.0,5.0,,,,,1.0,,,4.0,,90.0,1.0,,,,,9.0,,7.7,,,,5.0,,,,5.0,,12.0,18.0,30.0,1,1.0,42.0,,,,1.0
2016-17,7090166,14,35,West_Bromwich_Albion,Home,32492,54908,Nacer Chadli,nacer-chadli,M,True,,,,1.0,2.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,6.5,,,,,,,,,,1.0,2.0,3.0,0,,3.0,,,,
2016-17,7090166,14,35,West_Bromwich_Albion,Home,33427,49440,Hal Robson-Kanu,hal-robson-kanu,F,True,,,,3.0,,3.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,1.0,,6.5,,,,,,,,,,4.0,,4.0,0,,4.0,,,,
2016-17,7090166,14,35,West_Bromwich_Albion,Home,35532,57134,Salomón Rondón,salomon-rondon,F,False,,,,3.0,5.0,8.0,9.0,1.0,5.0,,,,,,,6.0,16.0,3.0,,,1.0,,,,,,,88.0,,,,,,16.0,,6.4,,,2.0,1.0,,,,2.0,,12.0,6.0,18.0,2,1.0,29.0,,1.0,,1.0
2016-17,7090166,14,35,West_Bromwich_Albion,Home,36466,50229,Matt Phillips,matt-phillips,F,False,2.0,,1.0,11.0,8.0,17.0,1.0,1.0,10.0,,,,1.0,,,2.0,6.0,5.0,,,1.0,,1.0,,,2.0,3.0,90.0,1.0,1.0,,,,13.0,,7.9,,,2.0,2.0,4.0,5.0,,2.0,,20.0,8.0,23.0,3,1.0,47.0,1.0,,3.0,1.0
2016-17,7090166,14,35,West_Bromwich_Albion,Home,41631,63370,James McClean,james-mcclean,M,True,,,,4.0,2.0,6.0,,,1.0,,,,,,,,,,,,,,,,,,,10.0,,,,,,4.0,,6.5,,,,,,1.0,,,,7.0,3.0,9.0,0,,11.0,,,,
