season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437726,2,35,West_Bromwich_Albion,Away,839819,195864.0,Sam Field,sam-field,M,False,,,1.0,2.0,5.0,7.0,,2.0,1.0,,,,1.0,,,1.0,2.0,4.0,,,,,,,,1.0,,86.0,,,,,,11.0,,6.5,,,,2.0,,,,2.0,,12.0,5.0,17.0,0,2.0,25.0,,,,
2017-18,7437726,2,35,West_Bromwich_Albion,Away,843765,215457.0,Kane Wilson,kane-wilson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437726,2,35,West_Bromwich_Albion,Away,863651,232427.0,Rekeem Harper,rekeem-harper,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437793,3,35,West_Bromwich_Albion,Home,544,1632.0,Gareth Barry,gareth-barry,M,False,,,5.0,26.0,17.0,43.0,1.0,1.0,6.0,,,,,,,1.0,2.0,6.0,,,,,,,,,,90.0,,,,,,12.0,,7.4,,,,1.0,,1.0,,6.0,,35.0,19.0,53.0,0,4.0,63.0,,1.0,,
2017-18,7437793,3,35,West_Bromwich_Albion,Home,822,18008.0,James Morrison,james-morrison,M,False,,,,14.0,5.0,19.0,1.0,,4.0,,,,2.0,,,1.0,4.0,2.0,,,,,,,,,,70.0,,,,,,6.0,,6.4,,,1.0,,1.0,,,,,14.0,8.0,22.0,1,1.0,30.0,1.0,,1.0,
2017-18,7437793,3,35,West_Bromwich_Albion,Home,10024,12086.0,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437793,3,35,West_Bromwich_Albion,Home,10540,19151.0,Chris Brunt,chris-brunt,M,False,4.0,,3.0,25.0,13.0,34.0,1.0,,6.0,,,,1.0,,,1.0,3.0,2.0,,,,,,,,,3.0,90.0,,,,,,18.0,,7.3,,,,3.0,,11.0,,10.0,,39.0,13.0,41.0,0,2.0,74.0,,,,
2017-18,7437793,3,35,West_Bromwich_Albion,Home,10599,9089.0,Ben Foster,ben-foster,G,False,,,3.0,3.0,7.0,10.0,,1.0,5.0,,,,,,,,,1.0,,,,,,3.0,,,,90.0,,,,,,13.0,1.0,6.6,,1.0,,2.0,,,,16.0,,15.0,8.0,23.0,0,,30.0,,,,
2017-18,7437793,3,35,West_Bromwich_Albion,Home,26989,44683.0,Jay Rodriguez,jay-rodriguez,F,False,,,1.0,10.0,1.0,11.0,1.0,,3.0,,,,2.0,,,3.0,11.0,4.0,,,3.0,,1.0,,1.0,,,88.0,1.0,,,,,12.0,,6.5,,,1.0,3.0,2.0,2.0,,2.0,,14.0,3.0,15.0,2,2.0,35.0,1.0,2.0,,
2017-18,7437793,3,35,West_Bromwich_Albion,Home,32492,54908.0,Nacer Chadli,nacer-chadli,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437793,3,35,West_Bromwich_Albion,Home,34578,49944.0,Jake Livermore,jake-livermore,M,False,,,2.0,13.0,14.0,27.0,,,6.0,,,,1.0,,,2.0,3.0,,,,,,,,,,,90.0,,,,,,9.0,,6.3,,,,2.0,,,,3.0,,16.0,16.0,32.0,0,,38.0,1.0,,,
2017-18,7437793,3,35,West_Bromwich_Albion,Home,35532,57134.0,Salomón Rondón,salomon-rondon,F,False,,,,7.0,1.0,8.0,9.0,4.0,,,,,,,,2.0,13.0,7.0,,,2.0,,,,,,,90.0,,,,,,16.0,,6.8,,,3.0,,,2.0,,,,14.0,3.0,15.0,3,,31.0,5.0,3.0,,
2017-18,7437793,3,35,West_Bromwich_Albion,Home,36466,50229.0,Matt Phillips,matt-phillips,F,False,2.0,,,6.0,3.0,7.0,4.0,,3.0,,,,,,,2.0,7.0,4.0,,,1.0,,,,,,1.0,74.0,,1.0,,,,11.0,,6.9,,,,1.0,1.0,8.0,,3.0,2.0,15.0,3.0,10.0,0,3.0,26.0,,,1.0,
2017-18,7437793,3,35,West_Bromwich_Albion,Home,41631,63370.0,James McClean,james-mcclean,M,True,1.0,,,4.0,,3.0,,1.0,,,,,1.0,,,1.0,4.0,1.0,,,2.0,,,,,,1.0,16.0,,,,,,3.0,,6.5,,,2.0,,,2.0,,,,5.0,,3.0,2,,10.0,1.0,1.0,,
2017-18,7437793,3,35,West_Bromwich_Albion,Home,50027,60232.0,Craig Dawson,craig-dawson,D,False,,,1.0,7.0,14.0,21.0,6.0,2.0,2.0,,,,1.0,,,,7.0,3.0,,,1.0,,,,,1.0,,90.0,,1.0,,,,11.0,,6.4,,,,4.0,1.0,1.0,,10.0,,16.0,16.0,31.0,0,,39.0,,,1.0,
2017-18,7437793,3,35,West_Bromwich_Albion,Home,128637,67527.0,Allan Nyom,allan-nyom,D,False,1.0,,,8.0,12.0,19.0,1.0,1.0,3.0,1.0,,,,,,2.0,5.0,7.0,,,1.0,1.0,,,,2.0,1.0,90.0,,1.0,,,,13.0,,7.3,,,,3.0,2.0,6.0,,2.0,,15.0,15.0,24.0,0,4.0,55.0,,1.0,1.0,
2017-18,7437793,3,35,West_Bromwich_Albion,Home,151037,55829.0,Claudio Yacob,claudio-yacob,M,True,,,,4.0,6.0,10.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,20.0,,2.0,,,,2.0,,6.6,,,1.0,,,,,,,6.0,6.0,12.0,1,,16.0,,,,
2017-18,7437793,3,35,West_Bromwich_Albion,Home,159653,77777.0,Ahmed Hegazy,ahmed-hegazy,D,False,,,5.0,10.0,16.0,26.0,3.0,3.0,2.0,,,,1.0,,,,4.0,4.0,1.0,,,,,,,,,90.0,1.0,,,,,7.0,,6.3,,,,5.0,,,,6.0,,12.0,20.0,32.0,1,1.0,43.0,1.0,,,
2017-18,7437793,3,35,West_Bromwich_Albion,Home,608362,197937.0,Oliver Burke,oliver-burke,F,True,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,,1.0,3.0,,,,,,,,,,1.0,2.0,,,,,,2.0,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,0,,4.0,,,,
2017-18,7437793,3,35,West_Bromwich_Albion,Home,839819,195864.0,Sam Field,sam-field,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437793,3,35,West_Bromwich_Albion,Home,843765,215457.0,Kane Wilson,kane-wilson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437790,4,35,West_Bromwich_Albion,Away,544,1632.0,Gareth Barry,gareth-barry,M,False,,,4.0,27.0,17.0,44.0,,,8.0,,,1.0,,,,2.0,2.0,1.0,,,,,,,,2.0,2.0,90.0,1.0,1.0,,,,19.0,,6.8,,,1.0,,,4.0,,8.0,,44.0,17.0,57.0,3,,73.0,,1.0,,
2017-18,7437790,4,35,West_Bromwich_Albion,Away,822,18008.0,James Morrison,james-morrison,M,True,,,1.0,16.0,4.0,20.0,1.0,,,,1.0,,,,,,1.0,,,,,,1.0,,,,1.0,19.0,2.0,,,,,3.0,,7.3,,,,,,1.0,,1.0,,19.0,4.0,22.0,2,,25.0,,,,
2017-18,7437790,4,35,West_Bromwich_Albion,Away,10024,12086.0,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437790,4,35,West_Bromwich_Albion,Away,10540,19151.0,Chris Brunt,chris-brunt,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437790,4,35,West_Bromwich_Albion,Away,10599,9089.0,Ben Foster,ben-foster,G,False,,,3.0,2.0,18.0,20.0,,,13.0,,,,,,,,,,,,,,,2.0,,,,90.0,,,,,,16.0,,6.1,1.0,3.0,,1.0,,,,19.0,,18.0,18.0,36.0,0,,43.0,,,,
2017-18,7437790,4,35,West_Bromwich_Albion,Away,24814,42427.0,Kieran Gibbs,kieran-gibbs,D,True,1.0,,2.0,14.0,4.0,17.0,,2.0,3.0,,,,,,,,,3.0,,,,,,,,,1.0,33.0,,,,,,,,6.8,,,1.0,3.0,1.0,1.0,,2.0,,14.0,4.0,17.0,1,,27.0,,,1.0,
2017-18,7437790,4,35,West_Bromwich_Albion,Away,26989,44683.0,Jay Rodriguez,jay-rodriguez,F,False,,,,5.0,6.0,11.0,3.0,1.0,1.0,,,,1.0,,,3.0,8.0,4.0,,,1.0,,,,,1.0,1.0,90.0,,,,,,8.0,,6.2,,,,3.0,1.0,2.0,,1.0,1.0,9.0,6.0,13.0,0,1.0,31.0,1.0,1.0,1.0,
2017-18,7437790,4,35,West_Bromwich_Albion,Away,30144,37642.0,Jonny Evans,jonny-evans,D,False,,,3.0,17.0,36.0,53.0,1.0,2.0,5.0,,,,,,,,1.0,3.0,,,,,,,,,,90.0,,1.0,,,,3.0,,6.6,,,,3.0,,,,3.0,,18.0,37.0,55.0,0,1.0,63.0,1.0,,,
2017-18,7437790,4,35,West_Bromwich_Albion,Away,34578,49944.0,Jake Livermore,jake-livermore,M,False,,,3.0,21.0,13.0,34.0,1.0,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,71.0,,,,,,5.0,,6.5,,,,1.0,1.0,1.0,,5.0,,25.0,13.0,37.0,0,,43.0,1.0,,1.0,
2017-18,7437790,4,35,West_Bromwich_Albion,Away,35532,57134.0,Salomón Rondón,salomon-rondon,F,False,,,,4.0,2.0,6.0,4.0,7.0,2.0,,,,,,,3.0,7.0,7.0,,,1.0,,,,,1.0,,57.0,,,,,,16.0,,6.4,,,,,,,,,,11.0,6.0,17.0,0,,26.0,2.0,,,
2017-18,7437790,4,35,West_Bromwich_Albion,Away,36466,50229.0,Matt Phillips,matt-phillips,F,False,1.0,,,13.0,4.0,16.0,1.0,2.0,4.0,,,1.0,,,,2.0,4.0,4.0,,,1.0,,,,,,,90.0,,,,,,18.0,,6.3,,,1.0,,1.0,7.0,,1.0,,22.0,6.0,21.0,2,,39.0,4.0,1.0,1.0,
2017-18,7437790,4,35,West_Bromwich_Albion,Away,41631,63370.0,James McClean,james-mcclean,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437790,4,35,West_Bromwich_Albion,Away,50027,60232.0,Craig Dawson,craig-dawson,D,False,2.0,,4.0,22.0,18.0,38.0,2.0,5.0,6.0,1.0,,,,,,,3.0,8.0,,,,,,,,3.0,1.0,90.0,,,,,,14.0,,7.4,,,,5.0,2.0,6.0,,7.0,,32.0,20.0,46.0,0,2.0,72.0,,,1.0,
2017-18,7437790,4,35,West_Bromwich_Albion,Away,76227,73494.0,Grzegorz Krychowiak,grzegorz-krychowiak,M,False,,,4.0,27.0,27.0,54.0,,4.0,8.0,,,,,,,,1.0,9.0,,,1.0,,,,,2.0,,90.0,,,,,,5.0,,7.2,,,2.0,2.0,1.0,,,8.0,,31.0,28.0,59.0,2,1.0,72.0,,4.0,1.0,
2017-18,7437790,4,35,West_Bromwich_Albion,Away,128637,67527.0,Allan Nyom,allan-nyom,D,False,1.0,,3.0,18.0,13.0,30.0,,1.0,3.0,,,1.0,,,,1.0,2.0,4.0,,,,,,,,1.0,2.0,90.0,,,,,,20.0,,6.7,,,,3.0,3.0,12.0,,5.0,,33.0,13.0,34.0,1,1.0,73.0,1.0,,2.0,
2017-18,7437790,4,35,West_Bromwich_Albion,Away,151037,55829.0,Claudio Yacob,claudio-yacob,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437790,4,35,West_Bromwich_Albion,Away,159653,77777.0,Ahmed Hegazy,ahmed-hegazy,D,False,,,4.0,3.0,21.0,24.0,1.0,,,,,,1.0,,,,2.0,2.0,,,,,,,,,,57.0,,1.0,,,,8.0,,6.4,,,,5.0,,,,7.0,,9.0,22.0,31.0,0,1.0,41.0,1.0,1.0,,
2017-18,7437790,4,35,West_Bromwich_Albion,Away,608362,197937.0,Oliver Burke,oliver-burke,F,True,,,,10.0,,10.0,1.0,,1.0,1.0,,,1.0,,,1.0,6.0,3.0,,,,1.0,,,,,1.0,33.0,,,,,,12.0,,6.7,,,1.0,,5.0,1.0,,1.0,,16.0,1.0,16.0,1,1.0,28.0,1.0,,2.0,
2017-18,7437803,5,35,West_Bromwich_Albion,Home,544,1632.0,Gareth Barry,gareth-barry,M,False,,,4.0,15.0,16.0,31.0,1.0,,8.0,,,,1.0,,,1.0,5.0,1.0,,,2.0,,,,,,,90.0,,1.0,,,,11.0,,6.6,,,1.0,1.0,1.0,,,7.0,,21.0,18.0,39.0,1,,46.0,1.0,,1.0,
2017-18,7437803,5,35,West_Bromwich_Albion,Home,822,18008.0,James Morrison,james-morrison,M,False,,,,16.0,8.0,24.0,,,5.0,,1.0,,1.0,,,1.0,2.0,2.0,,,,,,,,,2.0,90.0,,,,,,7.0,,6.6,,,1.0,,,1.0,,,,20.0,9.0,28.0,1,1.0,36.0,1.0,1.0,,
2017-18,7437803,5,35,West_Bromwich_Albion,Home,10024,12086.0,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437803,5,35,West_Bromwich_Albion,Home,10540,19151.0,Chris Brunt,chris-brunt,M,False,1.0,,1.0,13.0,7.0,19.0,1.0,,3.0,,,,,,,,1.0,2.0,,,,,,,,,,72.0,,,,,,9.0,,6.8,,,,2.0,2.0,3.0,,5.0,,22.0,7.0,26.0,0,,38.0,,,2.0,
2017-18,7437803,5,35,West_Bromwich_Albion,Home,10599,9089.0,Ben Foster,ben-foster,G,False,,,6.0,6.0,7.0,13.0,,,6.0,,,,,,,,1.0,,,,1.0,,,1.0,,,,90.0,,,,,,20.0,,6.8,,1.0,,,,,,26.0,,24.0,9.0,33.0,0,,35.0,,,,
2017-18,7437803,5,35,West_Bromwich_Albion,Home,13357,19272.0,Gareth McAuley,gareth-mcauley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437803,5,35,West_Bromwich_Albion,Home,24814,42427.0,Kieran Gibbs,kieran-gibbs,D,False,,,1.0,10.0,11.0,21.0,,,2.0,,,1.0,,,,,3.0,3.0,,,3.0,,,,,1.0,,85.0,,,,,,8.0,,6.8,,,,,2.0,1.0,,2.0,,14.0,12.0,25.0,1,1.0,39.0,2.0,,2.0,
2017-18,7437803,5,35,West_Bromwich_Albion,Home,26989,44683.0,Jay Rodriguez,jay-rodriguez,F,False,,,,6.0,2.0,8.0,2.0,1.0,3.0,,,1.0,,,,1.0,7.0,3.0,,,1.0,,,,,1.0,,90.0,,,,,,9.0,,6.4,,,,1.0,3.0,,,1.0,2.0,8.0,3.0,11.0,1,,24.0,2.0,2.0,,
