season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyMiss,penaltySave,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6768129,12,91,Bournemouth,Home,1079,6219,Sylvain Distin,sylvain-distin,D,False,,,6.0,18.0,44.0,62.0,3.0,4.0,4.0,,,,,,,,4.0,8.0,,,2.0,,,,,2.0,,90.0,,,,,,,,7.3,,,,,1.0,,,,7.0,1.0,24.0,48.0,72.0,0,4.0,79.0,,,
2015-16,6768129,12,91,Bournemouth,Home,15152,15149,Simon Francis,simon-francis,D,False,,,6.0,26.0,34.0,60.0,1.0,3.0,7.0,,,,,,,,2.0,4.0,,,,,,,,2.0,,90.0,,,,,,,,6.8,,,,,2.0,1.0,1.0,,10.0,,35.0,35.0,69.0,0,1.0,78.0,1.0,,
2015-16,6768129,12,91,Bournemouth,Home,19343,40387,Dan Gosling,dan-gosling,D,False,,,4.0,38.0,11.0,49.0,1.0,2.0,3.0,,1.0,1.0,4.0,,,2.0,7.0,11.0,,,,,,,1.0,1.0,3.0,90.0,1.0,,,,,,,7.4,,,1.0,,,1.0,,,4.0,1.0,41.0,16.0,57.0,3,4.0,79.0,3.0,4.0,1.0
2015-16,6768129,12,91,Bournemouth,Home,20545,20669,Shaun MacDonald,shaun-macdonald,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768129,12,91,Bournemouth,Home,21501,41320,Charlie Daniels,charlie-daniels,D,False,3.0,,6.0,40.0,22.0,59.0,,1.0,7.0,,,,,,,3.0,3.0,6.0,,,,,,,,2.0,1.0,90.0,,,,,,,,7.2,,,1.0,,1.0,2.0,7.0,,10.0,,49.0,25.0,67.0,1,2.0,102.0,3.0,1.0,2.0
2015-16,6768129,12,91,Bournemouth,Home,42690,56981,Joe Bennett,joe-bennett,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768129,12,91,Bournemouth,Home,42707,56917,Steve Cook,steve-cook,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768129,12,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,False,1.0,,2.0,31.0,15.0,45.0,3.0,,6.0,,,,,,,,6.0,1.0,,,1.0,,,,,3.0,1.0,90.0,,,,,,,,6.8,,,1.0,,1.0,2.0,3.0,,2.0,,37.0,15.0,49.0,1,1.0,68.0,,,
2015-16,6768131,13,91,Bournemouth,Away,1079,6219,Sylvain Distin,sylvain-distin,D,False,,,2.0,14.0,32.0,46.0,1.0,5.0,1.0,,,,,,,,1.0,6.0,,,,,,,,3.0,,90.0,,,,,,,,6.8,,,,,3.0,,,,4.0,,17.0,35.0,52.0,0,1.0,60.0,,,
2015-16,6768131,13,91,Bournemouth,Away,15152,15149,Simon Francis,simon-francis,D,False,1.0,,2.0,23.0,25.0,47.0,4.0,1.0,6.0,,,,2.0,,,,11.0,9.0,,,5.0,,,,,4.0,1.0,90.0,,1.0,1.0,,,,,6.3,,,1.0,,,3.0,8.0,,9.0,,42.0,31.0,65.0,1,4.0,103.0,1.0,1.0,3.0
2015-16,6768131,13,91,Bournemouth,Away,19343,40387,Dan Gosling,dan-gosling,D,False,,,2.0,32.0,14.0,46.0,2.0,,8.0,,,2.0,,,,1.0,4.0,5.0,,,1.0,,1.0,,,1.0,1.0,90.0,1.0,1.0,,,,,,8.1,,,2.0,,,4.0,,,4.0,,39.0,15.0,54.0,5,1.0,74.0,3.0,,4.0
2015-16,6768131,13,91,Bournemouth,Away,20545,20669,Shaun MacDonald,shaun-macdonald,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0,,1.0,1.0,,
2015-16,6768131,13,91,Bournemouth,Away,21501,41320,Charlie Daniels,charlie-daniels,D,False,,,2.0,22.0,14.0,36.0,,3.0,3.0,,,,,,,1.0,1.0,5.0,,,,,,,,2.0,,90.0,,,,,,,,6.6,,,,,3.0,1.0,,,7.0,,29.0,18.0,47.0,0,,69.0,,1.0,1.0
2015-16,6768131,13,91,Bournemouth,Away,42707,56917,Steve Cook,steve-cook,D,False,,,4.0,11.0,35.0,46.0,1.0,4.0,4.0,,,,,,,,1.0,4.0,,,,,,,,2.0,,90.0,,2.0,,,,,,6.9,,,3.0,,6.0,,,,7.0,,14.0,38.0,52.0,3,,66.0,,,
2015-16,6768131,13,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,True,,,,,,,1.0,,1.0,,,,1.0,,,1.0,3.0,1.0,,,,,,,,,,10.0,,1.0,,,,,,6.2,,,,,,,,,,,,,,0,1.0,4.0,,,
2015-16,6768131,13,91,Bournemouth,Away,369020,167789,Baily Cargill,baily-cargill,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768134,14,91,Bournemouth,Home,1079,6219,Sylvain Distin,sylvain-distin,D,False,,,2.0,7.0,31.0,38.0,2.0,3.0,4.0,,,,1.0,,,,3.0,3.0,,,,,,,,6.0,,90.0,,,,,,,,6.6,,,,,4.0,,,,3.0,,13.0,32.0,45.0,0,,55.0,,,
2015-16,6768134,14,91,Bournemouth,Home,15152,15149,Simon Francis,simon-francis,D,False,,,6.0,27.0,36.0,63.0,2.0,2.0,9.0,,,,1.0,,,1.0,7.0,6.0,,1.0,,,,,,3.0,,90.0,,1.0,,,,,,6.3,,,,,7.0,4.0,4.0,,11.0,,38.0,40.0,74.0,0,3.0,114.0,,,1.0
2015-16,6768134,14,91,Bournemouth,Home,19343,40387,Dan Gosling,dan-gosling,D,False,,,3.0,34.0,7.0,41.0,1.0,,5.0,,,,3.0,,,2.0,9.0,5.0,,,1.0,,,,,3.0,1.0,90.0,1.0,,,,,,,6.6,,,1.0,,1.0,2.0,,,4.0,,40.0,9.0,49.0,2,4.0,68.0,2.0,1.0,
2015-16,6768134,14,91,Bournemouth,Home,20545,20669,Shaun MacDonald,shaun-macdonald,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768134,14,91,Bournemouth,Home,21501,41320,Charlie Daniels,charlie-daniels,D,False,4.0,,,30.0,16.0,42.0,,,8.0,1.0,1.0,,,,,1.0,1.0,2.0,,,,1.0,,,,2.0,4.0,90.0,1.0,,,,,,,7.5,,,2.0,,1.0,,5.0,,1.0,,36.0,17.0,48.0,3,2.0,77.0,2.0,,
2015-16,6768134,14,91,Bournemouth,Home,42707,56917,Steve Cook,steve-cook,D,False,,,,5.0,9.0,14.0,3.0,3.0,4.0,,,,,,,,3.0,3.0,,,,,,,,1.0,,45.0,1.0,1.0,,,,,,6.5,,,,,3.0,,,,3.0,,10.0,11.0,21.0,1,,27.0,,,
2015-16,6768134,14,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,True,1.0,,1.0,19.0,7.0,25.0,,,4.0,,,,,,,,2.0,3.0,,,2.0,,1.0,,,2.0,1.0,45.0,1.0,,,,,,,7.5,,,,,,1.0,1.0,,1.0,,21.0,8.0,28.0,1,1.0,42.0,2.0,1.0,1.0
2015-16,6768134,14,91,Bournemouth,Home,369020,167789,Baily Cargill,baily-cargill,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768158,15,91,Bournemouth,Away,15152,15149,Simon Francis,simon-francis,D,False,,,1.0,7.0,18.0,25.0,1.0,3.0,4.0,,,,1.0,,,,3.0,7.0,,,1.0,,,,,3.0,,90.0,,1.0,,,,,,7.3,,,,,8.0,2.0,,,6.0,,13.0,22.0,35.0,0,2.0,52.0,,,2.0
2015-16,6768158,15,91,Bournemouth,Away,19343,40387,Dan Gosling,dan-gosling,D,False,,,1.0,13.0,10.0,23.0,1.0,,7.0,,1.0,1.0,4.0,,,4.0,11.0,5.0,,,,,,,,1.0,2.0,90.0,1.0,,,,,,,6.5,,,,,3.0,4.0,,,2.0,,15.0,11.0,26.0,2,3.0,51.0,4.0,,2.0
2015-16,6768158,15,91,Bournemouth,Away,21501,41320,Charlie Daniels,charlie-daniels,D,False,,,,7.0,13.0,20.0,,,5.0,,,,,,,1.0,2.0,2.0,,,,,,,,1.0,,90.0,,,,,,,,6.8,,,,,1.0,3.0,,,2.0,,10.0,14.0,24.0,0,,41.0,,,2.0
2015-16,6768158,15,91,Bournemouth,Away,42707,56917,Steve Cook,steve-cook,D,False,,,6.0,3.0,20.0,23.0,2.0,2.0,1.0,,,1.0,,,,,2.0,2.0,,,,,,,,,,90.0,,2.0,,,,,,7.2,,,,,7.0,,,,10.0,,8.0,21.0,29.0,1,,39.0,,,
2015-16,6768158,15,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,False,,,,4.0,7.0,11.0,,,4.0,,,,4.0,,,2.0,6.0,14.0,,,,,,,,4.0,,90.0,,1.0,,,,,,7.5,,,,,5.0,3.0,3.0,,1.0,,13.0,7.0,17.0,0,6.0,68.0,2.0,5.0,3.0
2015-16,6768158,15,91,Bournemouth,Away,369020,167789,Baily Cargill,baily-cargill,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768150,16,91,Bournemouth,Home,1079,6219,Sylvain Distin,sylvain-distin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768150,16,91,Bournemouth,Home,15152,15149,Simon Francis,simon-francis,D,False,,,6.0,14.0,15.0,29.0,1.0,3.0,3.0,,,,,,,,2.0,6.0,,,1.0,,,,,2.0,,90.0,1.0,,,,,,,7.4,,,,,9.0,1.0,,,10.0,,19.0,16.0,35.0,1,2.0,54.0,,,1.0
2015-16,6768150,16,91,Bournemouth,Home,19343,40387,Dan Gosling,dan-gosling,D,False,,,2.0,19.0,12.0,31.0,1.0,,7.0,1.0,,,3.0,,,,8.0,7.0,,,1.0,,,,,,2.0,90.0,,,,,,,,7.1,,,,,1.0,3.0,,,3.0,,21.0,16.0,37.0,0,5.0,55.0,2.0,2.0,
2015-16,6768150,16,91,Bournemouth,Home,21501,41320,Charlie Daniels,charlie-daniels,D,False,,,4.0,13.0,17.0,30.0,,1.0,6.0,,,,1.0,,,,1.0,3.0,,,1.0,,,,,,,90.0,,,,,,,,6.7,,,,,3.0,,1.0,,7.0,,21.0,20.0,40.0,0,2.0,58.0,1.0,,
2015-16,6768150,16,91,Bournemouth,Home,42707,56917,Steve Cook,steve-cook,D,False,,,2.0,9.0,26.0,35.0,2.0,6.0,1.0,,,,1.0,,,,3.0,8.0,,1.0,,,,,,2.0,1.0,90.0,,2.0,,,,,,6.9,,,,,9.0,,,,7.0,,15.0,29.0,44.0,0,2.0,59.0,,,
2015-16,6768150,16,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,False,1.0,,1.0,9.0,9.0,17.0,,1.0,6.0,,,,1.0,,,,5.0,10.0,,,4.0,,,,,3.0,,90.0,,,,,,,,7.4,,,,,6.0,1.0,3.0,,1.0,,12.0,10.0,19.0,0,5.0,46.0,,3.0,1.0
2015-16,6768171,17,91,Bournemouth,Away,1079,6219,Sylvain Distin,sylvain-distin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768171,17,91,Bournemouth,Away,15152,15149,Simon Francis,simon-francis,D,False,,,4.0,16.0,24.0,40.0,,4.0,3.0,,,,,,,,2.0,4.0,,,2.0,,,,,2.0,,90.0,,,,,,,,7.0,,,,,10.0,,,,7.0,,18.0,25.0,43.0,0,,59.0,1.0,,
2015-16,6768171,17,91,Bournemouth,Away,19343,40387,Dan Gosling,dan-gosling,D,False,,,2.0,32.0,12.0,44.0,1.0,2.0,6.0,1.0,,,,,,2.0,4.0,11.0,,,,,,,,1.0,1.0,90.0,,1.0,,,,1.0,,7.8,,,,,2.0,5.0,1.0,,2.0,,37.0,13.0,49.0,0,1.0,70.0,,4.0,4.0
2015-16,6768171,17,91,Bournemouth,Away,20545,20669,Shaun MacDonald,shaun-macdonald,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768171,17,91,Bournemouth,Away,21501,41320,Charlie Daniels,charlie-daniels,D,False,,,1.0,27.0,20.0,47.0,,,4.0,,,1.0,,,,,2.0,6.0,,,1.0,,1.0,,,1.0,1.0,90.0,1.0,,,,,,,7.7,,,1.0,,2.0,3.0,4.0,,2.0,1.0,34.0,21.0,51.0,3,3.0,82.0,,1.0,2.0
2015-16,6768171,17,91,Bournemouth,Away,42707,56917,Steve Cook,steve-cook,D,False,,,5.0,11.0,28.0,39.0,2.0,1.0,6.0,,,,,,,,2.0,2.0,,,,,,,,4.0,,90.0,,2.0,,,,,,7.2,,,,,10.0,,,,6.0,,12.0,30.0,42.0,0,,61.0,,1.0,
2015-16,6768171,17,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,False,1.0,,2.0,35.0,19.0,53.0,,,1.0,,,,,,,,1.0,6.0,,,1.0,,1.0,,,,1.0,90.0,2.0,,,,,,,7.9,,,,,2.0,3.0,2.0,,3.0,,39.0,20.0,57.0,2,2.0,80.0,3.0,1.0,3.0
2015-16,6768189,18,91,Bournemouth,Home,1079,6219,Sylvain Distin,sylvain-distin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768189,18,91,Bournemouth,Home,15152,15149,Simon Francis,simon-francis,D,False,,,6.0,16.0,23.0,39.0,4.0,9.0,5.0,,,,,1.0,,,5.0,11.0,,,1.0,,,,,3.0,1.0,90.0,,2.0,,,,,,7.8,,,,,10.0,1.0,,,12.0,,23.0,27.0,50.0,0,,68.0,,1.0,1.0
2015-16,6768189,18,91,Bournemouth,Home,19343,40387,Dan Gosling,dan-gosling,D,False,,,1.0,14.0,9.0,23.0,,,3.0,,,1.0,3.0,,,2.0,10.0,3.0,,,1.0,,,,,4.0,1.0,89.0,1.0,,,,,,,6.4,,,,,1.0,4.0,,,3.0,,21.0,9.0,30.0,2,3.0,52.0,3.0,,
2015-16,6768189,18,91,Bournemouth,Home,20545,20669,Shaun MacDonald,shaun-macdonald,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768189,18,91,Bournemouth,Home,21501,41320,Charlie Daniels,charlie-daniels,D,False,,,1.0,22.0,14.0,36.0,,1.0,6.0,,,,,,,,,7.0,,,,,,,,1.0,,90.0,,,,,,,,7.5,,,,,4.0,4.0,1.0,,4.0,,28.0,18.0,45.0,0,2.0,72.0,2.0,,4.0
2015-16,6768189,18,91,Bournemouth,Home,42707,56917,Steve Cook,steve-cook,D,False,,,3.0,12.0,41.0,53.0,3.0,4.0,4.0,,,,,,,,3.0,6.0,,,,,,,,,,90.0,,1.0,,,,,,7.4,,,,,10.0,,,,7.0,,17.0,47.0,64.0,0,2.0,79.0,,,
2015-16,6768189,18,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,False,,,3.0,10.0,16.0,26.0,1.0,,5.0,,,,2.0,,,1.0,5.0,12.0,,,1.0,,,,,1.0,,90.0,,,,,,,,7.6,,,,,3.0,3.0,2.0,,3.0,,18.0,16.0,32.0,0,6.0,61.0,,3.0,3.0
2015-16,6768325,19,91,Bournemouth,Away,1079,6219,Sylvain Distin,sylvain-distin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768325,19,91,Bournemouth,Away,15152,15149,Simon Francis,simon-francis,D,False,,,2.0,17.0,42.0,59.0,,,7.0,,,,,,,,,2.0,,,,,,,,1.0,,90.0,,,,,,,,6.8,,,,,9.0,1.0,,,9.0,,25.0,48.0,73.0,0,1.0,85.0,,,1.0
2015-16,6768325,19,91,Bournemouth,Away,19343,40387,Dan Gosling,dan-gosling,D,False,,,,5.0,10.0,15.0,,,4.0,,,1.0,2.0,,,3.0,5.0,5.0,,,,,,,,2.0,,61.0,,,,,,,,6.7,,,,,1.0,,,,,,8.0,13.0,21.0,1,4.0,37.0,2.0,1.0,
2015-16,6768325,19,91,Bournemouth,Away,21501,41320,Charlie Daniels,charlie-daniels,D,False,,,,23.0,25.0,48.0,,1.0,6.0,,,,1.0,,,,3.0,3.0,,,,,,,,2.0,1.0,90.0,,,,,,,,6.5,,,,,6.0,3.0,2.0,,3.0,,32.0,26.0,56.0,0,1.0,86.0,2.0,,1.0
2015-16,6768325,19,91,Bournemouth,Away,42707,56917,Steve Cook,steve-cook,D,False,,,7.0,16.0,47.0,63.0,2.0,,4.0,,,,,,,,2.0,,,,,,,,,1.0,,90.0,,2.0,,,,,,6.7,,,,,3.0,,,,9.0,,19.0,49.0,68.0,0,,75.0,,,
2015-16,6768325,19,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,False,,,1.0,22.0,23.0,45.0,,,9.0,,,,,,,1.0,5.0,10.0,,,2.0,,,,,2.0,,90.0,,,,,,,,7.0,,,,,,7.0,2.0,,4.0,1.0,27.0,25.0,50.0,0,4.0,80.0,2.0,1.0,5.0
2015-16,6768335,20,91,Bournemouth,Away,1079,6219,Sylvain Distin,sylvain-distin,D,True,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,30.0,,1.0,,,,,,6.8,,,,,3.0,,,,,,,2.0,2.0,0,1.0,9.0,,,
2015-16,6768335,20,91,Bournemouth,Away,15152,15149,Simon Francis,simon-francis,D,False,,,7.0,19.0,20.0,39.0,1.0,2.0,,,,,1.0,,,,3.0,2.0,,,1.0,,,,,3.0,,57.0,,,1.0,,,,,6.0,,,,,7.0,,1.0,,9.0,,24.0,21.0,44.0,0,,55.0,,,
2015-16,6768335,20,91,Bournemouth,Away,19343,40387,Dan Gosling,dan-gosling,D,False,,,1.0,3.0,24.0,27.0,2.0,2.0,8.0,,1.0,1.0,2.0,,,1.0,6.0,9.0,,,,,,,,4.0,,90.0,,,,,,,,7.1,,,1.0,,,1.0,1.0,,2.0,,9.0,26.0,34.0,2,5.0,54.0,,2.0,
2015-16,6768335,20,91,Bournemouth,Away,20545,20669,Shaun MacDonald,shaun-macdonald,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768335,20,91,Bournemouth,Away,21501,41320,Charlie Daniels,charlie-daniels,D,False,,,1.0,14.0,18.0,32.0,1.0,1.0,6.0,,,,,,,,2.0,3.0,,,,,,,,1.0,,90.0,,,,,,,,7.1,,,1.0,,6.0,2.0,1.0,,4.0,,24.0,20.0,43.0,1,1.0,69.0,,,1.0
2015-16,6768335,20,91,Bournemouth,Away,42707,56917,Steve Cook,steve-cook,D,False,,,13.0,14.0,30.0,44.0,2.0,7.0,4.0,,,,2.0,,,,4.0,7.0,,,,,,,,2.0,,90.0,,,,,,,,7.6,,,,,15.0,,,,15.0,,17.0,32.0,49.0,0,,67.0,,,
2015-16,6768335,20,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,False,,,1.0,10.0,18.0,28.0,2.0,2.0,4.0,,,2.0,1.0,,,1.0,8.0,13.0,,,1.0,,,,,3.0,,90.0,,,,,,,,7.7,,,,,4.0,7.0,1.0,,2.0,,12.0,25.0,36.0,2,6.0,73.0,1.0,1.0,4.0
2015-16,6768191,21,91,Bournemouth,Home,1079,6219,Sylvain Distin,sylvain-distin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768191,21,91,Bournemouth,Home,15152,15149,Simon Francis,simon-francis,D,False,,,4.0,18.0,16.0,34.0,,3.0,4.0,,,,,,,,1.0,4.0,,1.0,,,,,,2.0,,90.0,,,,,,,,6.3,,,,,8.0,2.0,,,11.0,,25.0,18.0,43.0,0,,56.0,,,1.0
2015-16,6768191,21,91,Bournemouth,Home,19343,40387,Dan Gosling,dan-gosling,D,False,,,,19.0,12.0,31.0,4.0,1.0,4.0,,,1.0,3.0,,,,9.0,9.0,,,2.0,,,,,1.0,1.0,90.0,1.0,1.0,,,,,,7.0,,,,,,3.0,,,,,28.0,14.0,42.0,2,4.0,64.0,4.0,1.0,3.0
2015-16,6768191,21,91,Bournemouth,Home,21501,41320,Charlie Daniels,charlie-daniels,D,False,,,1.0,22.0,7.0,29.0,1.0,,7.0,,,,3.0,,,1.0,6.0,5.0,,,,,,,,2.0,1.0,90.0,1.0,,,,,,,6.2,,,,,,2.0,1.0,,6.0,,30.0,11.0,40.0,1,4.0,68.0,2.0,,1.0
2015-16,6768191,21,91,Bournemouth,Home,42707,56917,Steve Cook,steve-cook,D,False,,,3.0,10.0,24.0,34.0,2.0,2.0,4.0,,,,1.0,,,,3.0,3.0,,,,,,,,5.0,,90.0,,,,,,,,6.5,,,,,8.0,,,,6.0,,14.0,29.0,43.0,0,,61.0,,1.0,
2015-16,6768191,21,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,False,1.0,,4.0,22.0,17.0,38.0,5.0,,4.0,1.0,,1.0,3.0,,,1.0,14.0,4.0,,,2.0,,,,,2.0,2.0,90.0,,,,,,,,6.2,,,1.0,,2.0,4.0,1.0,,6.0,,29.0,18.0,46.0,2,2.0,84.0,2.0,1.0,1.0
2015-16,6768194,22,91,Bournemouth,Home,1079,6219,Sylvain Distin,sylvain-distin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768194,22,91,Bournemouth,Home,15152,15149,Simon Francis,simon-francis,D,False,,,5.0,12.0,15.0,27.0,2.0,5.0,5.0,,,,,,,,3.0,7.0,,,1.0,,,,,1.0,,90.0,,1.0,,,,,,7.2,,,,,7.0,1.0,1.0,,15.0,,19.0,24.0,42.0,0,1.0,55.0,1.0,,1.0
2015-16,6768194,22,91,Bournemouth,Home,19343,40387,Dan Gosling,dan-gosling,D,False,,,,14.0,11.0,25.0,2.0,2.0,9.0,,,,2.0,,,2.0,8.0,9.0,,,1.0,,1.0,,,,,89.0,2.0,,,,,,,7.6,,,1.0,,3.0,4.0,,,1.0,,19.0,11.0,30.0,3,3.0,50.0,2.0,1.0,3.0
2015-16,6768194,22,91,Bournemouth,Home,20545,20669,Shaun MacDonald,shaun-macdonald,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768194,22,91,Bournemouth,Home,21501,41320,Charlie Daniels,charlie-daniels,D,False,1.0,,2.0,15.0,11.0,25.0,,1.0,5.0,1.0,,,1.0,,,1.0,3.0,8.0,,1.0,,1.0,1.0,,,2.0,2.0,90.0,1.0,,,,,,,8.5,,,,,3.0,6.0,2.0,,9.0,1.0,27.0,14.0,39.0,1,2.0,73.0,,,5.0
2015-16,6768194,22,91,Bournemouth,Home,42707,56917,Steve Cook,steve-cook,D,False,,,4.0,10.0,15.0,25.0,1.0,6.0,7.0,,,,1.0,,,,2.0,8.0,,,1.0,,,,,2.0,,90.0,1.0,2.0,,,,,,7.4,,,,,6.0,1.0,,,6.0,,17.0,15.0,32.0,1,1.0,46.0,,1.0,1.0
2015-16,6768194,22,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,False,,,,18.0,14.0,32.0,3.0,,11.0,,,,1.0,,,3.0,9.0,4.0,,,1.0,,,,,5.0,,90.0,,,,,,,,6.6,,,,,1.0,2.0,2.0,,3.0,,27.0,15.0,40.0,0,2.0,76.0,4.0,1.0,1.0
2015-16,6768226,23,91,Bournemouth,Away,1079,6219,Sylvain Distin,sylvain-distin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768226,23,91,Bournemouth,Away,15152,15149,Simon Francis,simon-francis,D,False,,,2.0,14.0,17.0,31.0,,2.0,3.0,,,,,,,1.0,1.0,5.0,,,,,,,,5.0,,90.0,,2.0,,,,,,7.3,,,,,8.0,,,,7.0,,22.0,17.0,39.0,0,3.0,61.0,2.0,,
2015-16,6768226,23,91,Bournemouth,Away,19343,40387,Dan Gosling,dan-gosling,D,False,,,,29.0,16.0,45.0,1.0,,3.0,,,,3.0,,,2.0,9.0,5.0,,,2.0,,,,,1.0,2.0,90.0,,,,,,,,6.5,,,,,,3.0,2.0,,,,37.0,16.0,51.0,0,3.0,71.0,3.0,,2.0
2015-16,6768226,23,91,Bournemouth,Away,21501,41320,Charlie Daniels,charlie-daniels,D,False,,,1.0,29.0,25.0,54.0,1.0,2.0,9.0,,,,,,,2.0,4.0,4.0,,,,,,,,2.0,,90.0,1.0,,,,,,,6.8,,,,,6.0,1.0,3.0,,4.0,,36.0,29.0,62.0,1,2.0,90.0,3.0,,
2015-16,6768226,23,91,Bournemouth,Away,42707,56917,Steve Cook,steve-cook,D,False,,,3.0,23.0,27.0,50.0,,3.0,4.0,,,,,,,,,5.0,,,,,,,,3.0,1.0,90.0,,,,,,,,7.4,,,1.0,,10.0,,,,8.0,,28.0,29.0,57.0,1,2.0,75.0,,,
2015-16,6768226,23,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,False,1.0,,1.0,22.0,14.0,35.0,,2.0,6.0,,,2.0,,,,,5.0,9.0,,,2.0,,,,,1.0,1.0,90.0,,1.0,,,,,,7.5,,,,,3.0,4.0,1.0,,2.0,,26.0,15.0,40.0,2,6.0,76.0,,,1.0
2015-16,6768219,24,91,Bournemouth,Away,1079,6219,Sylvain Distin,sylvain-distin,D,True,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,0,,1.0,,,
2015-16,6768219,24,91,Bournemouth,Away,15152,15149,Simon Francis,simon-francis,D,False,,,7.0,9.0,20.0,29.0,2.0,4.0,6.0,,,,1.0,,,,6.0,6.0,,,3.0,,,,,1.0,,90.0,,1.0,,,,,,6.9,,,,,13.0,,1.0,,13.0,,14.0,26.0,39.0,0,2.0,61.0,1.0,,
2015-16,6768219,24,91,Bournemouth,Away,19343,40387,Dan Gosling,dan-gosling,D,False,,,2.0,14.0,12.0,26.0,3.0,,6.0,,,,3.0,,,,10.0,9.0,,,2.0,,,,,1.0,,90.0,,1.0,,,,,,6.7,,,,,1.0,2.0,,,2.0,,15.0,13.0,28.0,0,5.0,45.0,1.0,4.0,
