season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6768233,25,13,Leicester_City,Away,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,,9.0,5.0,14.0,8.0,2.0,2.0,,1.0,2.0,2.0,,,,12.0,6.0,,,2.0,,,,,,,81.0,1.0,,,,,,,6.7,,,1.0,,,,1.0,,,,13.0,5.0,17.0,4,,29.0,2.0,4.0,
2015-16,6768233,25,13,Leicester_City,Away,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,,1.0,,1.0,1.0,1.0,,,,,,,,,2.0,1.0,,,1.0,,,,,,,9.0,,,,,,,,6.4,,,,,,,,,,,4.0,1.0,5.0,0,,7.0,1.0,,
2015-16,6768233,25,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,1.0,,,8.0,4.0,11.0,7.0,,2.0,1.0,2.0,,1.0,,,1.0,12.0,2.0,,,2.0,,,,,,2.0,90.0,2.0,,,,,,,6.6,,,2.0,,,3.0,1.0,,,,13.0,4.0,16.0,4,1.0,29.0,,,1.0
2015-16,6768235,26,13,Leicester_City,Away,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,,10.0,,10.0,5.0,2.0,2.0,,,,2.0,,,,10.0,5.0,,,1.0,,,,,,,61.0,,,,,,,,6.3,,,,,,3.0,,,,1.0,15.0,2.0,17.0,0,2.0,25.0,,1.0,
2015-16,6768235,26,13,Leicester_City,Away,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768235,26,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,5.0,6.0,11.0,4.0,1.0,2.0,,1.0,,1.0,,,1.0,8.0,3.0,,,1.0,,1.0,,,1.0,1.0,90.0,2.0,,,,,1.0,,7.1,,,1.0,,,1.0,,,,1.0,5.0,7.0,12.0,3,1.0,22.0,1.0,1.0,
2015-16,6768253,27,13,Leicester_City,Home,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,1.0,22.0,5.0,27.0,6.0,1.0,2.0,,,1.0,,,,1.0,8.0,5.0,,,,,,,,,2.0,69.0,,,,,,,,7.0,,,,,,2.0,,,1.0,1.0,26.0,5.0,31.0,1,1.0,45.0,3.0,2.0,1.0
2015-16,6768253,27,13,Leicester_City,Home,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,,3.0,1.0,4.0,4.0,,,,,,,,,,4.0,,,,1.0,,1.0,,,,,12.0,1.0,,,,,,,7.2,,,,,,,1.0,,,,7.0,1.0,7.0,1,,9.0,,,
2015-16,6768253,27,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,2.0,10.0,,10.0,7.0,1.0,,1.0,1.0,,,,,,7.0,3.0,,,1.0,1.0,,,,,3.0,90.0,1.0,,,,,,,7.3,,,2.0,,,1.0,,,2.0,,17.0,1.0,18.0,3,1.0,28.0,4.0,,1.0
2015-16,6768270,28,13,Leicester_City,Home,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,1.0,11.0,7.0,18.0,2.0,2.0,4.0,,2.0,,,,,,5.0,7.0,,,1.0,,,,1.0,1.0,,63.0,,,,,,,,6.4,,,3.0,,,2.0,1.0,,1.0,,15.0,10.0,24.0,3,3.0,36.0,,2.0,
2015-16,6768270,28,13,Leicester_City,Home,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,,4.0,3.0,7.0,3.0,4.0,,,1.0,,,,,,3.0,4.0,,,,,,,,,,27.0,,,,,,,,6.3,,,,,,,,,,,7.0,3.0,10.0,0,,11.0,,,
2015-16,6768270,28,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,1.0,,,12.0,3.0,14.0,7.0,3.0,1.0,,1.0,1.0,,,,,8.0,5.0,,,2.0,,,,1.0,,2.0,90.0,2.0,,,,,,,7.0,,,1.0,,,1.0,3.0,,1.0,1.0,18.0,6.0,21.0,4,1.0,33.0,1.0,,1.0
2015-16,6768276,29,13,Leicester_City,Away,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,,3.0,6.0,9.0,3.0,,1.0,,,,1.0,,,3.0,11.0,2.0,,,2.0,,,,,1.0,,45.0,1.0,,,,,,,6.3,,,,,,3.0,,,,,6.0,6.0,12.0,1,1.0,25.0,2.0,,1.0
2015-16,6768276,29,13,Leicester_City,Away,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768276,29,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,10.0,2.0,12.0,5.0,2.0,1.0,,1.0,,,,,,8.0,6.0,,,,,,,,1.0,,90.0,1.0,,,,,,,6.6,,,2.0,,,5.0,1.0,,,1.0,14.0,4.0,17.0,3,1.0,33.0,3.0,1.0,2.0
2015-16,6768290,30,13,Leicester_City,Home,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,,15.0,1.0,16.0,4.0,2.0,2.0,,,,,,,1.0,5.0,4.0,,,,,1.0,,,1.0,,65.0,1.0,1.0,,,,,,7.3,,,,,,,1.0,,,,20.0,2.0,21.0,1,1.0,36.0,3.0,1.0,
2015-16,6768290,30,13,Leicester_City,Home,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,1.0,9.0,,9.0,1.0,,1.0,,,,1.0,,,1.0,3.0,1.0,,,,,,,,,,15.0,,,,,,,,6.5,,,,,1.0,,,,1.0,,10.0,1.0,11.0,0,1.0,18.0,2.0,,
2015-16,6768290,30,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,9.0,4.0,13.0,,4.0,2.0,,,1.0,1.0,,,1.0,4.0,8.0,,,,1.0,,,,,3.0,90.0,,,,,,,,6.9,,,,,,3.0,2.0,,1.0,,19.0,7.0,24.0,1,1.0,36.0,2.0,2.0,1.0
2015-16,6768292,31,13,Leicester_City,Away,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,,10.0,2.0,12.0,5.0,2.0,1.0,,1.0,,2.0,,,,10.0,7.0,,,1.0,,,,,1.0,2.0,76.0,,,,,,,,6.5,,,2.0,,,3.0,2.0,,1.0,,16.0,3.0,17.0,2,1.0,35.0,2.0,3.0,1.0
2015-16,6768292,31,13,Leicester_City,Away,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,,5.0,,5.0,2.0,,,,,,1.0,,,1.0,4.0,,,,,,,,,,,14.0,,,,,,,,6.4,,,,,4.0,,,,,,5.0,,5.0,0,,13.0,,,
2015-16,6768292,31,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,1.0,,2.0,10.0,2.0,11.0,6.0,1.0,7.0,1.0,,1.0,,,,1.0,12.0,8.0,,,3.0,1.0,,,,,1.0,89.0,,,,,,,,7.2,,,,,,6.0,4.0,,2.0,,17.0,3.0,16.0,1,3.0,33.0,1.0,1.0,3.0
2015-16,6768304,32,13,Leicester_City,Home,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,,3.0,3.0,6.0,3.0,,1.0,,,1.0,,,,1.0,6.0,2.0,,,1.0,,,,,,1.0,64.0,,1.0,,,,,,6.6,,,,,1.0,1.0,,,,,7.0,3.0,10.0,1,,20.0,1.0,2.0,
2015-16,6768304,32,13,Leicester_City,Home,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,,16.0,1.0,17.0,4.0,2.0,3.0,,,,,,,2.0,7.0,3.0,,,,,,,,,,26.0,,,,,,,,6.5,,,,,2.0,1.0,,,,,17.0,1.0,18.0,0,1.0,24.0,,,
2015-16,6768304,32,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,1.0,,,14.0,2.0,15.0,3.0,,2.0,1.0,1.0,,,,,,7.0,4.0,,,1.0,,,,,,3.0,90.0,1.0,,,,,,,6.8,,,,,,4.0,2.0,,,2.0,18.0,3.0,19.0,1,2.0,34.0,3.0,1.0,1.0
2015-16,6768308,33,13,Leicester_City,Away,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,,16.0,3.0,19.0,8.0,1.0,,,,,,,,1.0,12.0,4.0,,,1.0,,,,,,1.0,62.0,,,,,,,,6.7,,,2.0,,,4.0,3.0,,,,20.0,4.0,21.0,2,1.0,36.0,2.0,,2.0
2015-16,6768308,33,13,Leicester_City,Away,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,1.0,15.0,1.0,16.0,3.0,1.0,2.0,,1.0,,,,,3.0,6.0,3.0,,,,,,,,,1.0,28.0,1.0,,,,,,,6.4,,,,,,,3.0,,1.0,,21.0,1.0,19.0,1,2.0,33.0,2.0,,
2015-16,6768308,33,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,1.0,,1.0,13.0,5.0,17.0,1.0,6.0,3.0,1.0,,,1.0,,,2.0,6.0,12.0,,,,,2.0,,,1.0,2.0,90.0,3.0,,,,,,,9.1,,,2.0,,,6.0,2.0,,1.0,1.0,24.0,6.0,28.0,5,1.0,49.0,3.0,1.0,4.0
2015-16,6768345,34,13,Leicester_City,Home,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,,5.0,2.0,7.0,1.0,2.0,,1.0,,,,,,,3.0,4.0,,,2.0,,,,,,1.0,59.0,,,,,,,,6.8,,,,,,,,,,,13.0,2.0,15.0,0,,21.0,2.0,3.0,
2015-16,6768345,34,13,Leicester_City,Home,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,,6.0,4.0,10.0,2.0,3.0,4.0,,,,,,,,2.0,7.0,,,,,1.0,,,,,31.0,1.0,,,,,,,7.3,,,,,2.0,1.0,1.0,,,1.0,11.0,6.0,16.0,1,1.0,26.0,1.0,3.0,1.0
2015-16,6768345,34,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,4.0,1.0,5.0,3.0,,1.0,,1.0,,,,,,7.0,1.0,,,4.0,,1.0,,,1.0,,56.0,1.0,,,,,,,6.1,,,,,,1.0,,,,,6.0,2.0,8.0,1,,14.0,1.0,1.0,
2015-16,6768384,35,13,Leicester_City,Home,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,,9.0,4.0,13.0,1.0,2.0,1.0,,,1.0,1.0,,,5.0,7.0,8.0,,,,,,,,1.0,,73.0,,,,,,,,6.8,,,1.0,,,2.0,,,,1.0,11.0,4.0,15.0,2,2.0,33.0,2.0,2.0,2.0
2015-16,6768384,35,13,Leicester_City,Home,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,False,,,,16.0,5.0,21.0,8.0,4.0,3.0,,,,1.0,,,2.0,13.0,6.0,,,,,2.0,,,1.0,1.0,79.0,2.0,,,,,,,7.9,,,,,1.0,2.0,,,,1.0,24.0,7.0,31.0,2,2.0,44.0,2.0,,
2015-16,6768390,36,13,Leicester_City,Away,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,,5.0,4.0,9.0,4.0,,2.0,,,1.0,1.0,,,1.0,7.0,1.0,,,1.0,,,,,,,67.0,,,,,,,,6.4,,,1.0,,,1.0,,,,,7.0,5.0,12.0,2,1.0,20.0,2.0,,
2015-16,6768390,36,13,Leicester_City,Away,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,False,,,,14.0,5.0,19.0,12.0,5.0,4.0,,,1.0,4.0,,,2.0,19.0,12.0,,,1.0,,,,,,1.0,90.0,,,,,,,,7.2,,,5.0,,1.0,2.0,,,,,15.0,6.0,21.0,6,1.0,40.0,1.0,4.0,2.0
2015-16,6768369,37,13,Leicester_City,Home,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,1.0,6.0,6.0,12.0,1.0,1.0,3.0,,,,,,,2.0,7.0,5.0,,,1.0,,,,,,,62.0,,,,,,,,6.7,,,,,,6.0,,,1.0,,11.0,6.0,17.0,0,1.0,29.0,1.0,,3.0
2015-16,6768369,37,13,Leicester_City,Home,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,,8.0,1.0,9.0,2.0,3.0,1.0,,,,,,,3.0,5.0,3.0,,,,,,,,,2.0,28.0,,,,,,,,7.0,,,4.0,,1.0,,,,,,9.0,1.0,10.0,4,,18.0,,,
2015-16,6768369,37,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,1.0,,1.0,12.0,5.0,16.0,1.0,3.0,5.0,,2.0,2.0,,,,,4.0,6.0,,,1.0,,2.0,,,1.0,1.0,90.0,3.0,,,,1.0,1.0,,8.1,,,2.0,,,4.0,3.0,,1.0,2.0,19.0,5.0,21.0,7,,39.0,,1.0,2.0
2015-16,6768356,38,13,Leicester_City,Away,19303,78412,Shinji Okazaki,shinji-okazaki,F,True,,,,6.0,5.0,11.0,1.0,2.0,1.0,,1.0,,1.0,,,1.0,7.0,3.0,,,2.0,,,,,,,45.0,1.0,,,,,,,6.1,,,1.0,,,4.0,,,,,12.0,6.0,18.0,2,,30.0,3.0,,1.0
2015-16,6768356,38,13,Leicester_City,Away,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768356,38,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,6.0,4.0,10.0,2.0,,5.0,,1.0,2.0,,,,1.0,5.0,3.0,,,3.0,,,,,1.0,,90.0,,,,,,,,6.5,,,2.0,,,1.0,1.0,,,,10.0,6.0,15.0,4,1.0,27.0,1.0,1.0,1.0
