matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenPost,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442107,11,2012-11-10 15:00:00,110,Stoke,Home,83.0,18.0,,1.0,1.0,9.0,,157.0,4.0,,3.0,13.0,5.0,30.0,239.0,,,19.0,20.0,34.0,9.0,,,,,,,,,,,,9.0,,,,,,,3.0,7.0,11.0,,,46.0,55.0,1.0,1.0,,2.0,5.0,11.0,,,5.0,12.0,5.0,,8.0,2.0,53.0,71.0,2.0,14.0,7.0,,1.0,90.0,13.0,15.0,,,7.0,3.0,,147.0,1.0,,1.0,,1.0,,11.0,,,2.0,13.0,,8.0,6.0,,3.0,62.0,80.0,36.0,5.0,1.0,4.0,6.0,2.0,,7.0,2.0,,72.0,38.0,30.0,,,,,167.0,158.0,3.0,19.0,23.0,45.1,,,0.0,85.0,1.0,1.0,,,,,5.0,1.0,3.0,99.0,,10.0,92.0,34.0,23.0,6.0,3.0,23.0,20.0,,172.0,23.0,271.0,,,34.0,6.0,59.0,2.0,340.0,,0.0,12.0,19.0,1.0,26.0,2.0,516.0,,6.0,3.0,5.0,13.0,0.0
442118,12,2012-11-19 20:00:00,110,Stoke,Away,91.0,14.0,2.0,2.0,,9.0,,137.0,6.0,,,6.0,9.0,26.0,226.0,,,11.0,33.0,31.0,5.0,1.0,,,,,,,1.0,,,,6.0,,,,1.0,,,,11.0,4.0,,,48.0,56.0,,,,8.0,1.0,4.0,,,4.0,10.0,4.0,,12.0,2.0,60.0,57.0,8.0,46.0,27.0,,,62.0,9.0,9.0,1.0,,1.0,1.0,,139.0,1.0,1.0,1.0,,1.0,,10.0,,3.0,,36.0,1.0,7.0,6.0,,,68.0,88.0,40.0,12.0,,4.0,3.0,2.0,,3.0,1.0,,64.0,34.0,20.0,,,,,183.0,163.0,,18.0,28.0,42.0,1.0,,0.0,72.0,4.0,,,,,,5.0,,3.0,62.0,,7.0,116.0,29.0,66.0,3.0,4.0,19.0,15.0,,105.0,16.0,230.0,3.0,,31.0,11.0,57.0,3.0,327.0,,0.0,8.0,16.0,,21.0,0.0,541.0,,13.0,1.0,4.0,12.0,0.0
442124,13,2012-11-24 15:00:00,110,Stoke,Home,80.0,17.0,5.0,10.0,5.0,6.0,1.0,159.0,2.0,,,10.0,6.0,25.0,229.0,,,14.0,15.0,25.0,7.0,4.0,,,,,,,,,,,7.0,,,,1.0,,,1.0,2.0,7.0,,,49.0,61.0,2.0,1.0,1.0,4.0,3.0,6.0,,,7.0,14.0,10.0,,10.0,1.0,54.0,61.0,4.0,21.0,6.0,,,63.0,18.0,11.0,,,2.0,2.0,,131.0,1.0,,1.0,1.0,,,3.0,1.0,1.0,2.0,14.0,1.0,18.0,14.0,,,61.0,73.0,35.0,2.0,1.0,7.0,5.0,2.0,,3.0,,,44.0,63.0,33.0,,,,,175.0,158.0,5.0,26.0,25.0,40.3,1.0,1.0,0.0,82.0,1.0,1.0,,,,,11.0,,3.0,94.0,,12.0,98.0,39.0,38.0,13.0,7.0,33.0,26.0,,147.0,15.0,258.0,1.0,,26.0,9.0,51.0,2.0,323.0,,0.0,16.0,19.0,,25.0,1.0,539.0,,10.0,6.0,7.0,17.0,0.0
442132,14,2012-11-28 19:45:00,110,Stoke,Home,98.0,19.0,2.0,7.0,5.0,8.0,1.0,162.0,1.0,2.0,2.0,16.0,16.0,32.0,253.0,,1.0,21.0,19.0,30.0,5.0,3.0,,,1.0,,1.0,,,,,1.0,5.0,,,,,,,2.0,5.0,4.0,,,53.0,63.0,3.0,1.0,2.0,3.0,1.0,2.0,,,7.0,16.0,6.0,,17.0,2.0,59.0,75.0,3.0,21.0,14.0,1.0,1.0,79.0,13.0,14.0,2.0,1.0,3.0,2.0,1.0,172.0,2.0,,2.0,2.0,,,3.0,2.0,2.0,,19.0,,14.0,10.0,1.0,2.0,70.0,90.0,47.0,2.0,,5.0,5.0,5.0,,1.0,4.0,,54.0,84.0,22.0,,,,,212.0,203.0,7.0,19.0,28.0,52.2,,,0.0,71.0,3.0,2.0,,,1.0,,7.0,1.0,3.0,81.0,,10.0,121.0,39.0,30.0,15.0,7.0,31.0,24.0,,132.0,16.0,276.0,2.0,2.0,30.0,21.0,54.0,3.0,366.0,,0.0,13.0,24.0,3.0,37.0,2.0,605.0,,15.0,7.0,7.0,17.0,0.0
442147,15,2012-12-01 15:00:00,110,Stoke,Away,126.0,9.0,2.0,5.0,3.0,1.0,,112.0,1.0,3.0,4.0,3.0,13.0,19.0,233.0,,,15.0,30.0,21.0,3.0,,,,,,,,,,,,4.0,,,,,,,,6.0,9.0,,,47.0,64.0,,,,2.0,1.0,7.0,,,5.0,10.0,9.0,,11.0,1.0,69.0,57.0,2.0,21.0,13.0,,,59.0,15.0,8.0,,,2.0,1.0,,133.0,1.0,,1.0,1.0,,,6.0,1.0,,,18.0,,10.0,7.0,,4.0,82.0,84.0,27.0,5.0,1.0,1.0,3.0,2.0,,6.0,1.0,,57.0,55.0,18.0,,,,,177.0,164.0,1.0,25.0,19.0,42.8,,,0.0,71.0,3.0,2.0,,,1.0,,2.0,,2.0,48.0,,4.0,143.0,31.0,34.0,12.0,4.0,24.0,20.0,,102.0,8.0,214.0,,3.0,23.0,15.0,52.0,2.0,333.0,,0.0,5.0,22.0,,26.0,3.0,537.0,,9.0,6.0,5.0,17.0,0.0
442150,16,2012-12-08 15:00:00,110,Stoke,Away,103.0,21.0,,4.0,4.0,5.0,,158.0,3.0,3.0,3.0,7.0,9.0,32.0,257.0,,,22.0,19.0,25.0,2.0,,,,,,,,,,,,1.0,,,,,,,,8.0,5.0,,,50.0,49.0,,,,3.0,,8.0,,1.0,2.0,15.0,10.0,,13.0,1.0,62.0,48.0,3.0,14.0,7.0,,1.0,75.0,15.0,9.0,,,,,,138.0,,,,,,,5.0,,4.0,,12.0,,16.0,15.0,1.0,3.0,92.0,74.0,36.0,3.0,,2.0,,,,7.0,,,53.0,75.0,27.0,,,,,179.0,162.0,2.0,26.0,11.0,43.7,,,0.0,71.0,1.0,1.0,,1.0,4.0,,2.0,,2.0,90.0,,2.0,117.0,38.0,31.0,9.0,2.0,27.0,25.0,,147.0,23.0,261.0,4.0,3.0,21.0,12.0,55.0,3.0,351.0,,1.0,2.0,12.0,,32.0,0.0,547.0,,10.0,2.0,2.0,8.0,0.0
442166,17,2012-12-15 15:00:00,110,Stoke,Home,95.0,17.0,1.0,4.0,3.0,3.0,,138.0,3.0,1.0,3.0,14.0,8.0,32.0,229.0,,1.0,20.0,25.0,42.0,9.0,,,,,,,1.0,,,,1.0,9.0,,,,,,1.0,2.0,10.0,1.0,,,63.0,60.0,3.0,4.0,,3.0,1.0,3.0,1.0,1.0,4.0,9.0,8.0,,18.0,1.0,65.0,71.0,3.0,21.0,10.0,,,64.0,13.0,13.0,1.0,,1.0,2.0,,159.0,1.0,,1.0,,1.0,,7.0,,2.0,1.0,12.0,1.0,13.0,10.0,1.0,3.0,56.0,96.0,50.0,8.0,,4.0,6.0,5.0,,4.0,,1.0,58.0,60.0,23.0,,,,,180.0,175.0,1.0,24.0,25.0,48.7,1.0,,0.0,50.0,2.0,,,,1.0,,7.0,,3.0,68.0,,10.0,112.0,36.0,26.0,9.0,4.0,23.0,19.0,,113.0,11.0,239.0,2.0,1.0,32.0,10.0,58.0,1.0,328.0,,0.0,13.0,14.0,1.0,33.0,1.0,530.0,,14.0,2.0,4.0,12.0,0.0
442175,18,2012-12-22 15:00:00,110,Stoke,Away,81.0,13.0,2.0,2.0,,3.0,,97.0,8.0,,2.0,5.0,10.0,20.0,176.0,,2.0,8.0,16.0,26.0,1.0,2.0,,,,,1.0,,,,,,2.0,,,,,,,1.0,6.0,16.0,,,32.0,59.0,,1.0,,4.0,1.0,7.0,,,4.0,9.0,,,18.0,1.0,58.0,65.0,4.0,32.0,21.0,,,62.0,12.0,8.0,,,3.0,,1.0,119.0,,,,,,,15.0,,3.0,1.0,26.0,,21.0,19.0,,2.0,46.0,69.0,36.0,11.0,,1.0,2.0,1.0,,8.0,,,39.0,30.0,13.0,,,,,163.0,141.0,2.0,26.0,19.0,36.8,,,0.0,57.0,1.0,4.0,,,,,2.0,,3.0,51.0,,3.0,95.0,28.0,54.0,12.0,3.0,12.0,9.0,,102.0,13.0,171.0,4.0,1.0,16.0,12.0,44.0,2.0,254.0,,0.0,4.0,25.0,3.0,16.0,5.0,484.0,,12.0,6.0,4.0,20.0,0.0
442187,19,2012-12-26 19:45:00,110,Stoke,Home,86.0,10.0,1.0,4.0,3.0,5.0,,121.0,5.0,3.0,2.0,11.0,9.0,18.0,203.0,,,14.0,26.0,24.0,5.0,,,1.0,,,,,,,,1.0,7.0,,,,,,,,10.0,7.0,,,47.0,63.0,,,1.0,2.0,3.0,8.0,,,6.0,11.0,4.0,,15.0,3.0,66.0,56.0,2.0,12.0,2.0,,,53.0,11.0,5.0,3.0,,1.0,1.0,,134.0,2.0,1.0,2.0,,2.0,,10.0,1.0,1.0,,3.0,,16.0,13.0,1.0,2.0,50.0,73.0,29.0,8.0,,1.0,6.0,5.0,,7.0,2.0,,41.0,55.0,16.0,1.0,1.0,1.0,,157.0,152.0,7.0,21.0,26.0,37.6,,1.0,0.0,53.0,1.0,2.0,,,1.0,1.0,2.0,,3.0,66.0,,7.0,97.0,25.0,17.0,7.0,6.0,22.0,16.0,1.0,111.0,19.0,209.0,1.0,3.0,24.0,9.0,42.0,1.0,284.0,,0.0,10.0,26.0,,26.0,3.0,482.0,,12.0,1.0,6.0,17.0,0.0
442197,20,2012-12-29 15:00:00,110,Stoke,Home,65.0,13.0,3.0,7.0,4.0,13.0,,158.0,5.0,3.0,2.0,17.0,7.0,26.0,216.0,,1.0,29.0,18.0,39.0,6.0,2.0,,,,,,1.0,,,,1.0,7.0,,,,,,,1.0,8.0,1.0,,,50.0,50.0,1.0,1.0,1.0,,4.0,6.0,,1.0,7.0,13.0,7.0,1.0,8.0,1.0,51.0,68.0,,19.0,12.0,1.0,1.0,102.0,6.0,9.0,2.0,,2.0,1.0,,173.0,2.0,,1.0,1.0,1.0,,8.0,1.0,1.0,,19.0,1.0,9.0,7.0,,2.0,62.0,110.0,52.0,4.0,,3.0,7.0,5.0,,2.0,,1.0,48.0,99.0,25.0,,,,,235.0,220.0,3.0,11.0,22.0,54.9,,,0.0,63.0,2.0,1.0,,,,,4.0,1.0,3.0,97.0,,10.0,87.0,34.0,34.0,18.0,7.0,28.0,21.0,,177.0,31.0,289.0,1.0,4.0,43.0,8.0,62.0,2.0,348.0,,1.0,13.0,14.0,1.0,53.0,1.0,591.0,,17.0,5.0,7.0,11.0,0.0
442201,21,2013-01-01 15:00:00,110,Stoke,Away,111.0,12.0,1.0,2.0,1.0,5.0,,145.0,8.0,1.0,2.0,6.0,12.0,26.0,254.0,,,15.0,18.0,22.0,2.0,,,,,,,,,,,,3.0,,,,,,,,12.0,8.0,,,60.0,44.0,1.0,1.0,,3.0,3.0,6.0,,1.0,2.0,3.0,2.0,,5.0,2.0,47.0,52.0,3.0,20.0,5.0,1.0,,49.0,10.0,6.0,,,1.0,1.0,,120.0,,,,,,,17.0,,4.0,,10.0,1.0,9.0,7.0,1.0,2.0,94.0,86.0,48.0,7.0,,1.0,1.0,1.0,,6.0,,,45.0,72.0,6.0,1.0,1.0,1.0,,149.0,130.0,2.0,15.0,17.0,38.4,,,0.0,72.0,2.0,1.0,,,,,1.0,1.0,2.0,52.0,,2.0,126.0,27.0,39.0,10.0,2.0,8.0,6.0,1.0,93.0,13.0,228.0,4.0,1.0,23.0,15.0,41.0,1.0,346.0,,0.0,5.0,22.0,,20.0,2.0,523.0,,4.0,2.0,2.0,19.0,0.0
