matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPenPost,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
855281,11.0,2016-11-05 15:00:00,110,Stoke,Away,117.0,17.0,1.0,3.0,2.0,9.0,,153.0,5.0,1.0,,14.0,5.0,31.0,267.0,,,16.0,21.0,21.0,4.0,1.0,3.0,,,,1.0,1.0,1.0,,,,7.0,,,,,,,1.0,5.0,6.0,4.0,6.0,6.0,,47.0,58.0,1.0,,1.0,7.0,10.0,1.0,13.0,,,4.0,10.0,4.0,,8.0,2.0,56.0,50.0,7.0,17.0,9.0,,,71.0,10.0,11.0,,3.0,2.0,1.0,147.0,1.0,,1.0,1.0,,7.0,,,1.0,1.0,,,,1.0,9.0,,15.0,15.0,2.0,,77.0,83.0,44.0,6.0,,4.0,2.0,4.0,337.0,,,1.0,,1.0,33.0,61.0,33.0,,,,,,142.0,142.0,3.0,25.0,20.0,41.9,,,1.0,1.0,10.0,0.0,,,,90.0,1.0,1.0,2.0,,1.0,,7.0,,3.0,82.0,250.0,6.0,6.0,133.0,30.0,17.0,8.0,4.0,20.0,16.0,,136.0,29.0,248.0,1.0,1.0,41.0,5.0,66.0,1.0,361.0,,0.0,12.0,16.0,1.0,21.0,1.0,526.0,15.0,11.0,2.0,4.0,13.0,0.0
855287,12.0,2016-11-19 15:00:00,110,Stoke,Home,104.0,20.0,3.0,4.0,1.0,6.0,,158.0,11.0,,3.0,16.0,5.0,39.0,258.0,1.0,,23.0,18.0,27.0,9.0,2.0,4.0,,,1.0,,1.0,,,,,8.0,,,1.0,1.0,,,,7.0,5.0,3.0,9.0,5.0,,45.0,60.0,1.0,2.0,,1.0,8.0,3.0,7.0,,,3.0,6.0,7.0,,13.0,1.0,61.0,76.0,1.0,11.0,3.0,,,61.0,17.0,10.0,,2.0,,1.0,165.0,,,,,,13.0,,,,,,,,,3.0,1.0,19.0,19.0,5.0,3.0,74.0,80.0,47.0,4.0,,3.0,8.0,6.0,335.0,,,1.0,,,58.0,43.0,37.0,,,,,1.0,159.0,159.0,5.0,20.0,28.0,51.1,1.0,,,,8.0,0.0,,,,79.0,1.0,,1.0,,2.0,,5.0,1.0,3.0,73.0,236.0,3.0,11.0,119.0,31.0,11.0,22.0,3.0,16.0,13.0,,130.0,26.0,260.0,,,38.0,6.0,70.0,2.0,363.0,3.0,0.0,14.0,26.0,5.0,29.0,3.0,558.0,32.0,13.0,14.0,3.0,21.0,0.0
855301,13.0,2016-11-27 12:00:00,110,Stoke,Away,128.0,20.0,1.0,5.0,4.0,2.0,2.0,150.0,6.0,,4.0,8.0,4.0,27.0,273.0,,,11.0,17.0,25.0,7.0,3.0,1.0,,,,,1.0,,,,,6.0,,,,,1.0,,6.0,5.0,7.0,4.0,7.0,7.0,,58.0,68.0,,,,3.0,18.0,6.0,12.0,,,3.0,8.0,3.0,,15.0,1.0,60.0,73.0,3.0,38.0,24.0,,,58.0,14.0,23.0,,4.0,2.0,1.0,164.0,,,,,,8.0,,,,,,,,1.0,24.0,1.0,11.0,11.0,1.0,4.0,74.0,76.0,42.0,3.0,,6.0,4.0,1.0,339.0,,,1.0,,,40.0,66.0,26.0,,,,,,153.0,153.0,1.0,36.0,23.0,50.2,1.0,,,3.0,18.0,0.0,,,,75.0,,2.0,2.0,,,,7.0,,1.0,62.0,253.0,12.0,10.0,151.0,39.0,38.0,11.0,3.0,16.0,13.0,,111.0,12.0,236.0,,,32.0,4.0,61.0,6.0,371.0,,0.0,14.0,17.0,1.0,13.0,0.0,586.0,19.0,18.0,8.0,3.0,12.0,0.0
855307,14.0,2016-12-03 15:00:00,110,Stoke,Home,191.0,13.0,1.0,2.0,1.0,2.0,,160.0,4.0,,3.0,12.0,10.0,32.0,349.0,2.0,2.0,16.0,30.0,26.0,4.0,1.0,3.0,,,,,,,,,,7.0,,,,,1.0,,,3.0,7.0,7.0,6.0,4.0,,79.0,66.0,1.0,1.0,,4.0,9.0,3.0,3.0,,,4.0,1.0,4.0,1.0,9.0,1.0,55.0,67.0,4.0,40.0,21.0,,1.0,66.0,7.0,13.0,1.0,1.0,1.0,,173.0,2.0,,2.0,2.0,,13.0,,,2.0,2.0,,,,1.0,21.0,1.0,11.0,11.0,1.0,3.0,116.0,75.0,39.0,9.0,,2.0,5.0,4.0,416.0,,,4.0,3.0,,67.0,30.0,19.0,,,,,,150.0,150.0,2.0,35.0,22.0,55.9,1.0,,,1.0,9.0,0.0,,,,80.0,2.0,2.0,4.0,,1.0,,3.0,,3.0,82.0,332.0,6.0,7.0,211.0,30.0,40.0,19.0,4.0,10.0,6.0,,134.0,10.0,247.0,2.0,,34.0,10.0,73.0,3.0,448.0,2.0,0.0,10.0,17.0,4.0,21.0,3.0,654.0,17.0,15.0,11.0,4.0,13.0,0.0
855312,15.0,2016-12-10 15:00:00,110,Stoke,Away,101.0,10.0,3.0,6.0,3.0,3.0,,117.0,10.0,2.0,4.0,5.0,4.0,24.0,212.0,,1.0,15.0,11.0,15.0,7.0,2.0,4.0,,,,,,,1.0,,,7.0,1.0,,,,,,,5.0,17.0,4.0,7.0,5.0,,47.0,51.0,,,1.0,1.0,13.0,2.0,10.0,,,7.0,7.0,3.0,,12.0,3.0,41.0,44.0,1.0,29.0,14.0,,1.0,47.0,6.0,9.0,,1.0,1.0,,116.0,,,,,,14.0,,,,,,,,,14.0,1.0,18.0,18.0,2.0,4.0,57.0,44.0,23.0,7.0,1.0,4.0,5.0,5.0,259.0,,,7.0,1.0,,39.0,58.0,24.0,,,,,1.0,120.0,120.0,3.0,29.0,14.0,35.6,,3.0,,,13.0,0.0,,,,68.0,2.0,1.0,3.0,,1.0,,5.0,,3.0,55.0,192.0,3.0,9.0,130.0,21.0,29.0,7.0,7.0,18.0,11.0,,86.0,12.0,176.0,,2.0,22.0,4.0,56.0,3.0,288.0,,0.0,12.0,15.0,2.0,17.0,0.0,472.0,20.0,12.0,5.0,7.0,11.0,0.0
855330,16.0,2016-12-14 20:00:00,110,Stoke,Home,60.0,7.0,2.0,4.0,2.0,5.0,1.0,84.0,10.0,,,10.0,4.0,25.0,140.0,,,13.0,12.0,17.0,2.0,1.0,1.0,,,,,,,,,,3.0,,,,,,,1.0,7.0,5.0,10.0,4.0,1.0,,25.0,53.0,,,,2.0,8.0,1.0,10.0,,,3.0,5.0,2.0,,12.0,2.0,49.0,49.0,2.0,45.0,25.0,,,34.0,9.0,9.0,,1.0,1.0,,127.0,,,,,,15.0,,,,2.0,,,,,25.0,,12.0,12.0,2.0,1.0,41.0,58.0,27.0,11.0,,1.0,2.0,3.0,191.0,,,4.0,1.0,,25.0,51.0,11.0,,,,,,141.0,141.0,1.0,28.0,13.0,28.3,,,,,8.0,0.0,,,,34.0,1.0,3.0,4.0,,2.0,,1.0,,2.0,36.0,119.0,5.0,3.0,83.0,15.0,45.0,14.0,3.0,11.0,8.0,,68.0,17.0,155.0,2.0,,23.0,4.0,56.0,1.0,227.0,,1.0,5.0,16.0,1.0,19.0,1.0,416.0,10.0,19.0,7.0,3.0,10.0,0.0
855337,17.0,2016-12-17 15:00:00,110,Stoke,Home,187.0,19.0,3.0,7.0,5.0,8.0,,310.0,3.0,,11.0,6.0,10.0,26.0,490.0,,,24.0,15.0,18.0,10.0,1.0,2.0,,,,,,,,,,11.0,1.0,,,,,1.0,2.0,5.0,9.0,5.0,7.0,9.0,,93.0,64.0,1.0,1.0,2.0,1.0,12.0,5.0,6.0,,1.0,9.0,18.0,14.0,,12.0,3.0,45.0,45.0,1.0,21.0,13.0,,,72.0,9.0,11.0,,3.0,1.0,,174.0,,,,,,4.0,,,,3.0,,,,,13.0,1.0,7.0,7.0,,11.0,146.0,71.0,44.0,9.0,2.0,4.0,7.0,7.0,554.0,,,3.0,,,69.0,92.0,49.0,,,,,1.0,147.0,147.0,13.0,17.0,20.0,64.9,1.0,2.0,,1.0,12.0,0.0,,,,160.0,4.0,2.0,6.0,,2.0,,4.0,1.0,2.0,152.0,473.0,6.0,11.0,200.0,35.0,21.0,12.0,8.0,40.0,33.0,,202.0,14.0,413.0,3.0,,15.0,11.0,49.0,3.0,573.0,1.0,0.0,16.0,9.0,1.0,28.0,2.0,782.0,33.0,8.0,8.0,9.0,5.0,0.0
855347,18.0,2016-12-27 17:15:00,110,Stoke,Away,105.0,10.0,,2.0,2.0,13.0,,153.0,8.0,,3.0,16.0,7.0,40.0,256.0,,,15.0,13.0,32.0,3.0,,,,,,,,1.0,,,,6.0,,,,,,,,5.0,12.0,9.0,4.0,2.0,,55.0,54.0,,,,3.0,15.0,2.0,9.0,1.0,,2.0,4.0,3.0,,14.0,2.0,54.0,74.0,3.0,36.0,20.0,2.0,,55.0,6.0,8.0,1.0,1.0,1.0,,154.0,1.0,,1.0,1.0,,12.0,,,1.0,1.0,,,,,20.0,,20.0,20.0,2.0,3.0,69.0,75.0,48.0,8.0,,2.0,2.0,2.0,323.0,,,9.0,2.0,1.0,30.0,71.0,17.0,,,,,,151.0,151.0,5.0,21.0,20.0,36.2,,3.0,,,15.0,0.0,,,,74.0,2.0,1.0,2.0,,,,2.0,1.0,3.0,54.0,235.0,9.0,4.0,130.0,19.0,36.0,22.0,2.0,10.0,8.0,,100.0,25.0,232.0,1.0,,37.0,7.0,73.0,2.0,352.0,,0.0,6.0,25.0,1.0,22.0,1.0,575.0,9.0,10.0,10.0,2.0,12.0,0.0
855354,19.0,2016-12-31 15:00:00,110,Stoke,Away,107.0,16.0,2.0,2.0,,1.0,,137.0,5.0,,2.0,14.0,8.0,38.0,242.0,,,12.0,11.0,22.0,,2.0,1.0,,,,,,,,,,1.0,,,,,,,3.0,8.0,10.0,8.0,4.0,1.0,,57.0,49.0,1.0,,1.0,2.0,13.0,,11.0,,,3.0,4.0,1.0,1.0,10.0,3.0,43.0,54.0,2.0,31.0,12.0,1.0,1.0,46.0,10.0,12.0,1.0,2.0,2.0,,117.0,1.0,,1.0,1.0,,12.0,,,1.0,1.0,,,,1.0,12.0,,11.0,11.0,1.0,2.0,75.0,65.0,37.0,8.0,,2.0,1.0,2.0,291.0,,,3.0,1.0,,40.0,37.0,24.0,,,,,,120.0,120.0,1.0,26.0,19.0,40.4,,,,2.0,13.0,0.0,,,,73.0,3.0,,3.0,,,,3.0,,2.0,58.0,222.0,6.0,3.0,127.0,24.0,31.0,6.0,2.0,9.0,7.0,,98.0,7.0,204.0,1.0,,32.0,9.0,70.0,2.0,322.0,,0.0,5.0,17.0,,16.0,2.0,477.0,12.0,14.0,4.0,3.0,12.0,0.0
855367,20.0,2017-01-03 20:00:00,110,Stoke,Home,167.0,19.0,4.0,9.0,5.0,2.0,,138.0,3.0,,2.0,7.0,9.0,26.0,296.0,,1.0,24.0,23.0,26.0,10.0,1.0,4.0,,,,,,,,,1.0,11.0,,,,,,,1.0,3.0,5.0,4.0,11.0,5.0,,64.0,59.0,3.0,2.0,1.0,,19.0,4.0,6.0,1.0,,7.0,18.0,9.0,1.0,12.0,1.0,53.0,60.0,,42.0,20.0,,,62.0,10.0,15.0,1.0,3.0,,,158.0,2.0,1.0,2.0,1.0,1.0,5.0,,,1.0,,,,,,20.0,,9.0,9.0,1.0,2.0,98.0,66.0,38.0,6.0,,5.0,8.0,5.0,376.0,,,4.0,2.0,,68.0,57.0,34.0,,,,,,171.0,171.0,3.0,26.0,27.0,54.0,,,,3.0,19.0,0.0,,,,79.0,2.0,,1.0,,,,7.0,,2.0,70.0,279.0,10.0,13.0,191.0,31.0,42.0,16.0,6.0,33.0,27.0,,119.0,8.0,241.0,,,23.0,11.0,57.0,3.0,399.0,,0.0,16.0,7.0,2.0,31.0,1.0,629.0,21.0,16.0,12.0,7.0,5.0,0.0
855377,21.0,2017-01-14 15:00:00,110,Stoke,Away,154.0,13.0,,7.0,7.0,4.0,,174.0,7.0,,6.0,16.0,17.0,38.0,321.0,,1.0,14.0,10.0,27.0,8.0,,,,,1.0,,1.0,,,,,12.0,,,,,,,1.0,5.0,6.0,7.0,10.0,4.0,,72.0,65.0,1.0,,1.0,4.0,16.0,5.0,8.0,,,2.0,7.0,4.0,,7.0,1.0,44.0,67.0,4.0,36.0,17.0,,,57.0,11.0,16.0,1.0,4.0,,1.0,180.0,2.0,,2.0,2.0,,9.0,,,3.0,2.0,,,,2.0,17.0,1.0,11.0,11.0,2.0,6.0,86.0,85.0,40.0,5.0,2.0,2.0,8.0,6.0,390.0,,,5.0,3.0,,56.0,63.0,25.0,,,,,,147.0,147.0,2.0,31.0,23.0,48.8,,,,1.0,16.0,0.0,,,,86.0,2.0,,2.0,,1.0,,3.0,,2.0,67.0,295.0,8.0,10.0,176.0,27.0,36.0,23.0,2.0,13.0,11.0,,109.0,12.0,261.0,3.0,,45.0,18.0,80.0,1.0,424.0,,0.0,14.0,12.0,3.0,16.0,1.0,629.0,26.0,15.0,13.0,2.0,10.0,0.0
855390,22.0,2017-01-21 15:00:00,110,Stoke,Home,107.0,15.0,,,,3.0,,128.0,9.0,1.0,1.0,10.0,10.0,39.0,235.0,,,10.0,20.0,26.0,4.0,1.0,,,,,,,,,,,6.0,,,,,,,,6.0,14.0,11.0,3.0,3.0,,51.0,55.0,,,,2.0,20.0,2.0,12.0,,,1.0,2.0,3.0,,12.0,,56.0,57.0,2.0,42.0,15.0,,,57.0,13.0,11.0,,1.0,1.0,,152.0,,,,,,13.0,,,,,,,,2.0,15.0,,16.0,16.0,2.0,1.0,73.0,78.0,45.0,7.0,,3.0,2.0,1.0,292.0,,,9.0,1.0,,42.0,66.0,18.0,,,,,,151.0,151.0,,27.0,18.0,34.9,,2.0,,3.0,20.0,0.0,,,,55.0,4.0,3.0,7.0,,,,3.0,,3.0,41.0,206.0,11.0,5.0,128.0,28.0,42.0,7.0,1.0,7.0,6.0,,83.0,13.0,210.0,1.0,1.0,33.0,11.0,74.0,,331.0,1.0,0.0,6.0,16.0,,17.0,4.0,531.0,7.0,26.0,5.0,1.0,10.0,0.0
855401,23.0,2017-02-01 20:00:00,110,Stoke,Home,123.0,27.0,2.0,8.0,6.0,5.0,1.0,214.0,3.0,4.0,4.0,8.0,14.0,32.0,329.0,,2.0,16.0,14.0,23.0,7.0,1.0,3.0,,,,,1.0,1.0,1.0,,2.0,9.0,,,,,,,1.0,10.0,9.0,7.0,9.0,5.0,,70.0,65.0,3.0,2.0,1.0,1.0,13.0,2.0,9.0,,1.0,5.0,4.0,11.0,,1.0,2.0,50.0,59.0,1.0,23.0,10.0,,,79.0,21.0,12.0,1.0,3.0,2.0,1.0,155.0,1.0,,1.0,1.0,,5.0,,,1.0,,,,,1.0,10.0,,15.0,15.0,,4.0,98.0,80.0,42.0,5.0,,3.0,6.0,7.0,401.0,,,2.0,3.0,1.0,75.0,43.0,35.0,,,,,,138.0,138.0,1.0,29.0,26.0,47.1,,2.0,,,13.0,0.0,,,,99.0,3.0,2.0,5.0,,,,5.0,,2.0,78.0,316.0,8.0,9.0,141.0,42.0,23.0,19.0,5.0,22.0,17.0,,119.0,11.0,303.0,,4.0,34.0,18.0,71.0,1.0,422.0,,0.0,14.0,14.0,2.0,19.0,1.0,615.0,18.0,16.0,12.0,5.0,10.0,0.0
855411,24.0,2017-02-04 15:00:00,110,Stoke,Away,139.0,18.0,1.0,7.0,6.0,4.0,,291.0,11.0,,5.0,8.0,10.0,43.0,423.0,,,22.0,22.0,22.0,6.0,2.0,2.0,,,1.0,,1.0,,,,,8.0,,,,,,,1.0,8.0,8.0,7.0,6.0,6.0,,67.0,49.0,2.0,2.0,,5.0,13.0,5.0,14.0,,,6.0,12.0,18.0,,10.0,3.0,64.0,48.0,5.0,11.0,7.0,,,87.0,13.0,6.0,,1.0,,1.0,192.0,,,,,,14.0,,,,,,,,1.0,7.0,1.0,16.0,16.0,1.0,5.0,132.0,90.0,52.0,5.0,,3.0,5.0,2.0,496.0,,,4.0,5.0,,94.0,76.0,45.0,,,,,,170.0,170.0,4.0,18.0,19.0,62.3,,,,1.0,13.0,0.0,,,,132.0,,3.0,3.0,,2.0,,5.0,1.0,3.0,133.0,401.0,6.0,8.0,155.0,32.0,11.0,10.0,6.0,36.0,30.0,,185.0,19.0,404.0,,,28.0,10.0,79.0,2.0,523.0,,0.0,12.0,17.0,,26.0,2.0,718.0,19.0,14.0,4.0,6.0,11.0,0.0
855418,25.0,2017-02-11 15:00:00,110,Stoke,Home,139.0,16.0,3.0,5.0,2.0,4.0,,205.0,11.0,2.0,4.0,12.0,16.0,33.0,339.0,,,29.0,24.0,21.0,3.0,2.0,2.0,,,,,,,,,,5.0,,,,,,,,4.0,3.0,3.0,5.0,2.0,,76.0,62.0,1.0,1.0,,1.0,12.0,1.0,5.0,,,5.0,6.0,5.0,,11.0,1.0,58.0,66.0,1.0,33.0,21.0,,,81.0,10.0,13.0,,1.0,,,182.0,1.0,,1.0,1.0,,13.0,,,1.0,,,,,,21.0,,14.0,14.0,,4.0,96.0,82.0,49.0,5.0,1.0,2.0,4.0,4.0,418.0,,,1.0,3.0,,69.0,84.0,26.0,,,,,,164.0,164.0,4.0,29.0,22.0,57.5,,,,,12.0,0.0,,,,97.0,1.0,,1.0,,2.0,,2.0,,3.0,87.0,315.0,6.0,6.0,157.0,32.0,33.0,16.0,4.0,15.0,11.0,,155.0,11.0,309.0,,2.0,39.0,16.0,75.0,3.0,451.0,1.0,0.0,7.0,24.0,1.0,33.0,1.0,657.0,17.0,13.0,8.0,5.0,21.0,0.0
855429,26.0,2017-02-26 13:30:00,110,Stoke,Away,140.0,17.0,1.0,2.0,1.0,,,81.0,4.0,1.0,5.0,8.0,4.0,26.0,219.0,,,19.0,13.0,14.0,2.0,1.0,2.0,,,,,,,,,,3.0,,,,,,,,9.0,11.0,10.0,5.0,,,61.0,57.0,1.0,1.0,,2.0,14.0,,10.0,,,5.0,5.0,2.0,,8.0,2.0,48.0,53.0,2.0,18.0,5.0,1.0,,48.0,14.0,11.0,,2.0,3.0,,124.0,,,,,,9.0,,,,,,,,,5.0,,12.0,12.0,,5.0,64.0,65.0,31.0,8.0,,1.0,2.0,3.0,293.0,,,5.0,,,34.0,31.0,19.0,,,,,,147.0,147.0,3.0,25.0,23.0,35.7,,,,,14.0,0.0,,,,68.0,2.0,3.0,5.0,,3.0,,2.0,,3.0,33.0,205.0,10.0,3.0,164.0,34.0,18.0,11.0,5.0,15.0,10.0,,74.0,7.0,168.0,,1.0,32.0,8.0,65.0,2.0,317.0,1.0,0.0,5.0,20.0,,25.0,3.0,503.0,12.0,17.0,8.0,5.0,15.0,0.0
855435,27.0,2017-03-04 15:00:00,110,Stoke,Home,156.0,20.0,4.0,8.0,4.0,4.0,,192.0,4.0,,6.0,19.0,11.0,41.0,340.0,,,13.0,18.0,21.0,4.0,3.0,5.0,,,,,,,,,1.0,8.0,,,,1.0,,,,6.0,4.0,4.0,11.0,2.0,,62.0,75.0,4.0,2.0,2.0,,10.0,,13.0,,,6.0,11.0,4.0,,14.0,,69.0,78.0,,17.0,8.0,,,71.0,16.0,18.0,,5.0,4.0,,162.0,2.0,,2.0,1.0,1.0,6.0,,,1.0,1.0,,,,1.0,8.0,1.0,11.0,11.0,,6.0,102.0,84.0,49.0,1.0,2.0,3.0,6.0,8.0,406.0,,,3.0,1.0,,42.0,68.0,40.0,,,,,,157.0,157.0,7.0,32.0,26.0,54.8,1.0,,,,10.0,0.0,,,,109.0,2.0,,2.0,,1.0,,5.0,,3.0,73.0,316.0,3.0,9.0,179.0,37.0,17.0,33.0,6.0,25.0,19.0,,123.0,12.0,281.0,1.0,,41.0,13.0,78.0,1.0,435.0,,0.0,13.0,16.0,,21.0,1.0,650.0,33.0,12.0,24.0,6.0,12.0,0.0
855449,28.0,2017-03-08 20:00:00,110,Stoke,Away,108.0,7.0,1.0,3.0,2.0,6.0,,123.0,8.0,,5.0,13.0,3.0,33.0,228.0,,,17.0,16.0,21.0,3.0,1.0,,,,,,,,,,,3.0,,,,,,,2.0,4.0,5.0,7.0,5.0,,,44.0,71.0,,,,2.0,21.0,1.0,15.0,,,1.0,3.0,4.0,,15.0,1.0,63.0,58.0,2.0,25.0,12.0,,1.0,56.0,11.0,6.0,,,,,140.0,,,,,,10.0,,,,1.0,,,,,12.0,,24.0,24.0,6.0,5.0,82.0,70.0,34.0,8.0,,1.0,3.0,2.0,310.0,,,4.0,2.0,,33.0,44.0,19.0,,,,,,159.0,159.0,,40.0,22.0,34.7,,,,,21.0,0.0,,,,65.0,,1.0,1.0,,,,2.0,,3.0,55.0,213.0,11.0,4.0,138.0,19.0,25.0,17.0,1.0,8.0,7.0,,100.0,17.0,201.0,1.0,,46.0,3.0,78.0,1.0,331.0,,0.0,5.0,20.0,,28.0,3.0,531.0,15.0,16.0,11.0,1.0,12.0,0.0
855457,29.0,2017-03-18 15:00:00,110,Stoke,Home,88.0,8.0,2.0,3.0,1.0,,,109.0,6.0,,1.0,7.0,9.0,19.0,194.0,,,10.0,16.0,13.0,2.0,1.0,2.0,,,,,,,,,,2.0,1.0,,,,,,,9.0,13.0,7.0,5.0,,,43.0,62.0,,,1.0,2.0,17.0,2.0,11.0,,,5.0,5.0,2.0,,20.0,3.0,64.0,49.0,2.0,17.0,7.0,1.0,,70.0,16.0,9.0,1.0,3.0,,,128.0,,,,,,10.0,,,,1.0,,,,1.0,7.0,,16.0,16.0,2.0,1.0,56.0,55.0,19.0,11.0,,2.0,1.0,1.0,263.0,,,8.0,3.0,,41.0,41.0,19.0,,,,,1.0,157.0,157.0,1.0,39.0,19.0,36.2,,,,,17.0,0.0,,,,63.0,3.0,2.0,5.0,1.0,2.0,,2.0,,2.0,47.0,181.0,10.0,3.0,109.0,29.0,17.0,10.0,5.0,12.0,7.0,,101.0,6.0,193.0,1.0,,33.0,11.0,62.0,3.0,290.0,2.0,1.0,5.0,21.0,1.0,22.0,4.0,479.0,21.0,11.0,7.0,5.0,13.0,0.0
855466,30.0,2017-04-01 15:00:00,110,Stoke,Away,156.0,12.0,1.0,7.0,6.0,6.0,,161.0,7.0,1.0,5.0,11.0,8.0,29.0,310.0,,1.0,28.0,25.0,40.0,8.0,1.0,2.0,,,,,,,,,,8.0,,,,,,,,3.0,12.0,11.0,9.0,1.0,,59.0,62.0,2.0,2.0,,1.0,28.0,3.0,8.0,,,4.0,10.0,10.0,,9.0,5.0,64.0,68.0,1.0,40.0,21.0,,,57.0,11.0,7.0,,1.0,2.0,,153.0,,,,,,10.0,,,,,,,,,21.0,,13.0,13.0,,5.0,104.0,73.0,45.0,10.0,,5.0,4.0,2.0,397.0,,,6.0,8.0,,65.0,29.0,37.0,,,,,,178.0,178.0,2.0,26.0,27.0,51.7,,,,1.0,28.0,0.0,,,,102.0,3.0,5.0,8.0,,,,5.0,,3.0,65.0,294.0,15.0,9.0,188.0,28.0,40.0,21.0,3.0,25.0,22.0,,110.0,19.0,255.0,,1.0,33.0,10.0,62.0,4.0,418.0,,0.0,10.0,11.0,2.0,30.0,4.0,664.0,31.0,18.0,10.0,4.0,10.0,0.0
855473,31.0,2017-04-04 19:45:00,110,Stoke,Away,135.0,15.0,1.0,3.0,2.0,9.0,,143.0,5.0,,3.0,14.0,10.0,26.0,275.0,,1.0,20.0,35.0,38.0,8.0,1.0,2.0,,,,,,,,,,11.0,,,,,,,2.0,5.0,4.0,3.0,8.0,7.0,,59.0,66.0,1.0,2.0,,,14.0,6.0,9.0,,1.0,5.0,8.0,7.0,,5.0,1.0,68.0,72.0,,40.0,25.0,,1.0,69.0,16.0,9.0,,1.0,1.0,,179.0,,,,,,5.0,,,,1.0,,,,1.0,25.0,,20.0,20.0,3.0,3.0,83.0,66.0,27.0,3.0,,2.0,7.0,2.0,379.0,,,3.0,2.0,,62.0,46.0,43.0,,,,,,174.0,174.0,1.0,35.0,24.0,51.9,,,,1.0,14.0,0.0,,,,79.0,1.0,1.0,2.0,,1.0,,7.0,,2.0,78.0,261.0,6.0,10.0,166.0,42.0,40.0,21.0,4.0,20.0,16.0,,144.0,15.0,254.0,1.0,,43.0,12.0,74.0,3.0,400.0,,0.0,15.0,10.0,3.0,27.0,2.0,610.0,24.0,10.0,16.0,5.0,9.0,0.0
