matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
803269,11.0,2015-10-31 15:00:00,110,Stoke,Away,124.0,11.0,2.0,7.0,5.0,2.0,,189.0,6.0,,3.0,4.0,8.0,28.0,306.0,,,12.0,13.0,8.0,7.0,,,,,,,,,,9.0,,,,,,6.0,11.0,4.0,,,,52.0,58.0,2.0,2.0,,3.0,11.0,1.0,9.0,,,4.0,7.0,7.0,6.0,5.0,52.0,38.0,3.0,12.0,8.0,,,47.0,16.0,6.0,,,1.0,1.0,,131.0,,,,,,9.0,,,,1.0,,,,1.0,9.0,,9.0,9.0,2.0,3.0,107.0,67.0,39.0,11.0,,4.0,3.0,2.0,365.0,,,4.0,1.0,62.0,60.0,27.0,,,,,135.0,129.0,4.0,26.0,21.0,47.7,,1.0,11.0,0.0,,,,98.0,4.0,2.0,6.0,,,,6.0,,3.0,104.0,291.0,3.0,7.0,140.0,29.0,18.0,17.0,4.0,19.0,15.0,,147.0,9.0,267.0,1.0,,20.0,9.0,62.0,5.0,388.0,1.0,0.0,9.0,16.0,1.0,17.0,3.0,542.0,,9.0,8.0,4.0,12.0,0.0
803272,12.0,2015-11-07 17:30:00,110,Stoke,Home,99.0,18.0,,5.0,5.0,3.0,1.0,101.0,6.0,1.0,2.0,6.0,5.0,20.0,195.0,1.0,1.0,22.0,7.0,15.0,7.0,,,,,,,,,,8.0,,,,,,6.0,10.0,9.0,,,,33.0,62.0,1.0,,1.0,3.0,16.0,1.0,15.0,,,1.0,8.0,3.0,5.0,2.0,51.0,47.0,3.0,13.0,6.0,,,37.0,13.0,10.0,,1.0,1.0,1.0,,133.0,1.0,,,1.0,,12.0,,,1.0,,,,,1.0,7.0,,16.0,16.0,,2.0,60.0,67.0,36.0,9.0,1.0,5.0,3.0,2.0,254.0,,,7.0,3.0,47.0,48.0,20.0,,,,,153.0,145.0,1.0,36.0,17.0,36.8,,1.0,16.0,0.0,,,,56.0,2.0,2.0,4.0,,,,5.0,,3.0,43.0,181.0,9.0,8.0,125.0,30.0,21.0,22.0,1.0,13.0,12.0,,75.0,13.0,170.0,,2.0,19.0,5.0,51.0,3.0,282.0,1.0,0.0,8.0,15.0,1.0,28.0,3.0,481.0,,18.0,8.0,1.0,9.0,0.0
803289,13.0,2015-11-21 15:00:00,110,Stoke,Away,156.0,8.0,1.0,3.0,3.0,8.0,,136.0,6.0,,3.0,5.0,5.0,32.0,289.0,1.0,1.0,10.0,19.0,20.0,13.0,,,1.0,,,,,,,16.0,,,,,,5.0,9.0,6.0,,,,56.0,79.0,1.0,1.0,,6.0,20.0,1.0,9.0,,,3.0,5.0,4.0,10.0,1.0,53.0,48.0,6.0,33.0,21.0,,1.0,55.0,8.0,7.0,,,,,,164.0,1.0,,1.0,1.0,,13.0,,,1.0,5.0,,,,,22.0,,20.0,20.0,5.0,3.0,84.0,82.0,35.0,7.0,1.0,10.0,4.0,4.0,357.0,,,1.0,1.0,60.0,41.0,14.0,,,,,152.0,147.0,3.0,43.0,22.0,41.8,,,20.0,0.0,,,,85.0,,1.0,1.0,,,1.0,11.0,,3.0,67.0,276.0,9.0,14.0,187.0,20.0,38.0,15.0,2.0,10.0,9.0,1.0,101.0,17.0,212.0,7.0,,22.0,5.0,77.0,2.0,389.0,1.0,0.0,16.0,13.0,2.0,18.0,0.0,585.0,,12.0,8.0,3.0,8.0,0.0
803298,14.0,2015-11-28 15:00:00,110,Stoke,Away,181.0,20.0,1.0,2.0,1.0,3.0,,226.0,7.0,2.0,6.0,3.0,14.0,30.0,405.0,,,18.0,17.0,12.0,4.0,1.0,,,1.0,,1.0,,,,5.0,,,,,,4.0,9.0,9.0,,,,76.0,57.0,1.0,1.0,,3.0,13.0,1.0,9.0,,2.0,5.0,6.0,4.0,15.0,1.0,52.0,39.0,3.0,19.0,11.0,1.0,1.0,40.0,10.0,4.0,,,2.0,1.0,1.0,162.0,,,,,,13.0,,,,1.0,,,,1.0,13.0,,12.0,12.0,5.0,6.0,127.0,75.0,48.0,9.0,,2.0,3.0,3.0,456.0,,,6.0,2.0,71.0,71.0,23.0,,,,,125.0,121.0,1.0,30.0,16.0,51.8,,1.0,13.0,0.0,,,,111.0,3.0,,3.0,1.0,1.0,,3.0,1.0,3.0,112.0,393.0,8.0,5.0,199.0,34.0,23.0,18.0,4.0,15.0,11.0,,141.0,8.0,292.0,1.0,2.0,16.0,14.0,63.0,3.0,476.0,,1.0,7.0,8.0,1.0,20.0,2.0,644.0,,12.0,15.0,5.0,7.0,0.0
803307,15.0,2015-12-05 12:45:00,110,Stoke,Home,157.0,16.0,,2.0,2.0,1.0,,150.0,2.0,1.0,2.0,5.0,14.0,15.0,305.0,,5.0,13.0,5.0,10.0,4.0,,,,,,,,,2.0,7.0,,,1.0,1.0,,5.0,5.0,6.0,,,,67.0,85.0,4.0,3.0,2.0,5.0,16.0,,11.0,,,1.0,7.0,1.0,17.0,3.0,52.0,62.0,5.0,13.0,4.0,,1.0,57.0,9.0,9.0,,,,,,181.0,2.0,,2.0,2.0,,8.0,,,2.0,1.0,,,,,4.0,2.0,41.0,41.0,,2.0,84.0,94.0,36.0,6.0,2.0,2.0,4.0,4.0,388.0,,,1.0,3.0,97.0,56.0,16.0,,,,,182.0,177.0,1.0,35.0,38.0,46.5,2.0,,16.0,0.0,,,,81.0,3.0,1.0,4.0,,,,3.0,,3.0,68.0,296.0,11.0,7.0,183.0,46.0,18.0,36.0,1.0,9.0,8.0,,110.0,2.0,239.0,1.0,1.0,22.0,14.0,63.0,3.0,413.0,1.0,0.0,7.0,17.0,6.0,23.0,0.0,651.0,,19.0,26.0,1.0,13.0,0.0
803318,16.0,2015-12-12 15:00:00,110,Stoke,Away,151.0,14.0,1.0,1.0,,2.0,,146.0,4.0,1.0,9.0,4.0,9.0,21.0,296.0,,,16.0,23.0,22.0,8.0,1.0,,,,,1.0,,,,8.0,,,,,1.0,6.0,13.0,11.0,,,,47.0,73.0,3.0,4.0,,4.0,11.0,5.0,9.0,1.0,,7.0,8.0,6.0,8.0,4.0,55.0,56.0,4.0,18.0,12.0,,,51.0,9.0,7.0,,,1.0,,1.0,155.0,,,,,,12.0,,,,5.0,,,,,14.0,1.0,13.0,13.0,,10.0,105.0,77.0,35.0,11.0,,2.0,7.0,3.0,374.0,,,9.0,2.0,67.0,60.0,28.0,,,,,165.0,160.0,3.0,35.0,19.0,53.3,,1.0,11.0,0.0,,,,90.0,7.0,3.0,9.0,,1.0,,4.0,,3.0,74.0,285.0,6.0,9.0,178.0,29.0,23.0,13.0,6.0,20.0,14.0,,111.0,9.0,239.0,6.0,1.0,23.0,9.0,62.0,,397.0,,0.0,12.0,21.0,1.0,22.0,2.0,610.0,,16.0,6.0,7.0,15.0,0.0
803324,17.0,2015-12-19 15:00:00,110,Stoke,Home,173.0,17.0,3.0,8.0,5.0,1.0,1.0,212.0,4.0,,2.0,7.0,9.0,24.0,377.0,,,24.0,12.0,22.0,15.0,4.0,,,2.0,,2.0,,,,15.0,1.0,,1.0,,1.0,2.0,8.0,4.0,,,,62.0,58.0,1.0,1.0,1.0,2.0,6.0,11.0,10.0,,,7.0,12.0,11.0,10.0,1.0,44.0,59.0,2.0,14.0,11.0,,,59.0,6.0,11.0,1.0,,5.0,3.0,2.0,165.0,,,,,,8.0,,,,,,,,,12.0,1.0,12.0,12.0,1.0,2.0,119.0,84.0,49.0,3.0,,7.0,12.0,5.0,450.0,,,2.0,,74.0,63.0,38.0,1.0,1.0,1.0,1.0,157.0,154.0,3.0,27.0,24.0,58.4,1.0,,6.0,0.0,,,,123.0,1.0,,1.0,,,,10.0,1.0,2.0,100.0,364.0,3.0,19.0,193.0,33.0,17.0,15.0,6.0,32.0,26.0,,146.0,4.0,308.0,,,15.0,9.0,57.0,,469.0,,0.0,26.0,17.0,1.0,27.0,2.0,673.0,,19.0,9.0,7.0,14.0,0.0
803336,18.0,2015-12-26 12:45:00,110,Stoke,Home,156.0,16.0,,1.0,1.0,2.0,,82.0,,2.0,4.0,5.0,11.0,16.0,237.0,1.0,2.0,13.0,12.0,19.0,6.0,,,,3.0,,4.0,1.0,,,6.0,,,,,3.0,5.0,6.0,5.0,,,,43.0,72.0,2.0,1.0,1.0,4.0,14.0,2.0,7.0,,,1.0,3.0,2.0,9.0,5.0,45.0,66.0,4.0,18.0,12.0,,2.0,46.0,13.0,12.0,2.0,,4.0,1.0,4.0,152.0,1.0,,1.0,1.0,,5.0,,,1.0,3.0,,,,2.0,19.0,,23.0,23.0,1.0,4.0,71.0,70.0,28.0,12.0,,4.0,3.0,3.0,310.0,,,2.0,3.0,34.0,43.0,18.0,,,,,153.0,144.0,,33.0,27.0,41.5,,,14.0,0.0,,,,68.0,3.0,3.0,6.0,,,,8.0,,3.0,43.0,227.0,7.0,7.0,185.0,40.0,27.0,19.0,,6.0,6.0,,78.0,10.0,155.0,3.0,2.0,21.0,11.0,60.0,3.0,334.0,1.0,0.0,13.0,24.0,3.0,21.0,1.0,541.0,,12.0,12.0,1.0,21.0,0.0
803349,19.0,2015-12-28 15:00:00,110,Stoke,Away,236.0,19.0,,,,3.0,,170.0,6.0,2.0,3.0,1.0,17.0,26.0,406.0,1.0,1.0,13.0,5.0,8.0,2.0,1.0,,,,,,,,,5.0,1.0,,,,,5.0,10.0,5.0,,,,73.0,61.0,1.0,,2.0,2.0,9.0,2.0,20.0,,,2.0,6.0,1.0,8.0,,54.0,50.0,2.0,22.0,8.0,,1.0,36.0,12.0,9.0,,,1.0,,,181.0,2.0,,2.0,2.0,,10.0,,,3.0,,,,,2.0,10.0,,15.0,15.0,2.0,3.0,113.0,82.0,58.0,6.0,3.0,1.0,4.0,5.0,445.0,,,6.0,1.0,51.0,60.0,16.0,,,,1.0,127.0,118.0,1.0,33.0,21.0,48.7,,2.0,9.0,0.0,,,,105.0,,,,,,,1.0,,3.0,57.0,387.0,3.0,5.0,250.0,31.0,31.0,23.0,2.0,9.0,7.0,,84.0,6.0,231.0,,2.0,10.0,19.0,47.0,5.0,472.0,2.0,0.0,8.0,21.0,4.0,15.0,1.0,658.0,,16.0,12.0,2.0,17.0,0.0
803359,20.0,2016-01-02 15:00:00,110,Stoke,Away,149.0,9.0,3.0,5.0,2.0,4.0,,192.0,4.0,1.0,8.0,5.0,13.0,22.0,336.0,,,21.0,11.0,18.0,6.0,3.0,,,,,,,,,5.0,,,,,,5.0,11.0,6.0,,,,60.0,52.0,1.0,,1.0,1.0,10.0,5.0,7.0,,,6.0,9.0,6.0,9.0,,47.0,44.0,1.0,16.0,9.0,,,56.0,15.0,7.0,,,,,,158.0,1.0,,1.0,1.0,,11.0,,,1.0,,,,,2.0,11.0,,11.0,11.0,1.0,8.0,108.0,74.0,42.0,4.0,,2.0,8.0,3.0,403.0,,,6.0,,56.0,68.0,26.0,,,,,146.0,141.0,,23.0,17.0,54.3,,,10.0,0.0,,,,103.0,2.0,1.0,3.0,,2.0,,2.0,3.0,3.0,78.0,324.0,7.0,10.0,179.0,21.0,21.0,14.0,5.0,20.0,15.0,,113.0,13.0,270.0,,1.0,19.0,14.0,55.0,1.0,429.0,,1.0,10.0,13.0,1.0,22.0,1.0,605.0,,15.0,7.0,6.0,10.0,0.0
