matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOpenplay,attPenGoal,attPostHigh,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321765,11,2010-11-06 15:00:00,110,Stoke,Away,78.0,10.0,3.0,4.0,1.0,8.0,,113.0,8.0,,1.0,13.0,4.0,27.0,187.0,,1.0,23.0,15.0,24.0,6.0,3.0,,,,,,,,,,8.0,,,,,7.0,10.0,40.0,36.0,1.0,1.0,,2.0,3.0,5.0,,9.0,7.0,4.0,,18.0,2.0,60.0,64.0,2.0,17.0,4.0,1.0,,90.0,16.0,10.0,,,1.0,,,139.0,,,,,,,9.0,,,1.0,17.0,1.0,6.0,4.0,,1.0,58.0,80.0,45.0,6.0,,6.0,3.0,4.0,5.0,2.0,,32.0,42.0,26.0,,1.0,1.0,1.0,,196.0,175.0,1.0,16.0,14.0,44.2,,1.0,0.0,50.0,2.0,1.0,1.0,1.0,,7.0,,2.0,67.0,9.0,94.0,22.0,38.0,14.0,9.0,20.0,11.0,,139.0,21.0,213.0,,,37.0,5.0,55.0,1.0,287.0,,1.0,14.0,23.0,2.0,41.0,4.0,511.0,12.0,7.0,9.0,13.0,0.0
321767,12,2010-11-09 19:45:00,110,Stoke,Home,54.0,14.0,4.0,9.0,5.0,11.0,1.0,153.0,4.0,,2.0,8.0,12.0,22.0,198.0,,1.0,9.0,21.0,31.0,11.0,5.0,1.0,,,,,,,,,15.0,,,,1.0,9.0,8.0,42.0,58.0,1.0,1.0,2.0,,8.0,4.0,1.0,10.0,15.0,14.0,1.0,19.0,2.0,54.0,59.0,,14.0,10.0,1.0,1.0,77.0,8.0,8.0,1.0,,3.0,1.0,,165.0,1.0,,,1.0,,1.0,9.0,3.0,2.0,,20.0,,18.0,14.0,1.0,2.0,50.0,99.0,47.0,4.0,1.0,8.0,9.0,6.0,6.0,,,55.0,37.0,34.0,,,,,,211.0,196.0,2.0,22.0,19.0,47.0,,1.0,0.0,50.0,3.0,4.0,,1.0,1.0,8.0,2.0,3.0,78.0,17.0,76.0,32.0,29.0,11.0,8.0,38.0,30.0,2.0,131.0,22.0,269.0,2.0,,32.0,14.0,54.0,,307.0,,0.0,22.0,11.0,1.0,31.0,0.0,552.0,10.0,9.0,10.0,10.0,0.0
321782,13,2010-11-13 17:30:00,110,Stoke,Home,65.0,14.0,3.0,5.0,2.0,7.0,,104.0,5.0,,,13.0,2.0,34.0,164.0,,1.0,13.0,18.0,16.0,9.0,3.0,2.0,,,,,1.0,,,1.0,8.0,,,,1.0,2.0,10.0,26.0,49.0,2.0,2.0,1.0,1.0,9.0,7.0,,4.0,6.0,,,9.0,3.0,52.0,47.0,1.0,17.0,13.0,,1.0,95.0,14.0,10.0,2.0,,3.0,1.0,1.0,141.0,1.0,,1.0,1.0,,1.0,9.0,1.0,1.0,,22.0,,12.0,9.0,,,60.0,90.0,37.0,3.0,,4.0,9.0,4.0,5.0,3.0,,27.0,57.0,31.0,,,,,,191.0,172.0,1.0,17.0,21.0,40.0,,,0.0,59.0,1.0,2.0,,,2.0,5.0,3.0,2.0,66.0,13.0,80.0,37.0,36.0,6.0,4.0,11.0,7.0,3.0,139.0,22.0,217.0,1.0,,36.0,4.0,70.0,1.0,286.0,,0.0,18.0,19.0,1.0,29.0,2.0,485.0,7.0,2.0,4.0,15.0,0.0
321796,14,2010-11-20 15:00:00,110,Stoke,Away,60.0,14.0,1.0,2.0,1.0,6.0,,85.0,11.0,1.0,1.0,10.0,8.0,20.0,143.0,,1.0,10.0,14.0,20.0,2.0,,,,,,,1.0,,,,1.0,2.0,,,,10.0,9.0,32.0,46.0,1.0,1.0,3.0,3.0,2.0,6.0,,3.0,6.0,5.0,,2.0,4.0,47.0,56.0,3.0,15.0,10.0,,,71.0,11.0,10.0,2.0,,5.0,1.0,1.0,106.0,,,,,,,15.0,,1.0,1.0,21.0,,14.0,10.0,,1.0,41.0,85.0,35.0,8.0,1.0,,2.0,5.0,6.0,1.0,,36.0,25.0,19.0,,,,,2.0,152.0,138.0,2.0,22.0,15.0,35.4,,,0.0,46.0,4.0,2.0,,,,1.0,,3.0,50.0,2.0,73.0,21.0,29.0,22.0,3.0,15.0,12.0,,98.0,13.0,167.0,1.0,1.0,44.0,9.0,55.0,,225.0,,0.0,8.0,19.0,1.0,25.0,0.0,418.0,6.0,7.0,3.0,13.0,0.0
321803,15,2010-11-27 15:00:00,110,Stoke,Home,56.0,13.0,1.0,6.0,5.0,11.0,1.0,122.0,4.0,1.0,2.0,8.0,1.0,18.0,172.0,,2.0,11.0,17.0,14.0,12.0,2.0,1.0,,,,,,,,,11.0,,,,1.0,3.0,8.0,42.0,60.0,3.0,3.0,,3.0,5.0,6.0,,5.0,14.0,8.0,,15.0,,56.0,44.0,3.0,14.0,7.0,,,79.0,9.0,10.0,,1.0,2.0,2.0,,146.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,,12.0,,22.0,16.0,1.0,2.0,50.0,90.0,33.0,3.0,1.0,6.0,9.0,5.0,2.0,2.0,,51.0,42.0,28.0,,,,,,190.0,181.0,3.0,20.0,28.0,36.1,,,0.0,43.0,,3.0,,,1.0,9.0,1.0,3.0,68.0,15.0,72.0,30.0,23.0,13.0,5.0,29.0,24.0,1.0,130.0,22.0,238.0,1.0,1.0,35.0,1.0,48.0,,281.0,,0.0,19.0,16.0,3.0,18.0,2.0,485.0,9.0,4.0,6.0,12.0,0.0
321816,16,2010-12-04 15:00:00,110,Stoke,Away,51.0,14.0,2.0,5.0,3.0,10.0,,105.0,11.0,,,5.0,1.0,17.0,151.0,1.0,1.0,16.0,14.0,18.0,5.0,3.0,1.0,1.0,,,,2.0,2.0,,,7.0,,,,,11.0,6.0,31.0,29.0,,1.0,,2.0,2.0,5.0,,4.0,10.0,5.0,1.0,7.0,5.0,44.0,53.0,2.0,15.0,7.0,,,80.0,10.0,11.0,,,3.0,,2.0,136.0,1.0,,1.0,1.0,,1.0,16.0,1.0,,,12.0,,11.0,7.0,,,45.0,93.0,44.0,5.0,1.0,5.0,4.0,5.0,1.0,1.0,2.0,40.0,42.0,25.0,,,,,,166.0,158.0,1.0,17.0,7.0,35.6,,,0.0,33.0,4.0,1.0,,,1.0,6.0,,2.0,65.0,9.0,61.0,39.0,23.0,13.0,4.0,19.0,15.0,2.0,124.0,17.0,203.0,,,20.0,1.0,47.0,3.0,245.0,1.0,0.0,13.0,19.0,3.0,31.0,3.0,438.0,11.0,5.0,4.0,10.0,0.0
321823,17,2010-12-11 15:00:00,110,Stoke,Home,46.0,14.0,6.0,8.0,2.0,6.0,,129.0,4.0,,4.0,7.0,1.0,28.0,167.0,,,13.0,18.0,19.0,10.0,6.0,2.0,,,1.0,,1.0,,,,11.0,,2.0,,1.0,8.0,4.0,25.0,44.0,2.0,2.0,,,4.0,6.0,1.0,10.0,18.0,3.0,,8.0,1.0,51.0,52.0,,17.0,12.0,,,80.0,12.0,10.0,,,2.0,1.0,1.0,147.0,,,,,,,11.0,,1.0,,19.0,2.0,7.0,5.0,1.0,4.0,39.0,87.0,44.0,4.0,,9.0,7.0,4.0,2.0,1.0,,50.0,46.0,31.0,,,,,,174.0,162.0,2.0,14.0,15.0,42.5,2.0,,0.0,52.0,,2.0,,1.0,2.0,14.0,2.0,3.0,77.0,16.0,58.0,42.0,29.0,12.0,10.0,32.0,22.0,2.0,136.0,18.0,237.0,1.0,,21.0,1.0,54.0,,263.0,,0.0,22.0,17.0,1.0,22.0,0.0,463.0,10.0,5.0,10.0,12.0,0.0
321827,18,2011-02-23 19:45:00,110,Stoke,Away,101.0,7.0,,4.0,4.0,5.0,,94.0,11.0,,3.0,26.0,8.0,33.0,191.0,,,11.0,17.0,19.0,4.0,1.0,,,1.0,,,1.0,,1.0,,4.0,,,,1.0,6.0,4.0,49.0,51.0,,,,1.0,4.0,10.0,,3.0,7.0,1.0,,16.0,2.0,57.0,47.0,1.0,13.0,6.0,,,65.0,9.0,8.0,,,3.0,2.0,1.0,120.0,,,,,,,12.0,,,,8.0,,17.0,13.0,1.0,3.0,41.0,80.0,52.0,5.0,,1.0,4.0,1.0,1.0,1.0,,32.0,20.0,19.0,,,,,,143.0,129.0,,16.0,24.0,30.1,,,0.0,55.0,1.0,2.0,,3.0,,3.0,,2.0,42.0,5.0,115.0,14.0,27.0,6.0,3.0,13.0,10.0,,84.0,20.0,163.0,,,45.0,10.0,53.0,7.0,265.0,,0.0,8.0,19.0,,18.0,2.0,448.0,9.0,1.0,3.0,17.0,0.0
321839,19,2010-12-26 15:00:00,110,Stoke,Away,49.0,7.0,2.0,6.0,4.0,5.0,1.0,94.0,3.0,1.0,1.0,11.0,9.0,13.0,137.0,,,10.0,9.0,18.0,5.0,1.0,,,,,,2.0,,,,6.0,,,,1.0,7.0,4.0,26.0,53.0,4.0,3.0,1.0,3.0,4.0,2.0,,3.0,11.0,4.0,2.0,12.0,,47.0,55.0,3.0,28.0,18.0,,,86.0,20.0,12.0,,,3.0,2.0,2.0,147.0,2.0,1.0,2.0,1.0,1.0,,9.0,1.0,5.0,,33.0,,16.0,13.0,,1.0,39.0,87.0,31.0,5.0,,2.0,6.0,5.0,3.0,1.0,,30.0,55.0,22.0,,,,,,204.0,187.0,1.0,19.0,20.0,43.2,,,0.0,40.0,3.0,,,,,3.0,,3.0,40.0,8.0,70.0,28.0,45.0,8.0,3.0,20.0,17.0,,106.0,18.0,202.0,5.0,1.0,33.0,9.0,40.0,4.0,252.0,,0.0,12.0,21.0,,30.0,4.0,473.0,11.0,4.0,3.0,16.0,0.0
321851,20,2010-12-28 15:00:00,110,Stoke,Home,60.0,10.0,3.0,8.0,5.0,7.0,,127.0,2.0,,2.0,19.0,2.0,19.0,179.0,,1.0,16.0,28.0,25.0,5.0,2.0,,,1.0,,,2.0,,,,9.0,,,,,3.0,2.0,42.0,48.0,,1.0,,1.0,8.0,2.0,,9.0,13.0,6.0,,18.0,1.0,60.0,57.0,1.0,10.0,5.0,,,96.0,8.0,13.0,,1.0,6.0,2.0,2.0,173.0,,,,,,,4.0,,,,16.0,,13.0,10.0,,2.0,48.0,105.0,44.0,2.0,,3.0,4.0,2.0,1.0,1.0,,48.0,42.0,44.0,,,,,,237.0,223.0,2.0,21.0,17.0,48.3,,,0.0,55.0,1.0,,,2.0,,6.0,1.0,3.0,75.0,7.0,86.0,26.0,24.0,8.0,9.0,30.0,21.0,,148.0,20.0,262.0,,,56.0,4.0,60.0,2.0,318.0,,0.0,16.0,15.0,1.0,39.0,1.0,523.0,11.0,4.0,9.0,9.0,0.0
321861,21,2011-01-01 15:00:00,110,Stoke,Home,47.0,11.0,,2.0,2.0,9.0,1.0,94.0,5.0,,1.0,10.0,8.0,15.0,139.0,,1.0,11.0,19.0,26.0,3.0,1.0,,,,,,,,,,4.0,,,,2.0,9.0,6.0,33.0,61.0,,1.0,,3.0,3.0,6.0,,1.0,1.0,5.0,,14.0,,57.0,65.0,3.0,24.0,14.0,,,70.0,13.0,8.0,1.0,,3.0,2.0,,140.0,1.0,,1.0,1.0,,,13.0,1.0,,1.0,27.0,,30.0,21.0,1.0,1.0,34.0,86.0,35.0,5.0,,2.0,3.0,1.0,6.0,3.0,,41.0,42.0,23.0,,,,,,188.0,168.0,3.0,23.0,26.0,35.9,,,0.0,38.0,1.0,1.0,,1.0,,4.0,,3.0,43.0,5.0,69.0,27.0,44.0,10.0,1.0,9.0,8.0,,104.0,19.0,185.0,,1.0,33.0,9.0,46.0,4.0,245.0,,0.0,8.0,27.0,5.0,22.0,4.0,476.0,9.0,4.0,1.0,19.0,0.0
321870,22,2011-01-04 20:00:00,110,Stoke,Away,82.0,16.0,,3.0,3.0,1.0,,118.0,3.0,1.0,1.0,8.0,10.0,19.0,197.0,,1.0,7.0,15.0,17.0,3.0,,,,,,,,,1.0,,,,,,,7.0,12.0,49.0,60.0,,,,1.0,,12.0,,1.0,5.0,6.0,,9.0,1.0,52.0,54.0,1.0,11.0,3.0,,,83.0,11.0,6.0,,,,,,143.0,1.0,,1.0,1.0,,,15.0,,1.0,,12.0,,25.0,19.0,2.0,1.0,57.0,91.0,29.0,6.0,1.0,3.0,1.0,1.0,7.0,2.0,,47.0,40.0,23.0,,,,,,189.0,172.0,3.0,25.0,21.0,35.7,,,0.0,61.0,,,,,,4.0,,3.0,53.0,4.0,97.0,29.0,28.0,11.0,1.0,12.0,11.0,,120.0,9.0,225.0,1.0,1.0,34.0,17.0,55.0,,310.0,,0.0,5.0,25.0,3.0,14.0,0.0,510.0,15.0,6.0,1.0,17.0,0.0
