matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
695009,11.0,2013-11-10 16:10:00,110,Stoke,Away,89.0,15.0,2.0,3.0,1.0,6.0,,121.0,8.0,2.0,4.0,14.0,17.0,22.0,207.0,,1.0,12.0,17.0,26.0,1.0,1.0,,,,,,,,,,2.0,3.0,1.0,,,,,1.0,5.0,12.0,5.0,,,,50.0,46.0,2.0,,3.0,1.0,12.0,1.0,12.0,,,3.0,2.0,2.0,,15.0,2.0,59.0,64.0,1.0,35.0,16.0,,1.0,52.0,15.0,10.0,1.0,,2.0,1.0,,129.0,2.0,,2.0,2.0,,,9.0,,,2.0,1.0,,,,1.0,16.0,,19.0,19.0,1.0,4.0,52.0,71.0,46.0,14.0,2.0,1.0,3.0,3.0,273.0,,,7.0,1.0,,38.0,66.0,12.0,,,,,1.0,126.0,126.0,1.0,19.0,18.0,34.9,,,12.0,0.0,,,,61.0,3.0,,3.0,,2.0,,2.0,1.0,3.0,52.0,192.0,7.0,4.0,105.0,29.0,35.0,5.0,3.0,8.0,5.0,,99.0,19.0,195.0,1.0,2.0,20.0,17.0,36.0,,292.0,,0.0,6.0,28.0,1.0,16.0,3.0,493.0,,12.0,2.0,3.0,18.0,0.0
695017,12.0,2013-11-23 15:00:00,110,Stoke,Home,172.0,23.0,1.0,5.0,4.0,4.0,,215.0,10.0,1.0,5.0,8.0,32.0,36.0,382.0,1.0,3.0,12.0,12.0,22.0,13.0,,,1.0,,,,,,,,1.0,17.0,,,,,,,2.0,3.0,8.0,,,,92.0,50.0,1.0,,1.0,3.0,8.0,5.0,8.0,,,3.0,13.0,11.0,,4.0,2.0,36.0,48.0,3.0,19.0,11.0,,,51.0,11.0,5.0,,,2.0,2.0,,139.0,2.0,,2.0,2.0,,,10.0,,,2.0,2.0,,,,1.0,11.0,,11.0,11.0,,5.0,107.0,82.0,56.0,7.0,2.0,6.0,9.0,5.0,448.0,,,5.0,,,58.0,87.0,28.0,,,,,,119.0,119.0,3.0,15.0,25.0,49.9,,1.0,8.0,0.0,,,,117.0,1.0,2.0,3.0,,,1.0,7.0,,2.0,82.0,375.0,3.0,15.0,184.0,39.0,19.0,8.0,3.0,29.0,26.0,1.0,119.0,10.0,300.0,2.0,1.0,21.0,34.0,54.0,2.0,455.0,1.0,0.0,17.0,15.0,4.0,16.0,2.0,626.0,,10.0,6.0,3.0,9.0,0.0
695024,13.0,2013-11-30 15:00:00,110,Stoke,Away,161.0,22.0,,4.0,4.0,7.0,,162.0,6.0,1.0,5.0,12.0,18.0,30.0,319.0,,,17.0,8.0,28.0,4.0,,,,,,,,,,,,4.0,,,,,,,2.0,13.0,9.0,,,,61.0,66.0,,,,2.0,9.0,1.0,12.0,,1.0,3.0,7.0,8.0,,10.0,4.0,52.0,71.0,2.0,25.0,12.0,,,55.0,16.0,8.0,,,1.0,,,161.0,,,,,,,7.0,,,,1.0,,,,1.0,12.0,,20.0,20.0,7.0,5.0,91.0,81.0,53.0,9.0,,,4.0,3.0,391.0,,,5.0,,,67.0,49.0,16.0,,,,,,144.0,144.0,4.0,27.0,27.0,46.0,,1.0,9.0,0.0,,,,96.0,6.0,2.0,8.0,,1.0,,,,2.0,74.0,303.0,1.0,4.0,184.0,36.0,25.0,16.0,3.0,18.0,15.0,,117.0,28.0,243.0,1.0,1.0,21.0,21.0,49.0,4.0,409.0,,0.0,4.0,30.0,,20.0,3.0,619.0,,14.0,8.0,3.0,21.0,0.0
695036,14.0,2013-12-04 19:45:00,110,Stoke,Home,159.0,31.0,1.0,6.0,5.0,8.0,,215.0,4.0,,2.0,12.0,34.0,36.0,368.0,,1.0,35.0,28.0,42.0,9.0,1.0,,,,,,1.0,,,,1.0,13.0,,,,,,2.0,4.0,7.0,7.0,,,,77.0,56.0,1.0,2.0,,2.0,15.0,4.0,5.0,,,2.0,15.0,9.0,,12.0,1.0,60.0,77.0,2.0,19.0,8.0,,,79.0,11.0,11.0,,,2.0,1.0,1.0,199.0,,,,,,,8.0,,,,3.0,,,,,8.0,,14.0,14.0,2.0,2.0,101.0,109.0,57.0,5.0,,7.0,3.0,2.0,461.0,,,7.0,1.0,,106.0,64.0,28.0,,,,,,182.0,182.0,1.0,22.0,28.0,59.2,,1.0,15.0,0.0,,,,101.0,1.0,2.0,3.0,,3.0,,11.0,,2.0,95.0,358.0,9.0,10.0,186.0,54.0,19.0,14.0,2.0,27.0,25.0,,148.0,20.0,319.0,3.0,,27.0,38.0,61.0,6.0,478.0,,0.0,17.0,15.0,2.0,45.0,2.0,720.0,,14.0,10.0,2.0,11.0,0.0
695047,15.0,2013-12-07 15:00:00,110,Stoke,Home,128.0,25.0,2.0,8.0,6.0,5.0,,145.0,12.0,1.0,6.0,7.0,21.0,31.0,265.0,,,14.0,20.0,35.0,5.0,,,,,,,,,,,,8.0,,,,,,,2.0,5.0,10.0,,,,58.0,62.0,1.0,1.0,,4.0,8.0,2.0,17.0,,,5.0,9.0,10.0,,10.0,1.0,63.0,67.0,4.0,21.0,17.0,,,69.0,14.0,6.0,1.0,,,,,149.0,3.0,1.0,2.0,2.0,1.0,,15.0,,,2.0,4.0,,,,,17.0,,11.0,11.0,2.0,6.0,79.0,91.0,50.0,2.0,2.0,4.0,4.0,3.0,342.0,,,3.0,,,37.0,83.0,17.0,,,,,,153.0,153.0,1.0,22.0,23.0,42.9,,,8.0,0.0,,,,75.0,,4.0,4.0,,3.0,,4.0,,3.0,62.0,256.0,3.0,8.0,148.0,39.0,21.0,12.0,5.0,24.0,19.0,1.0,113.0,15.0,237.0,4.0,1.0,32.0,25.0,60.0,2.0,361.0,,0.0,9.0,21.0,,17.0,4.0,566.0,,19.0,8.0,5.0,15.0,0.0
695055,16.0,2013-12-14 17:30:00,110,Stoke,Away,209.0,9.0,3.0,6.0,3.0,5.0,1.0,194.0,4.0,,4.0,19.0,19.0,33.0,397.0,,,17.0,15.0,18.0,4.0,2.0,,,,,,,,,,,7.0,,,1.0,,,,,6.0,7.0,,,,70.0,51.0,1.0,1.0,,3.0,10.0,1.0,6.0,,,5.0,8.0,3.0,,14.0,4.0,48.0,51.0,3.0,53.0,41.0,,,69.0,13.0,10.0,,,3.0,2.0,,183.0,,,,,,,6.0,,,,1.0,,,,1.0,41.0,1.0,14.0,14.0,,4.0,121.0,107.0,58.0,7.0,,4.0,2.0,2.0,491.0,,,5.0,,,70.0,66.0,23.0,,,,,,167.0,167.0,1.0,20.0,22.0,53.8,1.0,1.0,10.0,0.0,,,,133.0,2.0,2.0,4.0,,,,8.0,,3.0,63.0,387.0,4.0,6.0,231.0,22.0,53.0,3.0,5.0,18.0,13.0,1.0,113.0,20.0,294.0,1.0,,48.0,19.0,59.0,4.0,507.0,,0.0,11.0,22.0,1.0,25.0,0.0,734.0,,16.0,2.0,5.0,16.0,0.0
695067,17.0,2013-12-21 15:00:00,110,Stoke,Home,78.0,9.0,3.0,9.0,6.0,7.0,1.0,114.0,12.0,,5.0,15.0,16.0,23.0,183.0,,1.0,24.0,16.0,47.0,4.0,2.0,,,,,,1.0,,1.0,,,6.0,,,,1.0,,2.0,,6.0,8.0,,,,42.0,51.0,3.0,1.0,2.0,2.0,9.0,4.0,6.0,,,6.0,12.0,5.0,,18.0,1.0,52.0,78.0,2.0,32.0,24.0,1.0,,68.0,13.0,17.0,1.0,,3.0,2.0,1.0,138.0,2.0,,2.0,1.0,1.0,,16.0,,,1.0,2.0,,,,,24.0,1.0,3.0,3.0,,5.0,47.0,102.0,52.0,7.0,1.0,5.0,3.0,2.0,264.0,,,6.0,1.0,,44.0,67.0,18.0,,,,,,174.0,174.0,,13.0,27.0,53.5,1.0,1.0,9.0,0.0,,,,61.0,3.0,,3.0,,1.0,,6.0,,2.0,60.0,169.0,3.0,8.0,104.0,25.0,32.0,7.0,6.0,25.0,19.0,1.0,108.0,16.0,209.0,2.0,,36.0,16.0,54.0,3.0,288.0,,0.0,12.0,16.0,2.0,36.0,1.0,517.0,,11.0,3.0,6.0,12.0,0.0
695077,18.0,2013-12-26 15:00:00,110,Stoke,Away,176.0,16.0,1.0,2.0,1.0,2.0,,116.0,12.0,1.0,1.0,7.0,20.0,20.0,290.0,,1.0,14.0,12.0,16.0,7.0,1.0,,,,,,,,1.0,,,9.0,,,,,,1.0,3.0,14.0,13.0,,,,59.0,43.0,,,,7.0,9.0,2.0,17.0,,2.0,2.0,4.0,1.0,,15.0,3.0,52.0,45.0,7.0,29.0,16.0,1.0,,45.0,8.0,10.0,,,,,,130.0,1.0,,,1.0,,,16.0,,,1.0,2.0,,,,,16.0,,10.0,10.0,2.0,1.0,73.0,73.0,44.0,8.0,1.0,6.0,3.0,2.0,338.0,,,6.0,,,47.0,33.0,10.0,1.0,2.0,2.0,1.0,,104.0,104.0,2.0,29.0,6.0,42.2,,1.0,9.0,0.0,,,,97.0,2.0,1.0,3.0,1.0,,,7.0,,3.0,48.0,275.0,1.0,9.0,193.0,36.0,29.0,6.0,1.0,6.0,5.0,,77.0,10.0,172.0,2.0,1.0,22.0,21.0,45.0,,359.0,,2.0,11.0,15.0,1.0,18.0,1.0,531.0,,7.0,5.0,2.0,10.0,0.0
695089,19.0,2013-12-29 16:00:00,110,Stoke,Away,113.0,11.0,,1.0,1.0,6.0,,92.0,5.0,,2.0,8.0,10.0,18.0,204.0,,,18.0,9.0,18.0,1.0,,,,,1.0,,1.0,,,,,1.0,,,,,,,1.0,12.0,8.0,,,,53.0,51.0,,,,4.0,16.0,,15.0,,2.0,1.0,6.0,3.0,,9.0,1.0,54.0,52.0,4.0,37.0,19.0,,1.0,57.0,14.0,6.0,,,1.0,,1.0,133.0,,,,,,,10.0,,,,1.0,,,,1.0,19.0,,16.0,16.0,2.0,2.0,64.0,72.0,40.0,6.0,,,1.0,1.0,279.0,,,3.0,1.0,,25.0,37.0,15.0,1.0,1.0,1.0,,,138.0,138.0,3.0,24.0,18.0,32.5,,,16.0,0.0,,,,42.0,2.0,2.0,4.0,,2.0,,1.0,,3.0,44.0,196.0,11.0,1.0,148.0,19.0,37.0,12.0,1.0,10.0,9.0,,83.0,15.0,154.0,1.0,,20.0,10.0,40.0,4.0,292.0,,0.0,2.0,24.0,,24.0,2.0,488.0,,8.0,4.0,1.0,17.0,0.0
695097,20.0,2014-01-01 15:00:00,110,Stoke,Home,100.0,12.0,1.0,7.0,6.0,4.0,1.0,148.0,9.0,,,10.0,12.0,18.0,241.0,,,10.0,10.0,25.0,8.0,1.0,,,,,,,,,,,9.0,,,,,,,4.0,10.0,6.0,,,,48.0,68.0,,,,2.0,15.0,4.0,11.0,,,2.0,13.0,7.0,,16.0,2.0,57.0,63.0,2.0,22.0,11.0,,,65.0,16.0,9.0,,,1.0,1.0,,149.0,,,,,,,12.0,,,1.0,,,,,,11.0,,20.0,20.0,5.0,,59.0,76.0,45.0,5.0,1.0,2.0,7.0,4.0,310.0,,,7.0,3.0,,51.0,63.0,18.0,1.0,1.0,1.0,,,148.0,148.0,3.0,38.0,22.0,39.5,,,15.0,0.0,,,,69.0,1.0,2.0,3.0,,1.0,,2.0,,3.0,72.0,230.0,9.0,9.0,120.0,25.0,22.0,16.0,2.0,23.0,21.0,,115.0,11.0,228.0,,,30.0,13.0,41.0,1.0,325.0,,0.0,10.0,22.0,1.0,13.0,4.0,540.0,,17.0,11.0,2.0,16.0,0.0
695109,21.0,2014-01-12 16:10:00,110,Stoke,Home,132.0,16.0,3.0,12.0,9.0,8.0,,205.0,5.0,1.0,3.0,8.0,13.0,25.0,325.0,,,27.0,15.0,25.0,6.0,2.0,,,,,,,1.0,,,,11.0,,,,,1.0,1.0,4.0,12.0,2.0,,,,63.0,67.0,,,,1.0,17.0,4.0,11.0,,,11.0,22.0,14.0,,14.0,1.0,59.0,54.0,1.0,25.0,8.0,2.0,,67.0,10.0,8.0,2.0,,4.0,4.0,,170.0,2.0,,2.0,2.0,,,7.0,,,3.0,,,,,,8.0,1.0,18.0,18.0,,3.0,77.0,86.0,56.0,2.0,1.0,4.0,6.0,4.0,399.0,,,,2.0,1.0,39.0,101.0,31.0,1.0,1.0,1.0,,,167.0,167.0,5.0,23.0,33.0,51.0,1.0,,17.0,0.0,,,,102.0,5.0,,5.0,,1.0,,5.0,1.0,1.0,102.0,314.0,11.0,10.0,145.0,29.0,25.0,19.0,11.0,51.0,40.0,,147.0,21.0,318.0,,1.0,21.0,20.0,47.0,1.0,412.0,,0.0,13.0,13.0,2.0,28.0,1.0,658.0,,12.0,10.0,11.0,11.0,0.0
695113,22.0,2014-01-18 15:00:00,110,Stoke,Away,185.0,31.0,1.0,8.0,7.0,3.0,,162.0,10.0,2.0,5.0,10.0,23.0,39.0,339.0,,,13.0,27.0,38.0,12.0,2.0,,,,,,,,,,,14.0,,,,,,1.0,2.0,7.0,5.0,,,,55.0,58.0,,,,7.0,13.0,4.0,8.0,,,3.0,16.0,5.0,,10.0,4.0,67.0,77.0,7.0,38.0,26.0,1.0,,74.0,13.0,9.0,,,1.0,1.0,,178.0,,,,,,,11.0,,,,,,,,,26.0,,9.0,9.0,2.0,5.0,105.0,95.0,51.0,4.0,,9.0,5.0,2.0,440.0,,,1.0,2.0,,61.0,55.0,28.0,,,,,,181.0,181.0,2.0,25.0,24.0,56.3,,,13.0,0.0,,,,116.0,4.0,1.0,5.0,,1.0,,11.0,,3.0,72.0,329.0,6.0,14.0,212.0,52.0,38.0,19.0,2.0,24.0,22.0,1.0,122.0,11.0,266.0,,2.0,26.0,23.0,60.0,2.0,454.0,,0.0,17.0,23.0,,21.0,2.0,689.0,,17.0,9.0,3.0,17.0,0.0
695127,23.0,2014-01-29 19:45:00,110,Stoke,Away,146.0,20.0,2.0,4.0,2.0,3.0,,203.0,4.0,1.0,2.0,10.0,28.0,31.0,345.0,,,15.0,14.0,23.0,8.0,2.0,,,,,,1.0,,,,1.0,10.0,,,1.0,,,1.0,3.0,9.0,7.0,,,,70.0,59.0,1.0,2.0,,1.0,10.0,3.0,14.0,,,3.0,5.0,10.0,,16.0,4.0,64.0,69.0,1.0,11.0,8.0,1.0,1.0,74.0,15.0,16.0,,1.0,1.0,,1.0,164.0,,,,,,,9.0,,,,,,,,,8.0,1.0,4.0,4.0,,2.0,100.0,89.0,52.0,3.0,,6.0,4.0,5.0,409.0,,,4.0,2.0,,52.0,58.0,30.0,,,,,,149.0,149.0,4.0,23.0,25.0,51.9,1.0,,10.0,0.0,,,,95.0,2.0,3.0,5.0,1.0,1.0,,7.0,,3.0,80.0,331.0,6.0,10.0,166.0,37.0,11.0,13.0,3.0,18.0,15.0,1.0,119.0,16.0,281.0,,1.0,25.0,30.0,56.0,,429.0,,1.0,15.0,26.0,1.0,20.0,2.0,618.0,,15.0,6.0,3.0,20.0,0.0
695138,24.0,2014-02-01 15:00:00,110,Stoke,Home,80.0,12.0,1.0,3.0,2.0,9.0,,99.0,6.0,1.0,4.0,12.0,12.0,18.0,176.0,,,17.0,14.0,22.0,6.0,1.0,,1.0,,1.0,,1.0,,,,,9.0,,,,,,1.0,9.0,12.0,7.0,,,,38.0,59.0,,,,3.0,15.0,1.0,10.0,,,7.0,9.0,3.0,,10.0,2.0,64.0,57.0,3.0,48.0,24.0,1.0,,55.0,18.0,7.0,,,2.0,2.0,1.0,141.0,1.0,,,1.0,,,7.0,,,1.0,6.0,,,,1.0,24.0,,12.0,12.0,1.0,5.0,45.0,79.0,42.0,10.0,1.0,3.0,5.0,4.0,249.0,,,7.0,2.0,,54.0,36.0,13.0,,,,,,160.0,160.0,5.0,24.0,16.0,37.7,,,15.0,0.0,,,,42.0,,3.0,3.0,,1.0,1.0,8.0,,3.0,36.0,165.0,9.0,8.0,94.0,29.0,48.0,26.0,7.0,21.0,14.0,1.0,79.0,19.0,193.0,6.0,1.0,30.0,12.0,41.0,3.0,266.0,,0.0,13.0,18.0,,23.0,2.0,516.0,,15.0,12.0,7.0,14.0,0.0
695147,25.0,2014-02-08 15:00:00,110,Stoke,Away,116.0,22.0,2.0,6.0,4.0,2.0,,119.0,7.0,,4.0,11.0,14.0,31.0,229.0,,1.0,21.0,15.0,26.0,3.0,,,,,,,,,,1.0,1.0,4.0,,,,,,,4.0,8.0,10.0,,,,44.0,57.0,2.0,,2.0,5.0,16.0,,10.0,,,4.0,13.0,4.0,,14.0,1.0,58.0,59.0,5.0,33.0,18.0,1.0,,62.0,14.0,7.0,2.0,,2.0,2.0,,140.0,2.0,1.0,2.0,1.0,1.0,,10.0,,,1.0,3.0,,,,2.0,18.0,,8.0,8.0,1.0,5.0,69.0,85.0,50.0,7.0,,1.0,4.0,4.0,305.0,,,6.0,1.0,,71.0,38.0,15.0,,,,,,161.0,161.0,1.0,18.0,29.0,39.6,,1.0,16.0,0.0,,,,63.0,2.0,1.0,3.0,,3.0,,1.0,,2.0,49.0,219.0,8.0,5.0,136.0,34.0,33.0,16.0,4.0,23.0,19.0,1.0,90.0,13.0,203.0,4.0,,31.0,14.0,52.0,4.0,316.0,1.0,0.0,5.0,21.0,1.0,29.0,4.0,539.0,,17.0,7.0,4.0,16.0,0.0
695154,26.0,2014-02-12 19:45:00,110,Stoke,Home,88.0,15.0,,,,4.0,,109.0,6.0,2.0,1.0,13.0,16.0,25.0,197.0,,,18.0,13.0,31.0,4.0,,,,,1.0,,1.0,,,,,6.0,,,,1.0,,,7.0,9.0,5.0,,,,48.0,76.0,2.0,2.0,,4.0,17.0,,23.0,1.0,,2.0,6.0,2.0,,13.0,,72.0,78.0,4.0,27.0,11.0,,2.0,62.0,11.0,10.0,1.0,,1.0,2.0,1.0,143.0,,,,,,,6.0,,,1.0,1.0,,,,,11.0,1.0,17.0,17.0,2.0,1.0,54.0,76.0,45.0,5.0,,1.0,3.0,4.0,290.0,,,5.0,4.0,,42.0,33.0,25.0,,,,,,176.0,176.0,13.0,27.0,29.0,35.7,1.0,1.0,17.0,0.0,,,,62.0,,1.0,1.0,,,,3.0,,3.0,42.0,186.0,12.0,4.0,112.0,38.0,27.0,20.0,2.0,12.0,10.0,,96.0,21.0,207.0,1.0,2.0,32.0,17.0,53.0,,307.0,,0.0,7.0,30.0,,26.0,2.0,538.0,,17.0,8.0,2.0,24.0,0.0
695165,27.0,2014-02-22 15:00:00,110,Stoke,Away,94.0,14.0,1.0,3.0,2.0,1.0,,69.0,8.0,,3.0,10.0,5.0,23.0,160.0,,,8.0,12.0,14.0,5.0,1.0,,,,,,1.0,,,,,4.0,,,,,,1.0,4.0,6.0,13.0,,,,34.0,45.0,,,,4.0,21.0,1.0,7.0,,,3.0,4.0,3.0,,8.0,3.0,50.0,45.0,4.0,36.0,16.0,,1.0,49.0,13.0,15.0,,,3.0,,1.0,94.0,,,,,,,13.0,,,,,,,,,16.0,,14.0,14.0,4.0,3.0,59.0,63.0,26.0,8.0,,4.0,2.0,2.0,213.0,,,5.0,1.0,,28.0,28.0,13.0,,,,,,117.0,117.0,1.0,32.0,7.0,25.9,,,21.0,0.0,,,,44.0,,6.0,6.0,,2.0,,4.0,,3.0,37.0,148.0,13.0,6.0,108.0,26.0,36.0,13.0,3.0,10.0,7.0,1.0,76.0,10.0,133.0,,,23.0,5.0,49.0,3.0,231.0,,0.0,7.0,16.0,1.0,11.0,1.0,422.0,,7.0,1.0,3.0,14.0,0.0
695177,28.0,2014-03-01 15:00:00,110,Stoke,Home,167.0,30.0,2.0,6.0,4.0,15.0,1.0,154.0,6.0,1.0,6.0,9.0,16.0,40.0,315.0,,,17.0,23.0,29.0,5.0,,1.0,,,,,,,1.0,,,6.0,1.0,,,,,,5.0,6.0,4.0,6.0,2.0,,72.0,63.0,,1.0,1.0,4.0,7.0,,5.0,,,3.0,7.0,7.0,,6.0,1.0,53.0,60.0,4.0,29.0,14.0,,,69.0,13.0,10.0,,,3.0,2.0,,170.0,,,,,,,8.0,,,,5.0,,,,,14.0,,17.0,17.0,,6.0,100.0,99.0,49.0,4.0,1.0,2.0,3.0,4.0,402.0,,,3.0,2.0,,48.0,83.0,25.0,,,,,1.0,168.0,168.0,2.0,26.0,22.0,43.4,,,16.0,0.0,,,,83.0,1.0,1.0,2.0,,,,4.0,,2.0,62.0,301.0,7.0,5.0,191.0,55.0,29.0,11.0,3.0,19.0,16.0,2.0,117.0,27.0,253.0,5.0,1.0,27.0,17.0,74.0,5.0,425.0,,0.0,8.0,19.0,,22.0,3.0,633.0,15.0,20.0,4.0,3.0,14.0,0.0
695187,29.0,2014-03-08 15:00:00,110,Stoke,Away,122.0,24.0,1.0,1.0,,7.0,,146.0,9.0,1.0,6.0,9.0,14.0,34.0,267.0,,,17.0,22.0,28.0,4.0,,,,,1.0,,1.0,,,,,4.0,1.0,,,,,,4.0,5.0,8.0,,,,53.0,65.0,,,1.0,3.0,9.0,1.0,8.0,,,1.0,4.0,6.0,,10.0,2.0,55.0,60.0,3.0,42.0,27.0,,,63.0,12.0,9.0,1.0,,2.0,,1.0,150.0,,,,,,,12.0,,,,3.0,,,,,27.0,,10.0,10.0,,6.0,81.0,97.0,55.0,3.0,,1.0,3.0,3.0,354.0,,,2.0,,,59.0,58.0,22.0,,,,,1.0,151.0,151.0,2.0,26.0,25.0,47.5,,,9.0,0.0,,,,84.0,1.0,3.0,4.0,,3.0,,2.0,,3.0,48.0,257.0,4.0,4.0,144.0,48.0,42.0,8.0,1.0,11.0,10.0,,91.0,15.0,235.0,3.0,1.0,22.0,16.0,65.0,1.0,368.0,,1.0,6.0,20.0,,22.0,2.0,563.0,,17.0,4.0,1.0,14.0,0.0
695197,30.0,2014-03-15 15:00:00,110,Stoke,Home,112.0,19.0,3.0,6.0,3.0,6.0,1.0,195.0,6.0,1.0,3.0,12.0,21.0,29.0,301.0,,1.0,20.0,24.0,29.0,10.0,2.0,,1.0,,,,,,,,1.0,12.0,,,,,,,7.0,5.0,3.0,,,,62.0,41.0,2.0,2.0,1.0,4.0,17.0,4.0,11.0,,,6.0,5.0,5.0,,9.0,1.0,61.0,71.0,4.0,42.0,23.0,,,54.0,13.0,13.0,3.0,,1.0,1.0,,148.0,1.0,,1.0,1.0,,1.0,12.0,,,2.0,4.0,,,,1.0,23.0,1.0,8.0,8.0,,4.0,68.0,91.0,52.0,4.0,,3.0,10.0,9.0,353.0,,,4.0,5.0,,40.0,84.0,19.0,,,,,,130.0,130.0,,14.0,16.0,54.7,,1.0,17.0,0.0,,,,97.0,1.0,,1.0,,3.0,1.0,3.0,1.0,1.0,76.0,286.0,11.0,13.0,124.0,33.0,42.0,13.0,5.0,16.0,11.0,2.0,106.0,11.0,267.0,5.0,1.0,25.0,23.0,53.0,1.0,375.0,,0.0,16.0,24.0,2.0,25.0,1.0,606.0,,14.0,8.0,6.0,17.0,0.0
695201,31.0,2014-03-23 16:00:00,110,Stoke,Away,220.0,25.0,2.0,2.0,,3.0,,166.0,5.0,,2.0,14.0,22.0,34.0,384.0,2.0,,11.0,7.0,29.0,4.0,1.0,,,,1.0,,1.0,,,,,8.0,,,,,,,6.0,7.0,5.0,,,,94.0,60.0,3.0,,3.0,6.0,9.0,1.0,6.0,,,3.0,3.0,1.0,1.0,16.0,1.0,42.0,67.0,6.0,36.0,25.0,,,64.0,10.0,15.0,2.0,,2.0,1.0,1.0,173.0,3.0,,3.0,3.0,,,6.0,,,4.0,2.0,,,,,25.0,,11.0,11.0,,2.0,108.0,88.0,46.0,5.0,1.0,3.0,5.0,5.0,460.0,,,4.0,,,46.0,70.0,12.0,,,,,,147.0,147.0,,29.0,26.0,49.6,,,9.0,0.0,,,,104.0,1.0,1.0,2.0,,1.0,,4.0,,1.0,57.0,372.0,7.0,8.0,243.0,47.0,36.0,13.0,3.0,8.0,5.0,,105.0,14.0,244.0,2.0,,28.0,22.0,60.0,4.0,479.0,2.0,0.0,10.0,14.0,,19.0,1.0,673.0,,13.0,9.0,3.0,11.0,0.0
695217,32.0,2014-03-29 15:00:00,110,Stoke,Home,211.0,31.0,2.0,3.0,1.0,4.0,,205.0,3.0,,8.0,5.0,23.0,32.0,413.0,,,19.0,25.0,27.0,10.0,1.0,,,,1.0,,1.0,,1.0,,,11.0,,,,,,,3.0,3.0,2.0,,,,91.0,71.0,,,,1.0,16.0,6.0,8.0,,,8.0,9.0,1.0,,7.0,2.0,56.0,64.0,1.0,23.0,17.0,,,77.0,9.0,8.0,1.0,,1.0,,1.0,181.0,,,,,,,7.0,,,1.0,4.0,,,,,17.0,,16.0,16.0,1.0,8.0,126.0,115.0,65.0,1.0,,4.0,7.0,3.0,510.0,,,,2.0,,60.0,80.0,15.0,,,,,,158.0,158.0,4.0,24.0,33.0,55.9,,1.0,16.0,0.0,,,,124.0,1.0,2.0,3.0,,,,6.0,,3.0,87.0,406.0,11.0,11.0,229.0,50.0,23.0,15.0,6.0,16.0,10.0,,144.0,10.0,309.0,4.0,,26.0,23.0,61.0,3.0,522.0,1.0,0.0,15.0,24.0,1.0,22.0,2.0,722.0,,9.0,7.0,8.0,17.0,0.0
