matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPostHigh,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard
284132,14,2009-11-28 15:00:00,110,Stoke,Away,66.0,7.0,,2.0,2.0,6.0,,144.0,5.0,,2.0,9.0,7.0,25.0,208.0,2.0,1.0,14.0,29.0,17.0,8.0,,,2.0,,,,,,,,,,,,,5.0,8.0,,,41.0,6.0,1.0,3.0,,2.0,7.0,3.0,,4.0,2.0,57.0,46.0,6.0,34.0,21.0,,,77.0,13.0,12.0,,,,,,,,,,,,13.0,4.0,1.0,40.0,,7.0,7.0,,2.0,89.0,39.0,9.0,,3.0,5.0,4.0,,2.0,,45.0,58.0,23.0,,,,,,163.0,136.0,,15.0,16.0,42.4,,2.0,0.0,2.0,1.0,,,,2.0,4.0,,3.0,89.0,,8.0,79.0,23.0,61.0,13.0,1.0,12.0,11.0,,144.0,16.0,232.0,5.0,,27.0,8.0,60.0,1.0,299.0,2.0,0.0,9.0,13.0,1.0,27.0,2.0,534.0,,4.0,2.0,7.0,0.0
284140,15,2009-12-05 15:00:00,110,Stoke,Away,99.0,10.0,,,,7.0,,120.0,4.0,1.0,1.0,16.0,7.0,25.0,219.0,,1.0,8.0,16.0,21.0,3.0,,,2.0,,,,,,,,,,,,,12.0,3.0,,,53.0,2.0,1.0,9.0,,2.0,5.0,3.0,,15.0,4.0,57.0,61.0,2.0,22.0,12.0,,,93.0,12.0,3.0,,,,,,,,,,,,6.0,2.0,2.0,18.0,,34.0,34.0,3.0,1.0,84.0,33.0,10.0,,,3.0,3.0,,1.0,,71.0,21.0,20.0,,1.0,1.0,1.0,,175.0,161.0,1.0,29.0,13.0,33.2,,,0.0,4.0,1.0,,,,2.0,1.0,,3.0,61.0,,3.0,116.0,33.0,36.0,9.0,2.0,10.0,8.0,,131.0,15.0,218.0,2.0,1.0,44.0,7.0,67.0,8.0,324.0,,0.0,5.0,35.0,1.0,22.0,0.0,584.0,,2.0,2.0,29.0,0.0
284157,16,2009-12-12 12:45:00,110,Stoke,Home,68.0,13.0,2.0,5.0,3.0,4.0,,99.0,5.0,,1.0,8.0,2.0,24.0,162.0,,2.0,4.0,26.0,15.0,10.0,3.0,,1.0,1.0,,2.0,,,2.0,,,,,,,9.0,10.0,,,36.0,1.0,6.0,5.0,,5.0,5.0,5.0,1.0,14.0,3.0,74.0,60.0,1.0,26.0,21.0,,,80.0,21.0,10.0,1.0,,,,2.0,2.0,1.0,2.0,1.0,1.0,,12.0,2.0,2.0,35.0,,15.0,15.0,,1.0,85.0,33.0,3.0,,9.0,6.0,2.0,,8.0,,31.0,34.0,27.0,,1.0,1.0,1.0,,161.0,139.0,1.0,10.0,14.0,40.6,,,0.0,2.0,2.0,4.0,,,1.0,10.0,,2.0,65.0,,15.0,79.0,31.0,48.0,17.0,5.0,15.0,10.0,,110.0,9.0,177.0,3.0,,26.0,2.0,57.0,3.0,241.0,,0.0,18.0,28.0,2.0,20.0,5.0,498.0,,7.0,5.0,22.0,0.0
284165,17,2010-01-05 19:45:00,110,Stoke,Home,84.0,23.0,5.0,8.0,3.0,8.0,,126.0,3.0,,2.0,9.0,1.0,38.0,202.0,,,12.0,8.0,20.0,3.0,5.0,,,,,,,,,,,,,,1.0,7.0,13.0,,,48.0,3.0,4.0,2.0,,8.0,6.0,4.0,1.0,3.0,,37.0,52.0,3.0,27.0,20.0,,,89.0,13.0,7.0,2.0,,,,,3.0,1.0,2.0,1.0,2.0,,10.0,2.0,,33.0,,32.0,32.0,2.0,3.0,86.0,39.0,10.0,,3.0,8.0,8.0,,10.0,,75.0,33.0,17.0,,,,,,173.0,152.0,,16.0,18.0,42.2,,,0.0,1.0,1.0,,,2.0,,3.0,1.0,3.0,69.0,,11.0,99.0,42.0,48.0,17.0,7.0,18.0,11.0,,132.0,20.0,222.0,5.0,,36.0,1.0,70.0,5.0,303.0,,0.0,15.0,19.0,,26.0,1.0,588.0,,6.0,8.0,16.0,0.0
284171,18,2009-12-19 15:00:00,110,Stoke,Away,80.0,8.0,,5.0,5.0,8.0,,136.0,4.0,1.0,1.0,7.0,11.0,17.0,211.0,,2.0,23.0,30.0,33.0,10.0,2.0,,,,,,,,,,,,,,2.0,7.0,11.0,,,48.0,1.0,6.0,,,4.0,6.0,1.0,,11.0,2.0,62.0,64.0,1.0,8.0,4.0,,,92.0,16.0,9.0,,,,,,,,,,,,15.0,2.0,2.0,11.0,,12.0,12.0,,1.0,90.0,31.0,3.0,,7.0,5.0,,,4.0,,62.0,31.0,23.0,,,,,,196.0,185.0,4.0,21.0,17.0,47.0,,2.0,0.0,1.0,3.0,,,2.0,,9.0,,3.0,69.0,,12.0,101.0,21.0,19.0,11.0,4.0,14.0,10.0,,140.0,22.0,253.0,2.0,1.0,31.0,16.0,52.0,,340.0,,0.0,15.0,18.0,4.0,41.0,1.0,579.0,,4.0,4.0,15.0,0.0
284186,19,2009-12-26 15:00:00,110,Stoke,Away,88.0,22.0,2.0,6.0,4.0,7.0,,128.0,7.0,1.0,1.0,16.0,7.0,35.0,210.0,,1.0,12.0,17.0,19.0,5.0,2.0,,,,1.0,1.0,,,,,,,,,2.0,8.0,5.0,,,57.0,5.0,1.0,,,6.0,7.0,9.0,,4.0,1.0,43.0,51.0,5.0,20.0,15.0,,,86.0,11.0,13.0,,,,,1.0,,,,,,,10.0,,1.0,24.0,,26.0,26.0,,1.0,85.0,50.0,7.0,,5.0,2.0,2.0,,,,42.0,50.0,20.0,,,,,,165.0,150.0,3.0,28.0,24.0,37.6,,,0.0,2.0,2.0,,,,,5.0,,3.0,57.0,,7.0,98.0,35.0,35.0,16.0,6.0,26.0,20.0,,114.0,19.0,231.0,,1.0,37.0,7.0,62.0,4.0,303.0,,0.0,8.0,15.0,2.0,26.0,2.0,556.0,,4.0,6.0,12.0,0.0
284197,20,2009-12-28 15:00:00,110,Stoke,Home,77.0,14.0,5.0,10.0,5.0,7.0,,108.0,7.0,1.0,4.0,13.0,6.0,37.0,175.0,,,5.0,25.0,24.0,4.0,6.0,,,,,1.0,,,,,,,,,1.0,6.0,8.0,,,48.0,2.0,5.0,4.0,,10.0,12.0,12.0,,12.0,1.0,64.0,56.0,2.0,28.0,17.0,,,85.0,16.0,14.0,,,,,1.0,,,,,,,10.0,3.0,,30.0,,18.0,16.0,1.0,5.0,82.0,35.0,7.0,,7.0,3.0,2.0,,5.0,,47.0,49.0,43.0,,,,,,187.0,167.0,,14.0,22.0,50.2,,,0.0,1.0,2.0,,,,,7.0,,2.0,64.0,,10.0,90.0,30.0,48.0,10.0,10.0,40.0,30.0,,128.0,18.0,222.0,3.0,1.0,38.0,6.0,66.0,1.0,272.0,,0.0,14.0,15.0,1.0,21.0,2.0,541.0,,3.0,10.0,13.0,0.0
284202,21,2010-03-10 19:45:00,110,Stoke,Away,78.0,9.0,2.0,3.0,1.0,5.0,,95.0,3.0,,,6.0,5.0,16.0,170.0,,2.0,17.0,21.0,23.0,6.0,3.0,,,,,,,,,,,,,,1.0,8.0,4.0,,,56.0,3.0,3.0,5.0,,4.0,5.0,4.0,,6.0,2.0,49.0,54.0,3.0,21.0,13.0,,,93.0,11.0,13.0,1.0,,,,,1.0,,1.0,1.0,,,9.0,2.0,,27.0,,26.0,25.0,1.0,,118.0,34.0,4.0,,5.0,5.0,2.0,,1.0,,55.0,37.0,34.0,,,,,,211.0,191.0,4.0,14.0,29.0,45.3,,,0.0,1.0,2.0,,,,,5.0,,3.0,54.0,,10.0,98.0,34.0,41.0,9.0,4.0,15.0,11.0,,134.0,21.0,228.0,2.0,,39.0,6.0,60.0,3.0,311.0,,0.0,10.0,15.0,4.0,34.0,0.0,564.0,,3.0,4.0,15.0,0.0
284217,22,2010-01-16 12:45:00,110,Stoke,Home,74.0,10.0,3.0,4.0,1.0,13.0,,120.0,6.0,,1.0,19.0,2.0,23.0,190.0,,,16.0,28.0,20.0,3.0,2.0,,,,,3.0,,,,,,,,,,6.0,2.0,,,39.0,2.0,4.0,3.0,,10.0,5.0,2.0,1.0,10.0,,69.0,42.0,2.0,28.0,21.0,1.0,,101.0,13.0,9.0,,1.0,,,3.0,1.0,,,,1.0,,9.0,2.0,,33.0,,21.0,21.0,1.0,1.0,101.0,41.0,,,4.0,2.0,2.0,,2.0,,56.0,24.0,30.0,,,,,,214.0,192.0,,10.0,15.0,44.8,,1.0,0.0,,,,,2.0,,4.0,,3.0,68.0,,6.0,91.0,31.0,50.0,17.0,10.0,17.0,7.0,,154.0,28.0,240.0,3.0,,60.0,2.0,60.0,,314.0,,0.0,10.0,11.0,1.0,42.0,1.0,577.0,,2.0,10.0,8.0,0.0
284223,23,2010-02-16 19:45:00,110,Stoke,Home,62.0,13.0,2.0,4.0,2.0,8.0,,87.0,4.0,,,14.0,3.0,24.0,145.0,,,9.0,23.0,17.0,4.0,2.0,,,,,,,,,,,,,,3.0,6.0,4.0,,,50.0,1.0,2.0,5.0,,3.0,4.0,1.0,,11.0,,69.0,58.0,1.0,20.0,12.0,,,80.0,21.0,14.0,,,,,,,,,,,,13.0,5.0,,24.0,,20.0,19.0,3.0,,94.0,41.0,3.0,1.0,3.0,3.0,3.0,,4.0,,26.0,34.0,27.0,,,,,,163.0,147.0,1.0,21.0,16.0,36.8,,,0.0,,,,,1.0,,5.0,2.0,3.0,44.0,,6.0,81.0,28.0,36.0,11.0,3.0,12.0,9.0,,96.0,19.0,169.0,5.0,,38.0,3.0,50.0,1.0,238.0,,1.0,10.0,25.0,4.0,25.0,3.0,474.0,,2.0,3.0,15.0,0.0
284237,24,2010-02-01 20:00:00,110,Stoke,Away,63.0,9.0,2.0,5.0,3.0,7.0,,104.0,3.0,1.0,3.0,9.0,6.0,22.0,162.0,,,12.0,21.0,21.0,5.0,1.0,,,,,,,,,,,,,,2.0,3.0,4.0,,,63.0,5.0,2.0,4.0,,3.0,5.0,3.0,,19.0,1.0,66.0,50.0,5.0,32.0,19.0,,,93.0,17.0,7.0,,2.0,,,,,,,,,,4.0,4.0,2.0,32.0,,15.0,15.0,1.0,3.0,91.0,33.0,7.0,,1.0,5.0,3.0,,3.0,,34.0,64.0,22.0,,,,,,220.0,198.0,1.0,18.0,20.0,42.8,,,0.0,2.0,1.0,,,1.0,,1.0,1.0,3.0,65.0,,6.0,90.0,21.0,54.0,10.0,3.0,14.0,11.0,,138.0,24.0,227.0,4.0,1.0,42.0,6.0,60.0,1.0,303.0,1.0,0.0,6.0,19.0,,30.0,3.0,578.0,,3.0,4.0,13.0,0.0
