season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14023991,30,31,Crystal_Palace,Home,931844,427623.0,Chris Richards,chris-richards,D,False,1.0,,3.0,32.0,26.0,58.0,2.0,6.0,32.0,3.0,,,1.0,1.0,,,3.0,6.0,,,0.107444,0.0534,,,0.0,,,,,3.0,2.0,,,,,,,90.0,,,,,,,,7.0,0.0,,7.8,,,,226.60587532207,7.0,,1.0,,7.0,,34.0,29.0,63.0,62.766651835323,,1,,86.0,1.0,,,
2025-26,14023991,30,31,Crystal_Palace,Home,984624,488024.0,Yéremy Pino,yeremy-pino,F,True,,,,3.0,2.0,5.0,,,7.0,,,,1.0,,,,,,,,0.00308156,0.0154,,,0.0,,,,,,,,,,,,,10.0,,,,,,,,5.0,0.0,,6.5,,,,49.884928363682,,,1.0,,1.0,,7.0,2.0,9.0,24.576427340997,,1,,12.0,,,,
2025-26,14023991,30,31,Crystal_Palace,Home,988275,244723.0,Tyrick Mitchell,tyrick-mitchell,M,False,,,1.0,15.0,13.0,28.0,1.0,1.0,13.0,1.0,,,,,,2.0,3.0,4.0,,,0.0202105,,,,0.0,,,,,,,,,,,,,90.0,,,,,,,,16.0,2.0,,6.8,,,,106.56589142213,4.0,1.0,2.0,,4.0,,24.0,14.0,38.0,48.070135073232,35.467736456669,0,1.0,58.0,,1.0,1.0,1.0
2025-26,14023991,30,31,Crystal_Palace,Home,1064218,515621.0,Chadi Riad,chadi-riad,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023991,30,31,Crystal_Palace,Home,1084311,489706.0,Justin Devenny,devenny-justin,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023991,30,31,Crystal_Palace,Home,1085180,242898.0,Brennan Johnson,brennan-johnson,F,False,2.0,,2.0,9.0,6.0,15.0,2.0,1.0,9.0,4.0,,,1.0,2.0,,2.0,9.0,4.0,,,0.103089,0.0685,,4.0,0.0,,,,,,2.0,,,,,,,80.0,,,,,,,,21.0,0.0,,6.6,,,,65.287568649411,3.0,,6.0,,9.0,1.0,20.0,9.0,29.0,12.146884213807,,1,2.0,51.0,,1.0,,2.0
2025-26,14023991,30,31,Crystal_Palace,Home,1109771,496221.0,Adam Wharton,adam-wharton,M,True,1.0,,1.0,14.0,4.0,18.0,,,7.0,1.0,,,2.0,,,,1.0,,,,0.111891,0.0766,,,0.0,,,,,,1.0,,,,,,,30.0,,,,,,,,10.0,0.0,,6.8,,,,43.476663027343,1.0,1.0,5.0,,2.0,,17.0,5.0,22.0,14.760384661863,,2,,32.0,,,,
2025-26,14023991,30,31,Crystal_Palace,Home,1471671,651426.0,Jaydee Canvot,jaydee-canvot,D,False,,,5.0,27.0,24.0,51.0,2.0,5.0,27.0,4.0,,,,,,,2.0,7.0,,,0.0188552,,,,0.0,,,,,,1.0,,,,,,,80.0,,2.0,,,,,,13.0,0.0,,7.9,,,,176.51340233963,13.0,,1.0,,11.0,,35.0,26.0,61.0,97.762616298423,,0,2.0,84.0,2.0,,,2.0
2025-26,15999228,31,31,Crystal_Palace,Away,43215,57328.0,Nathaniel Clyne,nathaniel-clyne,D,True,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,9.517e-05,,,,0.0,,,,,,,,,,,,,8.0,,1.0,,,,,,1.0,,,6.6,,,,,1.0,,,,,,1.0,,1.0,,,0,1.0,5.0,1.0,,,
2025-26,15999228,31,31,Crystal_Palace,Away,193554,108413.0,Will Hughes,will-hughes,M,False,1.0,,1.0,4.0,8.0,12.0,,,6.0,4.0,,,,,,,4.0,2.0,,,0.194282,,,2.0,0.0,,,,,1.0,1.0,,,,,,,60.0,,2.0,,,,,,6.0,1.0,,7.2,,,,51.832426436052,1.0,2.0,1.0,,2.0,,6.0,9.0,15.0,35.776955293389,21.380407947464,0,,27.0,,2.0,,
2025-26,15999228,31,31,Crystal_Palace,Away,249859,121709.0,Walter Benítez,walter-benitez,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,15999228,31,31,Crystal_Palace,Away,355796,152551.0,Jefferson Lerma,jefferson-lerma,M,False,,,1.0,9.0,14.0,23.0,2.0,,9.0,3.0,,,,,,1.0,4.0,8.0,,,0.00259228,,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,9.0,0.0,,6.6,,,,71.010940434487,2.0,,,,3.0,,12.0,18.0,30.0,19.840386831203,,0,6.0,46.0,1.0,2.0,,2.0
2025-26,15999228,31,31,Crystal_Palace,Away,788134,172649.0,Dean Henderson,dean-henderson,G,False,,3.0,5.0,1.0,10.0,11.0,,,4.0,4.0,,,,,,,,,,,8.537e-05,,,,0.0,,-1.0125,,,,,,,,,,,90.0,,,,,,,,12.0,0.0,,6.2,1.0,1.0,,21.000047106208,2.0,,,3.0,17.0,,10.0,13.0,23.0,2.9271651497626,,0,,27.0,,,,
2025-26,15999228,31,31,Crystal_Palace,Away,794338,209400.0,Daichi Kamada,daichi-kamada,M,True,,,,,,,,,2.0,1.0,,,1.0,,,,,1.0,,,,0.0712,,1.0,0.0,,,,,,,,,,,,,15.0,,,,,,,,3.0,2.0,,6.5,,,,37.195534639242,,,1.0,,,,0.0,,,35.579273911745,37.195534639242,1,1.0,5.0,2.0,,,
2025-26,15999228,31,31,Crystal_Palace,Away,845286,232185.0,Ismaïla Sarr,ismaila-sarr,F,True,,,,3.0,1.0,4.0,1.0,,2.0,2.0,,,,,,,1.0,,,,0.00107589,0.1082,0.1618,,0.0,,,,,,,,,,,,,30.0,1.0,,,,,,,5.0,0.0,,6.3,,,,13.540747206427,,,1.0,,,,6.0,2.0,8.0,3.326708735527,,1,,12.0,,,,
2025-26,15999228,31,31,Crystal_Palace,Away,848276,231747.0,Jean-Philippe Mateta,jean-philippe-mateta,F,False,,,,3.0,1.0,4.0,1.0,1.0,,,,,,,,,1.0,2.0,,,0.0301319,,,,0.0,,,,,,1.0,,,,,,,60.0,,,,,,,,2.0,,,6.7,,,,,1.0,,,,,1.0,4.0,1.0,5.0,,,0,,9.0,1.0,1.0,,
2025-26,15999228,31,31,Crystal_Palace,Away,870360,247348.0,Daniel Muñoz,daniel-munoz,M,False,,,1.0,4.0,11.0,15.0,,3.0,,4.0,,,,1.0,,,1.0,4.0,,1.0,0.00684275,,,,0.0,,,,,1.0,,,,,,,,82.0,,,,,,,,5.0,,,6.3,,,,,2.0,,,,2.0,1.0,5.0,14.0,19.0,,,0,1.0,31.0,1.0,,,1.0
2025-26,15999228,31,31,Crystal_Palace,Away,876599,247412.0,Jørgen Strand Larsen,jorgen-strand-larsen,F,True,,,1.0,3.0,2.0,5.0,1.0,,4.0,,,,,1.0,,,3.0,1.0,,,0.0120519,0.1984,,,0.0,,,,,,,,,,,,,30.0,,,,,,,,7.0,1.0,,6.4,,,1.0,32.76464098252,,1.0,,,1.0,,5.0,3.0,8.0,27.074752073838,6.5222407959228,1,,15.0,3.0,1.0,,
2025-26,15999228,31,31,Crystal_Palace,Away,879674,437499.0,Maxence Lacroix,maxence-lacroix,D,False,,,4.0,5.0,33.0,38.0,,2.0,17.0,2.0,,,,,,,,6.0,,,0.00168204,,,,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,3.0,0.0,,7.2,,,,122.38355423992,10.0,,,,5.0,,7.0,33.0,40.0,50.87644294301,,0,3.0,58.0,1.0,1.0,,2.0
2025-26,15999228,31,31,Crystal_Palace,Away,931844,427623.0,Chris Richards,chris-richards,D,False,,,,4.0,21.0,25.0,,1.0,5.0,2.0,,,,1.0,,1.0,3.0,4.0,,,0.00069974,0.1829,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,13.0,0.0,,5.7,,,1.0,25.359120182226,6.0,,,,8.0,,11.0,25.0,36.0,2.6086798573366,,1,3.0,52.0,,,,2.0
2025-26,15999228,31,31,Crystal_Palace,Away,984624,488024.0,Yéremy Pino,yeremy-pino,F,False,,,,,12.0,12.0,1.0,1.0,2.0,1.0,,,1.0,2.0,,1.0,5.0,2.0,,,0.00013903,0.1004,,1.0,0.0,,,,,,,,,,,,,60.0,,,,,,,,8.0,0.0,,6.3,,,,26.667743946916,2.0,1.0,1.0,,,,0.0,14.0,14.0,10.102874599506,,1,1.0,26.0,2.0,,,
2025-26,15999228,31,31,Crystal_Palace,Away,988275,244723.0,Tyrick Mitchell,tyrick-mitchell,M,False,,,2.0,5.0,7.0,12.0,,,5.0,5.0,,,,1.0,,,2.0,7.0,,,0.0012138,0.0674,0.1274,,0.0,,,,,,,,,,,,,90.0,1.0,,,,,,,10.0,1.0,,6.6,,,,49.790678564589,4.0,1.0,,,4.0,,6.0,9.0,15.0,30.337053062729,28.144483011773,1,7.0,47.0,,,,4.0
2025-26,15999228,31,31,Crystal_Palace,Away,1064218,515621.0,Chadi Riad,chadi-riad,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,15999228,31,31,Crystal_Palace,Away,1084311,489706.0,Justin Devenny,devenny-justin,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,15999228,31,31,Crystal_Palace,Away,1085180,242898.0,Brennan Johnson,brennan-johnson,F,False,1.0,,,2.0,1.0,3.0,2.0,1.0,5.0,2.0,,,,1.0,,1.0,5.0,4.0,,,0.0400404,,,1.0,0.0,,,,,,1.0,,,,,,,75.0,,,,,,,,10.0,2.0,,6.5,,,,85.25600724728,1.0,,3.0,,1.0,2.0,6.0,2.0,8.0,45.027495644997,49.73949447871,0,2.0,22.0,2.0,1.0,,2.0
2025-26,15999228,31,31,Crystal_Palace,Away,1109771,496221.0,Adam Wharton,adam-wharton,M,True,,,2.0,7.0,10.0,17.0,,,6.0,6.0,,,,1.0,,2.0,3.0,2.0,,,0.0189489,,,,0.0,,,,,,2.0,,,,,,,30.0,,,,,,,,5.0,1.0,,6.8,,,,68.485159465515,,,,,4.0,,10.0,10.0,20.0,10.768017607754,14.334639479247,0,1.0,26.0,,1.0,,1.0
2025-26,15999228,31,31,Crystal_Palace,Away,1469007,590014.0,Rio Cardines,rio-cardines,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,15999228,31,31,Crystal_Palace,Away,1471671,651426.0,Jaydee Canvot,jaydee-canvot,D,False,,,1.0,5.0,29.0,34.0,,1.0,5.0,6.0,,,,3.0,,,3.0,3.0,,,0.00070339,,,,0.0,,,,,,,,,,,,,90.0,,,,,,,,5.0,0.0,,6.0,,,,27.948754575173,8.0,,,,2.0,,6.0,33.0,39.0,9.5415290483618,,0,2.0,53.0,,,,
2025-26,14023999,32,31,Crystal_Palace,Home,43215,57328.0,Nathaniel Clyne,nathaniel-clyne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023999,32,31,Crystal_Palace,Home,193554,108413.0,Will Hughes,will-hughes,M,False,,,1.0,14.0,6.0,20.0,1.0,,15.0,3.0,,,,,,,1.0,2.0,,,0.00964965,,,,0.0,,,,,3.0,,,,,,,,64.0,,,,,,,,11.0,3.0,,6.4,,,,125.1802984856,1.0,,2.0,,4.0,,17.0,11.0,28.0,56.368390133507,55.232763674315,0,1.0,38.0,1.0,1.0,,
2025-26,14023999,32,31,Crystal_Palace,Home,249859,121709.0,Walter Benítez,walter-benitez,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023999,32,31,Crystal_Palace,Home,355796,152551.0,Jefferson Lerma,jefferson-lerma,M,False,,,2.0,24.0,16.0,40.0,1.0,,16.0,9.0,,1.0,,2.0,,,4.0,3.0,,,0.0344882,0.632,,1.0,0.0,,,,1.0,1.0,,,,,,,,90.0,,,,,,,1.0,9.0,1.0,,7.2,,,1.0,98.106562811246,,1.0,1.0,,3.0,,27.0,20.0,47.0,27.882220615626,3.7314513262268,1,,55.0,,2.0,1.0,
2025-26,14023999,32,31,Crystal_Palace,Home,357584,218364.0,Borna Sosa,borna-sosa,M,True,,,1.0,2.0,,2.0,,,,,,,,,,,,,,,0.00073326,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,2.0,,2.0,,,0,,5.0,,,,
2025-26,14023999,32,31,Crystal_Palace,Home,788134,172649.0,Dean Henderson,dean-henderson,G,False,,1.0,1.0,1.0,13.0,14.0,,,5.0,12.0,,,,,,,,,,,0.00068005,,,,0.0,,0.2255,,,,,,,,,,,90.0,,,,,,,,13.0,0.0,1.0,6.3,1.0,2.0,,32.03520472351,2.0,,,1.0,14.0,,11.0,16.0,27.0,2.8306698647004,,0,,36.0,,,,
2025-26,14023999,32,31,Crystal_Palace,Home,794338,209400.0,Daichi Kamada,daichi-kamada,M,True,,,,1.0,3.0,4.0,,,3.0,2.0,,,,,,,,,,,0.00657537,,,,0.0,,,,,,,,,,,,,14.0,,,,,,,,5.0,0.0,,6.4,,,,10.207303340539,,,,,1.0,,3.0,4.0,7.0,0.47293920689832,,0,,10.0,2.0,,,
2025-26,14023999,32,31,Crystal_Palace,Home,845286,232185.0,Ismaïla Sarr,ismaila-sarr,F,True,1.0,,,1.0,2.0,3.0,2.0,,4.0,3.0,,,1.0,,,,2.0,1.0,,,0.0718073,0.0622,,,0.0,,,,,,,,,,,,,26.0,,,,,,,,4.0,2.0,,6.8,,,,56.380690275051,,,2.0,,,,1.0,3.0,4.0,37.113513255418,48.648828527314,1,1.0,11.0,1.0,,,
2025-26,14023999,32,31,Crystal_Palace,Home,848276,231747.0,Jean-Philippe Mateta,jean-philippe-mateta,F,True,,,,1.0,,1.0,2.0,1.0,4.0,2.0,,,,,,,2.0,5.0,,,0.0002458,1.0812,1.8887,,0.0,2.0,,,,1.0,1.0,,,,,,,25.0,2.0,,,,,,,4.0,1.0,,8.4,,,,42.325259326244,1.0,,,,,,1.0,1.0,2.0,7.5937942597856,11.255559737303,2,1.0,17.0,3.0,3.0,,1.0
2025-26,14023999,32,31,Crystal_Palace,Home,870360,247348.0,Daniel Muñoz,daniel-munoz,M,False,1.0,,,13.0,8.0,21.0,2.0,1.0,6.0,1.0,,,1.0,1.0,,,9.0,8.0,,,0.0511686,0.273,0.6257,6.0,0.0,,,,,1.0,1.0,,,,,,,90.0,2.0,,,,,,,12.0,0.0,,6.7,,,,25.85358894161,5.0,,2.0,,1.0,,19.0,9.0,28.0,7.2982429190395,,3,6.0,52.0,3.0,1.0,,4.0
2025-26,14023999,32,31,Crystal_Palace,Home,876599,247412.0,Jørgen Strand Larsen,jorgen-strand-larsen,F,False,,,,5.0,5.0,10.0,4.0,3.0,6.0,3.0,,,1.0,2.0,,,8.0,4.0,,,0.0165235,0.0201,,1.0,0.0,,,,,,,,,,,,,65.0,,,,,,,,8.0,1.0,,6.4,,,,49.927212429775,1.0,1.0,,,,,8.0,5.0,13.0,1.147267295056,19.536178976453,1,1.0,21.0,4.0,,,1.0
2025-26,14023999,32,31,Crystal_Palace,Home,879674,437499.0,Maxence Lacroix,maxence-lacroix,D,False,,,2.0,13.0,22.0,35.0,1.0,6.0,8.0,3.0,,,,,,,5.0,9.0,1.0,,0.0069854,,,4.0,0.0,,,,,3.0,,,,,,,,90.0,,1.0,,,,,,5.0,0.0,,6.6,,,,50.036840556159,8.0,,,,2.0,,14.0,25.0,39.0,-0.87347963647708,,0,2.0,58.0,1.0,1.0,,2.0
2025-26,14023999,32,31,Crystal_Palace,Home,931844,427623.0,Chris Richards,chris-richards,D,False,,,3.0,10.0,17.0,27.0,,1.0,17.0,3.0,,,,,,,,2.0,,1.0,0.00705939,,,,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,11.0,0.0,,6.6,,,,102.06086757877,7.0,,,,9.0,,16.0,19.0,35.0,-18.68209222969,,0,1.0,53.0,2.0,,,1.0
2025-26,14023999,32,31,Crystal_Palace,Home,984624,488024.0,Yéremy Pino,yeremy-pino,F,False,2.0,,4.0,21.0,15.0,36.0,,,16.0,8.0,2.0,,,1.0,,2.0,5.0,3.0,,,0.665261,0.153,0.7064,1.0,0.0,,,,,1.0,2.0,,,,,,,76.0,1.0,,,,,,,10.0,2.0,,8.1,,,1.0,104.37035721148,,1.0,4.0,,4.0,1.0,21.0,16.0,37.0,0.33120709467646,19.676941941748,2,2.0,61.0,4.0,1.0,,1.0
2025-26,14023999,32,31,Crystal_Palace,Home,988275,244723.0,Tyrick Mitchell,tyrick-mitchell,M,False,1.0,,1.0,13.0,14.0,27.0,1.0,1.0,18.0,6.0,1.0,,,1.0,,,5.0,6.0,,,0.551126,,,4.0,1.0,,,,,,2.0,,,,,,,89.0,,,,,,,,10.0,1.0,,7.5,,,,92.606036000944,3.0,,2.0,,6.0,,16.0,18.0,34.0,-18.981803726223,4.1104865892008,0,4.0,62.0,2.0,1.0,,2.0
2025-26,14023999,32,31,Crystal_Palace,Home,1064218,515621.0,Chadi Riad,chadi-riad,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023999,32,31,Crystal_Palace,Home,1084311,489706.0,Justin Devenny,devenny-justin,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023999,32,31,Crystal_Palace,Home,1085180,242898.0,Brennan Johnson,brennan-johnson,F,False,,,,3.0,5.0,8.0,,,9.0,3.0,,,,,,,1.0,1.0,,,0.00764894,,,,0.0,,,,,,1.0,,,,,,,64.0,,,,,,,,8.0,2.0,,6.6,,,,92.66787787101,3.0,1.0,1.0,,1.0,,6.0,6.0,12.0,42.799610050941,61.447509460031,0,,23.0,1.0,1.0,,
2025-26,14023999,32,31,Crystal_Palace,Home,1109771,496221.0,Adam Wharton,adam-wharton,M,True,,,1.0,3.0,3.0,6.0,1.0,,4.0,1.0,,,,1.0,,,2.0,,,,0.0101641,,,,0.0,,,,,,,,,,,,,26.0,,,,,,,,2.0,0.0,,6.8,,,,17.263941445533,3.0,,,,1.0,,5.0,3.0,8.0,0.47944099113505,,0,,12.0,,,,
2025-26,14023999,32,31,Crystal_Palace,Home,1471671,651426.0,Jaydee Canvot,jaydee-canvot,D,False,,,7.0,21.0,28.0,49.0,3.0,3.0,23.0,5.0,,1.0,,,,1.0,4.0,5.0,,,0.0512586,0.3707,,,0.0,,,,,1.0,,,,,,,,90.0,,2.0,,,,,,11.0,3.0,,7.2,,,1.0,189.3921251961,7.0,,,,13.0,,26.0,31.0,57.0,72.091787066869,73.550516018625,1,2.0,80.0,2.0,,,1.0
2025-26,14025034,33,31,Crystal_Palace,Home,43215,57328.0,Nathaniel Clyne,nathaniel-clyne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025034,33,31,Crystal_Palace,Home,193554,108413.0,Will Hughes,will-hughes,M,False,,,2.0,10.0,8.0,18.0,,,7.0,2.0,,,,3.0,,1.0,5.0,1.0,,,0.00726814,,,1.0,0.0,,,,,,,,,,,,,59.0,,,,,,,,9.0,0.0,,6.5,,,,67.63328631443,,,,,4.0,,13.0,10.0,23.0,41.159858650335,,0,,32.0,2.0,1.0,,
2025-26,14025034,33,31,Crystal_Palace,Home,249859,121709.0,Walter Benítez,walter-benitez,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025034,33,31,Crystal_Palace,Home,355796,152551.0,Jefferson Lerma,jefferson-lerma,M,False,1.0,,1.0,16.0,17.0,33.0,5.0,4.0,15.0,8.0,1.0,,,,,1.0,6.0,7.0,,,0.155918,0.1273,0.0491,,0.0,,,,,1.0,1.0,,,,,,,90.0,1.0,1.0,,,,,,14.0,1.0,,7.1,,,2.0,88.963140056028,1.0,,1.0,,5.0,,21.0,21.0,42.0,6.8275860773013,7.7056265806228,3,,60.0,1.0,3.0,,
2025-26,14025034,33,31,Crystal_Palace,Home,357584,218364.0,Borna Sosa,borna-sosa,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025034,33,31,Crystal_Palace,Home,788134,172649.0,Dean Henderson,dean-henderson,G,False,,,3.0,2.0,16.0,18.0,,1.0,2.0,6.0,,,,,,,,1.0,,,0.00069519,,,,0.0,,0.1979,1.0,,,,,,,,,,90.0,,,,,,,,11.0,0.0,2.0,6.8,3.0,3.0,,17.245646085864,2.0,,,,14.0,,10.0,19.0,29.0,8.0789624242697,,0,,37.0,,,,
2025-26,14025034,33,31,Crystal_Palace,Home,794338,209400.0,Daichi Kamada,daichi-kamada,M,True,2.0,,,11.0,8.0,19.0,,,9.0,2.0,,,,,,,1.0,1.0,,,0.174313,,,1.0,0.0,,,,,,2.0,,,,,,,31.0,,,,,,,,1.0,0.0,,7.2,,,,91.165606528022,2.0,,3.0,,,,11.0,8.0,19.0,57.045503493021,,0,1.0,27.0,,,,1.0
2025-26,14025034,33,31,Crystal_Palace,Home,845286,232185.0,Ismaïla Sarr,ismaila-sarr,F,True,,,,4.0,1.0,5.0,,,4.0,2.0,,,,1.0,,,2.0,1.0,,,0.00961963,,,,0.0,,,,,,1.0,,,,,,,31.0,,,,,,,,3.0,1.0,,6.3,,,,49.799649439864,,1.0,,,,,4.0,2.0,6.0,20.864381265188,25.46444391696,0,,9.0,1.0,1.0,,
2025-26,14025034,33,31,Crystal_Palace,Home,848276,231747.0,Jean-Philippe Mateta,jean-philippe-mateta,F,True,,,,6.0,,6.0,1.0,,3.0,1.0,,,,,,2.0,3.0,,,,0.0128411,,,1.0,0.0,,,,,,,,,,,,,31.0,,,,,,,,9.0,0.0,,6.1,,,,22.199744802675,,,2.0,,,,9.0,,9.0,6.7765436094654,,0,,15.0,2.0,,,
2025-26,14025034,33,31,Crystal_Palace,Home,870360,247348.0,Daniel Muñoz,daniel-munoz,M,False,,,1.0,12.0,11.0,23.0,2.0,1.0,12.0,1.0,,,,,,,7.0,5.0,,,0.0211675,,,3.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,19.0,0.0,,6.8,,,,71.681049799983,7.0,2.0,6.0,,4.0,,17.0,14.0,31.0,18.063586697568,,0,2.0,61.0,2.0,2.0,,2.0
2025-26,14025034,33,31,Crystal_Palace,Home,876599,247412.0,Jørgen Strand Larsen,jorgen-strand-larsen,F,False,,,,6.0,1.0,7.0,2.0,1.0,3.0,1.0,,,1.0,,,2.0,6.0,3.0,,,0.00936304,0.1545,,1.0,0.0,,,,,,,,,,,,,59.0,,,,,,,,14.0,1.0,,6.2,,,1.0,24.813656221288,,2.0,,,1.0,,12.0,3.0,15.0,18.874686583058,9.1198817974796,2,,29.0,3.0,1.0,1.0,
2025-26,14025034,33,31,Crystal_Palace,Home,879674,437499.0,Maxence Lacroix,maxence-lacroix,D,False,,,1.0,11.0,54.0,65.0,1.0,4.0,30.0,2.0,,,,,1.0,,1.0,5.0,,,0.00709672,,,,0.0,,,,,1.0,1.0,,,,,,,90.0,,1.0,,,,,,8.0,0.0,,8.0,,,,224.70459760447,8.0,1.0,,,3.0,,17.0,56.0,73.0,174.52556619443,,0,,90.0,,,1.0,
2025-26,14025034,33,31,Crystal_Palace,Home,931844,427623.0,Chris Richards,chris-richards,D,False,,,4.0,21.0,27.0,48.0,3.0,1.0,29.0,2.0,,,,1.0,,1.0,6.0,1.0,,,0.018089,,,1.0,0.0,,,,,,,,,,,,,90.0,,1.0,,,,,,16.0,0.0,,7.2,,,,201.06916466454,8.0,,,,10.0,,29.0,30.0,59.0,141.60028569664,,0,,84.0,1.0,,,
2025-26,14025034,33,31,Crystal_Palace,Home,984624,488024.0,Yéremy Pino,yeremy-pino,F,False,,,1.0,15.0,9.0,24.0,1.0,1.0,12.0,5.0,,,,1.0,,1.0,6.0,3.0,,,0.039015,,,2.0,0.0,,,,,,2.0,,,,,,,59.0,,,,,,,,13.0,5.0,,6.6,,,,193.07266777947,1.0,2.0,2.0,,1.0,,18.0,10.0,28.0,138.17463681503,146.43851368221,0,1.0,40.0,5.0,,1.0,
2025-26,14025034,33,31,Crystal_Palace,Home,988275,244723.0,Tyrick Mitchell,tyrick-mitchell,M,False,1.0,,2.0,18.0,15.0,33.0,1.0,,18.0,7.0,,,,2.0,,,4.0,5.0,,,0.0909171,0.0569,,,0.0,,,,,2.0,1.0,,,,,,,90.0,,,,,,,,15.0,4.0,,7.3,,,1.0,169.08133032179,,2.0,8.0,,4.0,,22.0,17.0,39.0,117.90793068103,80.82527997039,1,3.0,65.0,1.0,1.0,1.0,3.0
2025-26,14025034,33,31,Crystal_Palace,Home,1064218,515621.0,Chadi Riad,chadi-riad,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025034,33,31,Crystal_Palace,Home,1084311,489706.0,Justin Devenny,devenny-justin,M,True,,,,3.0,3.0,6.0,1.0,,3.0,1.0,,,,,,,1.0,,,,0.00337729,,,,0.0,,,,,,,,,,,,,12.0,,,,,,,,1.0,0.0,,6.5,,,,26.651196337586,,,1.0,,,,3.0,3.0,6.0,-12.146585924161,,0,,9.0,,,,
2025-26,14025034,33,31,Crystal_Palace,Home,1085180,242898.0,Brennan Johnson,brennan-johnson,F,False,,,,7.0,1.0,8.0,,1.0,5.0,4.0,,1.0,,,,2.0,5.0,3.0,,,0.0369101,0.3752,,3.0,0.0,,,,,,,,,,,,,78.0,,,,,,,,10.0,2.0,,6.4,,,2.0,68.497759056945,1.0,,1.0,,,,11.0,2.0,13.0,48.620623958525,50.502788660117,2,2.0,26.0,2.0,1.0,,2.0
