season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576259,1,31,Crystal_Palace,Away,148710,86417,Jeffrey Schlupp,jeffrey-schlupp,M,False,,,,1.0,8.0,9.0,,1.0,,4.0,,,,,,,3.0,5.0,4.0,,,2.0,,,,,,1.0,,,57.0,,,,,,,,,12.0,,,6.4,,,1.0,,1.0,2.0,,,,,3.0,10.0,13.0,,,1,1.0,28.0,4.0,,2.0,1.0
2021-22,9576259,1,31,Crystal_Palace,Away,285989,173954,Jaïro Riedewald,jairo-riedewald,M,False,1.0,,,6.0,20.0,25.0,1.0,,,3.0,,,,,,,,2.0,1.0,,,1.0,,,,,,,,,76.0,,,,,,,,,5.0,,,6.4,,,,,1.0,,2.0,,1.0,,8.0,22.0,28.0,,,0,1.0,33.0,1.0,,,1.0
2021-22,9576259,1,31,Crystal_Palace,Away,362682,174874,Joachim Andersen,joachim-andersen,D,True,,,3.0,8.0,21.0,29.0,1.0,2.0,,1.0,,,,,,,,1.0,3.0,,,,,,,,,1.0,,,33.0,,,,,,,,,7.0,,,6.7,,,,,1.0,1.0,,,5.0,,14.0,22.0,36.0,,,0,,41.0,,,1.0,
2021-22,9576259,1,31,Crystal_Palace,Away,848276,231747,Jean-Philippe Mateta,jean-philippe-mateta,F,False,,,,1.0,6.0,7.0,1.0,3.0,,,,,,,,,,1.0,7.0,,,,,,,,,,,,57.0,,1.0,,,,,,,4.0,,,6.9,,,,,,2.0,,,,,2.0,7.0,9.0,,,0,,19.0,1.0,2.0,2.0,
2021-22,9576259,1,31,Crystal_Palace,Away,877994,209036,Marc Guéhi,marc-guehi,D,False,,,3.0,21.0,47.0,68.0,,2.0,,3.0,,,,,,,,,5.0,,,,,,,,,1.0,1.0,,90.0,,,,,,,,,8.0,,,6.6,,,,,3.0,,,,7.0,,27.0,49.0,76.0,,,0,1.0,85.0,,2.0,,
2021-22,9576259,1,31,Crystal_Palace,Away,944027,462831,Scott Banks,scott-banks,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576259,1,31,Crystal_Palace,Away,988275,244723,Tyrick Mitchell,tyrick-mitchell,M,False,,,,9.0,17.0,26.0,,,,3.0,,,,1.0,,,1.0,4.0,,,,1.0,,,,,,1.0,,,90.0,,,,,,,,,9.0,,,5.7,,,,,1.0,1.0,,,2.0,,11.0,19.0,30.0,,,0,,40.0,2.0,,,
2021-22,9576259,1,31,Crystal_Palace,Away,991576,223824,Reece Hannam,reece-hannam,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576259,1,31,Crystal_Palace,Away,1020672,448482,Robert Street,robert-street,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576259,1,31,Crystal_Palace,Away,1101362,450542,Jesurun Rak-Sakyi,jesurun-rak-sakyi,M,True,1.0,,,7.0,3.0,9.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,14.0,,,,,,,,,3.0,,,6.5,,,,,,,1.0,,,,8.0,4.0,11.0,,,0,,13.0,,,,
2021-22,9576143,2,31,Crystal_Palace,Home,32023,40836,Vicente Guaita,vicente-guaita,G,False,,,5.0,2.0,14.0,16.0,1.0,3.0,,10.0,,,,,,1.0,,1.0,3.0,,,,,,,1.0,,,,,90.0,,,,,,,,,15.0,,4.0,7.6,2.0,3.0,,,4.0,,,,20.0,,12.0,19.0,31.0,,,0,,47.0,,,,
2021-22,9576143,2,31,Crystal_Palace,Home,32124,49413,James Tomkins,james-tomkins,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576143,2,31,Crystal_Palace,Home,39183,55494,Joel Ward,joel-ward,D,False,1.0,,1.0,20.0,22.0,41.0,3.0,2.0,,7.0,,,,1.0,,,1.0,7.0,3.0,,,1.0,,,,,,1.0,1.0,,90.0,,1.0,,,,,,,17.0,,,6.8,,,1.0,,,1.0,2.0,,3.0,,27.0,28.0,53.0,,,1,1.0,76.0,1.0,,,
2021-22,9576143,2,31,Crystal_Palace,Home,39282,50471,James McArthur,james-mcarthur,M,False,,,,11.0,14.0,25.0,2.0,2.0,,6.0,,,,2.0,,,1.0,6.0,8.0,,,1.0,,,,,,2.0,,,90.0,1.0,,,,,,,,14.0,,,7.0,,,,,2.0,1.0,,,6.0,,21.0,16.0,37.0,,,1,2.0,54.0,1.0,3.0,1.0,2.0
2021-22,9576143,2,31,Crystal_Palace,Home,39472,58786,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576143,2,31,Crystal_Palace,Home,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,4.0,6.0,27.0,33.0,1.0,3.0,,9.0,,,,1.0,,,1.0,6.0,7.0,,,2.0,,,,,,3.0,,,90.0,,,,,,,,,15.0,,,6.8,,,,,3.0,2.0,,,7.0,,12.0,31.0,43.0,,,0,2.0,64.0,3.0,1.0,1.0,2.0
2021-22,9576143,2,31,Crystal_Palace,Home,45970,54861,Christian Benteke,christian-benteke,F,False,,,,11.0,3.0,14.0,8.0,9.0,,1.0,,,,,,,2.0,10.0,10.0,,,2.0,,,,,,,1.0,,90.0,,1.0,,,,,,,15.0,,,6.9,,,1.0,,1.0,1.0,,,,1.0,18.0,5.0,23.0,,,1,,35.0,4.0,,1.0,
2021-22,9576143,2,31,Crystal_Palace,Home,98448,105666,Jack Butland,jack-butland,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576143,2,31,Crystal_Palace,Home,103045,80146,Jordan Ayew,jordan-ayew,F,True,,,,5.0,3.0,8.0,1.0,,,1.0,,,,1.0,,,,3.0,1.0,,,,,,,,,,,,22.0,,,,,,,,,5.0,,,6.5,,,1.0,,,1.0,2.0,,,,7.0,3.0,8.0,,,1,1.0,15.0,2.0,,,
2021-22,9576143,2,31,Crystal_Palace,Home,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,1.0,,1.0,14.0,8.0,21.0,2.0,1.0,,4.0,1.0,,,1.0,,,2.0,9.0,7.0,,,2.0,,,,,,,2.0,,90.0,,,,,,,,,20.0,,,6.8,,,,,,4.0,2.0,,2.0,,20.0,11.0,29.0,,,0,2.0,55.0,5.0,3.0,1.0,
2021-22,9576143,2,31,Crystal_Palace,Home,148710,86417,Jeffrey Schlupp,jeffrey-schlupp,M,False,,,,6.0,8.0,14.0,,1.0,,4.0,,,,,,,,2.0,4.0,,,1.0,,,,,,1.0,1.0,,68.0,,,,,,,,,7.0,,,6.9,,,,,1.0,4.0,,,,,8.0,8.0,16.0,,,0,,27.0,4.0,,3.0,
2021-22,9576143,2,31,Crystal_Palace,Home,285989,173954,Jaïro Riedewald,jairo-riedewald,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576143,2,31,Crystal_Palace,Home,362682,174874,Joachim Andersen,joachim-andersen,D,False,,,10.0,11.0,40.0,51.0,3.0,,,7.0,,,,,,,2.0,6.0,,,,1.0,,,,,,1.0,,,90.0,,1.0,,,,,,,15.0,,,6.8,,,1.0,,1.0,,,,17.0,,18.0,45.0,63.0,,,1,,72.0,1.0,,,
2021-22,9576143,2,31,Crystal_Palace,Home,581610,169593,Remi Matthews,remi-matthews,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576143,2,31,Crystal_Palace,Home,848276,231747,Jean-Philippe Mateta,jean-philippe-mateta,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576143,2,31,Crystal_Palace,Home,877994,209036,Marc Guéhi,marc-guehi,D,False,,,8.0,7.0,39.0,46.0,,2.0,,7.0,,,,,,,2.0,2.0,3.0,,,,,,,,,,,,90.0,,1.0,,,,,,,10.0,,,7.2,,,,,3.0,,1.0,,11.0,,10.0,43.0,52.0,,,0,1.0,65.0,,,,
2021-22,9576143,2,31,Crystal_Palace,Home,904970,232787,Conor Gallagher,conor-gallagher,M,False,1.0,,2.0,12.0,9.0,20.0,,1.0,,7.0,,1.0,,2.0,,,1.0,5.0,6.0,,,2.0,,,,,1.0,2.0,1.0,,90.0,1.0,,,,,,,,13.0,,,7.1,,,1.0,,2.0,1.0,4.0,,3.0,,19.0,10.0,25.0,,,2,3.0,47.0,4.0,1.0,1.0,1.0
2021-22,9576143,2,31,Crystal_Palace,Home,988275,244723,Tyrick Mitchell,tyrick-mitchell,M,False,,,2.0,18.0,17.0,35.0,,2.0,,7.0,,,,1.0,,,4.0,6.0,5.0,,,,,,,,,3.0,,,90.0,,,,,,,,,25.0,,,6.7,,,,,3.0,1.0,1.0,,8.0,,26.0,26.0,51.0,,,0,3.0,87.0,1.0,,,2.0
2021-22,9576143,2,31,Crystal_Palace,Home,1101362,450542,Jesurun Rak-Sakyi,jesurun-rak-sakyi,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576386,3,31,Crystal_Palace,Away,32023,40836,Vicente Guaita,vicente-guaita,G,False,,2.0,5.0,4.0,22.0,26.0,,,,12.0,,,,,,,,,,,,,,,,1.0,,1.0,,,90.0,,,,,,,,,4.0,,,6.5,2.0,2.0,,,,,,2.0,9.0,,5.0,25.0,30.0,,,0,,44.0,,,,
2021-22,9576386,3,31,Crystal_Palace,Away,32124,49413,James Tomkins,james-tomkins,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576386,3,31,Crystal_Palace,Away,39183,55494,Joel Ward,joel-ward,D,False,,,3.0,9.0,20.0,29.0,1.0,1.0,,3.0,,,,,,,,1.0,3.0,,,,,,,,,3.0,,,90.0,,,,,,,,,14.0,,,6.8,,,,,3.0,1.0,,,6.0,,15.0,26.0,41.0,,,0,1.0,61.0,1.0,,1.0,
2021-22,9576386,3,31,Crystal_Palace,Away,39282,50471,James McArthur,james-mcarthur,M,False,,,2.0,21.0,27.0,48.0,1.0,1.0,,9.0,,,1.0,2.0,,,2.0,9.0,7.0,,,2.0,,,,,,2.0,,,88.0,,2.0,,,,,,,13.0,,,7.0,,,,,2.0,4.0,1.0,,3.0,1.0,26.0,29.0,54.0,,,1,3.0,79.0,2.0,1.0,2.0,3.0
2021-22,9576386,3,31,Crystal_Palace,Away,39472,58786,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576386,3,31,Crystal_Palace,Away,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,2.0,15.0,21.0,36.0,4.0,2.0,,6.0,,,,,,,,6.0,4.0,,,2.0,,,,,,3.0,,,90.0,,1.0,,,,,,,12.0,,,7.0,,,,,3.0,,,,2.0,,21.0,24.0,45.0,,,0,2.0,61.0,2.0,,,2.0
2021-22,9576386,3,31,Crystal_Palace,Away,45970,54861,Christian Benteke,christian-benteke,F,False,,,3.0,16.0,6.0,22.0,4.0,12.0,,1.0,1.0,,1.0,1.0,,,1.0,6.0,14.0,,,,1.0,,,,,1.0,2.0,,90.0,,1.0,,,,,,,16.0,,,7.8,,,1.0,,4.0,1.0,,,3.0,1.0,26.0,7.0,33.0,,,2,,50.0,4.0,1.0,1.0,
2021-22,9576386,3,31,Crystal_Palace,Away,98448,105666,Jack Butland,jack-butland,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576386,3,31,Crystal_Palace,Away,103045,80146,Jordan Ayew,jordan-ayew,F,False,,,,7.0,14.0,21.0,2.0,,,7.0,,,1.0,1.0,,,2.0,7.0,10.0,,,3.0,,,,,,2.0,,,90.0,,,,,,,,,9.0,,,7.2,,,,,3.0,7.0,1.0,,,,10.0,14.0,23.0,,,1,2.0,53.0,2.0,2.0,6.0,1.0
2021-22,9576386,3,31,Crystal_Palace,Away,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,1.0,,,19.0,16.0,34.0,1.0,3.0,,2.0,,,,3.0,,,2.0,8.0,7.0,,,,,,,,,,2.0,,90.0,,,,,,,,,15.0,,,6.7,,,1.0,,1.0,3.0,2.0,,,,22.0,17.0,37.0,,,1,1.0,61.0,5.0,2.0,1.0,
2021-22,9576386,3,31,Crystal_Palace,Away,148710,86417,Jeffrey Schlupp,jeffrey-schlupp,M,True,,,,3.0,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,,3.0,,,0,,5.0,1.0,,,
2021-22,9576386,3,31,Crystal_Palace,Away,285989,173954,Jaïro Riedewald,jairo-riedewald,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576386,3,31,Crystal_Palace,Away,362682,174874,Joachim Andersen,joachim-andersen,D,False,1.0,,11.0,17.0,38.0,54.0,1.0,4.0,,5.0,,,,,,,1.0,2.0,5.0,,1.0,,,,,,,,2.0,,90.0,,2.0,,,,,,,15.0,,,7.0,,,,,4.0,1.0,2.0,,18.0,,24.0,44.0,66.0,,,0,,81.0,1.0,,1.0,
2021-22,9576386,3,31,Crystal_Palace,Away,848276,231747,Jean-Philippe Mateta,jean-philippe-mateta,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576386,3,31,Crystal_Palace,Away,877994,209036,Marc Guéhi,marc-guehi,D,False,,,2.0,12.0,46.0,58.0,,3.0,,2.0,,1.0,1.0,,,,,,4.0,,,,,,,,,1.0,,,90.0,,1.0,,,,,,,12.0,,,6.7,,,1.0,,7.0,,,,9.0,,20.0,49.0,69.0,,,2,1.0,82.0,1.0,,,1.0
2021-22,9576386,3,31,Crystal_Palace,Away,904970,232787,Conor Gallagher,conor-gallagher,M,False,3.0,,1.0,11.0,16.0,24.0,1.0,3.0,,6.0,1.0,,,3.0,,,2.0,7.0,11.0,,,,,2.0,,,,,1.0,,90.0,2.0,,,,,,,,8.0,,,8.8,,,,,2.0,3.0,5.0,,1.0,,14.0,16.0,25.0,,,2,2.0,49.0,2.0,4.0,2.0,1.0
2021-22,9576386,3,31,Crystal_Palace,Away,988275,244723,Tyrick Mitchell,tyrick-mitchell,M,False,1.0,,,11.0,15.0,25.0,,,,4.0,,,,1.0,,,,1.0,2.0,,,,,,,,,2.0,1.0,,90.0,,,,,,,,,13.0,,,6.6,,,,,3.0,1.0,2.0,,1.0,,18.0,20.0,36.0,,,0,1.0,56.0,,,1.0,
2021-22,9576386,3,31,Crystal_Palace,Away,991576,223824,Reece Hannam,reece-hannam,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576386,3,31,Crystal_Palace,Away,1020672,448482,Robert Street,robert-street,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576386,3,31,Crystal_Palace,Away,1101362,450542,Jesurun Rak-Sakyi,jesurun-rak-sakyi,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576085,4,31,Crystal_Palace,Home,32023,40836,Vicente Guaita,vicente-guaita,G,False,,,2.0,1.0,10.0,11.0,,,,3.0,,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,,,,,7.1,,1.0,,,,,,,2.0,,1.0,10.0,11.0,,,0,,16.0,,,,
2021-22,9576085,4,31,Crystal_Palace,Home,32124,49413,James Tomkins,james-tomkins,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576085,4,31,Crystal_Palace,Home,39183,55494,Joel Ward,joel-ward,D,False,,,1.0,24.0,29.0,53.0,3.0,1.0,,3.0,,,1.0,2.0,,,,5.0,2.0,,,,,,,,,,,,90.0,,,,,,,,,24.0,,,6.8,,,,,4.0,1.0,5.0,,4.0,,39.0,37.0,71.0,,,1,,92.0,,,1.0,
2021-22,9576085,4,31,Crystal_Palace,Home,39282,50471,James McArthur,james-mcarthur,M,False,,,6.0,26.0,17.0,43.0,3.0,,,8.0,,,,4.0,,,1.0,11.0,3.0,,,3.0,,,,,,3.0,,,90.0,,,,,,,,,15.0,,,6.7,,,1.0,,,1.0,3.0,,9.0,,34.0,21.0,52.0,,,1,2.0,69.0,2.0,,1.0,2.0
2021-22,9576085,4,31,Crystal_Palace,Home,39472,58786,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576085,4,31,Crystal_Palace,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576085,4,31,Crystal_Palace,Home,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,,14.0,14.0,28.0,2.0,2.0,,3.0,,,,,,,2.0,5.0,5.0,,,1.0,,,,,,1.0,,,67.0,,,,,,,,,6.0,,,6.7,,,1.0,,1.0,2.0,,,1.0,,17.0,14.0,31.0,,,1,,41.0,1.0,1.0,2.0,
2021-22,9576085,4,31,Crystal_Palace,Home,45970,54861,Christian Benteke,christian-benteke,F,False,,,2.0,11.0,3.0,14.0,4.0,4.0,,,,,,1.0,,,,8.0,5.0,,,3.0,,,,,,,1.0,,84.0,,,,,,,,,10.0,,,6.8,,,1.0,,,,,,3.0,,20.0,3.0,23.0,,,1,,26.0,1.0,1.0,,
2021-22,9576085,4,31,Crystal_Palace,Home,50294,66975,Luka Milivojević,luka-milivojevic,M,True,,,1.0,4.0,6.0,10.0,,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,23.0,,,,,,,,,4.0,,,6.5,,,,,1.0,,3.0,,1.0,,8.0,6.0,11.0,,,0,,15.0,,,,
2021-22,9576085,4,31,Crystal_Palace,Home,98448,105666,Jack Butland,jack-butland,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576085,4,31,Crystal_Palace,Home,103045,80146,Jordan Ayew,jordan-ayew,F,False,1.0,,,21.0,17.0,37.0,,,,5.0,,,1.0,,,,2.0,5.0,6.0,,,2.0,,,,,,1.0,2.0,,86.0,,,,,,,,,13.0,,,7.1,,,1.0,,,1.0,5.0,,1.0,,27.0,18.0,40.0,,,2,3.0,61.0,3.0,3.0,,3.0
2021-22,9576085,4,31,Crystal_Palace,Home,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,1.0,,,24.0,10.0,33.0,,1.0,,6.0,,,3.0,1.0,,,,6.0,11.0,,,,1.0,1.0,,,,,3.0,,90.0,1.0,,,,,,,,20.0,,,8.1,,,,,,11.0,2.0,,,,31.0,11.0,40.0,,,4,,71.0,6.0,4.0,6.0,
2021-22,9576085,4,31,Crystal_Palace,Home,193554,108413,Will Hughes,will-hughes,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576085,4,31,Crystal_Palace,Home,285989,173954,Jaïro Riedewald,jairo-riedewald,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576085,4,31,Crystal_Palace,Home,362682,174874,Joachim Andersen,joachim-andersen,D,False,,,6.0,14.0,37.0,51.0,,1.0,,7.0,,,,,,,,,4.0,,,,,,,,,1.0,,,90.0,,,,,,,,,5.0,,,7.4,,,,,2.0,,,,8.0,,15.0,40.0,55.0,,,0,3.0,65.0,1.0,,,3.0
2021-22,9576085,4,31,Crystal_Palace,Home,795228,199670,Odsonne Édouard,odsonne-edouard,F,True,,,,1.0,1.0,2.0,1.0,,,2.0,,,,,,,,1.0,,,,,,2.0,,,,,,,10.0,2.0,,,,,,,,1.0,,,8.9,,,,,,,,,,,2.0,1.0,3.0,,,2,,5.0,,,,
2021-22,9576085,4,31,Crystal_Palace,Home,877994,209036,Marc Guéhi,marc-guehi,D,False,,,4.0,14.0,42.0,56.0,3.0,,,5.0,,,,,,,,3.0,1.0,,,,,,,,,,,,90.0,,,,,,,,,5.0,,,7.0,,,,,2.0,,,,5.0,,16.0,45.0,61.0,,,0,1.0,66.0,,,,1.0
2021-22,9576085,4,31,Crystal_Palace,Home,904970,232787,Conor Gallagher,conor-gallagher,M,False,1.0,,2.0,21.0,9.0,29.0,1.0,1.0,,7.0,1.0,1.0,2.0,2.0,,,2.0,8.0,8.0,,,3.0,1.0,,,,,,3.0,,90.0,1.0,,,,,,,,22.0,,,7.7,,,3.0,,,1.0,9.0,,4.0,,36.0,11.0,38.0,,,6,4.0,73.0,3.0,2.0,1.0,2.0
2021-22,9576085,4,31,Crystal_Palace,Home,978838,443661,Michael Olise,michael-olise,M,True,,,,3.0,4.0,7.0,,1.0,,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,8.0,,,,,,,,,2.0,,,6.5,,,,,,,,,,,3.0,4.0,7.0,,,0,,9.0,2.0,,,
