season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576399,12,31,Crystal_Palace,Away,988275,244723,Tyrick Mitchell,tyrick-mitchell,M,False,,,1.0,17.0,8.0,25.0,2.0,2.0,,6.0,,,,,,,,3.0,5.0,,,,,,,,,,,,90.0,,,,,,,,,16.0,,,6.2,,,,,3.0,1.0,1.0,,3.0,,26.0,11.0,36.0,,,0,1.0,58.0,1.0,2.0,,1.0
2021-22,9576082,13,31,Crystal_Palace,Home,32023,40836,Vicente Guaita,vicente-guaita,G,False,,,1.0,,16.0,16.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,2.0,,,6.1,1.0,1.0,,,,,,,3.0,,1.0,17.0,18.0,,,0,,22.0,,,,
2021-22,9576082,13,31,Crystal_Palace,Home,32124,49413,James Tomkins,james-tomkins,D,False,,,9.0,10.0,62.0,72.0,,,,10.0,,,,,,,,,2.0,,,,,,,,,1.0,1.0,,90.0,,1.0,,,,,,,5.0,,,7.1,,,,,1.0,1.0,,,10.0,,15.0,62.0,77.0,,,0,,86.0,,1.0,1.0,
2021-22,9576082,13,31,Crystal_Palace,Home,39183,55494,Joel Ward,joel-ward,D,False,1.0,,5.0,46.0,35.0,80.0,2.0,1.0,,7.0,,,,1.0,,,,5.0,4.0,,,2.0,,,,,,4.0,1.0,,90.0,,,,,,,,,17.0,,,6.9,,,,,1.0,1.0,4.0,,11.0,,56.0,39.0,91.0,,,0,2.0,119.0,1.0,,1.0,2.0
2021-22,9576082,13,31,Crystal_Palace,Home,39472,58786,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576082,13,31,Crystal_Palace,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576082,13,31,Crystal_Palace,Home,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,False,1.0,,2.0,17.0,14.0,30.0,2.0,7.0,,9.0,1.0,,,3.0,,,,6.0,14.0,,,1.0,1.0,,,,,,1.0,,90.0,,1.0,,,,,,,8.0,,,7.8,,,,,,1.0,1.0,,3.0,,20.0,18.0,37.0,,,0,5.0,53.0,,1.0,1.0,4.0
2021-22,9576082,13,31,Crystal_Palace,Home,45970,54861,Christian Benteke,christian-benteke,F,False,,,,7.0,5.0,12.0,1.0,2.0,,1.0,,,,,,,1.0,3.0,3.0,,,1.0,,,,,,,1.0,,90.0,1.0,,,,,,,,10.0,,,6.9,,,2.0,,1.0,,,,,,9.0,6.0,15.0,,,3,1.0,28.0,6.0,,,1.0
2021-22,9576082,13,31,Crystal_Palace,Home,50294,66975,Luka Milivojević,luka-milivojevic,M,False,,,4.0,15.0,17.0,32.0,,1.0,,4.0,,,,1.0,,,1.0,5.0,2.0,,,3.0,,,,,,,,,60.0,,,,,,,,,13.0,,,6.4,,,,,,,4.0,,6.0,,25.0,19.0,40.0,,,0,1.0,48.0,,,,1.0
2021-22,9576082,13,31,Crystal_Palace,Home,98448,105666,Jack Butland,jack-butland,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576082,13,31,Crystal_Palace,Home,103045,80146,Jordan Ayew,jordan-ayew,F,True,,,,3.0,,3.0,,1.0,,,,,,,,,,1.0,3.0,,,,,,,,,,,,10.0,,,,,,,,,4.0,,,6.7,,,1.0,,,2.0,1.0,,,,6.0,,5.0,,,1,,11.0,,1.0,1.0,
2021-22,9576082,13,31,Crystal_Palace,Home,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,,,2.0,13.0,6.0,19.0,2.0,1.0,,3.0,,,,1.0,,,3.0,10.0,6.0,,,1.0,,,,,,1.0,,,72.0,,,,,,,,,16.0,,,6.2,,,1.0,,,3.0,3.0,,3.0,1.0,19.0,8.0,24.0,,,1,2.0,45.0,1.0,3.0,,2.0
2021-22,9576082,13,31,Crystal_Palace,Home,148710,86417,Jeffrey Schlupp,jeffrey-schlupp,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576082,13,31,Crystal_Palace,Home,193554,108413,Will Hughes,will-hughes,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576082,13,31,Crystal_Palace,Home,285989,173954,Jaïro Riedewald,jairo-riedewald,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576082,13,31,Crystal_Palace,Home,795228,199670,Odsonne Édouard,odsonne-edouard,F,True,,,,1.0,1.0,2.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,18.0,1.0,,,,,,,,5.0,,,6.5,,,,,,1.0,,,,,3.0,1.0,4.0,,,1,,9.0,1.0,,,
2021-22,9576082,13,31,Crystal_Palace,Home,864921,232413,Eberechi Eze,eberechi-eze,M,True,1.0,,1.0,14.0,5.0,18.0,,,,,,,,,,,1.0,2.0,1.0,,,1.0,,,,,,1.0,,,30.0,,,,,,,,,6.0,,,6.6,,,,,,1.0,2.0,,2.0,,19.0,5.0,22.0,,,0,,28.0,,,1.0,
2021-22,9576082,13,31,Crystal_Palace,Home,877994,209036,Marc Guéhi,marc-guehi,D,False,,,9.0,22.0,56.0,78.0,2.0,,,7.0,,,1.0,,,,,2.0,6.0,,,,,1.0,,,,1.0,,,90.0,1.0,,,,,,,,4.0,,,7.9,,,,,1.0,2.0,,,10.0,,25.0,56.0,81.0,,,2,2.0,92.0,1.0,2.0,2.0,2.0
2021-22,9576082,13,31,Crystal_Palace,Home,904970,232787,Conor Gallagher,conor-gallagher,M,False,1.0,,5.0,27.0,16.0,42.0,,,,7.0,,,,,,,2.0,4.0,7.0,,,1.0,,,,,,1.0,2.0,1.0,90.0,,,,,,,,,11.0,,,7.4,,,,,,2.0,3.0,,5.0,,32.0,17.0,46.0,,,0,5.0,63.0,2.0,1.0,1.0,2.0
2021-22,9576082,13,31,Crystal_Palace,Home,978838,443661,Michael Olise,michael-olise,M,False,,,3.0,32.0,20.0,52.0,1.0,,,3.0,,,,1.0,,,2.0,9.0,2.0,,,1.0,,,,,,,,,87.0,,,,,,,,,23.0,,,6.0,,,,,1.0,5.0,9.0,,4.0,,47.0,21.0,59.0,,,0,1.0,85.0,,1.0,,
2021-22,9576082,13,31,Crystal_Palace,Home,988275,244723,Tyrick Mitchell,tyrick-mitchell,M,False,1.0,,4.0,24.0,22.0,45.0,2.0,,,8.0,,,,1.0,,,2.0,7.0,1.0,,,1.0,,,,,,,1.0,,90.0,,,,,,,,,19.0,,,6.2,,,,,1.0,1.0,3.0,,7.0,,38.0,23.0,58.0,,,0,1.0,81.0,,,,1.0
2021-22,9576178,14,31,Crystal_Palace,Away,32023,40836,Vicente Guaita,vicente-guaita,G,False,,1.0,9.0,3.0,21.0,24.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,90.0,,,,,1.0,,,,10.0,,,6.6,1.0,2.0,,,,,,1.0,19.0,,8.0,26.0,34.0,,,0,,40.0,,,,
2021-22,9576178,14,31,Crystal_Palace,Away,32124,49413,James Tomkins,james-tomkins,D,False,,,2.0,6.0,18.0,24.0,1.0,2.0,,5.0,,,,1.0,,,,3.0,3.0,,,1.0,,,,,,2.0,,,90.0,,2.0,,,,,,,12.0,,,6.6,,,,,,,,,10.0,,13.0,23.0,36.0,,,0,1.0,46.0,,,,
2021-22,9576178,14,31,Crystal_Palace,Away,39183,55494,Joel Ward,joel-ward,D,False,,,3.0,5.0,6.0,11.0,,,,4.0,,,,,,,1.0,3.0,3.0,,,1.0,,,,,,1.0,1.0,,90.0,,,,,,,,,12.0,,,6.5,,,,,3.0,2.0,,,6.0,,8.0,10.0,18.0,,,0,1.0,39.0,2.0,1.0,1.0,1.0
2021-22,9576178,14,31,Crystal_Palace,Away,39472,58786,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576178,14,31,Crystal_Palace,Away,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576178,14,31,Crystal_Palace,Away,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,2.0,4.0,9.0,13.0,,,,11.0,,,,1.0,,,,2.0,5.0,,,1.0,,,,,,4.0,,,90.0,,1.0,,,,,,,8.0,,,6.9,,,,,,2.0,,,7.0,,8.0,11.0,19.0,,,0,,35.0,2.0,3.0,2.0,
2021-22,9576178,14,31,Crystal_Palace,Away,45970,54861,Christian Benteke,christian-benteke,F,True,,,,2.0,1.0,3.0,1.0,2.0,,,,1.0,,,,,,2.0,2.0,,,1.0,,,,,,,,,22.0,1.0,,,,,,,,5.0,,,6.5,,,2.0,,2.0,,,,,,5.0,2.0,7.0,,,3,,13.0,1.0,,,
2021-22,9576178,14,31,Crystal_Palace,Away,50294,66975,Luka Milivojević,luka-milivojevic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576178,14,31,Crystal_Palace,Away,98448,105666,Jack Butland,jack-butland,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576178,14,31,Crystal_Palace,Away,103045,80146,Jordan Ayew,jordan-ayew,F,False,,,,9.0,5.0,14.0,3.0,2.0,,6.0,,,1.0,,,,4.0,11.0,13.0,,,1.0,,,,,,,1.0,,89.0,,,,,,,,,26.0,,,7.0,,,,,1.0,8.0,3.0,,1.0,,18.0,7.0,22.0,,,1,3.0,57.0,8.0,3.0,5.0,1.0
2021-22,9576178,14,31,Crystal_Palace,Away,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,,,2.0,15.0,7.0,22.0,1.0,,,8.0,1.0,,1.0,1.0,,,7.0,14.0,7.0,,,2.0,,,,,,,3.0,,90.0,,,,,,,,,24.0,,,6.7,,,1.0,,1.0,5.0,2.0,,2.0,,21.0,8.0,27.0,,,2,1.0,57.0,6.0,4.0,2.0,1.0
2021-22,9576178,14,31,Crystal_Palace,Away,148710,86417,Jeffrey Schlupp,jeffrey-schlupp,M,False,,,,8.0,11.0,19.0,1.0,,,3.0,,,,,,,2.0,4.0,7.0,,,1.0,,,,,,2.0,,,80.0,,2.0,,,,,,,9.0,,,7.3,,,1.0,,1.0,3.0,1.0,,2.0,,13.0,11.0,23.0,,,1,4.0,47.0,1.0,,3.0,3.0
2021-22,9576178,14,31,Crystal_Palace,Away,193554,108413,Will Hughes,will-hughes,M,True,,,,4.0,,4.0,,,,,,,,,,,,2.0,1.0,,,1.0,,,,,,,,,10.0,,,,,,,,,3.0,,,6.3,,,,,,1.0,1.0,,,,5.0,,4.0,,,0,1.0,10.0,1.0,,,
2021-22,9576178,14,31,Crystal_Palace,Away,285989,173954,Jaïro Riedewald,jairo-riedewald,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576178,14,31,Crystal_Palace,Away,795228,199670,Odsonne Édouard,odsonne-edouard,F,False,,,,7.0,3.0,10.0,1.0,1.0,,2.0,,,,,,,,2.0,3.0,,,1.0,,,,,,,,,68.0,,1.0,,,,,,,8.0,,,6.8,,,,,,1.0,,,,,10.0,4.0,14.0,,,0,1.0,26.0,4.0,,1.0,
2021-22,9576178,14,31,Crystal_Palace,Away,864921,232413,Eberechi Eze,eberechi-eze,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576178,14,31,Crystal_Palace,Away,877994,209036,Marc Guéhi,marc-guehi,D,False,,,1.0,5.0,13.0,18.0,1.0,,,5.0,,,,,,,,2.0,2.0,,,2.0,,,,,,2.0,,,90.0,,1.0,,1.0,,,,,14.0,,,6.3,,,,,3.0,,1.0,,8.0,,12.0,19.0,30.0,,,0,,40.0,1.0,2.0,,
2021-22,9576178,14,31,Crystal_Palace,Away,904970,232787,Conor Gallagher,conor-gallagher,M,False,2.0,,2.0,8.0,11.0,17.0,1.0,1.0,,4.0,,,2.0,,,,,4.0,7.0,,,3.0,,,,,,1.0,,,90.0,,1.0,,,,,,,12.0,,,7.2,,,,,1.0,2.0,6.0,,3.0,,17.0,13.0,24.0,,,2,3.0,45.0,1.0,1.0,2.0,2.0
2021-22,9576178,14,31,Crystal_Palace,Away,978838,443661,Michael Olise,michael-olise,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,1.0,,1.0,,2.0,,1.0,,,0,,3.0,,,,
2021-22,9576178,14,31,Crystal_Palace,Away,988275,244723,Tyrick Mitchell,tyrick-mitchell,M,False,,,2.0,10.0,10.0,20.0,2.0,1.0,,9.0,,,,1.0,,,1.0,4.0,10.0,,,,,,,,,1.0,,,90.0,,,,,,,,,18.0,,,7.3,,,,,5.0,2.0,1.0,,4.0,,14.0,14.0,27.0,,,0,6.0,64.0,3.0,1.0,2.0,1.0
2021-22,9576379,15,31,Crystal_Palace,Away,32023,40836,Vicente Guaita,vicente-guaita,G,False,,,6.0,3.0,16.0,19.0,,1.0,,7.0,,,,,,,,,1.0,,,,,,,,,,,,90.0,,,,,,,,,6.0,,1.0,6.8,1.0,2.0,,,2.0,,,,12.0,,6.0,19.0,25.0,,,0,,35.0,,,,
2021-22,9576379,15,31,Crystal_Palace,Away,32124,49413,James Tomkins,james-tomkins,D,False,,,3.0,6.0,23.0,29.0,1.0,5.0,,6.0,1.0,,1.0,,,,,3.0,8.0,,,2.0,,,,,,,1.0,,90.0,,1.0,,,,,,,11.0,,,7.2,,,,,5.0,,,,10.0,,13.0,27.0,40.0,,,1,3.0,51.0,,,,2.0
2021-22,9576379,15,31,Crystal_Palace,Away,39472,58786,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576379,15,31,Crystal_Palace,Away,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,,,,3.0,16.0,19.0,,1.0,,6.0,,,,2.0,,,,3.0,5.0,,,1.0,,,,,,2.0,,,90.0,,1.0,,,,,,,15.0,,,6.6,,,,,1.0,,,,4.0,,10.0,21.0,31.0,,,0,4.0,53.0,2.0,,,1.0
2021-22,9576379,15,31,Crystal_Palace,Away,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,,7.0,19.0,26.0,1.0,2.0,,8.0,,,1.0,,,,1.0,3.0,5.0,,,1.0,,,,,,1.0,,,84.0,,,,,,,,,8.0,,,6.9,,,,,4.0,,,,2.0,,8.0,24.0,32.0,,,1,3.0,44.0,1.0,,,3.0
2021-22,9576379,15,31,Crystal_Palace,Away,45970,54861,Christian Benteke,christian-benteke,F,False,,,,4.0,4.0,8.0,5.0,6.0,,2.0,,1.0,1.0,,,,1.0,6.0,8.0,,,,,,,,,,1.0,,66.0,1.0,,,,,,,,7.0,,,6.5,,,,,,,,,1.0,,10.0,4.0,14.0,,,2,,21.0,,2.0,,
2021-22,9576379,15,31,Crystal_Palace,Away,50294,66975,Luka Milivojević,luka-milivojevic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576379,15,31,Crystal_Palace,Away,98448,105666,Jack Butland,jack-butland,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576379,15,31,Crystal_Palace,Away,103045,80146,Jordan Ayew,jordan-ayew,F,False,,,1.0,4.0,6.0,10.0,4.0,2.0,,5.0,,1.0,,,,,6.0,13.0,11.0,,,2.0,,,,,,1.0,1.0,,84.0,,,,,,,,,20.0,,,6.6,,,2.0,,1.0,2.0,1.0,,1.0,,14.0,7.0,20.0,,,2,3.0,48.0,2.0,5.0,1.0,3.0
2021-22,9576379,15,31,Crystal_Palace,Away,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,,,1.0,7.0,6.0,13.0,,,,8.0,1.0,,,1.0,,,7.0,10.0,8.0,,,1.0,,,,,,1.0,1.0,,90.0,1.0,,,,,,,,23.0,,,7.1,,,,,,4.0,3.0,,2.0,,15.0,8.0,20.0,,,1,1.0,48.0,5.0,4.0,3.0,1.0
2021-22,9576379,15,31,Crystal_Palace,Away,148710,86417,Jeffrey Schlupp,jeffrey-schlupp,M,False,,,,5.0,4.0,9.0,2.0,3.0,,2.0,,,,,,,2.0,6.0,5.0,,,1.0,,,,,,,,,90.0,,,,,,,,,12.0,,,6.3,,,,,,2.0,1.0,,,,11.0,6.0,16.0,,,0,,29.0,1.0,1.0,1.0,
2021-22,9576379,15,31,Crystal_Palace,Away,193554,108413,Will Hughes,will-hughes,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576379,15,31,Crystal_Palace,Away,285989,173954,Jaïro Riedewald,jairo-riedewald,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576379,15,31,Crystal_Palace,Away,795228,199670,Odsonne Édouard,odsonne-edouard,F,True,,,,3.0,3.0,6.0,1.0,1.0,,,,,,,,,,1.0,3.0,,,,,,,,,,,,24.0,,,,,,,,,2.0,,,6.6,,,,,,,,,,,4.0,3.0,7.0,,,0,1.0,10.0,,1.0,,
2021-22,9576379,15,31,Crystal_Palace,Away,848276,231747,Jean-Philippe Mateta,jean-philippe-mateta,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576379,15,31,Crystal_Palace,Away,864921,232413,Eberechi Eze,eberechi-eze,M,True,,,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,3.0,,,6.5,,,,,,,,,2.0,,5.0,,5.0,,,0,,5.0,,,,
2021-22,9576379,15,31,Crystal_Palace,Away,877994,209036,Marc Guéhi,marc-guehi,D,False,,,3.0,4.0,25.0,29.0,3.0,,,5.0,,,,,,,,4.0,2.0,,,1.0,,,,,,,,,90.0,,4.0,,,,,,,9.0,,,7.0,,,,,2.0,,,,5.0,,6.0,31.0,37.0,,,0,1.0,49.0,1.0,1.0,,1.0
2021-22,9576379,15,31,Crystal_Palace,Away,904970,232787,Conor Gallagher,conor-gallagher,M,False,3.0,,3.0,15.0,24.0,36.0,,,,4.0,,,,1.0,,,2.0,3.0,4.0,,,,,,,,,3.0,2.0,,90.0,,,,,,,,,8.0,,,7.4,,,1.0,,1.0,1.0,3.0,,4.0,,18.0,25.0,40.0,,,1,3.0,58.0,2.0,,1.0,1.0
2021-22,9576379,15,31,Crystal_Palace,Away,978838,443661,Michael Olise,michael-olise,M,True,,,,1.0,,1.0,,,,2.0,,,,,,,1.0,2.0,,,,,,,,,,,,,11.0,,,,,,,,,8.0,,,6.1,,,,,,1.0,3.0,,1.0,,5.0,1.0,3.0,,,0,,12.0,,,,
2021-22,9576379,15,31,Crystal_Palace,Away,988275,244723,Tyrick Mitchell,tyrick-mitchell,M,False,1.0,,3.0,11.0,19.0,29.0,,,,7.0,,,,1.0,,,,1.0,6.0,,,,,,,,,,,,90.0,,,,,,,,,14.0,,,7.0,,,,,6.0,,2.0,,10.0,,22.0,21.0,41.0,,,0,4.0,66.0,,2.0,,3.0
2021-22,9576405,16,31,Crystal_Palace,Home,32023,40836,Vicente Guaita,vicente-guaita,G,False,,,7.0,4.0,16.0,20.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,6.0,,,7.1,2.0,5.0,,,,,,,13.0,,8.0,18.0,26.0,,,0,,37.0,,,,
2021-22,9576405,16,31,Crystal_Palace,Home,32124,49413,James Tomkins,james-tomkins,D,False,,,3.0,5.0,53.0,58.0,,,,4.0,,,,,,,,,,,,,,1.0,,,,,,,90.0,1.0,,,,,,,,1.0,,,7.3,,,,,3.0,,,,4.0,,5.0,54.0,59.0,,,1,,63.0,,,,
2021-22,9576405,16,31,Crystal_Palace,Home,39183,55494,Joel Ward,joel-ward,D,False,,,6.0,11.0,39.0,50.0,,3.0,,5.0,,,,3.0,,,2.0,7.0,4.0,,1.0,2.0,,,,,,,,,90.0,,1.0,,,,,,,12.0,,,6.1,,,,,4.0,,1.0,,10.0,,17.0,43.0,59.0,,,0,1.0,85.0,,,,1.0
2021-22,9576405,16,31,Crystal_Palace,Home,39472,58786,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576405,16,31,Crystal_Palace,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0,,2.0,,,,
2021-22,9576405,16,31,Crystal_Palace,Home,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,,12.0,15.0,27.0,3.0,7.0,,5.0,,,,2.0,,,,7.0,10.0,,,2.0,,,,,,2.0,,,90.0,,,,,,,,,17.0,,,6.8,,,1.0,,1.0,,,,4.0,,18.0,20.0,38.0,,,1,3.0,59.0,6.0,,,3.0
2021-22,9576405,16,31,Crystal_Palace,Home,45970,54861,Christian Benteke,christian-benteke,F,True,,,,3.0,1.0,4.0,2.0,3.0,,,,,1.0,,,,,2.0,6.0,,,,,,,,,,,,16.0,,,,,,,,,9.0,,,6.8,,,,,1.0,1.0,,,,,11.0,1.0,12.0,,,1,,19.0,1.0,2.0,1.0,
2021-22,9576405,16,31,Crystal_Palace,Home,98448,105666,Jack Butland,jack-butland,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576405,16,31,Crystal_Palace,Home,103045,80146,Jordan Ayew,jordan-ayew,F,False,,,1.0,22.0,15.0,37.0,2.0,1.0,,6.0,,1.0,,2.0,,,6.0,14.0,8.0,,,1.0,1.0,,,,,,3.0,,90.0,1.0,,,,,,,,26.0,,,6.8,,,,,,5.0,8.0,,1.0,,34.0,16.0,42.0,,,1,1.0,73.0,4.0,4.0,2.0,1.0
2021-22,9576405,16,31,Crystal_Palace,Home,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,1.0,,,17.0,6.0,22.0,,,,4.0,,,1.0,,,,2.0,7.0,6.0,,,2.0,,,,,,,2.0,,90.0,1.0,,,,,,,,16.0,,,6.8,,,,,,4.0,1.0,,1.0,,20.0,9.0,28.0,,,2,1.0,51.0,3.0,4.0,1.0,1.0
2021-22,9576405,16,31,Crystal_Palace,Home,148710,86417,Jeffrey Schlupp,jeffrey-schlupp,M,True,,,,1.0,3.0,4.0,1.0,1.0,,,,,,,,,2.0,5.0,1.0,,,2.0,,,,,,,1.0,,17.0,,1.0,,,,,,,4.0,,,6.4,,,,,1.0,,,,,,2.0,4.0,6.0,,,0,,11.0,,,,
2021-22,9576405,16,31,Crystal_Palace,Home,193554,108413,Will Hughes,will-hughes,M,False,1.0,,,15.0,25.0,39.0,1.0,2.0,,6.0,1.0,,,1.0,,,,5.0,8.0,,,2.0,1.0,,,,,,1.0,,73.0,,1.0,,,,,,,10.0,,,7.4,,,,,,2.0,4.0,,1.0,,19.0,27.0,42.0,,,0,2.0,58.0,3.0,3.0,1.0,2.0
2021-22,9576405,16,31,Crystal_Palace,Home,285989,173954,Jaïro Riedewald,jairo-riedewald,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576405,16,31,Crystal_Palace,Home,795228,199670,Odsonne Édouard,odsonne-edouard,F,False,,,,10.0,6.0,16.0,4.0,4.0,,1.0,,,2.0,1.0,,,1.0,8.0,7.0,,,1.0,,,,,,,1.0,,74.0,,,,,,,,,11.0,,,6.8,,,1.0,,1.0,4.0,,,,,13.0,9.0,22.0,,,3,,37.0,1.0,,3.0,
2021-22,9576405,16,31,Crystal_Palace,Home,848276,231747,Jean-Philippe Mateta,jean-philippe-mateta,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576405,16,31,Crystal_Palace,Home,864921,232413,Eberechi Eze,eberechi-eze,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576405,16,31,Crystal_Palace,Home,877994,209036,Marc Guéhi,marc-guehi,D,False,,,5.0,22.0,35.0,57.0,,4.0,,4.0,,,1.0,,,,,,8.0,,,,,,,,,,,,90.0,,,,,,,,,9.0,,,7.3,,,,,8.0,1.0,,,9.0,,26.0,40.0,66.0,,,1,3.0,80.0,,,1.0,1.0
2021-22,9576405,16,31,Crystal_Palace,Home,904970,232787,Conor Gallagher,conor-gallagher,M,False,2.0,,2.0,31.0,16.0,45.0,,1.0,,6.0,,,1.0,3.0,,,,5.0,6.0,,,1.0,,2.0,,,,,3.0,,90.0,3.0,2.0,,,,,,,9.0,,,9.6,,,3.0,,,2.0,3.0,,2.0,,35.0,16.0,48.0,,,7,4.0,72.0,3.0,,1.0,3.0
2021-22,9576405,16,31,Crystal_Palace,Home,978838,443661,Michael Olise,michael-olise,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
