playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,openPlayPasses,substituteOn,totalRedCards,winningGoal,leftsidePasses,appearances,timePlayed,touches,gamesPlayed,successfulPassesOwnHalf,successfulShortPasses,totalPasses,yellowCards,duelsLost,expectedAssists,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,oboxBlocked,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,handballsConceded,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,unsuccessfulCrossesOpenPlay,successfulCrossesAndCorners,unsuccessfulCrossesAndCorners,cornersWon,secondGoalAssists,offsides,goalKicks,iboxTarget,shotsOnTargetInBox,ownGoalScored,successfulLaunches,lastPlayerTackle,gkSuccessfulDistribution,punches,savesMade,savesMadeFromOutsideBox,gkUnsuccessfulDistribution,savesMadeFromInsideBox,expectedGoalsFreekick,goals,awayGoals,homeGoals,headedGoals,freekickTotal,attemptsFromSetPieces,goalAssists,cornersTakenInclShortCorners,throwInsToOppositionPlayer,rightFootGoals,unsuccessfulCornersIntoBox,overruns,successfulCornersIntoBox,penaltiesSaved,catches,penaltiesFaced,savesFromPenalty,goalkeeperSmother,drops,crossesNotClaimed,savesMadeParried,leftFootGoals,redCards2ndYellow,hitWoodwork,clearancesOffTheLine,setPiecesGoals,otherGoals,savesMadeCaught
231057,Jean-Ricner Bellegarde,Midfielder,Wolves,39,Haiti,2024-25,0.0,537.0,15.0,0.0,1.0,132.0,35.0,1681.0,924.0,35.0,190.0,445.0,551.0,3.0,115.0,2.7502,6.0,5.0,1.2398,39.0,16.0,5.0,78.0,21.0,20.0,92.0,5.0,29.0,,,,19.0,110.0,4.0,,37.0,100.0,50.0,2.0,26.4457,21.0,17.0,31.0,1.0,96.0,131.0,47.0,225.0,16.0,112.0,62.0,,15.0,31.0,283.0,27.0,60.0,1.0,196.0,10.0,11.0,228.0,24.0,14.0,3.0,31.0,10.0,14.0,176.0,2.0,19.0,5.0,7.0,19.0,,1.5278,14.0,22.0,11.0,27.0,14.0,30.0,10.0,1.0,1.0,,3.0,3.0,,2.0,,,,,,,,0.1257,2.0,1.0,1.0,,2.0,2.0,7.0,5.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,
149065,José Sá,Goalkeeper,Wolves,39,Portugal,2024-25,0.0,533.0,,0.0,0.0,179.0,29.0,2609.0,1085.0,29.0,390.0,358.0,800.0,2.0,5.0,0.0376,,,,2.0,,1.0,6.0,,29.0,326.0,,14.0,7.0,,,1.0,30.0,6.0,4.0,1.0,17.0,,5.0,43.5811,3.0,25.0,48.0,,4.0,131.0,9.0,35.0,,490.0,234.0,,,,84.0,42.0,,,21.0,13.0,,333.0,2.0,8.0,,4.0,,116.0,,,1.0,,199.0,4.0,,,320.0,64.0,,,,,,,,150.0,,,,52.0,1.0,206.0,10.0,71.0,22.0,65.0,49.0,,,,,,,,,,,,,,,2.0,29.0,7.0,2.0,5.0,3.0,3.0,24.0,,,,,,,
448089,João Gomes,Midfielder,Wolves,39,Brazil,2024-25,0.0,1536.0,1.0,1.0,1.0,362.0,36.0,2987.0,2154.0,36.0,628.0,1313.0,1574.0,9.0,236.0,1.899,11.0,7.0,1.4896,116.0,24.0,5.0,177.0,51.0,35.0,217.0,5.0,38.0,4.0,3.0,2.0,27.0,204.0,9.0,,62.0,193.0,46.0,7.0,49.7099,22.0,32.0,58.0,6.0,209.0,417.0,47.0,440.0,38.0,437.0,200.0,3.0,45.0,28.0,735.0,49.0,79.0,6.0,402.0,11.0,17.0,368.0,71.0,30.0,4.0,70.0,25.0,44.0,358.0,17.0,16.0,5.0,19.0,57.0,1.0,2.8928,40.0,65.0,6.0,22.0,6.0,23.0,5.0,,1.0,,1.0,1.0,,6.0,,,,,,,,,3.0,1.0,2.0,,,,1.0,1.0,,2.0,1.0,3.0,,,,,,,,,,1.0,1.0,1.0,,,,
247412,Jørgen Strand Larsen,Forward,Wolves,39,Norway,2024-25,0.0,437.0,5.0,0.0,4.0,103.0,35.0,2599.0,793.0,35.0,99.0,283.0,451.0,4.0,211.0,1.0447,5.0,34.0,14.209,10.0,49.0,1.0,150.0,49.0,30.0,157.0,,167.0,1.0,,15.0,100.0,104.0,8.0,,34.0,37.0,116.0,5.0,43.8955,17.0,29.0,52.0,5.0,111.0,129.0,19.0,315.0,15.0,81.0,42.0,,4.0,11.0,196.0,44.0,45.0,5.0,148.0,67.0,15.0,299.0,6.0,8.0,4.0,46.0,6.0,11.0,138.0,,19.0,,2.0,19.0,3.0,10.2737,7.0,45.0,1.0,5.0,1.0,5.0,11.0,,16.0,,20.0,20.0,,,,,,,,,,,14.0,6.0,8.0,3.0,,,4.0,,,8.0,,2.0,,,,,,,,,,3.0,,3.0,,,,
433312,Marshall Munetsi,Midfielder,Wolves,39,Zimbabwe,2024-25,0.0,195.0,2.0,0.0,0.0,35.0,14.0,1079.0,392.0,14.0,70.0,148.0,201.0,0.0,69.0,1.1315,6.0,7.0,2.686,24.0,16.0,1.0,51.0,14.0,12.0,53.0,2.0,53.0,4.0,1.0,2.0,24.0,66.0,1.0,,18.0,37.0,37.0,1.0,14.1291,8.0,17.0,11.0,4.0,45.0,51.0,10.0,135.0,13.0,49.0,35.0,1.0,14.0,7.0,81.0,10.0,19.0,4.0,82.0,29.0,9.0,111.0,10.0,3.0,1.0,19.0,6.0,,66.0,1.0,3.0,2.0,2.0,11.0,2.0,3.2969,2.0,15.0,3.0,7.0,3.0,7.0,8.0,,3.0,,4.0,4.0,,,,,,,,,,,2.0,0.0,2.0,,,,1.0,,,2.0,,,,,,,,,,,,,,1.0,,,,
647671,Mateus Mané,Forward,Wolves,39,Portugal,2024-25,0.0,5.0,1.0,0.0,0.0,,1.0,1.0,6.0,1.0,1.0,4.0,5.0,0.0,,0.0007,,,,,,,1.0,,,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,,,,2.0,,1.0,1.0,1.0,,,,,3.0,,,,,1.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430871,Matheus Cunha,Forward,Wolves,39,Brazil,2024-25,0.0,879.0,4.0,0.0,3.0,142.0,33.0,2600.0,1749.0,33.0,268.0,704.0,949.0,4.0,211.0,5.2817,30.0,44.0,10.0185,38.0,80.0,14.0,157.0,48.0,29.0,196.0,12.0,42.0,3.0,16.0,3.0,29.0,183.0,7.0,1.0,54.0,170.0,139.0,7.0,47.0415,51.0,19.0,54.0,18.0,182.0,289.0,71.0,394.0,20.0,292.0,125.0,16.0,16.0,61.0,511.0,47.0,116.0,18.0,352.0,13.0,36.0,521.0,22.0,61.0,1.0,42.0,17.0,49.0,226.0,32.0,10.0,12.0,1.0,23.0,2.0,8.6288,39.0,38.0,10.0,49.0,26.0,116.0,34.0,1.0,8.0,,13.0,13.0,,,,,,,,,,0.6677,15.0,8.0,7.0,,12.0,12.0,6.0,74.0,,13.0,56.0,3.0,11.0,,,,,,,,,2.0,,2.0,,,,
87835,Matt Doherty,Defender,Wolves,39,Ireland,2024-25,0.0,1155.0,5.0,0.0,0.0,514.0,30.0,2113.0,1578.0,30.0,615.0,957.0,1210.0,6.0,58.0,1.2233,4.0,3.0,2.1341,38.0,6.0,2.0,109.0,2.0,25.0,179.0,,78.0,5.0,,,22.0,116.0,5.0,,27.0,60.0,28.0,2.0,32.1991,11.0,95.0,38.0,4.0,36.0,118.0,11.0,174.0,13.0,425.0,106.0,,17.0,7.0,417.0,33.0,12.0,4.0,96.0,56.0,3.0,248.0,21.0,11.0,15.0,18.0,22.0,74.0,153.0,46.0,9.0,,28.0,11.0,1.0,1.0375,70.0,67.0,1.0,21.0,1.0,21.0,6.0,,2.0,,1.0,1.0,1.0,7.0,,,,,,,,,2.0,2.0,0.0,,,,1.0,,20.0,1.0,,,,,,,,,,,,1.0,,,1.0,,,
531170,Nasser Djiga,Defender,Wolves,39,Burkina Faso,2024-25,0.0,45.0,4.0,0.0,0.0,13.0,5.0,65.0,60.0,5.0,25.0,36.0,46.0,0.0,4.0,0.0054,,,,,,,3.0,1.0,1.0,8.0,,2.0,,,,1.0,2.0,,,2.0,1.0,,,1.5911,,4.0,2.0,,3.0,6.0,1.0,6.0,,19.0,2.0,,,,13.0,2.0,2.0,,4.0,1.0,,11.0,,,,,2.0,2.0,8.0,2.0,1.0,,4.0,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200402,Nélson Semedo,Defender,Wolves,39,Portugal,2024-25,0.0,1079.0,2.0,0.0,0.0,333.0,34.0,2891.0,1817.0,34.0,402.0,861.0,1091.0,8.0,165.0,1.7085,6.0,7.0,0.7987,62.0,12.0,1.0,125.0,6.0,32.0,194.0,4.0,70.0,4.0,4.0,,42.0,152.0,5.0,1.0,58.0,124.0,28.0,7.0,47.4279,21.0,84.0,49.0,2.0,123.0,96.0,30.0,317.0,22.0,371.0,139.0,4.0,26.0,31.0,511.0,44.0,52.0,2.0,247.0,28.0,5.0,357.0,36.0,32.0,10.0,48.0,23.0,36.0,291.0,183.0,11.0,4.0,41.0,18.0,,0.8899,69.0,70.0,16.0,47.0,16.0,47.0,14.0,,4.0,,3.0,3.0,,14.0,,,,,,,,,,,,,,,4.0,,15.0,,,2.0,,,,,,,,,,,,1.0,,,,
88484,Pablo Sarabia,Midfielder,Wolves,39,Spain,2024-25,0.0,356.0,16.0,0.0,2.0,94.0,23.0,805.0,588.0,23.0,101.0,270.0,380.0,3.0,57.0,1.8908,2.0,8.0,2.8524,16.0,15.0,5.0,76.0,10.0,7.0,91.0,1.0,20.0,,1.0,,14.0,42.0,1.0,,29.0,36.0,26.0,1.0,15.5196,13.0,7.0,17.0,1.0,43.0,53.0,15.0,99.0,10.0,150.0,34.0,1.0,8.0,7.0,198.0,16.0,21.0,1.0,79.0,6.0,7.0,180.0,8.0,6.0,,16.0,4.0,19.0,83.0,9.0,7.0,1.0,1.0,13.0,,2.8753,15.0,20.0,4.0,12.0,10.0,37.0,8.0,,5.0,,4.0,4.0,,,,,,,,,,0.1221,3.0,2.0,1.0,,2.0,2.0,2.0,24.0,1.0,,19.0,,5.0,,,,,,,,,3.0,,,,1.0,,
641221,Pedro Lima,Defender,Wolves,39,Brazil,2024-25,0.0,26.0,2.0,0.0,0.0,13.0,3.0,70.0,52.0,3.0,7.0,20.0,26.0,0.0,8.0,0.0882,,1.0,0.1233,1.0,1.0,,6.0,,1.0,6.0,,3.0,,1.0,,3.0,3.0,,,2.0,3.0,3.0,,1.7167,2.0,4.0,2.0,,5.0,,1.0,11.0,,9.0,3.0,1.0,1.0,2.0,16.0,2.0,2.0,,8.0,,,13.0,,1.0,,1.0,2.0,,4.0,5.0,1.0,,,1.0,,0.0551,,1.0,3.0,2.0,3.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
448514,Rayan Aït-Nouri,Defender,Wolves,39,Algeria,2024-25,0.0,1334.0,,1.0,0.0,142.0,37.0,3127.0,2315.0,37.0,538.0,1173.0,1377.0,5.0,188.0,,15.0,13.0,,89.0,21.0,3.0,139.0,11.0,37.0,183.0,,52.0,,,,30.0,220.0,9.0,,78.0,198.0,104.0,7.0,,39.0,66.0,67.0,,158.0,458.0,46.0,408.0,36.0,388.0,145.0,,32.0,56.0,681.0,58.0,103.0,,356.0,22.0,8.0,428.0,57.0,63.0,6.0,30.0,26.0,21.0,389.0,230.0,18.0,,30.0,14.0,2.0,,44.0,76.0,14.0,49.0,25.0,69.0,22.0,1.0,6.0,,,,,3.0,1.0,,,,,,,,4.0,2.0,2.0,,,,7.0,30.0,16.0,1.0,15.0,1.0,10.0,,,,,,,,,3.0,1.0,1.0,,,,
483081,Rodrigo Gomes,Defender,Wolves,39,Portugal,2024-25,0.0,245.0,18.0,0.0,0.0,44.0,25.0,797.0,440.0,25.0,48.0,168.0,246.0,0.0,46.0,0.738,2.0,3.0,0.668,23.0,5.0,1.0,58.0,5.0,7.0,72.0,1.0,25.0,,,,17.0,42.0,3.0,,17.0,34.0,30.0,2.0,16.624,13.0,16.0,20.0,1.0,29.0,67.0,6.0,88.0,7.0,78.0,28.0,,8.0,7.0,130.0,17.0,16.0,1.0,63.0,8.0,2.0,135.0,15.0,5.0,1.0,4.0,7.0,6.0,57.0,34.0,6.0,1.0,12.0,4.0,,0.6796,14.0,21.0,4.0,18.0,4.0,19.0,4.0,,,,1.0,1.0,,2.0,1.0,,,,,,,,2.0,1.0,1.0,,,,,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,
101982,Sam Johnstone,Goalkeeper,Wolves,39,England,2024-25,0.0,191.0,,0.0,0.0,40.0,7.0,630.0,318.0,7.0,117.0,94.0,249.0,0.0,1.0,0.0102,,,,,,,6.0,,7.0,93.0,,4.0,,,,,4.0,2.0,,2.0,,,2.0,12.9689,1.0,9.0,17.0,,1.0,34.0,,5.0,,175.0,54.0,,,,39.0,15.0,,,1.0,4.0,,94.0,,,,,,62.0,,,,,65.0,,,,87.0,24.0,,,,,,,,25.0,,,,33.0,,48.0,2.0,23.0,7.0,5.0,16.0,,,,,,,,,,,,,,,,6.0,2.0,,,2.0,1.0,10.0,,,,,,,1.0
231480,Santiago Bueno,Defender,Wolves,39,Uruguay,2024-25,0.0,807.0,11.0,0.0,0.0,300.0,29.0,1682.0,1046.0,29.0,572.0,708.0,837.0,2.0,67.0,0.1175,,3.0,0.6471,41.0,6.0,1.0,57.0,2.0,18.0,100.0,,67.0,4.0,,,32.0,81.0,4.0,,24.0,46.0,7.0,1.0,27.4783,,70.0,34.0,,35.0,264.0,5.0,148.0,15.0,225.0,43.0,,20.0,4.0,165.0,30.0,6.0,,81.0,35.0,3.0,109.0,21.0,,21.0,26.0,15.0,29.0,48.0,4.0,4.0,,21.0,13.0,1.0,0.4277,43.0,41.0,,,,,1.0,,,9.0,3.0,3.0,,7.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
596054,Tom Edozie,Forward,Wolves,39,England,2024-25,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138001,Tom King,Goalkeeper,Wolves,39,Wales,2024-25,0.0,,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220394,Tommy Doyle,Midfielder,Wolves,39,England,2024-25,0.0,348.0,21.0,0.0,0.0,111.0,24.0,475.0,478.0,24.0,158.0,275.0,370.0,1.0,25.0,0.3338,3.0,2.0,0.0254,11.0,6.0,,30.0,5.0,3.0,54.0,3.0,7.0,,2.0,,6.0,22.0,1.0,,14.0,21.0,4.0,,11.8543,6.0,11.0,10.0,,19.0,97.0,5.0,47.0,6.0,95.0,43.0,2.0,5.0,1.0,160.0,9.0,5.0,,40.0,1.0,4.0,85.0,6.0,5.0,5.0,5.0,5.0,41.0,67.0,3.0,2.0,3.0,10.0,5.0,,0.5508,24.0,14.0,,5.0,2.0,13.0,3.0,,,,,,,4.0,,,,,,,,0.0689,,,,,1.0,1.0,1.0,12.0,,,8.0,,2.0,,,,,,,,,,,,,,,
510362,Toti Gomes,Defender,Wolves,39,Portugal,2024-25,0.0,1605.0,1.0,0.0,0.0,197.0,31.0,2615.0,2110.0,31.0,978.0,1391.0,1665.0,7.0,84.0,0.6025,,3.0,0.3982,61.0,7.0,,133.0,,30.0,224.0,,80.0,8.0,,,27.0,149.0,5.0,1.0,33.0,96.0,20.0,6.0,43.2888,8.0,147.0,45.0,,57.0,664.0,15.0,233.0,12.0,647.0,116.0,,18.0,10.0,466.0,40.0,25.0,,153.0,53.0,4.0,288.0,43.0,20.0,17.0,24.0,25.0,50.0,157.0,29.0,3.0,,48.0,7.0,,0.7298,91.0,106.0,3.0,10.0,3.0,10.0,4.0,,4.0,14.0,3.0,3.0,,15.0,2.0,14.0,,,,,,,,,,,,,1.0,,6.0,,,2.0,,,,,,,,,,,,,2.0,,,
613467,Wes Okoduwa,Defender,Wolves,39,England,2024-25,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501837,Yerson Mosquera,Defender,Wolves,39,Colombia,2024-25,0.0,228.0,,0.0,0.0,106.0,5.0,442.0,306.0,5.0,149.0,192.0,237.0,2.0,18.0,0.0321,1.0,,,11.0,1.0,,16.0,,5.0,33.0,,17.0,,,,6.0,29.0,3.0,,6.0,18.0,9.0,,8.805,2.0,14.0,12.0,1.0,12.0,30.0,7.0,47.0,3.0,78.0,24.0,,4.0,,56.0,9.0,1.0,1.0,30.0,11.0,1.0,40.0,7.0,,10.0,6.0,10.0,12.0,23.0,,1.0,,11.0,4.0,,0.3495,17.0,15.0,1.0,1.0,1.0,1.0,,,1.0,5.0,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
