playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,overruns,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,unsuccessfulLayoffs,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,oboxBlocked,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,homeGoals,rightFootGoals,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,blocks,totalFoulsConceded,interceptions,backwardPasses,throwInsToOwnPlayer,hitWoodwork,shotsBlockedOutsideBox,foulAttemptedTackle,handballsConceded,expectedGoals,throughBalls,successfulCornersIntoBox,shotsBlockedInBox,unsuccessfulCornersIntoBox,clearancesOffTheLine,foulWonPenalty,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,penaltiesConceded,oboxTarget,headedGoals,iboxBlocked,ownGoalScored,leftFootGoals,redCards2ndYellow,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,penaltiesTaken,penaltyGoals,otherGoals
214048,Maximilian Kilman,Defender,West Ham United,21,England,2023-24,94.0,1.1024,0.0,,,,148.0,38.0,,3.0,38.0,314.0,2286.0,9.0,,125.0,5.0,,3420.0,,161.0,7.0,40.0,72.0,1828.0,,8.0,70.8543,21.0,179.0,65.0,58.0,584.0,,18.0,1.0,255.0,27.0,,826.0,177.0,38.0,,578.0,58.0,13.0,130.0,89.0,0.0,9.0,2239.0,351.0,10.0,,,755.0,144.0,2757.0,,67.0,1395.0,,7.0,166.0,122.0,,1.0,2.0,6.0,2.5088,47.0,12.0,5.0,2.0,2.0,0.0,,1.0,4.0,4.0,36.0,33.0,2.0,17.0,2.0,,26.0,,3.0,5.0,6.0,1.0,21.0,37.0,38.0,39.0,121.0,6.0,,,25.0,1.0,1.8089,2.0,,2.0,,3.0,,,,1.0,,,2.0,,2.0,,,,,,,
510362,Toti Gomes,Defender,Wolverhampton Wanderers,39,Portugal,2023-24,91.0,0.6491,0.0,,1.0,,177.0,35.0,3.0,,31.0,295.0,1713.0,,,88.0,4.0,,2776.0,,136.0,7.0,43.0,80.0,1372.0,,7.0,52.8902,11.0,87.0,49.0,59.0,617.0,,13.0,1.0,227.0,21.0,,699.0,136.0,35.0,,465.0,42.0,11.0,139.0,56.0,0.0,,1672.0,360.0,23.0,,,235.0,46.0,2165.0,8.0,74.0,954.0,,7.0,118.0,147.0,4.0,1.0,2.0,5.0,1.2558,44.0,8.0,12.0,1.0,2.0,0.0,,1.0,3.0,3.0,32.0,25.0,20.0,3.0,1.0,,19.0,,5.0,12.0,3.0,3.0,25.0,19.0,38.0,26.0,162.0,97.0,,,28.0,1.0,1.6267,1.0,,2.0,,3.0,,,1.0,,1.0,1.0,2.0,,,,,,,,,
613467,Wes Okoduwa,Defender,Wolverhampton Wanderers U21,12934,England,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504750,Justin Hubner,Defender,Wolverhampton Wanderers U21,12934,Indonesia,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151086,Mario Lemina,Midfielder,Galatasaray,208,Gabon,2023-24,146.0,1.2783,1.0,,5.0,,133.0,35.0,1.0,25.0,34.0,191.0,1439.0,,,77.0,4.0,,2974.0,1.0,174.0,6.0,36.0,139.0,1189.0,,8.0,61.8863,2.0,56.0,55.0,104.0,442.0,,24.0,1.0,320.0,27.0,,342.0,199.0,35.0,,527.0,49.0,41.0,243.0,35.0,0.0,,1417.0,288.0,25.0,,,408.0,59.0,1926.0,7.0,23.0,725.0,,10.0,58.0,57.0,1.0,4.0,14.0,18.0,4.8875,90.0,34.0,11.0,4.0,8.0,1.0,7.0,4.0,9.0,9.0,42.0,52.0,,19.0,3.0,1.0,32.0,,19.0,11.0,16.0,7.0,58.0,9.0,43.0,41.0,247.0,9.0,1.0,7.0,36.0,1.0,4.6212,8.0,,7.0,,,,,5.0,,5.0,3.0,7.0,,,1.0,,,,,,
476502,Boubacar Traoré,Midfielder,Wolverhampton Wanderers,39,Mali,2023-24,72.0,0.3225,0.0,,,,58.0,24.0,,11.0,7.0,67.0,443.0,,,23.0,,,804.0,,55.0,3.0,17.0,49.0,361.0,,4.0,21.3944,3.0,7.0,23.0,55.0,140.0,,4.0,0.0,127.0,10.0,,104.0,62.0,24.0,,182.0,20.0,21.0,104.0,6.0,0.0,,438.0,106.0,10.0,,,117.0,15.0,594.0,2.0,4.0,197.0,,4.0,9.0,28.0,17.0,3.0,4.0,1.0,0.2612,35.0,7.0,3.0,,1.0,,4.0,3.0,,,17.0,3.0,1.0,6.0,,,12.0,,4.0,3.0,6.0,3.0,23.0,2.0,23.0,5.0,82.0,4.0,,4.0,19.0,,0.2942,,,,,,,,1.0,,1.0,,,,,,,,,,,
448089,João Gomes,Midfielder,Wolverhampton Wanderers,39,Brazil,2023-24,211.0,1.7475,0.0,,1.0,,159.0,34.0,1.0,25.0,32.0,207.0,1237.0,,,44.0,3.0,,2657.0,2.0,210.0,5.0,75.0,192.0,999.0,,6.0,55.3129,7.0,29.0,51.0,185.0,337.0,,38.0,1.0,421.0,43.0,,364.0,183.0,34.0,,512.0,46.0,67.0,377.0,18.0,0.0,,1199.0,338.0,26.0,,,289.0,31.0,1764.0,14.0,22.0,530.0,,11.0,48.0,73.0,2.0,5.0,11.0,8.0,1.5284,128.0,15.0,5.0,2.0,1.0,2.0,8.0,12.0,3.0,3.0,26.0,36.0,,19.0,0.0,1.0,54.0,,23.0,13.0,7.0,7.0,74.0,8.0,66.0,18.0,247.0,9.0,2.0,8.0,53.0,2.0,1.6925,7.0,5.0,3.0,6.0,1.0,,14.0,3.0,2.0,3.0,1.0,3.0,,,,,,,,,
220394,Tommy Doyle,Midfielder,Wolverhampton Wanderers,39,England,2023-24,31.0,0.8794,0.0,,1.0,,68.0,26.0,,15.0,11.0,124.0,911.0,,,4.0,2.0,,1214.0,,31.0,3.0,24.0,31.0,712.0,,2.0,24.5663,3.0,17.0,24.0,27.0,277.0,,4.0,0.0,62.0,13.0,,240.0,93.0,26.0,,404.0,21.0,8.0,58.0,,0.0,,867.0,170.0,1.0,,,238.0,75.0,1086.0,6.0,23.0,389.0,,2.0,56.0,35.0,15.0,2.0,2.0,3.0,0.6109,26.0,12.0,9.0,,,,2.0,6.0,1.0,1.0,4.0,6.0,,8.0,,,13.0,,1.0,22.0,9.0,3.0,13.0,9.0,11.0,12.0,156.0,8.0,,2.0,8.0,1.0,0.4443,2.0,3.0,,8.0,1.0,,15.0,2.0,,2.0,,,,,,0.0943,2.0,2.0,,,
88484,Pablo Sarabia,Midfielder,Wolverhampton Wanderers,39,Spain,2023-24,110.0,4.8877,0.0,,5.0,,156.0,30.0,7.0,23.0,20.0,190.0,829.0,,,29.0,,,1748.0,5.0,69.0,2.0,60.0,62.0,606.0,,1.0,30.3537,,6.0,27.0,88.0,144.0,,25.0,1.0,179.0,16.0,,251.0,90.0,30.0,,428.0,25.0,45.0,150.0,7.0,0.0,,795.0,384.0,17.0,,,245.0,33.0,1248.0,15.0,9.0,249.0,,5.0,34.0,52.0,10.0,7.0,15.0,18.0,5.3263,20.0,31.0,35.0,4.0,9.0,0.0,7.0,38.0,6.0,6.0,22.0,59.0,,44.0,4.0,,7.0,,22.0,93.0,13.0,24.0,13.0,1.0,21.0,10.0,189.0,7.0,,7.0,19.0,1.0,5.4745,9.0,24.0,8.0,42.0,,,71.0,8.0,,8.0,1.0,8.0,,3.0,,0.5022,7.0,7.0,2.0,2.0,
231057,Jean-Ricner Bellegarde,Midfielder,Wolverhampton Wanderers,39,Haiti,2023-24,78.0,0.7974,1.0,,5.0,,38.0,22.0,1.0,7.0,10.0,44.0,281.0,,,35.0,,,959.0,1.0,66.0,3.0,27.0,58.0,232.0,,2.0,22.6056,,13.0,23.0,51.0,50.0,,24.0,0.0,144.0,16.0,,72.0,41.0,22.0,,142.0,20.0,36.0,109.0,8.0,1.0,,274.0,139.0,17.0,,,62.0,5.0,530.0,8.0,3.0,98.0,,0.0,6.0,9.0,12.0,2.0,5.0,5.0,1.0881,17.0,10.0,21.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,27.0,32.0,,11.0,0.0,2.0,7.0,,17.0,27.0,5.0,6.0,10.0,2.0,10.0,8.0,97.0,1.0,,1.0,7.0,2.0,1.5665,1.0,1.0,4.0,5.0,,,6.0,,,,,4.0,,,,,,,,,
497606,Tawanda Chirewa,Midfielder,Wolverhampton Wanderers U21,12934,Zimbabwe,2023-24,13.0,0.0778,0.0,,1.0,,8.0,8.0,,2.0,1.0,9.0,53.0,,,4.0,,,139.0,,11.0,,2.0,10.0,43.0,,,2.1203,,,2.0,10.0,15.0,,2.0,0.0,24.0,,,15.0,3.0,8.0,,29.0,2.0,5.0,20.0,1.0,0.0,,50.0,25.0,1.0,,,5.0,1.0,93.0,1.0,,17.0,,1.0,1.0,3.0,7.0,2.0,1.0,1.0,0.1377,7.0,2.0,2.0,,1.0,,1.0,2.0,,,3.0,5.0,,1.0,,,4.0,,2.0,2.0,1.0,1.0,3.0,,4.0,1.0,18.0,,,1.0,3.0,,0.1614,,,,,,,,1.0,,1.0,,,,,,,,,,,
240299,Joe Hodge,Midfielder,Wolverhampton Wanderers,39,Ireland,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449133,Harvey Griffiths,Midfielder,Wolverhampton Wanderers U21,12934,England,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514362,Temple Ojinnaka,Midfielder,Wolverhampton Wanderers U21,12934,Italy,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483398,Matthew Whittingham,Midfielder,Wolverhampton Wanderers U21,12934,England,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449988,Fábio Silva,Forward,Wolverhampton Wanderers,39,Portugal,2023-24,23.0,0.1014,0.0,,2.0,,13.0,8.0,,2.0,3.0,15.0,75.0,,,8.0,,,261.0,1.0,15.0,,1.0,13.0,60.0,,1.0,9.2014,,,8.0,17.0,17.0,,4.0,0.0,38.0,1.0,,20.0,15.0,8.0,,37.0,8.0,9.0,30.0,2.0,0.0,,72.0,38.0,2.0,,,17.0,,131.0,3.0,1.0,23.0,,2.0,2.0,3.0,5.0,,1.0,3.0,0.1745,7.0,6.0,,,5.0,,,,3.0,3.0,6.0,12.0,,4.0,,,3.0,,5.0,,3.0,2.0,4.0,,8.0,2.0,21.0,1.0,,,3.0,,1.0327,1.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,,
602934,Fletcher Holman,Forward,Wolverhampton Wanderers U21,12934,England,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247632,Pedro Neto,Forward,Chelsea,8,Portugal,2023-24,105.0,3.7019,0.0,,11.0,,86.0,20.0,9.0,19.0,18.0,98.0,589.0,,,22.0,2.0,,1518.0,2.0,69.0,2.0,21.0,65.0,474.0,,2.0,32.5066,1.0,2.0,27.0,87.0,108.0,,21.0,0.0,174.0,4.0,,110.0,79.0,20.0,,356.0,25.0,62.0,152.0,4.0,0.0,,569.0,301.0,37.0,,,167.0,17.0,979.0,6.0,3.0,168.0,,4.0,12.0,26.0,2.0,15.0,8.0,12.0,1.8669,7.0,28.0,61.0,2.0,2.0,1.0,2.0,33.0,8.0,8.0,18.0,88.0,,29.0,1.0,,4.0,,42.0,82.0,16.0,22.0,3.0,1.0,15.0,5.0,204.0,14.0,3.0,2.0,8.0,,3.4956,1.0,10.0,6.0,18.0,,1.0,34.0,2.0,,2.0,,6.0,,2.0,,0.267,3.0,3.0,,,
430871,Matheus Cunha,Forward,Manchester United,1,Brazil,2023-24,213.0,2.9543,0.0,,10.0,,131.0,32.0,7.0,33.0,29.0,145.0,786.0,,,63.0,1.0,,2453.0,4.0,160.0,6.0,40.0,144.0,623.0,,7.0,50.5406,,20.0,46.0,166.0,229.0,,50.0,1.0,373.0,21.0,,178.0,114.0,32.0,,386.0,40.0,114.0,310.0,16.0,0.0,,746.0,377.0,64.0,,,156.0,18.0,1377.0,17.0,,257.0,,9.0,14.0,25.0,3.0,2.0,15.0,38.0,8.8273,30.0,58.0,21.0,12.0,4.0,9.0,8.0,2.0,15.0,15.0,47.0,128.0,,21.0,3.0,9.0,14.0,,61.0,22.0,20.0,20.0,16.0,7.0,31.0,13.0,223.0,15.0,3.0,8.0,18.0,,9.4864,8.0,,7.0,1.0,,1.0,3.0,11.0,,11.0,2.0,7.0,,1.0,,,,,1.0,1.0,
184754,Hwang Hee-Chan,Forward,Wolverhampton Wanderers,39,South Korea,2023-24,148.0,2.8741,0.0,,4.0,,111.0,29.0,3.0,24.0,25.0,118.0,530.0,,,51.0,2.0,,2123.0,5.0,95.0,4.0,41.0,88.0,402.0,,6.0,38.4039,,8.0,37.0,104.0,129.0,,32.0,3.0,243.0,18.0,,104.0,75.0,29.0,,230.0,33.0,61.0,192.0,7.0,0.0,,497.0,247.0,36.0,,,103.0,10.0,880.0,11.0,2.0,184.0,,6.0,7.0,32.0,4.0,2.0,10.0,18.0,5.5331,20.0,35.0,9.0,12.0,15.0,5.0,2.0,2.0,6.0,6.0,44.0,118.0,,14.0,7.0,8.0,10.0,,30.0,9.0,17.0,23.0,10.0,1.0,31.0,10.0,194.0,10.0,2.0,2.0,23.0,2.0,7.6844,3.0,,8.0,,,1.0,4.0,,1.0,,2.0,8.0,,2.0,,,,,1.0,1.0,
550833,Noha Lemina,Forward,Wolverhampton Wanderers,39,Gabon,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429414,Sasa Kalajdzic,Forward,Wolverhampton Wanderers,39,Austria,2023-24,16.0,0.2528,0.0,,,,20.0,11.0,,5.0,1.0,21.0,59.0,,,12.0,,,159.0,1.0,19.0,,3.0,11.0,37.0,,1.0,3.117,,6.0,2.0,12.0,20.0,,4.0,2.0,35.0,3.0,,13.0,4.0,11.0,,22.0,2.0,5.0,23.0,8.0,0.0,,58.0,29.0,1.0,,,10.0,1.0,98.0,1.0,,16.0,,1.0,1.0,5.0,10.0,,,2.0,0.9254,6.0,4.0,1.0,2.0,2.0,2.0,,,,,4.0,7.0,,4.0,0.0,1.0,4.0,,,1.0,2.0,,2.0,,6.0,1.0,16.0,,,,2.0,,1.0534,,,,,,,,,,,,,,,,,,,,,1.0
593001,Enso González,Forward,Wolverhampton Wanderers U21,12934,Paraguay,2023-24,1.0,0.0021,0.0,,,,,1.0,,,,,6.0,,,,,,1.0,,1.0,,,1.0,6.0,,,,,,,1.0,,,1.0,0.0,2.0,,,,,1.0,,4.0,,,2.0,,0.0,,6.0,1.0,,,,4.0,,8.0,,,2.0,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
490095,Ty Barnett,Forward,Wolverhampton Wanderers U21,12934,England,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
