season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576086,16,20,Southampton,Away,361352,155511,Adam Armstrong,adam-armstrong,F,False,,,,1.0,3.0,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,43.0,1.0,,,,,,4.0,,6.6,,,,,,,,,,,3.0,3.0,6.0,2,,11.0,1.0,,,
2021-22,9576086,16,20,Southampton,Away,869910,431131,Moussa Djenepo,moussa-djenepo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576086,16,20,Southampton,Away,920379,203389,Nathan Tella,nathan-tella,F,False,,,,8.0,3.0,11.0,3.0,1.0,5.0,,,,1.0,,,2.0,8.0,3.0,,,3.0,,,,,,,2.0,90.0,3.0,,,,,,10.0,,6.6,,,,,,1.0,,,,1.0,9.0,3.0,12.0,3,,33.0,7.0,1.0,1.0,
2021-22,9576086,16,20,Southampton,Away,996985,440323,Armando Broja,armando-broja,F,False,,,,9.0,1.0,10.0,7.0,7.0,1.0,,,,,,,1.0,9.0,8.0,,,,,,,,,,,70.0,,,,,,,11.0,,6.5,,,,,,1.0,,,,,14.0,2.0,16.0,0,,23.0,2.0,1.0,,
2021-22,9576105,17,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,True,,,,3.0,,3.0,1.0,2.0,1.0,,,,,,,3.0,5.0,4.0,,,1.0,,,,,,,,20.0,1.0,,,,,,6.0,,6.6,,,,,,,,,,,5.0,,5.0,1,1.0,13.0,1.0,1.0,,1.0
2021-22,9576105,17,20,Southampton,Away,869910,431131,Moussa Djenepo,moussa-djenepo,F,True,,,1.0,3.0,,3.0,,,1.0,,,,,,,2.0,4.0,2.0,,,2.0,,,,,,,1.0,20.0,,,,,,,4.0,,6.5,,,1.0,,,1.0,,,2.0,,4.0,,4.0,1,,13.0,1.0,1.0,1.0,
2021-22,9576105,17,20,Southampton,Away,920379,203389,Nathan Tella,nathan-tella,F,False,,,,8.0,4.0,12.0,3.0,2.0,6.0,,,1.0,1.0,,,3.0,10.0,7.0,,,3.0,,,,,,,,82.0,,,,,,,11.0,,6.7,,,1.0,,,3.0,,,,1.0,13.0,4.0,17.0,2,,30.0,2.0,2.0,3.0,
2021-22,9576105,17,20,Southampton,Away,996985,440323,Armando Broja,armando-broja,F,False,,,,5.0,1.0,6.0,9.0,2.0,8.0,,,,,,,3.0,15.0,8.0,,,2.0,,1.0,,,,,1.0,70.0,2.0,,,,,,17.0,,7.3,,,,,,3.0,,,1.0,,12.0,2.0,14.0,2,2.0,35.0,5.0,2.0,2.0,2.0
2021-22,10045752,18,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10045752,18,20,Southampton,Home,361352,155511,Adam Armstrong,adam-armstrong,F,True,,,,6.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,1.0,,12.0,1.0,,,,,,2.0,,6.8,,,,,1.0,,,,,,7.0,1.0,8.0,1,,12.0,1.0,,,
2021-22,10045752,18,20,Southampton,Home,773409,200439,Che Adams,che-adams,F,True,,,,3.0,,3.0,2.0,1.0,1.0,,,,,,,,2.0,1.0,,,,,1.0,,,,,,25.0,1.0,,,,,,2.0,,7.2,,,,,1.0,,,,,,5.0,,5.0,1,,9.0,,,,
