season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025065,2,3,Arsenal,Home,1917626,616077,Max Dowman,max-dowman,M,True,,,,2.0,,2.0,,,,1.0,,,,,,,1.0,4.0,5.0,,,0.0237605,0.0792,,,0.0,,,,,,,,,,,,,26.0,,,,1.0,5.0,,,7.0,,,2.0,,,,4.0,,,,,2.0,,2.0,,,2,2.0,16.0,1.0,2.0,1.0,2.0
2025-26,14025103,3,3,Arsenal,Away,547410,184029,Martin Ødegaard,martin-degaard,M,True,,,1.0,10.0,6.0,16.0,,,,1.0,,,,,,,,,,,,0.0141105,,,,0.0,,,,,,,,,,,,,20.0,,,,,4.0,,,6.4,,,,,,,,1.0,,2.0,,13.0,6.0,19.0,,,0,,20.0,,,,
2025-26,14025103,3,3,Arsenal,Away,592010,195384,Mikel Merino,mikel-merino,M,False,,,,5.0,12.0,17.0,,1.0,,2.0,,,,1.0,,,1.0,3.0,4.0,,,0.0226957,,,1.0,0.0,,,,,,,,,,,,,70.0,,,,,7.0,,,6.8,,,,,,,,1.0,,1.0,,8.0,14.0,22.0,,,0,3.0,29.0,,,,1.0
2025-26,14025103,3,3,Arsenal,Away,856714,204480,Declan Rice,declan-rice,M,False,2.0,,2.0,14.0,31.0,45.0,,,,7.0,,,,1.0,,,1.0,4.0,1.0,,,0.0961774,0.0183,,1.0,0.0,,,,,3.0,1.0,,,,,,,90.0,,1.0,,,16.0,,,6.6,,,1.0,,,2.0,2.0,7.0,,4.0,,20.0,32.0,52.0,,,1,,75.0,2.0,,1.0,
2025-26,14025103,3,3,Arsenal,Away,864921,232413,Eberechi Eze,eberechi-eze,M,True,,,,7.0,2.0,9.0,2.0,1.0,,1.0,,,,,,,,2.0,2.0,,,0.0256919,,,,0.0,,,,,,,,,,,,,20.0,,,,,2.0,,,6.6,,,,,,,1.0,,,,,7.0,2.0,9.0,,,0,,13.0,2.0,,1.0,
2025-26,14025103,3,3,Arsenal,Away,966837,481655,Martín Zubimendi,martin-zubimendi,M,False,,,1.0,13.0,21.0,34.0,,2.0,,5.0,,,1.0,2.0,,,1.0,6.0,3.0,,,0.015048,0.0295,,3.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,9.0,,,6.4,,,,,,,,,,2.0,,17.0,24.0,41.0,,,1,1.0,50.0,1.0,,,
2025-26,14025103,3,3,Arsenal,Away,1401702,499175,Ethan Nwaneri,ethan-nwaneri,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025103,3,3,Arsenal,Away,1899736,646243,Andre Harriman-Annous,andre-annous,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025103,3,3,Arsenal,Away,1917626,616077,Max Dowman,max-dowman,M,True,,,,1.0,1.0,2.0,,,,,,,1.0,1.0,,,1.0,4.0,,,,0.00142043,0.058,,,0.0,,,,,,,,,,,,,10.0,,,,,3.0,,,6.3,,,,,,,2.0,,,,,1.0,1.0,2.0,,,1,,7.0,,,,
2025-26,14025124,4,3,Arsenal,Home,547410,184029,Martin Ødegaard,martin-degaard,M,False,,,1.0,2.0,5.0,7.0,,,,,,,,,,,,,,,,0.00124943,,,,0.0,,,,,,,,,,,,,18.0,,,,,3.0,,,6.6,,,,,,,,1.0,,2.0,,4.0,5.0,9.0,,,0,,11.0,,,,
2025-26,14025124,4,3,Arsenal,Home,592010,195384,Mikel Merino,mikel-merino,M,False,,,,18.0,12.0,30.0,,,,8.0,,1.0,,1.0,,,,2.0,3.0,,,0.0688092,0.1291,0.1323,1.0,0.0,,,,,1.0,1.0,,,,,,,90.0,1.0,1.0,,,9.0,,,7.1,,,,,,,1.0,,,1.0,,23.0,14.0,37.0,,,1,,48.0,2.0,2.0,1.0,
2025-26,14025124,4,3,Arsenal,Home,856714,204480,Declan Rice,declan-rice,M,True,,,1.0,9.0,2.0,11.0,,,,2.0,,1.0,,,,,1.0,1.0,1.0,,,0.028485,,,,0.0,,,,,,,,,,,,,22.0,,,,,2.0,,,6.9,,,,,,,,,,1.0,,10.0,2.0,12.0,,,0,1.0,14.0,,,,1.0
2025-26,14025124,4,3,Arsenal,Home,864921,232413,Eberechi Eze,eberechi-eze,M,False,,,1.0,17.0,3.0,20.0,,1.0,,2.0,1.0,,2.0,,,,,4.0,6.0,,,0.436814,0.0577,,,1.0,,,,,,1.0,,,,,,,79.0,,,,,11.0,,,8.5,,,,,,,7.0,2.0,,1.0,1.0,21.0,3.0,24.0,,,2,,43.0,1.0,2.0,3.0,
2025-26,14025124,4,3,Arsenal,Home,966837,481655,Martín Zubimendi,martin-zubimendi,M,False,,,2.0,18.0,19.0,37.0,2.0,2.0,,1.0,,,,,,,,2.0,2.0,,,0.0265566,0.1619,0.763,1.0,0.0,2.0,,,,1.0,1.0,,,,,,,90.0,2.0,,,,7.0,,,9.2,,,1.0,,,,,,,5.0,,23.0,21.0,44.0,,,3,,49.0,,,,
2025-26,14025124,4,3,Arsenal,Home,1401702,499175,Ethan Nwaneri,ethan-nwaneri,M,True,,,3.0,19.0,15.0,34.0,2.0,,,3.0,,,1.0,1.0,,,,4.0,,,,0.031602,0.1471,,1.0,0.0,,,,,,1.0,,,,,,,72.0,,,,,7.0,,,6.7,,,2.0,,,1.0,1.0,,,5.0,,23.0,16.0,39.0,,,3,,47.0,,,,
2025-26,14025124,4,3,Arsenal,Home,1917626,616077,Max Dowman,max-dowman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025154,5,3,Arsenal,Home,135256,128295,Christian Nørgaard,christian-nrgaard,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025154,5,3,Arsenal,Home,592010,195384,Mikel Merino,mikel-merino,M,False,,,,14.0,4.0,18.0,2.0,,,4.0,,,,,,,2.0,4.0,3.0,,,0.0287658,,,,0.0,,,,,1.0,1.0,,,,,,,45.0,,,,,6.0,,,6.6,,,,,,1.0,1.0,,,1.0,,16.0,4.0,20.0,,,0,1.0,34.0,2.0,1.0,1.0,
2025-26,14025154,5,3,Arsenal,Home,856714,204480,Declan Rice,declan-rice,M,False,2.0,,8.0,48.0,39.0,87.0,2.0,1.0,,6.0,1.0,,,1.0,,,,4.0,3.0,,,0.159718,,,1.0,0.0,,,,,,2.0,,,,,,,90.0,,,,,14.0,,,7.2,,,,,,1.0,,9.0,,8.0,,51.0,39.0,90.0,,,0,2.0,109.0,2.0,,,1.0
2025-26,14025154,5,3,Arsenal,Home,864921,232413,Eberechi Eze,eberechi-eze,M,True,,,1.0,18.0,2.0,20.0,,,,2.0,1.0,,,,,,2.0,2.0,2.0,,,0.230844,0.1129,0.1926,,1.0,,,,,,1.0,,,,,,,45.0,1.0,,,,6.0,,,7.1,,,,,,1.0,,,,1.0,,20.0,3.0,23.0,,,1,1.0,32.0,,1.0,,1.0
2025-26,14025154,5,3,Arsenal,Home,966837,481655,Martín Zubimendi,martin-zubimendi,M,False,1.0,,2.0,37.0,19.0,56.0,3.0,1.0,,3.0,,,,1.0,,,,5.0,1.0,,,0.037306,0.0562,,1.0,0.0,,,,,1.0,1.0,,,,,,,89.0,,,,,12.0,,,6.5,,,1.0,,,1.0,,3.0,,3.0,,40.0,20.0,60.0,,,1,,73.0,5.0,,,
2025-26,14025154,5,3,Arsenal,Home,1401702,499175,Ethan Nwaneri,ethan-nwaneri,M,True,,,,3.0,2.0,5.0,,1.0,,1.0,,,,1.0,,,,1.0,1.0,,,0.00186228,,,,0.0,,,,,,,,,,,,,16.0,,,,,2.0,,,6.6,,,,,,,,1.0,,,,4.0,2.0,6.0,,,0,,7.0,,,,
2025-26,14025202,6,3,Arsenal,Away,135256,128295,Christian Nørgaard,christian-nrgaard,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025202,6,3,Arsenal,Away,547410,184029,Martin Ødegaard,martin-degaard,M,True,1.0,,1.0,15.0,2.0,17.0,1.0,,,1.0,1.0,,,,,,,1.0,,,,0.245864,,,,1.0,,,,,,1.0,,,,,,,8.0,,,,,2.0,,,7.2,,,,,,,,1.0,,2.0,,16.0,3.0,19.0,,,0,,20.0,,,,
2025-26,14025202,6,3,Arsenal,Away,592010,195384,Mikel Merino,mikel-merino,M,True,,,,1.0,1.0,2.0,,2.0,,1.0,,,,,,,,1.0,4.0,,,0.00258036,0.0546,0.592,1.0,0.0,1.0,,,,1.0,,,,,,,,20.0,1.0,,,,3.0,,,7.8,,,,,,,,1.0,,,,3.0,1.0,4.0,,,1,1.0,9.0,,1.0,,
2025-26,14025202,6,3,Arsenal,Away,856714,204480,Declan Rice,declan-rice,M,False,3.0,,4.0,50.0,25.0,75.0,1.0,3.0,,5.0,1.0,,,,,,,2.0,7.0,,,0.196921,,,1.0,1.0,,,,,,3.0,,,,,,,90.0,,1.0,,,17.0,,,8.0,,,,,,3.0,1.0,10.0,,7.0,,57.0,28.0,85.0,,,0,3.0,104.0,,,1.0,1.0
2025-26,14025202,6,3,Arsenal,Away,864921,232413,Eberechi Eze,eberechi-eze,M,False,,,2.0,19.0,9.0,28.0,2.0,1.0,,5.0,,1.0,1.0,,,,2.0,5.0,3.0,,,0.0898727,0.419,0.4709,1.0,0.0,,,,,,1.0,,,,,,,90.0,2.0,,,,11.0,,,6.4,,,1.0,,,1.0,2.0,,,5.0,,25.0,10.0,35.0,,,4,,47.0,2.0,,2.0,
2025-26,14025202,6,3,Arsenal,Away,966837,481655,Martín Zubimendi,martin-zubimendi,M,False,,,3.0,31.0,23.0,54.0,2.0,3.0,,2.0,1.0,,,1.0,,,1.0,4.0,6.0,,,0.520904,,,,0.0,,,,,2.0,2.0,,,,,,,82.0,,,,,7.0,,,7.2,,,,,,2.0,,,,3.0,,34.0,26.0,60.0,,,0,3.0,70.0,,,,3.0
2025-26,14025202,6,3,Arsenal,Away,1917626,616077,Max Dowman,max-dowman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025214,7,3,Arsenal,Home,135256,128295,Christian Nørgaard,christian-nrgaard,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025214,7,3,Arsenal,Home,547410,184029,Martin Ødegaard,martin-degaard,M,False,,,,14.0,4.0,18.0,,1.0,,,,,,,,,,1.0,3.0,,,0.214897,,,1.0,0.0,,,,,,1.0,,,,,,,30.0,,,,,3.0,,,7.1,,,,,,,,,,1.0,,17.0,4.0,21.0,,,0,1.0,24.0,,1.0,,
2025-26,14025214,7,3,Arsenal,Home,592010,195384,Mikel Merino,mikel-merino,M,True,,,,5.0,4.0,9.0,2.0,,,,,,1.0,1.0,,,1.0,6.0,1.0,,,0.00165114,0.1556,,2.0,0.0,,,,,,,,,,,,,11.0,,,,,3.0,,,6.3,,,1.0,,,,,,,1.0,,7.0,4.0,11.0,,,2,,15.0,,1.0,,
2025-26,14025214,7,3,Arsenal,Home,856714,204480,Declan Rice,declan-rice,M,False,1.0,,,33.0,22.0,55.0,,,,3.0,1.0,,1.0,,,,1.0,1.0,2.0,,,0.124709,0.3153,0.937,,0.0,1.0,,,,,3.0,,,,,,,79.0,1.0,,,,16.0,,,7.5,,,,,,2.0,2.0,7.0,,3.0,,38.0,22.0,60.0,,,2,,81.0,2.0,,2.0,
2025-26,14025214,7,3,Arsenal,Home,864921,232413,Eberechi Eze,eberechi-eze,M,False,,,1.0,18.0,10.0,28.0,,1.0,,2.0,,,2.0,,,,1.0,2.0,3.0,,,0.0507396,0.4914,0.0842,1.0,0.0,,,,,1.0,,,,,,,,79.0,1.0,,,,5.0,,,6.7,,,1.0,,,,,,,1.0,,20.0,12.0,32.0,,,4,2.0,41.0,,,,2.0
2025-26,14025214,7,3,Arsenal,Home,966837,481655,Martín Zubimendi,martin-zubimendi,M,True,,,5.0,41.0,28.0,69.0,,,,3.0,,,,,,,,1.0,5.0,,,0.158217,,,1.0,0.0,,,,,,1.0,,,,,,,60.0,,,,,4.0,,,7.8,,,,,,3.0,,,,5.0,,44.0,29.0,73.0,,,0,5.0,81.0,,,,3.0
2025-26,14025214,7,3,Arsenal,Home,1401702,499175,Ethan Nwaneri,ethan-nwaneri,M,True,,,,7.0,,7.0,1.0,,,,,,,,,,,2.0,,,,0.0380132,0.0207,,,0.0,,,,,,,,,,,,,15.0,,,,,2.0,,,7.0,,,1.0,,,,1.0,,,1.0,,8.0,,8.0,,,1,,11.0,,,,
2025-26,14025239,8,3,Arsenal,Away,135256,128295,Christian Nørgaard,christian-nrgaard,M,True,,,,,2.0,2.0,,,2.0,1.0,,,,,,,,,,,,3.213e-05,,,,0.0,,,,,,,,,,,,,1.0,,,,,,0.0,,,,,,,8.9196884221395,1.0,,,,,,,2.0,2.0,1.5558506580675,,0,,3.0,,,,
2025-26,14025239,8,3,Arsenal,Away,592010,195384,Mikel Merino,mikel-merino,M,True,,,,5.0,4.0,9.0,,,3.0,2.0,,,,,,,,,2.0,,,0.00905593,,,,0.0,,,,,,,,,,,,,28.0,,,,,1.0,0.0,,6.6,,,,,13.027500306404,1.0,,,,,,5.0,4.0,9.0,-1.1772762326641,,0,2.0,15.0,1.0,,,1.0
2025-26,14025239,8,3,Arsenal,Away,856714,204480,Declan Rice,declan-rice,M,False,,,5.0,50.0,23.0,73.0,,4.0,35.0,2.0,,,,,,,3.0,4.0,5.0,,,0.0848281,0.0328,,,0.0,,,,,,1.0,,,,,,,90.0,,1.0,,,11.0,4.0,,7.4,,,1.0,,361.70953719931,2.0,2.0,1.0,,7.0,,52.0,24.0,76.0,169.66492470178,80.928638844828,1,,92.0,2.0,,1.0,
2025-26,14025239,8,3,Arsenal,Away,864921,232413,Eberechi Eze,eberechi-eze,M,False,1.0,,,15.0,9.0,24.0,,,12.0,1.0,,,1.0,,,,,1.0,2.0,,,0.0308308,0.009,,,0.0,,,,,,1.0,,,,,,,62.0,,,,,6.0,1.0,,6.7,,,,,106.78514144583,1.0,2.0,2.0,,1.0,,18.0,9.0,27.0,37.533833004365,15.401960394703,1,,39.0,1.0,1.0,1.0,
2025-26,14025239,8,3,Arsenal,Away,966837,481655,Martín Zubimendi,martin-zubimendi,M,False,,,3.0,42.0,27.0,69.0,,1.0,22.0,2.0,,,,1.0,,,1.0,3.0,2.0,,,0.0640652,,,1.0,0.0,,,,,,1.0,,,,,,,90.0,,,,,6.0,1.0,,7.2,,,,,202.81055989605,2.0,,,,5.0,,46.0,27.0,73.0,93.995207492433,12.416103897761,0,1.0,82.0,1.0,,,
2025-26,14025239,8,3,Arsenal,Away,1401702,499175,Ethan Nwaneri,ethan-nwaneri,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025239,8,3,Arsenal,Away,1917626,616077,Max Dowman,max-dowman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025255,9,3,Arsenal,Home,135256,128295,Christian Nørgaard,christian-nrgaard,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025255,9,3,Arsenal,Home,592010,195384,Mikel Merino,mikel-merino,M,True,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,0.00034636,,,,0.0,,,,,,,,,,,,,8.0,,,,,5.0,,,6.6,,,,,,2.0,,,,,,4.0,1.0,5.0,,,0,,9.0,1.0,,,
2025-26,14025255,9,3,Arsenal,Home,856714,204480,Declan Rice,declan-rice,M,False,2.0,,,21.0,17.0,38.0,,2.0,,3.0,1.0,,,,,,1.0,2.0,6.0,,,0.412412,0.2143,0.2914,1.0,0.0,,,,,2.0,3.0,,,,,,,82.0,1.0,,,,24.0,,,8.3,,,,,,1.0,,6.0,,5.0,,30.0,22.0,52.0,,,1,4.0,73.0,3.0,,,3.0
2025-26,14025255,9,3,Arsenal,Home,864921,232413,Eberechi Eze,eberechi-eze,M,False,,,,14.0,8.0,22.0,1.0,1.0,,1.0,,,1.0,,,,,2.0,5.0,,,0.0233936,0.0757,0.347,1.0,0.0,1.0,,,,,,,,,,,,88.0,1.0,1.0,,,9.0,,,8.2,,,,,,,1.0,,,1.0,,21.0,8.0,29.0,,,2,2.0,39.0,1.0,1.0,1.0,1.0
2025-26,14025255,9,3,Arsenal,Home,966837,481655,Martín Zubimendi,martin-zubimendi,M,False,,,3.0,37.0,27.0,64.0,1.0,3.0,,4.0,,,,2.0,,,,5.0,5.0,,1.0,0.0294875,,,1.0,0.0,,,,,2.0,1.0,,,,,,,90.0,,,,,13.0,,,6.9,,,,,,6.0,1.0,,,6.0,,45.0,30.0,75.0,,,0,2.0,89.0,1.0,,,1.0
2025-26,14025255,9,3,Arsenal,Home,1401702,499175,Ethan Nwaneri,ethan-nwaneri,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025275,10,3,Arsenal,Away,135256,128295,Christian Nørgaard,christian-nrgaard,M,True,,,,1.0,2.0,3.0,1.0,2.0,,1.0,,,,,,,,2.0,2.0,,,0.00062694,0.0511,0.1152,1.0,0.0,,,,,,,,,,,,,13.0,1.0,,,,2.0,,,6.8,,,,,,1.0,,,,,,1.0,3.0,4.0,,,1,,11.0,,,,
2025-26,14025275,10,3,Arsenal,Away,592010,195384,Mikel Merino,mikel-merino,M,True,,,1.0,5.0,5.0,10.0,4.0,,,4.0,,,,,,,2.0,6.0,1.0,,,0.0494868,,,,0.0,,,,,,1.0,,,,,,,45.0,,,,,6.0,,,6.5,,,,,,,,1.0,,2.0,,6.0,5.0,11.0,,,0,,19.0,2.0,1.0,,
2025-26,14025275,10,3,Arsenal,Away,856714,204480,Declan Rice,declan-rice,M,False,2.0,,3.0,31.0,32.0,63.0,1.0,3.0,,9.0,,,,2.0,,,,6.0,9.0,,,0.325676,0.2402,0.7918,2.0,0.0,1.0,,,,3.0,2.0,,,,,,,90.0,1.0,,,,14.0,,,8.8,,,,,,4.0,2.0,6.0,,4.0,,37.0,32.0,69.0,,,1,5.0,94.0,3.0,,1.0,5.0
2025-26,14025275,10,3,Arsenal,Away,864921,232413,Eberechi Eze,eberechi-eze,M,False,,,,11.0,10.0,21.0,1.0,,,4.0,,,1.0,,,,2.0,4.0,6.0,,,0.0137694,0.1208,,,0.0,,,,,,,,,,,,,72.0,,,,,5.0,,,6.8,,,,,,,2.0,,,,,11.0,10.0,21.0,,,1,1.0,35.0,2.0,4.0,1.0,
2025-26,14025275,10,3,Arsenal,Away,966837,481655,Martín Zubimendi,martin-zubimendi,M,False,,,2.0,31.0,31.0,62.0,,2.0,,,,,,,,,,1.0,3.0,,,0.0234144,,,1.0,0.0,,,,,2.0,,,,,,,,77.0,,,,,14.0,,,6.8,,,,,,,,,,5.0,,42.0,33.0,75.0,,,0,1.0,81.0,1.0,,,
2025-26,14025275,10,3,Arsenal,Away,1401702,499175,Ethan Nwaneri,ethan-nwaneri,M,True,,,,2.0,4.0,6.0,,,,3.0,,,,1.0,,,,3.0,2.0,,,0.003213,0.0419,,1.0,0.0,,,,,,,,,,,,,18.0,,,,,3.0,,,6.6,,,1.0,,,,2.0,,,1.0,,2.0,5.0,7.0,,,1,1.0,13.0,1.0,,1.0,
2025-26,14025275,10,3,Arsenal,Away,1917626,616077,Max Dowman,max-dowman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025054,11,3,Arsenal,Away,135256,128295,Christian Nørgaard,christian-nrgaard,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025054,11,3,Arsenal,Away,592010,195384,Mikel Merino,mikel-merino,M,False,,,,16.0,4.0,20.0,8.0,4.0,,5.0,1.0,1.0,1.0,1.0,,,2.0,14.0,7.0,,,0.0522785,0.3755,,2.0,1.0,,,,,,1.0,,,,,,,90.0,,,,,13.0,,,6.1,,,,,,2.0,4.0,,,,,24.0,4.0,28.0,,,1,,43.0,1.0,1.0,2.0,
2025-26,14025054,11,3,Arsenal,Away,856714,204480,Declan Rice,declan-rice,M,False,1.0,,1.0,43.0,18.0,61.0,,1.0,,3.0,,,,,,,1.0,1.0,4.0,,,0.199456,0.0717,0.1186,,0.0,,,,,1.0,1.0,,,,,,,90.0,1.0,,,,12.0,,,7.6,,,2.0,,,4.0,,6.0,,2.0,,45.0,20.0,65.0,,,3,3.0,91.0,,,,
