season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437774,6,35,West_Bromwich_Albion,Away,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437774,6,35,West_Bromwich_Albion,Away,10599,9089,Ben Foster,ben-foster,G,False,,1.0,9.0,9.0,3.0,12.0,,,13.0,,,,2.0,,,,2.0,,,,,,,1.0,,,1.0,90.0,,,,,1.0,19.0,,6.4,1.0,4.0,,,1.0,,,1.0,28.0,,27.0,4.0,31.0,0,,39.0,,,,
2017-18,7437796,7,35,West_Bromwich_Albion,Home,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437796,7,35,West_Bromwich_Albion,Home,10599,9089,Ben Foster,ben-foster,G,False,,,10.0,9.0,5.0,14.0,,,8.0,,,,,,,,,,,,,,,2.0,,,,90.0,,,,,,16.0,1.0,6.3,1.0,1.0,,,1.0,,,,25.0,,24.0,5.0,29.0,0,,35.0,1.0,,,
2017-18,7437769,8,35,West_Bromwich_Albion,Away,10024,12086,Boaz Myhill,boaz-myhill,G,False,,,8.0,6.0,4.0,10.0,,,4.0,,,,,,,,1.0,,,,1.0,,,3.0,,,,90.0,,,,,,9.0,,6.5,1.0,2.0,,,1.0,,,,17.0,,12.0,7.0,19.0,0,,25.0,,,,
2017-18,7437769,8,35,West_Bromwich_Albion,Away,796143,112520,Alex Palmer,alex-palmer,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437864,9,35,West_Bromwich_Albion,Away,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437864,9,35,West_Bromwich_Albion,Away,10599,9089,Ben Foster,ben-foster,G,False,,,14.0,12.0,3.0,15.0,,,8.0,,,,1.0,,,,1.0,,,,,,,1.0,,,,90.0,,,,,,20.0,,7.1,3.0,5.0,,,1.0,,,,34.0,,32.0,3.0,35.0,0,,43.0,,,,
2017-18,7437795,10,35,West_Bromwich_Albion,Home,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437795,10,35,West_Bromwich_Albion,Home,10599,9089,Ben Foster,ben-foster,G,False,,2.0,12.0,8.0,5.0,13.0,,,10.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,16.0,,6.1,1.0,2.0,,,1.0,,,2.0,26.0,,21.0,6.0,27.0,0,,34.0,1.0,,,
2017-18,7437921,11,35,West_Bromwich_Albion,Away,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437921,11,35,West_Bromwich_Albion,Away,10599,9089,Ben Foster,ben-foster,G,False,,,6.0,6.0,4.0,10.0,,,6.0,,,,,,,,,,,,,,,1.0,,,,90.0,,,,,,10.0,,6.4,,2.0,,,,,,,15.0,,15.0,4.0,19.0,0,,25.0,,,,
2017-18,7437915,12,35,West_Bromwich_Albion,Home,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437915,12,35,West_Bromwich_Albion,Home,10599,9089,Ben Foster,ben-foster,G,False,,,7.0,3.0,8.0,11.0,,,3.0,,,,1.0,,,,1.0,,,,,,,,,,,90.0,,,,,,7.0,,5.7,2.0,3.0,,,,,,1.0,14.0,,8.0,10.0,18.0,0,,22.0,,,,
2017-18,7437870,13,35,West_Bromwich_Albion,Away,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437870,13,35,West_Bromwich_Albion,Away,10599,9089,Ben Foster,ben-foster,G,False,,,15.0,13.0,5.0,18.0,,,10.0,,,,,,,,,,,,,,,1.0,,,,90.0,,,,,,20.0,,6.8,1.0,4.0,,,,,,,34.0,,31.0,7.0,38.0,0,,43.0,,,,
2017-18,7437919,14,35,West_Bromwich_Albion,Home,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437919,14,35,West_Bromwich_Albion,Home,10599,9089,Ben Foster,ben-foster,G,False,,,7.0,7.0,3.0,10.0,,,6.0,,,,,,1.0,,,,,,,,,,,,,90.0,,,,,,20.0,,6.3,,3.0,,,,,,,27.0,,23.0,7.0,30.0,0,,35.0,,,,
2017-18,7438100,15,35,West_Bromwich_Albion,Home,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438100,15,35,West_Bromwich_Albion,Home,10599,9089,Ben Foster,ben-foster,G,False,,,7.0,6.0,6.0,12.0,,,4.0,,,,,,,,,1.0,,,,,,,,,,90.0,,,,,,13.0,,7.2,2.0,2.0,,,,1.0,,,19.0,,17.0,7.0,24.0,0,,30.0,1.0,,1.0,
2017-18,7437908,16,35,West_Bromwich_Albion,Away,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437908,16,35,West_Bromwich_Albion,Away,10599,9089,Ben Foster,ben-foster,G,False,,1.0,10.0,10.0,6.0,16.0,,,7.0,,,,,,,,,,,,,,,2.0,,,,90.0,,,,,,15.0,,6.8,2.0,2.0,,,1.0,,,1.0,25.0,,24.0,7.0,31.0,0,,40.0,,,,
2017-18,7437890,17,35,West_Bromwich_Albion,Away,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437890,17,35,West_Bromwich_Albion,Away,10599,9089,Ben Foster,ben-foster,G,False,,,14.0,13.0,2.0,15.0,,,16.0,,,,,,,,,1.0,,1.0,,,,1.0,,,1.0,90.0,,,,,,24.0,1.0,7.2,1.0,3.0,,,1.0,,,,36.0,,33.0,4.0,37.0,0,,48.0,,,,
2017-18,7437920,18,35,West_Bromwich_Albion,Home,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437920,18,35,West_Bromwich_Albion,Home,10599,9089,Ben Foster,ben-foster,G,False,,3.0,6.0,5.0,6.0,11.0,,,7.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,10.0,1.0,6.3,,1.0,,,2.0,,,3.0,16.0,,15.0,6.0,21.0,0,,28.0,,,,
2017-18,7437827,19,35,West_Bromwich_Albion,Away,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437827,19,35,West_Bromwich_Albion,Away,10599,9089,Ben Foster,ben-foster,G,False,,2.0,7.0,7.0,4.0,11.0,,,8.0,,,,1.0,,,,1.0,,,,,,,,,,,90.0,,,,,,15.0,,6.0,1.0,2.0,,,,,,2.0,22.0,,20.0,6.0,26.0,0,,32.0,,,,
2017-18,7437926,20,35,West_Bromwich_Albion,Home,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437926,20,35,West_Bromwich_Albion,Home,10599,9089,Ben Foster,ben-foster,G,False,,,7.0,7.0,4.0,11.0,,,10.0,,,,,,,,,,,,,,,1.0,,,,90.0,,,,,,9.0,,7.3,3.0,3.0,,,,,,,16.0,,15.0,5.0,20.0,0,,30.0,,,,
2017-18,7437901,21,35,West_Bromwich_Albion,Home,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437901,21,35,West_Bromwich_Albion,Home,10599,9089,Ben Foster,ben-foster,G,False,,,13.0,11.0,4.0,15.0,,,9.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,15.0,,6.9,1.0,4.0,,,1.0,,,1.0,27.0,,25.0,4.0,29.0,0,,38.0,,,,
2017-18,7437957,22,35,West_Bromwich_Albion,Away,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437957,22,35,West_Bromwich_Albion,Away,10599,9089,Ben Foster,ben-foster,G,False,,,15.0,14.0,2.0,16.0,,,8.0,,,,,,,,,,,,,,,1.0,,1.0,,90.0,,,,,,10.0,,6.9,3.0,3.0,,,1.0,,,,25.0,,24.0,2.0,26.0,0,,33.0,,,,
2017-18,7438109,23,35,West_Bromwich_Albion,Home,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438109,23,35,West_Bromwich_Albion,Home,10599,9089,Ben Foster,ben-foster,G,False,,,13.0,13.0,,13.0,,,12.0,,,,,,,,,,,,,,,3.0,,,,90.0,,,,,,24.0,,6.9,,1.0,,,,,,,37.0,,34.0,3.0,37.0,0,,42.0,,,,
2017-18,7437948,24,35,West_Bromwich_Albion,Away,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437948,24,35,West_Bromwich_Albion,Away,10599,9089,Ben Foster,ben-foster,G,False,,,15.0,12.0,5.0,17.0,,,14.0,,,,,,,,,1.0,,,,,,2.0,,,,90.0,,,,,,19.0,,6.8,2.0,3.0,,,,,,,34.0,,30.0,6.0,36.0,0,,43.0,,1.0,,
2017-18,7437943,25,35,West_Bromwich_Albion,Away,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437943,25,35,West_Bromwich_Albion,Away,10599,9089,Ben Foster,ben-foster,G,False,,,8.0,4.0,4.0,8.0,,,5.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,13.0,1.0,7.5,4.0,7.0,,,3.0,,,,21.0,,15.0,6.0,21.0,0,,32.0,,,,
2017-18,7437997,26,35,West_Bromwich_Albion,Home,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437997,26,35,West_Bromwich_Albion,Home,10599,9089,Ben Foster,ben-foster,G,False,,,21.0,20.0,3.0,23.0,,,13.0,,,,,,,,,,,,,,,3.0,,,,90.0,,,,,,14.0,,6.2,2.0,2.0,,,,,,,35.0,,32.0,5.0,37.0,0,,43.0,,,,
2017-18,7437966,27,35,West_Bromwich_Albion,Away,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437966,27,35,West_Bromwich_Albion,Away,10599,9089,Ben Foster,ben-foster,G,False,,1.0,12.0,8.0,8.0,16.0,,,8.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,11.0,,6.8,3.0,5.0,,,,,,1.0,22.0,,17.0,9.0,26.0,0,,33.0,,,,
2017-18,7438005,28,35,West_Bromwich_Albion,Home,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438005,28,35,West_Bromwich_Albion,Home,10599,9089,Ben Foster,ben-foster,G,False,,,9.0,9.0,8.0,17.0,,,12.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,20.0,,7.0,2.0,5.0,,,,,,,29.0,,27.0,10.0,37.0,0,,45.0,,,,
2017-18,7438000,29,35,West_Bromwich_Albion,Away,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438000,29,35,West_Bromwich_Albion,Away,10599,9089,Ben Foster,ben-foster,G,False,,,12.0,10.0,5.0,15.0,,1.0,8.0,,,,,,,,,1.0,,,,,,,,,,90.0,,,,,,15.0,,6.7,2.0,2.0,,,,,,,27.0,,24.0,6.0,30.0,0,,35.0,,,,
2017-18,7437994,30,35,West_Bromwich_Albion,Home,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437994,30,35,West_Bromwich_Albion,Home,10599,9089,Ben Foster,ben-foster,G,False,,2.0,7.0,6.0,4.0,10.0,,,9.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,16.0,,6.3,2.0,3.0,,,,,,2.0,23.0,,22.0,4.0,26.0,0,,32.0,,,,
2017-18,7438016,31,35,West_Bromwich_Albion,Away,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438016,31,35,West_Bromwich_Albion,Away,10599,9089,Ben Foster,ben-foster,G,False,,,12.0,11.0,2.0,13.0,,,12.0,,,,,,,,,,,,,,,1.0,,,,90.0,,,,,,19.0,,6.3,1.0,3.0,,,1.0,,,,30.0,,26.0,6.0,32.0,0,,38.0,,,,
2017-18,7438092,32,35,West_Bromwich_Albion,Home,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438092,32,35,West_Bromwich_Albion,Home,10599,9089,Ben Foster,ben-foster,G,False,,,11.0,9.0,7.0,16.0,,,8.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,20.0,,6.2,1.0,2.0,,,,,,,31.0,,27.0,9.0,36.0,0,,39.0,,,,
2017-18,7438086,33,35,West_Bromwich_Albion,Home,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438086,33,35,West_Bromwich_Albion,Home,10599,9089,Ben Foster,ben-foster,G,False,,1.0,10.0,5.0,13.0,18.0,,,8.0,,,,,,,,,1.0,,,,,,1.0,,,,90.0,,,,,,11.0,,6.4,,,,,,1.0,,1.0,21.0,,13.0,16.0,29.0,0,,34.0,,,1.0,
2017-18,7438034,34,35,West_Bromwich_Albion,Away,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438034,34,35,West_Bromwich_Albion,Away,10599,9089,Ben Foster,ben-foster,G,False,,1.0,13.0,12.0,1.0,13.0,,2.0,9.0,,,,,,,,,2.0,,,,,,3.0,,,,90.0,,,,,,24.0,,7.5,3.0,4.0,,,,,,1.0,37.0,,35.0,2.0,37.0,0,,45.0,,,,
2017-18,7438072,35,35,West_Bromwich_Albion,Home,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438072,35,35,West_Bromwich_Albion,Home,10599,9089,Ben Foster,ben-foster,G,False,,,7.0,5.0,7.0,12.0,,,12.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,18.0,,6.2,1.0,1.0,,,,,,,25.0,,21.0,9.0,30.0,0,,35.0,,,,
2017-18,7438056,36,35,West_Bromwich_Albion,Away,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438056,36,35,West_Bromwich_Albion,Away,10599,9089,Ben Foster,ben-foster,G,False,,,16.0,12.0,4.0,16.0,,,8.0,,,,,,,,,,,,,,,1.0,,,,90.0,,,,,,24.0,,7.0,1.0,2.0,,,,,,,39.0,,33.0,6.0,39.0,0,,44.0,,,,
2017-18,7438084,37,35,West_Bromwich_Albion,Home,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438084,37,35,West_Bromwich_Albion,Home,10599,9089,Ben Foster,ben-foster,G,False,,,7.0,7.0,,7.0,,,9.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,17.0,,7.7,3.0,5.0,,,,,,,24.0,,22.0,2.0,24.0,0,,32.0,,,,
2017-18,7438023,38,35,West_Bromwich_Albion,Away,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438023,38,35,West_Bromwich_Albion,Away,10599,9089,Ben Foster,ben-foster,G,False,,,7.0,7.0,5.0,12.0,,,10.0,,,,1.0,,,,1.0,,,,,,,1.0,,,,90.0,,,,,,7.0,,6.5,3.0,4.0,,,,,,,14.0,,13.0,6.0,19.0,0,,29.0,,,,
