season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243537,14,20,Southampton,Home,134361,88900.0,Jack Stephens,jack-stephens,D,False,,,4.0,25.0,50.0,75.0,2.0,2.0,8.0,,,,,,,2.0,7.0,1.0,,,,,,,,,,90.0,,,,,,,,,11.0,,6.6,,,,2.0,,,,7.0,,31.0,54.0,85.0,0,4.0,93.0,1.0,1.0,,2.0
2019-20,8243537,14,20,Southampton,Home,149593,132015.0,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,1.0,,1.0,38.0,21.0,58.0,1.0,1.0,12.0,,,,1.0,,1.0,3.0,12.0,,1.0,,,,,,3.0,1.0,,90.0,,,,,,,,,22.0,,7.5,,,1.0,,4.0,1.0,,5.0,,51.0,26.0,76.0,1,3.0,101.0,2.0,4.0,4.0,2.0
2019-20,8243537,14,20,Southampton,Home,161717,101178.0,James Ward-Prowse,james-ward-prowse,M,False,,,4.0,30.0,24.0,54.0,,1.0,6.0,,,1.0,2.0,,1.0,4.0,1.0,,,1.0,,1.0,,,1.0,,,90.0,1.0,,,,,,,,21.0,,7.1,,,1.0,3.0,,8.0,,6.0,,47.0,26.0,65.0,3,,85.0,1.0,,,
2019-20,8243537,14,20,Southampton,Home,227946,107265.0,Angus Gunn,angus-gunn,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243537,14,20,Southampton,Home,257205,128198.0,Sofiane Boufal,sofiane-boufal,F,True,1.0,,,9.0,2.0,10.0,,,1.0,,,1.0,,,1.0,2.0,6.0,,,,,,,,,1.0,,33.0,,,,,,,,,6.0,,7.0,,,,,6.0,1.0,,,,10.0,4.0,13.0,1,,27.0,1.0,1.0,5.0,
2019-20,8243537,14,20,Southampton,Home,286085,171771.0,Jan Bednarek,jan-bednarek,D,False,,,4.0,20.0,40.0,60.0,1.0,1.0,6.0,,,,,,,3.0,4.0,,,2.0,,,,,,,,90.0,,,,,,,,,11.0,,6.8,,,,4.0,,,,9.0,,28.0,43.0,71.0,0,3.0,82.0,,,,2.0
2019-20,8243537,14,20,Southampton,Home,773409,200439.0,Che Adams,che-adams,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243537,14,20,Southampton,Home,826202,213482.0,Yan Valery,yan-valery,D,True,,,,4.0,2.0,6.0,,1.0,,,,,,,1.0,2.0,3.0,,,,,,,,,,,14.0,,,,,,,,,4.0,,6.7,,,,3.0,1.0,,,,,6.0,2.0,8.0,0,2.0,18.0,,,,2.0
2019-20,8243537,14,20,Southampton,Home,869910,431131.0,Moussa Djenepo,moussa-djenepo,F,False,,,,10.0,4.0,14.0,1.0,1.0,5.0,1.0,,,1.0,,,6.0,12.0,,,2.0,1.0,,,,3.0,1.0,,90.0,,,,,,,,,19.0,,7.6,,,,,9.0,4.0,,2.0,,21.0,5.0,22.0,0,2.0,52.0,5.0,2.0,7.0,1.0
2019-20,8243537,14,20,Southampton,Home,921216,220598.0,Michael Obafemi,michael-obafemi,F,False,,,,6.0,2.0,8.0,5.0,2.0,1.0,,,,,,,5.0,3.0,,,,,,,,,,,57.0,,,,,,,,,4.0,,6.5,,,,,,,,,1.0,7.0,2.0,9.0,0,1.0,15.0,3.0,,,1.0
2019-20,8243548,15,20,Southampton,Home,10486,20452.0,Shane Long,shane-long,F,False,,,,15.0,3.0,18.0,10.0,6.0,7.0,1.0,,,,,,13.0,11.0,,,1.0,1.0,,,,,2.0,,85.0,1.0,,,,,,,,13.0,,7.7,,,2.0,,3.0,,,,,23.0,3.0,26.0,3,2.0,43.0,2.0,2.0,1.0,1.0
2019-20,8243548,15,20,Southampton,Home,20756,40146.0,Ryan Bertrand,ryan-bertrand,D,False,1.0,,1.0,18.0,3.0,20.0,2.0,2.0,3.0,,,,1.0,,,4.0,2.0,,,2.0,,1.0,,,2.0,,,90.0,1.0,,,,,,,,15.0,,7.1,,,,1.0,,2.0,,4.0,,27.0,3.0,28.0,1,,55.0,,,,
2019-20,8243548,15,20,Southampton,Home,24248,80447.0,Maya Yoshida,maya-yoshida,D,True,,,,,2.0,2.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,10.0,,,,,,,,,1.0,,6.5,,,,,,,,,,1.0,2.0,3.0,0,,4.0,,,,
2019-20,8243548,15,20,Southampton,Home,44760,58822.0,Cédric Soares,cedric-soares,M,False,1.0,,,11.0,3.0,13.0,2.0,1.0,2.0,,,,1.0,,,4.0,3.0,,,1.0,,,,,3.0,1.0,,90.0,1.0,,,,,,,,15.0,,6.9,,,,3.0,,4.0,,3.0,,20.0,5.0,21.0,1,2.0,52.0,1.0,,,2.0
2019-20,8243548,15,20,Southampton,Home,45502,58376.0,Alex McCarthy,alex-mccarthy,G,False,,,8.0,8.0,2.0,10.0,,,6.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,11.0,,6.6,1.0,2.0,,,,,,18.0,,17.0,4.0,21.0,0,,24.0,,,,
2019-20,8243548,15,20,Southampton,Home,69416,78056.0,Oriol Romeu,oriol-romeu,M,True,,,3.0,6.0,3.0,9.0,,,1.0,,,,1.0,,,2.0,,,,1.0,,,,,1.0,,,18.0,,,,,,,,,4.0,,6.6,,,,1.0,,1.0,,4.0,,10.0,3.0,12.0,0,,15.0,,,,
2019-20,8243548,15,20,Southampton,Home,115346,83283.0,Nathan Redmond,nathan-redmond,M,False,,,3.0,19.0,4.0,23.0,3.0,2.0,6.0,,,2.0,3.0,,2.0,9.0,8.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,,15.0,,6.8,,,,,3.0,,,5.0,1.0,28.0,4.0,32.0,2,4.0,55.0,2.0,1.0,2.0,1.0
2019-20,8243548,15,20,Southampton,Home,130181,84939.0,Danny Ings,danny-ings,F,False,,,,12.0,1.0,13.0,1.0,1.0,,,,2.0,2.0,,1.0,5.0,6.0,,,1.0,,1.0,,,,2.0,,77.0,1.0,,,,,,,,11.0,,7.6,,,1.0,,3.0,3.0,,1.0,,19.0,1.0,17.0,4,2.0,37.0,2.0,,3.0,1.0
2019-20,8243548,15,20,Southampton,Home,134361,88900.0,Jack Stephens,jack-stephens,D,False,,,4.0,9.0,13.0,22.0,2.0,4.0,6.0,,,,,,,2.0,6.0,,,,,,,,,,,90.0,,,,,,,,,14.0,,6.7,,,,6.0,,,,13.0,,17.0,18.0,35.0,0,2.0,47.0,,,,1.0
2019-20,8243548,15,20,Southampton,Home,149593,132015.0,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,1.0,,1.0,24.0,19.0,42.0,2.0,4.0,21.0,,,,2.0,,,7.0,15.0,,,3.0,,,,,2.0,3.0,,90.0,1.0,,,,,,,,19.0,,8.1,,,1.0,,3.0,1.0,,6.0,,35.0,25.0,59.0,2,8.0,82.0,1.0,1.0,2.0,5.0
2019-20,8243548,15,20,Southampton,Home,161717,101178.0,James Ward-Prowse,james-ward-prowse,M,False,3.0,,1.0,23.0,17.0,37.0,2.0,2.0,9.0,1.0,,,1.0,,,5.0,5.0,,,1.0,1.0,,,,3.0,2.0,,90.0,,,,,,,,,24.0,,7.5,,,,2.0,2.0,9.0,,5.0,,44.0,18.0,53.0,0,1.0,77.0,1.0,1.0,1.0,
2019-20,8243548,15,20,Southampton,Home,227946,107265.0,Angus Gunn,angus-gunn,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243548,15,20,Southampton,Home,257205,128198.0,Sofiane Boufal,sofiane-boufal,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243548,15,20,Southampton,Home,286085,171771.0,Jan Bednarek,jan-bednarek,D,False,,,6.0,12.0,15.0,27.0,1.0,4.0,2.0,,,,,,,1.0,8.0,,,,,,,,1.0,,,90.0,,2.0,,,,,,,8.0,,7.4,,,,1.0,,,,11.0,,17.0,18.0,35.0,0,4.0,48.0,,,,3.0
2019-20,8243548,15,20,Southampton,Home,773409,200439.0,Che Adams,che-adams,F,True,,,1.0,4.0,,4.0,2.0,,1.0,,,,,,,3.0,,,,1.0,,,,,,,,13.0,,,,,,,,,4.0,,6.5,,,,,,1.0,,1.0,1.0,8.0,,7.0,0,,8.0,,,,
2019-20,8243548,15,20,Southampton,Home,794953,135720.0,Kevin Danso,kevin-danso,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243548,15,20,Southampton,Home,869910,431131.0,Moussa Djenepo,moussa-djenepo,F,False,,,,9.0,3.0,12.0,1.0,,4.0,,,,,,1.0,6.0,6.0,,,1.0,,,,,,,,72.0,,,,,,,,,13.0,,6.3,,,1.0,1.0,5.0,,,2.0,1.0,13.0,4.0,17.0,1,2.0,35.0,4.0,2.0,2.0,1.0
2019-20,8243548,15,20,Southampton,Home,921216,220598.0,Michael Obafemi,michael-obafemi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243552,16,20,Southampton,Away,10486,20452.0,Shane Long,shane-long,F,False,,,,13.0,1.0,14.0,7.0,14.0,3.0,1.0,,1.0,1.0,,1.0,10.0,15.0,,,1.0,,,,,,2.0,,90.0,,,,,,,,,23.0,,7.4,,,2.0,3.0,1.0,1.0,,2.0,1.0,31.0,2.0,32.0,3,,48.0,3.0,,1.0,
2019-20,8243552,16,20,Southampton,Away,20756,40146.0,Ryan Bertrand,ryan-bertrand,D,False,1.0,,3.0,16.0,14.0,29.0,5.0,3.0,3.0,,1.0,1.0,4.0,,1.0,11.0,7.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,,18.0,,6.0,,,2.0,2.0,,4.0,,7.0,,25.0,17.0,38.0,3,3.0,67.0,3.0,1.0,,2.0
2019-20,8243552,16,20,Southampton,Away,24248,80447.0,Maya Yoshida,maya-yoshida,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243552,16,20,Southampton,Away,44760,58822.0,Cédric Soares,cedric-soares,M,False,1.0,,2.0,12.0,9.0,20.0,4.0,1.0,3.0,,,1.0,3.0,,2.0,14.0,5.0,,,5.0,,,,,,1.0,,90.0,1.0,,,,,,,,14.0,,5.9,,,,,1.0,2.0,,6.0,,16.0,14.0,28.0,2,3.0,59.0,,,1.0,
2019-20,8243552,16,20,Southampton,Away,45502,58376.0,Alex McCarthy,alex-mccarthy,G,False,,,9.0,8.0,7.0,15.0,,2.0,9.0,,,,,,,,2.0,,,,,,,,,,,90.0,,,,,,,,,4.0,,6.7,2.0,4.0,,1.0,,,,13.0,,11.0,8.0,19.0,0,,27.0,,,,
2019-20,8243552,16,20,Southampton,Away,69416,78056.0,Oriol Romeu,oriol-romeu,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243552,16,20,Southampton,Away,115346,83283.0,Nathan Redmond,nathan-redmond,M,False,,,1.0,23.0,5.0,28.0,,,11.0,,1.0,,3.0,,,4.0,9.0,,,,,,,,,,,90.0,2.0,1.0,,,,,,,15.0,,7.2,,,1.0,,4.0,3.0,,4.0,,30.0,8.0,35.0,3,5.0,61.0,4.0,1.0,3.0,4.0
2019-20,8243552,16,20,Southampton,Away,120538,93100.0,Jannik Vestergaard,jannik-vestergaard,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243552,16,20,Southampton,Away,130181,84939.0,Danny Ings,danny-ings,F,False,,,1.0,9.0,2.0,11.0,6.0,3.0,4.0,,,,2.0,,1.0,16.0,5.0,,,2.0,,1.0,,,,,,88.0,1.0,,,,,,,,19.0,,6.7,,,1.0,,6.0,,,3.0,,16.0,5.0,21.0,2,,37.0,3.0,1.0,1.0,
2019-20,8243552,16,20,Southampton,Away,134361,88900.0,Jack Stephens,jack-stephens,D,False,,,3.0,9.0,20.0,29.0,6.0,3.0,2.0,,,,1.0,,,7.0,5.0,,,,1.0,,,,1.0,1.0,,90.0,,1.0,,,,,,,14.0,,6.7,,,,4.0,,,,10.0,,16.0,26.0,42.0,0,2.0,52.0,1.0,,,1.0
2019-20,8243552,16,20,Southampton,Away,149593,132015.0,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,,,8.0,29.0,24.0,53.0,5.0,4.0,5.0,,,,4.0,,1.0,12.0,10.0,,,2.0,,,,,1.0,,1.0,90.0,,,,,,,,,25.0,,6.5,,,1.0,3.0,,,,14.0,,49.0,27.0,76.0,1,4.0,92.0,1.0,2.0,,3.0
2019-20,8243552,16,20,Southampton,Away,161717,101178.0,James Ward-Prowse,james-ward-prowse,M,False,3.0,,1.0,23.0,22.0,42.0,4.0,3.0,5.0,,,1.0,1.0,,,8.0,10.0,,,3.0,,,,,3.0,3.0,,90.0,,,,,,,,,21.0,,7.4,,,1.0,,1.0,14.0,,4.0,,42.0,24.0,52.0,2,4.0,83.0,,2.0,1.0,1.0
2019-20,8243552,16,20,Southampton,Away,227946,107265.0,Angus Gunn,angus-gunn,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243552,16,20,Southampton,Away,257205,128198.0,Sofiane Boufal,sofiane-boufal,F,True,,,,6.0,3.0,9.0,,,1.0,,,,,,3.0,6.0,4.0,,,2.0,,,,,,1.0,,17.0,,,,,,,,,8.0,,6.2,,,,,3.0,,,,,9.0,3.0,12.0,0,,25.0,1.0,2.0,2.0,
2019-20,8243552,16,20,Southampton,Away,286085,171771.0,Jan Bednarek,jan-bednarek,D,False,,,1.0,6.0,30.0,36.0,,,8.0,,,,,,,,2.0,,,,,,,,,,,90.0,,3.0,,,,,,,4.0,,7.0,,,1.0,4.0,,,,3.0,,8.0,32.0,40.0,1,1.0,52.0,,1.0,,
2019-20,8243552,16,20,Southampton,Away,773409,200439.0,Che Adams,che-adams,F,True,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,6.5,,,,,,,,,,,1.0,1.0,0,,1.0,,,,
2019-20,8243552,16,20,Southampton,Away,869910,431131.0,Moussa Djenepo,moussa-djenepo,F,False,,,,7.0,3.0,10.0,,,3.0,,,1.0,2.0,,,3.0,3.0,,,1.0,,,,,1.0,1.0,,73.0,,,,,,,,,6.0,,6.8,,,1.0,,,1.0,,3.0,,11.0,4.0,14.0,2,2.0,26.0,1.0,1.0,,2.0
2019-20,8243552,16,20,Southampton,Away,921216,220598.0,Michael Obafemi,michael-obafemi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243572,17,20,Southampton,Home,10486,20452.0,Shane Long,shane-long,F,False,,,,11.0,3.0,14.0,7.0,9.0,2.0,,1.0,,,,1.0,10.0,10.0,,,1.0,,,,,,1.0,,84.0,1.0,,,,,,,,17.0,,6.6,,,1.0,2.0,1.0,1.0,,,2.0,23.0,4.0,26.0,2,,42.0,2.0,1.0,,
2019-20,8243572,17,20,Southampton,Home,20756,40146.0,Ryan Bertrand,ryan-bertrand,D,False,2.0,,2.0,17.0,13.0,28.0,1.0,,7.0,,,,2.0,,,3.0,2.0,,,,,,,,1.0,,,90.0,,,,,,,,,14.0,,6.4,,,,,,3.0,,4.0,,24.0,14.0,35.0,0,1.0,54.0,3.0,1.0,,1.0
2019-20,8243572,17,20,Southampton,Home,24248,80447.0,Maya Yoshida,maya-yoshida,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243572,17,20,Southampton,Home,44760,58822.0,Cédric Soares,cedric-soares,M,False,3.0,,2.0,9.0,17.0,23.0,3.0,5.0,4.0,,,,2.0,,2.0,7.0,9.0,,,,,,,,,2.0,,87.0,,1.0,,,,,,,21.0,,6.9,,,1.0,5.0,1.0,6.0,,8.0,,19.0,21.0,34.0,1,3.0,73.0,2.0,,1.0,1.0
2019-20,8243572,17,20,Southampton,Home,45502,58376.0,Alex McCarthy,alex-mccarthy,G,False,,,9.0,7.0,8.0,15.0,,,9.0,,,,,,,,,,,,,,2.0,,,,,90.0,,,,,,,,,14.0,1.0,7.1,3.0,3.0,,1.0,,,,21.0,,17.0,11.0,28.0,0,,38.0,,,,
2019-20,8243572,17,20,Southampton,Home,69416,78056.0,Oriol Romeu,oriol-romeu,M,True,,,3.0,19.0,14.0,33.0,5.0,3.0,3.0,,,,,,,5.0,7.0,,,,,,,,2.0,,,45.0,,,,,,,,,13.0,,7.1,,,,2.0,1.0,,,5.0,,23.0,22.0,45.0,0,1.0,59.0,,2.0,1.0,1.0
2019-20,8243572,17,20,Southampton,Home,115346,83283.0,Nathan Redmond,nathan-redmond,M,False,,,,7.0,3.0,10.0,1.0,1.0,4.0,,,,1.0,,1.0,6.0,2.0,,,2.0,,,,,,,,45.0,,,,,,,,,14.0,,6.0,,,,,1.0,1.0,,3.0,,15.0,4.0,18.0,0,1.0,28.0,3.0,,,
2019-20,8243572,17,20,Southampton,Home,117083,91047.0,Stuart Armstrong,stuart-armstrong,M,True,,,,5.0,,5.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,13.0,,,,,,,,,3.0,,6.6,,,,,,2.0,,,,7.0,,5.0,0,,9.0,1.0,,,
2019-20,8243572,17,20,Southampton,Home,120538,93100.0,Jannik Vestergaard,jannik-vestergaard,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243572,17,20,Southampton,Home,130181,84939.0,Danny Ings,danny-ings,F,False,,,,9.0,3.0,12.0,4.0,1.0,5.0,,,,,,,7.0,3.0,,,,,,,1.0,1.0,1.0,,90.0,,,,,,,,,17.0,,6.9,,,1.0,,4.0,,,,2.0,21.0,4.0,25.0,1,1.0,39.0,,,1.0,
2019-20,8243572,17,20,Southampton,Home,134361,88900.0,Jack Stephens,jack-stephens,D,False,,,5.0,15.0,28.0,43.0,4.0,3.0,11.0,,,,2.0,,,8.0,9.0,,,1.0,,,,,,,,90.0,,1.0,,,,,,,22.0,,7.1,,,1.0,3.0,4.0,1.0,,12.0,,30.0,32.0,61.0,1,3.0,82.0,2.0,,3.0,
2019-20,8243572,17,20,Southampton,Home,149593,132015.0,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,2.0,,2.0,27.0,27.0,52.0,2.0,4.0,16.0,,,,1.0,,1.0,7.0,6.0,,,1.0,,,,,2.0,2.0,,90.0,,,,,,,,,26.0,,6.8,,,3.0,,2.0,2.0,,5.0,,39.0,32.0,69.0,3,1.0,89.0,6.0,2.0,,1.0
2019-20,8243572,17,20,Southampton,Home,161717,101178.0,James Ward-Prowse,james-ward-prowse,M,False,1.0,,4.0,25.0,19.0,43.0,,4.0,7.0,,,,1.0,,1.0,2.0,5.0,,,,,,,,,,,90.0,1.0,,,,,,,,18.0,,7.0,,,1.0,,1.0,8.0,,6.0,,38.0,22.0,52.0,2,,68.0,1.0,,1.0,
2019-20,8243572,17,20,Southampton,Home,227946,107265.0,Angus Gunn,angus-gunn,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243572,17,20,Southampton,Home,286085,171771.0,Jan Bednarek,jan-bednarek,D,False,,,1.0,10.0,40.0,50.0,4.0,1.0,1.0,,,,1.0,,,6.0,3.0,,,1.0,,,,,3.0,,,90.0,,1.0,,,,,,,4.0,,6.8,,,,11.0,,,,3.0,,12.0,41.0,53.0,0,,71.0,1.0,2.0,,
2019-20,8243572,17,20,Southampton,Home,773409,200439.0,Che Adams,che-adams,F,True,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,10.0,,,,,,,,,1.0,,6.5,,,,,,,,,,1.0,,1.0,0,,1.0,,,,
2019-20,8243572,17,20,Southampton,Home,869910,431131.0,Moussa Djenepo,moussa-djenepo,F,False,1.0,,,9.0,6.0,14.0,,1.0,4.0,,,,2.0,,1.0,8.0,10.0,,,3.0,,,,,1.0,2.0,,90.0,,,,,,,,,14.0,,6.8,,,1.0,,3.0,2.0,,1.0,,15.0,9.0,22.0,1,4.0,48.0,2.0,4.0,1.0,4.0
2019-20,8243572,17,20,Southampton,Home,921216,220598.0,Michael Obafemi,michael-obafemi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243577,18,20,Southampton,Away,10486,20452.0,Shane Long,shane-long,F,False,,,,8.0,1.0,9.0,11.0,6.0,3.0,,1.0,1.0,1.0,,1.0,14.0,8.0,,,1.0,,,,,,1.0,,82.0,1.0,,,,,,,,13.0,,6.6,,,1.0,,,,,,1.0,15.0,3.0,18.0,3,1.0,30.0,3.0,1.0,,
2019-20,8243577,18,20,Southampton,Away,20756,40146.0,Ryan Bertrand,ryan-bertrand,D,False,1.0,,1.0,8.0,5.0,12.0,,1.0,3.0,1.0,,1.0,1.0,,,1.0,2.0,,,,,,,,,2.0,,90.0,,1.0,,,,,,,19.0,,6.9,,,,,,5.0,,5.0,,20.0,8.0,23.0,1,,40.0,1.0,1.0,,
2019-20,8243577,18,20,Southampton,Away,24248,80447.0,Maya Yoshida,maya-yoshida,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243577,18,20,Southampton,Away,44760,58822.0,Cédric Soares,cedric-soares,M,False,,,1.0,8.0,10.0,18.0,1.0,1.0,4.0,,,1.0,,,,3.0,4.0,,,2.0,,,,,,,,90.0,,,,,,,,,15.0,,6.8,,,,2.0,,2.0,,4.0,,16.0,15.0,29.0,1,3.0,54.0,2.0,,,2.0
2019-20,8243577,18,20,Southampton,Away,45502,58376.0,Alex McCarthy,alex-mccarthy,G,False,,,9.0,6.0,8.0,14.0,,,13.0,,,,,,,,,,,,,,3.0,,,,,90.0,,,,,,,,,22.0,,7.0,2.0,5.0,,,,,,30.0,,26.0,9.0,35.0,0,,45.0,,,,
2019-20,8243577,18,20,Southampton,Away,69416,78056.0,Oriol Romeu,oriol-romeu,M,True,,,1.0,2.0,1.0,3.0,,,2.0,,,,1.0,,,2.0,,,,1.0,,,,,,,,14.0,,1.0,,,,,,,2.0,,6.5,,,,,,,,1.0,,4.0,1.0,5.0,0,,7.0,,,,
2019-20,8243577,18,20,Southampton,Away,115346,83283.0,Nathan Redmond,nathan-redmond,M,False,1.0,,,12.0,9.0,20.0,2.0,,9.0,,,,2.0,,5.0,12.0,4.0,,,3.0,,,,,,2.0,,90.0,,,,,,,,,18.0,,6.1,,,1.0,,4.0,2.0,,2.0,,18.0,10.0,26.0,1,,47.0,5.0,,4.0,
2019-20,8243577,18,20,Southampton,Away,117083,91047.0,Stuart Armstrong,stuart-armstrong,M,False,,,,12.0,5.0,17.0,1.0,,2.0,,,,1.0,,1.0,4.0,3.0,,,2.0,,,,,2.0,,,76.0,,,,,,,,,11.0,,6.4,,,,1.0,,3.0,,,,18.0,6.0,21.0,0,1.0,37.0,2.0,2.0,,1.0
2019-20,8243577,18,20,Southampton,Away,120538,93100.0,Jannik Vestergaard,jannik-vestergaard,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243577,18,20,Southampton,Away,130181,84939.0,Danny Ings,danny-ings,F,False,1.0,,1.0,13.0,3.0,15.0,4.0,1.0,1.0,,,,2.0,,1.0,9.0,5.0,,,2.0,,2.0,,,,1.0,,87.0,3.0,,,,,,,,12.0,,8.5,,,,,1.0,2.0,,3.0,1.0,18.0,4.0,20.0,3,1.0,38.0,4.0,2.0,1.0,1.0
2019-20,8243577,18,20,Southampton,Away,134361,88900.0,Jack Stephens,jack-stephens,D,False,,,1.0,4.0,18.0,22.0,4.0,2.0,6.0,,,,1.0,,,6.0,8.0,,,1.0,,1.0,,,,1.0,,90.0,1.0,1.0,,,,,,,16.0,,7.6,,,,7.0,1.0,,,10.0,,13.0,23.0,36.0,1,4.0,53.0,2.0,1.0,1.0,4.0
2019-20,8243577,18,20,Southampton,Away,149593,132015.0,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,,,3.0,17.0,24.0,41.0,4.0,1.0,15.0,,1.0,1.0,,,,5.0,6.0,,,1.0,,,,,1.0,1.0,,90.0,1.0,1.0,,,,,,,19.0,,7.3,,,2.0,4.0,,1.0,,8.0,,25.0,31.0,55.0,4,4.0,79.0,4.0,1.0,,3.0
2019-20,8243577,18,20,Southampton,Away,161717,101178.0,James Ward-Prowse,james-ward-prowse,M,False,1.0,,5.0,18.0,18.0,35.0,4.0,1.0,5.0,,,,4.0,,,9.0,7.0,,,1.0,1.0,,,,,1.0,,90.0,2.0,1.0,,,,,,,14.0,,7.1,,,,4.0,,7.0,,7.0,,29.0,19.0,41.0,2,1.0,67.0,2.0,5.0,,1.0
2019-20,8243577,18,20,Southampton,Away,227946,107265.0,Angus Gunn,angus-gunn,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243577,18,20,Southampton,Away,257205,128198.0,Sofiane Boufal,sofiane-boufal,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243577,18,20,Southampton,Away,286085,171771.0,Jan Bednarek,jan-bednarek,D,False,,,4.0,8.0,20.0,28.0,1.0,3.0,,,,,,,,2.0,6.0,,,1.0,,,,,,,,90.0,,,,,,,,,4.0,,6.8,,,1.0,6.0,,,,7.0,,11.0,21.0,32.0,1,1.0,44.0,,2.0,,1.0
2019-20,8243577,18,20,Southampton,Away,773409,200439.0,Che Adams,che-adams,F,True,,,,,,,1.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,,,,,,8.0,,,,,,,,,1.0,,6.4,,,,,,,,,1.0,,,,0,,2.0,,,,
2019-20,8243577,18,20,Southampton,Away,921216,220598.0,Michael Obafemi,michael-obafemi,F,True,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,8.0,,,,,,,,,,,6.5,,,,,,,,,,,,,0,,,,,,
