matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2210374,11.0,2021-11-06 15:00:00,8,Chelsea,Home,272.0,19.0,6.0,11.0,5.0,5.0,1.0,309.0,6.0,,2.0,4.0,5.0,34.0,570.0,,,21.0,15.0,23.0,18.0,3.0,11.0,2.0,,,,,,,,,,,14.0,,,,,1.0,,5.0,3.0,2.0,20.0,5.0,,122.0,57.0,5.0,4.0,1.0,1.0,19.0,11.0,1.0,,,14.0,7.0,8.0,,13.0,,39.0,51.0,1.0,3.0,3.0,,,,,,,18.0,64.0,6.0,9.0,1.0,2.0,1.0,,219.0,1.0,,1.0,1.0,,6.0,,,1.0,1.0,,,,,3.0,1.0,4.0,4.0,,2.0,159.0,68.0,51.0,2.0,,9.0,13.0,4.0,633.0,,,1.0,1.0,,63.0,88.0,56.0,,,,,143.0,143.0,6.0,30.0,18.0,69.9,1.0,2.0,,,19.0,0.0,,,,160.0,1.0,,1.0,2.0,2.0,10.0,1.0,,3.0,9.0,175.0,546.0,9.0,22.0,306.0,36.0,3.0,15.0,8.0,24.0,16.0,2.0,218.0,8.0,378.0,1.0,,18.0,5.0,58.0,1.0,660.0,1.0,0.0,25.0,8.0,1.0,21.0,1.0,833.0,54.0,21.0,11.0,14.0,5.0,0.0
2210383,12.0,2021-11-20 12:30:00,8,Chelsea,Away,282.0,26.0,1.0,3.0,2.0,3.0,,237.0,3.0,,4.0,3.0,10.0,27.0,516.0,1.0,2.0,23.0,8.0,13.0,8.0,1.0,1.0,,,1.0,,2.0,,,,,,,11.0,,,1.0,,,2.0,6.0,1.0,3.0,9.0,7.0,,89.0,71.0,5.0,3.0,2.0,,24.0,2.0,8.0,,,5.0,3.0,3.0,1.0,13.0,2.0,44.0,56.0,,10.0,5.0,,,,,,,30.0,52.0,8.0,15.0,,3.0,1.0,2.0,214.0,3.0,1.0,2.0,2.0,1.0,4.0,,,2.0,,,,,,5.0,1.0,4.0,4.0,,4.0,160.0,82.0,61.0,3.0,1.0,5.0,7.0,7.0,586.0,,,,,,41.0,108.0,20.0,,,,,147.0,147.0,6.0,25.0,35.0,61.7,1.0,,,,24.0,0.0,,,,144.0,,3.0,3.0,,,7.0,,,3.0,13.0,102.0,496.0,13.0,12.0,316.0,44.0,10.0,20.0,5.0,12.0,7.0,,135.0,7.0,303.0,,,12.0,11.0,47.0,4.0,607.0,1.0,0.0,16.0,15.0,3.0,24.0,1.0,803.0,22.0,22.0,13.0,5.0,13.0,0.0
2210395,13.0,2021-11-28 16:30:00,8,Chelsea,Home,249.0,21.0,5.0,11.0,6.0,,,267.0,2.0,,5.0,1.0,1.0,30.0,505.0,,,16.0,11.0,11.0,11.0,2.0,5.0,,,,,,,,,,,1.0,17.0,1.0,,,,,1.0,10.0,1.0,2.0,17.0,7.0,,108.0,74.0,,1.0,1.0,1.0,19.0,8.0,9.0,,,15.0,14.0,4.0,,10.0,,54.0,49.0,1.0,6.0,3.0,1.0,1.0,,,,,28.0,46.0,13.0,14.0,,6.0,4.0,,208.0,,,,,,2.0,,,,,,,,,3.0,1.0,12.0,12.0,,5.0,137.0,61.0,44.0,2.0,1.0,6.0,7.0,6.0,572.0,,,,1.0,,77.0,115.0,45.0,,,,1.0,153.0,153.0,9.0,19.0,41.0,65.7,,,1.0,,19.0,0.0,,,,133.0,,1.0,1.0,,,10.0,,,3.0,17.0,143.0,491.0,7.0,13.0,274.0,32.0,6.0,19.0,15.0,37.0,22.0,,180.0,3.0,349.0,,,11.0,1.0,50.0,2.0,586.0,1.0,0.0,24.0,16.0,,17.0,2.0,799.0,46.0,21.0,8.0,15.0,11.0,0.0
2210405,14.0,2021-12-01 19:30:00,8,Chelsea,Away,165.0,27.0,,3.0,3.0,2.0,1.0,142.0,3.0,,4.0,9.0,5.0,31.0,304.0,,1.0,12.0,29.0,34.0,3.0,,,,,,,,,,,,,,7.0,,,,,1.0,1.0,6.0,6.0,8.0,6.0,2.0,,60.0,79.0,1.0,,1.0,3.0,5.0,1.0,8.0,,,,3.0,2.0,,8.0,3.0,63.0,73.0,3.0,40.0,19.0,,,0.681191,0.9165,0.7596,1.3171,23.0,52.0,16.0,18.0,1.0,5.0,3.0,,171.0,2.0,,2.0,2.0,,4.0,,,2.0,2.0,,,,,19.0,1.0,15.0,15.0,,4.0,98.0,67.0,39.0,6.0,,1.0,4.0,4.0,398.0,,,4.0,1.0,,51.0,41.0,16.0,,,,,167.0,167.0,2.0,44.0,27.0,50.2,1.0,,,1.0,14.0,0.0,,,,93.0,3.0,2.0,6.0,1.0,,3.0,,1.0,3.0,10.0,63.0,285.0,5.0,5.0,219.0,49.0,40.0,11.0,,8.0,8.0,,94.0,5.0,211.0,2.0,,24.0,7.0,60.0,5.0,422.0,,0.0,8.0,12.0,1.0,18.0,3.0,641.0,19.0,22.0,9.0,,6.0,0.0
2210419,15.0,2021-12-04 12:30:00,8,Chelsea,Away,192.0,23.0,3.0,8.0,5.0,,,323.0,6.0,1.0,5.0,,3.0,20.0,507.0,,,14.0,17.0,14.0,12.0,1.0,3.0,1.0,,,,,,,,,,,15.0,,,,,,1.0,7.0,9.0,2.0,12.0,7.0,,99.0,50.0,1.0,,1.0,2.0,18.0,8.0,6.0,1.0,,9.0,18.0,3.0,1.0,7.0,1.0,45.0,39.0,2.0,9.0,5.0,1.0,,,,,,24.0,54.0,10.0,10.0,1.0,3.0,3.0,,168.0,2.0,1.0,2.0,1.0,1.0,8.0,,,1.0,3.0,,,,1.0,5.0,,6.0,6.0,,5.0,163.0,53.0,31.0,1.0,,4.0,11.0,7.0,566.0,,,1.0,,,88.0,93.0,39.0,1.0,1.0,1.0,,135.0,135.0,3.0,7.0,34.0,63.8,,3.0,,,18.0,0.0,,,,158.0,2.0,,1.0,,1.0,4.0,2.0,,3.0,14.0,179.0,487.0,9.0,15.0,219.0,39.0,9.0,15.0,9.0,33.0,24.0,1.0,215.0,2.0,402.0,4.0,1.0,15.0,3.0,48.0,1.0,588.0,1.0,0.0,19.0,6.0,,16.0,3.0,759.0,46.0,13.0,9.0,9.0,5.0,0.0
2210425,16.0,2021-12-11 15:00:00,8,Chelsea,Home,154.0,14.0,4.0,5.0,1.0,1.0,,199.0,2.0,,7.0,6.0,3.0,24.0,348.0,,,29.0,8.0,16.0,5.0,2.0,3.0,,,2.0,,2.0,,,,,,,9.0,2.0,,,,,,5.0,8.0,4.0,10.0,6.0,,65.0,50.0,2.0,1.0,3.0,2.0,19.0,5.0,10.0,,2.0,5.0,5.0,2.0,,15.0,2.0,50.0,57.0,2.0,12.0,7.0,,,,,,,36.0,51.0,9.0,15.0,1.0,6.0,4.0,2.0,154.0,1.0,,1.0,1.0,,2.0,,,1.0,1.0,,,,,7.0,,12.0,12.0,,7.0,98.0,51.0,35.0,2.0,2.0,2.0,6.0,6.0,399.0,,,6.0,1.0,,48.0,49.0,33.0,1.0,1.0,1.0,2.0,122.0,122.0,7.0,14.0,22.0,57.8,,,3.0,,19.0,0.0,,,,98.0,1.0,2.0,3.0,2.0,,5.0,,,3.0,26.0,111.0,334.0,10.0,8.0,168.0,30.0,12.0,16.0,5.0,16.0,11.0,,147.0,4.0,263.0,1.0,,13.0,3.0,36.0,1.0,415.0,,0.0,16.0,18.0,2.0,31.0,2.0,638.0,25.0,17.0,8.0,5.0,13.0,0.0
2210438,17.0,2021-12-16 19:45:00,8,Chelsea,Home,264.0,8.0,4.0,8.0,4.0,,2.0,442.0,2.0,,9.0,4.0,5.0,17.0,698.0,1.0,1.0,31.0,14.0,18.0,9.0,6.0,5.0,,,,1.0,2.0,,,,1.0,,1.0,10.0,,,,,,6.0,7.0,2.0,3.0,16.0,7.0,,70.0,64.0,5.0,5.0,1.0,,13.0,3.0,9.0,,,7.0,10.0,3.0,,8.0,1.0,53.0,52.0,,7.0,2.0,,,,,,,33.0,84.0,11.0,10.0,1.0,7.0,2.0,2.0,203.0,1.0,,1.0,1.0,,2.0,,,1.0,,,,,,2.0,,2.0,2.0,1.0,9.0,259.0,58.0,46.0,1.0,,7.0,9.0,10.0,764.0,,,1.0,1.0,,53.0,110.0,47.0,,,,,137.0,137.0,3.0,25.0,26.0,80.1,,2.0,,1.0,13.0,0.0,,,,245.0,1.0,1.0,2.0,,,10.0,,,3.0,17.0,201.0,685.0,8.0,16.0,289.0,19.0,7.0,24.0,7.0,22.0,15.0,,245.0,3.0,510.0,,,11.0,6.0,36.0,,777.0,1.0,0.0,23.0,11.0,2.0,31.0,2.0,978.0,30.0,24.0,13.0,7.0,8.0,0.0
2210450,18.0,2021-12-19 14:00:00,8,Chelsea,Away,280.0,14.0,3.0,4.0,1.0,,,373.0,1.0,1.0,3.0,4.0,,23.0,649.0,,2.0,20.0,11.0,14.0,5.0,2.0,2.0,,,,,,,,,,,,5.0,,,,,,1.0,4.0,1.0,3.0,6.0,2.0,,116.0,62.0,1.0,1.0,,2.0,30.0,6.0,4.0,,,9.0,17.0,4.0,,8.0,1.0,37.0,52.0,2.0,18.0,8.0,,,,,,,28.0,69.0,7.0,9.0,,3.0,1.0,,188.0,,,,,,1.0,,,,1.0,,,,2.0,8.0,,16.0,16.0,,3.0,214.0,73.0,58.0,4.0,,1.0,6.0,1.0,726.0,,,2.0,2.0,,81.0,162.0,46.0,,,,,151.0,151.0,6.0,20.0,33.0,63.1,,,,,30.0,0.0,,,,221.0,1.0,,1.0,1.0,,1.0,1.0,,2.0,17.0,191.0,637.0,8.0,7.0,295.0,28.0,18.0,23.0,8.0,30.0,22.0,,242.0,1.0,474.0,1.0,1.0,17.0,,46.0,4.0,739.0,1.0,0.0,8.0,16.0,2.0,22.0,2.0,936.0,23.0,10.0,14.0,9.0,9.0,0.0
2210451,19.0,2021-12-26 17:30:00,8,Chelsea,Away,219.0,25.0,,3.0,3.0,,,325.0,2.0,2.0,6.0,1.0,,40.0,541.0,,,20.0,7.0,8.0,6.0,,,1.0,,1.0,,1.0,1.0,,,,,,7.0,2.0,,,,,,5.0,6.0,3.0,9.0,1.0,,92.0,55.0,2.0,2.0,2.0,1.0,15.0,3.0,9.0,,,5.0,9.0,6.0,,11.0,,44.0,43.0,1.0,18.0,7.0,,,,,,,26.0,75.0,11.0,8.0,,4.0,1.0,1.0,177.0,1.0,,1.0,1.0,,2.0,,,1.0,1.0,,,,,7.0,1.0,16.0,16.0,1.0,6.0,178.0,67.0,50.0,2.0,2.0,2.0,5.0,4.0,599.0,,,4.0,,1.0,90.0,121.0,39.0,,,,2.0,117.0,117.0,5.0,26.0,18.0,57.9,,,3.0,,15.0,0.0,,,,162.0,,1.0,1.0,,1.0,3.0,,,3.0,13.0,163.0,531.0,5.0,7.0,238.0,41.0,18.0,16.0,5.0,21.0,16.0,1.0,199.0,1.0,392.0,1.0,2.0,7.0,1.0,59.0,2.0,609.0,,0.0,10.0,17.0,,23.0,1.0,800.0,32.0,9.0,10.0,5.0,10.0,0.0
2210463,20.0,2021-12-29 19:30:00,8,Chelsea,Home,141.0,15.0,3.0,5.0,2.0,2.0,1.0,207.0,6.0,1.0,7.0,3.0,3.0,22.0,343.0,,,14.0,14.0,20.0,6.0,1.0,5.0,,,,,,,,,,,,6.0,,,,,,,11.0,10.0,8.0,9.0,2.0,,59.0,73.0,,,,,21.0,3.0,14.0,,,10.0,8.0,2.0,,16.0,1.0,63.0,57.0,,26.0,10.0,,,,,,,24.0,60.0,14.0,7.0,1.0,3.0,1.0,,163.0,1.0,1.0,1.0,,1.0,10.0,,,,1.0,,,,2.0,10.0,1.0,10.0,10.0,,7.0,107.0,63.0,34.0,8.0,,1.0,7.0,5.0,408.0,,,4.0,3.0,,49.0,67.0,30.0,,,,,144.0,144.0,4.0,25.0,34.0,47.7,,2.0,,1.0,21.0,0.0,,,,101.0,1.0,4.0,5.0,2.0,,3.0,,,3.0,15.0,100.0,328.0,7.0,8.0,166.0,35.0,26.0,14.0,9.0,20.0,11.0,,130.0,6.0,284.0,1.0,1.0,15.0,5.0,50.0,1.0,430.0,,0.0,11.0,23.0,1.0,17.0,4.0,640.0,32.0,12.0,7.0,10.0,15.0,0.0
2210473,21.0,2022-01-02 16:30:00,8,Chelsea,Home,246.0,28.0,1.0,5.0,4.0,1.0,,232.0,3.0,4.0,4.0,7.0,1.0,37.0,473.0,,1.0,11.0,17.0,10.0,7.0,1.0,1.0,,,,2.0,3.0,,,,,1.0,1.0,9.0,,,,,,2.0,2.0,7.0,3.0,9.0,6.0,,106.0,80.0,2.0,1.0,1.0,,17.0,4.0,10.0,,2.0,6.0,11.0,8.0,,8.0,3.0,44.0,55.0,,16.0,8.0,1.0,1.0,,,,,26.0,66.0,5.0,13.0,1.0,4.0,,3.0,199.0,1.0,,1.0,1.0,,3.0,,,1.0,,,,,,8.0,,17.0,17.0,,4.0,122.0,72.0,42.0,7.0,1.0,4.0,5.0,6.0,554.0,,,2.0,1.0,,62.0,104.0,30.0,,,,,158.0,158.0,10.0,36.0,30.0,55.3,,,1.0,,17.0,0.0,,,,147.0,2.0,2.0,4.0,,,5.0,,,2.0,15.0,125.0,455.0,10.0,9.0,281.0,50.0,16.0,17.0,5.0,24.0,19.0,,175.0,2.0,317.0,,4.0,33.0,1.0,79.0,3.0,574.0,,0.0,15.0,19.0,2.0,14.0,1.0,782.0,30.0,19.0,13.0,6.0,11.0,0.0
2210485,22.0,2022-01-15 12:30:00,8,Chelsea,Away,252.0,14.0,1.0,2.0,1.0,1.0,,138.0,4.0,2.0,9.0,,4.0,11.0,388.0,1.0,1.0,11.0,16.0,6.0,3.0,,,1.0,,,,,,,,,,,4.0,,,,,,,4.0,8.0,3.0,2.0,2.0,,93.0,59.0,1.0,1.0,,,19.0,1.0,16.0,,,1.0,6.0,3.0,,5.0,,46.0,46.0,,24.0,12.0,,1.0,,,,,24.0,43.0,6.0,11.0,,1.0,1.0,,160.0,,,,,,8.0,,,,1.0,,,,,12.0,,11.0,11.0,3.0,9.0,103.0,54.0,24.0,9.0,,1.0,2.0,1.0,436.0,,,2.0,1.0,,42.0,52.0,14.0,,,,,113.0,113.0,1.0,26.0,23.0,44.3,,,,1.0,19.0,0.0,,,,103.0,4.0,1.0,5.0,,1.0,2.0,,,3.0,17.0,59.0,374.0,9.0,3.0,268.0,38.0,24.0,10.0,1.0,11.0,10.0,1.0,88.0,1.0,202.0,1.0,2.0,12.0,4.0,45.0,4.0,459.0,1.0,0.0,4.0,22.0,3.0,12.0,2.0,639.0,7.0,19.0,7.0,1.0,13.0,0.0
2210493,23.0,2022-01-23 16:30:00,8,Chelsea,Home,293.0,20.0,3.0,6.0,3.0,,1.0,239.0,2.0,,8.0,2.0,4.0,24.0,526.0,,,17.0,8.0,13.0,9.0,2.0,2.0,1.0,,,,,,,,,,,12.0,,,,,,1.0,12.0,4.0,2.0,9.0,6.0,,89.0,58.0,1.0,1.0,,,18.0,3.0,8.0,,,10.0,7.0,6.0,1.0,7.0,3.0,47.0,48.0,,12.0,4.0,,,,,,,23.0,59.0,17.0,14.0,1.0,3.0,3.0,,188.0,2.0,1.0,1.0,1.0,1.0,4.0,,,1.0,,,,,,4.0,,10.0,10.0,,8.0,161.0,80.0,66.0,3.0,,5.0,8.0,7.0,589.0,,,1.0,1.0,,72.0,102.0,37.0,,,,,125.0,125.0,4.0,22.0,24.0,64.6,,,,,18.0,0.0,,,,168.0,2.0,1.0,3.0,2.0,1.0,5.0,,,3.0,10.0,109.0,511.0,5.0,13.0,310.0,36.0,12.0,13.0,10.0,26.0,16.0,1.0,154.0,3.0,322.0,,,5.0,5.0,38.0,,606.0,,0.0,15.0,15.0,,18.0,2.0,779.0,23.0,9.0,6.0,10.0,11.0,0.0
2210502,24.0,2022-01-18 20:00:00,8,Chelsea,Away,270.0,26.0,,2.0,2.0,3.0,,235.0,5.0,1.0,6.0,3.0,3.0,27.0,503.0,,1.0,17.0,8.0,15.0,8.0,,2.0,,,,,1.0,,,,,,,12.0,,,,,,,2.0,7.0,3.0,7.0,8.0,,86.0,64.0,,,,,17.0,7.0,7.0,,,7.0,10.0,7.0,,8.0,1.0,36.0,39.0,,26.0,13.0,,,,,,,27.0,53.0,5.0,6.0,,1.0,,1.0,174.0,1.0,,,1.0,,5.0,,,1.0,,,,,,13.0,,10.0,10.0,,6.0,166.0,56.0,40.0,5.0,1.0,1.0,8.0,3.0,565.0,,,5.0,1.0,,58.0,59.0,33.0,,,,,131.0,131.0,3.0,34.0,21.0,56.8,,2.0,,1.0,17.0,0.0,,,,153.0,1.0,,1.0,,,5.0,,,3.0,8.0,153.0,489.0,8.0,9.0,299.0,40.0,26.0,12.0,7.0,24.0,17.0,,182.0,4.0,304.0,,1.0,9.0,4.0,45.0,,579.0,1.0,0.0,15.0,14.0,2.0,19.0,2.0,765.0,27.0,14.0,4.0,7.0,7.0,0.0
2210513,25.0,2022-04-20 19:45:00,8,Chelsea,Home,279.0,14.0,2.0,3.0,1.0,2.0,,329.0,6.0,,4.0,2.0,8.0,23.0,605.0,,,20.0,14.0,14.0,7.0,,1.0,,,,,,,,,,,,10.0,,,,,,,6.0,10.0,4.0,9.0,2.0,,112.0,60.0,,,,2.0,27.0,4.0,7.0,,,6.0,12.0,1.0,,14.0,,48.0,49.0,2.0,5.0,1.0,1.0,,,,,,27.0,72.0,7.0,4.0,1.0,2.0,1.0,,189.0,1.0,,1.0,1.0,,8.0,,,2.0,,,,,,1.0,,10.0,10.0,,4.0,198.0,66.0,39.0,1.0,1.0,5.0,3.0,2.0,682.0,,,3.0,1.0,,110.0,92.0,34.0,1.0,1.0,1.0,,153.0,153.0,10.0,24.0,22.0,68.0,,,,,27.0,0.0,,,,205.0,,,,,,5.0,1.0,,3.0,17.0,154.0,587.0,10.0,8.0,312.0,35.0,5.0,14.0,6.0,20.0,14.0,,198.0,6.0,412.0,,,10.0,9.0,49.0,1.0,704.0,,0.0,11.0,23.0,3.0,21.0,3.0,879.0,30.0,14.0,8.0,6.0,13.0,0.0
2210524,26.0,2022-02-19 15:00:00,8,Chelsea,Away,214.0,19.0,,2.0,2.0,1.0,,216.0,7.0,,2.0,4.0,2.0,33.0,428.0,,2.0,26.0,9.0,9.0,5.0,,,,,,,1.0,,,,,,,7.0,,,,,,1.0,13.0,5.0,2.0,5.0,4.0,,81.0,57.0,1.0,2.0,,,15.0,3.0,8.0,,1.0,4.0,5.0,4.0,,13.0,,58.0,40.0,,16.0,10.0,,1.0,,,,,27.0,54.0,20.0,4.0,1.0,1.0,,1.0,167.0,1.0,,1.0,1.0,,8.0,,,1.0,1.0,,,,1.0,10.0,,8.0,8.0,,2.0,140.0,63.0,42.0,4.0,,2.0,4.0,3.0,505.0,,,2.0,2.0,,83.0,70.0,25.0,,,,,147.0,147.0,5.0,25.0,25.0,57.4,,,,,15.0,0.0,,,,130.0,,,,,,3.0,,,3.0,12.0,97.0,418.0,7.0,6.0,241.0,33.0,16.0,19.0,4.0,13.0,9.0,,130.0,4.0,290.0,1.0,,19.0,2.0,61.0,3.0,518.0,,0.0,9.0,17.0,2.0,28.0,3.0,691.0,18.0,17.0,10.0,4.0,8.0,0.0
2210534,27.0,2022-05-19 20:00:00,8,Chelsea,Home,260.0,20.0,1.0,6.0,5.0,1.0,,441.0,2.0,2.0,7.0,,5.0,21.0,695.0,,2.0,19.0,8.0,11.0,13.0,1.0,4.0,1.0,,,1.0,2.0,,,,,,,14.0,,,,,,,8.0,,2.0,10.0,10.0,,119.0,56.0,3.0,2.0,1.0,1.0,17.0,8.0,5.0,,,6.0,12.0,7.0,,13.0,,44.0,44.0,1.0,5.0,5.0,,,,,,,31.0,83.0,13.0,7.0,,4.0,2.0,2.0,190.0,1.0,,1.0,1.0,,2.0,,,1.0,1.0,,,,,5.0,,11.0,11.0,1.0,7.0,214.0,57.0,51.0,,1.0,4.0,11.0,7.0,741.0,,,,4.0,,81.0,116.0,51.0,,,,,119.0,119.0,5.0,18.0,26.0,67.2,,,1.0,,17.0,0.0,,,,227.0,,,,1.0,1.0,5.0,,,3.0,13.0,178.0,686.0,9.0,16.0,271.0,39.0,5.0,21.0,5.0,26.0,21.0,1.0,219.0,2.0,505.0,1.0,2.0,6.0,6.0,41.0,1.0,750.0,,0.0,20.0,10.0,2.0,21.0,4.0,940.0,28.0,19.0,16.0,6.0,5.0,0.0
2210542,28.0,2022-03-05 15:00:00,8,Chelsea,Away,376.0,38.0,,2.0,2.0,1.0,,338.0,4.0,,6.0,6.0,10.0,31.0,712.0,,,15.0,15.0,15.0,7.0,,,,,,,,,1.0,,,,,11.0,,,,,,,3.0,4.0,2.0,5.0,6.0,,150.0,60.0,2.0,,3.0,1.0,16.0,6.0,4.0,1.0,,2.0,13.0,,,13.0,,51.0,49.0,1.0,15.0,9.0,,1.0,,,,,24.0,53.0,7.0,12.0,3.0,,,,229.0,3.0,,2.0,3.0,,5.0,,,4.0,,,,,,9.0,,4.0,4.0,,6.0,210.0,75.0,57.0,5.0,1.0,,10.0,5.0,771.0,,,4.0,,,103.0,66.0,25.0,,,,,138.0,138.0,1.0,28.0,24.0,72.6,,,,2.0,16.0,0.0,,,,201.0,1.0,,,,,,1.0,,3.0,10.0,163.0,696.0,7.0,10.0,415.0,63.0,15.0,21.0,2.0,15.0,13.0,,187.0,2.0,390.0,,,18.0,10.0,57.0,1.0,790.0,,0.0,11.0,14.0,,17.0,0.0,969.0,27.0,19.0,9.0,2.0,9.0,0.0
2210554,29.0,2022-03-13 14:00:00,8,Chelsea,Home,246.0,19.0,2.0,2.0,1.0,3.0,,247.0,4.0,,4.0,3.0,5.0,20.0,491.0,,2.0,13.0,15.0,10.0,3.0,2.0,2.0,1.0,,1.0,,1.0,,,,1.0,,,5.0,,,,,,,9.0,5.0,2.0,5.0,3.0,,74.0,56.0,2.0,1.0,1.0,,19.0,1.0,7.0,,1.0,7.0,2.0,7.0,,13.0,2.0,54.0,47.0,,13.0,8.0,,,,,,,23.0,53.0,17.0,17.0,1.0,6.0,2.0,1.0,180.0,1.0,,1.0,1.0,,5.0,,,1.0,,,,,1.0,8.0,1.0,6.0,6.0,,4.0,156.0,44.0,27.0,2.0,,2.0,4.0,3.0,542.0,,,,1.0,,59.0,91.0,29.0,,,,,140.0,140.0,2.0,32.0,18.0,72.8,,,,,19.0,0.0,,,,160.0,1.0,1.0,2.0,,1.0,4.0,,,3.0,8.0,123.0,468.0,12.0,6.0,276.0,32.0,13.0,9.0,6.0,16.0,11.0,1.0,152.0,5.0,310.0,1.0,,17.0,6.0,41.0,3.0,570.0,1.0,0.0,8.0,14.0,2.0,15.0,4.0,749.0,16.0,25.0,6.0,7.0,8.0,0.0
2210567,30.0,2022-03-10 19:30:00,8,Chelsea,Away,329.0,27.0,4.0,4.0,,,,328.0,8.0,,2.0,,6.0,25.0,653.0,1.0,1.0,12.0,4.0,11.0,6.0,2.0,4.0,,,1.0,,1.0,,,,,,,10.0,,,,,,,11.0,2.0,6.0,12.0,3.0,,139.0,43.0,3.0,2.0,1.0,,14.0,3.0,5.0,,,8.0,4.0,1.0,1.0,7.0,2.0,38.0,44.0,,17.0,9.0,,,,,,,22.0,59.0,15.0,8.0,2.0,4.0,,1.0,201.0,3.0,1.0,3.0,2.0,1.0,8.0,,,2.0,,,,,2.0,9.0,,11.0,11.0,1.0,2.0,186.0,66.0,56.0,3.0,,2.0,9.0,7.0,692.0,,,1.0,3.0,,80.0,94.0,27.0,1.0,1.0,1.0,,99.0,99.0,2.0,20.0,18.0,66.3,,,,,14.0,0.0,,,,186.0,1.0,1.0,2.0,1.0,,5.0,1.0,,3.0,14.0,156.0,633.0,6.0,11.0,340.0,35.0,17.0,19.0,7.0,12.0,5.0,,191.0,1.0,384.0,,,3.0,8.0,36.0,1.0,712.0,2.0,0.0,15.0,15.0,2.0,14.0,2.0,867.0,36.0,10.0,10.0,8.0,10.0,0.0
