matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2128389,11.0,2020-12-05 20:00:00,8,Chelsea,Home,141.0,10.0,6.0,8.0,2.0,4.0,1.0,185.0,2.0,,2.0,2.0,8.0,17.0,318.0,,,22.0,11.0,11.0,10.0,6.0,7.0,1.0,,,,,,,,15.0,,,,,1.0,8.0,5.0,3.0,19.0,4.0,,65.0,66.0,6.0,5.0,2.0,2.0,16.0,5.0,13.0,,,8.0,4.0,2.0,1.0,19.0,1.0,66.0,52.0,2.0,19.0,12.0,1.0,,29.0,39.0,12.0,9.0,1.0,,2.0,1.0,,147.0,3.0,1.0,3.0,2.0,1.0,1.0,6.0,,,2.0,,,,,,12.0,1.0,14.0,14.0,2.0,,2.0,104.0,62.0,37.0,4.0,,5.0,14.0,11.0,385.0,,,1.0,1.0,,71.0,35.0,32.0,,,,,,142.0,142.0,10.0,28.0,22.0,45.8,,,3.0,,16.0,0.0,,,,92.0,,2.0,2.0,,,1.0,7.0,1.0,,3.0,14.0,89.0,306.0,5.0,19.0,162.0,24.0,19.0,23.0,8.0,15.0,7.0,2.0,133.0,7.0,261.0,,,13.0,10.0,43.0,1.0,408.0,,0.0,23.0,20.0,,25.0,0.0,624.0,35.0,10.0,,12.0,8.0,10.0,0.0
2128398,12.0,2020-12-12 20:00:00,8,Chelsea,Away,300.0,22.0,,4.0,4.0,2.0,1.0,243.0,7.0,1.0,,2.0,7.0,27.0,539.0,,,34.0,22.0,20.0,6.0,,1.0,,0.0,,1.0,1.0,2.0,,,6.0,0.0,,,1.0,1.0,6.0,8.0,1.0,4.0,6.0,,108.0,55.0,,1.0,,3.0,17.0,3.0,16.0,,,6.0,18.0,9.0,0.0,11.0,2.0,62.0,60.0,3.0,15.0,6.0,,,41.0,73.0,11.0,9.0,,1.0,3.0,1.0,2.0,216.0,,,,,,,7.0,,,0.0,1.0,,,,,6.0,2.0,6.0,6.0,,0.0,,149.0,71.0,53.0,6.0,0.0,3.0,3.0,3.0,617.0,,,2.0,1.0,0.0,52.0,108.0,40.0,1.0,1.0,1.0,,,166.0,166.0,1.0,27.0,25.0,72.0,1.0,,,,17.0,0.0,,,,166.0,3.0,,3.0,,1.0,,4.0,,0.0,2.0,20.0,117.0,519.0,5.0,6.0,335.0,48.0,15.0,17.0,4.0,32.0,28.0,,164.0,5.0,336.0,1.0,1.0,12.0,9.0,56.0,1.0,639.0,,0.0,10.0,17.0,,35.0,3.0,861.0,22.0,21.0,0.0,15.0,6.0,9.0,0.0
2128413,13.0,2020-12-15 18:00:00,8,Chelsea,Away,187.0,28.0,4.0,8.0,4.0,,,245.0,7.0,,6.0,2.0,2.0,40.0,424.0,,,16.0,27.0,12.0,6.0,3.0,4.0,,,,,1.0,1.0,,,7.0,,,1.0,,1.0,8.0,6.0,6.0,7.0,6.0,,73.0,56.0,1.0,2.0,,3.0,16.0,4.0,15.0,,1.0,6.0,13.0,13.0,,8.0,1.0,69.0,48.0,3.0,19.0,13.0,,,36.0,54.0,12.0,12.0,1.0,,4.0,2.0,1.0,157.0,1.0,,1.0,1.0,,,7.0,,,1.0,,,,,1.0,13.0,1.0,7.0,7.0,1.0,,6.0,135.0,47.0,37.0,5.0,,4.0,6.0,3.0,474.0,,,2.0,,,117.0,66.0,44.0,,,,,,128.0,128.0,3.0,26.0,21.0,54.9,1.0,3.0,,,16.0,0.0,,,,129.0,,2.0,2.0,,,,6.0,,,2.0,16.0,119.0,407.0,8.0,10.0,206.0,41.0,19.0,19.0,6.0,34.0,28.0,,157.0,2.0,322.0,,,11.0,2.0,57.0,,494.0,1.0,0.0,13.0,14.0,,17.0,2.0,698.0,35.0,14.0,,10.0,6.0,6.0,0.0
2128418,14.0,2020-12-21 20:00:00,8,Chelsea,Home,254.0,25.0,2.0,5.0,3.0,5.0,,189.0,3.0,,3.0,4.0,6.0,24.0,438.0,,,18.0,25.0,24.0,5.0,1.0,3.0,,,,,,,,,8.0,,,1.0,,,9.0,6.0,,9.0,2.0,,80.0,56.0,5.0,3.0,3.0,2.0,24.0,1.0,7.0,,,5.0,12.0,2.0,1.0,5.0,,63.0,52.0,2.0,26.0,15.0,,1.0,31.0,55.0,11.0,6.0,2.0,,1.0,1.0,,169.0,2.0,1.0,1.0,1.0,1.0,,8.0,,,2.0,,,,,,15.0,1.0,16.0,16.0,3.0,,3.0,140.0,72.0,34.0,4.0,,2.0,6.0,7.0,507.0,,,2.0,,,52.0,61.0,30.0,,,,,,140.0,140.0,3.0,27.0,20.0,53.7,1.0,,,1.0,24.0,0.0,,,,138.0,,,,,,,3.0,1.0,,3.0,15.0,90.0,427.0,14.0,8.0,280.0,41.0,26.0,21.0,4.0,19.0,15.0,,126.0,10.0,266.0,,,26.0,6.0,63.0,,527.0,,0.0,11.0,16.0,,22.0,0.0,726.0,22.0,13.0,,6.0,5.0,9.0,0.0
2128426,15.0,2020-12-26 17:30:00,8,Chelsea,Away,210.0,31.0,4.0,8.0,4.0,4.0,,226.0,4.0,,4.0,7.0,7.0,38.0,428.0,,,12.0,16.0,36.0,10.0,3.0,5.0,1.0,,,1.0,,1.0,,,11.0,,1.0,,1.0,1.0,6.0,12.0,3.0,11.0,8.0,,89.0,52.0,2.0,2.0,1.0,,17.0,5.0,7.0,,1.0,9.0,18.0,8.0,,4.0,3.0,49.0,67.0,,16.0,12.0,,1.0,35.0,64.0,10.0,13.0,1.0,,3.0,1.0,1.0,167.0,1.0,,1.0,1.0,,,7.0,,,1.0,,,,,,12.0,1.0,14.0,14.0,2.0,,4.0,120.0,71.0,46.0,7.0,,7.0,7.0,3.0,482.0,,,4.0,,,56.0,83.0,34.0,1.0,1.0,1.0,,1.0,135.0,135.0,5.0,22.0,21.0,61.0,1.0,,,,17.0,0.0,,,,130.0,4.0,,4.0,,2.0,1.0,11.0,,,3.0,18.0,118.0,408.0,9.0,14.0,235.0,48.0,16.0,21.0,7.0,34.0,27.0,1.0,151.0,5.0,305.0,,,19.0,8.0,67.0,,506.0,1.0,0.0,19.0,10.0,,12.0,1.0,709.0,37.0,15.0,,9.0,9.0,3.0,0.0
2128438,16.0,2020-12-28 17:30:00,8,Chelsea,Home,249.0,26.0,2.0,4.0,2.0,2.0,,209.0,5.0,,4.0,4.0,9.0,37.0,454.0,2.0,,24.0,19.0,15.0,8.0,2.0,2.0,,,,,,,,,14.0,,,,,,11.0,7.0,3.0,10.0,6.0,,86.0,68.0,,1.0,,1.0,19.0,4.0,10.0,,,11.0,14.0,4.0,,9.0,1.0,63.0,39.0,1.0,17.0,10.0,,,32.0,47.0,16.0,3.0,1.0,,,,,169.0,1.0,,1.0,1.0,,,6.0,,,1.0,1.0,,,,,10.0,,14.0,14.0,3.0,,4.0,157.0,62.0,34.0,4.0,,3.0,8.0,5.0,536.0,,,3.0,1.0,,86.0,63.0,33.0,,,,,,161.0,161.0,7.0,33.0,23.0,63.4,,2.0,,,19.0,0.0,,,,138.0,1.0,,1.0,,1.0,,7.0,1.0,,2.0,17.0,111.0,441.0,4.0,11.0,286.0,43.0,17.0,14.0,9.0,27.0,18.0,,150.0,6.0,291.0,1.0,,15.0,9.0,63.0,1.0,550.0,3.0,0.0,16.0,17.0,,26.0,3.0,747.0,30.0,19.0,,4.0,11.0,9.0,0.0
2128448,17.0,2021-01-03 16:30:00,8,Chelsea,Home,325.0,35.0,1.0,3.0,2.0,,1.0,269.0,8.0,,5.0,,5.0,36.0,591.0,,1.0,16.0,14.0,7.0,6.0,2.0,1.0,,,,,,1.0,,,6.0,,,,,1.0,7.0,14.0,4.0,5.0,4.0,,114.0,45.0,1.0,,1.0,,15.0,5.0,9.0,,,5.0,8.0,4.0,,10.0,2.0,52.0,43.0,,5.0,2.0,,,28.0,56.0,11.0,9.0,,1.0,3.0,2.0,1.0,183.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,,2.0,,18.0,18.0,2.0,,6.0,186.0,72.0,59.0,3.0,,2.0,7.0,2.0,634.0,,,4.0,2.0,,79.0,67.0,23.0,,,,,,112.0,112.0,5.0,14.0,20.0,54.6,,,,,15.0,0.0,,,,171.0,2.0,1.0,3.0,,,,2.0,1.0,,3.0,15.0,131.0,571.0,6.0,9.0,345.0,52.0,5.0,24.0,5.0,19.0,14.0,,166.0,,328.0,,,5.0,5.0,55.0,2.0,654.0,,0.0,9.0,11.0,1.0,16.0,3.0,821.0,22.0,9.0,,16.0,5.0,7.0,0.0
2128460,18.0,2021-01-19 20:15:00,8,Chelsea,Away,326.0,30.0,3.0,7.0,4.0,1.0,,240.0,5.0,,5.0,,4.0,37.0,559.0,,,21.0,13.0,10.0,5.0,3.0,3.0,,,1.0,,,1.0,,,5.0,,,,,,10.0,5.0,3.0,8.0,1.0,,99.0,53.0,,,,2.0,22.0,1.0,6.0,,2.0,3.0,7.0,5.0,,9.0,1.0,53.0,53.0,2.0,17.0,8.0,,,30.0,58.0,16.0,7.0,,,3.0,,1.0,155.0,,,,,,,5.0,,,,1.0,,,,,8.0,,5.0,5.0,2.0,,5.0,200.0,61.0,41.0,6.0,,2.0,6.0,5.0,621.0,,,,3.0,,60.0,93.0,28.0,,,,,,123.0,123.0,,26.0,21.0,64.4,,,,,22.0,0.0,,,,182.0,3.0,1.0,4.0,,1.0,,3.0,,,2.0,16.0,116.0,545.0,11.0,8.0,354.0,44.0,17.0,21.0,3.0,15.0,12.0,,151.0,2.0,297.0,1.0,,7.0,6.0,56.0,3.0,636.0,,0.0,9.0,25.0,,23.0,3.0,822.0,14.0,11.0,,11.0,3.0,17.0,0.0
2128468,19.0,2021-01-16 17:30:00,8,Chelsea,Away,297.0,15.0,5.0,5.0,1.0,,,376.0,4.0,,4.0,6.0,8.0,29.0,668.0,1.0,,21.0,22.0,14.0,13.0,5.0,5.0,1.0,,,,,,,1.0,16.0,,,1.0,,,4.0,7.0,3.0,13.0,8.0,,116.0,62.0,2.0,2.0,,2.0,14.0,8.0,10.0,1.0,,12.0,15.0,6.0,,8.0,,62.0,49.0,2.0,12.0,8.0,,1.0,30.0,77.0,10.0,11.0,,,,,,195.0,,,,,,,6.0,,,1.0,,,,,,8.0,2.0,8.0,8.0,1.0,,4.0,241.0,71.0,47.0,1.0,1.0,6.0,12.0,6.0,735.0,,,3.0,1.0,,107.0,94.0,37.0,,,,,,156.0,156.0,5.0,29.0,23.0,69.8,1.0,,,,14.0,0.0,,,,205.0,2.0,1.0,2.0,,,1.0,7.0,1.0,,3.0,20.0,174.0,648.0,7.0,18.0,323.0,34.0,12.0,19.0,10.0,30.0,21.0,1.0,212.0,3.0,464.0,,,18.0,9.0,58.0,3.0,757.0,1.0,0.0,21.0,17.0,,22.0,3.0,967.0,40.0,17.0,,7.0,12.0,9.0,0.0
2128481,20.0,2021-01-27 18:00:00,8,Chelsea,Home,246.0,13.0,3.0,6.0,3.0,2.0,2.0,592.0,7.0,1.0,2.0,2.0,13.0,22.0,832.0,,,17.0,13.0,13.0,10.0,3.0,3.0,,,,,,,,,10.0,,,,,1.0,9.0,2.0,2.0,9.0,5.0,,154.0,51.0,,,,2.0,16.0,4.0,9.0,,,12.0,18.0,5.0,,1.0,,41.0,40.0,2.0,8.0,5.0,,,29.0,80.0,14.0,7.0,,,2.0,2.0,,166.0,,,,,,,7.0,,,,,,,,,5.0,,6.0,6.0,,,2.0,288.0,77.0,72.0,1.0,,5.0,8.0,5.0,884.0,,,,3.0,,123.0,176.0,44.0,,,,,,114.0,114.0,4.0,13.0,32.0,78.9,,,,,16.0,0.0,,,,290.0,,,,,,,5.0,1.0,,3.0,14.0,241.0,818.0,4.0,13.0,252.0,23.0,8.0,10.0,11.0,36.0,25.0,,291.0,3.0,682.0,,1.0,7.0,13.0,32.0,2.0,898.0,2.0,0.0,14.0,15.0,,17.0,1.0,1047.0,31.0,8.0,,6.0,13.0,11.0,0.0
2128488,21.0,2021-01-31 12:00:00,8,Chelsea,Home,302.0,32.0,1.0,3.0,2.0,,,328.0,3.0,,5.0,2.0,8.0,34.0,627.0,1.0,,20.0,22.0,13.0,16.0,,,,,,,,,,,19.0,,,,,,1.0,1.0,,11.0,8.0,,116.0,70.0,2.0,2.0,,1.0,18.0,2.0,6.0,,,4.0,5.0,4.0,1.0,7.0,,50.0,44.0,1.0,17.0,10.0,,,31.0,62.0,7.0,9.0,,,1.0,1.0,,217.0,2.0,,2.0,2.0,,,4.0,,,2.0,,,,,,10.0,1.0,9.0,9.0,1.0,,5.0,202.0,65.0,44.0,2.0,1.0,8.0,10.0,8.0,708.0,,,,1.0,,69.0,109.0,41.0,,,,,,139.0,139.0,5.0,34.0,26.0,71.1,,,,,18.0,0.0,,,,188.0,,,,,,,9.0,,,3.0,16.0,192.0,614.0,12.0,19.0,332.0,52.0,17.0,17.0,4.0,14.0,10.0,,234.0,4.0,405.0,,,17.0,9.0,62.0,2.0,723.0,1.0,0.0,19.0,13.0,,22.0,0.0,890.0,46.0,12.0,,9.0,4.0,8.0,0.0
2128505,22.0,2021-02-04 20:00:00,8,Chelsea,Away,278.0,17.0,1.0,4.0,3.0,1.0,,286.0,2.0,1.0,4.0,1.0,9.0,20.0,560.0,,,10.0,14.0,19.0,12.0,,2.0,,,,,,,,,13.0,1.0,,,,,10.0,3.0,4.0,12.0,4.0,,109.0,57.0,,,1.0,,24.0,7.0,14.0,,,7.0,11.0,2.0,,8.0,1.0,55.0,62.0,,13.0,6.0,,,40.0,58.0,14.0,20.0,,,3.0,2.0,,176.0,,,,,,,5.0,,,,,,,,,6.0,,13.0,13.0,,,4.0,181.0,73.0,49.0,2.0,1.0,5.0,7.0,2.0,605.0,,,,,,63.0,108.0,36.0,,,,,1.0,113.0,113.0,2.0,17.0,32.0,58.0,,,,,24.0,0.0,,,,164.0,,2.0,2.0,,,,7.0,,,3.0,23.0,146.0,539.0,19.0,12.0,293.0,30.0,13.0,18.0,4.0,19.0,15.0,,184.0,1.0,356.0,,1.0,10.0,9.0,44.0,3.0,630.0,,0.0,16.0,10.0,,11.0,3.0,804.0,35.0,11.0,,13.0,7.0,6.0,0.0
2128513,23.0,2021-02-07 19:15:00,8,Chelsea,Away,359.0,24.0,3.0,6.0,3.0,2.0,1.0,301.0,5.0,,4.0,4.0,7.0,29.0,654.0,1.0,1.0,17.0,14.0,20.0,6.0,,2.0,,,,,,,1.0,,6.0,1.0,,,,,7.0,6.0,3.0,7.0,2.0,,137.0,65.0,2.0,1.0,2.0,,21.0,2.0,12.0,,1.0,8.0,3.0,3.0,,12.0,2.0,52.0,57.0,,19.0,12.0,,1.0,31.0,56.0,8.0,8.0,1.0,,3.0,1.0,,230.0,1.0,,1.0,1.0,,,6.0,,,1.0,1.0,,,,,12.0,,5.0,5.0,,,4.0,210.0,73.0,55.0,1.0,1.0,3.0,4.0,3.0,738.0,,,2.0,1.0,1.0,84.0,96.0,32.0,,,,,1.0,151.0,151.0,6.0,32.0,19.0,68.9,,,,,21.0,0.0,,,,179.0,1.0,2.0,3.0,,,,4.0,,,3.0,13.0,141.0,638.0,8.0,7.0,394.0,53.0,19.0,18.0,7.0,14.0,7.0,,189.0,7.0,376.0,1.0,,11.0,9.0,46.0,2.0,756.0,2.0,0.0,9.0,17.0,2.0,20.0,0.0,938.0,26.0,17.0,,12.0,8.0,8.0,0.0
2128518,24.0,2021-02-15 20:00:00,8,Chelsea,Home,276.0,24.0,5.0,7.0,2.0,1.0,,225.0,6.0,,3.0,5.0,10.0,33.0,494.0,,2.0,15.0,11.0,20.0,11.0,4.0,6.0,,,,,,,,,12.0,,,,,,2.0,7.0,3.0,15.0,3.0,,105.0,55.0,2.0,2.0,2.0,2.0,20.0,5.0,11.0,,1.0,10.0,13.0,1.0,,11.0,3.0,46.0,59.0,2.0,17.0,11.0,,,,48.0,9.0,12.0,1.0,,1.0,1.0,,171.0,,,,,,,7.0,,,1.0,,,,,1.0,11.0,,6.0,6.0,,,3.0,141.0,62.0,43.0,5.0,,7.0,8.0,6.0,540.0,,,1.0,1.0,,63.0,52.0,31.0,,,,,,118.0,118.0,4.0,22.0,26.0,65.6,,,,1.0,20.0,0.0,,,,147.0,2.0,2.0,4.0,,,,7.0,,,3.0,,104.0,473.0,8.0,15.0,298.0,41.0,17.0,14.0,8.0,23.0,15.0,,133.0,5.0,289.0,,,11.0,10.0,53.0,,564.0,,0.0,18.0,19.0,2.0,15.0,0.0,752.0,37.0,15.0,,9.0,10.0,10.0,0.0
2128533,25.0,2021-02-20 12:30:00,8,Chelsea,Away,349.0,24.0,1.0,2.0,1.0,,,273.0,5.0,,4.0,3.0,6.0,24.0,620.0,,,24.0,10.0,23.0,5.0,2.0,2.0,,,,,,1.0,,,4.0,1.0,,,,1.0,5.0,4.0,,6.0,3.0,,113.0,66.0,1.0,1.0,1.0,,24.0,2.0,2.0,,,6.0,10.0,2.0,,6.0,,39.0,72.0,,6.0,3.0,,,35.0,59.0,10.0,9.0,1.0,,2.0,,1.0,224.0,,,,,,,5.0,,,,1.0,,,,,3.0,,12.0,12.0,,,4.0,190.0,76.0,56.0,3.0,,4.0,3.0,3.0,709.0,,,,,,79.0,86.0,27.0,,,,,1.0,166.0,166.0,5.0,15.0,42.0,70.9,,,1.0,,24.0,0.0,,,,200.0,,,,,1.0,,4.0,1.0,,3.0,12.0,99.0,603.0,10.0,7.0,381.0,41.0,6.0,29.0,3.0,15.0,12.0,,145.0,3.0,361.0,1.0,,10.0,7.0,43.0,4.0,727.0,,0.0,9.0,22.0,,24.0,1.0,915.0,25.0,25.0,,18.0,6.0,11.0,0.0
2128536,26.0,2021-02-28 16:30:00,8,Chelsea,Home,307.0,13.0,,2.0,2.0,,1.0,237.0,4.0,,2.0,,7.0,19.0,542.0,1.0,,15.0,6.0,6.0,13.0,1.0,,,,,,,,,,15.0,,,,,3.0,9.0,2.0,9.0,8.0,10.0,,94.0,57.0,1.0,1.0,,2.0,11.0,7.0,6.0,,,3.0,10.0,2.0,,4.0,1.0,37.0,58.0,2.0,20.0,13.0,,,30.0,55.0,11.0,12.0,,,3.0,3.0,,142.0,,,,,,,5.0,,,,,,,,,13.0,,12.0,12.0,2.0,,2.0,180.0,40.0,27.0,4.0,,4.0,10.0,6.0,588.0,,,5.0,1.0,,87.0,75.0,19.0,,,,,,111.0,111.0,5.0,23.0,25.0,57.5,,,,,20.0,0.0,,,,192.0,2.0,2.0,4.0,,1.0,,5.0,1.0,,3.0,12.0,124.0,524.0,11.0,14.0,336.0,27.0,20.0,26.0,1.0,16.0,15.0,,146.0,2.0,288.0,1.0,,5.0,7.0,38.0,1.0,608.0,1.0,0.0,18.0,24.0,,18.0,1.0,820.0,14.0,12.0,,16.0,3.0,13.0,0.0
2128549,27.0,2021-03-08 18:00:00,8,Chelsea,Home,376.0,9.0,2.0,3.0,1.0,1.0,,262.0,5.0,1.0,6.0,3.0,14.0,20.0,635.0,,3.0,20.0,12.0,15.0,12.0,2.0,3.0,,,,,1.0,1.0,,,13.0,1.0,,,,1.0,3.0,2.0,5.0,11.0,8.0,,127.0,56.0,3.0,4.0,1.0,,15.0,4.0,6.0,,1.0,7.0,5.0,,,5.0,1.0,38.0,61.0,,11.0,5.0,,,33.0,53.0,11.0,12.0,,,3.0,1.0,1.0,221.0,,,,,,,6.0,,,,,,,,1.0,5.0,,8.0,8.0,,,6.0,181.0,68.0,51.0,3.0,1.0,4.0,10.0,9.0,695.0,,,2.0,1.0,,85.0,86.0,23.0,,,,,1.0,112.0,112.0,4.0,25.0,19.0,65.5,,,,,15.0,0.0,,,,184.0,,1.0,1.0,,2.0,,6.0,,,3.0,19.0,96.0,619.0,5.0,14.0,401.0,28.0,11.0,21.0,5.0,11.0,6.0,,130.0,3.0,323.0,,1.0,12.0,14.0,44.0,1.0,713.0,1.0,0.0,19.0,18.0,4.0,20.0,0.0,882.0,22.0,14.0,,16.0,7.0,9.0,0.0
2128560,28.0,2021-03-13 12:30:00,8,Chelsea,Away,221.0,19.0,2.0,5.0,3.0,,,276.0,4.0,,4.0,2.0,22.0,25.0,492.0,,,19.0,7.0,10.0,14.0,,,,,,,,,,,15.0,,,,,,2.0,4.0,3.0,9.0,6.0,,113.0,70.0,,,,4.0,20.0,5.0,11.0,,,5.0,8.0,1.0,,4.0,2.0,37.0,54.0,4.0,20.0,11.0,,,45.0,64.0,6.0,16.0,,,1.0,1.0,,213.0,,,,,,,4.0,,,,,,,,,11.0,1.0,14.0,14.0,,,4.0,127.0,54.0,37.0,8.0,,2.0,12.0,8.0,563.0,,,3.0,1.0,,96.0,80.0,29.0,,,,,,144.0,144.0,4.0,28.0,34.0,62.3,,,,,20.0,0.0,,,,135.0,2.0,2.0,4.0,,1.0,,2.0,,,3.0,28.0,141.0,470.0,9.0,14.0,244.0,42.0,20.0,20.0,5.0,15.0,10.0,,188.0,2.0,359.0,,,7.0,25.0,49.0,3.0,588.0,,0.0,15.0,17.0,1.0,20.0,0.0,797.0,27.0,20.0,,11.0,5.0,12.0,0.0
2128570,29.0,2021-03-04 20:15:00,8,Chelsea,Away,327.0,27.0,,,,1.0,,142.0,8.0,1.0,12.0,6.0,10.0,25.0,469.0,1.0,1.0,15.0,10.0,9.0,9.0,,,,,,,,,,,11.0,,,,,,4.0,4.0,3.0,7.0,4.0,,93.0,71.0,1.0,1.0,,1.0,13.0,1.0,19.0,,1.0,2.0,6.0,3.0,,10.0,,51.0,45.0,1.0,30.0,11.0,,,27.0,37.0,8.0,9.0,1.0,,1.0,1.0,,200.0,1.0,,,1.0,,,8.0,,,1.0,1.0,,,,,11.0,,11.0,11.0,3.0,,12.0,126.0,52.0,31.0,5.0,,5.0,5.0,5.0,532.0,,,2.0,2.0,,55.0,35.0,20.0,,,,,,126.0,126.0,5.0,29.0,24.0,45.8,,,,,13.0,0.0,,,,130.0,1.0,,1.0,,,,5.0,,,3.0,14.0,68.0,453.0,4.0,10.0,367.0,44.0,30.0,12.0,2.0,12.0,10.0,,87.0,3.0,194.0,1.0,1.0,20.0,11.0,57.0,4.0,549.0,1.0,0.0,11.0,19.0,2.0,16.0,0.0,738.0,17.0,13.0,,8.0,2.0,14.0,0.0
2128578,30.0,2021-04-03 12:30:00,8,Chelsea,Home,254.0,20.0,5.0,6.0,1.0,1.0,,246.0,3.0,,5.0,1.0,3.0,18.0,494.0,,1.0,20.0,12.0,12.0,9.0,4.0,5.0,1.0,,1.0,,1.0,2.0,,,10.0,,,,,1.0,8.0,7.0,7.0,11.0,7.0,,87.0,58.0,2.0,2.0,2.0,,17.0,4.0,10.0,,,10.0,6.0,2.0,,12.0,1.0,52.0,44.0,,11.0,5.0,,1.0,37.0,45.0,11.0,6.0,1.0,,2.0,,2.0,169.0,1.0,,1.0,1.0,,,5.0,,,1.0,,,,,,5.0,2.0,10.0,10.0,2.0,,5.0,166.0,58.0,39.0,3.0,,5.0,9.0,8.0,562.0,,,3.0,1.0,,54.0,74.0,43.0,,,,,,137.0,137.0,7.0,20.0,26.0,66.2,,3.0,,,17.0,0.0,,,,159.0,1.0,1.0,2.0,1.0,,1.0,6.0,,,3.0,19.0,125.0,477.0,10.0,14.0,277.0,37.0,11.0,16.0,10.0,18.0,8.0,1.0,171.0,3.0,322.0,,,11.0,3.0,42.0,1.0,581.0,1.0,1.0,18.0,17.0,2.0,22.0,1.0,756.0,33.0,15.0,,9.0,10.0,7.0,0.0
2128588,31.0,2021-04-10 17:30:00,8,Chelsea,Away,327.0,23.0,6.0,11.0,5.0,,1.0,383.0,3.0,,1.0,2.0,4.0,30.0,699.0,,1.0,14.0,27.0,17.0,16.0,3.0,4.0,1.0,,,,,,,,18.0,,,,,1.0,5.0,1.0,,19.0,4.0,,133.0,65.0,5.0,4.0,2.0,3.0,22.0,7.0,8.0,,,8.0,13.0,2.0,1.0,9.0,,59.0,52.0,3.0,9.0,3.0,,,29.0,62.0,12.0,6.0,3.0,,3.0,2.0,,195.0,3.0,1.0,3.0,2.0,1.0,,4.0,,,3.0,,,,,1.0,3.0,,9.0,9.0,1.0,,1.0,235.0,70.0,54.0,,,6.0,16.0,10.0,770.0,,,,2.0,,93.0,136.0,33.0,,,,,,127.0,127.0,6.0,25.0,32.0,64.3,,,,,22.0,0.0,,,,219.0,,,,,1.0,1.0,6.0,,,3.0,15.0,183.0,689.0,16.0,22.0,356.0,33.0,9.0,14.0,8.0,25.0,17.0,1.0,219.0,2.0,451.0,,,14.0,8.0,51.0,2.0,782.0,1.0,0.0,23.0,20.0,1.0,17.0,0.0,962.0,38.0,9.0,,9.0,8.0,14.0,0.0
