matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321858,21.0,2011-01-02 13:30:00,8,Chelsea,Home,163.0,14.0,3.0,9.0,6.0,3.0,,226.0,4.0,1.0,7.0,1.0,16.0,33.0,380.0,,2.0,20.0,19.0,10.0,12.0,3.0,,,1.0,,1.0,,,,,14.0,1.0,,,,,,7.0,10.0,,50.0,72.0,3.0,4.0,2.0,2.0,9.0,4.0,,9.0,15.0,4.0,1.0,25.0,,73.0,56.0,1.0,15.0,7.0,,1.0,69.0,20.0,12.0,1.0,,2.0,,1.0,182.0,,,,,,,6.0,,,2.0,1.0,,,,1.0,12.0,,14.0,9.0,,7.0,109.0,71.0,50.0,6.0,1.0,4.0,11.0,7.0,,,6.0,1.0,,68.0,71.0,22.0,1.0,1.0,1.0,,1.0,165.0,156.0,5.0,32.0,25.0,60.9,,,0.0,,,,132.0,,2.0,,,6.0,2.0,3.0,103.0,15.0,180.0,33.0,23.0,16.0,8.0,27.0,19.0,,164.0,5.0,320.0,1.0,1.0,10.0,17.0,49.0,,473.0,1.0,0.0,22.0,24.0,6.0,20.0,2.0,704.0,11.0,10.0,9.0,17.0,0.0
321871,22.0,2011-01-05 19:45:00,8,Chelsea,Away,194.0,26.0,2.0,7.0,5.0,5.0,,261.0,5.0,2.0,7.0,6.0,15.0,56.0,448.0,,5.0,28.0,11.0,6.0,14.0,1.0,,,,,1.0,1.0,,,,15.0,,,,,1.0,,1.0,3.0,,57.0,65.0,4.0,5.0,,1.0,6.0,1.0,,9.0,17.0,11.0,,18.0,1.0,46.0,41.0,1.0,11.0,7.0,,1.0,70.0,13.0,15.0,,1.0,2.0,1.0,1.0,181.0,,,,,,,5.0,,,,2.0,,,,1.0,14.0,1.0,25.0,20.0,2.0,7.0,147.0,87.0,64.0,4.0,,8.0,7.0,3.0,,,,1.0,1.0,82.0,80.0,27.0,,,,,,171.0,163.0,5.0,33.0,18.0,67.8,1.0,1.0,0.0,,,,150.0,,2.0,,,10.0,,3.0,129.0,15.0,214.0,43.0,19.0,10.0,9.0,38.0,29.0,,180.0,9.0,359.0,2.0,2.0,20.0,15.0,77.0,3.0,535.0,1.0,0.0,19.0,14.0,9.0,32.0,1.0,752.0,14.0,6.0,9.0,10.0,0.0
321878,23.0,2011-01-15 15:00:00,8,Chelsea,Home,147.0,25.0,7.0,14.0,7.0,8.0,,314.0,3.0,2.0,6.0,4.0,15.0,45.0,447.0,,2.0,28.0,12.0,14.0,19.0,5.0,1.0,,,,1.0,,,,,,,,1.0,1.0,,1.0,2.0,2.0,,50.0,71.0,,1.0,1.0,1.0,10.0,2.0,,14.0,23.0,14.0,1.0,15.0,1.0,50.0,50.0,1.0,17.0,11.0,,,90.0,11.0,6.0,1.0,,,,1.0,201.0,1.0,,,,1.0,,6.0,,,,2.0,,,,,16.0,2.0,16.0,13.0,,6.0,141.0,86.0,59.0,1.0,,13.0,12.0,6.0,,,1.0,2.0,,75.0,92.0,24.0,,,,,,174.0,168.0,3.0,22.0,36.0,64.9,2.0,,0.0,,,,144.0,,2.0,4.0,1.0,15.0,2.0,3.0,149.0,25.0,163.0,35.0,23.0,18.0,13.0,50.0,37.0,,213.0,13.0,423.0,2.0,2.0,14.0,16.0,62.0,1.0,536.0,1.0,0.0,31.0,22.0,7.0,28.0,1.0,789.0,12.0,8.0,14.0,19.0,0.0
321891,24.0,2011-01-24 20:00:00,8,Chelsea,Away,214.0,11.0,1.0,2.0,1.0,2.0,,178.0,1.0,2.0,4.0,5.0,26.0,31.0,390.0,4.0,5.0,33.0,10.0,11.0,10.0,,2.0,,1.0,,1.0,,,,,14.0,,,,,,,6.0,6.0,,81.0,72.0,1.0,1.0,,4.0,4.0,9.0,,3.0,9.0,,,25.0,1.0,53.0,54.0,4.0,20.0,9.0,,,65.0,5.0,7.0,2.0,1.0,2.0,1.0,1.0,193.0,1.0,,,1.0,,,5.0,,,3.0,3.0,,,,,18.0,,9.0,7.0,1.0,6.0,107.0,101.0,57.0,4.0,2.0,2.0,9.0,9.0,,,5.0,3.0,,56.0,39.0,12.0,,,,,,194.0,176.0,1.0,32.0,23.0,52.1,,1.0,0.0,,,,119.0,3.0,1.0,,2.0,3.0,,2.0,63.0,11.0,243.0,25.0,38.0,18.0,2.0,12.0,10.0,2.0,114.0,15.0,269.0,3.0,2.0,20.0,29.0,53.0,2.0,500.0,4.0,0.0,16.0,22.0,8.0,38.0,0.0,747.0,10.0,14.0,3.0,13.0,0.0
321902,25.0,2011-02-01 19:45:00,8,Chelsea,Away,189.0,18.0,4.0,7.0,3.0,6.0,,289.0,3.0,1.0,2.0,7.0,28.0,43.0,471.0,,2.0,22.0,9.0,22.0,15.0,2.0,2.0,,,,,,,,,18.0,1.0,,1.0,,1.0,,1.0,5.0,,78.0,84.0,7.0,6.0,3.0,,5.0,5.0,,6.0,12.0,4.0,1.0,19.0,,49.0,69.0,,9.0,7.0,,1.0,87.0,13.0,10.0,2.0,,2.0,1.0,,210.0,2.0,,2.0,2.0,,1.0,4.0,,,2.0,,,,,1.0,12.0,2.0,18.0,13.0,,2.0,149.0,100.0,71.0,,1.0,7.0,12.0,14.0,,,1.0,4.0,,62.0,76.0,22.0,,,,,1.0,190.0,184.0,5.0,36.0,32.0,64.3,2.0,,0.0,,,,145.0,,2.0,1.0,2.0,9.0,1.0,3.0,104.0,19.0,212.0,33.0,15.0,17.0,6.0,23.0,17.0,3.0,166.0,17.0,393.0,,1.0,24.0,31.0,64.0,5.0,582.0,,0.0,28.0,24.0,8.0,25.0,2.0,818.0,21.0,13.0,6.0,21.0,0.0
321908,26.0,2011-02-06 16:00:00,8,Chelsea,Home,195.0,22.0,4.0,8.0,4.0,,,253.0,6.0,2.0,6.0,3.0,23.0,40.0,440.0,,2.0,22.0,3.0,12.0,10.0,4.0,,,,,,,,,,,,,,,,,6.0,2.0,,58.0,65.0,,,,1.0,6.0,7.0,,4.0,6.0,7.0,,14.0,1.0,40.0,43.0,1.0,13.0,7.0,1.0,,80.0,10.0,9.0,,,,,,170.0,,,,,,,7.0,,,,2.0,,,,1.0,12.0,,14.0,8.0,,6.0,146.0,68.0,46.0,3.0,,9.0,5.0,1.0,,,2.0,3.0,,60.0,56.0,25.0,,,,,,145.0,138.0,3.0,23.0,29.0,56.6,,,0.0,,,,152.0,1.0,1.0,2.0,,13.0,,3.0,100.0,14.0,215.0,37.0,20.0,13.0,4.0,19.0,15.0,,150.0,8.0,330.0,2.0,2.0,15.0,26.0,62.0,3.0,526.0,,0.0,20.0,16.0,2.0,25.0,1.0,716.0,10.0,6.0,4.0,10.0,0.0
321922,27.0,2011-02-14 20:00:00,8,Chelsea,Away,188.0,20.0,2.0,9.0,7.0,2.0,,302.0,2.0,1.0,6.0,4.0,20.0,40.0,481.0,,1.0,26.0,11.0,22.0,21.0,2.0,,,,,,,,,,22.0,,,,,,,6.0,7.0,,61.0,79.0,2.0,2.0,,2.0,4.0,3.0,,6.0,14.0,11.0,,20.0,2.0,59.0,68.0,2.0,13.0,8.0,,1.0,87.0,13.0,10.0,,,2.0,1.0,,185.0,,,,,,,4.0,,,,4.0,,,,,12.0,,18.0,14.0,1.0,6.0,162.0,88.0,53.0,4.0,,17.0,6.0,3.0,,,3.0,,,110.0,76.0,26.0,,1.0,1.0,1.0,,179.0,171.0,9.0,27.0,34.0,62.6,,,0.0,,,,172.0,2.0,3.0,,,18.0,,2.0,142.0,23.0,207.0,33.0,21.0,25.0,6.0,32.0,26.0,,195.0,7.0,405.0,4.0,1.0,15.0,23.0,62.0,3.0,580.0,,0.0,25.0,23.0,6.0,28.0,1.0,837.0,10.0,13.0,6.0,16.0,0.0
321928,28.0,2011-04-20 19:45:00,8,Chelsea,Home,230.0,19.0,3.0,10.0,7.0,1.0,1.0,242.0,2.0,,6.0,5.0,28.0,30.0,462.0,,,13.0,7.0,17.0,9.0,5.0,,,1.0,,1.0,,,,,15.0,,,,,,1.0,5.0,3.0,,75.0,58.0,1.0,,1.0,2.0,2.0,2.0,,7.0,9.0,8.0,,8.0,1.0,37.0,49.0,2.0,4.0,,,,65.0,9.0,11.0,1.0,,3.0,1.0,1.0,175.0,3.0,,1.0,3.0,,,6.0,,,3.0,,,,,,4.0,,19.0,14.0,,6.0,154.0,76.0,48.0,4.0,2.0,10.0,7.0,6.0,,,3.0,1.0,,69.0,59.0,26.0,1.0,1.0,1.0,,,148.0,142.0,3.0,25.0,21.0,57.1,,1.0,0.0,,,,144.0,1.0,,1.0,,12.0,1.0,3.0,107.0,17.0,248.0,33.0,10.0,18.0,7.0,25.0,18.0,,160.0,5.0,325.0,,,10.0,29.0,45.0,2.0,548.0,,0.0,20.0,14.0,8.0,16.0,0.0,717.0,12.0,7.0,7.0,7.0,0.0
321939,29.0,2011-03-07 20:00:00,8,Chelsea,Away,173.0,20.0,6.0,7.0,2.0,5.0,,238.0,2.0,,3.0,4.0,21.0,34.0,404.0,,3.0,19.0,15.0,14.0,10.0,4.0,1.0,,,,1.0,,,,,11.0,1.0,,,,,,8.0,7.0,,57.0,72.0,3.0,1.0,3.0,1.0,6.0,7.0,,13.0,12.0,2.0,1.0,15.0,1.0,51.0,44.0,,14.0,8.0,,,77.0,9.0,5.0,,,2.0,,1.0,196.0,2.0,1.0,2.0,1.0,1.0,,13.0,,,1.0,3.0,,,,1.0,20.0,,21.0,19.0,,3.0,122.0,84.0,51.0,3.0,2.0,5.0,11.0,9.0,,,2.0,1.0,,76.0,55.0,16.0,,,,,1.0,171.0,153.0,2.0,35.0,27.0,56.0,,,0.0,,,,113.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,113.0,16.0,191.0,30.0,31.0,14.0,12.0,25.0,14.0,1.0,160.0,11.0,322.0,3.0,,17.0,24.0,53.0,3.0,488.0,,0.0,20.0,17.0,9.0,19.0,0.0,710.0,15.0,8.0,13.0,14.0,0.0
321949,30.0,2011-03-20 16:00:00,8,Chelsea,Home,182.0,18.0,1.0,6.0,5.0,3.0,1.0,241.0,,1.0,7.0,4.0,21.0,41.0,417.0,1.0,,25.0,12.0,12.0,15.0,,,,,,1.0,,,,,17.0,,,,,,1.0,1.0,4.0,,61.0,68.0,4.0,2.0,2.0,1.0,9.0,9.0,,5.0,13.0,8.0,1.0,19.0,1.0,60.0,64.0,,11.0,4.0,,,66.0,15.0,13.0,,,6.0,3.0,1.0,173.0,2.0,1.0,1.0,1.0,1.0,,3.0,,,1.0,3.0,,,,,11.0,,16.0,13.0,1.0,7.0,126.0,72.0,43.0,1.0,1.0,5.0,12.0,4.0,,,2.0,2.0,,81.0,59.0,29.0,,,,,,163.0,152.0,1.0,38.0,18.0,58.7,,,0.0,,,,134.0,,1.0,2.0,,7.0,1.0,3.0,131.0,17.0,200.0,34.0,21.0,17.0,3.0,27.0,24.0,,172.0,12.0,321.0,4.0,1.0,16.0,23.0,61.0,3.0,494.0,1.0,0.0,20.0,27.0,2.0,31.0,2.0,727.0,16.0,12.0,5.0,20.0,0.0
321963,31.0,2011-04-02 15:00:00,8,Chelsea,Away,112.0,22.0,2.0,7.0,5.0,3.0,,257.0,3.0,1.0,2.0,10.0,19.0,30.0,362.0,,3.0,29.0,15.0,16.0,15.0,3.0,1.0,,,,,,,,,19.0,,,1.0,1.0,,1.0,12.0,3.0,,73.0,55.0,2.0,1.0,1.0,2.0,10.0,7.0,,12.0,12.0,11.0,,12.0,3.0,53.0,47.0,2.0,16.0,9.0,,,77.0,11.0,10.0,1.0,,2.0,,,188.0,1.0,,1.0,1.0,,,11.0,,,1.0,1.0,,,,,14.0,2.0,15.0,13.0,1.0,2.0,97.0,81.0,38.0,5.0,,8.0,11.0,5.0,,,3.0,4.0,,59.0,63.0,34.0,,,,,,198.0,187.0,4.0,21.0,22.0,64.3,2.0,,0.0,,,,111.0,3.0,1.0,3.0,1.0,13.0,,3.0,136.0,19.0,145.0,41.0,27.0,12.0,11.0,34.0,23.0,1.0,184.0,6.0,358.0,1.0,1.0,35.0,22.0,61.0,1.0,469.0,,0.0,28.0,17.0,14.0,30.0,2.0,716.0,19.0,4.0,12.0,11.0,0.0
321971,32.0,2011-04-09 15:00:00,8,Chelsea,Home,132.0,19.0,3.0,5.0,2.0,5.0,,228.0,3.0,2.0,7.0,5.0,17.0,31.0,355.0,2.0,4.0,17.0,9.0,7.0,11.0,1.0,2.0,,1.0,2.0,3.0,,,,,13.0,,,,,,1.0,6.0,8.0,,46.0,71.0,5.0,5.0,,2.0,2.0,5.0,,10.0,20.0,5.0,,14.0,1.0,49.0,66.0,2.0,5.0,4.0,,,83.0,12.0,14.0,,,5.0,1.0,3.0,177.0,,,,,,,9.0,,,,,,,,1.0,7.0,,12.0,11.0,,7.0,103.0,76.0,48.0,5.0,1.0,6.0,6.0,10.0,,,7.0,2.0,,68.0,56.0,22.0,,,,,,162.0,155.0,4.0,37.0,20.0,52.5,,1.0,0.0,,,,106.0,1.0,2.0,1.0,2.0,8.0,,3.0,125.0,12.0,144.0,31.0,12.0,25.0,8.0,34.0,26.0,2.0,172.0,8.0,322.0,,2.0,16.0,20.0,47.0,,432.0,3.0,0.0,20.0,30.0,11.0,18.0,1.0,662.0,16.0,15.0,10.0,22.0,0.0
321984,33.0,2011-04-16 15:00:00,8,Chelsea,Away,206.0,23.0,2.0,8.0,6.0,2.0,,318.0,4.0,,8.0,1.0,24.0,48.0,516.0,,1.0,17.0,4.0,6.0,11.0,2.0,1.0,,,1.0,1.0,,,,,17.0,,,,,,1.0,8.0,6.0,,75.0,78.0,,,1.0,1.0,2.0,4.0,,5.0,18.0,5.0,,8.0,1.0,30.0,39.0,1.0,6.0,3.0,,,89.0,9.0,8.0,2.0,,3.0,,1.0,164.0,1.0,,1.0,1.0,,1.0,8.0,,,3.0,4.0,,,,,4.0,1.0,25.0,17.0,3.0,8.0,162.0,69.0,54.0,3.0,1.0,9.0,5.0,8.0,,,4.0,4.0,,90.0,52.0,27.0,,,,,,130.0,127.0,6.0,35.0,26.0,59.6,,,0.0,,,,181.0,1.0,,,1.0,11.0,,3.0,143.0,14.0,217.0,36.0,9.0,7.0,5.0,28.0,23.0,2.0,188.0,3.0,393.0,5.0,,5.0,25.0,63.0,9.0,582.0,3.0,0.0,21.0,23.0,9.0,18.0,0.0,780.0,10.0,2.0,5.0,18.0,0.0
321991,34.0,2011-04-23 17:30:00,8,Chelsea,Home,192.0,13.0,3.0,7.0,4.0,2.0,,336.0,3.0,,9.0,4.0,27.0,27.0,521.0,1.0,3.0,11.0,9.0,11.0,13.0,1.0,1.0,,,,,,,,,17.0,,,1.0,,,,10.0,8.0,,70.0,79.0,5.0,4.0,2.0,2.0,3.0,8.0,1.0,5.0,10.0,5.0,,12.0,1.0,42.0,49.0,1.0,12.0,5.0,,1.0,82.0,7.0,12.0,1.0,,1.0,1.0,,188.0,3.0,,2.0,3.0,,,8.0,,,3.0,2.0,,,,,10.0,1.0,11.0,8.0,,9.0,164.0,82.0,65.0,7.0,2.0,5.0,12.0,10.0,,,6.0,3.0,,69.0,58.0,26.0,,,,,,134.0,126.0,5.0,40.0,22.0,67.5,1.0,1.0,0.0,,,,172.0,3.0,3.0,,1.0,7.0,,3.0,121.0,17.0,205.0,22.0,19.0,13.0,5.0,21.0,16.0,1.0,172.0,8.0,410.0,2.0,,15.0,30.0,41.0,4.0,594.0,1.0,0.0,20.0,19.0,10.0,11.0,1.0,786.0,9.0,7.0,5.0,17.0,0.0
322001,35.0,2011-04-30 17:30:00,8,Chelsea,Home,136.0,20.0,3.0,8.0,5.0,1.0,1.0,275.0,3.0,2.0,4.0,5.0,18.0,23.0,403.0,,,17.0,4.0,10.0,12.0,3.0,,,,2.0,2.0,,,,,11.0,,,,,,2.0,3.0,10.0,,50.0,72.0,2.0,2.0,1.0,2.0,4.0,12.0,,6.0,7.0,13.0,,19.0,,59.0,70.0,2.0,4.0,3.0,,,92.0,12.0,13.0,1.0,,4.0,3.0,2.0,188.0,2.0,,,2.0,,,6.0,,,2.0,1.0,,,,,8.0,1.0,11.0,8.0,,4.0,106.0,76.0,53.0,5.0,1.0,5.0,12.0,10.0,,,7.0,1.0,,70.0,53.0,35.0,,,,,,146.0,141.0,4.0,27.0,36.0,52.4,,,0.0,,,,129.0,,,,,6.0,,3.0,139.0,17.0,144.0,28.0,9.0,24.0,5.0,28.0,23.0,,186.0,4.0,357.0,1.0,2.0,14.0,20.0,38.0,,473.0,2.0,0.0,20.0,35.0,7.0,19.0,3.0,684.0,14.0,12.0,6.0,26.0,0.0
322011,36.0,2011-05-08 16:10:00,8,Chelsea,Away,136.0,18.0,1.0,4.0,3.0,2.0,,208.0,4.0,1.0,3.0,1.0,20.0,32.0,340.0,,1.0,19.0,5.0,10.0,12.0,1.0,,,1.0,1.0,2.0,,2.0,,,15.0,,,,,,1.0,7.0,6.0,,38.0,61.0,2.0,1.0,1.0,2.0,4.0,12.0,1.0,2.0,8.0,8.0,,17.0,2.0,63.0,51.0,2.0,10.0,8.0,,,73.0,16.0,13.0,,,2.0,1.0,2.0,147.0,1.0,,,1.0,,,9.0,,,1.0,,,,,2.0,18.0,,11.0,7.0,,3.0,107.0,75.0,42.0,7.0,1.0,6.0,8.0,7.0,,,4.0,2.0,,51.0,43.0,18.0,,,,,,152.0,141.0,3.0,32.0,23.0,52.6,,,0.0,,,,114.0,1.0,2.0,2.0,,9.0,,3.0,98.0,14.0,145.0,32.0,21.0,24.0,1.0,18.0,17.0,,140.0,8.0,279.0,,1.0,17.0,21.0,53.0,3.0,406.0,,0.0,20.0,19.0,3.0,27.0,4.0,613.0,11.0,9.0,2.0,14.0,0.0
322021,37.0,2011-05-15 13:30:00,8,Chelsea,Home,201.0,19.0,2.0,5.0,3.0,4.0,,216.0,4.0,,6.0,4.0,26.0,35.0,412.0,,1.0,17.0,7.0,11.0,9.0,1.0,,,,,,,1.0,,,11.0,,,,,,2.0,5.0,11.0,,65.0,58.0,1.0,,1.0,2.0,6.0,5.0,,7.0,13.0,5.0,2.0,15.0,1.0,52.0,56.0,2.0,13.0,8.0,,,69.0,18.0,13.0,,,4.0,2.0,,159.0,2.0,1.0,2.0,,2.0,,6.0,,,,2.0,,,,1.0,12.0,,14.0,14.0,,7.0,119.0,72.0,49.0,4.0,,6.0,6.0,2.0,,,6.0,1.0,,60.0,60.0,19.0,,,,,,142.0,135.0,3.0,32.0,16.0,64.2,,,0.0,,,,141.0,,2.0,1.0,,8.0,1.0,3.0,77.0,12.0,213.0,32.0,20.0,20.0,7.0,27.0,20.0,,121.0,7.0,298.0,3.0,,14.0,29.0,51.0,2.0,484.0,1.0,0.0,16.0,20.0,7.0,19.0,4.0,685.0,10.0,12.0,7.0,13.0,0.0
322029,38.0,2011-05-22 16:00:00,8,Chelsea,Away,200.0,15.0,1.0,4.0,3.0,2.0,,266.0,6.0,3.0,4.0,5.0,23.0,30.0,462.0,,,19.0,9.0,15.0,16.0,2.0,,,,,,,,,,16.0,,,,1.0,,1.0,7.0,5.0,,62.0,64.0,,,,3.0,5.0,7.0,,5.0,19.0,5.0,,9.0,1.0,45.0,50.0,2.0,13.0,9.0,,,61.0,16.0,12.0,,,1.0,1.0,,201.0,,,,,,,9.0,,,,2.0,,,,,17.0,1.0,11.0,7.0,2.0,4.0,129.0,83.0,54.0,6.0,,9.0,9.0,5.0,,,2.0,,,79.0,47.0,20.0,,,,,,141.0,131.0,,35.0,23.0,63.9,1.0,1.0,0.0,,,,145.0,1.0,,,,9.0,,3.0,136.0,18.0,214.0,24.0,22.0,10.0,3.0,28.0,25.0,,173.0,6.0,351.0,3.0,3.0,23.0,26.0,56.0,5.0,537.0,,0.0,19.0,17.0,3.0,20.0,2.0,714.0,10.0,6.0,5.0,11.0,0.0
