matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
695002,11,2013-11-09 15:00:00,8,Chelsea,Home,250.0,26.0,,5.0,5.0,3.0,,306.0,3.0,1.0,4.0,4.0,17.0,66.0,551.0,,1.0,16.0,22.0,19.0,11.0,,,,,,1.0,2.0,,,,,1.0,13.0,1.0,,,,,1.0,3.0,7.0,4.0,,,96.0,47.0,3.0,3.0,2.0,3.0,11.0,6.0,7.0,,,9.0,20.0,11.0,,11.0,,60.0,58.0,3.0,18.0,13.0,1.0,,84.0,11.0,13.0,2.0,,6.0,3.0,2.0,165.0,,,,,,,7.0,1.0,,,13.0,,13.0,13.0,2.0,4.0,181.0,65.0,44.0,4.0,,4.0,7.0,7.0,617.0,1.0,1.0,,77.0,115.0,30.0,,,,1.0,159.0,159.0,8.0,17.0,17.0,67.8,,,11.0,0.0,188.0,1.0,,1.0,,,,4.0,2.0,,3.0,173.0,538.0,4.0,11.0,262.0,46.0,18.0,16.0,8.0,42.0,34.0,,231.0,7.0,410.0,,1.0,15.0,17.0,81.0,3.0,630.0,1.0,0.0,17.0,22.0,1.0,20.0,3.0,844.0,,9.0,5.0,9.0,16.0,0.0
695019,12,2013-11-23 17:30:00,8,Chelsea,Away,187.0,12.0,1.0,4.0,3.0,5.0,,222.0,4.0,,3.0,4.0,15.0,24.0,405.0,,,16.0,14.0,17.0,14.0,1.0,,1.0,,,,1.0,,,,1.0,1.0,17.0,1.0,,,,,,2.0,6.0,2.0,,,79.0,50.0,2.0,2.0,1.0,5.0,15.0,7.0,12.0,,,4.0,9.0,1.0,,9.0,1.0,53.0,54.0,5.0,39.0,29.0,,,64.0,10.0,12.0,,,3.0,1.0,1.0,189.0,1.0,,,1.0,,,9.0,2.0,1.0,1.0,29.0,,8.0,8.0,1.0,3.0,115.0,90.0,46.0,8.0,3.0,5.0,11.0,8.0,476.0,3.0,,,61.0,57.0,13.0,,,,1.0,134.0,134.0,5.0,15.0,25.0,55.1,,,15.0,0.0,107.0,1.0,,1.0,,1.0,1.0,5.0,1.0,,3.0,88.0,393.0,9.0,16.0,200.0,22.0,39.0,14.0,4.0,15.0,11.0,2.0,126.0,14.0,305.0,1.0,,23.0,18.0,47.0,2.0,490.0,,0.0,20.0,21.0,3.0,22.0,0.0,695.0,,7.0,5.0,4.0,15.0,0.0
695023,13,2013-12-01 16:10:00,8,Chelsea,Home,111.0,27.0,3.0,10.0,7.0,3.0,1.0,167.0,3.0,,2.0,5.0,6.0,29.0,268.0,,1.0,34.0,12.0,28.0,10.0,1.0,,,,,1.0,1.0,,,,,,8.0,,,,1.0,,,3.0,2.0,7.0,,,60.0,67.0,2.0,2.0,1.0,1.0,19.0,2.0,11.0,,,8.0,9.0,6.0,2.0,14.0,,65.0,87.0,1.0,31.0,21.0,1.0,,84.0,15.0,14.0,1.0,,3.0,2.0,1.0,169.0,2.0,,2.0,1.0,1.0,,7.0,1.0,2.0,,21.0,1.0,7.0,7.0,,2.0,65.0,94.0,42.0,4.0,,6.0,7.0,7.0,350.0,4.0,2.0,,65.0,61.0,24.0,,,,,184.0,184.0,6.0,26.0,30.0,51.0,1.0,,19.0,0.0,73.0,,,,,1.0,,7.0,,,3.0,90.0,257.0,13.0,13.0,122.0,44.0,31.0,28.0,7.0,24.0,17.0,,148.0,11.0,269.0,2.0,,26.0,6.0,58.0,7.0,367.0,,0.0,16.0,34.0,1.0,44.0,1.0,647.0,,19.0,13.0,8.0,25.0,0.0
695037,14,2013-12-04 19:45:00,8,Chelsea,Away,144.0,11.0,1.0,6.0,5.0,2.0,,279.0,2.0,,3.0,4.0,8.0,26.0,417.0,,2.0,12.0,11.0,18.0,11.0,,,,,,,,,,,,,16.0,,,,,,2.0,4.0,6.0,6.0,,,86.0,63.0,1.0,1.0,1.0,4.0,13.0,3.0,7.0,,1.0,5.0,10.0,4.0,,7.0,1.0,47.0,70.0,4.0,36.0,19.0,,,64.0,14.0,15.0,2.0,,4.0,5.0,,169.0,3.0,,1.0,2.0,1.0,,3.0,2.0,2.0,,19.0,,8.0,8.0,,3.0,127.0,80.0,49.0,6.0,1.0,6.0,8.0,5.0,477.0,5.0,1.0,,94.0,76.0,17.0,,,,,130.0,130.0,4.0,16.0,31.0,55.0,,1.0,13.0,0.0,118.0,,,,,,,11.0,1.0,,3.0,143.0,404.0,8.0,14.0,160.0,32.0,36.0,31.0,4.0,23.0,19.0,1.0,185.0,3.0,363.0,2.0,,17.0,8.0,54.0,,500.0,,0.0,19.0,17.0,3.0,14.0,3.0,713.0,,9.0,21.0,5.0,10.0,0.0
695047,15,2013-12-07 15:00:00,8,Chelsea,Away,175.0,22.0,,2.0,2.0,3.0,1.0,261.0,2.0,,4.0,8.0,16.0,42.0,434.0,1.0,,23.0,35.0,20.0,9.0,1.0,,,,,1.0,1.0,,,,,,11.0,,,1.0,,,3.0,1.0,5.0,4.0,,,71.0,62.0,,,,5.0,11.0,3.0,8.0,,1.0,2.0,13.0,1.0,,13.0,,67.0,63.0,5.0,30.0,19.0,1.0,,72.0,8.0,14.0,2.0,,2.0,3.0,1.0,173.0,1.0,,,1.0,,,5.0,1.0,1.0,2.0,19.0,1.0,9.0,9.0,,4.0,137.0,92.0,58.0,5.0,,6.0,5.0,6.0,496.0,1.0,3.0,,97.0,65.0,27.0,,,,,140.0,140.0,5.0,26.0,25.0,57.1,1.0,,11.0,0.0,131.0,,,,,,,6.0,,,3.0,122.0,420.0,8.0,11.0,184.0,42.0,30.0,25.0,2.0,19.0,17.0,,168.0,13.0,347.0,1.0,,29.0,16.0,70.0,,512.0,2.0,0.0,15.0,14.0,,27.0,1.0,725.0,,14.0,17.0,2.0,10.0,0.0
695053,16,2013-12-14 15:00:00,8,Chelsea,Home,218.0,17.0,,4.0,4.0,5.0,,312.0,5.0,1.0,7.0,6.0,17.0,41.0,526.0,1.0,,19.0,22.0,16.0,9.0,,,,,,,1.0,,,,,,15.0,,,,,,,3.0,8.0,2.0,,,93.0,76.0,,2.0,1.0,1.0,10.0,3.0,11.0,1.0,,3.0,13.0,2.0,,15.0,1.0,79.0,63.0,1.0,36.0,26.0,,,94.0,13.0,6.0,1.0,,2.0,,1.0,212.0,1.0,,,1.0,,,7.0,2.0,1.0,,26.0,1.0,18.0,18.0,2.0,7.0,142.0,81.0,51.0,1.0,1.0,4.0,6.0,7.0,594.0,2.0,,,101.0,81.0,16.0,,,,,145.0,145.0,3.0,31.0,33.0,69.7,,,10.0,0.0,159.0,3.0,1.0,3.0,,2.0,,6.0,,,3.0,172.0,518.0,5.0,10.0,234.0,35.0,36.0,35.0,3.0,18.0,15.0,,218.0,8.0,390.0,1.0,1.0,21.0,17.0,71.0,2.0,606.0,1.0,0.0,16.0,24.0,1.0,22.0,2.0,843.0,,11.0,17.0,3.0,23.0,0.0
695061,17,2013-12-23 20:00:00,8,Chelsea,Away,148.0,6.0,1.0,2.0,1.0,5.0,,125.0,7.0,,5.0,5.0,13.0,22.0,271.0,,,14.0,19.0,27.0,10.0,1.0,,1.0,,,,1.0,,1.0,,,,10.0,,,1.0,,,2.0,2.0,5.0,2.0,8.0,5.0,61.0,46.0,,,,4.0,5.0,4.0,6.0,1.0,,6.0,4.0,3.0,,10.0,1.0,53.0,61.0,4.0,36.0,22.0,,,53.0,11.0,7.0,,,1.0,1.0,1.0,148.0,,,,,,,11.0,,,,22.0,1.0,6.0,6.0,1.0,5.0,61.0,71.0,37.0,8.0,,5.0,6.0,4.0,330.0,4.0,2.0,,35.0,51.0,30.0,,,,,131.0,131.0,3.0,15.0,23.0,38.6,1.0,,9.0,0.0,81.0,2.0,,1.0,,1.0,1.0,5.0,,,3.0,59.0,257.0,5.0,11.0,166.0,21.0,36.0,17.0,5.0,13.0,8.0,2.0,99.0,10.0,198.0,,,22.0,13.0,46.0,2.0,351.0,,0.0,13.0,17.0,1.0,26.0,1.0,532.0,15.0,7.0,10.0,6.0,12.0,0.0
695073,18,2013-12-26 15:00:00,8,Chelsea,Home,110.0,17.0,4.0,10.0,6.0,7.0,2.0,207.0,1.0,,2.0,9.0,7.0,32.0,307.0,,2.0,25.0,12.0,27.0,13.0,3.0,,,,,,,,,,,,14.0,,,,,,2.0,1.0,4.0,4.0,,,69.0,56.0,2.0,2.0,,4.0,27.0,5.0,9.0,,,13.0,12.0,1.0,,8.0,,48.0,65.0,4.0,24.0,16.0,,,68.0,14.0,9.0,1.0,,2.0,3.0,,156.0,1.0,,,1.0,,,7.0,1.0,,,16.0,,26.0,26.0,1.0,2.0,93.0,67.0,43.0,7.0,,6.0,11.0,7.0,392.0,2.0,2.0,,69.0,55.0,28.0,,,,,153.0,153.0,8.0,21.0,23.0,45.5,,,27.0,0.0,85.0,1.0,,1.0,,,,7.0,1.0,,3.0,117.0,298.0,15.0,17.0,126.0,31.0,24.0,16.0,12.0,28.0,16.0,,172.0,16.0,305.0,,,26.0,8.0,50.0,1.0,403.0,,0.0,19.0,19.0,2.0,29.0,1.0,633.0,,12.0,10.0,13.0,12.0,0.0
695083,19,2013-12-29 16:00:00,8,Chelsea,Home,169.0,13.0,1.0,6.0,5.0,2.0,2.0,162.0,1.0,1.0,2.0,6.0,8.0,30.0,325.0,,,19.0,20.0,12.0,6.0,1.0,,,,,,1.0,,,,,,9.0,,,,,,1.0,3.0,5.0,3.0,,,76.0,63.0,1.0,1.0,,3.0,18.0,1.0,12.0,,,4.0,7.0,1.0,,18.0,2.0,76.0,57.0,3.0,21.0,10.0,,2.0,69.0,17.0,17.0,2.0,,4.0,3.0,1.0,165.0,1.0,,1.0,1.0,,,2.0,2.0,1.0,1.0,10.0,,15.0,15.0,,2.0,82.0,86.0,42.0,2.0,,4.0,4.0,5.0,404.0,3.0,2.0,,72.0,55.0,18.0,,,,,163.0,163.0,10.0,21.0,26.0,52.1,,1.0,18.0,0.0,100.0,1.0,2.0,3.0,,1.0,,5.0,,,3.0,85.0,315.0,10.0,8.0,184.0,23.0,21.0,22.0,4.0,15.0,11.0,1.0,143.0,9.0,254.0,1.0,1.0,35.0,8.0,63.0,1.0,423.0,2.0,0.0,11.0,19.0,2.0,29.0,4.0,637.0,,12.0,10.0,4.0,16.0,0.0
695096,20,2014-01-01 15:00:00,8,Chelsea,Away,142.0,17.0,,,,3.0,,151.0,4.0,,1.0,5.0,12.0,27.0,293.0,,2.0,19.0,10.0,15.0,6.0,1.0,,,,,,,,,,,2.0,9.0,,,,,,,2.0,9.0,3.0,,,71.0,67.0,2.0,1.0,2.0,1.0,10.0,3.0,9.0,,,8.0,7.0,,,10.0,,46.0,86.0,1.0,32.0,15.0,,1.0,62.0,10.0,13.0,1.0,,1.0,1.0,,163.0,2.0,,1.0,2.0,,,7.0,3.0,1.0,,15.0,1.0,8.0,8.0,,1.0,80.0,74.0,34.0,6.0,2.0,3.0,6.0,5.0,384.0,5.0,3.0,,67.0,52.0,8.0,,,,,170.0,170.0,4.0,26.0,33.0,45.6,,3.0,11.0,0.0,89.0,2.0,,2.0,,,,3.0,2.0,,3.0,74.0,282.0,7.0,9.0,163.0,36.0,32.0,31.0,6.0,14.0,8.0,,128.0,10.0,254.0,1.0,,25.0,14.0,54.0,7.0,403.0,,0.0,11.0,35.0,2.0,26.0,1.0,628.0,,8.0,23.0,8.0,30.0,0.0
