matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTotal,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2292919,11,2022-10-15 15:00:00,17,Nott'm Forest,Away,147.0,16.0,1.0,3.0,2.0,1.0,1.0,81.0,3.0,,5.0,3.0,5.0,22.0,225.0,,,15.0,9.0,17.0,4.0,1.0,1.0,,1.0,1.0,,6.0,,1.0,,,,1.0,5.0,8.0,1.0,6.0,4.0,44.0,51.0,,1.0,,1.0,12.0,2.0,3.0,,1.0,5.0,3.0,5.0,,11.0,,40.0,56.0,1.0,21.0,9.0,,,19.0,46.0,13.0,16.0,,,4.0,2.0,1.0,134.0,,,,,,,8.0,,1.0,2.0,9.0,,7.0,7.0,,5.0,71.0,64.0,28.0,4.0,,3.0,2.0,2.0,284.0,1.0,1.0,40.0,24.0,25.0,1.0,1.0,1.0,,1.0,138.0,138.0,2.0,17.0,22.0,42.0,,,,,12.0,0.0,64.0,,1.0,1.0,,,6.0,,,4.0,12.0,37.0,208.0,5.0,5.0,172.0,37.0,21.0,13.0,5.0,15.0,10.0,,76.0,8.0,156.0,1.0,,15.0,5.0,57.0,1.0,313.0,,0.0,10.0,16.0,,19.0,2.0,482.0,16.0,15.0,7.0,5.0,6.0,0.0
2292923,12,2022-10-18 19:30:00,17,Nott'm Forest,Away,122.0,13.0,,1.0,1.0,,,55.0,9.0,,9.0,3.0,4.0,12.0,176.0,,,16.0,16.0,15.0,3.0,,1.0,1.0,,,,2.0,,,,,,,5.0,14.0,5.0,3.0,,41.0,43.0,,,,2.0,21.0,,2.0,,,1.0,5.0,,,6.0,3.0,42.0,42.0,2.0,24.0,12.0,,,19.0,38.0,14.0,10.0,,,,1.0,,126.0,,,,,,,13.0,,2.0,1.0,12.0,,9.0,9.0,,9.0,47.0,43.0,13.0,9.0,,3.0,,,236.0,5.0,2.0,33.0,39.0,13.0,,,,,,121.0,121.0,4.0,15.0,12.0,29.7,,,,3.0,21.0,0.0,46.0,6.0,1.0,7.0,,1.0,3.0,,,5.0,11.0,31.0,159.0,8.0,3.0,150.0,39.0,24.0,9.0,1.0,7.0,6.0,1.0,62.0,5.0,117.0,2.0,,17.0,4.0,44.0,,260.0,,0.0,3.0,13.0,,20.0,1.0,435.0,6.0,14.0,4.0,1.0,8.0,0.0
2292935,13,2022-10-22 12:30:00,17,Nott'm Forest,Home,93.0,7.0,,1.0,1.0,2.0,,53.0,7.0,,5.0,,1.0,11.0,145.0,,,6.0,11.0,11.0,9.0,,,3.0,,,,8.0,,,,,1.0,2.0,9.0,14.0,1.0,6.0,4.0,24.0,64.0,4.0,4.0,1.0,2.0,14.0,2.0,6.0,,,2.0,3.0,2.0,,9.0,3.0,44.0,46.0,2.0,38.0,19.0,,,32.0,40.0,14.0,8.0,1.0,,1.0,1.0,,115.0,,,,,,,11.0,,,1.0,19.0,1.0,8.0,8.0,1.0,5.0,44.0,55.0,15.0,11.0,,1.0,8.0,7.0,207.0,1.0,,31.0,28.0,14.0,,,,,,130.0,130.0,3.0,31.0,24.0,24.8,1.0,,,,20.0,0.0,44.0,6.0,1.0,7.0,,3.0,1.0,,,4.0,17.0,35.0,134.0,14.0,9.0,114.0,18.0,38.0,13.0,2.0,8.0,6.0,3.0,65.0,5.0,121.0,,,17.0,1.0,43.0,3.0,227.0,,0.0,10.0,19.0,,13.0,2.0,427.0,11.0,17.0,8.0,2.0,15.0,0.0
2292941,14,2022-10-30 14:00:00,17,Nott'm Forest,Away,140.0,14.0,2.0,3.0,1.0,2.0,1.0,70.0,10.0,,4.0,3.0,,24.0,207.0,,,12.0,10.0,13.0,1.0,1.0,1.0,,,,,4.0,,,,,,,4.0,18.0,6.0,2.0,3.0,44.0,44.0,,,,,16.0,1.0,1.0,1.0,,4.0,3.0,2.0,,6.0,2.0,32.0,51.0,,30.0,19.0,,1.0,21.0,34.0,8.0,9.0,,,1.0,2.0,,108.0,,,,,,,11.0,,,1.0,19.0,,5.0,5.0,2.0,4.0,62.0,48.0,23.0,9.0,,1.0,1.0,2.0,250.0,10.0,,29.0,34.0,15.0,,,,,,109.0,109.0,6.0,25.0,8.0,30.9,,,,,16.0,0.0,61.0,5.0,,4.0,3.0,,2.0,,,5.0,10.0,35.0,184.0,10.0,2.0,162.0,33.0,30.0,12.0,4.0,11.0,7.0,,66.0,8.0,124.0,,,11.0,1.0,52.0,2.0,275.0,,0.0,5.0,25.0,,14.0,1.0,453.0,15.0,15.0,4.0,4.0,14.0,0.0
2292955,15,2022-11-05 15:00:00,17,Nott'm Forest,Home,144.0,21.0,,4.0,4.0,5.0,1.0,177.0,3.0,,2.0,4.0,1.0,29.0,317.0,,1.0,23.0,14.0,16.0,7.0,2.0,1.0,1.0,,,,13.0,,,,,,1.0,6.0,4.0,2.0,9.0,6.0,65.0,58.0,2.0,3.0,,3.0,17.0,2.0,4.0,,,3.0,11.0,9.0,,10.0,,40.0,54.0,3.0,17.0,10.0,,,17.0,65.0,10.0,10.0,,2.0,2.0,2.0,,162.0,1.0,,,1.0,,,7.0,1.0,,,10.0,,5.0,5.0,1.0,2.0,104.0,82.0,40.0,3.0,1.0,3.0,7.0,7.0,398.0,1.0,2.0,70.0,67.0,31.0,1.0,1.0,1.0,,,163.0,163.0,5.0,25.0,23.0,47.2,,2.0,1.0,,17.0,0.0,88.0,,,,1.0,1.0,6.0,,,4.0,10.0,85.0,303.0,8.0,10.0,170.0,54.0,17.0,12.0,3.0,25.0,22.0,1.0,137.0,11.0,274.0,,,14.0,1.0,75.0,,419.0,,0.0,15.0,18.0,1.0,30.0,2.0,604.0,25.0,17.0,10.0,3.0,11.0,0.0
2292966,16,2022-11-12 15:00:00,17,Nott'm Forest,Home,148.0,17.0,,1.0,1.0,,,56.0,5.0,1.0,3.0,2.0,1.0,16.0,203.0,,1.0,16.0,14.0,9.0,5.0,1.0,,,1.0,1.0,,5.0,,,,,,3.0,7.0,8.0,,7.0,2.0,39.0,58.0,,,1.0,1.0,3.0,1.0,4.0,,1.0,1.0,9.0,3.0,,8.0,,40.0,47.0,1.0,25.0,17.0,,,25.0,32.0,11.0,13.0,1.0,,2.0,2.0,1.0,123.0,,,,,,,7.0,1.0,,,17.0,,11.0,11.0,,3.0,62.0,40.0,11.0,5.0,,4.0,2.0,2.0,266.0,1.0,1.0,20.0,43.0,22.0,,1.0,1.0,,,120.0,120.0,3.0,31.0,21.0,31.5,,,,,11.0,0.0,60.0,,,,1.0,,6.0,,,4.0,14.0,34.0,191.0,3.0,6.0,178.0,37.0,25.0,7.0,1.0,15.0,14.0,,61.0,7.0,121.0,,1.0,14.0,2.0,46.0,3.0,284.0,,0.0,9.0,21.0,2.0,21.0,1.0,444.0,11.0,5.0,4.0,1.0,12.0,0.0
2292978,17,2022-12-27 20:00:00,17,Nott'm Forest,Away,103.0,19.0,2.0,4.0,2.0,,1.0,125.0,6.0,,1.0,1.0,,20.0,224.0,1.0,,17.0,7.0,6.0,3.0,2.0,3.0,,,,,4.0,,,,,,1.0,1.0,12.0,5.0,5.0,3.0,48.0,60.0,,,,,10.0,2.0,3.0,,1.0,9.0,9.0,4.0,,13.0,5.0,31.0,47.0,,24.0,7.0,,,17.0,47.0,4.0,13.0,,,3.0,2.0,,131.0,,,,,,,7.0,,,,7.0,,8.0,8.0,3.0,1.0,70.0,51.0,23.0,9.0,,1.0,4.0,3.0,291.0,6.0,,39.0,67.0,25.0,,,,,,152.0,152.0,3.0,34.0,21.0,34.2,,,,1.0,25.0,0.0,65.0,5.0,,5.0,1.0,,3.0,,,5.0,11.0,69.0,208.0,10.0,5.0,126.0,46.0,24.0,15.0,9.0,24.0,15.0,,115.0,3.0,212.0,,,8.0,1.0,49.0,2.0,314.0,1.0,0.0,8.0,17.0,,23.0,1.0,514.0,20.0,17.0,11.0,9.0,11.0,0.0
2292986,18,2023-01-01 16:30:00,17,Nott'm Forest,Home,106.0,13.0,,,,1.0,,90.0,3.0,,4.0,1.0,,13.0,196.0,,1.0,15.0,7.0,6.0,9.0,,1.0,4.0,,,,9.0,,,1.0,,,2.0,9.0,6.0,1.0,8.0,4.0,44.0,56.0,,,,,7.0,3.0,7.0,,,1.0,9.0,1.0,1.0,8.0,,46.0,41.0,,15.0,8.0,,,21.0,42.0,16.0,14.0,,,1.0,1.0,,106.0,1.0,,1.0,,1.0,,4.0,,,,8.0,1.0,11.0,11.0,,5.0,35.0,52.0,26.0,2.0,,4.0,6.0,5.0,236.0,3.0,3.0,35.0,29.0,24.0,,,,,,114.0,114.0,6.0,25.0,19.0,27.7,1.0,,1.0,,15.0,0.0,71.0,1.0,,1.0,,4.0,4.0,,,3.0,9.0,44.0,185.0,7.0,10.0,122.0,33.0,15.0,11.0,1.0,12.0,11.0,4.0,77.0,3.0,146.0,1.0,,11.0,,44.0,2.0,256.0,,0.0,12.0,18.0,1.0,21.0,2.0,432.0,19.0,14.0,3.0,1.0,10.0,0.0
2292999,19,2023-01-04 19:30:00,17,Nott'm Forest,Away,108.0,13.0,,1.0,1.0,2.0,,73.0,4.0,,3.0,3.0,3.0,17.0,180.0,,,10.0,25.0,30.0,6.0,,1.0,,,,,8.0,,,1.0,,,2.0,5.0,7.0,1.0,3.0,8.0,37.0,65.0,2.0,1.0,1.0,1.0,8.0,1.0,3.0,,,2.0,6.0,2.0,,9.0,,59.0,69.0,1.0,33.0,21.0,,,23.0,39.0,17.0,14.0,1.0,,,1.0,,140.0,1.0,,1.0,1.0,,,11.0,1.0,2.0,,21.0,1.0,10.0,10.0,1.0,3.0,59.0,62.0,20.0,6.0,,5.0,2.0,1.0,254.0,2.0,4.0,33.0,43.0,15.0,,,,,,158.0,158.0,6.0,30.0,21.0,37.5,1.0,,,1.0,14.0,0.0,47.0,,,,,,9.0,,,5.0,11.0,34.0,166.0,8.0,7.0,137.0,35.0,33.0,8.0,2.0,11.0,9.0,,70.0,10.0,157.0,2.0,,20.0,3.0,53.0,,283.0,,0.0,11.0,22.0,,15.0,2.0,479.0,16.0,22.0,3.0,2.0,11.0,0.0
2293007,20,2023-01-14 15:00:00,17,Nott'm Forest,Home,141.0,25.0,,3.0,3.0,3.0,,122.0,3.0,1.0,6.0,3.0,1.0,20.0,260.0,,1.0,12.0,11.0,13.0,9.0,,,1.0,,2.0,1.0,13.0,,,,,,,4.0,4.0,2.0,8.0,7.0,51.0,71.0,3.0,1.0,2.0,5.0,16.0,6.0,4.0,,1.0,3.0,7.0,6.0,,9.0,,38.0,51.0,5.0,27.0,13.0,,,21.0,48.0,11.0,11.0,2.0,,3.0,3.0,2.0,141.0,2.0,,2.0,2.0,,,5.0,2.0,2.0,,13.0,,9.0,9.0,,6.0,84.0,56.0,32.0,5.0,,4.0,7.0,5.0,330.0,2.0,,50.0,36.0,31.0,,,,,,133.0,133.0,9.0,28.0,25.0,38.8,,,,1.0,27.0,0.0,69.0,,1.0,1.0,,1.0,4.0,,,4.0,5.0,64.0,250.0,16.0,11.0,162.0,45.0,27.0,16.0,3.0,19.0,16.0,1.0,107.0,8.0,202.0,2.0,1.0,18.0,2.0,50.0,2.0,345.0,,0.0,15.0,14.0,2.0,15.0,1.0,552.0,18.0,15.0,13.0,3.0,6.0,0.0
