playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throwInsToOppositionPlayer,lastPlayerTackle,redCards2ndYellow,clearancesOffTheLine,successfulLaunches,secondGoalAssists,setPiecesGoals,freekickTotal,attemptsFromSetPieces,hitWoodwork,expectedGoalsFreekick,foulWonPenalty,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,successfulCornersIntoBox,unsuccessfulCornersIntoBox,penaltiesConceded,headedGoals,ownGoalScored,otherGoals,penaltiesTaken,penaltyGoals
205533,Eddie Nketiah,Forward,Arsenal,3,England,2018-19,8.0,,0.3295,0.0,2.0,1.0,,0.0754,1.0,1.0,,1.0,5.0,,1.0,,2.0,,20.0,1.0,2.0,1.0,,5.0,,2.0,,,,,63.0,,,2.0,5.0,,1.0,5.0,18.0,6.0,,3.266,1.0,1.0,3.0,2.0,6.0,1.0,2.0,0.0,13.0,,0.0,3.0,3.0,5.0,,,,1.0,2.0,13.0,3.0,,5.0,2.0,11.0,,0.0,19.0,,2.0,10.0,1.0,2.0,,5.0,1.0,,,11.0,37.0,,,,,5.0,,,0.2042,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209289,Emile Smith Rowe,Midfielder,Arsenal,3,England,2018-19,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98980,Emiliano Martínez,Goalkeeper,Arsenal,3,Argentina,2018-19,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84450,Granit Xhaka,Midfielder,Arsenal,3,Switzerland,2018-19,142.0,9.0,3.5241,0.0,9.0,12.0,1.0,3.3227,52.0,20.0,5.0,232.0,29.0,2.0,14.0,29.0,329.0,29.0,2245.0,4.0,1.0,2.0,8.0,,95.0,93.0,7.0,6.0,31.0,2.0,2500.0,2.0,,41.0,161.0,3.0,58.0,109.0,1757.0,9.0,7.0,40.1704,38.0,54.0,37.0,1.0,101.0,636.0,52.0,1.0,303.0,26.0,2.0,718.0,207.0,29.0,6.0,,23.0,4.0,7.0,988.0,34.0,98.0,24.0,1.0,210.0,52.0,0.0,2146.0,8.0,13.0,486.0,29.0,7.0,9.0,539.0,45.0,36.0,159.0,352.0,2784.0,34.0,4.0,8.0,22.0,959.0,29.0,2.0,2.041,10.0,97.0,97.0,4.0,,,,5.0,,2.0,7.0,7.0,,0.4249,,,,,,,,,,,,,,,,21.0,56.0,2.0,,,,,
57249,Henrikh Mkhitaryan,Midfielder,Arsenal,3,Armenia,2018-19,122.0,5.0,4.3084,0.0,17.0,14.0,5.0,4.3451,28.0,32.0,5.0,141.0,25.0,4.0,33.0,19.0,160.0,36.0,796.0,6.0,3.0,3.0,10.0,6.0,46.0,46.0,2.0,2.0,8.0,6.0,1644.0,6.0,6.0,25.0,79.0,3.0,64.0,58.0,616.0,80.0,3.0,25.5909,25.0,11.0,26.0,7.0,97.0,168.0,10.0,1.0,201.0,32.0,3.0,202.0,124.0,25.0,2.0,3.0,6.0,2.0,32.0,447.0,23.0,55.0,57.0,7.0,155.0,21.0,0.0,761.0,18.0,20.0,333.0,22.0,20.0,2.0,238.0,27.0,16.0,20.0,188.0,1197.0,11.0,8.0,10.0,6.0,197.0,18.0,3.0,5.094,1.0,19.0,41.0,,,,,,2.0,,1.0,1.0,1.0,0.0957,,,,,,,,,,,,,,,,2.0,15.0,,1.0,,,,
98745,Héctor Bellerín,Defender,Arsenal,3,Spain,2018-19,69.0,9.0,2.4761,0.0,8.0,4.0,1.0,0.2232,15.0,10.0,6.0,108.0,19.0,5.0,1.0,18.0,124.0,30.0,785.0,,1.0,,3.0,1.0,,45.0,3.0,2.0,9.0,2.0,1533.0,2.0,,24.0,57.0,2.0,38.0,36.0,636.0,53.0,2.0,21.236,3.0,33.0,21.0,5.0,45.0,34.0,6.0,0.0,126.0,12.0,,225.0,79.0,19.0,2.0,,3.0,,8.0,352.0,19.0,30.0,23.0,5.0,81.0,21.0,0.0,776.0,6.0,15.0,209.0,12.0,15.0,5.0,332.0,16.0,20.0,25.0,194.0,1159.0,124.0,3.0,3.0,10.0,318.0,5.0,1.0,0.9365,3.0,16.0,44.0,8.0,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
200089,Joe Willock,Midfielder,Arsenal,3,England,2018-19,5.0,,0.0087,0.0,1.0,,,,1.0,1.0,,2.0,2.0,,1.0,1.0,3.0,,15.0,,,,,1.0,,2.0,,,,,64.0,,,1.0,4.0,,2.0,3.0,11.0,3.0,,2.1932,,,1.0,1.0,4.0,1.0,2.0,0.0,9.0,1.0,,5.0,1.0,2.0,,,1.0,,2.0,10.0,1.0,,4.0,1.0,7.0,1.0,0.0,15.0,1.0,1.0,10.0,,,,5.0,,1.0,1.0,4.0,31.0,,1.0,,1.0,2.0,,,0.1115,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233963,Konstantinos Mavropanos,Defender,Arsenal,3,Greece,2018-19,5.0,,0.0168,0.0,,,,,1.0,2.0,,9.0,4.0,,,3.0,10.0,,137.0,,,,,1.0,,5.0,,,,,149.0,,,3.0,5.0,,1.0,3.0,114.0,2.0,,1.8344,1.0,5.0,1.0,,2.0,54.0,,0.0,10.0,,,39.0,5.0,4.0,,,1.0,,,44.0,1.0,,,,5.0,2.0,0.0,135.0,2.0,,10.0,,2.0,1.0,39.0,2.0,7.0,13.0,5.0,158.0,,3.0,,,83.0,,,0.1232,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51507,Laurent Koscielny,Defender,Arsenal,3,France,2018-19,46.0,,0.1968,0.0,,4.0,,2.3137,20.0,5.0,,49.0,17.0,,,13.0,72.0,,891.0,3.0,,1.0,,4.0,,53.0,3.0,,,1.0,1330.0,1.0,,28.0,60.0,1.0,11.0,35.0,760.0,12.0,2.0,22.5085,2.0,70.0,23.0,,18.0,354.0,14.0,0.0,106.0,5.0,2.0,210.0,80.0,17.0,,1.0,9.0,,,215.0,22.0,,3.0,,53.0,25.0,0.0,860.0,1.0,2.0,82.0,11.0,1.0,15.0,285.0,9.0,30.0,59.0,42.0,1082.0,1.0,1.0,,9.0,604.0,4.0,,1.3798,1.0,23.0,32.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,
198849,Lucas Torreira,Midfielder,Arsenal,3,Uruguay,2018-19,131.0,2.0,1.599,1.0,6.0,6.0,3.0,1.9528,65.0,19.0,2.0,159.0,34.0,2.0,14.0,24.0,200.0,7.0,1590.0,2.0,,0.0,5.0,10.0,23.0,47.0,5.0,3.0,8.0,1.0,2360.0,1.0,,26.0,175.0,1.0,51.0,154.0,1330.0,25.0,7.0,40.1474,14.0,31.0,38.0,1.0,105.0,429.0,77.0,1.0,306.0,27.0,2.0,415.0,220.0,34.0,3.0,2.0,26.0,,8.0,698.0,37.0,20.0,36.0,1.0,259.0,21.0,1.0,1548.0,13.0,9.0,298.0,39.0,13.0,7.0,508.0,38.0,41.0,60.0,238.0,2056.0,7.0,4.0,5.0,18.0,700.0,29.0,1.0,1.89,7.0,41.0,64.0,,,,,5.0,1.0,,2.0,2.0,1.0,0.1169,,,,,,,,,,,,,,,,5.0,8.0,,,,,,
242166,Mattéo Guendouzi,Midfielder,Arsenal,3,France,2018-19,115.0,1.0,2.3821,0.0,6.0,4.0,3.0,0.991,44.0,10.0,9.0,158.0,33.0,,13.0,23.0,195.0,14.0,1597.0,,,,4.0,10.0,2.0,42.0,3.0,2.0,1.0,2.0,2142.0,2.0,1.0,24.0,147.0,2.0,56.0,129.0,1324.0,14.0,2.0,34.324,17.0,24.0,32.0,2.0,91.0,457.0,62.0,0.0,262.0,24.0,,470.0,167.0,33.0,2.0,,18.0,,9.0,788.0,30.0,14.0,40.0,2.0,220.0,18.0,0.0,1562.0,6.0,5.0,288.0,26.0,23.0,5.0,453.0,24.0,30.0,78.0,217.0,1965.0,6.0,4.0,4.0,9.0,615.0,14.0,2.0,0.5799,9.0,37.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37605,Mesut Özil,Midfielder,Arsenal,3,Germany,2018-19,85.0,8.0,5.0087,0.0,3.0,6.0,1.0,2.2361,12.0,8.0,7.0,118.0,24.0,2.0,28.0,20.0,127.0,13.0,1118.0,5.0,10.0,1.0,1.0,4.0,38.0,18.0,2.0,1.0,18.0,,1741.0,,1.0,13.0,60.0,2.0,22.0,55.0,962.0,63.0,3.0,24.1196,43.0,4.0,24.0,2.0,72.0,287.0,22.0,1.0,145.0,8.0,4.0,303.0,82.0,24.0,1.0,,7.0,5.0,12.0,776.0,22.0,24.0,46.0,2.0,127.0,5.0,0.0,1071.0,2.0,8.0,257.0,5.0,21.0,2.0,306.0,10.0,4.0,29.0,222.0,1384.0,7.0,10.0,1.0,1.0,233.0,2.0,1.0,1.7133,2.0,9.0,23.0,,,,,1.0,4.0,,,,1.0,,,,,,,,,,,,,,,,,11.0,8.0,,,,,,
153256,Mohamed Elneny,Midfielder,Arsenal,3,Egypt,2018-19,13.0,1.0,0.1452,0.0,4.0,,,,13.0,3.0,2.0,23.0,8.0,,2.0,5.0,26.0,2.0,278.0,,1.0,,2.0,3.0,,8.0,,,1.0,,379.0,,,6.0,16.0,,7.0,14.0,237.0,5.0,,5.8026,5.0,8.0,5.0,2.0,7.0,72.0,,0.0,29.0,3.0,,72.0,26.0,8.0,,,9.0,,2.0,117.0,5.0,2.0,5.0,2.0,21.0,2.0,0.0,273.0,3.0,1.0,41.0,4.0,1.0,4.0,98.0,1.0,2.0,15.0,36.0,341.0,3.0,4.0,2.0,1.0,136.0,1.0,,0.4489,0.0,3.0,12.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38411,Nacho Monreal,Defender,Arsenal,3,Spain,2018-19,71.0,4.0,1.2755,0.0,1.0,4.0,2.0,1.6606,35.0,6.0,,100.0,22.0,3.0,,21.0,145.0,24.0,1168.0,1.0,1.0,0.0,,1.0,,75.0,5.0,1.0,4.0,2.0,1861.0,2.0,1.0,39.0,99.0,2.0,48.0,63.0,993.0,37.0,2.0,27.8058,8.0,54.0,24.0,1.0,32.0,461.0,21.0,0.0,170.0,18.0,1.0,428.0,101.0,22.0,1.0,,18.0,1.0,6.0,509.0,22.0,24.0,9.0,1.0,95.0,36.0,0.0,1147.0,2.0,7.0,212.0,17.0,7.0,10.0,94.0,17.0,31.0,30.0,185.0,1580.0,119.0,1.0,,28.0,518.0,10.0,3.0,1.3217,5.0,45.0,70.0,22.0,,,1.0,9.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11334,Petr Cech,Goalkeeper,Arsenal,3,Czech Republic,2018-19,1.0,,0.0034,0.0,,,,,1.0,,,5.0,7.0,,,7.0,71.0,,224.0,,,,,,,3.0,1.0,,,,585.0,,,1.0,4.0,2.0,,2.0,115.0,,,9.4904,,7.0,9.0,,,54.0,2.0,0.0,5.0,,,126.0,63.0,7.0,,,,,,23.0,7.0,,,,2.0,2.0,0.0,140.0,,,72.0,1.0,,,44.0,,,38.0,,315.0,,1.0,,26.0,130.0,,,,0.0,66.0,21.0,,,,,7.0,,,,,,,,6.0,12.0,53.0,2.0,,2.0,28.0,1.0,,,77.0,22.0,13.0,16.0,,,,,,,,
54694,Pierre-Emerick Aubameyang,Forward,Arsenal,3,Gabon,2018-19,174.0,9.0,3.5464,0.0,22.0,40.0,4.0,19.1408,21.0,72.0,3.0,172.0,36.0,5.0,34.0,30.0,180.0,34.0,692.0,22.0,23.0,9.0,8.0,6.0,,115.0,3.0,4.0,9.0,14.0,2731.0,14.0,,83.0,105.0,2.0,54.0,73.0,503.0,149.0,6.0,47.162,28.0,18.0,42.0,14.0,91.0,192.0,23.0,5.0,279.0,26.0,13.0,179.0,66.0,36.0,4.0,20.0,4.0,2.0,26.0,390.0,40.0,34.0,59.0,14.0,164.0,32.0,0.0,658.0,32.0,34.0,344.0,17.0,29.0,,146.0,13.0,8.0,9.0,175.0,1132.0,3.0,11.0,8.0,,131.0,7.0,1.0,23.1385,0.0,8.0,36.0,,,,,,1.0,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,5.0,4.0
156074,Rob Holding,Defender,Arsenal,3,England,2018-19,25.0,,0.1394,0.0,,,2.0,,11.0,2.0,,53.0,10.0,,,9.0,77.0,1.0,614.0,,,,,1.0,,30.0,1.0,,,,807.0,,,9.0,37.0,,4.0,16.0,503.0,4.0,3.0,12.4195,2.0,37.0,10.0,,16.0,242.0,2.0,0.0,62.0,2.0,,219.0,54.0,10.0,,,4.0,,2.0,141.0,10.0,1.0,4.0,,32.0,21.0,0.0,602.0,2.0,,88.0,7.0,3.0,7.0,123.0,6.0,12.0,34.0,30.0,724.0,3.0,1.0,,11.0,396.0,1.0,,0.1226,1.0,24.0,36.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
111457,Sead Kolasinac,Defender,Arsenal,3,Bosnia & Herzegovina,2018-19,89.0,12.0,4.6691,0.0,3.0,2.0,5.0,0.1608,34.0,6.0,3.0,185.0,24.0,5.0,,22.0,217.0,37.0,971.0,,10.0,,1.0,2.0,3.0,48.0,5.0,1.0,12.0,1.0,1890.0,1.0,1.0,28.0,76.0,,58.0,56.0,734.0,85.0,3.0,30.3032,26.0,25.0,29.0,2.0,61.0,322.0,10.0,0.0,165.0,9.0,,362.0,126.0,24.0,1.0,,13.0,,11.0,451.0,29.0,39.0,28.0,2.0,117.0,20.0,0.0,959.0,4.0,16.0,342.0,21.0,13.0,3.0,51.0,21.0,20.0,20.0,236.0,1469.0,185.0,6.0,1.0,16.0,315.0,10.0,2.0,0.3863,5.0,32.0,65.0,17.0,,,,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,1.0,,,,,
69140,Shkodran Mustafi,Defender,Arsenal,3,Germany,2018-19,119.0,1.0,0.5993,0.0,1.0,9.0,1.0,1.8539,62.0,17.0,4.0,181.0,31.0,,,31.0,320.0,10.0,1765.0,2.0,4.0,2.0,,,,185.0,5.0,,1.0,7.0,2615.0,7.0,,62.0,200.0,2.0,33.0,77.0,1347.0,39.0,6.0,44.2628,6.0,161.0,40.0,1.0,57.0,267.0,8.0,0.0,319.0,17.0,0.0,693.0,116.0,31.0,,,17.0,,5.0,429.0,38.0,10.0,11.0,1.0,134.0,123.0,0.0,1713.0,8.0,5.0,370.0,45.0,8.0,17.0,691.0,42.0,58.0,98.0,114.0,2223.0,19.0,6.0,,53.0,1017.0,25.0,,1.5031,9.0,139.0,111.0,10.0,,,1.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
39476,Sokratis Papastathopoulos,Defender,Arsenal,3,Greece,2018-19,98.0,,0.5828,0.0,2.0,2.0,,0.1152,42.0,9.0,1.0,71.0,25.0,2.0,,25.0,147.0,,1387.0,1.0,,1.0,,,,101.0,5.0,,,1.0,2199.0,1.0,,45.0,127.0,3.0,21.0,71.0,1138.0,14.0,5.0,34.2632,3.0,108.0,33.0,2.0,53.0,414.0,25.0,0.0,225.0,17.0,0.0,473.0,102.0,25.0,,,17.0,,,265.0,30.0,,5.0,2.0,124.0,56.0,0.0,1343.0,7.0,1.0,164.0,25.0,6.0,17.0,414.0,37.0,26.0,102.0,86.0,1699.0,4.0,1.0,,41.0,975.0,13.0,,0.8069,12.0,76.0,64.0,,1.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
