season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385500,2,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,6.0,5.0,11.0,5.0,2.0,1.0,1.0,,,,,,,5.0,4.0,,,0.00888683,0.0,0.0,,,,,,,,1.0,,70.0,,,,,,,,,1.0,,6.9,,,,2.0,,,,,1.0,7.0,5.0,12.0,0,2.0,18.0,,,,
2022-23,10385500,2,13,Leicester_City,Away,197428,95463,Danny Ward,danny-ward,G,False,,1.0,6.0,5.0,21.0,26.0,,,5.0,,,,,,,,,1.0,1.0,,0.00115027,0.0,0.0,,,,-0.6344,,,,,,90.0,,,,,,,,,14.0,,5.6,3.0,4.0,,1.0,,,1.0,19.0,,18.0,21.0,39.0,0,,51.0,,1.0,,
2022-23,10385500,2,13,Leicester_City,Away,308526,155569,Daniel Amartey,daniel-amartey,M,False,,,3.0,14.0,36.0,50.0,1.0,3.0,5.0,,,,,,,1.0,2.0,4.0,,,0.00570811,0.0,0.0,,,,,,,,,,63.0,,1.0,,,,,,,8.0,,6.4,,,,1.0,,,,6.0,,17.0,40.0,57.0,0,1.0,62.0,,,,1.0
2022-23,10385500,2,13,Leicester_City,Away,329417,166477,Timothy Castagne,timothy-castagne,D,False,,,4.0,18.0,18.0,36.0,1.0,,7.0,,,,1.0,,,1.0,4.0,1.0,,,0.101265,0.0,0.0,,,,,,,1.0,,,90.0,,,,,,,,,12.0,,6.4,,,,2.0,1.0,1.0,,5.0,,23.0,22.0,44.0,0,1.0,63.0,,,,1.0
2022-23,10385500,2,13,Leicester_City,Away,331737,166989,Youri Tielemans,youri-tielemans,M,False,,,2.0,12.0,11.0,23.0,1.0,,3.0,,,,,,,,1.0,1.0,,,0.0098841,0.0,0.0,,,,,,,,,,63.0,,,,,,,,,8.0,,6.4,,,,,,1.0,,5.0,,16.0,14.0,29.0,0,,36.0,1.0,1.0,,
2022-23,10385500,2,13,Leicester_City,Away,345195,168580,Ayoze Pérez,ayoze-perez,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385500,2,13,Leicester_City,Away,356398,172780,James Maddison,james-maddison,M,False,1.0,,4.0,20.0,12.0,31.0,,,2.0,,,,1.0,,,1.0,4.0,6.0,,,0.0496497,0.2195,0.1733,2.0,,1.0,,,,,1.0,,90.0,1.0,,,,,,,,17.0,,7.7,,,1.0,,,6.0,,4.0,,30.0,14.0,38.0,2,1.0,58.0,4.0,5.0,,
2022-23,10385500,2,13,Leicester_City,Away,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,2.0,1.0,3.0,,,,,,,,,,,1.0,,,,0.0469593,0.0282,0.0,,1.0,,,,,,3.0,,20.0,,,,,,,,,1.0,,7.0,,,1.0,,1.0,,,,,2.0,1.0,3.0,1,,5.0,,,,
2022-23,10385500,2,13,Leicester_City,Away,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385500,2,13,Leicester_City,Away,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,1.0,17.0,15.0,32.0,1.0,2.0,6.0,,,,1.0,,,,3.0,5.0,,,0.00567781,0.0,0.0,1.0,,,,,,,,1.0,90.0,,,,,,,,,5.0,,6.6,,,,2.0,,,,3.0,,21.0,16.0,37.0,0,3.0,44.0,,,,3.0
2022-23,10385500,2,13,Leicester_City,Away,796986,207270,Daniel Iversen,daniel-iversen,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385500,2,13,Leicester_City,Away,827681,220627,James Justin,james-justin,D,False,,,3.0,6.0,17.0,23.0,3.0,3.0,5.0,,,,,,,,4.0,6.0,,,0.00927919,0.0,0.0,1.0,,,,,,,,,90.0,,1.0,,,,,,,10.0,,6.8,,,,2.0,,,,5.0,2.0,13.0,18.0,31.0,0,,48.0,,3.0,,
2022-23,10385500,2,13,Leicester_City,Away,861970,215413,Kiernan Dewsbury-Hall,kiernan-dewsbury-hall,M,False,,,1.0,13.0,19.0,32.0,2.0,1.0,4.0,,,,2.0,,,,6.0,4.0,,,0.013113,0.0278,0.0,1.0,,,,,,2.0,,,90.0,,,,,,,,,17.0,,6.1,,,1.0,,2.0,1.0,,5.0,,21.0,26.0,46.0,1,,56.0,,2.0,1.0,
2022-23,10385500,2,13,Leicester_City,Away,865057,245419,Patson Daka,patson-daka,F,True,,,,2.0,1.0,3.0,,1.0,,,,1.0,1.0,,,,4.0,3.0,,,0.00298207,0.0749,0.0,1.0,,,,,,1.0,,,27.0,,1.0,,,,,,,6.0,,6.6,,,,1.0,3.0,,,,,5.0,1.0,6.0,1,1.0,16.0,1.0,,1.0,1.0
2022-23,10385500,2,13,Leicester_City,Away,923894,444463,Wesley Fofana,wesley-fofana,D,False,,,1.0,17.0,27.0,44.0,4.0,2.0,4.0,,1.0,,2.0,,,,8.0,8.0,,,0.00450901,0.1096,0.2951,2.0,,,,,,4.0,,,90.0,1.0,1.0,,,,,,,12.0,,6.3,,,,2.0,1.0,,,5.0,,23.0,30.0,53.0,1,2.0,73.0,2.0,3.0,1.0,1.0
2022-23,10385500,2,13,Leicester_City,Away,991584,244619,Luke Thomas,luke-thomas,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385738,3,13,Leicester_City,Home,30144,37642,Jonny Evans,jonny-evans,D,False,,,9.0,29.0,57.0,86.0,3.0,5.0,7.0,,,,,,,,3.0,6.0,,,0.0180423,0.0,0.0,,,,,,,1.0,,,90.0,,,,,,,,,13.0,,6.9,,,,3.0,,,,13.0,,36.0,63.0,99.0,0,,107.0,,1.0,,
2022-23,10385738,3,13,Leicester_City,Home,47737,51938,Marc Albrighton,marc-albrighton,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385738,3,13,Leicester_City,Home,123166,86881,Nampalys Mendy,nampalys-mendy,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385738,3,13,Leicester_City,Home,135647,106837,Dennis Praet,dennis-praet,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385738,3,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,1.0,1.0,2.0,3.0,1.0,1.0,,,,,,,,4.0,1.0,,,0.00523232,0.0046,0.0,1.0,,,,,,,,,65.0,,,,,,,,,3.0,,6.6,,,1.0,2.0,,,,,,3.0,1.0,4.0,1,,11.0,1.0,,,
2022-23,10385738,3,13,Leicester_City,Home,197428,95463,Danny Ward,danny-ward,G,False,,,2.0,2.0,16.0,18.0,,,10.0,,,,,,,,,,,,0.00375241,0.0,0.0,,,,-1.4694,1.0,,,,,90.0,,,,,,,,,3.0,,6.2,,1.0,,,,,,5.0,,4.0,17.0,21.0,0,,32.0,,,,
2022-23,10385738,3,13,Leicester_City,Home,308526,155569,Daniel Amartey,daniel-amartey,M,False,,,4.0,40.0,44.0,84.0,2.0,5.0,8.0,,,,1.0,,,1.0,4.0,8.0,,,0.0224462,0.0,0.0,,,,,,,,,,90.0,,,,,,,,,18.0,,6.6,,,,5.0,,,,6.0,,49.0,50.0,99.0,0,2.0,114.0,1.0,1.0,,1.0
2022-23,10385738,3,13,Leicester_City,Home,329417,166477,Timothy Castagne,timothy-castagne,D,False,,,1.0,27.0,18.0,45.0,2.0,1.0,3.0,,,,,,,2.0,4.0,4.0,,,0.032636,0.0,0.0,,,,,,,1.0,,,90.0,,,,,,,,,20.0,,6.3,,,,3.0,1.0,4.0,,4.0,,37.0,22.0,55.0,0,,90.0,2.0,2.0,1.0,
2022-23,10385738,3,13,Leicester_City,Home,331737,166989,Youri Tielemans,youri-tielemans,M,True,1.0,,1.0,8.0,4.0,11.0,,,1.0,,,,,,,,,2.0,,,0.0116351,0.0,0.0,,,,,,,,,,25.0,,,,,,,,,5.0,,6.6,,,,1.0,1.0,1.0,,3.0,,11.0,5.0,15.0,0,,22.0,,1.0,1.0,
2022-23,10385738,3,13,Leicester_City,Home,345195,168580,Ayoze Pérez,ayoze-perez,F,False,,,,10.0,12.0,22.0,,,6.0,,,,2.0,,,3.0,11.0,5.0,,,0.0395563,0.0703,0.0,2.0,,,,,,,1.0,,65.0,,,,,,,,,15.0,,6.2,,,1.0,2.0,5.0,1.0,,,,17.0,13.0,29.0,1,2.0,50.0,,2.0,1.0,1.0
2022-23,10385738,3,13,Leicester_City,Home,356398,172780,James Maddison,james-maddison,M,False,,,3.0,28.0,15.0,43.0,,,,,,1.0,2.0,,,1.0,5.0,1.0,,,0.0629976,0.0703,0.3335,2.0,,1.0,,,,,1.0,,90.0,1.0,,,,,,,,12.0,,6.9,,,,,,4.0,,3.0,,37.0,15.0,48.0,2,,58.0,2.0,1.0,,
2022-23,10385738,3,13,Leicester_City,Home,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,1.0,2.0,3.0,1.0,,,,,,1.0,,,2.0,5.0,1.0,,,0.00052989,0.0,0.0,1.0,,,,,,,,,14.0,,,,,,,,,7.0,,6.3,,,,,1.0,,,,,2.0,4.0,6.0,0,,11.0,2.0,,1.0,
2022-23,10385738,3,13,Leicester_City,Home,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385738,3,13,Leicester_City,Home,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,,21.0,26.0,47.0,3.0,,11.0,,,,3.0,,,1.0,9.0,5.0,,,0.0100739,0.0,0.0,2.0,,,,,,3.0,,,90.0,,1.0,,,,,,,10.0,,6.7,,,,,1.0,,,3.0,,28.0,27.0,55.0,0,4.0,70.0,1.0,,1.0,4.0
2022-23,10385738,3,13,Leicester_City,Home,796986,207270,Daniel Iversen,daniel-iversen,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385738,3,13,Leicester_City,Home,827681,220627,James Justin,james-justin,D,False,,,3.0,19.0,27.0,46.0,5.0,2.0,7.0,,,,1.0,,,1.0,7.0,7.0,,,0.0112915,0.0,0.0,,,,,,,1.0,,,90.0,,,,,,,,,12.0,,6.4,,,,,,,,8.0,,26.0,31.0,57.0,0,2.0,82.0,,3.0,,2.0
2022-23,10385738,3,13,Leicester_City,Home,855647,201666,Harvey Barnes,harvey-barnes,F,False,,,2.0,8.0,8.0,16.0,,,2.0,,,1.0,2.0,,,2.0,5.0,4.0,,,0.0114361,0.1433,0.0,1.0,,,,,,,,,76.0,,,,,,,,,15.0,,6.4,,,1.0,2.0,1.0,2.0,,4.0,,17.0,8.0,23.0,2,,43.0,4.0,3.0,1.0,
2022-23,10385738,3,13,Leicester_City,Home,861970,215413,Kiernan Dewsbury-Hall,kiernan-dewsbury-hall,M,False,1.0,,4.0,19.0,12.0,30.0,1.0,3.0,6.0,,,,1.0,,,1.0,4.0,11.0,,,0.0349375,0.0,0.0,,,,,,,,1.0,,90.0,,,,,,,,,19.0,,7.1,,,,1.0,4.0,2.0,,8.0,,31.0,15.0,44.0,0,5.0,63.0,2.0,,3.0,3.0
2022-23,10385738,3,13,Leicester_City,Home,865057,245419,Patson Daka,patson-daka,F,True,,,,1.0,,1.0,,,1.0,,,,,,,,2.0,,,,0.00115999,0.0,0.0,2.0,,,,,,,,,25.0,,,,,,,,,3.0,,6.4,,,,1.0,,,,,,1.0,,1.0,0,,5.0,3.0,,,
2022-23,10385738,3,13,Leicester_City,Home,991584,244619,Luke Thomas,luke-thomas,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385552,4,13,Leicester_City,Away,30144,37642,Jonny Evans,jonny-evans,D,False,,,2.0,18.0,48.0,66.0,1.0,3.0,6.0,,,,,,,,2.0,6.0,,,0.00617893,0.0,0.0,1.0,,,,,,1.0,,,90.0,,,,,,,,,5.0,,6.8,,,,3.0,,,,4.0,,22.0,49.0,71.0,0,1.0,83.0,,2.0,,1.0
2022-23,10385552,4,13,Leicester_City,Away,47737,51938,Marc Albrighton,marc-albrighton,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385552,4,13,Leicester_City,Away,123166,86881,Nampalys Mendy,nampalys-mendy,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385552,4,13,Leicester_City,Away,135647,106837,Dennis Praet,dennis-praet,M,False,,,1.0,2.0,7.0,9.0,2.0,,2.0,,,,,,,3.0,7.0,4.0,,,0.00216433,0.0,0.0,1.0,,,,,,,,,55.0,,,,,,,,,13.0,,6.3,,,,1.0,1.0,2.0,,1.0,,5.0,11.0,14.0,0,4.0,28.0,2.0,,,3.0
2022-23,10385552,4,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,3.0,2.0,5.0,2.0,1.0,2.0,,3.0,1.0,1.0,,,2.0,6.0,2.0,,,0.019008,1.1753,0.4187,,1.0,,,,,,1.0,,90.0,1.0,,,,,,,,7.0,,5.6,,,2.0,,2.0,,,,,6.0,2.0,8.0,4,,17.0,1.0,,1.0,
2022-23,10385552,4,13,Leicester_City,Away,197428,95463,Danny Ward,danny-ward,G,False,,1.0,2.0,1.0,12.0,13.0,,,4.0,,,,,,,,,,,,0.00036288,0.0,0.0,,,,0.3537,,,,,,90.0,,,,,,,,,2.0,,6.1,2.0,2.0,,,,,1.0,4.0,,3.0,12.0,15.0,0,,19.0,,,,
2022-23,10385552,4,13,Leicester_City,Away,308526,155569,Daniel Amartey,daniel-amartey,M,False,,,4.0,34.0,38.0,72.0,3.0,3.0,10.0,,,,,,,1.0,4.0,6.0,,,0.215391,0.0,0.0,,,,,,,2.0,2.0,1.0,90.0,,,,,,,,,8.0,,7.2,,,,1.0,1.0,,,5.0,,39.0,39.0,78.0,0,1.0,88.0,1.0,1.0,1.0,
2022-23,10385552,4,13,Leicester_City,Away,329417,166477,Timothy Castagne,timothy-castagne,D,False,1.0,,,34.0,22.0,55.0,4.0,4.0,4.0,,1.0,,1.0,,,,6.0,5.0,,,0.072717,0.4442,0.3876,1.0,,,,,,1.0,1.0,,90.0,1.0,,,,,,,,12.0,,6.5,,,1.0,3.0,,5.0,,2.0,1.0,41.0,24.0,60.0,2,1.0,90.0,1.0,,,
2022-23,10385552,4,13,Leicester_City,Away,331737,166989,Youri Tielemans,youri-tielemans,M,False,1.0,,6.0,43.0,24.0,66.0,,,6.0,3.0,,2.0,1.0,,,,1.0,8.0,,,0.919613,0.0829,0.0,,,,,,,1.0,6.0,,89.0,,,,,,,,,10.0,,8.9,,,,2.0,1.0,4.0,,7.0,,50.0,25.0,71.0,2,6.0,90.0,2.0,1.0,1.0,3.0
2022-23,10385552,4,13,Leicester_City,Away,345195,168580,Ayoze Pérez,ayoze-perez,F,True,,,2.0,12.0,2.0,14.0,1.0,,2.0,1.0,,,,,,1.0,2.0,2.0,,,0.184893,0.2379,0.0,,,,,,1.0,,2.0,,35.0,,,,,,,,,5.0,,7.4,,,1.0,,1.0,3.0,,2.0,,15.0,2.0,14.0,1,,24.0,1.0,1.0,1.0,
2022-23,10385552,4,13,Leicester_City,Away,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,8.0,2.0,10.0,,,1.0,,,1.0,,,,2.0,3.0,1.0,,,0.0220519,0.2523,0.0,,,,,,,,1.0,,35.0,,,,,,,,,8.0,,6.6,,,2.0,,2.0,1.0,,,,12.0,2.0,13.0,3,,22.0,1.0,,1.0,
2022-23,10385552,4,13,Leicester_City,Away,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385552,4,13,Leicester_City,Away,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,True,,,,2.0,,2.0,,,,,,,,,,,,,,,0.00020541,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,2.0,,2.0,0,,3.0,1.0,,,
2022-23,10385552,4,13,Leicester_City,Away,796986,207270,Daniel Iversen,daniel-iversen,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385552,4,13,Leicester_City,Away,827681,220627,James Justin,james-justin,D,False,2.0,,1.0,28.0,28.0,54.0,2.0,2.0,7.0,,,1.0,1.0,,,,5.0,5.0,,,0.158096,0.0332,0.0,1.0,,,,,,1.0,2.0,,90.0,,2.0,,,,,,,24.0,,7.1,,,,3.0,1.0,7.0,,5.0,,43.0,35.0,71.0,1,2.0,100.0,1.0,1.0,,2.0
2022-23,10385552,4,13,Leicester_City,Away,855647,201666,Harvey Barnes,harvey-barnes,F,False,,,,12.0,8.0,20.0,3.0,1.0,3.0,,,,1.0,,,1.0,7.0,3.0,,,0.0257843,0.2908,0.4501,1.0,,1.0,,,,,,,90.0,3.0,,,,,,,,13.0,,7.0,,,1.0,,2.0,2.0,,1.0,,18.0,10.0,26.0,4,,42.0,1.0,2.0,,
