season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243416,2,13,Leicester_City,Away,30144,37642,Jonny Evans,jonny-evans,D,False,,,3.0,8.0,38.0,46.0,3.0,2.0,9.0,,,,1.0,,,1.0,5.0,5.0,,,,,,,,1.0,,,90.0,,,,,,,,,7.0,,6.7,,,,4.0,1.0,,,7.0,,11.0,41.0,52.0,0,2.0,61.0,,,1.0,2.0
2019-20,8243416,2,13,Leicester_City,Away,47737,51938,Marc Albrighton,marc-albrighton,M,True,,,,5.0,2.0,7.0,1.0,,2.0,,,,,,,,1.0,,,,,,,,,,1.0,,10.0,,,,,,,,,1.0,,6.6,,,,,,,,,,6.0,2.0,8.0,0,,9.0,,,,
2019-20,8243416,2,13,Leicester_City,Away,135647,106837,Dennis Praet,dennis-praet,M,True,,,,2.0,4.0,6.0,,,2.0,,,,1.0,,,,3.0,3.0,,,2.0,,,,,,,,17.0,,,,,,,,,3.0,,6.7,,,,,,,,1.0,,3.0,6.0,9.0,0,3.0,12.0,,,,3.0
2019-20,8243416,2,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,1.0,6.0,7.0,1.0,1.0,,,1.0,,,,,,4.0,1.0,,,2.0,,,,,,,,90.0,,,,,,,,,7.0,,6.1,,,1.0,,1.0,1.0,,,2.0,4.0,6.0,9.0,1,,16.0,3.0,,,
2019-20,8243416,2,13,Leicester_City,Away,197428,95463,Danny Ward,danny-ward,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243416,2,13,Leicester_City,Away,221200,111931,Ricardo Pereira,ricardo-pereira,D,False,,,3.0,25.0,18.0,43.0,4.0,2.0,11.0,,,,1.0,,,3.0,14.0,17.0,,,4.0,,,,,3.0,,,90.0,,,,,,,,,26.0,,7.1,,,1.0,5.0,7.0,6.0,,4.0,,41.0,19.0,54.0,1,8.0,109.0,3.0,2.0,5.0,3.0
2019-20,8243416,2,13,Leicester_City,Away,331737,166989,Youri Tielemans,youri-tielemans,M,False,,,2.0,17.0,13.0,30.0,1.0,1.0,7.0,,,,2.0,,,,5.0,5.0,,,1.0,,,,,3.0,,,90.0,1.0,,,,,,,,22.0,,6.8,,,2.0,,2.0,1.0,,4.0,,28.0,17.0,44.0,3,,67.0,4.0,3.0,1.0,
2019-20,8243416,2,13,Leicester_City,Away,345195,168580,Ayoze Pérez,ayoze-perez,F,False,,,,18.0,8.0,26.0,2.0,1.0,5.0,,,1.0,3.0,,,3.0,9.0,6.0,,,1.0,,,,,,,,80.0,1.0,,,,,,,,13.0,,6.7,,,,,2.0,,,,,24.0,9.0,33.0,2,2.0,55.0,3.0,1.0,2.0,1.0
2019-20,8243416,2,13,Leicester_City,Away,356398,172780,James Maddison,james-maddison,M,False,2.0,,2.0,16.0,10.0,24.0,2.0,,9.0,1.0,1.0,,,,,6.0,13.0,4.0,,,2.0,1.0,,,,,3.0,,90.0,,,,,,,,,29.0,,6.6,,,2.0,,5.0,7.0,,5.0,1.0,33.0,10.0,36.0,2,1.0,67.0,2.0,1.0,2.0,1.0
2019-20,8243416,2,13,Leicester_City,Away,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243416,2,13,Leicester_City,Away,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,False,,,2.0,15.0,42.0,57.0,2.0,3.0,8.0,,,,,,,,3.0,6.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,,,9.0,,7.0,,,,6.0,1.0,,,5.0,,17.0,48.0,65.0,0,1.0,83.0,1.0,1.0,1.0,
2019-20,8243416,2,13,Leicester_City,Away,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,1.0,14.0,17.0,31.0,3.0,2.0,7.0,,,,1.0,,,1.0,5.0,9.0,1.0,,,,1.0,,,4.0,,,90.0,1.0,,,,,,,,9.0,,7.3,,,,3.0,,,,3.0,,19.0,20.0,39.0,1,7.0,59.0,,,,3.0
2019-20,8243416,2,13,Leicester_City,Away,827681,220627,James Justin,james-justin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243416,2,13,Leicester_City,Away,833057,197469,Hamza Choudhury,hamza-choudhury,M,False,,,3.0,4.0,12.0,16.0,2.0,,3.0,,,1.0,1.0,,,1.0,6.0,2.0,,,1.0,,,,,2.0,1.0,,73.0,,,,,,,,,13.0,,6.5,,,,,1.0,,,4.0,,11.0,15.0,26.0,1,1.0,36.0,1.0,1.0,,1.0
2019-20,8243416,2,13,Leicester_City,Away,855647,201666,Harvey Barnes,harvey-barnes,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243432,3,13,Leicester_City,Away,1076,17745,Kasper Schmeichel,kasper-schmeichel,G,False,,,7.0,1.0,26.0,27.0,1.0,,8.0,,,,,,,,1.0,,,,,,,1.0,,,,,90.0,,,,,,,,,9.0,,6.7,1.0,1.0,,,,,,15.0,,9.0,27.0,36.0,0,,43.0,,,,
2019-20,8243432,3,13,Leicester_City,Away,1262,37402,Christian Fuchs,christian-fuchs,D,False,1.0,,2.0,17.0,28.0,44.0,3.0,,3.0,,,,,,,1.0,5.0,2.0,,,1.0,,,,,,,,90.0,,,,,,,,,22.0,,6.5,,,1.0,1.0,,3.0,,8.0,,27.0,32.0,56.0,1,2.0,90.0,2.0,,,1.0
2019-20,8243432,3,13,Leicester_City,Away,20375,15033,Wes Morgan,wes-morgan,D,True,,,,,,,2.0,2.0,,,,,,,,,2.0,2.0,,,,,,,,,,,12.0,,,,,,,,,1.0,,6.7,,,,5.0,,,,,,,1.0,1.0,0,,6.0,,,,
2019-20,8243432,3,13,Leicester_City,Away,30144,37642,Jonny Evans,jonny-evans,D,False,,,,7.0,37.0,44.0,1.0,3.0,5.0,,,,,,,,1.0,4.0,,,,,,,,,,,90.0,,,,,,,,,11.0,,6.6,,,,8.0,,,,5.0,,15.0,39.0,54.0,0,,65.0,1.0,1.0,,
2019-20,8243432,3,13,Leicester_City,Away,47737,51938,Marc Albrighton,marc-albrighton,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243432,3,13,Leicester_City,Away,123166,86881,Nampalys Mendy,nampalys-mendy,M,True,,,,,1.0,1.0,,2.0,2.0,,,,,,,,1.0,2.0,,,1.0,,,,,,,,1.0,,,,,,,,,2.0,,,,,,1.0,,,,,,,3.0,3.0,0,,5.0,,,,
2019-20,8243432,3,13,Leicester_City,Away,135647,106837,Dennis Praet,dennis-praet,M,False,,,1.0,9.0,4.0,13.0,1.0,,2.0,,,1.0,2.0,,,1.0,5.0,3.0,,,1.0,,,,,1.0,1.0,,64.0,,,,,,,,,7.0,,6.6,,,,1.0,2.0,,,1.0,,10.0,7.0,17.0,1,,27.0,2.0,1.0,2.0,
2019-20,8243432,3,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,4.0,3.0,7.0,4.0,2.0,1.0,,,,,,,,5.0,2.0,,,,,1.0,,,,,,90.0,1.0,,,,,,,,5.0,,7.1,,,1.0,1.0,1.0,,,,3.0,6.0,3.0,9.0,2,,17.0,1.0,,,
2019-20,8243432,3,13,Leicester_City,Away,197428,95463,Danny Ward,danny-ward,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243432,3,13,Leicester_City,Away,221200,111931,Ricardo Pereira,ricardo-pereira,D,False,,,1.0,24.0,18.0,42.0,5.0,,2.0,,,,4.0,,,2.0,12.0,4.0,,,,,,,,,,,90.0,,,,,,,,,15.0,,6.1,,,,6.0,1.0,1.0,,1.0,,30.0,21.0,50.0,0,4.0,88.0,,,,3.0
2019-20,8243432,3,13,Leicester_City,Away,331737,166989,Youri Tielemans,youri-tielemans,M,False,2.0,,4.0,32.0,15.0,45.0,1.0,,7.0,,,,2.0,,,3.0,7.0,2.0,,,1.0,,,,,2.0,2.0,,89.0,,,,,,,,,11.0,,6.5,,,1.0,1.0,,2.0,,6.0,1.0,36.0,17.0,51.0,1,,67.0,1.0,2.0,,
2019-20,8243432,3,13,Leicester_City,Away,345195,168580,Ayoze Pérez,ayoze-perez,F,False,,,1.0,17.0,9.0,26.0,3.0,,3.0,,,,,,,3.0,8.0,5.0,,,,,,,,1.0,2.0,,78.0,,,,,,,,,16.0,,6.9,,,,1.0,4.0,1.0,,1.0,,23.0,10.0,32.0,0,2.0,50.0,3.0,1.0,2.0,1.0
2019-20,8243432,3,13,Leicester_City,Away,355152,172632,Demarai Gray,demarai-gray,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243432,3,13,Leicester_City,Away,356398,172780,James Maddison,james-maddison,M,False,3.0,,1.0,15.0,2.0,14.0,,1.0,5.0,1.0,,3.0,1.0,,,,1.0,11.0,,,,1.0,,,,,2.0,,90.0,,,,,,,,,15.0,,8.0,,,1.0,,5.0,6.0,,3.0,1.0,29.0,3.0,26.0,4,,48.0,,5.0,5.0,
2019-20,8243432,3,13,Leicester_City,Away,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,False,,,3.0,12.0,43.0,55.0,3.0,9.0,5.0,,,,1.0,,,,6.0,13.0,,,1.0,1.0,,,,2.0,1.0,,90.0,,,,,,,,,15.0,,7.0,,,,8.0,1.0,,,8.0,,18.0,51.0,69.0,0,4.0,86.0,,,,2.0
2019-20,8243432,3,13,Leicester_City,Away,827681,220627,James Justin,james-justin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243432,3,13,Leicester_City,Away,833057,197469,Hamza Choudhury,hamza-choudhury,M,False,,,2.0,8.0,23.0,31.0,1.0,1.0,4.0,,,,1.0,,,,3.0,3.0,,,1.0,,,,,5.0,,,90.0,,2.0,,,,,,,7.0,,7.2,,,,4.0,,,,4.0,,12.0,24.0,36.0,0,1.0,56.0,2.0,1.0,,
2019-20,8243432,3,13,Leicester_City,Away,855647,201666,Harvey Barnes,harvey-barnes,F,True,,,,7.0,2.0,9.0,,1.0,1.0,,,,,,,,1.0,1.0,,,,,1.0,,,,,,26.0,1.0,,,,,,,,8.0,,7.1,,,,1.0,1.0,1.0,,1.0,,10.0,3.0,12.0,1,,20.0,2.0,,,
2019-20,8243428,4,13,Leicester_City,Home,1076,17745,Kasper Schmeichel,kasper-schmeichel,G,False,,,4.0,2.0,17.0,19.0,,,5.0,,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,,,12.0,,6.5,,1.0,,,,,,15.0,,11.0,19.0,30.0,0,,36.0,,1.0,,
2019-20,8243428,4,13,Leicester_City,Home,1262,37402,Christian Fuchs,christian-fuchs,D,True,,,,3.0,6.0,9.0,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,12.0,,,,,,,,,2.0,,6.6,,,,2.0,,,,2.0,,4.0,7.0,11.0,0,,14.0,,,,
2019-20,8243428,4,13,Leicester_City,Home,30144,37642,Jonny Evans,jonny-evans,D,False,,,1.0,5.0,48.0,53.0,3.0,5.0,7.0,,,,1.0,,,,4.0,7.0,,,,,,,,,,,90.0,,1.0,,,,,,,6.0,,7.0,,,,8.0,,,,3.0,,8.0,51.0,59.0,0,2.0,75.0,,,,2.0
2019-20,8243428,4,13,Leicester_City,Home,47737,51938,Marc Albrighton,marc-albrighton,M,False,1.0,,1.0,10.0,5.0,14.0,1.0,,4.0,,,,2.0,,,,5.0,4.0,,,1.0,,,,,1.0,2.0,,64.0,,,,,,,,,15.0,,6.6,,,1.0,,2.0,4.0,,3.0,1.0,20.0,8.0,24.0,1,2.0,38.0,1.0,1.0,1.0,1.0
2019-20,8243428,4,13,Leicester_City,Home,135647,106837,Dennis Praet,dennis-praet,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243428,4,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,6.0,4.0,10.0,4.0,3.0,,1.0,,,,,,1.0,7.0,3.0,,,1.0,1.0,2.0,,,,1.0,,90.0,3.0,,,,,,,,13.0,,8.9,,,,1.0,1.0,3.0,,,1.0,14.0,5.0,16.0,3,,30.0,2.0,,,
2019-20,8243428,4,13,Leicester_City,Home,197428,95463,Danny Ward,danny-ward,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243428,4,13,Leicester_City,Home,221200,111931,Ricardo Pereira,ricardo-pereira,D,False,,,,26.0,17.0,43.0,2.0,,9.0,,,,1.0,,,1.0,7.0,5.0,,,1.0,,,,,6.0,1.0,,90.0,,2.0,,,,,,,17.0,,6.8,,,,2.0,4.0,,,3.0,,33.0,18.0,51.0,0,3.0,92.0,2.0,,2.0,1.0
2019-20,8243428,4,13,Leicester_City,Home,331737,166989,Youri Tielemans,youri-tielemans,M,False,,,2.0,37.0,15.0,52.0,3.0,,7.0,1.0,,2.0,2.0,,,1.0,7.0,4.0,,,1.0,1.0,1.0,,,,2.0,,90.0,1.0,,,,,,,,16.0,,8.1,,,1.0,1.0,1.0,,,2.0,,46.0,19.0,65.0,4,2.0,81.0,2.0,1.0,1.0,1.0
2019-20,8243428,4,13,Leicester_City,Home,345195,168580,Ayoze Pérez,ayoze-perez,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243428,4,13,Leicester_City,Home,355152,172632,Demarai Gray,demarai-gray,M,True,,,,15.0,3.0,18.0,,,2.0,1.0,,1.0,1.0,,,,2.0,1.0,,,,,,,,1.0,1.0,,26.0,1.0,,,,,,,,5.0,,6.7,,,,,2.0,,,,,16.0,3.0,19.0,2,,30.0,2.0,,1.0,
2019-20,8243428,4,13,Leicester_City,Home,356398,172780,James Maddison,james-maddison,M,False,,,3.0,22.0,9.0,31.0,,1.0,8.0,,1.0,1.0,4.0,,,1.0,11.0,9.0,,,3.0,,,,,,2.0,,86.0,,,,,,,,,18.0,,6.6,,,2.0,,4.0,3.0,,4.0,,32.0,10.0,39.0,3,3.0,61.0,3.0,4.0,1.0,2.0
2019-20,8243428,4,13,Leicester_City,Home,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,False,,,6.0,8.0,60.0,68.0,1.0,1.0,4.0,,,,,,,,1.0,7.0,,1.0,,,,,,2.0,,,90.0,,,,,,,,,15.0,,7.2,,,1.0,3.0,1.0,1.0,,15.0,,16.0,67.0,82.0,1,4.0,97.0,,1.0,1.0,4.0
2019-20,8243428,4,13,Leicester_City,Home,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,3.0,10.0,27.0,37.0,2.0,1.0,7.0,,,,2.0,,,,5.0,5.0,,,1.0,,,,,4.0,2.0,,90.0,,1.0,,,,,,,10.0,,7.2,,,,6.0,,,,8.0,,17.0,29.0,46.0,0,4.0,68.0,1.0,,,2.0
2019-20,8243428,4,13,Leicester_City,Home,802695,172850,Ben Chilwell,ben-chilwell,D,False,,,3.0,20.0,29.0,49.0,3.0,2.0,5.0,,,,,,,1.0,4.0,6.0,,,,1.0,,,,,2.0,,90.0,,,,,,,,,19.0,,7.1,,,,2.0,,1.0,,4.0,,31.0,34.0,64.0,0,2.0,85.0,,2.0,,
2019-20,8243428,4,13,Leicester_City,Home,827681,220627,James Justin,james-justin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243428,4,13,Leicester_City,Home,833057,197469,Hamza Choudhury,hamza-choudhury,M,True,,,,9.0,9.0,18.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,19.0,,,,,,,,,1.0,,6.4,,,,,,1.0,,,,10.0,9.0,18.0,0,,20.0,,,,
2019-20,8243428,4,13,Leicester_City,Home,855647,201666,Harvey Barnes,harvey-barnes,F,False,,,1.0,8.0,6.0,14.0,2.0,1.0,5.0,,,,1.0,,,1.0,5.0,2.0,,,1.0,,,,,,1.0,,71.0,1.0,,,,,,,,7.0,,6.6,,,,,1.0,1.0,,1.0,,11.0,7.0,17.0,1,,24.0,2.0,,1.0,
2019-20,8243444,5,13,Leicester_City,Away,1076,17745,Kasper Schmeichel,kasper-schmeichel,G,False,,1.0,10.0,4.0,18.0,22.0,,,5.0,1.0,,,,,,,,,,,,,,,,,1.0,,90.0,,,,,1.0,,,,6.0,,7.3,2.0,4.0,,,,,1.0,16.0,,6.0,22.0,28.0,0,,34.0,,,,
2019-20,8243444,5,13,Leicester_City,Away,20375,15033,Wes Morgan,wes-morgan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243444,5,13,Leicester_City,Away,30144,37642,Jonny Evans,jonny-evans,D,False,,,2.0,9.0,36.0,45.0,2.0,3.0,6.0,,,,,,,,2.0,5.0,,,,,,,,2.0,,,90.0,,,,,,,,,17.0,,6.8,,,,6.0,,,,9.0,,21.0,41.0,62.0,0,1.0,76.0,,1.0,,1.0
2019-20,8243444,5,13,Leicester_City,Away,47737,51938,Marc Albrighton,marc-albrighton,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243444,5,13,Leicester_City,Away,135647,106837,Dennis Praet,dennis-praet,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243444,5,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,1.0,8.0,1.0,9.0,2.0,1.0,1.0,,,,,,,,3.0,2.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,,7.0,,6.6,,,,,,,,2.0,1.0,13.0,2.0,15.0,0,,17.0,1.0,1.0,,
2019-20,8243444,5,13,Leicester_City,Away,197428,95463,Danny Ward,danny-ward,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243444,5,13,Leicester_City,Away,221200,111931,Ricardo Pereira,ricardo-pereira,D,False,,,5.0,16.0,16.0,32.0,1.0,3.0,4.0,,,,3.0,,,2.0,10.0,9.0,,,2.0,,,,,,,,90.0,,,,,,,,,21.0,,5.9,,,,,4.0,1.0,,9.0,,24.0,23.0,46.0,0,4.0,79.0,,,2.0,3.0
