season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyMiss,penaltySave,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2014-15,5583128,33,21,West_Ham_United,Away,1253,1344,Jussi Jääskeläinen,jussi-jaaskelainen,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5583128,33,21,West_Ham_United,Away,50539,60706,Adrián,adrian,G,False,,3.0,10.0,9.0,5.0,14.0,,,10.0,,,,,,,,,,,0.0,0.0,1.0,,,,,90.0,,,0.0,,,,,,6.5,2.0,2.0,,,,,,3.0,22.0,,20.0,6.0,26.0,0.0,,,,,
2014-15,5583146,34,21,West_Ham_United,Away,1253,1344,Jussi Jääskeläinen,jussi-jaaskelainen,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5583146,34,21,West_Ham_United,Away,50539,60706,Adrián,adrian,G,False,,,7.0,7.0,1.0,8.0,,1.0,11.0,,,,,,,1.0,,,,0.0,0.0,2.0,,,,,90.0,,,0.0,,,1.0,,1.0,8.4,6.0,7.0,,,1.0,,,,32.0,,31.0,2.0,33.0,0.0,,,,1.0,
2014-15,5583172,35,21,West_Ham_United,Home,1253,1344,Jussi Jääskeläinen,jussi-jaaskelainen,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5583172,35,21,West_Ham_United,Home,50539,60706,Adrián,adrian,G,False,,1.0,8.0,4.0,6.0,10.0,,,8.0,,,,,,,,,,,0.0,0.0,2.0,,,,,90.0,,,0.0,,,,,,7.1,2.0,2.0,,,,,,1.0,26.0,,21.0,7.0,28.0,0.0,,,,,
2014-15,5583176,36,21,West_Ham_United,Away,1253,1344,Jussi Jääskeläinen,jussi-jaaskelainen,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5583176,36,21,West_Ham_United,Away,50539,60706,Adrián,adrian,G,False,,1.0,5.0,5.0,2.0,7.0,,,8.0,,,,,,,,,,,0.0,0.0,1.0,,,,,90.0,,,0.0,,,,,1.0,6.9,1.0,4.0,,,1.0,,,1.0,21.0,,21.0,2.0,23.0,0.0,,33.0,,,
2014-15,5583212,37,21,West_Ham_United,Home,1253,1344,Jussi Jääskeläinen,jussi-jaaskelainen,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5583212,37,21,West_Ham_United,Home,50539,60706,Adrián,adrian,G,False,,2.0,10.0,10.0,6.0,16.0,,,10.0,,,,,,,,,,,0.0,0.0,2.0,,,1.0,,90.0,,,0.0,,,,,,6.9,1.0,3.0,,,1.0,,,2.0,20.0,,18.0,8.0,26.0,0.0,,41.0,,,
2014-15,5583230,38,21,West_Ham_United,Away,1253,1344,Jussi Jääskeläinen,jussi-jaaskelainen,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5583230,38,21,West_Ham_United,Away,50539,60706,Adrián,adrian,G,False,,,11.0,8.0,9.0,17.0,,,16.0,,,,,,,,,,,0.0,0.0,4.0,,1.0,,,90.0,,,0.0,,,,,,6.4,1.0,2.0,,,,,,,20.0,,16.0,10.0,26.0,0.0,,45.0,,,
