playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,throwInsToOppositionPlayer,penaltiesTaken,penaltyGoals,handballsConceded,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,ownGoalScored,savesMade,goalkeeperSmother,drops,crossesNotClaimed,lastPlayerTackle,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,foulWonPenalty,penaltiesConceded,headedGoals,hitWoodwork,setPiecesGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,clearancesOffTheLine
174874,Joachim Andersen,Defender,Fulham,54,Denmark,2025-26,82.0,4.0,1.822,1.0,3.0,4.0,,0.7944,45.0,13.0,,121.0,33.0,1.0,1.0,33.0,317.0,11.0,2275.0,,,,,,110.0,8.0,2.0,4.0,2.0,2877.0,2.0,1.0,31.0,141.0,4.0,17.0,62.0,1792.0,,35.0,3.0,38.2161,6.0,23.0,229.0,44.0,3.0,51.0,451.0,13.0,0.0,223.0,5.0,,783.0,114.0,33.0,2.0,,18.0,,1.0,641.0,40.0,11.0,4.0,3.0,113.0,79.0,1.0,2162.0,9.0,6.0,352.0,27.0,6.0,19.0,906.0,31.0,36.0,,166.0,135.0,2749.0,20.0,1.0,,90.0,1321.0,11.0,1.483,7.0,196.0,83.0,,,,,,,,13.0,,,,,,,,,1.0,11.0,2.0,,,,,,1.0,,,,,
631786,Jonah Kusi-Asare,Forward,Fulham,54,Sweden,2025-26,12.0,,0.0115,0.0,,,,,1.0,,,4.0,7.0,,,,5.0,,16.0,,,,,,7.0,,,,,49.0,,,6.0,4.0,,2.0,3.0,11.0,,4.0,,2.0714,1.0,,,2.0,,6.0,3.0,2.0,0.0,16.0,2.0,,5.0,4.0,7.0,,,,,,11.0,2.0,,,,9.0,1.0,0.0,16.0,,,8.0,1.0,,,3.0,4.0,,,,5.0,25.0,,,,1.0,2.0,1.0,,1.0,1.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246301,Jorge Cuenca,Defender,Fulham,54,Spain,2025-26,32.0,1.0,0.5598,0.0,,,,,16.0,1.0,1.0,25.0,15.0,,,11.0,73.0,1.0,626.0,,1.0,,,,32.0,2.0,,1.0,,938.0,,,15.0,36.0,,11.0,19.0,527.0,,6.0,1.0,9.3802,3.0,5.0,75.0,11.0,,17.0,232.0,1.0,0.0,68.0,5.0,,225.0,40.0,15.0,,,7.0,,3.0,150.0,11.0,1.0,3.0,,36.0,17.0,0.0,582.0,1.0,1.0,81.0,9.0,2.0,10.0,114.0,10.0,16.0,,26.0,55.0,774.0,1.0,4.0,,27.0,404.0,3.0,0.0501,6.0,48.0,23.0,4.0,,,,,,,33.0,,,,,,,,,2.0,33.0,,,,,,,,,,,,
577725,Josh King,Midfielder,Fulham,54,England,2025-26,77.0,,0.6535,0.0,5.0,11.0,6.0,2.6536,27.0,21.0,2.0,65.0,32.0,2.0,10.0,15.0,70.0,12.0,348.0,1.0,3.0,0.0,3.0,,22.0,,1.0,,9.0,1304.0,9.0,1.0,19.0,76.0,1.0,29.0,73.0,275.0,,70.0,2.0,18.6212,13.0,,14.0,18.0,2.0,58.0,70.0,30.0,0.0,153.0,14.0,1.0,97.0,59.0,32.0,1.0,1.0,13.0,,21.0,180.0,17.0,12.0,40.0,2.0,131.0,3.0,0.0,341.0,10.0,13.0,169.0,14.0,16.0,5.0,103.0,13.0,3.0,,3.0,78.0,602.0,1.0,15.0,3.0,3.0,98.0,4.0,2.4687,4.0,5.0,17.0,17.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0
167074,Kenny Tete,Defender,Fulham,54,Netherlands,2025-26,87.0,13.0,1.4208,0.0,6.0,3.0,2.0,0.4984,65.0,10.0,1.0,97.0,22.0,,1.0,21.0,138.0,21.0,886.0,1.0,1.0,1.0,2.0,,45.0,5.0,1.0,13.0,1.0,1794.0,1.0,,18.0,131.0,2.0,37.0,104.0,712.0,,24.0,3.0,22.9496,11.0,6.0,68.0,25.0,4.0,69.0,77.0,31.0,0.0,218.0,14.0,0.0,353.0,82.0,22.0,1.0,1.0,27.0,,14.0,341.0,23.0,21.0,30.0,4.0,173.0,27.0,0.0,870.0,7.0,7.0,237.0,38.0,8.0,6.0,293.0,27.0,27.0,,36.0,163.0,1407.0,128.0,6.0,2.0,20.0,420.0,8.0,0.9581,2.0,41.0,64.0,1.0,26.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
560552,Kevin,Forward,Fulham,54,Brazil,2025-26,113.0,11.0,1.4786,0.0,6.0,10.0,7.0,1.9609,21.0,19.0,1.0,73.0,26.0,1.0,15.0,9.0,80.0,22.0,339.0,1.0,3.0,1.0,1.0,10.0,22.0,,6.0,12.0,3.0,1037.0,3.0,1.0,14.0,90.0,1.0,26.0,82.0,239.0,1.0,61.0,,12.6044,13.0,1.0,8.0,15.0,5.0,99.0,120.0,17.0,0.0,203.0,13.0,0.0,83.0,48.0,26.0,6.0,1.0,10.0,,44.0,202.0,14.0,32.0,67.0,5.0,181.0,8.0,0.0,335.0,9.0,10.0,218.0,11.0,44.0,,26.0,14.0,9.0,9.0,20.0,110.0,669.0,5.0,9.0,1.0,4.0,69.0,6.0,1.1974,1.0,7.0,16.0,17.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,0.0398,
477555,Oscar Bobb,Midfielder,Fulham,54,Norway,2025-26,63.0,3.0,0.9341,0.0,4.0,3.0,6.0,1.3205,21.0,8.0,2.0,51.0,23.0,1.0,20.0,11.0,57.0,6.0,401.0,,,,,5.0,13.0,1.0,,4.0,3.0,1037.0,3.0,3.0,7.0,71.0,2.0,30.0,65.0,342.0,1.0,69.0,2.0,6.3051,21.0,,3.0,13.0,1.0,56.0,57.0,17.0,0.0,134.0,17.0,,71.0,42.0,23.0,,,9.0,,18.0,267.0,11.0,10.0,41.0,1.0,121.0,6.0,0.0,395.0,5.0,9.0,136.0,12.0,27.0,,135.0,9.0,9.0,3.0,2.0,138.0,629.0,8.0,9.0,,5.0,81.0,4.0,1.0878,1.0,6.0,14.0,12.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
102057,Raúl Jiménez,Forward,Fulham,54,Mexico,2025-26,226.0,2.0,0.9337,0.0,21.0,19.0,2.0,10.5963,35.0,53.0,1.0,179.0,36.0,3.0,37.0,27.0,189.0,5.0,518.0,9.0,19.0,5.0,10.0,,212.0,2.0,,2.0,10.0,2199.0,10.0,15.0,127.0,163.0,2.0,41.0,78.0,313.0,,106.0,1.0,26.44,22.0,1.0,30.0,28.0,11.0,99.0,128.0,34.0,4.0,389.0,12.0,4.0,153.0,55.0,36.0,,5.0,14.0,,17.0,198.0,26.0,5.0,45.0,11.0,177.0,85.0,0.0,513.0,34.0,12.0,303.0,21.0,10.0,3.0,114.0,46.0,8.0,,16.0,123.0,925.0,5.0,17.0,10.0,6.0,133.0,13.0,11.4959,5.0,10.0,49.0,9.0,1.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,2.0,,4.0,2.0,,6.0,6.0,0.5735,1.0
244042,Rodrigo Muniz,Forward,Fulham,54,Brazil,2025-26,112.0,,0.1447,0.0,11.0,5.0,,0.7986,8.0,21.0,,69.0,21.0,1.0,6.0,10.0,76.0,2.0,132.0,1.0,5.0,1.0,2.0,,147.0,,,,4.0,997.0,4.0,2.0,69.0,108.0,2.0,11.0,30.0,53.0,,61.0,2.0,11.8047,7.0,,24.0,13.0,9.0,43.0,39.0,18.0,0.0,220.0,5.0,0.0,45.0,15.0,21.0,,,5.0,1.0,7.0,43.0,11.0,2.0,19.0,9.0,73.0,78.0,0.0,131.0,16.0,7.0,143.0,3.0,5.0,3.0,31.0,21.0,2.0,,3.0,17.0,332.0,,10.0,2.0,1.0,13.0,8.0,3.34,2.0,7.0,11.0,11.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
184349,Ryan Sessegnon,Midfielder,Fulham,54,England,2025-26,102.0,6.0,1.8111,0.0,6.0,4.0,,1.4147,48.0,10.0,4.0,123.0,27.0,1.0,7.0,20.0,160.0,50.0,679.0,3.0,4.0,1.0,,1.0,45.0,3.0,,6.0,1.0,1822.0,1.0,1.0,26.0,79.0,4.0,56.0,60.0,498.0,,69.0,2.0,21.6967,13.0,10.0,64.0,29.0,6.0,76.0,212.0,3.0,2.0,181.0,18.0,2.0,264.0,74.0,27.0,,,19.0,3.0,16.0,275.0,25.0,50.0,34.0,6.0,136.0,19.0,0.0,672.0,6.0,15.0,339.0,29.0,9.0,8.0,63.0,33.0,25.0,,21.0,140.0,1247.0,129.0,6.0,,22.0,250.0,15.0,1.6074,0.0,37.0,73.0,7.0,52.0,,,3.0,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,
591385,Sam Amissah,Defender,Fulham,54,England,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218328,Samuel Chukwueze,Forward,Fulham,54,Nigeria,2025-26,57.0,8.0,3.3002,0.0,8.0,7.0,2.0,3.0848,6.0,17.0,6.0,101.0,23.0,4.0,20.0,10.0,108.0,35.0,413.0,3.0,3.0,0.0,4.0,1.0,18.0,,2.0,8.0,2.0,1075.0,2.0,1.0,11.0,43.0,3.0,31.0,36.0,289.0,,56.0,,17.4182,20.0,1.0,10.0,20.0,4.0,46.0,123.0,12.0,0.0,100.0,8.0,3.0,83.0,57.0,23.0,2.0,,2.0,3.0,21.0,193.0,17.0,36.0,36.0,4.0,82.0,7.0,0.0,412.0,10.0,8.0,206.0,4.0,18.0,1.0,95.0,5.0,7.0,1.0,16.0,112.0,634.0,6.0,8.0,4.0,2.0,120.0,2.0,2.0748,0.0,7.0,25.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
207189,Sander Berge,Midfielder,Fulham,54,Norway,2025-26,109.0,3.0,1.5034,0.0,7.0,3.0,1.0,0.2057,57.0,8.0,3.0,144.0,35.0,1.0,40.0,34.0,176.0,10.0,1729.0,,1.0,,3.0,,81.0,5.0,2.0,3.0,1.0,2911.0,1.0,,31.0,130.0,5.0,43.0,80.0,1499.0,,27.0,3.0,39.2304,20.0,5.0,50.0,45.0,4.0,78.0,524.0,14.0,0.0,239.0,21.0,,406.0,133.0,35.0,2.0,,17.0,,12.0,739.0,40.0,10.0,32.0,4.0,158.0,50.0,0.0,1698.0,5.0,6.0,249.0,40.0,9.0,16.0,496.0,35.0,25.0,,54.0,303.0,2075.0,5.0,9.0,3.0,20.0,817.0,12.0,1.5366,5.0,32.0,65.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0
212314,Sasa Lukic,Midfielder,Fulham,54,Serbia,2025-26,109.0,4.0,1.907,0.0,5.0,6.0,,1.4328,49.0,13.0,2.0,97.0,26.0,2.0,23.0,20.0,105.0,12.0,730.0,1.0,2.0,1.0,3.0,52.0,57.0,4.0,2.0,19.0,3.0,1734.0,3.0,2.0,34.0,103.0,4.0,35.0,80.0,616.0,13.0,35.0,2.0,19.9946,26.0,2.0,36.0,22.0,2.0,75.0,175.0,25.0,0.0,212.0,15.0,0.0,157.0,71.0,26.0,2.0,,22.0,,5.0,366.0,18.0,49.0,14.0,2.0,155.0,23.0,0.0,678.0,7.0,7.0,188.0,27.0,6.0,9.0,227.0,53.0,18.0,32.0,9.0,171.0,1057.0,1.0,8.0,3.0,5.0,278.0,33.0,2.2625,9.0,8.0,37.0,6.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,
619536,Seth Ridgeon,Midfielder,Fulham,54,England,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166477,Timothy Castagne,Defender,Fulham,54,Belgium,2025-26,60.0,15.0,1.4603,0.0,5.0,6.0,1.0,1.1263,40.0,9.0,,83.0,30.0,,3.0,20.0,109.0,33.0,796.0,,1.0,,,,59.0,3.0,,15.0,6.0,1842.0,6.0,,32.0,81.0,4.0,33.0,54.0,654.0,,41.0,1.0,27.8075,18.0,7.0,65.0,31.0,5.0,28.0,65.0,11.0,0.0,141.0,13.0,,247.0,56.0,30.0,,,16.0,,3.0,309.0,27.0,33.0,5.0,5.0,82.0,27.0,0.0,788.0,3.0,7.0,177.0,24.0,3.0,10.0,330.0,18.0,31.0,,33.0,154.0,1216.0,123.0,4.0,,18.0,393.0,8.0,1.4159,4.0,26.0,49.0,10.0,7.0,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,1.0
76357,Tom Cairney,Midfielder,Fulham,54,Scotland,2025-26,28.0,1.0,0.816,0.0,7.0,2.0,,0.8585,7.0,10.0,4.0,40.0,24.0,,17.0,6.0,51.0,2.0,692.0,2.0,,1.0,3.0,4.0,13.0,,,2.0,,763.0,,1.0,3.0,32.0,2.0,9.0,22.0,618.0,1.0,11.0,,9.4899,11.0,1.0,7.0,10.0,4.0,25.0,198.0,11.0,0.0,60.0,4.0,1.0,169.0,43.0,24.0,,,4.0,2.0,4.0,328.0,8.0,4.0,8.0,4.0,47.0,10.0,0.0,668.0,8.0,5.0,75.0,3.0,4.0,1.0,190.0,10.0,4.0,1.0,23.0,135.0,785.0,,6.0,3.0,2.0,315.0,8.0,1.2065,3.0,11.0,12.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
