season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436962,5,1,Manchester_United,Away,815890,451302,Altay Bayındır,altay-bayindir,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436995,6,1,Manchester_United,Home,787498,202641,André Onana,andre-onana,G,False,,,7.0,5.0,11.0,16.0,,,,11.0,,,,,,,,,,,0.00405021,,,,0.0,,0.4562,1.0,,,,,90.0,,,,,,,,11.0,,,7.8,5.0,7.0,,,,1.0,,,,17.0,,14.0,12.0,26.0,,,0,,45.0,,,,
2024-25,12436995,6,1,Manchester_United,Home,815890,451302,Altay Bayındır,altay-bayindir,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437006,7,1,Manchester_United,Away,787498,202641,André Onana,andre-onana,G,False,,,6.0,3.0,19.0,22.0,,1.0,,3.0,,,,,,,,1.0,,,0.00047892,,,,0.0,,0.3923,1.0,,,,,90.0,,,,,,,,11.0,,,7.0,,1.0,,,,,,,,17.0,,13.0,20.0,33.0,,,0,,38.0,,,,
2024-25,12437006,7,1,Manchester_United,Away,815890,451302,Altay Bayındır,altay-bayindir,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437034,8,1,Manchester_United,Home,787498,202641,André Onana,andre-onana,G,False,,1.0,12.0,11.0,15.0,26.0,,,,7.0,1.0,,,,,,,,,,0.1865,,,,0.0,,0.064,1.0,,,1.0,,90.0,,,,,,,,18.0,,,7.0,,1.0,,,,,,,1.0,30.0,,26.0,18.0,44.0,,,0,,50.0,,,,
2024-25,12437034,8,1,Manchester_United,Home,815890,451302,Altay Bayındır,altay-bayindir,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437050,9,1,Manchester_United,Away,787498,202641,André Onana,andre-onana,G,False,,,3.0,2.0,17.0,19.0,,,,7.0,,,,,,,,,,,0.0004766,,,,0.0,,0.0418,1.0,,,,,90.0,,,,,1.0,,,12.0,,,6.5,1.0,1.0,,,,,,,,14.0,,10.0,21.0,31.0,,,0,,40.0,,,,
2024-25,12437050,9,1,Manchester_United,Away,815890,451302,Altay Bayındır,altay-bayindir,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437055,10,1,Manchester_United,Home,787498,202641,André Onana,andre-onana,G,False,,,4.0,4.0,19.0,23.0,,1.0,,11.0,,,,,,,,2.0,,1.0,0.00239261,,,,0.0,,-0.2598,,,,,,90.0,,,,,,,,13.0,,,6.3,1.0,2.0,,,,,,,,17.0,,11.0,25.0,36.0,,,0,,47.0,,1.0,,
2024-25,12437055,10,1,Manchester_United,Home,815890,451302,Altay Bayındır,altay-bayindir,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436494,11,1,Manchester_United,Home,18122,21205,Tom Heaton,tom-heaton,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436494,11,1,Manchester_United,Home,787498,202641,André Onana,andre-onana,G,False,,,4.0,2.0,22.0,24.0,,1.0,16.0,9.0,,,,,,,,1.0,,,0.00441764,,,,0.0,,0.7154,1.0,,,,,90.0,,,,,,,,11.0,0.0,,7.9,3.0,5.0,,,97.476650866772,,,,,15.0,,10.0,25.0,35.0,37.061578608633,,0,,48.0,,,,
2024-25,12436494,11,1,Manchester_United,Home,815890,451302,Altay Bayındır,altay-bayindir,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436497,12,1,Manchester_United,Away,787498,202641,André Onana,andre-onana,G,False,,,,,37.0,37.0,,,,8.0,,,,,,,,,,,5.755e-05,,,,0.0,,0.6735,1.0,,,,,90.0,,,,,,,,10.0,,,7.3,3.0,5.0,,,,,,,,10.0,,8.0,39.0,47.0,,,0,,57.0,,,,
2024-25,12436497,12,1,Manchester_United,Away,815890,451302,Altay Bayındır,altay-bayindir,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436505,13,1,Manchester_United,Home,787498,202641,André Onana,andre-onana,G,False,,,1.0,1.0,32.0,33.0,,,,10.0,,,,1.0,,,1.0,,,,7.091e-05,,,,0.0,,0.163,,,,,,90.0,,,,,,,,2.0,,,7.1,1.0,2.0,,,,1.0,,,,3.0,,2.0,33.0,35.0,,,0,,42.0,,,,
2024-25,12436505,13,1,Manchester_United,Home,815890,451302,Altay Bayındır,altay-bayindir,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436935,14,1,Manchester_United,Away,787498,202641,André Onana,andre-onana,G,False,,,1.0,1.0,29.0,30.0,,,,6.0,,,,,,,,1.0,,,0.00015963,,,,0.0,,0.8625,2.0,,,,,90.0,,,,,,,,11.0,,4.0,7.4,4.0,4.0,,,,5.0,,,,11.0,,7.0,34.0,41.0,,,0,,56.0,,1.0,,
2024-25,12436935,14,1,Manchester_United,Away,815890,451302,Altay Bayındır,altay-bayindir,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436449,15,1,Manchester_United,Home,787498,202641,André Onana,andre-onana,G,False,,,3.0,2.0,31.0,33.0,,,,2.0,,,,,,,,,1.0,,0.00131823,,,,0.0,,-1.4755,,,,,,90.0,,,,,,,,4.0,,,5.1,,,,,,,,,,6.0,,3.0,34.0,37.0,,,0,,38.0,,,,
2024-25,12436449,15,1,Manchester_United,Home,815890,451302,Altay Bayındır,altay-bayindir,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436451,16,1,Manchester_United,Away,787498,202641,André Onana,andre-onana,G,False,,,4.0,4.0,19.0,23.0,,,,8.0,,,,,,,,,,,0.00097462,,,,0.0,,-0.1442,,,,,,90.0,,,,,,,,9.0,,,6.5,,2.0,,,,1.0,,,,13.0,,6.0,26.0,32.0,,,0,,39.0,,,,
2024-25,12436451,16,1,Manchester_United,Away,815890,451302,Altay Bayındır,altay-bayindir,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436470,17,1,Manchester_United,Home,787498,202641,André Onana,andre-onana,G,False,,,11.0,6.0,22.0,28.0,,,,11.0,,,,1.0,,,1.0,,,,0.00356086,,,,0.0,,-0.6603,1.0,,,,,90.0,,,,,1.0,,,10.0,,,6.7,,2.0,,,,,,,,21.0,,13.0,25.0,38.0,,,0,,48.0,,,,
2024-25,12436470,17,1,Manchester_United,Home,815890,451302,Altay Bayındır,altay-bayindir,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436482,18,1,Manchester_United,Away,787498,202641,André Onana,andre-onana,G,False,,,2.0,1.0,13.0,14.0,,1.0,,8.0,,,,,,,,1.0,1.0,,0.00040295,,,,0.0,,-0.3539,,,,,,90.0,,,,,,,,9.0,,1.0,5.9,1.0,2.0,,,,1.0,,,,11.0,,8.0,15.0,23.0,,,0,,30.0,,,,
2024-25,12436482,18,1,Manchester_United,Away,815890,451302,Altay Bayındır,altay-bayindir,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436522,19,1,Manchester_United,Home,787498,202641,André Onana,andre-onana,G,False,,,6.0,3.0,21.0,24.0,,1.0,,4.0,,,,,,,,1.0,,,0.00165072,,,,0.0,,-0.3213,,,,,,90.0,,,,,,,,10.0,,1.0,6.4,1.0,2.0,,,,3.0,,,,16.0,,12.0,22.0,34.0,,,0,,41.0,,,,
2024-25,12436522,19,1,Manchester_United,Home,815890,451302,Altay Bayındır,altay-bayindir,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436514,20,1,Manchester_United,Away,787498,202641,André Onana,andre-onana,G,False,,,5.0,3.0,7.0,10.0,,,,4.0,,,,,,,,,,,0.00011321,,,,0.0,,-0.0622,1.0,,,,,90.0,,,,,1.0,,,15.0,,2.0,7.1,4.0,4.0,,,,2.0,,,,20.0,,18.0,7.0,25.0,,,0,,34.0,,,,
2024-25,12436514,20,1,Manchester_United,Away,815890,451302,Altay Bayındır,altay-bayindir,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436516,21,1,Manchester_United,Home,787498,202641,André Onana,andre-onana,G,False,,,3.0,1.0,29.0,30.0,,,,1.0,,,,,,,,,,,0.00043998,,,,0.0,,-0.3317,,,,,,90.0,,,,,,,,13.0,,,7.2,4.0,5.0,,,,,,,,16.0,,13.0,30.0,43.0,,,0,,48.0,,,,
2024-25,12436516,21,1,Manchester_United,Home,815890,451302,Altay Bayındır,altay-bayindir,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436883,22,1,Manchester_United,Home,787498,202641,André Onana,andre-onana,G,False,,1.0,4.0,3.0,11.0,14.0,,,,4.0,,,,,,,,,1.0,,0.00159762,,,,0.0,,-0.81,,,,,,90.0,,,,,,,,13.0,,1.0,5.5,,,,,,1.0,,,1.0,15.0,,12.0,14.0,26.0,,,0,,30.0,1.0,,,
2024-25,12436883,22,1,Manchester_United,Home,815890,451302,Altay Bayındır,altay-bayindir,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436899,23,1,Manchester_United,Away,787498,202641,André Onana,andre-onana,G,False,,,5.0,3.0,17.0,20.0,,,,5.0,,,,,,,,,,,0.00020349,,,,0.0,,0.1864,2.0,,,,,90.0,,,,,,,,20.0,,,7.1,2.0,2.0,,,,,,,,25.0,,21.0,19.0,40.0,,,0,,47.0,,,,
2024-25,12436899,23,1,Manchester_United,Away,815890,451302,Altay Bayındır,altay-bayindir,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436925,24,1,Manchester_United,Home,787498,202641,André Onana,andre-onana,G,False,,,3.0,2.0,22.0,24.0,,,,6.0,,,,,,,,,,,0.00039322,,,,0.0,,-1.1789,1.0,,,,,90.0,,,,,,,,7.0,,,6.5,,1.0,,,,,,,,10.0,,9.0,22.0,31.0,,,0,,37.0,,,,
2024-25,12436925,24,1,Manchester_United,Home,815890,451302,Altay Bayındır,altay-bayindir,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436925,24,1,Manchester_United,Home,1394261,588555,Elyh Harrison,elyh-harrison,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436952,25,1,Manchester_United,Away,787498,202641,André Onana,andre-onana,G,False,,1.0,3.0,3.0,16.0,19.0,,,,13.0,,,,,,,,,,,0.00081265,,,,0.0,,0.509,,,,,,90.0,,,,,,,,11.0,,,7.8,4.0,6.0,,,,,,,1.0,11.0,,8.0,19.0,27.0,,,0,,40.0,,,,
2024-25,12436952,25,1,Manchester_United,Away,1394261,588555,Elyh Harrison,elyh-harrison,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436625,26,1,Manchester_United,Away,787498,202641,André Onana,andre-onana,G,False,,1.0,2.0,1.0,18.0,19.0,,,,8.0,,,,,,,,,,,0.00361123,,,,0.0,,-0.3872,1.0,,,,,90.0,,,,,,,,4.0,,,7.5,5.0,6.0,,,,,,,1.0,6.0,,3.0,20.0,23.0,,,0,,35.0,,,,
2024-25,12436625,26,1,Manchester_United,Away,1014432,439483,Hubert Graczyk,hubert-graczyk,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436625,26,1,Manchester_United,Away,1394261,588555,Elyh Harrison,elyh-harrison,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436991,27,1,Manchester_United,Home,787498,202641,André Onana,andre-onana,G,False,,,4.0,4.0,5.0,9.0,,1.0,,5.0,,,,,,,,1.0,,,0.00068798,,,,0.0,,-0.6153,,,,,,90.0,,,,,,,,18.0,,,6.0,,1.0,,,,1.0,,,,21.0,,19.0,8.0,27.0,,,0,,30.0,,,,
2024-25,12436991,27,1,Manchester_United,Home,1014432,439483,Hubert Graczyk,hubert-graczyk,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436991,27,1,Manchester_United,Home,1394261,588555,Elyh Harrison,elyh-harrison,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437005,28,1,Manchester_United,Home,787498,202641,André Onana,andre-onana,G,False,,,4.0,3.0,12.0,15.0,,,,9.0,,,,,,,,,,,0.0004167,,,,0.0,,0.7718,1.0,,,,,90.0,,,,,,,,25.0,,2.0,7.6,3.0,5.0,,,,2.0,,,,29.0,,27.0,13.0,40.0,,,0,,53.0,,,,
2024-25,12437005,28,1,Manchester_United,Home,1005664,461537,Dermot Mee,mee-dermot,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437005,28,1,Manchester_United,Home,1394261,588555,Elyh Harrison,elyh-harrison,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437027,29,1,Manchester_United,Away,787498,202641,André Onana,andre-onana,G,False,,1.0,8.0,5.0,30.0,35.0,,,,7.0,,,,,,,,,,,0.00051527,,,,0.0,,0.3835,1.0,,,,,90.0,,,,,,,,13.0,,,7.5,2.0,3.0,,,,1.0,,,1.0,21.0,,15.0,33.0,48.0,,,0,,57.0,,,,
2024-25,12437027,29,1,Manchester_United,Away,1005664,461537,Dermot Mee,mee-dermot,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437027,29,1,Manchester_United,Away,1394261,588555,Elyh Harrison,elyh-harrison,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436591,30,1,Manchester_United,Away,787498,202641,André Onana,andre-onana,G,False,,,1.0,,17.0,17.0,,,,3.0,,,,,,,,,,,4.618e-05,,,,0.0,,-0.0316,,,,,,90.0,,,,,,,,1.0,,,6.4,1.0,1.0,,,,,,,,2.0,,1.0,17.0,18.0,,,0,,21.0,,,,
2024-25,12436591,30,1,Manchester_United,Away,815890,451302,Altay Bayındır,altay-bayindir,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436602,31,1,Manchester_United,Home,787498,202641,André Onana,andre-onana,G,False,,,4.0,2.0,14.0,16.0,,,,10.0,,,,,,,,,,,0.00024312,,,,0.0,,0.2856,1.0,,,,,90.0,,,,,,,,11.0,,,8.3,2.0,6.0,,,,,,,,15.0,,9.0,18.0,27.0,,,0,,40.0,,,,
2024-25,12436602,31,1,Manchester_United,Home,815890,451302,Altay Bayındır,altay-bayindir,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436611,32,1,Manchester_United,Away,18122,21205,Tom Heaton,tom-heaton,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436611,32,1,Manchester_United,Away,815890,451302,Altay Bayındır,altay-bayindir,G,False,,,10.0,3.0,25.0,28.0,1.0,1.0,,6.0,,,,1.0,,,2.0,1.0,1.0,,0.0016867,,,,0.0,,-0.1928,2.0,,,,,90.0,,,,,,,,29.0,,,5.5,2.0,2.0,,,,3.0,,,,37.0,,24.0,33.0,57.0,,,0,,68.0,,,,
2024-25,12436622,33,1,Manchester_United,Home,18122,21205,Tom Heaton,tom-heaton,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436622,33,1,Manchester_United,Home,787498,202641,André Onana,andre-onana,G,False,,,4.0,4.0,17.0,21.0,,,,4.0,,,,,,,,,,,0.00074576,,,,0.0,,-0.2775,,,,,,90.0,,,,,,,,6.0,,,6.3,,1.0,,,,,,,,9.0,,7.0,20.0,27.0,,,0,,31.0,,,,
2024-25,12436535,34,1,Manchester_United,Away,18122,21205,Tom Heaton,tom-heaton,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436535,34,1,Manchester_United,Away,787498,202641,André Onana,andre-onana,G,False,,,4.0,3.0,21.0,24.0,,,,7.0,,,,,,,,,,,0.00074086,,,,0.0,,-0.3061,,,,,,90.0,,,,,,,,9.0,,1.0,6.3,,,,,,1.0,,,,12.0,,10.0,22.0,32.0,,,0,,38.0,,,,
2024-25,12436560,35,1,Manchester_United,Away,18122,21205,Tom Heaton,tom-heaton,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436560,35,1,Manchester_United,Away,815890,451302,Altay Bayındır,altay-bayindir,G,False,,2.0,4.0,2.0,22.0,24.0,,,,6.0,,,,,,,,,,,0.00016223,,,,0.0,,-0.7541,2.0,,,,,90.0,,,,,,,,20.0,,3.0,6.6,3.0,3.0,,,,5.0,,,2.0,22.0,,14.0,30.0,44.0,,,0,,59.0,,,,
2024-25,12436569,36,1,Manchester_United,Home,18122,21205,Tom Heaton,tom-heaton,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436569,36,1,Manchester_United,Home,815890,451302,Altay Bayındır,altay-bayindir,G,False,,1.0,3.0,2.0,13.0,15.0,,,,3.0,,,,,,,,,,,0.00022489,,,,0.0,,0.9755,,,,,,90.0,,,,,,,,3.0,,1.0,6.6,2.0,2.0,,,,2.0,,,1.0,6.0,,5.0,13.0,18.0,,,0,,23.0,,,,
2024-25,12436582,37,1,Manchester_United,Away,787498,202641,André Onana,andre-onana,G,False,,1.0,13.0,9.0,15.0,24.0,,,,12.0,,,,,,,,2.0,,,0.00583914,,,,0.0,,-0.1752,1.0,,,,1.0,90.0,,,,,,,,19.0,,,7.2,1.0,2.0,,,,,1.0,,1.0,32.0,,23.0,20.0,43.0,,,0,1.0,52.0,,,1.0,1.0
2024-25,12436582,37,1,Manchester_United,Away,815890,451302,Altay Bayındır,altay-bayindir,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436540,38,1,Manchester_United,Home,18122,21205,Tom Heaton,tom-heaton,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436540,38,1,Manchester_United,Home,815890,451302,Altay Bayındır,altay-bayindir,G,False,,,4.0,3.0,10.0,13.0,,,,5.0,,,,,,,,1.0,,,0.00087395,,,,0.0,,0.0378,,,,,,90.0,,,,,,,,8.0,,1.0,7.0,1.0,1.0,,,,4.0,,,,12.0,,10.0,11.0,21.0,,,0,,29.0,,1.0,,
