matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rescindedRedCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2444570,11,2024-11-09 15:00:00,91,Bournemouth,Away,91.0,15.0,,6.0,6.0,4.0,,205.0,3.0,,3.0,9.0,6.0,22.0,290.0,,1.0,16.0,37.0,18.0,9.0,1.0,3.0,,,,,,1.0,,,1.0,10.0,,,,,,1.0,6.0,10.0,2.0,11.0,4.0,61.0,54.0,2.0,1.0,2.0,2.0,7.0,9.0,4.0,,,4.0,12.0,8.0,,7.0,3.0,67.0,48.0,2.0,32.0,21.0,,,,,,,,78.0,16.0,8.0,1.0,,2.0,1.0,1.0,153.0,1.0,,1.0,,1.0,,6.0,1.0,,1.0,21.0,1.0,8.0,8.0,,3.0,95.0,61.0,24.0,6.0,1.0,3.0,8.0,3.0,366.0,4.0,3.0,68.0,61.0,35.0,,,,,147.0,147.0,5.0,22.0,22.0,48.5,,3.0,,2.0,14.0,0.0,,77.0,1.0,2.0,3.0,1.0,,3.0,3.0,,5.0,117.0,276.0,7.0,11.0,113.0,38.0,32.0,10.0,2.0,23.0,21.0,,,167.0,11.0,296.0,,,33.0,6.0,68.0,1.0,386.0,,0.0,15.0,16.0,2.0,21.0,4.0,590.0,34.0,14.0,6.0,4.0,12.0,0.0
2444580,12,2024-11-23 15:00:00,91,Bournemouth,Home,175.0,14.0,1.0,6.0,5.0,,,246.0,5.0,1.0,5.0,5.0,5.0,21.0,415.0,2.0,,16.0,18.0,8.0,14.0,1.0,4.0,1.0,,,,,,,,,14.0,,,1.0,,,1.0,7.0,5.0,1.0,14.0,5.0,91.0,67.0,4.0,3.0,1.0,,4.0,3.0,8.0,,,7.0,18.0,14.0,,9.0,1.0,58.0,43.0,,8.0,3.0,,,,,,,,78.0,13.0,10.0,,,2.0,,,162.0,1.0,,1.0,1.0,,,6.0,1.0,,1.0,3.0,1.0,10.0,10.0,1.0,6.0,130.0,62.0,38.0,,,10.0,6.0,5.0,456.0,1.0,,85.0,91.0,46.0,,,,,133.0,133.0,5.0,28.0,27.0,55.0,1.0,,,,11.0,0.0,,96.0,1.0,1.0,2.0,1.0,1.0,11.0,1.0,1.0,5.0,131.0,396.0,4.0,16.0,186.0,33.0,8.0,16.0,4.0,36.0,32.0,,1.0,171.0,2.0,329.0,,1.0,16.0,5.0,45.0,5.0,479.0,3.0,0.0,19.0,20.0,3.0,16.0,2.0,672.0,39.0,13.0,5.0,7.0,11.0,0.0
2444599,13,2024-11-30 15:00:00,91,Bournemouth,Away,133.0,9.0,,2.0,2.0,3.0,,134.0,8.0,1.0,2.0,8.0,3.0,24.0,265.0,,,10.0,12.0,14.0,7.0,,2.0,,,,,,,,,,7.0,3.0,,,,,,7.0,5.0,5.0,10.0,2.0,62.0,58.0,1.0,1.0,3.0,5.0,9.0,2.0,9.0,,1.0,4.0,5.0,4.0,1.0,17.0,,59.0,56.0,5.0,20.0,7.0,,,,,,,,52.0,11.0,13.0,,,6.0,2.0,,144.0,1.0,,1.0,1.0,,,9.0,1.0,1.0,1.0,7.0,,8.0,8.0,1.0,2.0,76.0,57.0,41.0,3.0,3.0,1.0,7.0,8.0,321.0,2.0,,76.0,29.0,26.0,,,,3.0,141.0,141.0,6.0,20.0,26.0,39.9,,,,1.0,17.0,0.0,,62.0,,1.0,1.0,,,2.0,,,4.0,59.0,246.0,9.0,8.0,156.0,21.0,20.0,14.0,4.0,15.0,11.0,,,98.0,8.0,203.0,1.0,1.0,26.0,3.0,53.0,1.0,344.0,,0.0,12.0,26.0,1.0,13.0,1.0,546.0,20.0,17.0,3.0,4.0,14.0,0.0
2444600,14,2024-12-05 20:15:00,91,Bournemouth,Home,69.0,10.0,2.0,5.0,3.0,5.0,,110.0,6.0,,3.0,7.0,3.0,18.0,174.0,1.0,,12.0,7.0,12.0,17.0,,3.0,4.0,,,,,,,,1.0,18.0,,,,1.0,,,7.0,7.0,5.0,17.0,4.0,42.0,53.0,4.0,6.0,1.0,1.0,10.0,5.0,10.0,,1.0,5.0,6.0,4.0,1.0,14.0,1.0,56.0,53.0,1.0,28.0,8.0,,2.0,,,,,,50.0,15.0,8.0,,1.0,1.0,,,123.0,1.0,1.0,1.0,,1.0,,11.0,,1.0,,8.0,1.0,18.0,18.0,5.0,3.0,41.0,52.0,22.0,9.0,,7.0,11.0,8.0,223.0,3.0,,42.0,41.0,19.0,,,,,138.0,138.0,6.0,26.0,17.0,34.5,1.0,,,2.0,14.0,0.0,,42.0,1.0,3.0,4.0,1.0,4.0,8.0,,,5.0,67.0,161.0,10.0,18.0,95.0,16.0,28.0,18.0,4.0,14.0,10.0,,4.0,99.0,9.0,167.0,1.0,,34.0,5.0,58.0,3.0,248.0,1.0,0.0,21.0,25.0,1.0,22.0,2.0,479.0,28.0,17.0,8.0,5.0,14.0,0.0
2444615,15,2024-12-08 14:00:00,91,Bournemouth,Away,131.0,29.0,1.0,3.0,2.0,1.0,,229.0,3.0,,4.0,7.0,4.0,31.0,357.0,2.0,1.0,15.0,25.0,19.0,13.0,2.0,4.0,1.0,,,,,,,,,18.0,,,,1.0,,,2.0,11.0,7.0,14.0,8.0,70.0,69.0,4.0,3.0,2.0,3.0,10.0,7.0,8.0,,,13.0,10.0,5.0,,10.0,2.0,63.0,60.0,3.0,26.0,10.0,,1.0,,,,,,73.0,13.0,7.0,,,,,,164.0,1.0,,,1.0,,,7.0,2.0,,2.0,10.0,1.0,10.0,10.0,,4.0,111.0,60.0,32.0,6.0,,7.0,9.0,6.0,419.0,7.0,4.0,94.0,55.0,37.0,,,,,151.0,151.0,11.0,22.0,31.0,57.0,1.0,,3.0,1.0,19.0,0.0,,98.0,3.0,1.0,4.0,,1.0,9.0,,2.0,5.0,138.0,340.0,10.0,16.0,148.0,44.0,26.0,20.0,8.0,23.0,15.0,,1.0,187.0,7.0,318.0,,,21.0,4.0,65.0,,443.0,4.0,0.0,22.0,23.0,3.0,18.0,1.0,670.0,41.0,19.0,11.0,13.0,15.0,0.0
2444620,16,2024-12-16 20:00:00,91,Bournemouth,Home,157.0,18.0,4.0,8.0,4.0,3.0,,182.0,4.0,1.0,4.0,11.0,7.0,35.0,331.0,1.0,,19.0,24.0,21.0,18.0,1.0,8.0,3.0,1.0,,,,1.0,1.0,,,20.0,,,,1.0,,,3.0,13.0,3.0,16.0,13.0,70.0,59.0,,2.0,,2.0,3.0,14.0,10.0,,,12.0,14.0,5.0,,6.0,,50.0,48.0,2.0,25.0,13.0,,1.0,,,,,,62.0,6.0,11.0,,,2.0,,1.0,189.0,,,,,,,5.0,,,1.0,13.0,1.0,10.0,10.0,2.0,4.0,85.0,87.0,38.0,6.0,,4.0,15.0,9.0,416.0,7.0,1.0,59.0,54.0,47.0,1.0,1.0,1.0,,161.0,161.0,5.0,28.0,18.0,51.2,1.0,,1.0,1.0,7.0,0.0,,92.0,2.0,,2.0,,3.0,6.0,2.0,1.0,4.0,92.0,314.0,3.0,19.0,179.0,36.0,25.0,9.0,11.0,30.0,19.0,,3.0,138.0,10.0,287.0,1.0,1.0,37.0,8.0,76.0,1.0,436.0,3.0,0.0,29.0,13.0,2.0,20.0,0.0,650.0,40.0,19.0,3.0,12.0,8.0,0.0
2444637,17,2024-12-22 14:00:00,91,Bournemouth,Away,122.0,20.0,,2.0,2.0,2.0,1.0,133.0,4.0,2.0,1.0,2.0,2.0,22.0,253.0,1.0,1.0,11.0,13.0,10.0,6.0,,,1.0,,,,,,,,,8.0,1.0,,,,,1.0,4.0,13.0,10.0,6.0,4.0,60.0,59.0,1.0,,2.0,2.0,10.0,2.0,9.0,,,1.0,3.0,3.0,1.0,10.0,5.0,51.0,53.0,2.0,31.0,8.0,,2.0,,,,,,50.0,11.0,11.0,,,4.0,1.0,,137.0,2.0,1.0,2.0,1.0,1.0,1.0,12.0,1.0,,1.0,8.0,,11.0,11.0,1.0,1.0,77.0,62.0,34.0,13.0,2.0,2.0,6.0,5.0,314.0,6.0,2.0,43.0,60.0,17.0,,,,1.0,135.0,135.0,5.0,19.0,27.0,40.0,,,,1.0,17.0,0.0,,63.0,4.0,3.0,7.0,,1.0,3.0,,,5.0,62.0,241.0,10.0,8.0,144.0,29.0,31.0,16.0,1.0,8.0,7.0,,2.0,99.0,7.0,201.0,,2.0,22.0,4.0,57.0,2.0,337.0,1.0,0.0,10.0,25.0,4.0,17.0,3.0,543.0,14.0,16.0,7.0,1.0,17.0,0.0
2444640,18,2024-12-26 15:00:00,91,Bournemouth,Home,170.0,25.0,3.0,5.0,2.0,3.0,,211.0,5.0,2.0,4.0,6.0,2.0,31.0,376.0,,1.0,20.0,19.0,15.0,13.0,2.0,5.0,1.0,,,,,1.0,,,,12.0,,,,,,,4.0,6.0,4.0,15.0,3.0,75.0,67.0,,,,,14.0,4.0,10.0,,,5.0,13.0,7.0,,16.0,2.0,69.0,52.0,,22.0,12.0,,1.0,,,,,,69.0,13.0,11.0,,1.0,3.0,2.0,1.0,164.0,,,,,,,6.0,,,,12.0,,6.0,6.0,1.0,5.0,115.0,63.0,35.0,2.0,,8.0,7.0,4.0,440.0,4.0,1.0,79.0,78.0,33.0,,,,,159.0,159.0,9.0,24.0,29.0,52.4,,,,,30.0,0.0,,103.0,3.0,1.0,4.0,2.0,1.0,10.0,,,4.0,113.0,360.0,14.0,15.0,183.0,45.0,22.0,15.0,5.0,27.0,22.0,,1.0,155.0,8.0,301.0,,2.0,16.0,3.0,58.0,1.0,457.0,,0.0,18.0,22.0,1.0,22.0,2.0,693.0,34.0,23.0,4.0,5.0,16.0,0.0
2444654,19,2024-12-29 15:00:00,91,Bournemouth,Away,146.0,18.0,3.0,6.0,3.0,4.0,1.0,208.0,4.0,,3.0,5.0,9.0,20.0,348.0,,1.0,23.0,15.0,26.0,7.0,3.0,4.0,2.0,,,,,,,,1.0,9.0,,,,,,,7.0,8.0,3.0,12.0,4.0,87.0,57.0,3.0,1.0,2.0,2.0,5.0,1.0,10.0,,,7.0,12.0,6.0,,14.0,2.0,67.0,52.0,2.0,22.0,7.0,,,,,,,,70.0,16.0,7.0,1.0,,2.0,1.0,,164.0,2.0,,1.0,2.0,,,7.0,2.0,1.0,,7.0,,9.0,9.0,1.0,3.0,96.0,73.0,36.0,1.0,,3.0,9.0,9.0,420.0,2.0,1.0,91.0,57.0,41.0,,,,,165.0,165.0,10.0,19.0,21.0,48.0,,,1.0,,14.0,0.0,,92.0,4.0,,4.0,,2.0,6.0,1.0,1.0,4.0,92.0,334.0,5.0,12.0,161.0,39.0,22.0,20.0,6.0,25.0,19.0,,2.0,140.0,11.0,303.0,1.0,,23.0,9.0,59.0,,439.0,,0.0,16.0,12.0,3.0,29.0,3.0,652.0,31.0,22.0,8.0,7.0,8.0,0.0
2444660,20,2025-01-04 15:00:00,91,Bournemouth,Home,144.0,13.0,2.0,7.0,5.0,6.0,,201.0,6.0,,8.0,6.0,5.0,26.0,338.0,,2.0,16.0,12.0,25.0,12.0,1.0,5.0,,,,,,,,,,13.0,,,,,,,5.0,5.0,4.0,12.0,7.0,72.0,56.0,4.0,5.0,,1.0,6.0,4.0,13.0,,,9.0,22.0,4.0,,12.0,,55.0,61.0,1.0,34.0,21.0,,,,,,,,64.0,15.0,14.0,,,1.0,,,162.0,1.0,,1.0,1.0,,,9.0,1.0,1.0,1.0,21.0,,10.0,10.0,,8.0,106.0,76.0,39.0,3.0,,7.0,7.0,8.0,411.0,,1.0,101.0,63.0,40.0,,,,,160.0,160.0,3.0,23.0,21.0,58.3,,,,,15.0,0.0,,97.0,,,,,,7.0,,1.0,4.0,96.0,318.0,6.0,14.0,169.0,29.0,34.0,11.0,7.0,33.0,26.0,,,137.0,12.0,301.0,1.0,,25.0,7.0,60.0,1.0,437.0,,0.0,19.0,15.0,2.0,23.0,2.0,663.0,35.0,10.0,7.0,9.0,12.0,0.0
2444677,21,2025-01-14 19:30:00,91,Bournemouth,Away,137.0,11.0,,2.0,2.0,3.0,1.0,113.0,3.0,,6.0,4.0,3.0,17.0,248.0,1.0,,17.0,15.0,12.0,5.0,,1.0,,,,,,,,,,4.0,1.0,,,1.0,,1.0,6.0,16.0,10.0,6.0,1.0,51.0,45.0,,,1.0,2.0,2.0,1.0,14.0,,1.0,3.0,7.0,1.0,,4.0,7.0,56.0,47.0,2.0,27.0,8.0,,2.0,,,,,,47.0,16.0,15.0,,,3.0,2.0,,119.0,1.0,,,1.0,,,7.0,1.0,,,8.0,1.0,10.0,10.0,,6.0,81.0,52.0,20.0,9.0,1.0,3.0,3.0,3.0,295.0,9.0,,66.0,36.0,20.0,,,,1.0,110.0,110.0,2.0,18.0,19.0,43.1,1.0,2.0,1.0,1.0,9.0,0.0,,69.0,3.0,5.0,8.0,1.0,,3.0,,1.0,2.0,52.0,230.0,2.0,6.0,153.0,20.0,27.0,12.0,2.0,12.0,10.0,111833.01,,84.0,6.0,179.0,,,27.0,3.0,53.0,1.0,320.0,1.0,0.0,7.0,16.0,,19.0,3.0,499.0,21.0,14.0,5.0,3.0,9.0,0.0
2444687,22,2025-01-18 12:30:00,91,Bournemouth,Away,89.0,16.0,2.0,7.0,5.0,1.0,2.0,161.0,1.0,,3.0,6.0,7.0,22.0,243.0,1.0,,9.0,16.0,15.0,8.0,3.0,3.0,3.0,,,,,,,,1.0,15.0,,,,,,1.0,14.0,7.0,6.0,16.0,3.0,59.0,53.0,4.0,2.0,2.0,2.0,14.0,3.0,8.0,1.0,1.0,6.0,10.0,6.0,1.0,11.0,2.0,59.0,59.0,2.0,34.0,14.0,,,,,,,,59.0,18.0,7.0,,,1.0,2.0,,135.0,4.0,,2.0,4.0,,,8.0,4.0,1.0,,14.0,1.0,13.0,13.0,2.0,3.0,70.0,62.0,26.0,7.0,3.0,5.0,10.0,10.0,302.0,6.0,,98.0,42.0,30.0,,,,,137.0,137.0,8.0,15.0,22.0,44.8,,,,1.0,21.0,0.0,,57.0,4.0,,3.0,1.0,3.0,6.0,,,3.0,91.0,237.0,14.0,15.0,99.0,28.0,34.0,22.0,6.0,24.0,18.0,,3.0,133.0,5.0,246.0,1.0,,28.0,8.0,64.0,,321.0,3.0,0.0,19.0,21.0,2.0,15.0,6.0,555.0,36.0,19.0,16.0,6.0,14.0,0.0
2444690,23,2025-01-25 15:00:00,91,Bournemouth,Home,128.0,15.0,,2.0,2.0,,,162.0,9.0,,4.0,5.0,6.0,21.0,288.0,,,7.0,20.0,9.0,5.0,,,4.0,,1.0,,,1.0,,,,14.0,,,,,,1.0,8.0,11.0,7.0,11.0,5.0,70.0,48.0,2.0,,3.0,3.0,9.0,3.0,8.0,,1.0,3.0,7.0,7.0,,8.0,3.0,48.0,54.0,3.0,34.0,17.0,,,,,,,,53.0,9.0,12.0,3.0,,2.0,,1.0,133.0,4.0,,3.0,4.0,,3.0,13.0,5.0,1.0,,17.0,,9.0,9.0,,4.0,85.0,50.0,25.0,9.0,2.0,1.0,8.0,10.0,331.0,5.0,2.0,56.0,55.0,23.0,,,,,122.0,122.0,1.0,27.0,15.0,51.0,,,,3.0,21.0,0.0,,70.0,2.0,2.0,4.0,2.0,4.0,3.0,,,3.0,105.0,271.0,9.0,9.0,151.0,24.0,34.0,14.0,3.0,17.0,14.0,106993.76,7.0,127.0,1.0,224.0,1.0,,33.0,6.0,62.0,2.0,358.0,,0.0,16.0,22.0,,10.0,2.0,567.0,31.0,19.0,11.0,3.0,12.0,0.0
2444700,24,2025-02-01 15:00:00,91,Bournemouth,Home,127.0,13.0,,4.0,4.0,1.0,1.0,201.0,7.0,2.0,5.0,9.0,4.0,29.0,324.0,,1.0,13.0,7.0,6.0,8.0,,,1.0,,,,,,,,1.0,13.0,,,,2.0,,1.0,7.0,12.0,7.0,8.0,6.0,65.0,55.0,2.0,3.0,,3.0,6.0,3.0,6.0,,,3.0,12.0,2.0,,6.0,4.0,45.0,45.0,3.0,24.0,8.0,,1.0,0.661406,1.5842,,0.778,2.3275,60.0,15.0,8.0,,,,1.0,,147.0,,,,,,,7.0,,1.0,1.0,8.0,2.0,10.0,10.0,,5.0,95.0,67.0,39.0,3.0,,5.0,3.0,3.0,389.0,7.0,1.0,97.0,67.0,25.0,1.0,1.0,1.0,,142.0,142.0,4.0,21.0,23.0,49.4,2.0,,,,15.0,0.0,,102.0,3.0,2.0,5.0,1.0,1.0,8.0,,,2.0,100.0,306.0,6.0,8.0,142.0,29.0,24.0,24.0,2.0,17.0,15.0,109820.33,1.0,139.0,3.0,284.0,1.0,2.0,22.0,4.0,54.0,4.0,409.0,1.0,0.0,14.0,19.0,1.0,14.0,2.0,613.0,29.0,20.0,12.0,3.0,6.0,0.0
2444717,25,2025-02-15 15:00:00,91,Bournemouth,Away,185.0,17.0,2.0,5.0,3.0,2.0,,219.0,5.0,,3.0,7.0,9.0,24.0,399.0,,1.0,19.0,22.0,14.0,8.0,2.0,2.0,2.0,,,,,,,,,12.0,,,,,,,10.0,7.0,4.0,10.0,4.0,103.0,50.0,3.0,2.0,1.0,,10.0,4.0,15.0,,,6.0,8.0,5.0,,13.0,,79.0,53.0,,26.0,13.0,,,0.869334,1.1961,,2.8072,1.036,60.0,15.0,13.0,1.0,,,,,181.0,3.0,,1.0,3.0,,,5.0,3.0,1.0,,13.0,,9.0,9.0,1.0,3.0,101.0,80.0,46.0,4.0,1.0,3.0,10.0,7.0,461.0,4.0,1.0,92.0,72.0,21.0,,,,,148.0,148.0,7.0,21.0,14.0,55.3,,,,,16.0,0.0,,98.0,2.0,1.0,3.0,3.0,2.0,3.0,,1.0,4.0,105.0,379.0,10.0,13.0,211.0,28.0,26.0,24.0,5.0,18.0,13.0,109866.5,2.0,137.0,7.0,290.0,1.0,,30.0,9.0,59.0,,483.0,,0.0,14.0,16.0,2.0,27.0,3.0,697.0,30.0,15.0,10.0,6.0,7.0,0.0
2444720,26,2025-02-22 15:00:00,91,Bournemouth,Home,119.0,20.0,1.0,4.0,3.0,1.0,,160.0,5.0,2.0,1.0,5.0,1.0,27.0,275.0,,1.0,18.0,17.0,16.0,5.0,1.0,2.0,,,,,,,,,1.0,6.0,,,,,,,7.0,8.0,5.0,6.0,2.0,52.0,59.0,1.0,1.0,,2.0,6.0,3.0,9.0,,1.0,6.0,6.0,11.0,,14.0,2.0,73.0,48.0,2.0,26.0,12.0,1.0,1.0,0.648045,0.6241,,0.3317,1.3502,73.0,17.0,8.0,,,3.0,4.0,,139.0,,,,,,,5.0,,,,12.0,,12.0,12.0,1.0,1.0,86.0,60.0,26.0,7.0,,1.0,5.0,3.0,346.0,3.0,2.0,64.0,51.0,37.0,,,,,176.0,176.0,7.0,20.0,29.0,45.1,,,,1.0,15.0,0.0,,83.0,2.0,2.0,5.0,,,2.0,1.0,,4.0,77.0,267.0,6.0,6.0,133.0,30.0,26.0,27.0,6.0,27.0,21.0,106638.69,,120.0,5.0,254.0,,2.0,22.0,2.0,56.0,1.0,360.0,1.0,1.0,8.0,13.0,2.0,23.0,3.0,584.0,24.0,30.0,11.0,6.0,5.0,0.0
2444731,27,2025-02-25 19:30:00,91,Bournemouth,Away,186.0,12.0,5.0,8.0,3.0,3.0,,194.0,6.0,,4.0,12.0,5.0,23.0,372.0,,1.0,18.0,18.0,26.0,11.0,5.0,6.0,2.0,,,,,,,,,12.0,,,,,,1.0,7.0,7.0,4.0,12.0,7.0,74.0,51.0,1.0,2.0,,,7.0,7.0,16.0,,,9.0,6.0,6.0,,14.0,,69.0,76.0,,26.0,14.0,,1.0,0.996482,1.4573,,1.1327,1.6309,62.0,14.0,12.0,,,3.0,2.0,,174.0,1.0,,,1.0,,,7.0,1.0,,,14.0,,12.0,12.0,,4.0,110.0,66.0,39.0,1.0,1.0,7.0,10.0,5.0,445.0,2.0,2.0,94.0,47.0,33.0,1.0,1.0,1.0,,157.0,157.0,7.0,25.0,12.0,56.7,,,,1.0,16.0,0.0,,109.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,,4.0,97.0,353.0,7.0,17.0,219.0,34.0,26.0,21.0,8.0,22.0,14.0,111446.69,2.0,143.0,10.0,270.0,,,32.0,6.0,61.0,4.0,467.0,,0.0,19.0,25.0,1.0,18.0,1.0,701.0,42.0,21.0,14.0,9.0,13.0,0.0
2444747,28,2025-03-09 14:00:00,91,Bournemouth,Away,129.0,20.0,1.0,5.0,4.0,4.0,,133.0,3.0,,4.0,5.0,6.0,25.0,257.0,,1.0,8.0,14.0,14.0,6.0,1.0,3.0,3.0,,,,,1.0,,,1.0,11.0,,,,1.0,,2.0,10.0,8.0,4.0,15.0,2.0,71.0,57.0,3.0,3.0,2.0,,19.0,5.0,7.0,,1.0,6.0,7.0,2.0,,6.0,,49.0,65.0,,28.0,13.0,,,0.876601,2.201,0.1102,2.544,1.1041,41.0,16.0,15.0,1.0,,1.0,,1.0,125.0,2.0,,2.0,2.0,,1.0,3.0,2.0,,,13.0,2.0,15.0,15.0,,4.0,67.0,52.0,23.0,3.0,1.0,3.0,6.0,8.0,315.0,4.0,,64.0,44.0,25.0,1.0,1.0,1.0,,125.0,125.0,8.0,22.0,21.0,39.1,1.0,2.0,,,23.0,0.0,,73.0,2.0,,2.0,,3.0,4.0,,,4.0,59.0,241.0,19.0,9.0,152.0,40.0,28.0,13.0,5.0,14.0,9.0,108978.51,4.0,94.0,8.0,198.0,,,24.0,7.0,60.0,3.0,336.0,1.0,0.0,17.0,29.0,2.0,13.0,3.0,549.0,27.0,17.0,7.0,6.0,18.0,0.0
2444750,29,2025-03-15 17:30:00,91,Bournemouth,Home,130.0,16.0,1.0,9.0,8.0,1.0,,272.0,8.0,1.0,3.0,3.0,6.0,19.0,393.0,,1.0,17.0,22.0,21.0,16.0,,1.0,,,,,,,,,,16.0,,,1.0,,,,4.0,7.0,3.0,13.0,4.0,68.0,55.0,3.0,3.0,,2.0,4.0,5.0,7.0,,,4.0,11.0,8.0,,8.0,,60.0,50.0,2.0,33.0,23.0,,,1.81303,1.6652,,1.0171,2.2227,71.0,13.0,7.0,,,1.0,1.0,,150.0,,,,,,,8.0,,,,23.0,1.0,9.0,9.0,,3.0,138.0,65.0,25.0,3.0,,7.0,9.0,5.0,469.0,1.0,2.0,69.0,71.0,42.0,,,,,147.0,147.0,7.0,21.0,22.0,58.7,1.0,3.0,,,12.0,0.0,,132.0,2.0,,2.0,,,7.0,,,5.0,163.0,376.0,4.0,16.0,154.0,40.0,33.0,16.0,4.0,24.0,20.0,108727.45,,211.0,3.0,358.0,,1.0,30.0,6.0,63.0,4.0,488.0,3.0,0.0,17.0,16.0,1.0,20.0,3.0,693.0,44.0,10.0,6.0,4.0,11.0,0.0
2444760,30,2025-04-02 19:45:00,91,Bournemouth,Home,180.0,18.0,,8.0,8.0,1.0,2.0,254.0,6.0,,3.0,1.0,8.0,29.0,426.0,,1.0,16.0,16.0,19.0,13.0,1.0,4.0,,,,,,,,1.0,,17.0,,,,,,3.0,4.0,7.0,3.0,11.0,13.0,88.0,59.0,1.0,1.0,1.0,4.0,13.0,7.0,8.0,,1.0,8.0,4.0,23.0,,5.0,,51.0,54.0,4.0,18.0,12.0,,1.0,0.702469,1.8739,,1.0059,0.8037,98.0,14.0,15.0,1.0,,5.0,4.0,,168.0,,,,,,,6.0,1.0,1.0,,12.0,,9.0,9.0,,3.0,134.0,69.0,40.0,3.0,,5.0,9.0,7.0,500.0,2.0,1.0,103.0,70.0,51.0,,,,,160.0,160.0,7.0,25.0,24.0,64.1,,,,1.0,18.0,0.0,,132.0,,,,,,10.0,,,4.0,134.0,406.0,13.0,14.0,193.0,42.0,18.0,13.0,6.0,37.0,31.0,112792.83,,197.0,3.0,366.0,1.0,,19.0,10.0,66.0,,522.0,,0.0,24.0,16.0,3.0,19.0,1.0,735.0,28.0,17.0,4.0,8.0,12.0,0.0
2444779,31,2025-04-05 15:00:00,91,Bournemouth,Away,151.0,13.0,3.0,7.0,4.0,2.0,,122.0,5.0,1.0,7.0,3.0,5.0,19.0,266.0,,,10.0,18.0,23.0,6.0,2.0,2.0,1.0,,,,,,,,,7.0,,,1.0,,,2.0,5.0,6.0,3.0,7.0,4.0,59.0,47.0,1.0,,2.0,2.0,10.0,3.0,11.0,,,7.0,10.0,5.0,,4.0,1.0,52.0,62.0,2.0,28.0,13.0,,,0.944781,2.1242,,2.0994,1.4547,52.0,13.0,13.0,2.0,,2.0,2.0,,139.0,1.0,,1.0,,1.0,,6.0,1.0,,1.0,13.0,1.0,7.0,7.0,,7.0,92.0,60.0,26.0,4.0,,4.0,5.0,4.0,337.0,1.0,1.0,50.0,55.0,30.0,,,,,142.0,142.0,,13.0,27.0,44.1,1.0,2.0,1.0,1.0,15.0,0.0,,71.0,,1.0,2.0,1.0,1.0,4.0,,,5.0,54.0,246.0,10.0,9.0,175.0,28.0,28.0,11.0,7.0,24.0,17.0,109167.14,1.0,99.0,7.0,210.0,,1.0,20.0,6.0,51.0,1.0,361.0,1.0,0.0,11.0,22.0,,17.0,2.0,546.0,21.0,10.0,4.0,7.0,10.0,0.0
