matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attOneOnOne,attOpenplay,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2292912,11,2022-10-15 15:00:00,91,Bournemouth,Away,98.0,14.0,2.0,5.0,3.0,2.0,,94.0,3.0,1.0,3.0,4.0,4.0,18.0,187.0,1.0,,9.0,19.0,18.0,4.0,2.0,6.0,,,,,,,,4.0,,,,6.0,12.0,7.0,8.0,2.0,50.0,56.0,2.0,2.0,1.0,3.0,13.0,,8.0,,,6.0,3.0,3.0,,8.0,,49.0,44.0,3.0,46.0,31.0,,,20.0,38.0,11.0,9.0,1.0,,2.0,2.0,,120.0,2.0,,2.0,2.0,,,9.0,2.0,1.0,,31.0,,5.0,5.0,1.0,3.0,50.0,60.0,32.0,5.0,1.0,3.0,5.0,6.0,242.0,7.0,1.0,,40.0,41.0,13.0,1.0,1.0,1.0,119.0,119.0,3.0,21.0,23.0,31.1,,2.0,,,20.0,0.0,48.0,1.0,1.0,2.0,1.0,,4.0,,,4.0,9.0,38.0,173.0,13.0,8.0,124.0,34.0,46.0,7.0,4.0,12.0,8.0,,66.0,9.0,156.0,1.0,1.0,12.0,4.0,44.0,,268.0,1.0,0.0,10.0,14.0,,15.0,0.0,453.0,18.0,12.0,3.0,6.0,7.0,0.0
2292920,12,2022-10-19 19:30:00,91,Bournemouth,Home,211.0,31.0,3.0,8.0,5.0,2.0,,230.0,3.0,,4.0,,1.0,31.0,433.0,1.0,,24.0,9.0,15.0,12.0,2.0,2.0,,1.0,,,1.0,,,11.0,,,,2.0,7.0,2.0,10.0,5.0,103.0,66.0,,,,2.0,24.0,4.0,5.0,,,7.0,9.0,6.0,,14.0,,45.0,44.0,2.0,10.0,6.0,,1.0,28.0,65.0,8.0,12.0,,,4.0,2.0,1.0,177.0,,,,,,,3.0,,1.0,,6.0,,8.0,8.0,1.0,4.0,127.0,68.0,48.0,3.0,,7.0,7.0,3.0,511.0,4.0,1.0,,84.0,80.0,37.0,,,,156.0,156.0,9.0,26.0,26.0,53.5,,,,,24.0,0.0,122.0,2.0,,2.0,2.0,,8.0,,,4.0,14.0,134.0,416.0,11.0,14.0,238.0,52.0,10.0,13.0,5.0,22.0,17.0,,190.0,5.0,313.0,1.0,,10.0,1.0,58.0,2.0,529.0,4.0,0.0,15.0,13.0,4.0,24.0,1.0,719.0,32.0,20.0,4.0,7.0,5.0,0.0
2292938,13,2022-10-24 20:00:00,91,Bournemouth,Away,200.0,19.0,,2.0,2.0,4.0,,161.0,6.0,,4.0,3.0,4.0,21.0,359.0,,,14.0,17.0,18.0,4.0,,,1.0,,,,,,,4.0,,,1.0,6.0,11.0,9.0,4.0,1.0,75.0,54.0,1.0,1.0,,2.0,7.0,,9.0,,,,3.0,4.0,,15.0,2.0,57.0,53.0,2.0,23.0,12.0,,,28.0,49.0,11.0,9.0,,,1.0,1.0,,158.0,,,,,,,10.0,,,1.0,12.0,,6.0,6.0,1.0,4.0,90.0,55.0,30.0,5.0,,2.0,2.0,3.0,410.0,8.0,2.0,,62.0,37.0,18.0,1.0,1.0,1.0,127.0,127.0,2.0,21.0,26.0,45.6,,,,,7.0,0.0,109.0,1.0,1.0,2.0,1.0,1.0,2.0,,,4.0,14.0,73.0,342.0,4.0,4.0,221.0,37.0,23.0,13.0,,8.0,8.0,1.0,104.0,6.0,219.0,,,11.0,5.0,47.0,,432.0,,0.0,5.0,21.0,2.0,19.0,2.0,610.0,14.0,19.0,6.0,,16.0,0.0
2292940,14,2022-10-29 15:00:00,91,Bournemouth,Home,146.0,17.0,2.0,4.0,2.0,,,81.0,5.0,,3.0,5.0,2.0,22.0,223.0,,,11.0,11.0,12.0,2.0,2.0,1.0,,,,,,,,4.0,,,,6.0,16.0,7.0,5.0,1.0,45.0,45.0,2.0,,2.0,8.0,15.0,,7.0,,,2.0,2.0,4.0,,9.0,3.0,43.0,35.0,8.0,39.0,23.0,,,18.0,29.0,10.0,5.0,2.0,,1.0,1.0,,116.0,2.0,,2.0,2.0,,,11.0,2.0,,1.0,23.0,,7.0,7.0,,3.0,70.0,53.0,29.0,19.0,,2.0,4.0,4.0,269.0,6.0,3.0,,32.0,39.0,18.0,,,,108.0,108.0,1.0,25.0,15.0,30.6,,3.0,,,15.0,0.0,61.0,3.0,1.0,4.0,,,2.0,,,3.0,8.0,36.0,208.0,4.0,6.0,168.0,29.0,39.0,7.0,2.0,9.0,7.0,,65.0,3.0,133.0,,,10.0,3.0,45.0,,292.0,,0.0,6.0,18.0,,13.0,1.0,474.0,17.0,13.0,,2.0,9.0,0.0
2292953,15,2022-11-05 15:00:00,91,Bournemouth,Away,126.0,13.0,1.0,2.0,1.0,6.0,,87.0,5.0,,5.0,3.0,7.0,21.0,211.0,,,15.0,25.0,13.0,4.0,,3.0,1.0,,,,,,,6.0,,,,4.0,15.0,3.0,8.0,1.0,37.0,59.0,2.0,2.0,1.0,7.0,6.0,1.0,5.0,,,3.0,6.0,5.0,,15.0,,65.0,53.0,7.0,32.0,19.0,,,34.0,52.0,10.0,15.0,1.0,,2.0,3.0,,132.0,2.0,,2.0,2.0,,1.0,9.0,3.0,1.0,1.0,19.0,,7.0,7.0,2.0,5.0,61.0,64.0,30.0,13.0,2.0,1.0,5.0,6.0,261.0,8.0,1.0,,40.0,33.0,21.0,1.0,1.0,1.0,141.0,141.0,2.0,32.0,19.0,39.1,,3.0,,1.0,17.0,0.0,59.0,,,,1.0,1.0,2.0,,,3.0,18.0,36.0,192.0,6.0,6.0,145.0,29.0,32.0,21.0,3.0,17.0,14.0,2.0,70.0,11.0,161.0,1.0,,16.0,7.0,51.0,,289.0,,0.0,9.0,15.0,,21.0,2.0,510.0,19.0,15.0,10.0,3.0,11.0,0.0
2292960,16,2022-11-12 15:00:00,91,Bournemouth,Home,105.0,14.0,1.0,6.0,5.0,2.0,2.0,124.0,6.0,1.0,3.0,5.0,3.0,18.0,223.0,,,10.0,13.0,17.0,11.0,,4.0,,,,,,,,11.0,,,1.0,3.0,8.0,7.0,12.0,4.0,49.0,57.0,2.0,,3.0,2.0,9.0,3.0,8.0,,1.0,3.0,,5.0,,19.0,,63.0,50.0,2.0,22.0,19.0,,,22.0,33.0,12.0,8.0,1.0,,2.0,2.0,,143.0,2.0,1.0,1.0,,2.0,,15.0,1.0,,,19.0,,1.0,1.0,1.0,3.0,51.0,56.0,31.0,5.0,1.0,4.0,9.0,9.0,278.0,6.0,,,60.0,26.0,15.0,,,,137.0,137.0,7.0,27.0,17.0,35.8,,,,,13.0,0.0,62.0,2.0,1.0,3.0,1.0,,4.0,,1.0,3.0,8.0,63.0,210.0,9.0,13.0,128.0,24.0,22.0,21.0,2.0,9.0,7.0,,96.0,9.0,186.0,,1.0,13.0,5.0,44.0,1.0,305.0,,0.0,16.0,15.0,2.0,13.0,2.0,489.0,36.0,18.0,10.0,3.0,10.0,0.0
2292973,17,2022-12-27 17:30:00,91,Bournemouth,Away,133.0,23.0,1.0,3.0,2.0,,,160.0,9.0,,6.0,3.0,2.0,25.0,290.0,,,13.0,8.0,11.0,5.0,1.0,3.0,,,,2.0,2.0,,,4.0,,,,2.0,11.0,4.0,4.0,5.0,58.0,52.0,,,,,6.0,1.0,6.0,,,8.0,7.0,6.0,,12.0,2.0,41.0,44.0,,15.0,7.0,,,19.0,39.0,10.0,8.0,,,3.0,1.0,2.0,133.0,,,,,,,9.0,,,,7.0,,9.0,9.0,4.0,6.0,82.0,40.0,29.0,6.0,,4.0,2.0,4.0,336.0,2.0,1.0,,58.0,54.0,27.0,,,,126.0,126.0,7.0,18.0,19.0,39.7,,,,,14.0,0.0,84.0,2.0,1.0,3.0,,,4.0,,,3.0,4.0,76.0,270.0,6.0,6.0,155.0,43.0,15.0,13.0,7.0,21.0,14.0,,105.0,3.0,223.0,,,5.0,3.0,42.0,,357.0,,0.0,9.0,17.0,,14.0,0.0,535.0,17.0,22.0,8.0,8.0,11.0,0.0
2292980,18,2022-12-31 15:00:00,91,Bournemouth,Home,208.0,24.0,,5.0,5.0,1.0,1.0,139.0,6.0,,7.0,1.0,1.0,31.0,342.0,,,37.0,12.0,13.0,4.0,1.0,,,,,,,,,5.0,,,1.0,5.0,6.0,9.0,4.0,2.0,64.0,63.0,,1.0,,1.0,10.0,1.0,2.0,,,2.0,9.0,8.0,,18.0,1.0,61.0,53.0,1.0,17.0,8.0,,,26.0,71.0,17.0,11.0,,,1.0,1.0,,173.0,,,,,,,6.0,,,,8.0,,6.0,6.0,,7.0,109.0,76.0,44.0,7.0,,2.0,3.0,2.0,434.0,5.0,,,55.0,61.0,32.0,,,,179.0,179.0,2.0,35.0,18.0,58.9,,,,2.0,33.0,0.0,109.0,2.0,2.0,4.0,,,3.0,,,4.0,8.0,80.0,323.0,10.0,5.0,246.0,54.0,17.0,24.0,2.0,20.0,18.0,,130.0,5.0,229.0,,,15.0,1.0,65.0,1.0,455.0,,0.0,6.0,17.0,,41.0,4.0,683.0,19.0,16.0,12.0,2.0,10.0,0.0
2292998,19,2023-01-03 20:00:00,91,Bournemouth,Away,188.0,17.0,,5.0,5.0,2.0,1.0,137.0,6.0,,4.0,1.0,3.0,13.0,320.0,,,10.0,6.0,9.0,5.0,,1.0,,,,,1.0,,,5.0,,,,4.0,10.0,8.0,6.0,1.0,67.0,63.0,1.0,1.0,,4.0,15.0,1.0,4.0,,,5.0,5.0,8.0,,2.0,1.0,26.0,45.0,4.0,19.0,14.0,,,19.0,40.0,7.0,13.0,,,3.0,2.0,1.0,143.0,,,,,,,8.0,,,,14.0,1.0,12.0,12.0,,4.0,94.0,54.0,24.0,6.0,,2.0,3.0,4.0,379.0,6.0,1.0,,42.0,54.0,26.0,,,,118.0,118.0,6.0,37.0,16.0,41.5,,,,,24.0,0.0,101.0,3.0,,3.0,1.0,,2.0,,,4.0,6.0,68.0,298.0,15.0,5.0,210.0,41.0,19.0,12.0,1.0,16.0,15.0,,104.0,4.0,211.0,,,10.0,4.0,44.0,2.0,405.0,,0.0,7.0,18.0,1.0,10.0,3.0,578.0,14.0,10.0,5.0,5.0,6.0,0.0
2293001,20,2023-01-14 17:30:00,91,Bournemouth,Away,173.0,15.0,1.0,3.0,3.0,2.0,,168.0,8.0,,4.0,2.0,1.0,12.0,338.0,,,16.0,18.0,20.0,5.0,,,,,,,,,,7.0,,,,5.0,6.0,6.0,4.0,3.0,70.0,57.0,,,,5.0,6.0,2.0,6.0,,,3.0,8.0,7.0,,9.0,,53.0,52.0,5.0,31.0,16.0,,,21.0,38.0,9.0,5.0,,,,,,152.0,,,,,,,9.0,,1.0,,16.0,,13.0,13.0,1.0,4.0,108.0,62.0,24.0,5.0,,3.0,2.0,2.0,414.0,1.0,2.0,,65.0,51.0,22.0,1.0,1.0,1.0,159.0,159.0,3.0,21.0,26.0,50.1,,,,,14.0,0.0,105.0,1.0,1.0,2.0,,,3.0,,,3.0,12.0,82.0,321.0,6.0,5.0,213.0,34.0,31.0,19.0,3.0,17.0,15.0,,111.0,4.0,239.0,1.0,,28.0,1.0,50.0,1.0,435.0,1.0,0.0,7.0,19.0,,21.0,1.0,637.0,15.0,20.0,8.0,3.0,11.0,0.0
