matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
918994,11.0,2017-11-05 16:30:00,57,Watford,Away,136.0,20.0,3.0,6.0,3.0,4.0,,226.0,4.0,,5.0,13.0,9.0,35.0,356.0,,,32.0,25.0,34.0,4.0,2.0,,,,,,,,,,7.0,,1.0,,,,,,5.0,7.0,2.0,7.0,4.0,,55.0,68.0,4.0,3.0,2.0,1.0,20.0,2.0,5.0,,,5.0,14.0,6.0,1.0,12.0,2.0,61.0,75.0,1.0,23.0,10.0,,,67.0,12.0,14.0,1.0,2.0,3.0,1.0,,199.0,2.0,1.0,2.0,1.0,1.0,,4.0,,,1.0,,,,,,10.0,,6.0,6.0,,5.0,113.0,72.0,45.0,2.0,,4.0,4.0,3.0,446.0,,,2.0,2.0,,103.0,72.0,42.0,1.0,1.0,1.0,1.0,185.0,185.0,5.0,23.0,34.0,62.1,,3.0,,,20.0,0.0,,,,105.0,2.0,,2.0,,1.0,,6.0,,3.0,123.0,335.0,6.0,9.0,170.0,39.0,23.0,21.0,4.0,25.0,21.0,,178.0,12.0,327.0,,1.0,38.0,9.0,73.0,1.0,472.0,,0.0,11.0,14.0,,36.0,2.0,688.0,28.0,21.0,13.0,5.0,11.0,0.0
919011,12.0,2017-11-19 16:00:00,57,Watford,Home,190.0,20.0,,4.0,4.0,4.0,,329.0,2.0,,2.0,6.0,7.0,26.0,515.0,,,11.0,23.0,22.0,12.0,,,,,,,,,,,15.0,,,,,,,,6.0,8.0,2.0,12.0,5.0,,76.0,70.0,,,,1.0,17.0,2.0,9.0,1.0,1.0,3.0,12.0,5.0,,3.0,2.0,51.0,51.0,1.0,24.0,13.0,,,72.0,13.0,9.0,2.0,,1.0,1.0,,188.0,2.0,,,2.0,,,4.0,,,2.0,,,,,,13.0,,9.0,9.0,,2.0,182.0,78.0,38.0,1.0,,6.0,8.0,7.0,597.0,,,1.0,3.0,,102.0,92.0,29.0,,,,,142.0,142.0,3.0,29.0,35.0,58.5,,,,2.0,17.0,0.0,,,,168.0,6.0,,5.0,,,,8.0,,3.0,167.0,500.0,6.0,14.0,211.0,43.0,24.0,10.0,3.0,21.0,18.0,,208.0,11.0,424.0,,,16.0,7.0,51.0,,614.0,2.0,0.0,17.0,13.0,,12.0,1.0,782.0,31.0,16.0,7.0,3.0,9.0,0.0
919018,13.0,2017-11-25 15:00:00,57,Watford,Away,172.0,21.0,,4.0,4.0,4.0,,147.0,2.0,1.0,5.0,16.0,5.0,36.0,315.0,,1.0,12.0,28.0,23.0,10.0,,1.0,,,,,,,,1.0,11.0,,,,,,,,8.0,8.0,4.0,9.0,3.0,,66.0,70.0,4.0,3.0,1.0,3.0,18.0,1.0,11.0,,,3.0,8.0,3.0,,9.0,2.0,64.0,61.0,3.0,34.0,21.0,,,63.0,13.0,7.0,2.0,1.0,1.0,1.0,,179.0,2.0,,2.0,2.0,,,9.0,,,2.0,1.0,,,,,21.0,,13.0,13.0,1.0,6.0,98.0,78.0,38.0,6.0,,7.0,5.0,4.0,414.0,,,5.0,,,75.0,54.0,23.0,,,,,172.0,172.0,2.0,31.0,23.0,47.6,,,,2.0,18.0,0.0,,,,98.0,2.0,,2.0,,,1.0,7.0,,3.0,73.0,304.0,4.0,12.0,217.0,36.0,34.0,7.0,3.0,15.0,12.0,1.0,118.0,13.0,239.0,1.0,1.0,45.0,6.0,83.0,1.0,441.0,,0.0,12.0,27.0,1.0,19.0,2.0,628.0,20.0,13.0,4.0,3.0,19.0,0.0
919027,14.0,2017-11-28 20:00:00,57,Watford,Home,178.0,10.0,1.0,4.0,3.0,4.0,,237.0,4.0,,3.0,7.0,7.0,18.0,411.0,,,23.0,16.0,16.0,8.0,1.0,,,,,,,,,,10.0,1.0,,,1.0,,,,5.0,8.0,7.0,8.0,4.0,,57.0,68.0,,,1.0,1.0,18.0,4.0,13.0,1.0,1.0,5.0,14.0,5.0,,11.0,2.0,54.0,55.0,1.0,24.0,14.0,,,62.0,12.0,9.0,,,3.0,1.0,,184.0,1.0,,1.0,1.0,,,7.0,,,1.0,,,,,,14.0,1.0,13.0,13.0,1.0,3.0,134.0,61.0,36.0,5.0,1.0,4.0,6.0,3.0,476.0,,,6.0,4.0,,75.0,55.0,32.0,,,,1.0,145.0,145.0,3.0,27.0,34.0,59.4,1.0,,,,18.0,0.0,,,,121.0,2.0,1.0,2.0,,,,5.0,,3.0,120.0,396.0,3.0,10.0,201.0,23.0,24.0,17.0,5.0,25.0,20.0,,159.0,6.0,320.0,,,20.0,7.0,41.0,,496.0,1.0,0.0,12.0,16.0,,25.0,2.0,702.0,33.0,19.0,14.0,5.0,12.0,0.0
919041,15.0,2017-12-02 15:00:00,57,Watford,Home,145.0,18.0,1.0,4.0,3.0,4.0,,175.0,1.0,,6.0,13.0,3.0,35.0,316.0,,,14.0,15.0,19.0,4.0,,,,,,,,,,,3.0,,,,,,1.0,,10.0,2.0,6.0,3.0,3.0,,48.0,62.0,,,,1.0,19.0,2.0,7.0,,2.0,7.0,17.0,1.0,1.0,16.0,,59.0,51.0,1.0,24.0,13.0,,,59.0,16.0,8.0,,,3.0,1.0,,145.0,1.0,1.0,1.0,,1.0,,3.0,,,,1.0,,,,,13.0,1.0,11.0,11.0,2.0,9.0,107.0,61.0,35.0,2.0,,1.0,4.0,2.0,377.0,,,2.0,2.0,,68.0,59.0,34.0,,,,,154.0,154.0,3.0,25.0,24.0,50.5,1.0,2.0,,,19.0,0.0,,,,99.0,,1.0,1.0,,,,2.0,,3.0,90.0,300.0,5.0,5.0,167.0,30.0,24.0,9.0,7.0,26.0,19.0,,129.0,8.0,258.0,1.0,,21.0,4.0,53.0,1.0,399.0,,0.0,6.0,20.0,,24.0,4.0,591.0,22.0,12.0,4.0,7.0,12.0,0.0
919043,16.0,2017-12-09 15:00:00,57,Watford,Away,127.0,13.0,3.0,9.0,6.0,5.0,1.0,158.0,2.0,,3.0,15.0,9.0,21.0,276.0,,,6.0,41.0,34.0,7.0,1.0,,,,,,,,,,4.0,,,,,,,,5.0,4.0,4.0,7.0,4.0,,66.0,60.0,1.0,1.0,,3.0,20.0,1.0,5.0,,,5.0,8.0,8.0,,6.0,4.0,66.0,58.0,3.0,34.0,16.0,,,47.0,12.0,10.0,,,1.0,1.0,,185.0,,,,,,,5.0,,,,,,,,,16.0,,14.0,14.0,6.0,4.0,71.0,83.0,31.0,3.0,,7.0,1.0,2.0,369.0,,,1.0,2.0,,39.0,67.0,34.0,,,,,170.0,170.0,,30.0,18.0,51.0,,,,3.0,20.0,0.0,,,,72.0,2.0,2.0,4.0,,,,8.0,,2.0,71.0,262.0,6.0,8.0,162.0,35.0,34.0,6.0,4.0,21.0,17.0,,107.0,12.0,253.0,,,51.0,10.0,71.0,3.0,394.0,,1.0,11.0,10.0,1.0,20.0,0.0,580.0,26.0,12.0,4.0,5.0,3.0,0.0
919054,17.0,2017-12-12 20:00:00,57,Watford,Away,110.0,14.0,,4.0,4.0,5.0,,136.0,7.0,,4.0,6.0,3.0,19.0,242.0,,,9.0,35.0,16.0,4.0,,,,,,,,,,,7.0,,,,,,,,12.0,8.0,6.0,5.0,2.0,,47.0,68.0,2.0,2.0,1.0,1.0,11.0,2.0,8.0,,,6.0,10.0,2.0,,5.0,2.0,72.0,55.0,1.0,26.0,13.0,,1.0,54.0,18.0,14.0,,,2.0,2.0,,158.0,1.0,,1.0,1.0,,,10.0,,,1.0,2.0,,,,,13.0,,17.0,17.0,1.0,4.0,81.0,79.0,39.0,4.0,1.0,1.0,4.0,2.0,324.0,,,4.0,3.0,,78.0,35.0,34.0,,,,,177.0,177.0,2.0,31.0,31.0,46.4,,3.0,,,11.0,0.0,,,,66.0,1.0,1.0,2.0,1.0,,,3.0,1.0,3.0,58.0,225.0,6.0,5.0,133.0,36.0,26.0,12.0,6.0,20.0,14.0,,112.0,15.0,239.0,2.0,,26.0,6.0,52.0,,352.0,,1.0,7.0,21.0,,24.0,1.0,550.0,19.0,20.0,4.0,6.0,8.0,0.0
919071,18.0,2017-12-16 15:00:00,57,Watford,Home,196.0,9.0,3.0,4.0,1.0,2.0,1.0,164.0,5.0,1.0,5.0,9.0,14.0,28.0,356.0,,,28.0,24.0,21.0,7.0,3.0,,,,,,,,,,8.0,,,,,,,2.0,6.0,13.0,2.0,10.0,3.0,,73.0,57.0,,,,3.0,25.0,3.0,7.0,2.0,2.0,8.0,7.0,3.0,,20.0,1.0,66.0,65.0,3.0,14.0,6.0,2.0,,55.0,12.0,17.0,,,3.0,4.0,,181.0,,,,,,,5.0,,,,,,,,1.0,6.0,,12.0,12.0,1.0,5.0,108.0,83.0,46.0,7.0,1.0,7.0,3.0,3.0,427.0,,,4.0,1.0,,56.0,65.0,23.0,1.0,1.0,1.0,,159.0,159.0,2.0,24.0,26.0,59.4,,,,1.0,25.0,0.0,,,,90.0,5.0,,3.0,,,,7.0,,3.0,70.0,336.0,6.0,10.0,222.0,25.0,14.0,14.0,8.0,22.0,14.0,,103.0,8.0,252.0,,1.0,32.0,15.0,62.0,3.0,452.0,1.0,1.0,13.0,18.0,,32.0,2.0,662.0,24.0,13.0,10.0,8.0,9.0,0.0
919074,19.0,2017-12-23 15:00:00,57,Watford,Away,139.0,20.0,1.0,5.0,5.0,4.0,1.0,154.0,9.0,2.0,5.0,10.0,7.0,33.0,288.0,,,28.0,38.0,25.0,6.0,3.0,,,,,,,,,,8.0,,,,,,,1.0,5.0,8.0,6.0,7.0,5.0,,52.0,59.0,1.0,2.0,,3.0,17.0,5.0,19.0,,,4.0,10.0,6.0,,11.0,1.0,79.0,65.0,3.0,27.0,11.0,1.0,,52.0,11.0,8.0,,,2.0,2.0,,177.0,,,,,,,12.0,,,,,,,,1.0,11.0,,10.0,10.0,1.0,5.0,73.0,72.0,34.0,6.0,,5.0,4.0,1.0,368.0,,,3.0,2.0,,46.0,77.0,27.0,,,,,162.0,162.0,3.0,30.0,19.0,48.3,,,,1.0,17.0,0.0,,,,95.0,1.0,1.0,2.0,,1.0,,6.0,,3.0,69.0,266.0,5.0,9.0,170.0,38.0,27.0,16.0,2.0,19.0,18.0,,110.0,10.0,246.0,,2.0,39.0,9.0,73.0,,397.0,,0.0,12.0,19.0,,34.0,0.0,607.0,15.0,17.0,13.0,4.0,10.0,0.0
919091,20.0,2017-12-26 15:00:00,57,Watford,Home,90.0,17.0,3.0,5.0,2.0,1.0,1.0,149.0,3.0,,3.0,9.0,9.0,23.0,234.0,,1.0,20.0,30.0,22.0,6.0,2.0,,,,,,,,,1.0,6.0,,,,,1.0,,2.0,3.0,8.0,3.0,10.0,1.0,,49.0,81.0,1.0,1.0,1.0,2.0,17.0,3.0,15.0,,,8.0,9.0,3.0,1.0,9.0,3.0,66.0,68.0,2.0,30.0,13.0,,,65.0,7.0,13.0,,,4.0,1.0,,173.0,,,,,,,5.0,,,,2.0,,,,1.0,13.0,1.0,16.0,16.0,1.0,5.0,76.0,79.0,35.0,8.0,,6.0,2.0,1.0,329.0,,,2.0,2.0,,73.0,80.0,27.0,,,,,189.0,189.0,5.0,30.0,36.0,49.8,1.0,,3.0,1.0,17.0,0.0,,,,57.0,3.0,1.0,4.0,,,,7.0,2.0,3.0,76.0,220.0,2.0,8.0,118.0,35.0,30.0,19.0,7.0,20.0,13.0,,136.0,10.0,257.0,2.0,,35.0,12.0,58.0,4.0,355.0,,0.0,11.0,20.0,1.0,28.0,3.0,575.0,21.0,22.0,13.0,8.0,14.0,0.0
919101,21.0,2017-12-30 15:00:00,57,Watford,Home,199.0,21.0,1.0,4.0,3.0,3.0,,217.0,5.0,,3.0,9.0,19.0,29.0,412.0,,2.0,18.0,16.0,28.0,7.0,,,,,,,,,,1.0,9.0,,,,,,,,11.0,4.0,5.0,7.0,2.0,,88.0,65.0,1.0,1.0,1.0,1.0,27.0,1.0,13.0,,1.0,1.0,8.0,5.0,,15.0,2.0,61.0,70.0,1.0,20.0,11.0,,,60.0,14.0,13.0,,,2.0,2.0,,177.0,,,,,,,6.0,,,1.0,1.0,,,,1.0,11.0,,8.0,8.0,,3.0,111.0,77.0,54.0,8.0,1.0,3.0,4.0,4.0,479.0,,,1.0,3.0,,104.0,62.0,25.0,,,,,136.0,136.0,3.0,22.0,36.0,51.1,,3.0,,1.0,27.0,0.0,,,,124.0,1.0,1.0,2.0,,,,4.0,,3.0,97.0,398.0,11.0,7.0,222.0,33.0,20.0,12.0,1.0,16.0,15.0,,142.0,6.0,294.0,1.0,,27.0,20.0,59.0,3.0,500.0,1.0,0.0,9.0,21.0,2.0,22.0,4.0,681.0,15.0,7.0,8.0,1.0,16.0,0.0
919108,22.0,2018-01-02 20:00:00,57,Watford,Away,104.0,5.0,1.0,1.0,,2.0,,79.0,3.0,1.0,3.0,5.0,3.0,12.0,182.0,,1.0,14.0,6.0,5.0,3.0,1.0,,,,,,1.0,,,,6.0,,,,,,,1.0,8.0,14.0,5.0,5.0,2.0,,40.0,69.0,1.0,,1.0,2.0,18.0,1.0,16.0,,2.0,1.0,2.0,,,11.0,4.0,48.0,46.0,2.0,22.0,11.0,1.0,,36.0,12.0,8.0,1.0,,,,,115.0,1.0,,1.0,1.0,,,10.0,,,1.0,1.0,,,,,11.0,,18.0,18.0,3.0,3.0,49.0,57.0,23.0,9.0,,1.0,4.0,4.0,238.0,,,3.0,2.0,1.0,27.0,40.0,11.0,,,,,120.0,120.0,3.0,36.0,20.0,23.3,,,,,18.0,0.0,,,,57.0,4.0,1.0,5.0,,,,2.0,,3.0,25.0,171.0,9.0,5.0,125.0,20.0,22.0,11.0,1.0,3.0,2.0,,58.0,5.0,139.0,1.0,1.0,23.0,3.0,48.0,3.0,261.0,,0.0,7.0,25.0,2.0,21.0,1.0,441.0,10.0,13.0,8.0,1.0,20.0,0.0
919121,23.0,2018-01-13 15:00:00,57,Watford,Home,136.0,19.0,2.0,7.0,5.0,8.0,,221.0,2.0,1.0,4.0,13.0,3.0,35.0,350.0,,,28.0,26.0,29.0,9.0,3.0,,,,,,,,,,11.0,,,,,,,3.0,5.0,7.0,3.0,11.0,5.0,,61.0,56.0,1.0,,2.0,,28.0,2.0,12.0,,,5.0,9.0,12.0,,11.0,1.0,63.0,60.0,,21.0,13.0,,,68.0,11.0,13.0,1.0,,1.0,2.0,,180.0,1.0,,1.0,1.0,,,6.0,,,2.0,2.0,,,,1.0,13.0,1.0,12.0,12.0,,4.0,108.0,76.0,44.0,4.0,1.0,8.0,5.0,4.0,438.0,,,2.0,2.0,,77.0,64.0,53.0,,,,,186.0,186.0,4.0,23.0,20.0,55.6,,,1.0,,28.0,0.0,,,,115.0,1.0,1.0,2.0,,,,10.0,,3.0,120.0,334.0,8.0,13.0,171.0,34.0,21.0,8.0,5.0,28.0,23.0,,169.0,15.0,321.0,2.0,1.0,28.0,4.0,64.0,,464.0,,0.0,16.0,14.0,,38.0,0.0,686.0,34.0,24.0,4.0,5.0,11.0,0.0
919127,24.0,2018-01-20 15:00:00,57,Watford,Away,123.0,13.0,1.0,3.0,2.0,6.0,,134.0,4.0,,4.0,12.0,7.0,24.0,254.0,,1.0,12.0,14.0,22.0,6.0,1.0,,,,,1.0,,,,,7.0,,,,,,,1.0,5.0,8.0,1.0,5.0,6.0,,42.0,60.0,1.0,1.0,,3.0,18.0,4.0,19.0,,,5.0,9.0,7.0,,11.0,3.0,57.0,68.0,3.0,21.0,9.0,,,48.0,10.0,11.0,,,1.0,,1.0,177.0,,,,,,,6.0,,,,1.0,,,,,9.0,,9.0,9.0,3.0,4.0,66.0,82.0,43.0,4.0,,1.0,6.0,3.0,330.0,,,1.0,3.0,,62.0,36.0,29.0,1.0,1.0,1.0,,159.0,159.0,1.0,32.0,17.0,46.6,,,,,18.0,0.0,,,,71.0,3.0,,3.0,,,,4.0,,3.0,58.0,239.0,8.0,7.0,143.0,25.0,21.0,13.0,5.0,21.0,16.0,,100.0,19.0,234.0,1.0,,36.0,7.0,58.0,3.0,356.0,,0.0,11.0,27.0,1.0,19.0,0.0,559.0,13.0,11.0,9.0,5.0,16.0,0.0
919141,25.0,2018-01-31 20:00:00,57,Watford,Away,71.0,17.0,1.0,2.0,2.0,5.0,1.0,116.0,5.0,,1.0,10.0,2.0,31.0,185.0,1.0,,13.0,43.0,40.0,8.0,1.0,,,,,,,,,,8.0,,,,,,,2.0,3.0,9.0,2.0,7.0,4.0,,28.0,62.0,,,,,10.0,4.0,11.0,,,6.0,6.0,2.0,,6.0,1.0,76.0,69.0,,38.0,22.0,,1.0,67.0,12.0,11.0,,,1.0,2.0,,169.0,,,,,,,9.0,,,,1.0,,,,,22.0,,8.0,8.0,2.0,1.0,45.0,83.0,32.0,2.0,,5.0,4.0,2.0,268.0,,,3.0,3.0,,52.0,39.0,34.0,,,,,169.0,169.0,2.0,20.0,29.0,51.6,,,,1.0,10.0,0.0,,,,58.0,3.0,1.0,4.0,,,,5.0,,3.0,61.0,168.0,6.0,9.0,96.0,35.0,38.0,10.0,5.0,14.0,10.0,,109.0,19.0,218.0,1.0,,41.0,4.0,79.0,,300.0,1.0,0.0,11.0,13.0,,28.0,3.0,484.0,19.0,14.0,6.0,6.0,9.0,0.0
919151,26.0,2018-02-05 20:00:00,57,Watford,Home,138.0,19.0,2.0,6.0,4.0,3.0,,194.0,2.0,,2.0,9.0,8.0,31.0,326.0,,1.0,16.0,16.0,20.0,13.0,1.0,3.0,,,,,,,,,18.0,1.0,,,,,,1.0,4.0,5.0,2.0,11.0,10.0,,63.0,61.0,1.0,,2.0,,17.0,4.0,12.0,,,6.0,10.0,2.0,,10.0,2.0,54.0,56.0,,11.0,7.0,,,49.0,11.0,7.0,2.0,1.0,2.0,1.0,,150.0,3.0,,2.0,3.0,,1.0,4.0,,,3.0,,,,,1.0,7.0,,17.0,17.0,,2.0,102.0,75.0,45.0,2.0,1.0,7.0,10.0,8.0,392.0,,,2.0,,,56.0,58.0,32.0,,,,1.0,128.0,128.0,5.0,24.0,26.0,44.6,,,,,17.0,0.0,,,,92.0,2.0,,2.0,,1.0,3.0,9.0,,3.0,91.0,317.0,4.0,17.0,155.0,30.0,11.0,18.0,5.0,18.0,13.0,4.0,121.0,11.0,270.0,,,17.0,8.0,46.0,1.0,407.0,,0.0,21.0,19.0,1.0,21.0,2.0,584.0,33.0,12.0,12.0,6.0,10.0,0.0
919162,27.0,2018-02-10 15:00:00,57,Watford,Away,128.0,15.0,2.0,9.0,7.0,1.0,,204.0,,,4.0,8.0,7.0,18.0,323.0,,1.0,22.0,31.0,32.0,8.0,2.0,,,,1.0,1.0,,1.0,,,6.0,,,,,,,,3.0,5.0,3.0,5.0,6.0,,57.0,58.0,1.0,1.0,,4.0,19.0,4.0,21.0,,,7.0,17.0,7.0,,14.0,2.0,80.0,71.0,4.0,26.0,13.0,,,77.0,7.0,11.0,,,2.0,,1.0,176.0,,,,,,,1.0,,,,1.0,,,,,13.0,,12.0,12.0,2.0,4.0,89.0,77.0,37.0,8.0,,3.0,7.0,4.0,422.0,,,2.0,4.0,,64.0,50.0,40.0,,,,,182.0,182.0,4.0,22.0,21.0,63.8,,,,,19.0,0.0,,,,120.0,2.0,,2.0,,1.0,,3.0,,3.0,102.0,310.0,4.0,10.0,148.0,39.0,26.0,19.0,5.0,29.0,24.0,,163.0,10.0,323.0,1.0,,29.0,10.0,53.0,1.0,442.0,,0.0,11.0,16.0,2.0,27.0,1.0,659.0,35.0,12.0,12.0,7.0,10.0,0.0
919171,28.0,2018-02-24 17:30:00,57,Watford,Home,144.0,18.0,2.0,4.0,3.0,5.0,,176.0,4.0,,1.0,13.0,7.0,34.0,316.0,,,18.0,12.0,35.0,6.0,2.0,,,,,1.0,,,,,9.0,,,,,,,1.0,3.0,6.0,1.0,5.0,8.0,,70.0,80.0,,,,4.0,28.0,4.0,7.0,,,6.0,10.0,2.0,,14.0,1.0,54.0,77.0,4.0,28.0,15.0,,,59.0,10.0,9.0,1.0,2.0,1.0,,1.0,179.0,1.0,,1.0,1.0,,,5.0,,,1.0,,,,,1.0,15.0,,13.0,13.0,2.0,1.0,87.0,91.0,48.0,5.0,,3.0,6.0,5.0,410.0,,,1.0,2.0,,58.0,69.0,27.0,,,,,182.0,182.0,2.0,32.0,36.0,54.3,,,,,28.0,0.0,,,,92.0,1.0,1.0,3.0,,,,4.0,,3.0,96.0,303.0,12.0,9.0,169.0,35.0,28.0,27.0,4.0,15.0,12.0,,142.0,10.0,274.0,1.0,,36.0,10.0,69.0,,428.0,,0.0,13.0,19.0,,28.0,3.0,652.0,23.0,19.0,15.0,6.0,14.0,0.0
919182,29.0,2018-03-03 15:00:00,57,Watford,Home,130.0,20.0,4.0,5.0,2.0,4.0,1.0,165.0,4.0,,3.0,10.0,6.0,29.0,290.0,,1.0,12.0,38.0,25.0,6.0,4.0,,,,,,,,,1.0,9.0,,,,,,,1.0,4.0,6.0,3.0,10.0,5.0,,65.0,69.0,2.0,1.0,1.0,10.0,15.0,5.0,7.0,,,4.0,7.0,5.0,,9.0,1.0,73.0,57.0,10.0,24.0,10.0,,,69.0,11.0,10.0,1.0,,2.0,1.0,,166.0,1.0,,1.0,1.0,,,7.0,,,1.0,2.0,,,,,10.0,,8.0,8.0,1.0,3.0,81.0,84.0,40.0,6.0,,5.0,6.0,4.0,381.0,,,2.0,2.0,,66.0,42.0,34.0,,,,,175.0,175.0,5.0,20.0,25.0,53.3,,,,1.0,15.0,0.0,,,,100.0,1.0,1.0,2.0,,,,6.0,,3.0,76.0,272.0,8.0,11.0,154.0,43.0,24.0,20.0,4.0,16.0,13.0,,134.0,13.0,274.0,2.0,,33.0,7.0,78.0,3.0,412.0,,0.0,15.0,12.0,1.0,21.0,2.0,615.0,20.0,11.0,12.0,4.0,7.0,0.0
919184,30.0,2018-03-11 13:30:00,57,Watford,Away,108.0,23.0,1.0,3.0,2.0,4.0,,140.0,5.0,,2.0,9.0,5.0,30.0,245.0,,,18.0,22.0,17.0,6.0,,,,,1.0,1.0,,,,,7.0,,,1.0,,,,2.0,3.0,10.0,1.0,9.0,2.0,,53.0,56.0,,2.0,,,26.0,2.0,8.0,,,9.0,11.0,3.0,,12.0,3.0,58.0,49.0,,16.0,7.0,,,53.0,9.0,12.0,,,4.0,2.0,1.0,131.0,,,,,,,7.0,,,,,,,,,7.0,,15.0,15.0,3.0,2.0,68.0,62.0,29.0,4.0,,3.0,3.0,4.0,299.0,,,,5.0,,65.0,40.0,36.0,,,,1.0,153.0,153.0,8.0,20.0,21.0,40.3,,,,,26.0,0.0,,,,72.0,3.0,1.0,4.0,,,,5.0,,3.0,74.0,227.0,13.0,6.0,123.0,39.0,16.0,16.0,8.0,24.0,16.0,,113.0,10.0,225.0,,,24.0,6.0,60.0,3.0,324.0,,0.0,11.0,13.0,,28.0,1.0,524.0,21.0,14.0,7.0,9.0,4.0,0.0
919197,31.0,2018-03-17 17:30:00,57,Watford,Away,166.0,20.0,,2.0,2.0,1.0,,140.0,2.0,3.0,1.0,10.0,7.0,24.0,304.0,,1.0,15.0,18.0,20.0,2.0,1.0,,,1.0,,1.0,,,1.0,,3.0,,,,1.0,,,,2.0,10.0,3.0,2.0,2.0,,72.0,77.0,1.0,1.0,,1.0,24.0,1.0,14.0,,,,7.0,5.0,,12.0,3.0,53.0,64.0,1.0,24.0,13.0,1.0,,46.0,4.0,5.0,,,1.0,,1.0,156.0,,,,,,,4.0,,,,,,,,,13.0,1.0,13.0,13.0,2.0,1.0,98.0,78.0,37.0,6.0,,1.0,2.0,1.0,397.0,,,1.0,1.0,,66.0,56.0,24.0,,,,,166.0,166.0,4.0,30.0,33.0,42.0,1.0,,,,24.0,0.0,,,,94.0,4.0,1.0,5.0,,1.0,,2.0,,3.0,51.0,293.0,9.0,3.0,201.0,35.0,24.0,14.0,,12.0,12.0,,86.0,7.0,231.0,,3.0,37.0,7.0,70.0,3.0,420.0,,0.0,4.0,30.0,1.0,23.0,0.0,602.0,8.0,10.0,8.0,1.0,28.0,0.0
