matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987699,11,2018-11-03 15:00:00,57,Watford,Away,184.0,26.0,3.0,4.0,1.0,3.0,1.0,179.0,,2.0,7.0,11.0,5.0,34.0,359.0,2.0,1.0,22.0,25.0,34.0,9.0,3.0,1.0,1.0,,,1.0,,,,1.0,9.0,,1.0,,1.0,6.0,4.0,6.0,14.0,2.0,60.0,53.0,5.0,5.0,,,17.0,5.0,8.0,,,9.0,7.0,2.0,,12.0,1.0,62.0,56.0,,35.0,14.0,,1.0,67.0,11.0,11.0,,,3.0,2.0,1.0,184.0,,,,,,,8.0,,1.0,1.0,14.0,1.0,11.0,11.0,,8.0,102.0,85.0,47.0,8.0,,8.0,4.0,1.0,429.0,3.0,2.0,,80.0,39.0,32.0,,,,,,155.0,155.0,6.0,20.0,19.0,58.1,1.0,,,1.0,17.0,0.0,106.0,1.0,,1.0,,,1.0,10.0,1.0,3.0,88.0,347.0,9.0,12.0,210.0,45.0,35.0,11.0,9.0,20.0,11.0,1.0,129.0,8.0,262.0,1.0,2.0,24.0,6.0,65.0,2.0,452.0,2.0,0.0,16.0,8.0,2.0,26.0,5.0,665.0,35.0,17.0,3.0,9.0,3.0,0.0
987711,12,2018-11-10 15:00:00,57,Watford,Away,147.0,22.0,,2.0,2.0,3.0,,157.0,6.0,,3.0,10.0,6.0,30.0,302.0,,,28.0,24.0,20.0,8.0,,,,,,,,,,,11.0,,,,,6.0,7.0,7.0,8.0,4.0,62.0,50.0,1.0,2.0,,2.0,20.0,3.0,9.0,,1.0,6.0,7.0,3.0,1.0,15.0,1.0,62.0,48.0,2.0,16.0,10.0,1.0,,50.0,13.0,12.0,,,1.0,1.0,,175.0,1.0,,,1.0,,,12.0,1.0,,,10.0,,8.0,8.0,1.0,3.0,93.0,81.0,41.0,7.0,,3.0,6.0,6.0,390.0,4.0,1.0,,44.0,71.0,34.0,,,,,,173.0,173.0,4.0,23.0,19.0,57.7,,,1.0,,20.0,0.0,90.0,2.0,1.0,3.0,,1.0,,3.0,,2.0,85.0,283.0,4.0,9.0,171.0,36.0,16.0,7.0,6.0,17.0,11.0,,138.0,11.0,266.0,1.0,,23.0,6.0,60.0,4.0,420.0,,0.0,12.0,11.0,,34.0,2.0,599.0,26.0,12.0,5.0,6.0,7.0,0.0
987719,13,2018-11-24 15:00:00,57,Watford,Home,122.0,13.0,2.0,3.0,1.0,2.0,,131.0,3.0,2.0,2.0,7.0,2.0,24.0,250.0,,,12.0,23.0,15.0,3.0,1.0,,,,,,,,,,4.0,,,,,7.0,7.0,3.0,3.0,2.0,59.0,65.0,2.0,2.0,,,14.0,,9.0,,1.0,5.0,8.0,1.0,,9.0,4.0,56.0,48.0,,25.0,10.0,,,59.0,12.0,12.0,,,1.0,1.0,,160.0,,,,,,,3.0,,,1.0,10.0,,15.0,15.0,1.0,2.0,72.0,74.0,30.0,5.0,,3.0,1.0,1.0,333.0,,1.0,,69.0,36.0,21.0,,,,,,156.0,156.0,2.0,30.0,23.0,36.3,,,,1.0,14.0,0.0,69.0,4.0,,4.0,,1.0,,4.0,,2.0,67.0,232.0,8.0,4.0,152.0,36.0,25.0,11.0,3.0,13.0,10.0,,115.0,9.0,221.0,,2.0,27.0,3.0,64.0,4.0,360.0,,0.0,5.0,14.0,1.0,15.0,0.0,533.0,11.0,15.0,7.0,5.0,9.0,0.0
987727,14,2018-12-01 15:00:00,57,Watford,Away,176.0,9.0,2.0,5.0,3.0,1.0,,235.0,3.0,,5.0,7.0,3.0,21.0,406.0,,1.0,30.0,24.0,11.0,6.0,,2.0,1.0,,,1.0,,,,,6.0,,,,,5.0,4.0,3.0,5.0,3.0,73.0,57.0,3.0,3.0,,3.0,17.0,2.0,12.0,,,8.0,8.0,6.0,,22.0,1.0,69.0,36.0,3.0,16.0,7.0,,1.0,63.0,6.0,6.0,,,5.0,3.0,1.0,169.0,,,,,,,6.0,,,,7.0,,12.0,12.0,,5.0,121.0,71.0,49.0,4.0,,4.0,2.0,,483.0,1.0,1.0,,69.0,67.0,40.0,1.0,1.0,1.0,,,169.0,169.0,3.0,24.0,23.0,62.3,,,,,17.0,0.0,133.0,,1.0,1.0,,1.0,2.0,6.0,,3.0,106.0,397.0,7.0,6.0,192.0,28.0,16.0,11.0,8.0,25.0,17.0,2.0,156.0,6.0,329.0,,,16.0,4.0,44.0,1.0,496.0,,1.0,8.0,14.0,2.0,37.0,1.0,707.0,34.0,23.0,6.0,8.0,7.0,0.0
987737,15,2018-12-04 20:00:00,57,Watford,Home,105.0,12.0,1.0,3.0,2.0,5.0,1.0,102.0,3.0,,,13.0,,24.0,204.0,,,12.0,16.0,31.0,6.0,2.0,,,,,,,,,,9.0,,,,1.0,2.0,12.0,3.0,8.0,3.0,42.0,52.0,2.0,2.0,1.0,2.0,21.0,2.0,9.0,,,3.0,3.0,1.0,,9.0,4.0,45.0,62.0,2.0,35.0,16.0,,1.0,39.0,4.0,7.0,,,1.0,1.0,,133.0,,,,,,,9.0,1.0,1.0,,16.0,,8.0,8.0,1.0,,67.0,72.0,36.0,12.0,1.0,1.0,7.0,7.0,283.0,3.0,,,46.0,23.0,17.0,,,,,,143.0,143.0,6.0,26.0,14.0,29.9,,,,1.0,21.0,0.0,66.0,4.0,1.0,5.0,,1.0,,2.0,,3.0,46.0,192.0,10.0,8.0,128.0,28.0,35.0,14.0,3.0,8.0,5.0,,96.0,18.0,188.0,2.0,,32.0,1.0,63.0,4.0,308.0,,0.0,11.0,18.0,,14.0,0.0,491.0,27.0,12.0,7.0,3.0,15.0,0.0
987747,16,2018-12-10 20:00:00,57,Watford,Away,100.0,11.0,,2.0,2.0,3.0,,119.0,2.0,1.0,2.0,11.0,1.0,25.0,217.0,,,15.0,21.0,23.0,7.0,1.0,1.0,1.0,,,2.0,,,,,9.0,,,1.0,2.0,6.0,10.0,2.0,11.0,4.0,43.0,73.0,1.0,1.0,1.0,2.0,19.0,5.0,7.0,,2.0,6.0,6.0,3.0,,12.0,2.0,62.0,72.0,2.0,27.0,14.0,,,55.0,13.0,12.0,,,6.0,3.0,2.0,144.0,,,,,,,4.0,1.0,,1.0,14.0,1.0,13.0,13.0,1.0,2.0,60.0,66.0,27.0,6.0,1.0,6.0,2.0,3.0,298.0,2.0,3.0,,28.0,55.0,30.0,,1.0,1.0,1.0,,170.0,170.0,4.0,33.0,25.0,43.4,1.0,2.0,1.0,,19.0,0.0,74.0,3.0,,3.0,,1.0,1.0,7.0,,3.0,62.0,203.0,5.0,8.0,126.0,28.0,27.0,22.0,3.0,15.0,12.0,1.0,111.0,9.0,210.0,,1.0,38.0,2.0,65.0,4.0,321.0,,0.0,15.0,25.0,,25.0,1.0,542.0,26.0,14.0,12.0,6.0,13.0,0.0
987760,17,2018-12-15 15:00:00,57,Watford,Home,232.0,16.0,,1.0,1.0,3.0,,317.0,6.0,1.0,2.0,6.0,19.0,30.0,548.0,,,19.0,13.0,21.0,9.0,,,,,1.0,1.0,,,,,14.0,,,,2.0,3.0,6.0,4.0,9.0,8.0,105.0,69.0,2.0,1.0,1.0,1.0,17.0,3.0,3.0,,,5.0,4.0,1.0,1.0,9.0,,40.0,54.0,1.0,14.0,6.0,,1.0,70.0,7.0,5.0,1.0,,1.0,,1.0,214.0,3.0,,,3.0,,,8.0,3.0,,,6.0,,6.0,6.0,,2.0,176.0,94.0,61.0,,1.0,5.0,7.0,8.0,644.0,3.0,2.0,,55.0,80.0,35.0,,,,,,166.0,166.0,4.0,23.0,32.0,71.5,,,,1.0,17.0,0.0,168.0,1.0,,1.0,,,,6.0,,3.0,148.0,532.0,6.0,12.0,256.0,28.0,14.0,23.0,4.0,9.0,5.0,,196.0,6.0,416.0,1.0,1.0,28.0,19.0,65.0,2.0,663.0,,0.0,17.0,13.0,2.0,25.0,0.0,845.0,30.0,16.0,15.0,5.0,6.0,0.0
987770,18,2018-12-22 15:00:00,57,Watford,Away,105.0,17.0,,1.0,1.0,4.0,,174.0,2.0,1.0,2.0,7.0,5.0,23.0,278.0,,2.0,20.0,24.0,23.0,5.0,,,,,,,,,,,9.0,1.0,,,,5.0,11.0,7.0,7.0,4.0,55.0,59.0,3.0,2.0,2.0,3.0,24.0,5.0,11.0,,,4.0,4.0,1.0,,15.0,3.0,65.0,69.0,3.0,38.0,23.0,,,52.0,11.0,8.0,2.0,,1.0,1.0,,161.0,1.0,,1.0,1.0,,,6.0,1.0,1.0,,23.0,,14.0,14.0,3.0,2.0,77.0,65.0,33.0,10.0,,,6.0,5.0,360.0,6.0,1.0,,52.0,75.0,30.0,,,,,1.0,158.0,158.0,3.0,23.0,26.0,48.4,,,,,24.0,0.0,87.0,5.0,2.0,7.0,,1.0,,1.0,,3.0,91.0,269.0,8.0,6.0,122.0,33.0,38.0,17.0,4.0,10.0,6.0,,142.0,10.0,268.0,1.0,1.0,30.0,6.0,61.0,2.0,380.0,1.0,0.0,11.0,25.0,2.0,26.0,2.0,617.0,30.0,19.0,13.0,4.0,11.0,0.0
987781,19,2018-12-26 19:30:00,57,Watford,Home,132.0,17.0,1.0,5.0,4.0,3.0,,178.0,3.0,,,9.0,4.0,34.0,305.0,,,12.0,15.0,20.0,6.0,1.0,,,,,,,,,,7.0,,,,,8.0,8.0,2.0,8.0,3.0,64.0,61.0,1.0,2.0,,3.0,16.0,3.0,18.0,,,3.0,5.0,3.0,,8.0,2.0,59.0,53.0,3.0,12.0,5.0,1.0,,52.0,15.0,5.0,,,2.0,1.0,,149.0,1.0,,1.0,,1.0,,12.0,,,1.0,5.0,,12.0,12.0,,,81.0,75.0,35.0,4.0,1.0,5.0,3.0,2.0,369.0,1.0,2.0,,51.0,64.0,25.0,1.0,1.0,1.0,,,131.0,131.0,10.0,24.0,23.0,35.0,,,,,16.0,0.0,98.0,2.0,,2.0,,1.0,,6.0,,3.0,89.0,293.0,9.0,8.0,147.0,32.0,12.0,14.0,2.0,11.0,9.0,,130.0,8.0,256.0,,,35.0,4.0,81.0,,392.0,,0.0,11.0,18.0,,16.0,1.0,552.0,25.0,20.0,10.0,3.0,12.0,0.0
987791,20,2018-12-29 15:00:00,57,Watford,Home,225.0,22.0,,1.0,1.0,3.0,,260.0,3.0,3.0,8.0,11.0,6.0,45.0,484.0,,1.0,22.0,23.0,31.0,5.0,,1.0,,,,3.0,,,,1.0,7.0,,,,1.0,8.0,3.0,5.0,5.0,7.0,63.0,61.0,2.0,1.0,1.0,5.0,14.0,5.0,8.0,,,3.0,9.0,6.0,,12.0,,69.0,67.0,5.0,28.0,17.0,,,57.0,17.0,15.0,,,5.0,4.0,3.0,171.0,1.0,,1.0,1.0,,,3.0,1.0,2.0,1.0,17.0,,7.0,7.0,1.0,8.0,160.0,82.0,60.0,6.0,,,6.0,5.0,546.0,2.0,4.0,,74.0,72.0,36.0,,,,,,148.0,148.0,3.0,27.0,20.0,62.7,,,1.0,,14.0,0.0,172.0,,1.0,1.0,,,1.0,2.0,,3.0,118.0,465.0,7.0,6.0,247.0,38.0,28.0,25.0,3.0,22.0,19.0,1.0,156.0,5.0,341.0,2.0,3.0,22.0,9.0,68.0,1.0,566.0,,0.0,12.0,7.0,2.0,26.0,1.0,787.0,22.0,14.0,15.0,3.0,4.0,0.0
