season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352652,8,54,Fulham,Home,861972,232892,Calvin Bassey,calvin-bassey,D,True,,,,6.0,11.0,17.0,1.0,,4.0,,,,,,,,1.0,2.0,,,0.00432478,0.0,0.0,,,,,,,,,,19.0,,,,,,,3.0,,6.9,,,,,1.0,,,,,9.0,11.0,20.0,0,1.0,23.0,,,1.0,1.0
2023-24,11352652,8,54,Fulham,Home,891920,245824,Carlos Vinícius,carlos-vinicius,F,False,,,,10.0,2.0,12.0,3.0,1.0,3.0,1.0,,,1.0,,,3.0,8.0,3.0,,,0.0355441,0.0411,0.0719,1.0,,,,,,,3.0,,78.0,1.0,,,,,,12.0,,7.0,,,,,1.0,,,,2.0,15.0,3.0,18.0,1,,29.0,3.0,1.0,1.0,
2023-24,11352652,8,54,Fulham,Home,1015256,244042,Rodrigo Muniz,rodrigo-muniz,F,True,,,,1.0,2.0,3.0,1.0,,1.0,,,1.0,,,,2.0,3.0,,,,0.00041198,0.1823,0.0,,,,,,,1.0,1.0,,12.0,,,,,,,3.0,,6.6,,,,1.0,,,,,,2.0,2.0,4.0,1,,11.0,,,,
2023-24,11352667,9,54,Fulham,Away,31417,47431,Willian,willian,M,False,1.0,,2.0,25.0,13.0,37.0,1.0,,8.0,,,,2.0,,,5.0,10.0,5.0,,,0.15284,,,1.0,,,,,,1.0,3.0,,90.0,,,,,,,20.0,,6.7,,,,,2.0,5.0,,3.0,,33.0,17.0,45.0,0,,67.0,1.0,4.0,1.0,
2023-24,11352667,9,54,Fulham,Away,82566,76357,Tom Cairney,tom-cairney,M,True,,,,5.0,6.0,11.0,,,,,,,,,,,,2.0,,,0.00542787,0.0698,0.3246,,,,,,,,,,8.0,1.0,,,,,,1.0,,7.1,,,,,1.0,,,,,5.0,7.0,12.0,1,,16.0,,1.0,1.0,
2023-24,11352667,9,54,Fulham,Away,103335,80201,Bernd Leno,bernd-leno,G,False,,,8.0,3.0,25.0,28.0,,,4.0,,,,,,,,,,,,0.0003286,,,,,,-0.7428,,,,,,90.0,,,,,,,12.0,,6.4,1.0,3.0,,,,,,19.0,,12.0,27.0,39.0,0,,46.0,,,,
2023-24,11352667,9,54,Fulham,Away,118179,82514,Tim Ream,tim-ream,D,False,,,6.0,19.0,36.0,55.0,,,6.0,,,,1.0,,,1.0,2.0,1.0,,,0.00591711,,,,,,,,,1.0,,,90.0,,3.0,,,,,3.0,,7.1,,,,2.0,1.0,,,6.0,,19.0,37.0,56.0,0,,67.0,1.0,,1.0,
2023-24,11352667,9,54,Fulham,Away,151499,96994,Bobby De Cordova-Reid,bobby-de-cordova-reid,M,False,,,,6.0,4.0,10.0,1.0,,3.0,,,,,,,,5.0,4.0,,,0.00385685,0.0087,,2.0,,,,,,,,,62.0,,,,,,,10.0,,6.5,,,1.0,2.0,2.0,1.0,,1.0,1.0,11.0,4.0,14.0,1,4.0,30.0,3.0,,,3.0
2023-24,11352667,9,54,Fulham,Away,192442,102057,Raúl Jiménez,raul-jimenez,F,True,,,,1.0,3.0,4.0,,1.0,1.0,,1.0,,,,,,2.0,2.0,,,0.0189071,0.4542,0.242,1.0,,,,,,,1.0,,45.0,1.0,,,,,,9.0,,6.4,,,,,1.0,,,,,4.0,4.0,8.0,1,,15.0,2.0,1.0,,
2023-24,11352667,9,54,Fulham,Away,285949,156689,Andreas Pereira,andreas-pereira,M,False,2.0,,1.0,7.0,4.0,9.0,2.0,,1.0,,,,1.0,,,,3.0,1.0,,,0.0620551,,,,,,,,,,2.0,,45.0,,,,,,,6.0,,6.7,,,,,,4.0,,1.0,1.0,11.0,5.0,12.0,0,,20.0,1.0,1.0,,
2023-24,11352667,9,54,Fulham,Away,329417,166477,Timothy Castagne,timothy-castagne,D,False,1.0,,3.0,19.0,19.0,37.0,,,5.0,,,,,,,,5.0,3.0,,,0.0897736,,,5.0,,,,,,3.0,1.0,,90.0,,,,,,,7.0,,7.0,,,,1.0,2.0,2.0,,4.0,,23.0,21.0,42.0,0,1.0,69.0,,,2.0,
2023-24,11352667,9,54,Fulham,Away,352770,153133,Alex Iwobi,alex-iwobi,M,True,,,1.0,9.0,13.0,22.0,,,5.0,,,1.0,,,,,,,,,0.172733,0.0351,,,,,,,,1.0,1.0,,45.0,,,,,,,4.0,,6.8,,,,,,1.0,,1.0,1.0,10.0,14.0,23.0,1,,29.0,2.0,,,
2023-24,11352667,9,54,Fulham,Away,355528,153682,Harry Wilson,harry-wilson,M,True,,,2.0,5.0,3.0,8.0,,,3.0,1.0,,2.0,1.0,,,,1.0,3.0,,,0.211944,0.3054,,,,,,,,,1.0,,28.0,,,,,,,2.0,,7.3,,,,,1.0,,,2.0,1.0,6.0,4.0,10.0,2,2.0,16.0,,,1.0,1.0
2023-24,11352667,9,54,Fulham,Away,358694,155529,Marek Rodák,marek-rodak,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352667,9,54,Fulham,Away,364612,154296,João Palhinha,joao-palhinha,M,False,,,7.0,13.0,14.0,27.0,,1.0,6.0,,,,2.0,,,,6.0,9.0,,,0.0148251,0.071,0.3668,2.0,,,,,,1.0,,,82.0,1.0,1.0,,,,,9.0,,7.5,,,1.0,1.0,2.0,,,9.0,,17.0,15.0,32.0,2,7.0,53.0,1.0,1.0,,6.0
2023-24,11352667,9,54,Fulham,Away,365802,153366,Harrison Reed,harrison-reed,M,True,,,,2.0,16.0,18.0,,,2.0,,,,,,,,2.0,1.0,,,0.00070234,,,1.0,,,,,,,,,18.0,,,,,,,3.0,,6.5,,,,,2.0,1.0,,,,4.0,16.0,19.0,0,,22.0,,,1.0,
2023-24,11352667,9,54,Fulham,Away,371222,212314,Saša Lukić,sasa-lukic,M,False,,,1.0,12.0,14.0,26.0,1.0,,3.0,,,,1.0,,,2.0,5.0,,,,0.012557,0.0162,,1.0,,,,,,,,,72.0,,1.0,,,,,8.0,,6.3,,,1.0,,,,,1.0,,14.0,16.0,30.0,1,,37.0,1.0,,,
2023-24,11352667,9,54,Fulham,Away,788170,225897,Fodé Ballo-Touré,fode-ballo-toure,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352667,9,54,Fulham,Away,803174,169528,Antonee Robinson,antonee-robinson,D,False,,,4.0,15.0,24.0,39.0,,,4.0,,,,1.0,,,,4.0,9.0,,,0.00925173,,,1.0,,,,,,5.0,,,90.0,,,,,,,17.0,,7.3,,,,1.0,5.0,5.0,,7.0,1.0,25.0,28.0,48.0,0,4.0,87.0,1.0,2.0,3.0,1.0
2023-24,11352667,9,54,Fulham,Away,861972,232892,Calvin Bassey,calvin-bassey,D,False,,,6.0,10.0,47.0,57.0,,1.0,8.0,,,,,,,1.0,1.0,3.0,1.0,1.0,0.00511279,,,,,,,,,,,,90.0,,1.0,,,,,10.0,,6.0,,,,4.0,1.0,,,8.0,,11.0,55.0,66.0,0,1.0,75.0,,,1.0,
2023-24,11352667,9,54,Fulham,Away,891920,245824,Carlos Vinícius,carlos-vinicius,F,False,,,,,3.0,3.0,,1.0,2.0,,,,,,,,1.0,2.0,,,2.041e-05,0.0671,,,,,,,,,,,45.0,,,,,,,6.0,,6.6,,,1.0,1.0,2.0,,,,1.0,3.0,4.0,7.0,1,,14.0,1.0,,1.0,
2023-24,11352667,9,54,Fulham,Away,1015256,244042,Rodrigo Muniz,rodrigo-muniz,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352667,9,54,Fulham,Away,1413129,547686,Luc De Fougerolles,luc-de-fougerolles,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352671,10,54,Fulham,Away,31417,47431,Willian,willian,M,False,,,,7.0,11.0,18.0,1.0,1.0,6.0,,,,,,,,2.0,2.0,,,0.0680317,0.0273,0.0127,,,,,,,,1.0,,86.0,1.0,,,,,,14.0,,6.8,,,,1.0,1.0,3.0,,1.0,,12.0,14.0,23.0,1,,37.0,4.0,1.0,,
2023-24,11352671,10,54,Fulham,Away,82566,76357,Tom Cairney,tom-cairney,M,True,,,1.0,3.0,,3.0,,,,,,,,,,,1.0,1.0,,,0.00363488,,,1.0,,,,,,,,,14.0,,,,,,,,,6.7,,,,,,,,1.0,,3.0,,3.0,0,,4.0,,1.0,,
2023-24,11352671,10,54,Fulham,Away,103335,80201,Bernd Leno,bernd-leno,G,False,,1.0,8.0,6.0,14.0,20.0,,,5.0,,,,,,,,,,,,0.00137271,,,,,,0.2433,,,,,,90.0,,,,,,,12.0,,7.4,3.0,5.0,,,,,1.0,20.0,,17.0,15.0,32.0,0,,38.0,,,,
2023-24,11352671,10,54,Fulham,Away,118179,82514,Tim Ream,tim-ream,D,False,,,3.0,4.0,20.0,24.0,,1.0,3.0,,,,,,,,1.0,1.0,,,0.00070142,,,1.0,,,,,,6.0,,,90.0,,1.0,,,,,4.0,,7.2,,,,3.0,,,,4.0,,8.0,20.0,28.0,0,,39.0,,,,
2023-24,11352671,10,54,Fulham,Away,151499,96994,Bobby De Cordova-Reid,bobby-de-cordova-reid,M,False,,,,3.0,7.0,10.0,,1.0,1.0,,,,,,,,,4.0,,,0.0124695,0.0893,,,,,,,,,,,58.0,,,,,,,3.0,,6.9,,,1.0,1.0,,1.0,,,,6.0,7.0,12.0,1,1.0,18.0,,2.0,,
2023-24,11352671,10,54,Fulham,Away,192442,102057,Raúl Jiménez,raul-jimenez,F,False,,,,4.0,2.0,6.0,3.0,1.0,,,,,,,,2.0,6.0,2.0,,,0.0896983,,,,,,,,,,,,58.0,,,,,,,7.0,,6.4,,,,,1.0,,,,,7.0,3.0,10.0,0,,16.0,,1.0,,
2023-24,11352671,10,54,Fulham,Away,285949,156689,Andreas Pereira,andreas-pereira,M,True,,,,9.0,2.0,11.0,3.0,,1.0,,,1.0,,,,1.0,5.0,,,,0.020802,0.3118,0.1906,,,,,,,,1.0,,32.0,1.0,,,,,,5.0,,6.8,,,1.0,,1.0,2.0,,,,12.0,2.0,12.0,3,,20.0,,,,
2023-24,11352671,10,54,Fulham,Away,329417,166477,Timothy Castagne,timothy-castagne,D,False,,,1.0,10.0,23.0,33.0,,,2.0,,,,1.0,,,,1.0,1.0,,,0.00412767,,,,,,,,,1.0,,,90.0,,,,,,,10.0,,6.6,,,,,,,,2.0,,15.0,28.0,43.0,0,1.0,55.0,,,,1.0
2023-24,11352671,10,54,Fulham,Away,352770,153133,Alex Iwobi,alex-iwobi,M,False,,,,14.0,8.0,22.0,1.0,1.0,8.0,,,,1.0,,,3.0,6.0,7.0,,,0.016592,0.0155,0.036,,,,,,,2.0,,,89.0,1.0,,,,,,9.0,,7.2,,,,1.0,6.0,,,,,15.0,8.0,23.0,1,1.0,41.0,4.0,,5.0,1.0
2023-24,11352671,10,54,Fulham,Away,355528,153682,Harry Wilson,harry-wilson,M,True,,,1.0,4.0,3.0,7.0,,,2.0,,,,,,,1.0,3.0,3.0,,,0.0602743,,,1.0,1.0,,,,,,2.0,,32.0,,,,,,,5.0,,7.0,,,,,3.0,1.0,,1.0,,6.0,3.0,8.0,0,1.0,16.0,1.0,,2.0,1.0
2023-24,11352671,10,54,Fulham,Away,358694,155529,Marek Rodák,marek-rodak,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352671,10,54,Fulham,Away,364612,154296,João Palhinha,joao-palhinha,M,False,,,3.0,12.0,12.0,24.0,1.0,1.0,11.0,,,,1.0,,,2.0,6.0,16.0,,,0.00851191,0.1257,0.3937,1.0,,1.0,,,,5.0,1.0,,90.0,1.0,,,,,,10.0,,8.4,,,,3.0,2.0,,,4.0,,17.0,13.0,30.0,1,10.0,61.0,1.0,4.0,1.0,5.0
2023-24,11352671,10,54,Fulham,Away,365802,153366,Harrison Reed,harrison-reed,M,False,,,,1.0,11.0,12.0,,1.0,2.0,,,,1.0,,,1.0,2.0,3.0,,,0.0002639,0.0082,,,,,,,,,,,58.0,,,,,,,8.0,,6.6,,,1.0,,,2.0,,1.0,,7.0,12.0,17.0,1,2.0,27.0,,,,2.0
2023-24,11352671,10,54,Fulham,Away,371222,212314,Saša Lukić,sasa-lukic,M,True,,,,2.0,,2.0,,,2.0,,,,,,,,,2.0,,,0.00041923,,,,,,,,,,,,8.0,,1.0,,,,,1.0,,6.9,,,,,,,,,,2.0,1.0,3.0,0,2.0,7.0,,,,1.0
2023-24,11352671,10,54,Fulham,Away,788170,225897,Fodé Ballo-Touré,fode-ballo-toure,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352671,10,54,Fulham,Away,803174,169528,Antonee Robinson,antonee-robinson,D,False,1.0,,1.0,15.0,13.0,27.0,,,5.0,,,,2.0,1.0,,1.0,7.0,5.0,,1.0,0.207472,0.0085,,2.0,,,,,,3.0,1.0,,90.0,,1.0,,,,,16.0,,7.2,,,1.0,2.0,3.0,2.0,,3.0,,22.0,16.0,36.0,1,3.0,63.0,2.0,1.0,1.0,3.0
2023-24,11352671,10,54,Fulham,Away,861972,232892,Calvin Bassey,calvin-bassey,D,False,,,3.0,9.0,32.0,41.0,,,6.0,,,,,,,,,6.0,,,0.00249485,,,,,,,,,2.0,,,90.0,,1.0,,,,,6.0,,7.2,,,,2.0,,,,6.0,,11.0,36.0,47.0,0,6.0,59.0,,,,3.0
2023-24,11352671,10,54,Fulham,Away,1015256,244042,Rodrigo Muniz,rodrigo-muniz,F,True,,,,1.0,,1.0,4.0,3.0,1.0,,,,,,,2.0,8.0,4.0,,,0.00060063,0.1235,0.253,2.0,,,,,,,1.0,,32.0,1.0,,,,,,6.0,,6.7,,,,1.0,,,,1.0,1.0,4.0,,4.0,1,,11.0,,1.0,,
2023-24,11352671,10,54,Fulham,Away,1143931,487693,Devan Tanton,tanton-devan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352671,10,54,Fulham,Away,1413129,547686,Luc De Fougerolles,luc-de-fougerolles,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352307,11,54,Fulham,Home,31417,47431,Willian,willian,M,False,,,1.0,11.0,6.0,17.0,,,4.0,1.0,,3.0,,,,1.0,2.0,3.0,,,0.153719,0.2725,,,,,,,,,1.0,,76.0,,,,,,,12.0,,7.4,,,2.0,,4.0,3.0,,2.0,,19.0,7.0,23.0,5,,38.0,,,3.0,
2023-24,11352307,11,54,Fulham,Home,82566,76357,Tom Cairney,tom-cairney,M,True,,,,,1.0,1.0,,,,,,,,,,,,,,,1.191e-05,,,,,,,,,1.0,,,8.0,,,,,,,2.0,,6.5,,,,,,,,,,2.0,1.0,3.0,0,,4.0,,,,
2023-24,11352307,11,54,Fulham,Home,103335,80201,Bernd Leno,bernd-leno,G,False,,,6.0,3.0,28.0,31.0,,,11.0,,,,,,,,,,,,0.00124346,,,,,,0.2752,,,,,,90.0,,,,,,,13.0,,7.1,2.0,4.0,,1.0,,,,19.0,,14.0,30.0,44.0,0,,51.0,,,,
2023-24,11352307,11,54,Fulham,Home,118179,82514,Tim Ream,tim-ream,D,False,,,2.0,12.0,21.0,33.0,,3.0,1.0,,,,,,,,,3.0,,,0.00768711,,,,,,,,,2.0,,,90.0,,,,,,,15.0,,6.7,,,,7.0,,,,7.0,,20.0,28.0,48.0,0,,58.0,,,,
2023-24,11352307,11,54,Fulham,Home,151499,96994,Bobby De Cordova-Reid,bobby-de-cordova-reid,M,True,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,0.00103072,,,,,,,,,,,,9.0,,,,,,,1.0,,6.5,,,,,,1.0,,,,2.0,,1.0,0,,3.0,,1.0,,
2023-24,11352307,11,54,Fulham,Home,192442,102057,Raúl Jiménez,raul-jimenez,F,True,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,1.0,2.0,,,0.0016232,,,,,,,,,,,,9.0,,,,,,,4.0,,6.7,,,,,,,,,,3.0,,3.0,0,1.0,6.0,2.0,,,1.0
2023-24,11352307,11,54,Fulham,Home,285949,156689,Andreas Pereira,andreas-pereira,M,False,3.0,,1.0,17.0,5.0,19.0,2.0,2.0,3.0,,,1.0,,,,,2.0,4.0,,,0.113505,0.0785,,,,,,,,,6.0,,81.0,,1.0,,,,,12.0,,7.4,,,,,,8.0,,4.0,,28.0,5.0,25.0,1,1.0,40.0,1.0,1.0,,
2023-24,11352307,11,54,Fulham,Home,329417,166477,Timothy Castagne,timothy-castagne,D,False,,,1.0,9.0,14.0,23.0,4.0,2.0,4.0,,,,1.0,,,,7.0,3.0,,,0.0116164,,,1.0,,,,,,1.0,,,90.0,,,,,,,10.0,,6.5,,,,3.0,1.0,1.0,,2.0,,12.0,17.0,28.0,0,1.0,52.0,3.0,,,1.0
2023-24,11352307,11,54,Fulham,Home,352770,153133,Alex Iwobi,alex-iwobi,M,False,,,2.0,17.0,13.0,30.0,,,8.0,,,1.0,,,,2.0,4.0,5.0,,,0.0148414,0.1655,,1.0,,,,,,2.0,2.0,,89.0,,,,,,,8.0,,7.3,,,2.0,,5.0,1.0,,2.0,,21.0,13.0,33.0,3,1.0,49.0,,,4.0,
2023-24,11352307,11,54,Fulham,Home,355528,153682,Harry Wilson,harry-wilson,M,False,,,,10.0,5.0,15.0,,,5.0,,,1.0,1.0,,,,3.0,5.0,,,0.191182,0.1663,0.1991,1.0,,,,,,,1.0,,89.0,1.0,,,,,,13.0,,7.1,,,2.0,,1.0,2.0,,2.0,,15.0,7.0,20.0,4,1.0,39.0,5.0,4.0,,1.0
2023-24,11352307,11,54,Fulham,Home,358694,155529,Marek Rodák,marek-rodak,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352307,11,54,Fulham,Home,364612,154296,João Palhinha,joao-palhinha,M,False,,,2.0,12.0,11.0,23.0,1.0,1.0,7.0,,1.0,1.0,3.0,,,1.0,8.0,13.0,,,0.00738426,0.204,0.1019,2.0,,,,,,,1.0,,90.0,1.0,,,,,,11.0,,6.7,,,,3.0,2.0,,,3.0,,14.0,15.0,29.0,2,5.0,60.0,2.0,6.0,1.0,2.0
2023-24,11352307,11,54,Fulham,Home,365802,153366,Harrison Reed,harrison-reed,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352307,11,54,Fulham,Home,371222,212314,Saša Lukić,sasa-lukic,M,True,,,,2.0,2.0,4.0,,,,,,,1.0,,,,1.0,,,,0.00079337,,,,,,,,,,,,14.0,,,,,,,1.0,,6.4,,,,1.0,,,,,,3.0,2.0,5.0,0,,7.0,,,,
2023-24,11352307,11,54,Fulham,Home,788170,225897,Fodé Ballo-Touré,fode-ballo-toure,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352307,11,54,Fulham,Home,803174,169528,Antonee Robinson,antonee-robinson,D,False,1.0,,4.0,8.0,10.0,17.0,1.0,1.0,13.0,,,,1.0,,,1.0,4.0,5.0,,,0.0298923,,,1.0,,,,,,1.0,,,90.0,,,,,,,24.0,,6.7,,,,2.0,2.0,3.0,,7.0,,17.0,17.0,31.0,0,1.0,57.0,1.0,1.0,2.0,1.0
2023-24,11352307,11,54,Fulham,Home,861972,232892,Calvin Bassey,calvin-bassey,D,False,,,3.0,9.0,28.0,37.0,2.0,3.0,9.0,,,,,,,,3.0,5.0,,,0.00216891,0.0485,,1.0,,,,,,2.0,,,90.0,1.0,1.0,,,,,23.0,,6.9,,,,4.0,,,,13.0,,24.0,33.0,57.0,1,1.0,72.0,3.0,1.0,,1.0
2023-24,11352307,11,54,Fulham,Home,891920,245824,Carlos Vinícius,carlos-vinicius,F,True,,,,1.0,1.0,2.0,2.0,,,,,,,,,,4.0,2.0,,,0.00079778,,,1.0,,,,,,,,,14.0,,,,,,,2.0,,6.6,,,,,1.0,,,,,1.0,1.0,2.0,0,2.0,6.0,1.0,,,2.0
2023-24,11352307,11,54,Fulham,Home,1015256,244042,Rodrigo Muniz,rodrigo-muniz,F,False,,,,2.0,4.0,6.0,7.0,6.0,1.0,,,,,,,1.0,10.0,7.0,,,0.013348,0.0741,,1.0,,,,,,,1.0,,76.0,,,,,,,9.0,,6.8,,,2.0,,1.0,,,,1.0,7.0,4.0,11.0,2,,23.0,2.0,1.0,,
2023-24,11352307,11,54,Fulham,Home,1413129,547686,Luc De Fougerolles,luc-de-fougerolles,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352326,12,54,Fulham,Away,31417,47431,Willian,willian,M,False,,,2.0,8.0,15.0,23.0,,,2.0,,,,1.0,,,,1.0,2.0,,,0.00449763,0.2069,0.064,,,,,,,,1.0,,82.0,1.0,,,,,,11.0,,6.9,,,2.0,,1.0,3.0,,3.0,1.0,14.0,16.0,27.0,3,1.0,40.0,3.0,,1.0,
2023-24,11352326,12,54,Fulham,Away,82566,76357,Tom Cairney,tom-cairney,M,True,,,1.0,7.0,6.0,13.0,,,2.0,,,,,,,,,1.0,,,0.0177679,,,,,,,,,,,,16.0,,,,,,,4.0,,6.7,,,,,1.0,,,1.0,,9.0,6.0,15.0,0,,18.0,,,1.0,
2023-24,11352326,12,54,Fulham,Away,103335,80201,Bernd Leno,bernd-leno,G,False,,,,,18.0,18.0,,,9.0,,,,,,,,,,,,4.735e-05,,,,,,-0.8803,,,,,,90.0,,,,,,,1.0,,6.5,3.0,4.0,,,,,,1.0,,1.0,18.0,19.0,0,,28.0,,,,
2023-24,11352326,12,54,Fulham,Away,118179,82514,Tim Ream,tim-ream,D,False,,,6.0,17.0,51.0,68.0,1.0,,5.0,,,,,,,,1.0,1.0,,,0.0115977,,,,,,,,,2.0,,,90.0,,,,,,,10.0,,6.4,,,,,1.0,,,11.0,,21.0,57.0,78.0,0,,84.0,,,1.0,
2023-24,11352326,12,54,Fulham,Away,151499,96994,Bobby De Cordova-Reid,bobby-de-cordova-reid,M,False,,,,13.0,5.0,18.0,1.0,,4.0,,,,1.0,,,,3.0,,,,0.0126381,,,1.0,,,,,,,,,45.0,,,,,,,8.0,,6.3,,,,,,,,2.0,,17.0,8.0,25.0,0,,30.0,1.0,,,
2023-24,11352326,12,54,Fulham,Away,190877,167074,Kenny Tete,kenny-tete,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352326,12,54,Fulham,Away,192442,102057,Raúl Jiménez,raul-jimenez,F,False,,,,4.0,3.0,7.0,2.0,,1.0,,,,1.0,,,1.0,7.0,1.0,,,0.00247379,0.6036,1.2102,3.0,,1.0,,,1.0,,1.0,,74.0,3.0,,,,,,6.0,,7.5,,,,1.0,,1.0,,,,8.0,4.0,11.0,3,1.0,21.0,,,,1.0
2023-24,11352326,12,54,Fulham,Away,285949,156689,Andreas Pereira,andreas-pereira,M,False,1.0,,2.0,16.0,14.0,29.0,1.0,1.0,4.0,,,,,,,,2.0,3.0,,,0.02995,,,1.0,,,,,,,2.0,,74.0,,,,,,,6.0,,6.8,,,,1.0,1.0,1.0,,4.0,,18.0,16.0,33.0,0,1.0,40.0,1.0,,1.0,1.0
2023-24,11352326,12,54,Fulham,Away,286165,159533,Adama Traoré,adama-traore,F,True,1.0,,,5.0,,4.0,,,,,,,1.0,,,1.0,2.0,2.0,,,0.0280841,,,,,,,,,,,,8.0,,,,,,,3.0,,6.7,,,,,2.0,2.0,,,,6.0,,4.0,0,,10.0,1.0,,2.0,
2023-24,11352326,12,54,Fulham,Away,329417,166477,Timothy Castagne,timothy-castagne,D,False,,,2.0,16.0,25.0,41.0,,1.0,3.0,,,,,,,1.0,1.0,6.0,,,0.0137131,,,,,,,,,4.0,,,90.0,,1.0,,,,,12.0,,7.0,,,,2.0,1.0,1.0,,4.0,,24.0,28.0,51.0,0,4.0,72.0,,,1.0,1.0
2023-24,11352326,12,54,Fulham,Away,352770,153133,Alex Iwobi,alex-iwobi,M,False,,,1.0,22.0,10.0,32.0,,,4.0,,,,,,,2.0,5.0,4.0,,,0.0696678,0.0653,0.0188,1.0,,,,,,,1.0,,82.0,1.0,,,,,,13.0,,6.7,,,1.0,,4.0,,,2.0,1.0,26.0,11.0,37.0,2,2.0,57.0,3.0,,2.0,
2023-24,11352326,12,54,Fulham,Away,355528,153682,Harry Wilson,harry-wilson,M,True,,,1.0,9.0,11.0,20.0,,1.0,5.0,,,,,,,,2.0,4.0,,,0.138356,0.0532,,2.0,,,,,,1.0,1.0,,45.0,,,,,,,10.0,,7.1,,,1.0,,1.0,1.0,,3.0,1.0,15.0,12.0,26.0,1,1.0,37.0,2.0,1.0,1.0,
2023-24,11352326,12,54,Fulham,Away,358694,155529,Marek Rodák,marek-rodak,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352326,12,54,Fulham,Away,364612,154296,João Palhinha,joao-palhinha,M,False,,,,13.0,24.0,37.0,,,4.0,,,,3.0,,,,8.0,4.0,,,0.00889769,,,5.0,,,,,1.0,1.0,,,90.0,,,,,,,8.0,,6.3,,,,1.0,,,,3.0,,19.0,25.0,44.0,0,2.0,56.0,,2.0,,1.0
2023-24,11352326,12,54,Fulham,Away,365802,153366,Harrison Reed,harrison-reed,M,True,,,,5.0,3.0,8.0,1.0,,,,,,,,,,2.0,,,,0.00101763,,,1.0,,,,,,,,,8.0,,,,,,,1.0,,6.4,,,,,,,,1.0,,6.0,3.0,9.0,0,,9.0,,,,
2023-24,11352326,12,54,Fulham,Away,371222,212314,Saša Lukić,sasa-lukic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352326,12,54,Fulham,Away,788170,225897,Fodé Ballo-Touré,fode-ballo-toure,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
