season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385502,1,54,Fulham,Home,941757,432931,Tyrese Francois,tyrese-francois,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385502,1,54,Fulham,Home,1013987,490146,Jay Stansfield,jay-stansfield,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385502,1,54,Fulham,Home,1015256,244042,Rodrigo Muniz,rodrigo-muniz,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385502,1,54,Fulham,Home,1134729,515024,Luke Harris,luke-harris,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385527,2,54,Fulham,Away,55570,61933,Shane Duffy,shane-duffy,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385527,2,54,Fulham,Away,82566,76357,Tom Cairney,tom-cairney,M,True,,,,1.0,1.0,2.0,,,2.0,,,,,,,,,2.0,,,0.00085308,0.0,0.0,,,,,,,,,,14.0,,,,,,,,,2.0,,6.8,,,,,1.0,,,,,1.0,1.0,2.0,0,1.0,7.0,2.0,,1.0,
2022-23,10385527,2,54,Fulham,Away,98450,89085,Nathaniel Chalobah,nathaniel-chalobah,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385527,2,54,Fulham,Away,103335,80201,Bernd Leno,bernd-leno,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385527,2,54,Fulham,Away,118179,82514,Tim Ream,tim-ream,D,False,,,5.0,14.0,27.0,41.0,,,5.0,,,,,,,,1.0,4.0,,,0.00270557,0.0,0.0,1.0,,,,,,3.0,,,90.0,,1.0,,,,,,,7.0,,7.6,,,,4.0,,,,6.0,,17.0,30.0,47.0,0,3.0,61.0,1.0,1.0,,1.0
2022-23,10385527,2,54,Fulham,Away,137786,92259,Neeskens Kebano,neeskens-kebano,M,False,,,,11.0,2.0,13.0,1.0,,8.0,,,,,,,1.0,5.0,5.0,,,0.0146438,0.1132,0.0782,2.0,,,,,,,,,83.0,1.0,,,,,,,,13.0,,7.1,,,1.0,1.0,3.0,5.0,,,,19.0,3.0,17.0,2,2.0,40.0,2.0,1.0,2.0,
2022-23,10385527,2,54,Fulham,Away,151499,96994,Bobby De Cordova-Reid,bobby-de-cordova-reid,M,False,1.0,,,13.0,10.0,22.0,2.0,1.0,6.0,,1.0,1.0,,,,1.0,5.0,3.0,,,0.00982031,0.411,0.3391,2.0,,,,,,1.0,,,89.0,1.0,,,,,,,1.0,11.0,,6.9,,,,1.0,,2.0,,,,21.0,11.0,30.0,2,1.0,44.0,1.0,1.0,,1.0
2022-23,10385527,2,54,Fulham,Away,190877,167074,Kenny Tete,kenny-tete,D,False,,,1.0,7.0,12.0,19.0,,1.0,5.0,,,,1.0,,,3.0,5.0,3.0,,,0.00352949,0.0,0.0,1.0,,,,,,2.0,,,89.0,,,,,,,,,21.0,,6.4,,,,1.0,,1.0,,3.0,,15.0,18.0,32.0,0,2.0,58.0,2.0,,,1.0
2022-23,10385527,2,54,Fulham,Away,192144,128389,Aleksandar Mitrović,aleksandar-mitrovic,F,False,,,1.0,7.0,6.0,13.0,7.0,5.0,3.0,1.0,1.0,,,,,1.0,9.0,8.0,,,0.0147107,0.9531,0.9763,1.0,,,,,,,1.0,,90.0,1.0,,,,,1.0,,,11.0,,6.8,,,3.0,2.0,,,,2.0,,12.0,7.0,19.0,4,2.0,36.0,3.0,1.0,,
2022-23,10385527,2,54,Fulham,Away,227900,120721,Kevin Mbabu,kevin-mbabu,D,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,0,,1.0,,,,
2022-23,10385527,2,54,Fulham,Away,285949,156689,Andreas Pereira,andreas-pereira,M,False,1.0,,,10.0,1.0,10.0,1.0,,3.0,,,,1.0,,,2.0,6.0,,,,0.0276497,0.0,0.0,1.0,,,,,,,2.0,,86.0,,,,,,,,,19.0,,6.4,,,,2.0,1.0,4.0,,2.0,,22.0,2.0,20.0,0,,37.0,3.0,,,
2022-23,10385527,2,54,Fulham,Away,352668,109646,Tosin Adarabioyo,tosin-adarabioyo,D,False,,,1.0,9.0,22.0,31.0,,,3.0,,,,,,,1.0,1.0,1.0,,,0.00370857,0.0,0.0,,,,,,,1.0,,,90.0,,,,,,,,,5.0,,6.8,,,,3.0,,,,3.0,,11.0,24.0,35.0,0,,43.0,,1.0,,
2022-23,10385527,2,54,Fulham,Away,358694,155529,Marek Rodák,marek-rodak,G,False,,1.0,6.0,6.0,8.0,14.0,,,7.0,,,,,,,,,,,1.0,0.00097467,0.0,0.0,,,,0.1153,,,,,,90.0,,,,,,,,,14.0,1.0,7.0,1.0,1.0,,2.0,,,1.0,18.0,,16.0,11.0,27.0,0,,34.0,1.0,,,
2022-23,10385527,2,54,Fulham,Away,364612,154296,João Palhinha,joao-palhinha,M,False,,,3.0,6.0,21.0,27.0,2.0,1.0,2.0,,,,1.0,,,1.0,6.0,5.0,,,0.00410734,0.0,0.0,3.0,,,,,,,,,90.0,,,,,,,,,7.0,,6.7,,,,2.0,,,,3.0,,9.0,24.0,33.0,0,3.0,42.0,,1.0,,3.0
2022-23,10385527,2,54,Fulham,Away,365802,153366,Harrison Reed,harrison-reed,M,False,1.0,,3.0,8.0,12.0,19.0,2.0,3.0,8.0,,,,,,,,8.0,6.0,,,0.0404325,0.0,0.0,2.0,,,,,,1.0,2.0,,90.0,,,,,,,,,21.0,,6.7,,,,,5.0,5.0,,6.0,,21.0,14.0,30.0,0,1.0,53.0,2.0,1.0,1.0,1.0
2022-23,10385527,2,54,Fulham,Away,803174,169528,Antonee Robinson,antonee-robinson,D,False,2.0,,1.0,12.0,11.0,21.0,,2.0,3.0,,,,,,,1.0,2.0,6.0,,,0.0466233,0.0165,0.0,,,,,,,1.0,1.0,,90.0,,,,,,,,,16.0,,7.4,,,1.0,3.0,1.0,4.0,,4.0,,18.0,17.0,31.0,1,4.0,60.0,,,,1.0
2022-23,10385527,2,54,Fulham,Away,825719,219924,Issa Diop,issa-diop,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385527,2,54,Fulham,Away,941757,432931,Tyrese Francois,tyrese-francois,M,True,,,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,0.000184,0.0,0.0,,,,,,,,,,8.0,,,,,,,,,1.0,,6.5,,,,1.0,,,,,,1.0,1.0,2.0,0,,5.0,1.0,,,
2022-23,10385527,2,54,Fulham,Away,1013987,490146,Jay Stansfield,jay-stansfield,F,True,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,2.451e-05,0.0,0.0,1.0,,,,,,,,,17.0,,,,,,,,,3.0,,6.4,,,,,,1.0,,1.0,,3.0,1.0,3.0,0,,4.0,,,,
2022-23,10385527,2,54,Fulham,Away,1015256,244042,Rodrigo Muniz,rodrigo-muniz,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385539,3,54,Fulham,Home,55570,61933,Shane Duffy,shane-duffy,D,True,,,,,2.0,2.0,,1.0,,,,,,,,,,2.0,,,1.79e-06,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0,,3.0,,1.0,,
2022-23,10385539,3,54,Fulham,Home,82566,76357,Tom Cairney,tom-cairney,M,True,,,4.0,7.0,3.0,10.0,,1.0,2.0,1.0,,,,,,,,2.0,,,0.0310205,0.0,0.0,,,,,,,,1.0,,13.0,,,,,,,,,4.0,,7.1,,,,,,1.0,,5.0,,11.0,3.0,13.0,0,,16.0,,1.0,,
2022-23,10385539,3,54,Fulham,Home,98450,89085,Nathaniel Chalobah,nathaniel-chalobah,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385539,3,54,Fulham,Home,103335,80201,Bernd Leno,bernd-leno,G,False,,3.0,6.0,6.0,8.0,14.0,,,6.0,,,,,,,,,,,,0.0018396,0.0,0.0,,,,-0.4799,,,,,,90.0,,,,,,,,,11.0,1.0,6.6,2.0,3.0,,3.0,,,3.0,14.0,,12.0,11.0,23.0,0,,34.0,,,,
2022-23,10385539,3,54,Fulham,Home,118179,82514,Tim Ream,tim-ream,D,False,,,3.0,8.0,17.0,25.0,,2.0,4.0,,,,,,,,,3.0,,,0.00377743,0.0,0.0,,,,,,,2.0,,,90.0,,,,,,,,,12.0,,6.5,,,,4.0,,,,9.0,,15.0,20.0,35.0,0,1.0,45.0,2.0,,,
2022-23,10385539,3,54,Fulham,Home,151499,96994,Bobby De Cordova-Reid,bobby-de-cordova-reid,M,False,,,,8.0,3.0,11.0,2.0,,3.0,,,,1.0,,,3.0,8.0,1.0,,,0.0639075,0.5854,0.9887,2.0,,1.0,,,,,2.0,,90.0,1.0,,,,,,,,19.0,,6.6,,,,,,1.0,,1.0,,16.0,4.0,19.0,1,1.0,34.0,5.0,,,1.0
2022-23,10385539,3,54,Fulham,Home,190877,167074,Kenny Tete,kenny-tete,D,False,,,2.0,9.0,15.0,24.0,2.0,,4.0,,,,,,,1.0,5.0,3.0,,,0.00497307,0.0,0.0,2.0,,,,,,1.0,,,77.0,,1.0,,,,,,,10.0,,6.6,,,,3.0,,1.0,,4.0,,11.0,18.0,28.0,0,3.0,60.0,2.0,,,2.0
2022-23,10385539,3,54,Fulham,Home,192144,128389,Aleksandar Mitrović,aleksandar-mitrovic,F,False,,,,6.0,8.0,14.0,7.0,6.0,4.0,,4.0,1.0,,,,4.0,11.0,7.0,,,0.219581,1.2761,1.4853,,,1.0,,,,,,,89.0,5.0,1.0,,,,,,,17.0,,6.1,,,2.0,,,,,,4.0,11.0,10.0,21.0,8,1.0,44.0,6.0,,,1.0
2022-23,10385539,3,54,Fulham,Home,227900,120721,Kevin Mbabu,kevin-mbabu,D,True,3.0,,,8.0,2.0,7.0,1.0,1.0,3.0,1.0,,,,,,,2.0,2.0,,,0.382595,0.0,0.0,1.0,1.0,,,,,,2.0,,13.0,,,,,,,,,2.0,,7.5,,,,,1.0,3.0,,1.0,,10.0,2.0,9.0,0,,15.0,,,1.0,
2022-23,10385539,3,54,Fulham,Home,285949,156689,Andreas Pereira,andreas-pereira,M,False,5.0,,2.0,17.0,10.0,22.0,1.0,,5.0,1.0,,1.0,1.0,,,1.0,5.0,4.0,,,0.182637,0.1539,0.3619,2.0,1.0,,,,,1.0,4.0,,90.0,2.0,,,,,,,,10.0,,7.9,,,,,1.0,7.0,,5.0,,23.0,11.0,27.0,3,2.0,46.0,1.0,1.0,1.0,2.0
2022-23,10385539,3,54,Fulham,Home,352668,109646,Tosin Adarabioyo,tosin-adarabioyo,D,False,,,3.0,6.0,26.0,32.0,2.0,4.0,6.0,,,,,,,,3.0,4.0,,,0.00168928,0.0,0.0,2.0,,,,,,2.0,,,90.0,,1.0,,,,,,,15.0,,6.5,,,,4.0,,,,10.0,,15.0,32.0,47.0,0,,56.0,,,,
2022-23,10385539,3,54,Fulham,Home,358694,155529,Marek Rodák,marek-rodak,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385539,3,54,Fulham,Home,364612,154296,João Palhinha,joao-palhinha,M,False,,,,9.0,5.0,14.0,2.0,3.0,4.0,,,,1.0,,,,4.0,11.0,,,0.00407033,0.079,0.082,1.0,,1.0,,,,1.0,,,90.0,1.0,,,,,,,,10.0,,7.5,,,,3.0,1.0,,,,,16.0,7.0,23.0,1,4.0,38.0,1.0,3.0,1.0,2.0
2022-23,10385539,3,54,Fulham,Home,365802,153366,Harrison Reed,harrison-reed,M,False,1.0,,1.0,12.0,11.0,22.0,4.0,,4.0,,,1.0,2.0,,,,7.0,,,,0.0223867,0.2283,0.0,2.0,,,,,,2.0,,,90.0,,,,,,,,,9.0,,6.4,,,2.0,1.0,,4.0,,3.0,,18.0,14.0,28.0,3,,40.0,,,,
2022-23,10385539,3,54,Fulham,Home,803174,169528,Antonee Robinson,antonee-robinson,D,False,,,1.0,10.0,4.0,14.0,1.0,2.0,4.0,,,,1.0,,,,4.0,3.0,,,0.0131554,0.0,0.0,1.0,,,,,,1.0,2.0,,90.0,,,,,,,,,12.0,,6.3,,,,3.0,2.0,3.0,,3.0,1.0,16.0,7.0,20.0,0,,34.0,1.0,,1.0,
2022-23,10385539,3,54,Fulham,Home,825719,219924,Issa Diop,issa-diop,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385539,3,54,Fulham,Home,941757,432931,Tyrese Francois,tyrese-francois,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385539,3,54,Fulham,Home,1006144,247664,Terry Ablade,terry-ablade,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385539,3,54,Fulham,Home,1013987,490146,Jay Stansfield,jay-stansfield,F,False,,,,5.0,3.0,8.0,1.0,,6.0,,,2.0,2.0,,,2.0,5.0,1.0,,,0.0263456,0.2509,0.0,,,,,,1.0,1.0,1.0,,77.0,,1.0,,,,,,,15.0,,6.4,,,,1.0,,1.0,,2.0,,11.0,6.0,16.0,2,,33.0,2.0,1.0,,
2022-23,10385539,3,54,Fulham,Home,1134729,515024,Luke Harris,luke-harris,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385742,4,54,Fulham,Away,55570,61933,Shane Duffy,shane-duffy,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385742,4,54,Fulham,Away,82566,76357,Tom Cairney,tom-cairney,M,True,,,,4.0,2.0,6.0,,,2.0,,,,,,,,,,,,0.00242286,0.0,0.0,,,,,,,,,,21.0,,,,,,,,,1.0,,6.5,,,,,,,,,,5.0,2.0,7.0,0,,9.0,,,,
2022-23,10385742,4,54,Fulham,Away,98450,89085,Nathaniel Chalobah,nathaniel-chalobah,M,True,,,,1.0,,1.0,1.0,1.0,,,,,,,,1.0,3.0,1.0,,,0.0005176,0.0944,0.163,1.0,,,,,,,,,10.0,1.0,,,,,,,,2.0,,6.5,,,,,,,,,,1.0,1.0,2.0,1,,4.0,,,,
2022-23,10385742,4,54,Fulham,Away,103335,80201,Bernd Leno,bernd-leno,G,False,,,5.0,4.0,10.0,14.0,,1.0,13.0,,,,,,1.0,,,1.0,,,0.00158234,0.0,0.0,,,,0.0116,3.0,,,,,90.0,,,,,,,,,6.0,1.0,7.5,5.0,6.0,,1.0,,,,11.0,,10.0,10.0,20.0,0,,37.0,,,,
2022-23,10385742,4,54,Fulham,Away,118179,82514,Tim Ream,tim-ream,D,False,,,1.0,1.0,20.0,21.0,1.0,3.0,4.0,,,,1.0,,,,4.0,6.0,,,0.00037052,0.0,0.0,2.0,,,,,,5.0,,1.0,88.0,,1.0,,,,,,,9.0,,7.0,,,,7.0,1.0,,,6.0,,8.0,22.0,30.0,0,2.0,47.0,,,1.0,2.0
2022-23,10385742,4,54,Fulham,Away,137786,92259,Neeskens Kebano,neeskens-kebano,M,False,1.0,,,4.0,3.0,6.0,,,2.0,,,,,,,,1.0,4.0,,,0.0761952,0.0,0.0,,,,,,,,2.0,,69.0,,,,,,,,,7.0,,7.0,,,,,1.0,1.0,,,,6.0,5.0,10.0,0,2.0,21.0,2.0,2.0,,
2022-23,10385742,4,54,Fulham,Away,151499,96994,Bobby De Cordova-Reid,bobby-de-cordova-reid,M,False,1.0,,1.0,6.0,2.0,7.0,2.0,2.0,3.0,,,2.0,,,,1.0,3.0,4.0,,,0.0274022,0.413,0.0,,,,,,,1.0,1.0,,90.0,,2.0,,,,,,,9.0,,7.1,,,2.0,2.0,,2.0,,1.0,,9.0,5.0,12.0,4,1.0,30.0,1.0,1.0,,
2022-23,10385742,4,54,Fulham,Away,190877,167074,Kenny Tete,kenny-tete,D,False,,,,5.0,9.0,14.0,1.0,4.0,4.0,,,,,,,,4.0,8.0,,,0.00255219,0.0,0.0,3.0,,,,,,1.0,,,79.0,,2.0,,,,,,,13.0,,7.2,,,,3.0,,1.0,,1.0,,7.0,17.0,23.0,0,4.0,42.0,1.0,,,1.0
2022-23,10385742,4,54,Fulham,Away,192144,128389,Aleksandar Mitrović,aleksandar-mitrovic,F,False,,,2.0,6.0,2.0,8.0,3.0,6.0,2.0,,,,1.0,,,2.0,8.0,10.0,,,0.0107343,0.2249,0.9102,1.0,,1.0,,,,,1.0,,90.0,2.0,,,,,,,,17.0,,7.7,,,2.0,2.0,2.0,,,4.0,,14.0,4.0,18.0,4,1.0,41.0,4.0,2.0,1.0,
2022-23,10385742,4,54,Fulham,Away,227900,120721,Kevin Mbabu,kevin-mbabu,D,True,,,,1.0,,1.0,,,,,,,1.0,,,,1.0,1.0,,,0.0171131,0.0,0.0,,,,,,,,,,11.0,,,,,,,,,3.0,,6.3,,,,1.0,1.0,,,,,2.0,1.0,3.0,0,,9.0,,,1.0,
2022-23,10385742,4,54,Fulham,Away,285949,156689,Andreas Pereira,andreas-pereira,M,False,3.0,,1.0,8.0,5.0,10.0,,,3.0,,,,1.0,,,1.0,8.0,,,,0.182539,0.0501,0.0,2.0,,,,,,,3.0,,79.0,,,,,,,,,9.0,,6.3,,,1.0,,4.0,4.0,,2.0,,11.0,5.0,12.0,1,,24.0,1.0,,,
2022-23,10385742,4,54,Fulham,Away,352668,109646,Tosin Adarabioyo,tosin-adarabioyo,D,False,,,1.0,2.0,13.0,15.0,,,7.0,,,,,,,1.0,2.0,3.0,,,0.00063586,0.0,0.0,1.0,,,,,,2.0,,,90.0,,2.0,,,,,,,14.0,,6.7,,,,3.0,,,,11.0,,10.0,18.0,28.0,0,3.0,43.0,,,,2.0
2022-23,10385742,4,54,Fulham,Away,358694,155529,Marek Rodák,marek-rodak,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385742,4,54,Fulham,Away,364612,154296,João Palhinha,joao-palhinha,M,False,,,,1.0,7.0,8.0,,2.0,6.0,,,,5.0,,,1.0,7.0,7.0,,,0.0003083,0.0611,0.0,1.0,,,,,,2.0,,,88.0,,,,,,,,,7.0,,6.5,,,1.0,3.0,,,,2.0,,3.0,10.0,13.0,1,5.0,29.0,1.0,,,2.0
2022-23,10385742,4,54,Fulham,Away,365802,153366,Harrison Reed,harrison-reed,M,False,1.0,,,10.0,4.0,13.0,,,3.0,,,,3.0,,,,3.0,,,,0.0378744,0.0,0.0,,,,,,,,2.0,,90.0,,,,,,,,,8.0,,6.3,,,,2.0,,1.0,,3.0,,13.0,8.0,20.0,0,,25.0,1.0,,,
