playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,totalRedCards,shotsOnTargetIncGoals,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,aerialDuels,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,leftFootGoals,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,successfulPassesOwnHalf,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,throughBalls,goalAssists,cornersTakenInclShortCorners,cleanSheets,successfulCrossesAndCorners,goalsConcededOutsideBox,successfulCornersIntoBox,successfulLaunches,tacklesLost,unsuccessfulDribbles,attemptsFromSetPieces,unsuccessfulCornersIntoBox,throwInsToOwnPlayer,unsuccessfulLaunches,overruns,handballsConceded,throwInsToOppositionPlayer,penaltyGoalsConceded,ownGoalScored,lastPlayerTackle,setPiecesGoals,penaltiesTaken,clearancesOffTheLine,penaltyGoals,hitWoodwork,foulWonPenalty,penaltiesConceded,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,savesMadeParried,savesMadeFromInsideBox
4396,Louis Saha,Forward,Everton,11,France,2011-12,136.0,0.0,18.0,10.0,45.0,105.0,28.0,69.0,20.0,110.0,6.0,492.0,4.0,14.0,2.0,8.0,75.0,1685.0,11.0,52.0,77.0,54.0,375.0,74.0,15.0,13.0,25.0,84.0,132.0,27.0,0.0,213.0,2.0,110.0,54.0,28.0,1.0,3.0,299.0,20.0,,6.0,70.0,138.0,23.0,0.0,492.0,27.0,11.0,243.0,6.0,17.0,2.0,114.0,12.0,8.0,7.0,136.0,783.0,16.0,84.0,0.0,5.0,17.0,1.0,23.0,6.0,1.0,,,1.0,5.0,,,4.0,19.0,1.0,,,2.0,5.0,1.0,,1.0,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,
57835,Magaye Gueye,Forward,Everton,11,Senegal,2011-12,33.0,0.0,4.0,4.0,9.0,42.0,17.0,9.0,3.0,47.0,22.0,235.0,1.0,1.0,0.0,14.0,13.0,527.0,,6.0,20.0,13.0,184.0,21.0,10.0,2.0,5.0,27.0,70.0,4.0,2.0,53.0,1.0,67.0,35.0,17.0,,1.0,144.0,5.0,,30.0,17.0,40.0,7.0,0.0,235.0,5.0,5.0,108.0,4.0,5.0,,56.0,5.0,6.0,4.0,42.0,356.0,3.0,54.0,1.0,5.0,8.0,7.0,6.0,3.0,2.0,11.0,1.0,10.0,,3.0,,,3.0,1.0,8.0,2.0,4.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
41184,Marouane Fellaini,Midfielder,Everton,11,Belgium,2011-12,219.0,0.0,17.0,99.0,37.0,332.0,34.0,68.0,31.0,362.0,17.0,1787.0,3.0,18.0,2.0,3.0,117.0,2856.0,6.0,30.0,221.0,134.0,1345.0,107.0,21.0,68.0,33.0,189.0,441.0,24.0,2.0,440.0,1.0,614.0,289.0,34.0,2.0,,910.0,28.0,1.0,17.0,80.0,323.0,87.0,0.0,1785.0,20.0,16.0,503.0,84.0,11.0,8.0,489.0,88.0,55.0,80.0,243.0,2311.0,2.0,517.0,6.0,30.0,98.0,2.0,17.0,3.0,4.0,,8.0,2.0,5.0,,5.0,15.0,12.0,,,6.0,23.0,4.0,6.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
62419,Nikica Jelavic,Forward,Everton,11,Croatia,2011-12,85.0,0.0,17.0,2.0,30.0,86.0,13.0,39.0,10.0,87.0,15.0,278.0,9.0,13.0,5.0,3.0,47.0,957.0,6.0,32.0,39.0,24.0,185.0,62.0,10.0,15.0,11.0,53.0,84.0,16.0,6.0,124.0,4.0,61.0,20.0,13.0,7.0,1.0,160.0,9.0,1.0,15.0,32.0,77.0,15.0,0.0,278.0,13.0,5.0,167.0,2.0,6.0,2.0,64.0,19.0,5.0,6.0,69.0,464.0,4.0,32.0,1.0,1.0,12.0,1.0,6.0,1.0,1.0,,2.0,1.0,2.0,,,,7.0,5.0,,1.0,,5.0,4.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
7645,Phil Jagielka,Defender,Everton,11,England,2011-12,48.0,0.0,4.0,55.0,12.0,172.0,30.0,,29.0,319.0,6.0,1249.0,2.0,,0.0,1.0,75.0,2570.0,2.0,21.0,134.0,80.0,731.0,32.0,9.0,229.0,31.0,27.0,155.0,23.0,0.0,182.0,2.0,575.0,148.0,30.0,,,348.0,26.0,2.0,6.0,5.0,107.0,54.0,0.0,1201.0,8.0,1.0,354.0,39.0,2.0,14.0,414.0,13.0,63.0,199.0,105.0,1724.0,1.0,583.0,2.0,147.0,78.0,1.0,1.0,3.0,1.0,,9.0,1.0,5.0,,66.0,16.0,,,,5.0,154.0,1.0,,,1.0,,1.0,,,,,,1.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,
1821,Phil Neville,Midfielder,Everton,11,England,2011-12,71.0,0.0,,34.0,2.0,176.0,27.0,23.0,24.0,208.0,26.0,1092.0,,,,3.0,34.0,2068.0,,15.0,70.0,51.0,830.0,4.0,14.0,42.0,24.0,56.0,206.0,15.0,0.0,141.0,,442.0,105.0,27.0,,,500.0,19.0,,26.0,13.0,107.0,19.0,0.0,1071.0,2.0,8.0,316.0,28.0,2.0,8.0,313.0,32.0,32.0,54.0,131.0,1455.0,8.0,393.0,3.0,32.0,58.0,9.0,3.0,2.0,,,7.0,9.0,5.0,,23.0,6.0,3.0,,,87.0,35.0,,3.0,47.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
88894,Ross Barkley,Midfielder,Everton,11,England,2011-12,20.0,0.0,2.0,3.0,5.0,15.0,6.0,3.0,2.0,17.0,2.0,95.0,,,,4.0,11.0,214.0,,7.0,17.0,13.0,65.0,4.0,5.0,,2.0,13.0,38.0,5.0,0.0,37.0,,19.0,12.0,6.0,,,56.0,2.0,,4.0,8.0,26.0,4.0,0.0,93.0,3.0,,34.0,2.0,5.0,,26.0,2.0,,13.0,12.0,137.0,1.0,25.0,0.0,2.0,4.0,3.0,2.0,,,3.0,,3.0,,,,1.0,4.0,,2.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
39202,Royston Drenthe,Midfielder,Everton,11,Netherlands,2011-12,98.0,0.0,9.0,26.0,19.0,44.0,21.0,10.0,10.0,56.0,32.0,308.0,3.0,5.0,2.0,11.0,7.0,1037.0,,6.0,89.0,88.0,235.0,28.0,16.0,4.0,15.0,92.0,79.0,41.0,0.0,187.0,1.0,83.0,53.0,21.0,,3.0,201.0,14.0,,48.0,65.0,180.0,1.0,0.0,300.0,10.0,6.0,203.0,23.0,21.0,,75.0,25.0,13.0,17.0,71.0,616.0,8.0,69.0,5.0,12.0,11.0,9.0,7.0,1.0,5.0,20.0,,18.0,1.0,9.0,1.0,3.0,33.0,4.0,10.0,4.0,8.0,9.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
61933,Shane Duffy,Defender,Everton,11,Ireland,2011-12,1.0,0.0,,1.0,3.0,12.0,4.0,,2.0,24.0,,63.0,,,,2.0,5.0,212.0,,1.0,5.0,1.0,36.0,4.0,,24.0,3.0,,6.0,,0.0,6.0,,38.0,6.0,4.0,,,14.0,2.0,,,,1.0,4.0,0.0,61.0,3.0,,26.0,,,4.0,13.0,,7.0,3.0,6.0,109.0,,25.0,0.0,12.0,3.0,,,,,,,,1.0,,4.0,1.0,,,,1.0,14.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
7525,Steven Pienaar,Midfielder,Everton,11,South Africa,2011-12,95.0,0.0,9.0,29.0,19.0,112.0,16.0,46.0,14.0,122.0,23.0,726.0,4.0,,1.0,2.0,25.0,1253.0,,20.0,88.0,83.0,581.0,43.0,26.0,6.0,15.0,75.0,240.0,40.0,0.0,183.0,3.0,198.0,102.0,16.0,3.0,1.0,453.0,13.0,,31.0,53.0,158.0,5.0,0.0,719.0,10.0,9.0,243.0,21.0,14.0,4.0,131.0,20.0,24.0,23.0,157.0,1035.0,2.0,160.0,6.0,10.0,13.0,5.0,4.0,14.0,6.0,13.0,4.0,9.0,2.0,3.0,1.0,8.0,10.0,,8.0,6.0,4.0,3.0,3.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
6219,Sylvain Distin,Defender,Everton,11,France,2011-12,51.0,0.0,,42.0,6.0,158.0,27.0,1.0,24.0,232.0,10.0,823.0,,3.0,,3.0,77.0,2217.0,,24.0,107.0,54.0,526.0,18.0,4.0,215.0,31.0,27.0,206.0,11.0,0.0,158.0,,440.0,106.0,27.0,,,259.0,27.0,,10.0,8.0,81.0,53.0,0.0,800.0,6.0,3.0,277.0,34.0,1.0,17.0,123.0,12.0,67.0,65.0,54.0,1273.0,2.0,335.0,4.0,74.0,63.0,3.0,2.0,,1.0,,7.0,3.0,4.0,,32.0,8.0,1.0,,,20.0,101.0,2.0,,15.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
59949,Séamus Coleman,Defender,Everton,11,Ireland,2011-12,101.0,0.0,4.0,18.0,8.0,56.0,18.0,5.0,14.0,65.0,30.0,373.0,,3.0,,4.0,14.0,1132.0,1.0,10.0,56.0,52.0,299.0,43.0,19.0,2.0,14.0,91.0,54.0,18.0,0.0,157.0,,81.0,66.0,18.0,,,213.0,11.0,,30.0,68.0,143.0,4.0,0.0,373.0,4.0,9.0,199.0,13.0,16.0,1.0,131.0,19.0,19.0,9.0,107.0,641.0,8.0,108.0,2.0,9.0,17.0,13.0,7.0,1.0,,,1.0,13.0,3.0,,,5.0,34.0,,,10.0,8.0,11.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
3273,Tim Cahill,Forward,Everton,11,Australia,2011-12,215.0,1.0,15.0,44.0,37.0,172.0,35.0,60.0,27.0,193.0,23.0,896.0,2.0,21.0,0.0,8.0,145.0,2350.0,6.0,91.0,132.0,78.0,674.0,82.0,16.0,46.0,25.0,124.0,240.0,31.0,0.0,347.0,2.0,226.0,107.0,35.0,2.0,,414.0,23.0,,23.0,50.0,202.0,54.0,1.0,896.0,22.0,9.0,311.0,37.0,3.0,6.0,237.0,71.0,39.0,29.0,193.0,1287.0,15.0,292.0,5.0,21.0,29.0,3.0,8.0,5.0,2.0,,4.0,3.0,2.0,,2.0,7.0,7.0,,,2.0,7.0,3.0,7.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,
15337,Tim Howard,Goalkeeper,Everton,11,United States,2011-12,2.0,0.0,1.0,,1.0,11.0,38.0,,38.0,488.0,,959.0,1.0,,0.0,,,3420.0,,,8.0,8.0,177.0,,1.0,40.0,40.0,2.0,61.0,5.0,0.0,10.0,1.0,829.0,424.0,38.0,1.0,,258.0,34.0,,,,10.0,,0.0,459.0,,,502.0,,1.0,,68.0,,1.0,294.0,1.0,1406.0,,213.0,1.0,477.0,27.0,,,,,,12.0,,6.0,,111.0,,,,,,250.0,,,,1.0,,,,,,,,,,340.0,388.0,183.0,2.0,54.0,35.0,21.0,4.0,2.0,25.0,95.0,2.0,3.0,5.0,18.0,59.0
9007,Tony Hibbert,Defender,Everton,11,England,2011-12,56.0,0.0,,50.0,1.0,178.0,32.0,4.0,31.0,248.0,87.0,1055.0,,2.0,,1.0,27.0,2755.0,,9.0,91.0,73.0,756.0,10.0,15.0,105.0,34.0,47.0,32.0,19.0,0.0,147.0,,481.0,91.0,32.0,,,525.0,29.0,,89.0,15.0,120.0,18.0,0.0,1036.0,1.0,13.0,437.0,40.0,4.0,16.0,389.0,14.0,62.0,51.0,153.0,1836.0,4.0,304.0,1.0,70.0,69.0,22.0,3.0,,3.0,,9.0,22.0,5.0,,29.0,10.0,3.0,,,255.0,106.0,,,62.0,1.0,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,
28593,Victor Anichebe,Forward,Everton,11,Nigeria,2011-12,45.0,0.0,5.0,4.0,9.0,45.0,12.0,3.0,5.0,45.0,11.0,119.0,4.0,4.0,3.0,7.0,46.0,444.0,2.0,30.0,31.0,15.0,72.0,27.0,4.0,,5.0,15.0,24.0,10.0,2.0,76.0,1.0,52.0,17.0,12.0,2.0,1.0,62.0,4.0,1.0,11.0,10.0,30.0,16.0,0.0,119.0,4.0,11.0,79.0,4.0,1.0,1.0,17.0,3.0,2.0,2.0,26.0,194.0,4.0,12.0,1.0,,4.0,,2.0,1.0,,,1.0,,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
