matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442104,11.0,2012-11-11 15:00:00,21,West Ham,Away,148.0,15.0,1.0,5.0,4.0,6.0,,166.0,10.0,1.0,3.0,13.0,6.0,25.0,309.0,,1.0,22.0,16.0,22.0,6.0,1.0,,,,,,,,,,,1.0,8.0,,,,,2.0,8.0,8.0,,,,71.0,64.0,2.0,2.0,1.0,4.0,3.0,13.0,,,3.0,9.0,7.0,,15.0,4.0,64.0,55.0,4.0,35.0,15.0,,,60.0,14.0,8.0,,1.0,3.0,1.0,,138.0,1.0,,,1.0,,,11.0,,,1.0,,,,,,33.0,,9.0,5.0,,3.0,83.0,74.0,50.0,11.0,1.0,2.0,6.0,3.0,,,,2.0,4.0,,74.0,52.0,21.0,,,,,165.0,133.0,4.0,33.0,17.0,50.2,,,,0.0,,,,93.0,4.0,4.0,,1.0,,5.0,,3.0,74.0,,8.0,161.0,22.0,67.0,7.0,3.0,20.0,17.0,,115.0,11.0,244.0,,1.0,28.0,6.0,45.0,1.0,385.0,,0.0,11.0,24.0,1.0,24.0,2.0,626.0,,12.0,1.0,3.0,15.0,0.0
442118,12.0,2012-11-19 20:00:00,21,West Ham,Home,157.0,18.0,4.0,13.0,9.0,2.0,,196.0,3.0,,4.0,13.0,4.0,36.0,340.0,,1.0,29.0,31.0,33.0,8.0,1.0,,,,,,,,,,,,8.0,,,,,1.0,3.0,5.0,,,,77.0,57.0,2.0,1.0,1.0,4.0,3.0,1.0,,,12.0,19.0,20.0,1.0,15.0,1.0,57.0,60.0,4.0,32.0,21.0,,,83.0,9.0,9.0,,,1.0,2.0,,172.0,1.0,,1.0,1.0,,,5.0,,,1.0,1.0,,,,,32.0,,5.0,5.0,1.0,5.0,85.0,91.0,45.0,4.0,,4.0,6.0,5.0,,,,1.0,,,101.0,51.0,37.0,,,,,179.0,165.0,2.0,25.0,23.0,58.0,,,,0.0,,,,96.0,1.0,,,,,7.0,2.0,3.0,92.0,,10.0,167.0,31.0,46.0,5.0,11.0,52.0,41.0,,155.0,12.0,315.0,1.0,,32.0,5.0,63.0,1.0,430.0,,0.0,15.0,14.0,1.0,34.0,1.0,669.0,,11.0,4.0,12.0,13.0,0.0
442127,13.0,2012-11-25 16:00:00,21,West Ham,Away,120.0,17.0,1.0,6.0,5.0,9.0,,117.0,7.0,,1.0,13.0,3.0,27.0,231.0,,,14.0,11.0,32.0,6.0,2.0,,,,,,,,,,,,7.0,,,,,1.0,11.0,17.0,,,,51.0,54.0,1.0,1.0,,2.0,4.0,8.0,,,2.0,11.0,6.0,,7.0,3.0,39.0,61.0,2.0,16.0,8.0,,,69.0,10.0,9.0,1.0,,1.0,1.0,,152.0,1.0,,1.0,1.0,,,12.0,,,1.0,2.0,,,,,16.0,,10.0,9.0,1.0,1.0,53.0,82.0,44.0,4.0,,4.0,5.0,4.0,,,,6.0,2.0,,42.0,41.0,26.0,,,,,133.0,122.0,2.0,26.0,19.0,40.6,,,,0.0,,,,50.0,3.0,3.0,,,,4.0,,3.0,71.0,,9.0,131.0,22.0,27.0,6.0,2.0,20.0,18.0,,118.0,19.0,195.0,2.0,,32.0,3.0,55.0,2.0,306.0,,0.0,12.0,17.0,,19.0,2.0,484.0,,9.0,3.0,2.0,12.0,0.0
442130,14.0,2012-11-28 20:00:00,21,West Ham,Away,112.0,20.0,1.0,4.0,3.0,5.0,2.0,113.0,10.0,,5.0,8.0,4.0,20.0,221.0,,,16.0,20.0,16.0,6.0,1.0,,,,,,,,,,,,7.0,,,,,3.0,8.0,14.0,,,,52.0,52.0,,,,2.0,2.0,7.0,,,5.0,9.0,8.0,,6.0,2.0,48.0,42.0,2.0,15.0,8.0,,,56.0,11.0,7.0,,1.0,2.0,2.0,,130.0,,,,,,,17.0,,,,1.0,,,,2.0,17.0,,17.0,12.0,1.0,5.0,68.0,69.0,37.0,5.0,,5.0,2.0,1.0,,,,6.0,2.0,,50.0,40.0,22.0,,,,,159.0,142.0,2.0,24.0,18.0,33.9,,,1.0,0.0,,,,55.0,1.0,5.0,,,,7.0,,3.0,59.0,,7.0,129.0,34.0,32.0,11.0,5.0,24.0,19.0,,107.0,13.0,200.0,1.0,,20.0,5.0,37.0,1.0,305.0,,0.0,10.0,14.0,,19.0,1.0,501.0,,12.0,5.0,5.0,11.0,0.0
442148,15.0,2012-12-01 12:45:00,21,West Ham,Home,111.0,18.0,3.0,7.0,4.0,1.0,,152.0,4.0,,2.0,9.0,10.0,25.0,256.0,1.0,1.0,25.0,15.0,18.0,8.0,3.0,,1.0,,,,,,,,,,10.0,,,,,3.0,9.0,6.0,,,,70.0,59.0,2.0,2.0,1.0,3.0,5.0,4.0,,,14.0,17.0,7.0,,12.0,5.0,49.0,53.0,3.0,23.0,11.0,,1.0,66.0,15.0,8.0,2.0,,2.0,1.0,,165.0,1.0,,1.0,1.0,,,6.0,,,3.0,,,,,,22.0,,11.0,10.0,2.0,3.0,45.0,76.0,42.0,5.0,1.0,2.0,10.0,9.0,,,,2.0,3.0,,63.0,73.0,18.0,,,,,164.0,144.0,3.0,28.0,19.0,42.2,,,,0.0,,,,58.0,3.0,3.0,,1.0,1.0,2.0,,3.0,83.0,,12.0,126.0,31.0,43.0,7.0,12.0,37.0,25.0,1.0,131.0,10.0,249.0,,,24.0,10.0,49.0,3.0,338.0,1.0,0.0,16.0,23.0,1.0,29.0,1.0,562.0,,4.0,4.0,14.0,15.0,0.0
442157,16.0,2012-12-09 16:00:00,21,West Ham,Home,72.0,21.0,1.0,8.0,7.0,3.0,,175.0,8.0,1.0,5.0,15.0,1.0,21.0,239.0,1.0,,17.0,15.0,14.0,5.0,2.0,,,,1.0,1.0,2.0,,,,,,6.0,1.0,,,,1.0,9.0,8.0,,,,54.0,60.0,,,1.0,3.0,4.0,6.0,,,2.0,18.0,13.0,,16.0,,54.0,61.0,3.0,14.0,3.0,,,75.0,12.0,11.0,,,4.0,,2.0,158.0,,,,,,,14.0,,,,2.0,,,,1.0,10.0,,13.0,8.0,2.0,5.0,48.0,79.0,47.0,5.0,1.0,2.0,5.0,4.0,,,,5.0,1.0,,66.0,56.0,28.0,,,,1.0,166.0,143.0,4.0,24.0,23.0,38.6,,,,0.0,,,,48.0,,1.0,,,,3.0,,3.0,100.0,,7.0,87.0,28.0,37.0,15.0,2.0,33.0,31.0,1.0,137.0,11.0,254.0,2.0,1.0,33.0,3.0,41.0,5.0,308.0,1.0,0.0,11.0,27.0,,20.0,1.0,557.0,,12.0,9.0,2.0,20.0,0.0
442168,17.0,2012-12-16 16:00:00,21,West Ham,Away,88.0,9.0,2.0,7.0,5.0,2.0,1.0,132.0,8.0,2.0,4.0,12.0,5.0,26.0,213.0,,1.0,17.0,29.0,20.0,6.0,2.0,,,,,,,,,,,,8.0,,,,,2.0,7.0,13.0,,,,54.0,51.0,,,,1.0,2.0,5.0,,,2.0,9.0,9.0,,9.0,,55.0,52.0,1.0,29.0,14.0,,,89.0,10.0,13.0,,,3.0,4.0,,148.0,,,,,,,13.0,,,,,,,,1.0,25.0,,10.0,8.0,,4.0,59.0,90.0,39.0,8.0,,6.0,2.0,2.0,,,,6.0,,,65.0,57.0,29.0,,,,,178.0,154.0,,19.0,22.0,44.7,,,,0.0,,,,62.0,1.0,3.0,,,,8.0,,2.0,70.0,,8.0,98.0,41.0,53.0,4.0,2.0,24.0,22.0,1.0,143.0,12.0,249.0,,2.0,27.0,6.0,65.0,,323.0,,0.0,12.0,18.0,1.0,19.0,3.0,531.0,,8.0,1.0,2.0,15.0,0.0
442177,18.0,2012-12-22 15:00:00,21,West Ham,Home,64.0,16.0,1.0,2.0,1.0,5.0,,109.0,8.0,,2.0,7.0,4.0,18.0,171.0,,,24.0,19.0,25.0,3.0,1.0,,,,,,,,,,,,4.0,,,,,1.0,7.0,11.0,,,,38.0,42.0,1.0,1.0,,3.0,1.0,4.0,,1.0,3.0,9.0,3.0,,10.0,2.0,49.0,49.0,3.0,18.0,11.0,,1.0,75.0,13.0,8.0,1.0,,2.0,1.0,,133.0,1.0,,,1.0,,,13.0,,,1.0,,,,,1.0,21.0,,13.0,8.0,1.0,2.0,46.0,88.0,37.0,5.0,,2.0,3.0,2.0,,,,3.0,,,45.0,48.0,16.0,,,,,168.0,146.0,,18.0,14.0,37.7,,,,0.0,,,,53.0,1.0,4.0,,1.0,,3.0,,3.0,61.0,,5.0,76.0,39.0,40.0,9.0,3.0,16.0,13.0,,129.0,14.0,210.0,1.0,,30.0,5.0,56.0,3.0,270.0,,1.0,6.0,11.0,,25.0,1.0,458.0,,10.0,5.0,3.0,10.0,0.0
442179,19.0,2013-01-23 19:45:00,21,West Ham,Away,91.0,9.0,1.0,3.0,2.0,1.0,,117.0,4.0,,2.0,8.0,3.0,19.0,205.0,,,20.0,17.0,7.0,5.0,1.0,3.0,,,,1.0,1.0,,,,,,6.0,,,,,,14.0,10.0,6.0,4.0,,53.0,52.0,,,,5.0,3.0,8.0,1.0,,5.0,4.0,4.0,,11.0,2.0,52.0,38.0,5.0,21.0,7.0,,1.0,67.0,11.0,9.0,,,2.0,2.0,1.0,130.0,,,,,,,7.0,,,,3.0,,,,,14.0,,22.0,20.0,3.0,2.0,44.0,63.0,31.0,13.0,1.0,3.0,3.0,4.0,262.0,,,11.0,2.0,,30.0,56.0,23.0,,,,,124.0,124.0,1.0,25.0,18.0,30.9,,3.0,,0.0,,,,51.0,2.0,3.0,4.0,,,3.0,,3.0,53.0,198.0,6.0,104.0,25.0,42.0,13.0,5.0,15.0,10.0,1.0,99.0,4.0,189.0,3.0,,23.0,4.0,43.0,5.0,278.0,,0.0,10.0,14.0,,24.0,1.0,490.0,13.0,12.0,8.0,5.0,8.0,0.0
442196,20.0,2012-12-29 15:00:00,21,West Ham,Away,132.0,22.0,2.0,7.0,5.0,10.0,,199.0,5.0,,3.0,12.0,5.0,35.0,324.0,,,35.0,20.0,27.0,8.0,1.0,,,,,,,,,,,,9.0,,,,,2.0,2.0,1.0,,,,66.0,38.0,2.0,2.0,,3.0,2.0,5.0,,,2.0,23.0,7.0,,14.0,1.0,51.0,68.0,3.0,11.0,6.0,1.0,,89.0,10.0,17.0,,1.0,5.0,3.0,,169.0,,,,,,,13.0,,,,2.0,,,,2.0,11.0,,17.0,7.0,1.0,3.0,94.0,86.0,46.0,2.0,,5.0,4.0,3.0,,,,,1.0,,83.0,53.0,26.0,,,,,171.0,161.0,2.0,18.0,15.0,66.2,,,,0.0,,,,88.0,,1.0,,1.0,,8.0,,3.0,109.0,,9.0,147.0,52.0,21.0,5.0,2.0,35.0,33.0,,175.0,20.0,305.0,2.0,,23.0,5.0,57.0,3.0,417.0,,0.0,13.0,23.0,,38.0,4.0,621.0,,6.0,1.0,2.0,18.0,0.0
