matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
284109,11,2009-10-31 15:00:00,"Stadium of Light, Sunderland",39033.0,Away,West Ham,Sunderland,2,2,D,2,1,1,1,2.0,17.0,8.0,7.0,2.0,,,,,2.0,16.0,10.0,17.0,65.0,312.0,223.0,43.1,,21.0,17.0,27.0,59.0,38.0,3.0,,,12.0,20.0,167.0,,2.0,,,,56.0,80.0,17.0,17.0,3.0,3.0,2.0,17.0,13.0,0.0,0.0,,,
284117,12,2009-11-08 15:00:00,"Boleyn Ground, London",32466.0,Home,West Ham,Everton,1,2,L,0,1,0,0,1.0,20.0,4.0,12.0,4.0,,,,,1.0,16.0,6.0,33.0,87.0,461.0,363.0,59.3,,30.0,22.0,27.0,41.0,22.0,2.0,,,2.0,13.0,186.0,,2.0,,,,72.0,63.0,13.0,18.0,5.0,5.0,,13.0,18.0,0.0,0.0,,,2.0
284124,13,2009-11-21 15:00:00,"The MKM Stadium, Hull",24909.0,Away,West Ham,Hull,3,3,D,2,3,0,1,3.0,16.0,9.0,6.0,1.0,,,,,3.0,12.0,8.0,24.0,68.0,311.0,244.0,45.6,,22.0,14.0,13.0,63.0,36.0,4.0,,,2.0,22.0,141.0,,3.0,,,,48.0,57.0,14.0,10.0,3.0,3.0,,21.0,9.0,0.0,0.0,,,
284137,14,2009-11-28 15:00:00,"Boleyn Ground, London",34003.0,Home,West Ham,Burnley,5,3,W,3,0,0,1,5.0,12.0,7.0,4.0,1.0,,,1.0,,2.0,7.0,4.0,23.0,69.0,307.0,199.0,41.6,20.0,37.0,27.0,22.0,42.0,27.0,4.0,,,8.0,13.0,159.0,2.0,3.0,,,,72.0,58.0,13.0,23.0,1.0,1.0,3.0,9.0,16.0,0.0,0.0,2.0,2.0,6.0
284147,15,2009-12-05 15:00:00,"Boleyn Ground, London",34980.0,Home,West Ham,Man Utd,0,4,L,0,1,0,0,,11.0,3.0,4.0,4.0,,,,,,6.0,4.0,22.0,59.0,395.0,315.0,42.2,,14.0,9.0,16.0,41.0,26.0,3.0,,,11.0,9.0,132.0,,4.0,,,,45.0,47.0,10.0,11.0,2.0,2.0,1.0,9.0,16.0,0.0,0.0,,,3.0
284150,16,2009-12-12 15:00:00,"St. Andrew's @ Knighthead Park, Birmingham",28203.0,Away,West Ham,Birmingham,0,1,L,0,0,1,0,,15.0,3.0,8.0,4.0,,,1.0,,,10.0,5.0,23.0,60.0,362.0,281.0,52.7,,9.0,6.0,26.0,47.0,29.0,3.0,,,8.0,7.0,146.0,,1.0,,,,44.0,65.0,18.0,23.0,7.0,7.0,1.0,15.0,12.0,0.0,0.0,,,3.0
284161,17,2009-12-15 20:00:00,"Toughsheet Community Stadium, Bolton",17849.0,Away,West Ham,Bolton,1,3,L,0,0,0,0,1.0,13.0,5.0,4.0,4.0,,,,,1.0,11.0,8.0,21.0,59.0,470.0,358.0,55.5,,12.0,9.0,21.0,60.0,25.0,8.0,,1.0,4.0,7.0,189.0,,3.0,,,,42.0,62.0,15.0,29.0,4.0,4.0,,11.0,10.0,0.0,0.0,,,
284177,18,2009-12-20 16:00:00,"Boleyn Ground, London",33388.0,Home,West Ham,Chelsea,1,1,D,1,0,0,0,1.0,8.0,5.0,1.0,2.0,,,,,,6.0,6.0,21.0,55.0,341.0,247.0,41.9,,23.0,18.0,28.0,36.0,20.0,5.0,,,9.0,15.0,160.0,,1.0,,,,57.0,63.0,10.0,15.0,5.0,5.0,1.0,19.0,15.0,0.0,0.0,1.0,1.0,4.0
284188,19,2009-12-26 13:00:00,"Boleyn Ground, London",33686.0,Home,West Ham,Portsmouth,2,0,W,1,0,0,0,2.0,17.0,6.0,8.0,3.0,,,,,1.0,12.0,6.0,26.0,75.0,366.0,270.0,50.0,,26.0,18.0,30.0,45.0,24.0,5.0,,,9.0,8.0,164.0,,,,1.0,,72.0,60.0,15.0,22.0,6.0,6.0,2.0,9.0,20.0,0.0,0.0,1.0,1.0,2.0
284198,20,2009-12-28 12:45:00,"White Hart Lane, London",35994.0,Away,West Ham,Spurs,0,2,L,0,1,0,0,,5.0,2.0,2.0,1.0,,,,,,4.0,3.0,16.0,66.0,436.0,334.0,46.0,,23.0,19.0,25.0,33.0,19.0,6.0,,1.0,5.0,11.0,159.0,,2.0,,,,53.0,54.0,16.0,17.0,3.0,3.0,,15.0,9.0,0.0,0.0,,,1.0
284208,21,2010-03-23 20:00:00,"Boleyn Ground, London",33988.0,Home,West Ham,Wolves,1,3,L,0,1,0,0,1.0,21.0,9.0,8.0,4.0,,,1.0,,1.0,15.0,8.0,30.0,80.0,417.0,316.0,55.2,,18.0,16.0,4.0,40.0,20.0,1.0,,1.0,3.0,14.0,177.0,,3.0,,,,64.0,52.0,17.0,19.0,7.0,8.0,1.0,9.0,24.0,0.0,0.0,,,2.0
284210,22,2010-01-17 13:30:00,"Villa Park, Birmingham",35646.0,Away,West Ham,Aston Villa,0,0,D,0,0,0,0,,9.0,1.0,7.0,1.0,,,,,,8.0,2.0,17.0,47.0,341.0,262.0,42.7,,18.0,13.0,20.0,40.0,26.0,6.0,1.0,,2.0,21.0,161.0,,,,1.0,,43.0,63.0,11.0,14.0,4.0,4.0,,13.0,8.0,0.0,0.0,,,3.0
284222,23,2010-01-26 19:45:00,"Fratton Park, Portsmouth",18322.0,Away,West Ham,Portsmouth,1,1,D,0,0,0,0,1.0,16.0,6.0,8.0,2.0,,,,,,11.0,5.0,29.0,89.0,406.0,291.0,49.9,,28.0,25.0,23.0,43.0,29.0,5.0,,,5.0,14.0,175.0,,1.0,,,,73.0,57.0,19.0,23.0,4.0,4.0,1.0,11.0,16.0,0.0,0.0,,,2.0
284238,24,2010-01-30 15:00:00,"Boleyn Ground, London",33093.0,Home,West Ham,Blackburn,0,0,D,0,0,0,0,,10.0,3.0,3.0,4.0,,,,,,4.0,2.0,28.0,76.0,400.0,288.0,56.4,,15.0,11.0,20.0,63.0,34.0,4.0,,,4.0,10.0,199.0,,,,1.0,,53.0,78.0,19.0,34.0,10.0,10.0,,18.0,14.0,0.0,0.0,,,3.0
284242,25,2010-02-06 15:00:00,"Turf Moor, Burnley",21001.0,Away,West Ham,Burnley,1,2,L,0,1,0,0,1.0,23.0,8.0,10.0,5.0,,,2.0,,,19.0,12.0,27.0,62.0,338.0,241.0,49.8,,19.0,15.0,22.0,31.0,14.0,2.0,,,6.0,12.0,163.0,,2.0,,,,60.0,59.0,12.0,23.0,5.0,5.0,1.0,14.0,15.0,0.0,0.0,,,4.0
284253,26,2010-02-10 19:45:00,"Boleyn Ground, London",34458.0,Home,West Ham,Birmingham,2,0,W,1,0,0,0,2.0,14.0,8.0,4.0,2.0,,,,,1.0,10.0,7.0,22.0,57.0,355.0,251.0,47.2,,25.0,21.0,15.0,47.0,29.0,2.0,,,16.0,20.0,180.0,,,,1.0,,56.0,83.0,18.0,26.0,3.0,3.0,,14.0,8.0,0.0,0.0,,,3.0
284267,27,2010-02-20 15:00:00,"Boleyn Ground, London",33971.0,Home,West Ham,Hull,3,0,W,1,0,0,1,3.0,22.0,9.0,11.0,2.0,,,,,3.0,14.0,7.0,17.0,67.0,421.0,319.0,56.4,,21.0,17.0,17.0,43.0,23.0,1.0,,,5.0,10.0,160.0,,,,1.0,,68.0,53.0,26.0,19.0,9.0,9.0,1.0,13.0,12.0,0.0,0.0,,,3.0
284276,28,2010-02-23 20:00:00,"Old Trafford, Manchester",73797.0,Away,West Ham,Man Utd,0,3,L,0,1,0,0,,13.0,4.0,7.0,2.0,,,,,,10.0,5.0,21.0,69.0,452.0,353.0,46.2,,25.0,19.0,25.0,15.0,9.0,2.0,,,13.0,9.0,146.0,,3.0,,,,54.0,58.0,13.0,12.0,7.0,7.0,1.0,15.0,10.0,0.0,0.0,,,
284287,29,2010-03-06 15:00:00,"Boleyn Ground, London",33824.0,Home,West Ham,Bolton,1,2,L,0,2,0,1,1.0,22.0,5.0,12.0,5.0,,,1.0,,,14.0,6.0,44.0,84.0,437.0,320.0,58.4,,17.0,13.0,23.0,52.0,23.0,4.0,,,10.0,18.0,203.0,,2.0,,,,65.0,69.0,14.0,19.0,6.0,6.0,1.0,13.0,24.0,0.0,0.0,,,4.0
284293,30,2010-03-13 15:00:00,"Stamford Bridge, London",41755.0,Away,West Ham,Chelsea,1,4,L,1,1,0,0,1.0,7.0,2.0,3.0,2.0,,,,,1.0,5.0,3.0,12.0,48.0,371.0,304.0,39.1,,25.0,17.0,26.0,54.0,24.0,13.0,,1.0,6.0,17.0,141.0,,4.0,,,,54.0,56.0,13.0,12.0,1.0,1.0,,10.0,12.0,0.0,0.0,,,3.0
284300,31,2010-03-20 17:30:00,"Emirates Stadium, London",60077.0,Away,West Ham,Arsenal,0,2,L,0,1,0,1,,10.0,3.0,4.0,3.0,,,1.0,,,8.0,5.0,11.0,62.0,414.0,340.0,44.3,,35.0,25.0,20.0,32.0,15.0,2.0,,,11.0,14.0,137.0,,2.0,,,,66.0,74.0,17.0,10.0,2.0,2.0,,27.0,10.0,0.0,0.0,1.0,,2.0
284318,32,2010-03-27 15:00:00,"Boleyn Ground, London",34564.0,Home,West Ham,Stoke,0,1,L,0,0,0,0,,17.0,4.0,10.0,3.0,,,,,,12.0,6.0,26.0,81.0,326.0,222.0,54.8,,19.0,16.0,18.0,69.0,34.0,4.0,,,5.0,9.0,181.0,,1.0,,,,71.0,68.0,33.0,27.0,6.0,6.0,,16.0,16.0,0.0,0.0,,,1.0
284324,33,2010-04-04 16:00:00,"Goodison Park, Liverpool",37451.0,Away,West Ham,Everton,2,2,D,0,1,0,0,2.0,15.0,5.0,7.0,3.0,,,1.0,,1.0,8.0,4.0,16.0,52.0,333.0,218.0,42.5,,23.0,13.0,15.0,48.0,28.0,4.0,1.0,,10.0,21.0,188.0,,2.0,,,,53.0,68.0,20.0,12.0,8.0,8.0,,17.0,7.0,0.0,0.0,1.0,,4.0
284337,34,2010-04-10 15:00:00,"Boleyn Ground, London",34685.0,Home,West Ham,Sunderland,1,0,W,0,0,0,0,1.0,12.0,3.0,6.0,3.0,,,,,1.0,7.0,3.0,25.0,73.0,317.0,206.0,43.8,,18.0,15.0,14.0,49.0,22.0,4.0,,,3.0,17.0,176.0,,,,1.0,,68.0,59.0,25.0,20.0,2.0,2.0,1.0,15.0,20.0,0.0,0.0,,,3.0
284343,35,2010-04-19 20:00:00,"Anfield, Liverpool",37697.0,Away,West Ham,Liverpool,0,3,L,0,2,0,0,,5.0,2.0,3.0,,,,,,,2.0,1.0,24.0,57.0,304.0,210.0,34.8,,33.0,19.0,17.0,34.0,13.0,5.0,,,7.0,16.0,174.0,,3.0,,,1.0,59.0,64.0,12.0,13.0,2.0,2.0,,13.0,8.0,0.0,0.0,,,1.0
284358,36,2010-04-24 15:00:00,"Boleyn Ground, London",33057.0,Home,West Ham,Wigan,3,2,W,2,1,0,0,3.0,11.0,6.0,3.0,2.0,,,1.0,,2.0,8.0,5.0,23.0,76.0,337.0,230.0,45.4,,32.0,19.0,17.0,37.0,18.0,5.0,,,12.0,12.0,170.0,,2.0,,,1.0,73.0,61.0,16.0,16.0,4.0,4.0,3.0,13.0,11.0,0.0,0.0,,,1.0
284362,37,2010-05-02 15:00:00,"Craven Cottage, London",24201.0,Away,West Ham,Fulham,2,3,L,0,1,0,0,2.0,8.0,5.0,3.0,,,,,,2.0,6.0,3.0,30.0,64.0,490.0,389.0,50.8,,29.0,20.0,11.0,40.0,25.0,3.0,,1.0,6.0,19.0,166.0,,3.0,,,1.0,63.0,67.0,19.0,20.0,3.0,3.0,1.0,17.0,9.0,0.0,0.0,,,3.0
284378,38,2010-05-09 16:00:00,"Boleyn Ground, London",34989.0,Home,West Ham,Man City,1,1,D,1,1,0,0,1.0,13.0,5.0,5.0,3.0,,,1.0,,1.0,10.0,7.0,29.0,65.0,332.0,242.0,35.9,,30.0,19.0,18.0,33.0,18.0,4.0,,,12.0,16.0,147.0,,1.0,,,,55.0,61.0,7.0,12.0,4.0,4.0,,13.0,7.0,0.0,0.0,,,1.0
