matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2292917,11,2022-10-16 14:00:00,21,West Ham,Away,168.0,26.0,1.0,4.0,3.0,1.0,,227.0,2.0,,7.0,3.0,4.0,23.0,391.0,,1.0,19.0,23.0,23.0,13.0,2.0,6.0,3.0,,,,,,,,,,,19.0,,,,1.0,,,2.0,5.0,5.0,16.0,9.0,64.0,63.0,1.0,1.0,,,10.0,12.0,8.0,,,14.0,12.0,9.0,,10.0,3.0,48.0,57.0,,19.0,11.0,,,22.0,61.0,3.0,7.0,,2.0,2.0,,182.0,1.0,,,1.0,,,3.0,1.0,,,11.0,1.0,7.0,7.0,3.0,7.0,121.0,64.0,44.0,4.0,1.0,8.0,8.0,4.0,474.0,1.0,,,89.0,75.0,45.0,,,,,,158.0,158.0,5.0,28.0,22.0,60.9,1.0,,1.0,,28.0,0.0,121.0,4.0,3.0,7.0,,3.0,9.0,1.0,,3.0,10.0,126.0,379.0,10.0,16.0,201.0,42.0,19.0,9.0,12.0,35.0,23.0,3.0,169.0,8.0,322.0,,,11.0,6.0,44.0,,488.0,,0.0,25.0,22.0,3.0,20.0,1.0,701.0,25.0,15.0,5.0,14.0,12.0,0.0
2292927,12,2022-10-19 19:30:00,21,West Ham,Away,259.0,17.0,2.0,4.0,2.0,,,157.0,7.0,,7.0,3.0,5.0,40.0,412.0,1.0,,19.0,11.0,7.0,3.0,2.0,3.0,1.0,,,,,,,,,,,4.0,,1.0,,,,,4.0,15.0,7.0,7.0,1.0,77.0,62.0,4.0,5.0,,,11.0,1.0,6.0,,1.0,3.0,3.0,6.0,,9.0,1.0,37.0,40.0,,18.0,11.0,,1.0,21.0,55.0,8.0,9.0,,2.0,1.0,,161.0,,,,,,,9.0,,1.0,1.0,11.0,,8.0,8.0,2.0,7.0,134.0,68.0,36.0,8.0,,3.0,2.0,3.0,490.0,6.0,2.0,,84.0,59.0,15.0,,,,,1.0,138.0,138.0,6.0,26.0,21.0,46.2,,,,,18.0,0.0,138.0,5.0,1.0,6.0,,1.0,4.0,,,2.0,15.0,68.0,397.0,11.0,5.0,294.0,38.0,18.0,13.0,3.0,13.0,10.0,1.0,103.0,,229.0,1.0,,18.0,5.0,78.0,,510.0,3.0,0.0,8.0,15.0,,21.0,0.0,682.0,14.0,14.0,9.0,3.0,8.0,0.0
2292938,13,2022-10-24 20:00:00,21,West Ham,Home,227.0,23.0,2.0,7.0,5.0,,2.0,201.0,2.0,,6.0,1.0,3.0,33.0,421.0,1.0,,24.0,18.0,17.0,10.0,3.0,3.0,,1.0,,,1.0,,,,1.0,,,13.0,1.0,,,,,2.0,3.0,4.0,1.0,11.0,9.0,82.0,59.0,1.0,,2.0,,9.0,8.0,6.0,,2.0,5.0,12.0,6.0,1.0,16.0,,53.0,57.0,,9.0,5.0,,1.0,28.0,58.0,9.0,10.0,,5.0,3.0,1.0,166.0,1.0,,1.0,,1.0,,5.0,,,,5.0,,8.0,8.0,1.0,6.0,121.0,82.0,54.0,,1.0,7.0,7.0,4.0,484.0,,,,73.0,75.0,38.0,,,,,1.0,135.0,135.0,2.0,20.0,28.0,54.4,,,,,9.0,0.0,128.0,3.0,,3.0,,,8.0,1.0,,3.0,14.0,85.0,413.0,3.0,14.0,246.0,47.0,9.0,14.0,5.0,26.0,21.0,,117.0,1.0,277.0,,,6.0,3.0,58.0,1.0,497.0,2.0,0.0,20.0,22.0,1.0,26.0,0.0,694.0,24.0,16.0,9.0,5.0,10.0,0.0
2292948,14,2022-10-30 16:15:00,21,West Ham,Away,179.0,20.0,,4.0,4.0,3.0,,166.0,5.0,,9.0,1.0,3.0,29.0,341.0,2.0,,15.0,16.0,14.0,10.0,,1.0,1.0,,,,,,,,,,,11.0,,,,,,,8.0,11.0,5.0,4.0,9.0,68.0,60.0,1.0,1.0,,1.0,15.0,6.0,6.0,,,10.0,11.0,7.0,,7.0,1.0,50.0,43.0,1.0,19.0,10.0,,,18.0,49.0,10.0,12.0,,2.0,2.0,,135.0,,,,,,,6.0,,,,10.0,,8.0,8.0,1.0,9.0,104.0,58.0,37.0,5.0,,2.0,8.0,5.0,392.0,6.0,3.0,,62.0,65.0,36.0,,,,,,133.0,133.0,3.0,18.0,30.0,47.0,,,,2.0,15.0,0.0,105.0,1.0,1.0,2.0,1.0,1.0,2.0,,,3.0,6.0,71.0,323.0,7.0,10.0,200.0,42.0,19.0,15.0,9.0,29.0,20.0,1.0,103.0,4.0,241.0,,,6.0,3.0,55.0,2.0,412.0,2.0,0.0,13.0,13.0,,19.0,3.0,609.0,24.0,10.0,4.0,10.0,7.0,0.0
2292958,15,2022-11-06 14:00:00,21,West Ham,Home,221.0,13.0,1.0,2.0,1.0,4.0,,118.0,7.0,2.0,11.0,2.0,4.0,21.0,337.0,,,13.0,10.0,12.0,1.0,2.0,1.0,,,,,,,,,,,,3.0,,,,,,1.0,6.0,8.0,7.0,3.0,2.0,65.0,69.0,,,,1.0,6.0,,8.0,,1.0,2.0,7.0,2.0,,5.0,2.0,41.0,35.0,1.0,15.0,7.0,1.0,,21.0,45.0,10.0,5.0,,,1.0,,157.0,1.0,,,1.0,,,7.0,1.0,1.0,,7.0,,9.0,9.0,,11.0,97.0,69.0,36.0,5.0,1.0,2.0,2.0,2.0,402.0,7.0,1.0,,34.0,61.0,16.0,,,,,,126.0,126.0,1.0,27.0,27.0,42.0,,3.0,,1.0,17.0,0.0,100.0,,4.0,5.0,1.0,,3.0,,,4.0,12.0,38.0,322.0,6.0,4.0,244.0,36.0,15.0,10.0,2.0,12.0,10.0,,70.0,9.0,187.0,1.0,2.0,11.0,4.0,49.0,4.0,419.0,,0.0,5.0,16.0,,13.0,1.0,573.0,8.0,16.0,2.0,2.0,9.0,0.0
2292968,16,2022-11-12 15:00:00,21,West Ham,Home,208.0,22.0,2.0,5.0,3.0,2.0,1.0,171.0,2.0,,3.0,1.0,4.0,30.0,374.0,,,28.0,12.0,21.0,10.0,4.0,4.0,,,,,,,,,,,,13.0,,,,,,1.0,7.0,4.0,5.0,12.0,6.0,67.0,74.0,,,,1.0,14.0,3.0,4.0,,,7.0,11.0,2.0,,7.0,4.0,44.0,56.0,1.0,9.0,9.0,,,24.0,62.0,9.0,8.0,,1.0,1.0,,186.0,,,,,,,3.0,,1.0,,9.0,,10.0,10.0,,3.0,123.0,68.0,37.0,2.0,,7.0,7.0,6.0,467.0,1.0,,,89.0,52.0,35.0,,1.0,1.0,1.0,,159.0,159.0,10.0,25.0,35.0,53.6,,,,,22.0,0.0,107.0,2.0,2.0,4.0,,,9.0,,,2.0,11.0,95.0,362.0,14.0,14.0,235.0,52.0,9.0,21.0,5.0,19.0,14.0,,146.0,5.0,267.0,1.0,,7.0,5.0,57.0,2.0,483.0,1.0,0.0,18.0,18.0,2.0,29.0,3.0,677.0,24.0,14.0,9.0,7.0,12.0,0.0
2292970,17,2022-12-26 20:00:00,21,West Ham,Away,153.0,19.0,1.0,1.0,,1.0,,98.0,1.0,,2.0,8.0,4.0,22.0,250.0,,,13.0,15.0,16.0,5.0,1.0,2.0,,,,,,,,,,,,4.0,1.0,,,,,1.0,7.0,8.0,8.0,4.0,4.0,60.0,61.0,,,1.0,3.0,3.0,,6.0,,,5.0,7.0,,,8.0,2.0,53.0,42.0,3.0,22.0,11.0,,,22.0,33.0,17.0,13.0,,1.0,,,151.0,,,,,,,7.0,,,,11.0,,7.0,7.0,2.0,2.0,61.0,67.0,32.0,7.0,1.0,4.0,2.0,4.0,304.0,5.0,,,26.0,57.0,18.0,,,,,1.0,117.0,117.0,2.0,41.0,13.0,33.5,,3.0,,3.0,11.0,0.0,59.0,1.0,1.0,2.0,1.0,,4.0,,,2.0,8.0,38.0,234.0,3.0,6.0,180.0,32.0,22.0,7.0,5.0,12.0,7.0,,58.0,5.0,163.0,,,23.0,5.0,56.0,,331.0,,0.0,8.0,14.0,,15.0,2.0,478.0,10.0,8.0,,5.0,7.0,0.0
2292988,18,2022-12-30 19:45:00,21,West Ham,Home,183.0,19.0,3.0,9.0,6.0,2.0,,319.0,5.0,,4.0,3.0,5.0,35.0,493.0,1.0,,26.0,14.0,17.0,12.0,3.0,4.0,,1.0,,,2.0,,,,,1.0,,12.0,,,,,1.0,,4.0,7.0,2.0,12.0,8.0,92.0,59.0,,,,,3.0,6.0,2.0,,1.0,8.0,12.0,22.0,,7.0,2.0,41.0,39.0,,10.0,4.0,,,13.0,59.0,9.0,5.0,,2.0,,2.0,162.0,,,,,,,6.0,,,,4.0,1.0,7.0,7.0,1.0,4.0,154.0,59.0,36.0,1.0,,8.0,7.0,5.0,557.0,1.0,3.0,,144.0,82.0,43.0,,,,,,140.0,140.0,3.0,22.0,29.0,63.1,1.0,,,,14.0,0.0,162.0,3.0,1.0,4.0,1.0,,9.0,1.0,,2.0,7.0,169.0,482.0,3.0,15.0,194.0,37.0,10.0,14.0,7.0,41.0,34.0,,202.0,5.0,417.0,,,10.0,5.0,55.0,,570.0,1.0,0.0,20.0,12.0,,27.0,1.0,757.0,31.0,11.0,5.0,8.0,5.0,0.0
2292996,19,2023-01-04 19:45:00,21,West Ham,Away,67.0,13.0,,3.0,3.0,8.0,,108.0,8.0,,1.0,3.0,1.0,25.0,172.0,,1.0,19.0,23.0,25.0,5.0,,1.0,1.0,,,,,,1.0,,,,,13.0,1.0,,,,,,10.0,11.0,3.0,7.0,8.0,34.0,52.0,,1.0,1.0,2.0,12.0,2.0,5.0,1.0,1.0,1.0,12.0,3.0,,10.0,1.0,65.0,58.0,2.0,18.0,10.0,,,25.0,44.0,18.0,11.0,1.0,3.0,,,148.0,,,,,,,13.0,1.0,,,10.0,,13.0,13.0,4.0,1.0,46.0,61.0,29.0,8.0,1.0,4.0,1.0,2.0,246.0,3.0,,,66.0,42.0,29.0,,,,,1.0,158.0,158.0,10.0,20.0,20.0,36.7,,2.0,1.0,1.0,24.0,0.0,47.0,4.0,,3.0,,1.0,11.0,,,4.0,15.0,56.0,153.0,12.0,5.0,97.0,38.0,18.0,12.0,1.0,16.0,15.0,1.0,94.0,18.0,194.0,1.0,,16.0,2.0,59.0,3.0,275.0,,0.0,15.0,19.0,3.0,25.0,1.0,466.0,12.0,14.0,3.0,1.0,9.0,0.0
2293009,20,2023-01-14 15:00:00,21,West Ham,Away,144.0,16.0,,10.0,10.0,3.0,1.0,154.0,4.0,,2.0,5.0,1.0,30.0,288.0,,,14.0,16.0,19.0,11.0,1.0,,,,,,,,,,,,,14.0,,,,,,1.0,6.0,10.0,7.0,9.0,7.0,43.0,66.0,,,,1.0,7.0,7.0,8.0,,,3.0,17.0,7.0,,8.0,1.0,46.0,47.0,1.0,17.0,7.0,,,20.0,51.0,7.0,10.0,,2.0,4.0,,158.0,,,,,,,4.0,,1.0,,7.0,,11.0,11.0,,3.0,86.0,63.0,38.0,4.0,,4.0,8.0,4.0,352.0,7.0,1.0,,76.0,47.0,43.0,,,,,,146.0,146.0,3.0,29.0,29.0,41.5,,,,,22.0,0.0,82.0,1.0,2.0,3.0,1.0,,5.0,,,2.0,8.0,75.0,275.0,7.0,12.0,165.0,34.0,17.0,14.0,3.0,31.0,28.0,,113.0,11.0,235.0,1.0,,17.0,2.0,55.0,1.0,369.0,,0.0,16.0,11.0,1.0,22.0,2.0,566.0,28.0,18.0,7.0,3.0,4.0,0.0
2293019,21,2023-01-21 15:00:00,21,West Ham,Home,152.0,11.0,1.0,6.0,5.0,1.0,,129.0,1.0,,2.0,1.0,2.0,13.0,275.0,,3.0,8.0,19.0,18.0,8.0,1.0,3.0,1.0,,,,,,,,,,,8.0,,,,,,,8.0,4.0,1.0,9.0,2.0,51.0,61.0,2.0,1.0,2.0,2.0,5.0,4.0,4.0,,1.0,4.0,11.0,4.0,,6.0,1.0,51.0,47.0,2.0,50.0,27.0,,,19.0,52.0,9.0,5.0,2.0,,,,129.0,1.0,,1.0,1.0,,,4.0,1.0,1.0,,27.0,1.0,13.0,13.0,1.0,2.0,92.0,54.0,29.0,9.0,,3.0,7.0,4.0,330.0,2.0,1.0,,57.0,42.0,22.0,,,,,,124.0,124.0,4.0,28.0,25.0,32.2,,,,1.0,13.0,0.0,74.0,1.0,1.0,2.0,,1.0,3.0,,,4.0,11.0,61.0,268.0,5.0,10.0,168.0,25.0,50.0,20.0,3.0,18.0,15.0,1.0,95.0,3.0,196.0,1.0,,11.0,3.0,39.0,1.0,346.0,2.0,0.0,11.0,17.0,4.0,15.0,1.0,544.0,22.0,13.0,7.0,4.0,9.0,0.0
2293026,22,2023-02-04 17:30:00,21,West Ham,Away,116.0,18.0,,3.0,3.0,,,114.0,3.0,,,6.0,1.0,19.0,227.0,,,15.0,20.0,15.0,7.0,1.0,2.0,,,,,,,,,,,,7.0,,,,,,1.0,7.0,7.0,1.0,6.0,4.0,52.0,66.0,1.0,1.0,1.0,,13.0,4.0,6.0,,,2.0,9.0,3.0,,9.0,,51.0,50.0,,21.0,12.0,,,21.0,51.0,13.0,10.0,,2.0,1.0,,157.0,,,,,,,8.0,,3.0,1.0,12.0,,17.0,17.0,3.0,,60.0,76.0,29.0,4.0,1.0,5.0,3.0,1.0,302.0,3.0,1.0,,53.0,43.0,25.0,,,,,,146.0,146.0,3.0,32.0,23.0,37.3,,,1.0,,25.0,0.0,60.0,1.0,,1.0,,,5.0,,,5.0,9.0,56.0,218.0,13.0,8.0,147.0,41.0,21.0,10.0,2.0,15.0,13.0,,94.0,3.0,197.0,3.0,,25.0,1.0,68.0,2.0,329.0,,0.0,10.0,19.0,,18.0,1.0,512.0,18.0,13.0,6.0,2.0,11.0,0.0
2293039,23,2023-02-11 12:30:00,21,West Ham,Home,87.0,14.0,1.0,4.0,3.0,,,104.0,4.0,,6.0,1.0,1.0,13.0,187.0,,,13.0,18.0,15.0,6.0,,1.0,,,,,1.0,,,,,,,7.0,,,,,,,6.0,6.0,6.0,8.0,2.0,40.0,44.0,1.0,,1.0,1.0,8.0,3.0,13.0,,1.0,5.0,10.0,2.0,,16.0,2.0,61.0,56.0,1.0,25.0,18.0,,,13.0,42.0,9.0,11.0,,3.0,1.0,1.0,104.0,1.0,,1.0,1.0,,,6.0,1.0,2.0,,18.0,,7.0,7.0,1.0,6.0,45.0,43.0,24.0,6.0,1.0,4.0,3.0,2.0,224.0,4.0,1.0,,34.0,58.0,31.0,,,,,,110.0,110.0,6.0,18.0,12.0,28.2,,,1.0,,16.0,0.0,58.0,1.0,2.0,3.0,,,5.0,,,4.0,5.0,59.0,170.0,8.0,7.0,95.0,25.0,25.0,12.0,3.0,16.0,13.0,,94.0,3.0,168.0,2.0,,12.0,1.0,33.0,3.0,247.0,,0.0,10.0,23.0,1.0,19.0,1.0,435.0,27.0,7.0,7.0,5.0,14.0,0.0
2293048,24,2023-02-19 16:30:00,21,West Ham,Away,143.0,15.0,1.0,3.0,2.0,1.0,1.0,162.0,4.0,3.0,1.0,3.0,1.0,19.0,302.0,1.0,,15.0,19.0,20.0,4.0,,,,1.0,,,1.0,,,,,,,4.0,,,,,,1.0,4.0,8.0,8.0,4.0,2.0,55.0,65.0,,,,1.0,5.0,1.0,5.0,,,7.0,8.0,6.0,,13.0,2.0,51.0,64.0,1.0,17.0,9.0,1.0,,21.0,51.0,10.0,16.0,,4.0,3.0,1.0,154.0,,,,,,,11.0,,,2.0,9.0,,13.0,13.0,,1.0,99.0,67.0,29.0,4.0,,3.0,1.0,1.0,374.0,6.0,1.0,,53.0,56.0,28.0,,,,,,157.0,157.0,6.0,27.0,28.0,43.0,,,,1.0,19.0,0.0,95.0,2.0,2.0,4.0,1.0,,4.0,,,4.0,8.0,71.0,282.0,5.0,4.0,168.0,48.0,17.0,16.0,6.0,23.0,17.0,,114.0,3.0,258.0,,3.0,17.0,2.0,55.0,,403.0,1.0,0.0,6.0,18.0,,18.0,1.0,591.0,13.0,13.0,10.0,7.0,11.0,0.0
2293059,25,2023-02-25 15:00:00,21,West Ham,Home,138.0,23.0,2.0,6.0,4.0,1.0,,187.0,6.0,,2.0,1.0,4.0,20.0,319.0,1.0,,13.0,23.0,25.0,10.0,2.0,4.0,,,,,,,,,,,,14.0,,,,1.0,,,2.0,4.0,4.0,12.0,6.0,63.0,71.0,4.0,1.0,3.0,1.0,10.0,5.0,13.0,,2.0,12.0,16.0,5.0,,6.0,1.0,57.0,54.0,1.0,15.0,6.0,,,14.0,46.0,8.0,5.0,2.0,1.0,2.0,,155.0,4.0,,3.0,4.0,,,8.0,4.0,,2.0,6.0,2.0,7.0,7.0,1.0,2.0,91.0,58.0,32.0,3.0,1.0,7.0,9.0,5.0,393.0,2.0,1.0,,60.0,79.0,42.0,,,,,,149.0,149.0,10.0,29.0,28.0,49.1,1.0,,,,23.0,0.0,100.0,2.0,1.0,3.0,2.0,,8.0,,1.0,5.0,6.0,112.0,308.0,10.0,16.0,164.0,52.0,15.0,20.0,10.0,33.0,23.0,,152.0,3.0,278.0,,,11.0,4.0,47.0,1.0,409.0,2.0,0.0,18.0,13.0,2.0,15.0,0.0,591.0,38.0,13.0,11.0,12.0,9.0,0.0
2293063,26,2023-03-04 15:00:00,21,West Ham,Away,205.0,15.0,,,,1.0,,85.0,10.0,,4.0,1.0,2.0,15.0,290.0,,,17.0,8.0,6.0,3.0,,,1.0,,,,,,,,,,,3.0,,,,,,,4.0,12.0,8.0,3.0,,60.0,43.0,,,,2.0,7.0,1.0,12.0,,,3.0,2.0,2.0,,12.0,4.0,47.0,30.0,2.0,20.0,9.0,,,18.0,23.0,8.0,5.0,,,,,136.0,,,,,,,12.0,,1.0,,9.0,,10.0,10.0,2.0,4.0,93.0,39.0,17.0,7.0,,,3.0,2.0,345.0,4.0,2.0,,40.0,32.0,12.0,1.0,1.0,1.0,,,115.0,115.0,2.0,21.0,16.0,34.2,,,,,14.0,0.0,79.0,3.0,2.0,5.0,2.0,1.0,,,,4.0,13.0,39.0,272.0,7.0,3.0,241.0,43.0,20.0,16.0,3.0,7.0,4.0,1.0,61.0,6.0,134.0,1.0,,6.0,2.0,41.0,,368.0,,0.0,3.0,11.0,1.0,18.0,3.0,520.0,9.0,7.0,8.0,3.0,5.0,0.0
2293079,27,2023-03-12 14:00:00,21,West Ham,Home,181.0,19.0,2.0,9.0,7.0,,1.0,118.0,5.0,,7.0,4.0,2.0,22.0,290.0,1.0,,12.0,8.0,12.0,11.0,2.0,6.0,,,,,,,,,,,,9.0,1.0,,,,,1.0,7.0,10.0,2.0,12.0,5.0,43.0,56.0,2.0,2.0,1.0,,9.0,3.0,10.0,,1.0,12.0,16.0,3.0,,8.0,1.0,39.0,45.0,,22.0,12.0,,,28.0,45.0,9.0,6.0,,2.0,1.0,,110.0,,,,,,,5.0,,1.0,,12.0,,12.0,12.0,1.0,7.0,104.0,58.0,39.0,2.0,1.0,7.0,6.0,6.0,338.0,4.0,2.0,,41.0,46.0,36.0,,,,,1.0,111.0,111.0,7.0,17.0,24.0,40.8,,,1.0,,21.0,0.0,95.0,3.0,,3.0,,,8.0,,,2.0,15.0,51.0,278.0,9.0,13.0,193.0,36.0,22.0,13.0,11.0,31.0,20.0,,89.0,1.0,190.0,1.0,,7.0,2.0,40.0,6.0,352.0,1.0,0.0,17.0,18.0,1.0,13.0,1.0,542.0,34.0,6.0,9.0,13.0,10.0,0.0
2293086,28,2023-05-03 20:00:00,21,West Ham,Away,124.0,17.0,,,,1.0,,131.0,9.0,,2.0,3.0,1.0,18.0,255.0,,,11.0,10.0,14.0,1.0,1.0,,1.0,,,,,,1.0,,,,,4.0,,,,,,1.0,5.0,10.0,6.0,3.0,3.0,50.0,51.0,1.0,1.0,,4.0,5.0,1.0,9.0,,,3.0,4.0,3.0,,7.0,3.0,43.0,40.0,4.0,24.0,14.0,,,15.0,34.0,8.0,8.0,,1.0,1.0,,130.0,,,,,,,12.0,,,,14.0,,11.0,11.0,4.0,2.0,75.0,52.0,22.0,6.0,,,2.0,2.0,302.0,1.0,1.0,,83.0,35.0,20.0,,,,,,110.0,110.0,,23.0,22.0,31.1,,,,,13.0,0.0,72.0,1.0,3.0,4.0,,1.0,3.0,,,3.0,7.0,60.0,239.0,5.0,2.0,142.0,38.0,24.0,15.0,3.0,11.0,8.0,1.0,88.0,6.0,196.0,,,8.0,1.0,43.0,,327.0,1.0,0.0,6.0,12.0,,12.0,1.0,478.0,6.0,9.0,6.0,3.0,8.0,0.0
2293099,29,2023-04-02 14:00:00,21,West Ham,Home,180.0,25.0,2.0,4.0,2.0,1.0,1.0,120.0,5.0,,4.0,3.0,1.0,29.0,296.0,1.0,2.0,24.0,19.0,12.0,4.0,2.0,5.0,,,,1.0,1.0,,,,,,,5.0,,,1.0,,,1.0,4.0,5.0,4.0,9.0,3.0,59.0,66.0,2.0,1.0,1.0,2.0,12.0,3.0,15.0,,1.0,5.0,9.0,4.0,1.0,17.0,3.0,70.0,58.0,2.0,11.0,6.0,,1.0,19.0,48.0,10.0,11.0,,1.0,2.0,1.0,175.0,1.0,1.0,1.0,,1.0,,6.0,,,,6.0,1.0,13.0,13.0,,4.0,96.0,69.0,32.0,3.0,,6.0,1.0,2.0,383.0,2.0,1.0,,76.0,52.0,25.0,,,,,,166.0,166.0,5.0,30.0,23.0,43.0,1.0,,,,24.0,0.0,73.0,1.0,2.0,3.0,,,7.0,1.0,,4.0,11.0,60.0,283.0,12.0,7.0,202.0,56.0,11.0,16.0,4.0,19.0,15.0,,105.0,7.0,220.0,,,18.0,2.0,69.0,1.0,403.0,2.0,0.0,12.0,28.0,3.0,27.0,0.0,622.0,28.0,13.0,7.0,5.0,19.0,0.0
2293102,30,2023-04-08 15:00:00,21,West Ham,Away,56.0,11.0,2.0,6.0,4.0,,1.0,72.0,3.0,,3.0,,,17.0,122.0,,,14.0,15.0,24.0,5.0,2.0,2.0,1.0,,,,,,,,,,1.0,6.0,,,,,,1.0,6.0,7.0,9.0,7.0,2.0,22.0,57.0,1.0,2.0,,5.0,4.0,,3.0,,,4.0,11.0,,,6.0,1.0,45.0,52.0,5.0,61.0,25.0,,,18.0,28.0,12.0,9.0,,2.0,2.0,,93.0,,,,,,,5.0,,3.0,2.0,25.0,,16.0,16.0,1.0,4.0,45.0,39.0,19.0,11.0,,3.0,4.0,5.0,180.0,9.0,,,32.0,34.0,17.0,,,,,,123.0,123.0,2.0,33.0,15.0,23.4,,,,,12.0,0.0,36.0,1.0,2.0,3.0,,1.0,4.0,,,3.0,9.0,41.0,112.0,4.0,7.0,85.0,20.0,61.0,13.0,4.0,17.0,13.0,1.0,68.0,4.0,128.0,3.0,,14.0,,42.0,2.0,196.0,,0.0,9.0,17.0,,16.0,1.0,424.0,21.0,16.0,2.0,4.0,6.0,0.0
2293118,31,2023-04-16 14:00:00,21,West Ham,Home,72.0,16.0,2.0,6.0,4.0,1.0,1.0,90.0,1.0,,2.0,3.0,2.0,16.0,156.0,,2.0,16.0,19.0,23.0,5.0,5.0,4.0,,,,,1.0,,,,1.0,,,7.0,1.0,,1.0,,,1.0,5.0,10.0,1.0,13.0,3.0,35.0,55.0,2.0,1.0,2.0,,5.0,7.0,11.0,,,7.0,11.0,1.0,,5.0,1.0,52.0,54.0,,14.0,9.0,,,19.0,46.0,11.0,8.0,2.0,3.0,1.0,1.0,111.0,1.0,,1.0,1.0,,,5.0,1.0,,2.0,9.0,1.0,15.0,15.0,3.0,2.0,44.0,41.0,20.0,2.0,,3.0,8.0,3.0,209.0,1.0,,,34.0,60.0,29.0,,1.0,1.0,,1.0,121.0,121.0,5.0,23.0,19.0,28.5,1.0,,1.0,,14.0,0.0,36.0,3.0,,3.0,,,6.0,2.0,,3.0,13.0,45.0,146.0,5.0,11.0,86.0,31.0,14.0,14.0,7.0,20.0,13.0,,80.0,3.0,160.0,,,11.0,2.0,42.0,4.0,226.0,,0.0,16.0,17.0,2.0,26.0,1.0,406.0,25.0,10.0,6.0,7.0,8.0,0.0
2293120,32,2023-04-23 14:00:00,21,West Ham,Away,113.0,26.0,1.0,4.0,3.0,2.0,,169.0,8.0,,5.0,1.0,8.0,22.0,278.0,1.0,1.0,12.0,15.0,16.0,9.0,,3.0,2.0,,,,1.0,,,,,,,13.0,,,,,,1.0,4.0,10.0,7.0,10.0,8.0,55.0,67.0,3.0,,3.0,3.0,4.0,4.0,11.0,,1.0,5.0,4.0,4.0,,7.0,3.0,45.0,45.0,3.0,29.0,11.0,,,14.0,46.0,8.0,7.0,1.0,1.0,,1.0,155.0,4.0,1.0,3.0,3.0,1.0,1.0,13.0,2.0,1.0,,11.0,,14.0,14.0,1.0,5.0,79.0,65.0,36.0,8.0,2.0,2.0,11.0,10.0,337.0,5.0,1.0,,65.0,66.0,24.0,,,,,,116.0,116.0,6.0,33.0,19.0,35.4,,,,1.0,11.0,0.0,69.0,2.0,3.0,5.0,,2.0,4.0,,1.0,5.0,6.0,105.0,264.0,4.0,13.0,135.0,48.0,29.0,9.0,5.0,13.0,8.0,3.0,138.0,6.0,236.0,1.0,,10.0,8.0,54.0,3.0,358.0,2.0,0.0,18.0,17.0,3.0,13.0,2.0,544.0,22.0,11.0,5.0,5.0,9.0,0.0
