matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
803271,11,2015-10-31 15:00:00,21,West Ham,Away,193.0,24.0,1.0,3.0,2.0,3.0,1.0,127.0,5.0,,4.0,14.0,10.0,41.0,317.0,,,19.0,12.0,24.0,4.0,2.0,,,,,,,1.0,,,1.0,5.0,,,,1.0,1.0,8.0,15.0,5.0,65.0,51.0,,1.0,,1.0,18.0,,9.0,,,2.0,10.0,4.0,,7.0,2.0,49.0,58.0,1.0,29.0,16.0,2.0,,47.0,12.0,14.0,,,,1.0,,146.0,,,,,,,9.0,,1.0,1.0,21.0,1.0,13.0,13.0,2.0,4.0,90.0,71.0,42.0,7.0,,3.0,3.0,3.0,366.0,9.0,1.0,,26.0,72.0,24.0,,,,,,138.0,128.0,3.0,21.0,19.0,49.4,1.0,,18.0,0.0,96.0,3.0,,3.0,1.0,,5.0,,3.0,40.0,293.0,9.0,6.0,214.0,35.0,39.0,16.0,2.0,17.0,15.0,,73.0,12.0,200.0,1.0,,37.0,12.0,75.0,3.0,397.0,,1.0,8.0,15.0,1.0,21.0,1.0,597.0,11.0,6.0,2.0,11.0,0.0
803274,12,2015-11-07 15:00:00,21,West Ham,Home,199.0,11.0,2.0,6.0,4.0,2.0,1.0,186.0,5.0,4.0,9.0,4.0,15.0,22.0,379.0,,,18.0,6.0,12.0,12.0,2.0,,,,,,,,,,,14.0,,,,,,3.0,7.0,6.0,71.0,60.0,,,,5.0,10.0,4.0,15.0,,1.0,3.0,13.0,5.0,,3.0,,39.0,54.0,5.0,11.0,6.0,,,48.0,11.0,12.0,,,3.0,3.0,,128.0,,,,,,,6.0,1.0,,3.0,7.0,,15.0,15.0,1.0,10.0,132.0,64.0,48.0,5.0,1.0,7.0,7.0,4.0,416.0,3.0,4.0,,50.0,61.0,26.0,,,,,,103.0,98.0,5.0,26.0,18.0,50.8,,1.0,10.0,0.0,104.0,,3.0,3.0,,,8.0,,3.0,73.0,362.0,2.0,14.0,214.0,20.0,16.0,19.0,2.0,23.0,21.0,,103.0,7.0,244.0,,5.0,12.0,16.0,41.0,2.0,435.0,2.0,0.0,16.0,18.0,,18.0,1.0,617.0,8.0,12.0,3.0,14.0,0.0
803291,13,2015-11-22 16:00:00,21,West Ham,Away,146.0,8.0,4.0,4.0,,6.0,,143.0,4.0,1.0,5.0,14.0,8.0,32.0,285.0,,,26.0,12.0,10.0,4.0,4.0,,,,,,,,1.0,,,6.0,,1.0,,,1.0,6.0,14.0,8.0,58.0,60.0,,1.0,,3.0,14.0,3.0,9.0,,,6.0,9.0,7.0,,13.0,5.0,51.0,64.0,3.0,22.0,13.0,1.0,,45.0,9.0,13.0,,1.0,2.0,1.0,,165.0,1.0,,1.0,1.0,,,7.0,1.0,2.0,,14.0,1.0,18.0,18.0,2.0,5.0,80.0,70.0,39.0,7.0,1.0,2.0,7.0,4.0,343.0,5.0,1.0,,67.0,41.0,26.0,,,,,,161.0,157.0,4.0,24.0,25.0,44.2,1.0,,14.0,0.0,69.0,6.0,2.0,8.0,1.0,,3.0,,3.0,58.0,263.0,11.0,9.0,172.0,21.0,26.0,21.0,6.0,23.0,17.0,,89.0,14.0,223.0,2.0,1.0,34.0,9.0,64.0,3.0,372.0,,0.0,10.0,28.0,1.0,32.0,2.0,618.0,19.0,13.0,6.0,20.0,0.0
803301,14,2015-11-29 14:05:00,21,West Ham,Home,161.0,14.0,2.0,5.0,3.0,5.0,,186.0,7.0,,10.0,11.0,14.0,33.0,342.0,,,19.0,16.0,19.0,9.0,1.0,1.0,1.0,,2.0,3.0,1.0,,,,,11.0,,,,,1.0,8.0,6.0,2.0,59.0,58.0,1.0,1.0,,2.0,15.0,3.0,4.0,,,5.0,7.0,5.0,,11.0,1.0,56.0,67.0,2.0,23.0,18.0,,,54.0,15.0,16.0,,,6.0,3.0,3.0,166.0,,,,,,,8.0,,1.0,,18.0,,7.0,7.0,,10.0,113.0,89.0,57.0,2.0,1.0,6.0,4.0,6.0,413.0,,1.0,1.0,68.0,66.0,27.0,,,,,,149.0,148.0,5.0,19.0,23.0,60.9,,,15.0,0.0,97.0,2.0,1.0,3.0,1.0,1.0,8.0,,3.0,89.0,326.0,5.0,10.0,185.0,30.0,24.0,25.0,5.0,20.0,15.0,1.0,123.0,13.0,270.0,1.0,,28.0,15.0,59.0,,435.0,,0.0,17.0,20.0,,22.0,0.0,637.0,13.0,13.0,5.0,17.0,0.0
803311,15,2015-12-05 15:00:00,21,West Ham,Away,128.0,11.0,2.0,5.0,3.0,1.0,,99.0,9.0,,4.0,9.0,8.0,31.0,222.0,,,9.0,12.0,23.0,4.0,3.0,,,,,,,,,,1.0,6.0,,,1.0,,,6.0,13.0,8.0,47.0,76.0,3.0,3.0,,4.0,13.0,2.0,12.0,,,2.0,5.0,3.0,,8.0,1.0,54.0,67.0,4.0,30.0,18.0,,,50.0,13.0,10.0,,,3.0,3.0,,118.0,,,,,,,15.0,,1.0,,18.0,2.0,25.0,25.0,5.0,4.0,71.0,68.0,32.0,6.0,,4.0,3.0,2.0,276.0,10.0,2.0,,57.0,30.0,21.0,,,,,,139.0,135.0,5.0,39.0,26.0,37.4,1.0,,13.0,0.0,66.0,1.0,,1.0,2.0,,5.0,,3.0,38.0,208.0,7.0,7.0,145.0,23.0,34.0,18.0,2.0,13.0,11.0,,74.0,5.0,170.0,1.0,,28.0,8.0,67.0,1.0,302.0,,0.0,9.0,27.0,,18.0,0.0,518.0,17.0,8.0,2.0,18.0,0.0
803318,16,2015-12-12 15:00:00,21,West Ham,Home,100.0,11.0,2.0,11.0,9.0,4.0,1.0,158.0,4.0,,5.0,5.0,4.0,22.0,247.0,,,18.0,22.0,23.0,17.0,1.0,1.0,,,1.0,2.0,,1.0,,,,18.0,,,,1.0,3.0,4.0,9.0,3.0,53.0,73.0,,,,4.0,11.0,8.0,6.0,,,11.0,16.0,5.0,,13.0,1.0,56.0,55.0,4.0,28.0,17.0,,,56.0,7.0,9.0,,,3.0,2.0,2.0,135.0,,,,,,,11.0,,1.0,,20.0,1.0,16.0,16.0,,5.0,81.0,63.0,28.0,7.0,,6.0,12.0,10.0,317.0,5.0,6.0,,66.0,39.0,46.0,,,,,,159.0,152.0,11.0,22.0,34.0,46.7,1.0,,11.0,0.0,66.0,3.0,,3.0,,1.0,6.0,,2.0,75.0,238.0,5.0,18.0,119.0,22.0,35.0,17.0,11.0,34.0,23.0,1.0,120.0,9.0,250.0,1.0,,24.0,4.0,57.0,1.0,335.0,,0.0,24.0,15.0,,24.0,1.0,571.0,7.0,9.0,11.0,12.0,0.0
803331,17,2015-12-20 16:00:00,21,West Ham,Away,55.0,7.0,4.0,4.0,,3.0,,111.0,6.0,1.0,5.0,8.0,6.0,26.0,162.0,1.0,,12.0,16.0,13.0,6.0,2.0,,,,,,,,,,,7.0,,,,,1.0,3.0,11.0,11.0,43.0,59.0,,,,4.0,15.0,3.0,9.0,,,9.0,9.0,2.0,,6.0,2.0,51.0,36.0,4.0,29.0,20.0,,1.0,35.0,9.0,6.0,,,1.0,1.0,,115.0,,,,,,,9.0,,,,22.0,,26.0,26.0,,5.0,42.0,55.0,23.0,8.0,,6.0,2.0,2.0,219.0,11.0,2.0,,52.0,30.0,24.0,,,,,,141.0,129.0,4.0,24.0,24.0,27.3,,1.0,15.0,0.0,39.0,1.0,1.0,2.0,1.0,,6.0,,3.0,56.0,148.0,11.0,8.0,70.0,22.0,41.0,16.0,9.0,21.0,12.0,,85.0,11.0,190.0,1.0,1.0,31.0,7.0,57.0,2.0,239.0,1.0,0.0,11.0,13.0,,16.0,1.0,459.0,9.0,4.0,9.0,9.0,0.0
803341,18,2015-12-26 15:00:00,21,West Ham,Away,101.0,19.0,1.0,2.0,1.0,1.0,1.0,123.0,6.0,,6.0,6.0,10.0,20.0,222.0,,,15.0,25.0,22.0,3.0,2.0,,,,1.0,1.0,,,,,,7.0,,1.0,,,1.0,6.0,9.0,6.0,43.0,56.0,,1.0,,6.0,12.0,2.0,9.0,1.0,1.0,6.0,5.0,1.0,1.0,10.0,4.0,64.0,62.0,6.0,36.0,23.0,,,43.0,13.0,12.0,,1.0,5.0,4.0,1.0,132.0,1.0,,,1.0,,,10.0,1.0,1.0,1.0,27.0,1.0,9.0,9.0,1.0,6.0,74.0,62.0,27.0,9.0,,3.0,3.0,4.0,283.0,3.0,1.0,,58.0,49.0,24.0,1.0,1.0,1.0,,,156.0,144.0,5.0,21.0,21.0,40.9,1.0,,12.0,0.0,60.0,5.0,2.0,6.0,,,4.0,,3.0,50.0,206.0,5.0,6.0,120.0,31.0,48.0,17.0,6.0,16.0,10.0,,87.0,7.0,205.0,2.0,,28.0,11.0,59.0,1.0,309.0,1.0,0.0,10.0,21.0,,23.0,3.0,527.0,14.0,9.0,6.0,13.0,0.0
803348,19,2015-12-28 17:30:00,21,West Ham,Home,166.0,21.0,1.0,5.0,4.0,7.0,,139.0,2.0,,4.0,12.0,17.0,31.0,300.0,,,18.0,19.0,21.0,8.0,1.0,1.0,,,,,1.0,,,,,10.0,,1.0,,,1.0,3.0,8.0,7.0,52.0,58.0,2.0,3.0,1.0,5.0,16.0,1.0,10.0,,1.0,4.0,9.0,5.0,,9.0,2.0,55.0,62.0,5.0,36.0,25.0,,,54.0,6.0,12.0,1.0,,1.0,1.0,,171.0,,,,,,,10.0,2.0,2.0,1.0,27.0,1.0,18.0,18.0,,4.0,98.0,88.0,48.0,7.0,,5.0,4.0,5.0,378.0,3.0,5.0,1.0,52.0,47.0,23.0,,,,,,175.0,170.0,2.0,29.0,19.0,49.1,1.0,2.0,16.0,0.0,87.0,1.0,2.0,3.0,,1.0,7.0,,3.0,49.0,284.0,7.0,9.0,198.0,33.0,41.0,18.0,3.0,18.0,15.0,1.0,93.0,12.0,228.0,2.0,,41.0,21.0,78.0,1.0,408.0,,0.0,13.0,23.0,,24.0,1.0,640.0,16.0,6.0,4.0,20.0,0.0
803355,20,2016-01-02 12:45:00,21,West Ham,Home,93.0,11.0,,7.0,7.0,1.0,,103.0,7.0,,2.0,9.0,5.0,25.0,189.0,1.0,1.0,12.0,13.0,26.0,10.0,1.0,1.0,,,,,,,,,,14.0,,,,1.0,,5.0,9.0,14.0,41.0,66.0,1.0,2.0,,5.0,16.0,3.0,10.0,1.0,,3.0,6.0,4.0,,6.0,,50.0,59.0,5.0,41.0,29.0,,,47.0,11.0,8.0,1.0,,,,,146.0,2.0,,2.0,2.0,,,13.0,2.0,2.0,1.0,34.0,1.0,27.0,27.0,5.0,2.0,56.0,75.0,29.0,9.0,1.0,4.0,9.0,10.0,252.0,12.0,1.0,,62.0,42.0,21.0,,,,,,164.0,151.0,4.0,32.0,20.0,35.6,1.0,1.0,16.0,0.0,42.0,2.0,,1.0,,1.0,5.0,,3.0,52.0,172.0,9.0,13.0,117.0,21.0,54.0,15.0,2.0,12.0,10.0,1.0,87.0,6.0,180.0,2.0,,32.0,5.0,70.0,1.0,285.0,1.0,0.0,18.0,22.0,1.0,21.0,1.0,527.0,21.0,3.0,3.0,15.0,0.0
