matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2210380,11,2021-11-07 16:30:00,21,West Ham,Home,114.0,15.0,2.0,4.0,2.0,3.0,,101.0,6.0,,3.0,2.0,1.0,26.0,211.0,1.0,1.0,12.0,19.0,17.0,3.0,1.0,2.0,1.0,,,,,,,,,,4.0,,,1.0,,,1.0,4.0,12.0,4.0,5.0,2.0,42.0,72.0,2.0,,2.0,2.0,18.0,2.0,10.0,,1.0,3.0,9.0,3.0,1.0,3.0,2.0,44.0,40.0,2.0,35.0,16.0,,,25.0,52.0,11.0,6.0,,,1.0,1.0,,134.0,2.0,1.0,2.0,1.0,1.0,1.0,10.0,1.0,,2.0,16.0,1.0,14.0,14.0,,3.0,62.0,57.0,22.0,2.0,1.0,1.0,5.0,3.0,278.0,6.0,1.0,,69.0,29.0,17.0,,,,,,130.0,130.0,2.0,42.0,18.0,30.9,1.0,,,,18.0,0.0,61.0,3.0,,3.0,,2.0,1.0,2.0,,3.0,9.0,51.0,199.0,7.0,6.0,145.0,37.0,35.0,12.0,3.0,16.0,13.0,2.0,86.0,10.0,170.0,,,15.0,1.0,62.0,2.0,299.0,1.0,0.0,7.0,8.0,1.0,15.0,1.0,478.0,12.0,18.0,9.0,3.0,3.0,0.0
2210390,12,2021-11-20 15:00:00,21,West Ham,Away,216.0,17.0,1.0,6.0,5.0,,,206.0,9.0,1.0,5.0,2.0,,23.0,416.0,,,13.0,11.0,11.0,4.0,1.0,1.0,,,,,,,,,,,7.0,,,,,,,2.0,8.0,7.0,3.0,5.0,65.0,50.0,,,,1.0,12.0,2.0,14.0,,,3.0,13.0,6.0,,5.0,1.0,50.0,38.0,1.0,22.0,9.0,,,26.0,55.0,9.0,6.0,,,1.0,1.0,,144.0,,,,,,,11.0,,1.0,1.0,9.0,,12.0,12.0,,5.0,138.0,64.0,40.0,7.0,,2.0,3.0,3.0,464.0,3.0,3.0,,76.0,63.0,25.0,,,,,,118.0,118.0,3.0,25.0,17.0,47.6,,,,1.0,12.0,0.0,135.0,1.0,3.0,4.0,,,,3.0,,3.0,15.0,88.0,401.0,6.0,5.0,229.0,36.0,22.0,21.0,3.0,23.0,20.0,,120.0,2.0,276.0,1.0,1.0,7.0,,45.0,1.0,482.0,,0.0,8.0,12.0,,17.0,1.0,658.0,16.0,10.0,9.0,3.0,7.0,0.0
2210399,13,2021-11-28 14:00:00,21,West Ham,Away,130.0,18.0,1.0,2.0,1.0,,,132.0,6.0,,,2.0,,21.0,260.0,,,7.0,11.0,13.0,3.0,,,,,,,1.0,,,,1.0,,4.0,,,,,,,3.0,13.0,6.0,1.0,4.0,61.0,60.0,,,,,13.0,1.0,6.0,1.0,,4.0,8.0,5.0,,9.0,3.0,38.0,47.0,,18.0,10.0,,,18.0,45.0,6.0,7.0,,,1.0,,1.0,129.0,,,,,,,9.0,1.0,,,10.0,,11.0,11.0,1.0,,60.0,49.0,29.0,8.0,,1.0,2.0,3.0,308.0,5.0,1.0,,41.0,65.0,25.0,,,,,,126.0,126.0,6.0,28.0,23.0,31.5,,,,,13.0,0.0,80.0,6.0,1.0,6.0,,,,1.0,,3.0,10.0,75.0,245.0,5.0,3.0,155.0,37.0,18.0,17.0,4.0,17.0,13.0,,104.0,4.0,192.0,,,18.0,,55.0,4.0,330.0,1.0,0.0,5.0,16.0,,10.0,0.0,494.0,13.0,18.0,11.0,4.0,13.0,0.0
2210406,14,2021-12-01 19:30:00,21,West Ham,Home,69.0,10.0,1.0,4.0,3.0,1.0,,132.0,7.0,,1.0,3.0,1.0,22.0,197.0,,1.0,18.0,16.0,11.0,8.0,,5.0,,,,,,,2.0,,,,9.0,,,1.0,,,,6.0,6.0,3.0,8.0,6.0,51.0,51.0,2.0,2.0,1.0,1.0,20.0,2.0,8.0,,1.0,9.0,10.0,5.0,,13.0,1.0,53.0,42.0,1.0,18.0,9.0,,,23.0,24.0,10.0,7.0,,,2.0,2.0,,116.0,1.0,1.0,1.0,,1.0,,8.0,,,,9.0,1.0,14.0,14.0,,1.0,58.0,48.0,23.0,5.0,1.0,3.0,6.0,6.0,253.0,2.0,1.0,,72.0,49.0,29.0,,,,,,130.0,130.0,4.0,23.0,22.0,34.3,1.0,2.0,,,20.0,0.0,46.0,2.0,,2.0,,,,6.0,,2.0,12.0,76.0,182.0,12.0,9.0,93.0,22.0,18.0,17.0,8.0,25.0,17.0,,96.0,2.0,203.0,,,20.0,1.0,47.0,1.0,271.0,,0.0,14.0,13.0,1.0,23.0,1.0,464.0,24.0,9.0,11.0,9.0,7.0,0.0
2210419,15,2021-12-04 12:30:00,21,West Ham,Home,144.0,12.0,1.0,2.0,1.0,3.0,,108.0,3.0,,7.0,4.0,4.0,17.0,250.0,,,17.0,14.0,17.0,4.0,1.0,1.0,,,,,,,1.0,1.0,,,9.0,1.0,,,,,,5.0,12.0,7.0,9.0,2.0,58.0,58.0,1.0,1.0,1.0,4.0,16.0,,9.0,,,1.0,9.0,1.0,,5.0,2.0,39.0,45.0,4.0,27.0,16.0,,,24.0,47.0,10.0,9.0,2.0,,4.0,2.0,,138.0,2.0,,1.0,2.0,,,5.0,2.0,,,16.0,,5.0,5.0,1.0,7.0,68.0,56.0,28.0,9.0,,4.0,3.0,5.0,317.0,8.0,,,50.0,51.0,15.0,,,,,1.0,121.0,121.0,5.0,25.0,14.0,36.2,,,3.0,,16.0,0.0,71.0,2.0,3.0,5.0,,,,6.0,,3.0,10.0,51.0,238.0,5.0,7.0,169.0,31.0,27.0,7.0,1.0,13.0,12.0,,87.0,6.0,179.0,,,17.0,5.0,46.0,3.0,335.0,,0.0,11.0,13.0,,20.0,1.0,511.0,20.0,13.0,6.0,1.0,7.0,0.0
2210424,16,2021-12-12 14:00:00,21,West Ham,Away,149.0,10.0,1.0,3.0,2.0,4.0,1.0,204.0,5.0,,2.0,8.0,1.0,29.0,350.0,,,21.0,24.0,29.0,11.0,2.0,2.0,,,,,,,,,,,13.0,,,,,,1.0,5.0,6.0,3.0,9.0,7.0,62.0,59.0,,,,2.0,20.0,5.0,8.0,,1.0,14.0,13.0,5.0,,9.0,,60.0,61.0,2.0,14.0,7.0,,,19.0,55.0,11.0,12.0,,,2.0,2.0,,200.0,,,,,,,11.0,,,1.0,7.0,,4.0,4.0,,2.0,114.0,77.0,32.0,6.0,,7.0,6.0,3.0,444.0,3.0,,,68.0,95.0,38.0,,,,,,178.0,178.0,3.0,30.0,22.0,59.9,,,,1.0,20.0,0.0,95.0,1.0,,1.0,,2.0,,8.0,1.0,2.0,12.0,120.0,333.0,6.0,13.0,188.0,36.0,14.0,20.0,12.0,32.0,20.0,,167.0,7.0,315.0,,,28.0,1.0,71.0,1.0,471.0,3.0,0.0,16.0,10.0,,23.0,1.0,650.0,39.0,6.0,10.0,14.0,6.0,0.0
2210431,17,2021-12-15 20:00:00,21,West Ham,Away,164.0,12.0,1.0,3.0,2.0,,,153.0,4.0,,2.0,5.0,2.0,26.0,314.0,,,22.0,18.0,20.0,4.0,,,,,,,1.0,,,,,,4.0,,,,,,2.0,5.0,11.0,10.0,2.0,5.0,66.0,51.0,,,,1.0,13.0,3.0,10.0,,,2.0,9.0,5.0,,17.0,4.0,59.0,54.0,1.0,21.0,13.0,,,27.0,36.0,9.0,7.0,,1.0,3.0,1.0,1.0,125.0,,,,,,,6.0,,,,13.0,,11.0,11.0,3.0,2.0,103.0,61.0,29.0,5.0,,2.0,2.0,1.0,370.0,8.0,,,54.0,67.0,20.0,,1.0,1.0,1.0,,133.0,133.0,4.0,20.0,19.0,43.8,,,,,13.0,0.0,93.0,2.0,4.0,6.0,1.0,,,3.0,,2.0,8.0,75.0,300.0,8.0,4.0,181.0,21.0,21.0,14.0,2.0,17.0,15.0,,102.0,6.0,223.0,,,25.0,2.0,56.0,,387.0,,1.0,7.0,18.0,,28.0,0.0,589.0,10.0,17.0,9.0,2.0,14.0,0.0
2210449,18,2022-01-12 19:45:00,21,West Ham,Home,196.0,23.0,,3.0,3.0,1.0,,270.0,1.0,,3.0,,8.0,31.0,463.0,,2.0,25.0,12.0,16.0,7.0,3.0,3.0,,,,,,,,,,1.0,9.0,,,1.0,,,1.0,4.0,3.0,4.0,9.0,4.0,81.0,55.0,5.0,3.0,2.0,1.0,15.0,3.0,7.0,,1.0,11.0,9.0,5.0,,7.0,2.0,43.0,43.0,1.0,13.0,8.0,,,28.0,67.0,9.0,8.0,,,2.0,1.0,,167.0,2.0,,2.0,2.0,,,5.0,2.0,1.0,,8.0,2.0,7.0,7.0,,3.0,171.0,81.0,51.0,2.0,2.0,4.0,8.0,5.0,529.0,1.0,,,125.0,80.0,29.0,,,,,,136.0,136.0,3.0,19.0,27.0,61.6,1.0,,,,15.0,0.0,131.0,1.0,2.0,3.0,,,,5.0,,2.0,17.0,145.0,448.0,7.0,12.0,213.0,49.0,13.0,19.0,7.0,22.0,15.0,,186.0,5.0,359.0,1.0,,8.0,8.0,60.0,4.0,550.0,1.0,0.0,13.0,8.0,2.0,26.0,0.0,724.0,29.0,10.0,11.0,11.0,3.0,0.0
2210459,19,2021-12-26 15:00:00,21,West Ham,Home,135.0,13.0,1.0,4.0,3.0,2.0,,231.0,1.0,,2.0,6.0,3.0,27.0,362.0,,,17.0,21.0,19.0,7.0,1.0,5.0,,,,,,,,,,,6.0,,,,,,,7.0,5.0,6.0,6.0,5.0,76.0,67.0,2.0,,2.0,,13.0,3.0,9.0,,1.0,10.0,17.0,6.0,,13.0,1.0,59.0,49.0,,11.0,9.0,,,30.0,76.0,10.0,9.0,,1.0,2.0,3.0,,176.0,2.0,,2.0,1.0,1.0,,2.0,1.0,,,9.0,,9.0,9.0,1.0,2.0,101.0,60.0,35.0,2.0,1.0,2.0,8.0,5.0,437.0,3.0,2.0,,101.0,67.0,46.0,1.0,1.0,1.0,,,164.0,164.0,7.0,32.0,25.0,55.8,,,,,13.0,0.0,98.0,1.0,2.0,3.0,,,,3.0,1.0,3.0,12.0,119.0,352.0,5.0,10.0,158.0,33.0,11.0,14.0,10.0,36.0,26.0,,166.0,8.0,329.0,,,13.0,3.0,55.0,2.0,451.0,1.0,0.0,11.0,13.0,,20.0,2.0,639.0,31.0,16.0,8.0,10.0,10.0,0.0
2210470,20,2021-12-28 15:00:00,21,West Ham,Away,163.0,12.0,2.0,6.0,4.0,3.0,,159.0,3.0,,1.0,10.0,5.0,25.0,316.0,2.0,,18.0,25.0,19.0,7.0,1.0,1.0,,,,,,,,,,1.0,11.0,1.0,,1.0,,,,4.0,11.0,3.0,10.0,3.0,44.0,76.0,4.0,2.0,3.0,2.0,17.0,4.0,11.0,,2.0,5.0,8.0,7.0,,8.0,3.0,63.0,55.0,2.0,15.0,7.0,,1.0,27.0,50.0,12.0,12.0,,,2.0,1.0,,171.0,3.0,,3.0,3.0,,,12.0,3.0,,1.0,7.0,1.0,16.0,16.0,,1.0,105.0,74.0,32.0,4.0,3.0,3.0,8.0,6.0,398.0,3.0,,,66.0,66.0,27.0,,,,,1.0,165.0,165.0,7.0,33.0,33.0,57.0,1.0,,3.0,,17.0,0.0,103.0,4.0,,4.0,,,,3.0,,3.0,15.0,91.0,302.0,3.0,11.0,197.0,30.0,15.0,17.0,5.0,21.0,16.0,,129.0,7.0,247.0,,,35.0,5.0,75.0,1.0,423.0,2.0,0.0,13.0,15.0,,26.0,1.0,614.0,30.0,18.0,9.0,5.0,9.0,0.0
2210474,21,2022-01-01 17:30:00,21,West Ham,Away,97.0,19.0,1.0,7.0,6.0,1.0,1.0,156.0,3.0,,5.0,,1.0,19.0,246.0,1.0,,20.0,19.0,13.0,3.0,,,,,,,,,,,,,8.0,1.0,,,,,,9.0,16.0,6.0,9.0,1.0,48.0,60.0,1.0,1.0,2.0,2.0,12.0,1.0,5.0,,1.0,1.0,10.0,3.0,,11.0,2.0,54.0,55.0,2.0,37.0,19.0,,,35.0,57.0,16.0,4.0,1.0,,2.0,1.0,,149.0,2.0,,2.0,2.0,,,10.0,2.0,2.0,1.0,19.0,,11.0,11.0,1.0,5.0,83.0,65.0,31.0,9.0,2.0,1.0,4.0,5.0,318.0,5.0,1.0,,54.0,79.0,19.0,,,,,1.0,136.0,136.0,3.0,29.0,17.0,37.3,,,,,12.0,0.0,59.0,3.0,1.0,4.0,,,,4.0,,3.0,20.0,76.0,237.0,5.0,5.0,124.0,50.0,37.0,11.0,1.0,15.0,14.0,,118.0,4.0,230.0,2.0,,12.0,1.0,64.0,2.0,339.0,2.0,0.0,10.0,31.0,,23.0,2.0,547.0,23.0,14.0,7.0,1.0,18.0,0.0
2210489,22,2022-01-16 14:00:00,21,West Ham,Home,127.0,11.0,4.0,10.0,6.0,2.0,,153.0,6.0,,4.0,5.0,5.0,24.0,270.0,1.0,1.0,26.0,17.0,24.0,6.0,3.0,4.0,,,,,,,,,,1.0,9.0,,,,,,1.0,5.0,14.0,4.0,13.0,2.0,59.0,78.0,3.0,3.0,1.0,2.0,23.0,4.0,6.0,,,4.0,15.0,6.0,,13.0,1.0,52.0,67.0,2.0,11.0,6.0,,,35.0,57.0,6.0,9.0,,,1.0,1.0,,165.0,2.0,1.0,1.0,1.0,1.0,,9.0,1.0,,,6.0,,11.0,11.0,,4.0,78.0,66.0,35.0,3.0,2.0,3.0,8.0,5.0,363.0,2.0,1.0,,68.0,58.0,31.0,,,,,,178.0,178.0,8.0,30.0,35.0,47.4,,,,,23.0,0.0,84.0,2.0,,2.0,,1.0,,6.0,1.0,3.0,17.0,72.0,252.0,7.0,11.0,159.0,41.0,11.0,23.0,4.0,26.0,22.0,,126.0,6.0,253.0,,,12.0,8.0,55.0,1.0,386.0,2.0,0.0,15.0,22.0,3.0,31.0,3.0,602.0,35.0,16.0,13.0,4.0,13.0,0.0
2210498,23,2022-01-22 15:00:00,21,West Ham,Away,181.0,22.0,1.0,1.0,,4.0,,128.0,8.0,,3.0,3.0,4.0,24.0,308.0,,,16.0,20.0,15.0,2.0,1.0,2.0,,,,,,,,,,,3.0,,,,,,1.0,4.0,13.0,5.0,5.0,1.0,58.0,58.0,,,,,15.0,2.0,10.0,,,3.0,6.0,4.0,,8.0,2.0,55.0,42.0,,13.0,4.0,,,28.0,43.0,8.0,9.0,,,2.0,2.0,,173.0,,,,,,,14.0,,1.0,,4.0,,16.0,16.0,,3.0,92.0,79.0,36.0,3.0,,2.0,1.0,1.0,385.0,6.0,2.0,,61.0,50.0,18.0,,,,,,159.0,159.0,4.0,29.0,21.0,43.1,,,,,15.0,0.0,90.0,2.0,,2.0,,,,3.0,,1.0,18.0,59.0,291.0,5.0,3.0,213.0,54.0,13.0,18.0,3.0,15.0,12.0,,96.0,13.0,215.0,1.0,,15.0,4.0,62.0,1.0,413.0,,0.0,6.0,9.0,,20.0,1.0,589.0,13.0,16.0,9.0,3.0,7.0,0.0
2210505,24,2022-02-08 19:45:00,21,West Ham,Home,262.0,28.0,2.0,6.0,4.0,3.0,,233.0,8.0,,2.0,4.0,1.0,44.0,489.0,,,34.0,25.0,42.0,5.0,1.0,1.0,,,,,,,,,,,7.0,,,,,1.0,,1.0,2.0,4.0,8.0,1.0,99.0,61.0,1.0,2.0,,1.0,17.0,2.0,14.0,,,5.0,8.0,7.0,,10.0,1.0,57.0,73.0,1.0,14.0,7.0,,,28.0,69.0,1.0,6.0,,,1.0,,,202.0,1.0,,,1.0,,,9.0,1.0,2.0,,7.0,2.0,13.0,13.0,1.0,2.0,151.0,78.0,44.0,6.0,1.0,2.0,5.0,3.0,591.0,1.0,,,88.0,131.0,30.0,,,,,,175.0,175.0,3.0,29.0,26.0,64.3,1.0,,,,17.0,0.0,157.0,,1.0,1.0,,1.0,,4.0,1.0,1.0,11.0,97.0,474.0,7.0,7.0,297.0,54.0,14.0,16.0,5.0,20.0,15.0,,149.0,12.0,332.0,2.0,,25.0,1.0,87.0,3.0,609.0,1.0,0.0,9.0,16.0,,39.0,1.0,797.0,24.0,16.0,9.0,5.0,8.0,0.0
2210515,25,2022-02-13 16:30:00,21,West Ham,Away,176.0,22.0,1.0,1.0,,4.0,,170.0,6.0,,5.0,3.0,6.0,20.0,345.0,,1.0,10.0,10.0,23.0,2.0,,2.0,,,,,,,,,,,6.0,,,,,,,4.0,9.0,4.0,6.0,2.0,59.0,55.0,1.0,,1.0,,16.0,3.0,9.0,,,4.0,7.0,4.0,1.0,11.0,,48.0,54.0,,15.0,7.0,,,26.0,49.0,9.0,10.0,,,2.0,2.0,,169.0,2.0,1.0,2.0,1.0,1.0,,10.0,1.0,1.0,1.0,7.0,,5.0,5.0,,5.0,104.0,68.0,44.0,5.0,1.0,1.0,3.0,3.0,412.0,4.0,2.0,,65.0,50.0,25.0,1.0,1.0,1.0,,,150.0,150.0,1.0,21.0,27.0,44.6,,2.0,1.0,1.0,16.0,0.0,101.0,,,,,,,2.0,,3.0,13.0,69.0,331.0,7.0,4.0,199.0,40.0,15.0,17.0,4.0,17.0,13.0,,110.0,9.0,251.0,1.0,,12.0,6.0,46.0,,433.0,1.0,0.0,8.0,14.0,1.0,17.0,2.0,603.0,24.0,16.0,7.0,4.0,8.0,0.0
2210529,26,2022-02-19 12:30:00,21,West Ham,Home,141.0,22.0,1.0,4.0,3.0,2.0,1.0,157.0,5.0,,3.0,3.0,3.0,25.0,294.0,,,18.0,18.0,25.0,8.0,,2.0,,,,,,,,,,,8.0,,,,,,1.0,1.0,8.0,6.0,10.0,1.0,64.0,60.0,1.0,,1.0,1.0,13.0,6.0,7.0,,,3.0,10.0,4.0,1.0,8.0,,40.0,46.0,1.0,32.0,19.0,1.0,,30.0,54.0,3.0,7.0,,1.0,1.0,2.0,,152.0,1.0,1.0,1.0,,1.0,,6.0,,,,19.0,1.0,7.0,7.0,,3.0,84.0,67.0,36.0,7.0,,2.0,7.0,3.0,372.0,6.0,,,85.0,53.0,27.0,,,,,,146.0,146.0,1.0,25.0,29.0,47.0,,2.0,,1.0,13.0,0.0,88.0,1.0,1.0,2.0,,2.0,,2.0,,2.0,19.0,80.0,282.0,3.0,9.0,169.0,50.0,32.0,7.0,3.0,19.0,16.0,,121.0,6.0,238.0,,,17.0,3.0,60.0,2.0,388.0,,0.0,11.0,11.0,,22.0,3.0,574.0,23.0,18.0,3.0,3.0,8.0,0.0
2210540,27,2022-02-27 14:00:00,21,West Ham,Home,163.0,11.0,2.0,2.0,,2.0,,154.0,5.0,,2.0,6.0,4.0,18.0,315.0,,1.0,16.0,6.0,14.0,8.0,2.0,3.0,,,1.0,,1.0,,,,,,9.0,,,,,1.0,,3.0,7.0,7.0,7.0,6.0,60.0,68.0,2.0,1.0,1.0,,16.0,1.0,5.0,,,3.0,13.0,3.0,,5.0,1.0,31.0,36.0,,28.0,15.0,,,28.0,45.0,8.0,2.0,,1.0,1.0,,1.0,163.0,1.0,,1.0,1.0,,,5.0,1.0,3.0,1.0,15.0,1.0,18.0,18.0,4.0,2.0,90.0,55.0,32.0,5.0,1.0,6.0,5.0,4.0,383.0,9.0,,,84.0,38.0,30.0,,,,,,127.0,127.0,9.0,19.0,30.0,39.0,1.0,,,,16.0,0.0,84.0,,1.0,1.0,,,,8.0,1.0,2.0,14.0,74.0,306.0,8.0,11.0,185.0,29.0,28.0,13.0,3.0,19.0,16.0,,114.0,4.0,231.0,3.0,,22.0,4.0,48.0,2.0,397.0,2.0,0.0,13.0,15.0,1.0,18.0,1.0,581.0,26.0,10.0,5.0,3.0,9.0,0.0
2210544,28,2022-03-05 17:30:00,21,West Ham,Away,146.0,22.0,1.0,4.0,3.0,3.0,,89.0,5.0,,2.0,7.0,2.0,33.0,231.0,,,13.0,21.0,14.0,7.0,1.0,2.0,1.0,,,,,,,,,,11.0,,,,,,,3.0,11.0,11.0,10.0,3.0,50.0,63.0,2.0,2.0,,,21.0,3.0,9.0,,,6.0,8.0,4.0,,3.0,2.0,48.0,43.0,,24.0,10.0,,,24.0,44.0,7.0,7.0,,,1.0,1.0,,152.0,,,,,,,9.0,,2.0,,10.0,,18.0,18.0,4.0,2.0,51.0,67.0,34.0,4.0,,4.0,4.0,5.0,296.0,7.0,,,46.0,25.0,21.0,,,,,,133.0,133.0,2.0,35.0,18.0,31.3,,,,,21.0,0.0,63.0,1.0,3.0,4.0,,1.0,1.0,5.0,,3.0,13.0,40.0,219.0,12.0,8.0,182.0,37.0,24.0,14.0,6.0,19.0,13.0,1.0,66.0,7.0,153.0,2.0,,32.0,2.0,74.0,4.0,316.0,,0.0,13.0,16.0,,14.0,1.0,503.0,20.0,17.0,6.0,6.0,8.0,0.0
2210560,29,2022-03-13 14:00:00,21,West Ham,Home,171.0,23.0,1.0,4.0,3.0,1.0,,198.0,3.0,,5.0,,1.0,37.0,365.0,,,16.0,15.0,14.0,6.0,1.0,3.0,1.0,,,,,,,,,,8.0,,,,,,,4.0,9.0,4.0,7.0,4.0,73.0,67.0,1.0,1.0,1.0,1.0,12.0,2.0,7.0,,,5.0,13.0,2.0,,7.0,1.0,46.0,35.0,1.0,19.0,12.0,,,33.0,60.0,9.0,3.0,,,,,,163.0,2.0,,2.0,2.0,,1.0,4.0,2.0,1.0,1.0,12.0,,13.0,13.0,2.0,5.0,111.0,57.0,34.0,7.0,1.0,4.0,5.0,4.0,432.0,4.0,2.0,,129.0,52.0,25.0,,,,,,134.0,134.0,1.0,28.0,30.0,47.1,,,,1.0,12.0,0.0,96.0,5.0,1.0,6.0,,1.0,1.0,5.0,,3.0,16.0,103.0,356.0,2.0,9.0,193.0,41.0,19.0,17.0,5.0,20.0,15.0,2.0,141.0,7.0,270.0,1.0,,8.0,2.0,60.0,,443.0,,0.0,11.0,11.0,,18.0,1.0,624.0,25.0,19.0,7.0,5.0,3.0,0.0
2210568,30,2022-03-20 16:30:00,21,West Ham,Away,263.0,16.0,,2.0,2.0,3.0,,222.0,6.0,2.0,4.0,7.0,5.0,31.0,483.0,,1.0,11.0,9.0,7.0,3.0,,2.0,,,,,,1.0,,,,,4.0,,,,,,,5.0,12.0,6.0,6.0,,85.0,50.0,1.0,,1.0,1.0,9.0,,7.0,,,3.0,7.0,2.0,,6.0,2.0,36.0,28.0,1.0,19.0,7.0,,,30.0,49.0,7.0,7.0,1.0,1.0,,,,151.0,1.0,,,,1.0,,8.0,,,,7.0,,6.0,6.0,2.0,4.0,162.0,60.0,43.0,5.0,,3.0,1.0,1.0,524.0,5.0,1.0,1.0,92.0,67.0,17.0,,,,,,101.0,101.0,5.0,23.0,17.0,47.3,,,,,9.0,0.0,146.0,2.0,,2.0,,,,5.0,,3.0,18.0,91.0,467.0,4.0,4.0,281.0,28.0,19.0,15.0,3.0,12.0,9.0,,114.0,9.0,275.0,,2.0,20.0,5.0,54.0,,544.0,,0.0,6.0,6.0,1.0,13.0,1.0,680.0,12.0,13.0,8.0,3.0,3.0,0.0
2210579,31,2022-04-03 14:00:00,21,West Ham,Home,240.0,12.0,,2.0,2.0,1.0,,203.0,5.0,,6.0,6.0,3.0,22.0,441.0,,1.0,13.0,15.0,19.0,8.0,,1.0,3.0,1.0,1.0,,2.0,,,,,1.0,8.0,,,,,,,4.0,8.0,5.0,6.0,5.0,79.0,56.0,2.0,2.0,1.0,1.0,12.0,2.0,6.0,,,2.0,9.0,2.0,1.0,5.0,,39.0,47.0,1.0,18.0,13.0,,,25.0,47.0,9.0,11.0,,,3.0,1.0,2.0,178.0,,,,,,1.0,6.0,1.0,1.0,,13.0,,4.0,4.0,,6.0,147.0,70.0,42.0,4.0,1.0,3.0,5.0,5.0,510.0,5.0,,,82.0,78.0,20.0,,,,,,127.0,127.0,2.0,28.0,20.0,55.7,,,,1.0,12.0,0.0,125.0,,1.0,1.0,,,3.0,4.0,,2.0,12.0,75.0,424.0,2.0,8.0,272.0,36.0,18.0,10.0,1.0,13.0,12.0,3.0,104.0,7.0,270.0,1.0,,24.0,3.0,56.0,1.0,529.0,,0.0,11.0,11.0,1.0,15.0,1.0,672.0,22.0,16.0,6.0,2.0,5.0,0.0
2210583,32,2022-04-10 14:00:00,21,West Ham,Away,244.0,18.0,2.0,3.0,2.0,2.0,,214.0,5.0,,8.0,4.0,9.0,26.0,455.0,,,12.0,15.0,13.0,2.0,2.0,3.0,,,,,,,,,,,2.0,,,,,,,4.0,12.0,3.0,3.0,2.0,88.0,59.0,,,,,13.0,1.0,1.0,,,6.0,10.0,4.0,,3.0,3.0,32.0,33.0,,33.0,17.0,,,28.0,49.0,6.0,2.0,,,,,,157.0,,,,,,,6.0,,,1.0,17.0,,10.0,10.0,1.0,8.0,139.0,70.0,41.0,4.0,,3.0,1.0,1.0,525.0,5.0,1.0,,56.0,101.0,23.0,,,,,,127.0,127.0,2.0,25.0,21.0,52.9,,,,1.0,13.0,0.0,156.0,3.0,2.0,5.0,,,,3.0,,3.0,12.0,77.0,442.0,5.0,4.0,264.0,40.0,33.0,16.0,6.0,19.0,14.0,,108.0,4.0,295.0,1.0,,22.0,10.0,59.0,2.0,540.0,,0.0,5.0,10.0,1.0,13.0,1.0,709.0,12.0,11.0,8.0,6.0,4.0,0.0
