season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352351,22,94,Brentford,Away,290927,144485,Ivan Toney,ivan-toney,F,False,,,,7.0,5.0,12.0,4.0,5.0,6.0,,3.0,,2.0,,,1.0,9.0,11.0,,,0.00860108,1.0829,1.2498,3.0,,1.0,,,,,,,90.0,3.0,,,,,13.0,,6.5,,,2.0,,,1.0,1.0,,1.0,2.0,15.0,7.0,21.0,5,3.0,38.0,2.0,2.0,1.0,1.0
2023-24,11352380,23,94,Brentford,Home,268903,115382,Neal Maupay,neal-maupay,F,False,,,3.0,7.0,11.0,18.0,3.0,1.0,2.0,1.0,,1.0,2.0,,,,8.0,2.0,,,0.0749508,0.282,0.9409,1.0,,1.0,,,,,1.0,,89.0,1.0,,,,,11.0,,7.2,,,,,,2.0,1.0,,4.0,,12.0,13.0,24.0,2,,33.0,2.0,1.0,,
2023-24,11352380,23,94,Brentford,Home,290927,144485,Ivan Toney,ivan-toney,F,False,2.0,,,7.0,5.0,10.0,3.0,3.0,3.0,,1.0,1.0,2.0,,,1.0,7.0,6.0,,,0.0879112,0.3543,,,,,,,,1.0,,,90.0,,,,,,13.0,,6.3,,,1.0,,1.0,1.0,4.0,,,1.0,13.0,8.0,17.0,2,2.0,33.0,1.0,1.0,,
2023-24,11352446,24,94,Brentford,Away,268903,115382,Neal Maupay,neal-maupay,F,False,,,1.0,5.0,7.0,12.0,2.0,2.0,5.0,,2.0,,2.0,,,2.0,7.0,4.0,,,0.0174661,0.6455,0.8317,,,,,,,,,,76.0,3.0,,,,,10.0,,6.7,,,,,,2.0,,,1.0,,10.0,8.0,18.0,3,,29.0,1.0,1.0,1.0,
2023-24,11352446,24,94,Brentford,Away,290927,144485,Ivan Toney,ivan-toney,F,False,1.0,,1.0,5.0,3.0,7.0,4.0,4.0,4.0,,,,,,,3.0,8.0,6.0,,,0.0541211,0.4145,0.625,,,1.0,,,,,,,90.0,2.0,,,,,15.0,,7.4,,,,,,1.0,1.0,,1.0,,12.0,6.0,17.0,2,,33.0,1.0,2.0,,
2023-24,11352450,25,94,Brentford,Home,268903,115382,Neal Maupay,neal-maupay,F,False,,,1.0,13.0,4.0,17.0,1.0,1.0,1.0,,,,1.0,,,,3.0,4.0,,,0.165402,0.0362,0.4269,,,,,,,,2.0,,63.0,1.0,,,,,9.0,,7.3,,,,,,2.0,1.0,,1.0,1.0,19.0,5.0,23.0,1,1.0,30.0,1.0,1.0,1.0,1.0
2023-24,11352450,25,94,Brentford,Home,290927,144485,Ivan Toney,ivan-toney,F,False,,,,11.0,2.0,13.0,3.0,2.0,2.0,,1.0,1.0,,,,,4.0,5.0,,,0.0177834,0.7118,0.8102,,,1.0,,,,1.0,,,90.0,4.0,,,,,13.0,,7.8,,,3.0,,2.0,1.0,,,,,17.0,3.0,20.0,8,,44.0,4.0,4.0,,
2023-24,11352450,25,94,Brentford,Home,805123,216646,Yoane Wissa,yoane-wissa,F,True,,,,6.0,2.0,8.0,,,2.0,,,,,,,,,4.0,,,0.110823,,,,,,,,,,1.0,,27.0,,,,,,1.0,,6.8,,,,,,1.0,1.0,,,1.0,7.0,2.0,8.0,0,,13.0,,3.0,1.0,
2023-24,11352521,26,94,Brentford,Away,268903,115382,Neal Maupay,neal-maupay,F,False,,,2.0,8.0,5.0,13.0,,,4.0,,,,1.0,,,1.0,5.0,2.0,,,0.0155509,0.1234,0.4962,2.0,,1.0,,,,,,,73.0,1.0,,,,,10.0,,7.0,,,,,,2.0,,,3.0,,13.0,7.0,20.0,1,1.0,29.0,,,1.0,
2023-24,11352521,26,94,Brentford,Away,290927,144485,Ivan Toney,ivan-toney,F,False,,,,17.0,6.0,23.0,3.0,2.0,5.0,,1.0,1.0,2.0,,,,7.0,8.0,,,0.0987879,0.224,0.1476,,,,,,,2.0,1.0,,90.0,2.0,,,,,25.0,,6.8,,,,,,4.0,3.0,,,2.0,33.0,8.0,38.0,3,2.0,62.0,5.0,2.0,2.0,
2023-24,11352521,26,94,Brentford,Away,805123,216646,Yoane Wissa,yoane-wissa,F,True,,,,4.0,1.0,5.0,,,1.0,,,,,,,,,1.0,,,0.00651538,0.0756,0.2117,,,1.0,,,,,1.0,,17.0,1.0,,,,,3.0,,7.5,,,,,,,,,,1.0,7.0,1.0,8.0,1,,10.0,,1.0,,
2023-24,11352530,27,94,Brentford,Home,268903,115382,Neal Maupay,neal-maupay,F,True,,,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,0.0014058,,,,,,,,,,,,9.0,,,,,,,,6.5,,,,,,,,,,,1.0,1.0,2.0,0,,2.0,,,,
2023-24,11352530,27,94,Brentford,Home,290927,144485,Ivan Toney,ivan-toney,F,False,1.0,,,13.0,3.0,15.0,1.0,4.0,4.0,,,1.0,,,,4.0,10.0,5.0,,,0.151601,0.0915,,3.0,,,,,,1.0,2.0,,90.0,,,,,,27.0,,6.4,,,,,,2.0,2.0,,2.0,,25.0,4.0,27.0,1,1.0,51.0,7.0,,,
2023-24,11352530,27,94,Brentford,Home,805123,216646,Yoane Wissa,yoane-wissa,F,False,,,,6.0,3.0,9.0,1.0,2.0,4.0,,1.0,,1.0,,,2.0,6.0,7.0,,,0.0152639,0.6966,0.3719,1.0,,1.0,,,,1.0,1.0,,87.0,2.0,,,,,11.0,,7.3,,,3.0,,,1.0,,,,1.0,8.0,5.0,13.0,5,2.0,33.0,4.0,3.0,,
2023-24,11352572,28,94,Brentford,Away,268903,115382,Neal Maupay,neal-maupay,F,True,,,,1.0,1.0,2.0,2.0,,,,,,,,,1.0,3.0,,,,0.00045382,,,,,,,,,,,,12.0,,,,,,1.0,,6.3,,,,,,,,,,1.0,1.0,1.0,2.0,0,,3.0,,,,
2023-24,11352572,28,94,Brentford,Away,290927,144485,Ivan Toney,ivan-toney,F,False,,,,5.0,1.0,6.0,4.0,7.0,,,,,,,,2.0,7.0,9.0,,,0.0198444,0.0126,0.118,1.0,,,,,,1.0,2.0,,90.0,1.0,1.0,,,,23.0,,7.2,,,,,2.0,,1.0,,1.0,,18.0,3.0,20.0,1,2.0,40.0,4.0,,,2.0
2023-24,11352572,28,94,Brentford,Away,805123,216646,Yoane Wissa,yoane-wissa,F,False,,,,4.0,1.0,5.0,,3.0,2.0,,,1.0,1.0,,,1.0,4.0,6.0,,,0.0175706,0.3991,0.9976,2.0,,1.0,,,,,1.0,,78.0,1.0,,,,,7.0,,7.5,,,1.0,,1.0,,1.0,,,,7.0,2.0,8.0,3,1.0,23.0,2.0,2.0,,
2023-24,11352599,29,94,Brentford,Away,268903,115382,Neal Maupay,neal-maupay,F,True,,,1.0,2.0,4.0,6.0,,,1.0,,,,,,,,1.0,,,,0.00289603,,,,,,,,,,1.0,,11.0,,,,,,2.0,,6.6,,,,,,1.0,,,1.0,1.0,3.0,4.0,7.0,0,,10.0,,,,
2023-24,11352599,29,94,Brentford,Away,290927,144485,Ivan Toney,ivan-toney,F,False,,,,6.0,3.0,9.0,12.0,8.0,2.0,1.0,1.0,,,,,1.0,20.0,13.0,,,0.00559398,0.562,0.0589,7.0,,,,,,,1.0,,90.0,2.0,,,,,24.0,,7.2,,,1.0,,3.0,1.0,1.0,,1.0,,19.0,5.0,23.0,3,1.0,48.0,6.0,4.0,,1.0
2023-24,11352599,29,94,Brentford,Away,805123,216646,Yoane Wissa,yoane-wissa,F,False,,,1.0,2.0,2.0,4.0,1.0,1.0,3.0,,1.0,,,,,1.0,3.0,2.0,,,0.0109579,0.3771,0.0206,,,,,,,1.0,,,80.0,1.0,,,,,7.0,,6.3,,,,,,1.0,,,1.0,,3.0,2.0,5.0,1,,16.0,4.0,1.0,,
2023-24,11352599,29,94,Brentford,Away,927083,446008,Bryan Mbeumo,bryan-mbeumo,F,True,1.0,,,4.0,2.0,5.0,,,3.0,,,,,,,,1.0,1.0,,,0.0321989,,,1.0,,,,,,,1.0,,10.0,,,,,,5.0,,6.7,,,,,,,3.0,,,,8.0,3.0,8.0,0,,12.0,,1.0,,
2023-24,11352614,30,94,Brentford,Home,268903,115382,Neal Maupay,neal-maupay,F,True,,,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,4.572e-05,,,1.0,,,,,,,,,17.0,,,,,,1.0,,6.5,,,,,,,,,,,2.0,,2.0,0,,2.0,,,,
2023-24,11352614,30,94,Brentford,Home,290927,144485,Ivan Toney,ivan-toney,F,False,,,,15.0,1.0,16.0,5.0,3.0,1.0,1.0,1.0,3.0,,,,1.0,7.0,7.0,,,0.403903,0.7247,,1.0,1.0,,,,1.0,,1.0,,90.0,,,,,,18.0,,7.8,,,6.0,,,2.0,2.0,,,1.0,25.0,5.0,28.0,9,,49.0,3.0,2.0,2.0,
2023-24,11352614,30,94,Brentford,Home,805123,216646,Yoane Wissa,yoane-wissa,F,False,,,2.0,12.0,2.0,14.0,1.0,1.0,3.0,1.0,2.0,,,,,,5.0,4.0,,,0.267407,0.5589,,2.0,,,,,1.0,,1.0,,71.0,,,,,,8.0,,6.8,,,4.0,,,3.0,,,2.0,,14.0,3.0,17.0,4,1.0,31.0,3.0,1.0,1.0,
2023-24,11352614,30,94,Brentford,Home,927083,446008,Bryan Mbeumo,bryan-mbeumo,F,True,1.0,,,5.0,1.0,5.0,1.0,,1.0,,1.0,,,,,,1.0,2.0,,,0.0446519,0.2066,,,,,,,1.0,,2.0,,19.0,,,,,,3.0,,6.8,,,1.0,,,,2.0,,,,7.0,1.0,6.0,1,,13.0,,2.0,,
2023-24,11352325,31,94,Brentford,Home,268903,115382,Neal Maupay,neal-maupay,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352325,31,94,Brentford,Home,290927,144485,Ivan Toney,ivan-toney,F,False,,,2.0,15.0,3.0,18.0,4.0,2.0,2.0,,,,1.0,,,2.0,8.0,4.0,,,0.109245,0.347,0.0649,1.0,,,,,,,1.0,,90.0,1.0,,,,,10.0,,7.0,,,1.0,,,1.0,,,2.0,1.0,21.0,3.0,24.0,2,,33.0,1.0,1.0,1.0,
2023-24,11352325,31,94,Brentford,Home,805123,216646,Yoane Wissa,yoane-wissa,F,False,,,,4.0,3.0,7.0,,,2.0,,,,,,,1.0,3.0,4.0,,,0.0083295,0.1744,,1.0,,,,,,,1.0,,73.0,,,,,,9.0,,6.8,,,1.0,,,2.0,,,,2.0,7.0,4.0,11.0,1,1.0,22.0,3.0,2.0,1.0,1.0
2023-24,11352325,31,94,Brentford,Home,927083,446008,Bryan Mbeumo,bryan-mbeumo,F,True,,,,,,,1.0,,,,,1.0,,,,,3.0,,,,,0.0247,,1.0,,,,,,,,,17.0,,,,,,4.0,,6.3,,,,,,1.0,,,,,2.0,,2.0,1,,5.0,1.0,,,
2023-24,11352355,32,94,Brentford,Away,268903,115382,Neal Maupay,neal-maupay,F,True,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,0.00052561,,,,,,,,,,,,13.0,,,,,,2.0,,6.5,,,,,,,,,,,2.0,1.0,3.0,0,,4.0,,,,
2023-24,11352355,32,94,Brentford,Away,290927,144485,Ivan Toney,ivan-toney,F,True,,,,,,,,1.0,,,,,,,,,,1.0,,,0.00061544,,,,,,,,,,,,9.0,,,,,,7.0,,6.6,,,,,1.0,,,,1.0,,5.0,1.0,6.0,0,,10.0,,,,
2023-24,11352355,32,94,Brentford,Away,805123,216646,Yoane Wissa,yoane-wissa,F,False,,,1.0,8.0,5.0,13.0,1.0,1.0,2.0,,,,,,,,5.0,4.0,,,0.0110606,0.6823,0.8982,3.0,,1.0,,,,,2.0,,81.0,1.0,,,,,10.0,,7.4,,,,,2.0,3.0,2.0,,1.0,1.0,14.0,5.0,17.0,1,,32.0,2.0,1.0,2.0,
2023-24,11352355,32,94,Brentford,Away,927083,446008,Bryan Mbeumo,bryan-mbeumo,F,False,1.0,,,5.0,2.0,6.0,,,2.0,,,,,,,3.0,5.0,5.0,,,0.202696,0.2171,0.4193,,,1.0,,,,1.0,,,86.0,1.0,,,,,16.0,,7.3,,,1.0,,1.0,2.0,3.0,,,1.0,12.0,2.0,11.0,2,,35.0,4.0,5.0,,
2023-24,11352394,33,94,Brentford,Home,268903,115382,Neal Maupay,neal-maupay,F,False,,,2.0,8.0,7.0,15.0,2.0,1.0,1.0,,1.0,,,,,1.0,5.0,1.0,,,0.0743657,0.4101,,1.0,,,,,,,1.0,,79.0,,,,,,12.0,,6.2,,,1.0,,,1.0,,,2.0,,16.0,7.0,23.0,1,,31.0,2.0,,,
2023-24,11352394,33,94,Brentford,Home,290927,144485,Ivan Toney,ivan-toney,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352394,33,94,Brentford,Home,805123,216646,Yoane Wissa,yoane-wissa,F,False,,,,8.0,3.0,11.0,2.0,1.0,5.0,,,,,,,1.0,6.0,2.0,,,0.00910129,0.0663,0.0216,2.0,,,,,,,,,89.0,1.0,,,,,9.0,,6.6,,,,,,1.0,1.0,,,1.0,11.0,4.0,14.0,1,,25.0,3.0,1.0,,
2023-24,11352394,33,94,Brentford,Home,927083,446008,Bryan Mbeumo,bryan-mbeumo,F,False,,,,16.0,3.0,19.0,1.0,1.0,4.0,1.0,,,1.0,,,1.0,5.0,8.0,,,0.237483,,,,,,,,,,1.0,,89.0,,,,,,20.0,,7.5,,,,,2.0,4.0,2.0,,2.0,,25.0,3.0,26.0,0,2.0,50.0,7.0,3.0,2.0,2.0
2023-24,11352434,34,94,Brentford,Away,268903,115382,Neal Maupay,neal-maupay,F,True,,,1.0,3.0,2.0,5.0,,,1.0,,,,,,,,,,,,0.00084301,0.0324,,,,,,,,,,,8.0,,,,,,,,6.7,,,2.0,,,,,,1.0,,3.0,2.0,5.0,2,,8.0,,,,
2023-24,11352434,34,94,Brentford,Away,805123,216646,Yoane Wissa,yoane-wissa,F,False,,,,10.0,1.0,11.0,2.0,,2.0,,,,,,,,4.0,5.0,,,0.103124,0.6497,1.1158,1.0,,2.0,,,,,3.0,,82.0,2.0,,,,,12.0,,8.8,,,,,,3.0,,,1.0,,17.0,3.0,20.0,2,2.0,33.0,2.0,1.0,2.0,1.0
2023-24,11352434,34,94,Brentford,Away,927083,446008,Bryan Mbeumo,bryan-mbeumo,F,False,1.0,,1.0,14.0,10.0,23.0,,,7.0,1.0,,,1.0,,,3.0,7.0,5.0,,,0.7964,0.2117,0.3524,,2.0,,,,1.0,,3.0,,90.0,1.0,,,,,18.0,,8.3,,,2.0,,,6.0,1.0,,1.0,,22.0,10.0,31.0,3,,53.0,3.0,2.0,3.0,
2023-24,11352457,35,94,Brentford,Away,290927,144485,Ivan Toney,ivan-toney,F,False,,,,4.0,8.0,12.0,4.0,1.0,6.0,,1.0,1.0,,,,1.0,8.0,3.0,,,0.00859939,0.4899,0.63,2.0,,,,,,1.0,,,90.0,2.0,,,,,15.0,,6.4,,,,,2.0,1.0,3.0,,3.0,,14.0,10.0,21.0,3,1.0,37.0,,1.0,,
2023-24,11352457,35,94,Brentford,Away,805123,216646,Yoane Wissa,yoane-wissa,F,False,,,,6.0,3.0,9.0,1.0,,3.0,,,,,,,,3.0,3.0,,,0.0104506,,,2.0,,,,,,1.0,,,68.0,,,,,,9.0,,6.9,,,,,,,3.0,,,1.0,11.0,5.0,13.0,0,3.0,26.0,2.0,,,2.0
2023-24,11352457,35,94,Brentford,Away,927083,446008,Bryan Mbeumo,bryan-mbeumo,F,False,1.0,,,11.0,3.0,13.0,,3.0,7.0,,,1.0,1.0,,,4.0,11.0,7.0,,,0.0139839,0.033,,2.0,,,,,,,,,90.0,,1.0,,,,24.0,,6.2,,,,,,5.0,2.0,,2.0,,20.0,7.0,25.0,1,,49.0,1.0,3.0,1.0,
2023-24,11352485,36,94,Brentford,Home,268903,115382,Neal Maupay,neal-maupay,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352485,36,94,Brentford,Home,290927,144485,Ivan Toney,ivan-toney,F,False,,,,11.0,5.0,16.0,1.0,4.0,4.0,,,1.0,,,,,1.0,7.0,,,0.0214465,0.046,0.2262,,,,,,,1.0,1.0,,90.0,1.0,,,,,13.0,,7.2,,,,,,1.0,,,1.0,,20.0,6.0,26.0,2,1.0,36.0,3.0,1.0,1.0,
2023-24,11352485,36,94,Brentford,Home,805123,216646,Yoane Wissa,yoane-wissa,F,True,1.0,,1.0,5.0,1.0,5.0,1.0,,2.0,,,,,,,1.0,3.0,,,,0.0518408,,,,,,,,,,,,24.0,,,,,,6.0,,6.4,,,,,,1.0,2.0,,2.0,,8.0,1.0,7.0,0,,14.0,1.0,,,
2023-24,11352485,36,94,Brentford,Home,927083,446008,Bryan Mbeumo,bryan-mbeumo,F,False,,,,19.0,7.0,26.0,1.0,1.0,2.0,,,1.0,,,,5.0,7.0,6.0,,,0.0226552,0.079,,,,,,,1.0,,,,90.0,,,,,,29.0,,6.9,,,,,,6.0,2.0,,2.0,1.0,36.0,8.0,42.0,1,,68.0,5.0,,5.0,
2023-24,11352519,37,94,Brentford,Away,290927,144485,Ivan Toney,ivan-toney,F,False,,,,5.0,3.0,8.0,2.0,2.0,4.0,,,2.0,,,,,2.0,3.0,,,0.0248126,0.1519,0.1927,1.0,,,,,,,,,90.0,1.0,,,,,16.0,,6.7,,,,,1.0,,,,1.0,,12.0,5.0,17.0,3,,31.0,7.0,1.0,,
2023-24,11352519,37,94,Brentford,Away,805123,216646,Yoane Wissa,yoane-wissa,F,True,,,,7.0,1.0,8.0,,1.0,1.0,1.0,,,,,,,,1.0,,,0.0730903,0.1137,0.7032,,1.0,1.0,,,,,2.0,,27.0,1.0,,,,,,,8.3,,,,,1.0,,,,,,7.0,1.0,8.0,1,,11.0,,,,
2023-24,11352519,37,94,Brentford,Away,927083,446008,Bryan Mbeumo,bryan-mbeumo,F,False,,,2.0,14.0,4.0,18.0,,1.0,6.0,1.0,1.0,1.0,1.0,,,2.0,4.0,4.0,,,0.324542,0.4986,0.4217,,1.0,1.0,,,,1.0,2.0,,90.0,1.0,,,,,22.0,,8.2,,,1.0,,,2.0,1.0,,3.0,,26.0,6.0,31.0,3,,52.0,5.0,2.0,1.0,
2023-24,11352549,38,94,Brentford,Home,268903,115382,Neal Maupay,neal-maupay,F,True,,,,3.0,1.0,4.0,,,,,,,,,,,2.0,,,,0.00672082,,,1.0,0.0,,,,,,,,16.0,,,,,,2.0,,6.3,,,,,,1.0,,,,,3.0,2.0,5.0,0,,8.0,,,,
2023-24,11352549,38,94,Brentford,Home,290927,144485,Ivan Toney,ivan-toney,F,False,,,,8.0,5.0,13.0,3.0,1.0,4.0,,2.0,,1.0,,,,7.0,6.0,,,0.0148226,0.5617,0.5589,2.0,1.0,,,,,,1.0,,90.0,2.0,,,,,12.0,,6.4,,,2.0,,1.0,2.0,,,1.0,,12.0,7.0,19.0,4,1.0,37.0,5.0,3.0,1.0,
2023-24,11352549,38,94,Brentford,Home,805123,216646,Yoane Wissa,yoane-wissa,F,False,,,2.0,10.0,4.0,14.0,,1.0,1.0,1.0,,1.0,1.0,,,,2.0,4.0,,,0.0831076,0.3215,0.4622,2.0,1.0,1.0,,,,,1.0,,84.0,1.0,,,,,7.0,,8.1,,,2.0,,1.0,1.0,,,5.0,,15.0,4.0,19.0,4,,30.0,1.0,3.0,,
2023-24,11352549,38,94,Brentford,Home,927083,446008,Bryan Mbeumo,bryan-mbeumo,F,False,,,2.0,17.0,3.0,20.0,,,3.0,1.0,,,1.0,,,,7.0,4.0,,,0.118609,,,1.0,0.0,,,,,,1.0,,90.0,,1.0,,,,19.0,,6.7,,,,,1.0,7.0,3.0,,2.0,,26.0,5.0,28.0,0,1.0,49.0,2.0,1.0,2.0,
