matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2444576,11.0,2024-11-10 14:00:00,4,Newcastle,Away,189.0,10.0,1.0,5.0,4.0,1.0,1.0,243.0,2.0,,4.0,3.0,10.0,16.0,427.0,,,17.0,15.0,22.0,9.0,2.0,3.0,3.0,,,,,1.0,,,,13.0,,,,,,1.0,5.0,7.0,2.0,12.0,5.0,,77.0,57.0,1.0,1.0,1.0,3.0,7.0,4.0,6.0,,,5.0,12.0,9.0,,17.0,,56.0,50.0,3.0,20.0,13.0,,1.0,,,,,,62.0,6.0,13.0,2.0,,4.0,3.0,,175.0,2.0,,,2.0,,1.0,3.0,,,2.0,3.0,,,,,13.0,,14.0,14.0,2.0,4.0,117.0,47.0,33.0,4.0,,4.0,9.0,6.0,472.0,,,3.0,1.0,,79.0,70.0,40.0,,,,,,142.0,142.0,3.0,22.0,25.0,56.3,,,3.0,,11.0,0.0,,,,125.0,2.0,,2.0,1.0,3.0,7.0,1.0,1.0,3.0,140.0,408.0,7.0,13.0,208.0,22.0,20.0,14.0,4.0,28.0,24.0,,4.0,178.0,5.0,314.0,3.0,,15.0,10.0,38.0,,494.0,1.0,0.0,17.0,13.0,1.0,20.0,1.0,706.0,33.0,19.0,2.0,5.0,8.0,0.0
2444588,12.0,2024-11-25 20:00:00,4,Newcastle,Home,183.0,9.0,2.0,10.0,8.0,1.0,,260.0,3.0,1.0,9.0,3.0,7.0,14.0,433.0,,,22.0,15.0,7.0,10.0,2.0,3.0,,,,,,,,,,15.0,,,,,,,8.0,7.0,8.0,14.0,4.0,,80.0,62.0,1.0,2.0,,2.0,5.0,6.0,8.0,,,8.0,18.0,12.0,,18.0,2.0,59.0,40.0,2.0,20.0,10.0,,,,,,,,72.0,11.0,7.0,,,1.0,,,175.0,,,,,,,4.0,,,,,,,,,10.0,,7.0,7.0,,9.0,127.0,65.0,41.0,3.0,,7.0,5.0,2.0,491.0,,,5.0,2.0,,72.0,90.0,51.0,,,,,,145.0,145.0,5.0,20.0,28.0,52.8,,,,1.0,14.0,0.0,,,,127.0,1.0,3.0,4.0,2.0,,10.0,,,5.0,143.0,417.0,5.0,12.0,197.0,29.0,20.0,13.0,5.0,35.0,30.0,,,190.0,3.0,347.0,,1.0,11.0,8.0,35.0,1.0,509.0,,0.0,18.0,21.0,1.0,22.0,1.0,725.0,40.0,15.0,5.0,8.0,13.0,0.0
2444593,13.0,2024-11-30 15:00:00,4,Newcastle,Away,192.0,15.0,2.0,2.0,,,,148.0,4.0,1.0,7.0,3.0,7.0,29.0,338.0,1.0,1.0,20.0,18.0,16.0,,1.0,1.0,,,,,,,,,,,,,,,,,5.0,12.0,4.0,1.0,,,64.0,49.0,,,,2.0,8.0,1.0,9.0,1.0,,9.0,7.0,4.0,,14.0,1.0,66.0,46.0,2.0,25.0,14.0,,1.0,,,,,,46.0,11.0,12.0,,,4.0,3.0,,145.0,,,,,,,8.0,,,,3.0,,,,,14.0,,8.0,8.0,,7.0,103.0,71.0,41.0,8.0,,,1.0,,396.0,,,5.0,2.0,,60.0,59.0,30.0,,,,,,146.0,146.0,4.0,15.0,23.0,51.2,,2.0,,,14.0,0.0,,,,106.0,3.0,,2.0,,,,1.0,,3.0,74.0,323.0,8.0,1.0,208.0,31.0,25.0,22.0,8.0,22.0,14.0,,,112.0,3.0,232.0,3.0,1.0,10.0,7.0,48.0,2.0,418.0,1.0,0.0,1.0,12.0,1.0,22.0,3.0,612.0,12.0,10.0,6.0,9.0,9.0,0.0
2444608,14.0,2024-12-04 19:30:00,4,Newcastle,Home,157.0,12.0,,2.0,2.0,,1.0,122.0,3.0,1.0,11.0,1.0,5.0,15.0,277.0,,3.0,17.0,9.0,9.0,9.0,1.0,1.0,4.0,1.0,,1.0,,,,,,13.0,,,,1.0,,2.0,5.0,14.0,2.0,9.0,8.0,,40.0,54.0,3.0,2.0,2.0,2.0,6.0,4.0,7.0,,,5.0,5.0,4.0,1.0,14.0,2.0,48.0,52.0,2.0,15.0,6.0,,1.0,,,,,,43.0,9.0,17.0,2.0,,5.0,3.0,1.0,126.0,3.0,1.0,2.0,2.0,1.0,,6.0,,,2.0,3.0,,,,,6.0,1.0,5.0,5.0,,12.0,74.0,62.0,33.0,6.0,,4.0,9.0,6.0,326.0,,,6.0,1.0,,44.0,39.0,26.0,,,,,,128.0,128.0,4.0,12.0,25.0,41.3,1.0,2.0,1.0,,16.0,0.0,,,,110.0,1.0,1.0,2.0,2.0,4.0,7.0,,,4.0,63.0,259.0,6.0,13.0,175.0,22.0,15.0,21.0,4.0,16.0,12.0,,4.0,95.0,2.0,191.0,3.0,1.0,9.0,6.0,36.0,4.0,350.0,,0.0,17.0,14.0,4.0,20.0,2.0,553.0,21.0,9.0,12.0,5.0,10.0,0.0
2444611,15.0,2024-12-07 15:00:00,4,Newcastle,Away,224.0,11.0,,4.0,4.0,,,208.0,6.0,2.0,10.0,2.0,10.0,10.0,428.0,1.0,,20.0,11.0,9.0,10.0,,2.0,,,,,,,,,,13.0,,,1.0,,,1.0,5.0,8.0,3.0,10.0,6.0,,71.0,53.0,3.0,2.0,1.0,1.0,6.0,2.0,9.0,1.0,,4.0,12.0,8.0,,12.0,2.0,49.0,45.0,1.0,25.0,12.0,1.0,1.0,,,,,,45.0,7.0,10.0,2.0,,1.0,2.0,,168.0,2.0,,2.0,2.0,,,9.0,,,2.0,2.0,,,,1.0,12.0,1.0,3.0,3.0,1.0,10.0,130.0,55.0,33.0,3.0,,7.0,5.0,3.0,468.0,,,2.0,,,55.0,69.0,27.0,,,,,,130.0,130.0,3.0,25.0,15.0,56.2,1.0,,,2.0,14.0,0.0,,,,126.0,2.0,2.0,4.0,1.0,,11.0,,,5.0,114.0,404.0,6.0,12.0,247.0,24.0,25.0,26.0,2.0,24.0,22.0,,,139.0,,272.0,2.0,2.0,12.0,10.0,35.0,2.0,495.0,3.0,0.0,16.0,12.0,,24.0,0.0,713.0,40.0,13.0,14.0,4.0,5.0,0.0
2444626,16.0,2024-12-14 15:00:00,4,Newcastle,Home,292.0,19.0,,5.0,5.0,,1.0,266.0,2.0,,2.0,1.0,5.0,20.0,553.0,1.0,2.0,18.0,13.0,11.0,19.0,,4.0,3.0,,,1.0,,,,,,20.0,,,,,,2.0,4.0,2.0,2.0,20.0,7.0,,111.0,53.0,4.0,2.0,3.0,2.0,14.0,7.0,8.0,,,5.0,11.0,2.0,,12.0,1.0,50.0,45.0,2.0,13.0,7.0,,,,,,,,60.0,7.0,15.0,3.0,,6.0,1.0,1.0,194.0,3.0,,3.0,1.0,2.0,,3.0,,,2.0,2.0,,,,1.0,7.0,,6.0,6.0,1.0,2.0,159.0,60.0,41.0,2.0,1.0,7.0,15.0,11.0,609.0,,,3.0,3.0,,76.0,89.0,28.0,,,,,,128.0,128.0,3.0,23.0,24.0,59.4,,,,,17.0,0.0,,,,169.0,1.0,,1.0,1.0,3.0,9.0,,,5.0,150.0,531.0,14.0,22.0,318.0,28.0,13.0,22.0,1.0,15.0,14.0,,3.0,190.0,2.0,330.0,2.0,,14.0,6.0,38.0,,633.0,1.0,0.0,27.0,8.0,3.0,18.0,3.0,827.0,54.0,12.0,11.0,5.0,5.0,0.0
2444635,17.0,2024-12-21 15:00:00,4,Newcastle,Away,401.0,21.0,,5.0,5.0,,,141.0,5.0,,3.0,1.0,7.0,21.0,537.0,,3.0,19.0,8.0,8.0,10.0,,1.0,4.0,,,,,,,,1.0,14.0,,,,,1.0,,3.0,8.0,2.0,13.0,2.0,,81.0,55.0,6.0,4.0,2.0,3.0,8.0,1.0,4.0,,1.0,1.0,8.0,2.0,,6.0,1.0,28.0,42.0,3.0,15.0,6.0,,,,,,,,54.0,7.0,9.0,4.0,,,,,185.0,3.0,,3.0,3.0,,,8.0,,,4.0,,,,,1.0,6.0,1.0,6.0,6.0,,3.0,187.0,67.0,34.0,2.0,,6.0,7.0,7.0,594.0,,,4.0,,,35.0,49.0,26.0,,,,,,106.0,106.0,5.0,25.0,22.0,58.4,1.0,,,,12.0,0.0,,,,163.0,1.0,1.0,2.0,1.0,4.0,7.0,,,5.0,71.0,521.0,8.0,13.0,419.0,32.0,15.0,15.0,,10.0,10.0,,4.0,112.0,3.0,207.0,,,21.0,8.0,53.0,1.0,616.0,,0.0,15.0,15.0,6.0,19.0,0.0,773.0,35.0,11.0,11.0,1.0,10.0,0.0
2444646,18.0,2024-12-26 15:00:00,4,Newcastle,Home,189.0,20.0,1.0,4.0,3.0,,,319.0,1.0,,5.0,1.0,16.0,23.0,504.0,1.0,1.0,7.0,8.0,14.0,12.0,,2.0,,,1.0,1.0,,,,,,19.0,,,1.0,,,,6.0,2.0,2.0,16.0,6.0,,80.0,54.0,2.0,2.0,1.0,6.0,4.0,7.0,10.0,,1.0,9.0,9.0,4.0,,13.0,1.0,47.0,41.0,6.0,19.0,12.0,,,,,,,,56.0,15.0,10.0,2.0,,2.0,,1.0,138.0,2.0,,1.0,2.0,,,3.0,,,3.0,1.0,,,,1.0,12.0,1.0,8.0,8.0,,5.0,169.0,42.0,37.0,6.0,1.0,3.0,11.0,8.0,530.0,,,1.0,,,70.0,80.0,37.0,,,,,,88.0,88.0,9.0,16.0,24.0,62.8,1.0,,,,6.0,0.0,,,,163.0,,1.0,1.0,,,7.0,1.0,,5.0,154.0,488.0,4.0,14.0,198.0,28.0,19.0,8.0,5.0,18.0,13.0,,,183.0,,370.0,2.0,,4.0,17.0,32.0,5.0,550.0,4.0,0.0,22.0,11.0,1.0,7.0,2.0,715.0,49.0,8.0,6.0,9.0,8.0,0.0
2444657,19.0,2024-12-30 20:00:00,4,Newcastle,Away,247.0,21.0,,4.0,4.0,1.0,,201.0,4.0,,6.0,1.0,8.0,26.0,444.0,,,17.0,10.0,9.0,9.0,,2.0,1.0,,,,,,,,2.0,10.0,,,,1.0,,,2.0,7.0,3.0,7.0,5.0,,96.0,58.0,3.0,3.0,1.0,2.0,5.0,4.0,4.0,1.0,,3.0,7.0,1.0,,13.0,,47.0,47.0,2.0,16.0,11.0,,1.0,,,,,,43.0,8.0,13.0,1.0,,2.0,2.0,,152.0,1.0,,1.0,1.0,,,6.0,,,2.0,1.0,,,,1.0,11.0,1.0,8.0,8.0,1.0,6.0,127.0,49.0,24.0,2.0,1.0,3.0,7.0,4.0,498.0,,,5.0,,,39.0,82.0,20.0,,,,,,124.0,124.0,5.0,27.0,20.0,47.2,1.0,,,,15.0,0.0,,,,143.0,1.0,,,1.0,1.0,4.0,,,3.0,114.0,432.0,5.0,10.0,271.0,36.0,16.0,19.0,2.0,12.0,10.0,,1.0,143.0,2.0,259.0,1.0,,17.0,8.0,56.0,4.0,518.0,,0.0,12.0,19.0,3.0,18.0,1.0,702.0,19.0,11.0,6.0,3.0,16.0,0.0
2444668,20.0,2025-01-04 12:30:00,4,Newcastle,Away,125.0,19.0,3.0,3.0,,1.0,,162.0,4.0,,3.0,3.0,9.0,18.0,284.0,,1.0,18.0,22.0,20.0,8.0,2.0,5.0,2.0,,,,,,,,,9.0,,,,,,,5.0,9.0,4.0,11.0,3.0,,49.0,46.0,3.0,2.0,2.0,6.0,6.0,7.0,5.0,,,10.0,2.0,2.0,,15.0,2.0,64.0,54.0,6.0,30.0,11.0,,,0.955761,2.5257,,2.2034,1.2321,39.0,15.0,10.0,2.0,,1.0,3.0,,145.0,2.0,,2.0,2.0,,,5.0,,,2.0,1.0,,,,1.0,11.0,,9.0,9.0,3.0,3.0,75.0,49.0,30.0,9.0,,2.0,10.0,4.0,337.0,,,3.0,3.0,,42.0,53.0,30.0,,,,,,125.0,125.0,4.0,15.0,19.0,43.2,,,3.0,1.0,16.0,0.0,,,,90.0,1.0,2.0,3.0,1.0,2.0,3.0,,,4.0,88.0,272.0,6.0,12.0,145.0,29.0,30.0,17.0,8.0,15.0,7.0,,2.0,120.0,3.0,229.0,2.0,,10.0,9.0,37.0,1.0,359.0,,0.0,14.0,17.0,3.0,22.0,4.0,569.0,28.0,5.0,7.0,10.0,10.0,0.0
2444679,21.0,2025-01-15 19:30:00,4,Newcastle,Home,269.0,13.0,2.0,5.0,3.0,1.0,,243.0,6.0,1.0,7.0,2.0,13.0,20.0,507.0,1.0,4.0,15.0,6.0,18.0,10.0,1.0,1.0,1.0,,,,,,,,,15.0,,,,1.0,,1.0,4.0,8.0,5.0,11.0,6.0,,73.0,68.0,3.0,1.0,2.0,,9.0,7.0,9.0,,,4.0,7.0,6.0,,19.0,1.0,49.0,59.0,,16.0,7.0,,,,,,,,55.0,10.0,11.0,3.0,,1.0,1.0,,176.0,2.0,,2.0,2.0,,,6.0,,,3.0,,,,,,7.0,1.0,12.0,12.0,,7.0,171.0,56.0,48.0,2.0,,5.0,8.0,5.0,562.0,,,2.0,1.0,,70.0,79.0,28.0,,,,,,135.0,135.0,3.0,23.0,34.0,60.7,1.0,,,,23.0,0.0,,,,164.0,5.0,2.0,7.0,,1.0,5.0,,,5.0,116.0,488.0,9.0,13.0,296.0,20.0,16.0,22.0,3.0,17.0,14.0,,1.0,154.0,4.0,305.0,,1.0,9.0,13.0,35.0,3.0,584.0,2.0,0.0,17.0,14.0,5.0,15.0,0.0,797.0,34.0,17.0,16.0,4.0,11.0,0.0
2444687,22.0,2025-01-18 12:30:00,4,Newcastle,Home,158.0,11.0,3.0,3.0,,1.0,,155.0,5.0,1.0,6.0,2.0,3.0,8.0,310.0,,,28.0,15.0,16.0,5.0,1.0,3.0,,,,1.0,,,,,,6.0,,,,,,3.0,3.0,16.0,3.0,7.0,6.0,,40.0,44.0,1.0,1.0,,1.0,7.0,5.0,16.0,,,7.0,13.0,3.0,,13.0,4.0,59.0,59.0,1.0,32.0,11.0,2.0,1.0,,,,,,46.0,7.0,18.0,,,5.0,6.0,1.0,165.0,1.0,1.0,1.0,,1.0,,9.0,,,,,,,,,11.0,,3.0,3.0,1.0,6.0,98.0,45.0,27.0,6.0,1.0,2.0,5.0,5.0,370.0,,,3.0,1.0,,43.0,48.0,34.0,,,,,,153.0,153.0,1.0,22.0,15.0,55.2,,,,,23.0,0.0,,,,92.0,5.0,1.0,6.0,,,3.0,1.0,,4.0,91.0,293.0,7.0,7.0,196.0,23.0,32.0,16.0,6.0,28.0,22.0,,,124.0,2.0,227.0,,1.0,13.0,4.0,33.0,1.0,395.0,2.0,0.0,13.0,17.0,,29.0,1.0,626.0,34.0,19.0,8.0,7.0,8.0,0.0
2444697,23.0,2025-01-25 15:00:00,4,Newcastle,Away,190.0,8.0,,1.0,1.0,1.0,,168.0,2.0,1.0,3.0,1.0,9.0,9.0,357.0,,5.0,10.0,21.0,4.0,12.0,,3.0,,,,,,,,,2.0,12.0,1.0,,,,,1.0,3.0,7.0,5.0,10.0,7.0,,75.0,52.0,4.0,3.0,3.0,2.0,4.0,4.0,9.0,,1.0,8.0,1.0,3.0,,12.0,2.0,56.0,40.0,2.0,19.0,8.0,,,,,,,,39.0,5.0,10.0,2.0,,2.0,1.0,,155.0,2.0,,2.0,2.0,,,5.0,,,2.0,,,,,,8.0,1.0,11.0,11.0,1.0,3.0,92.0,57.0,32.0,3.0,1.0,3.0,11.0,9.0,410.0,,,3.0,1.0,,30.0,69.0,24.0,,,,,1.0,120.0,120.0,6.0,20.0,23.0,47.3,,,3.0,,10.0,0.0,,,,106.0,3.0,1.0,4.0,,,4.0,,,4.0,96.0,347.0,4.0,14.0,209.0,22.0,19.0,16.0,6.0,11.0,5.0,108326.1,,127.0,2.0,230.0,,1.0,13.0,11.0,32.0,4.0,428.0,,0.0,17.0,19.0,7.0,11.0,0.0,606.0,34.0,12.0,7.0,8.0,12.0,0.0
2444707,24.0,2025-02-01 15:00:00,4,Newcastle,Home,179.0,20.0,1.0,5.0,4.0,1.0,1.0,158.0,4.0,,9.0,,9.0,23.0,332.0,,1.0,20.0,13.0,14.0,7.0,2.0,1.0,2.0,,,,,,,,,7.0,,,2.0,,,3.0,6.0,10.0,5.0,9.0,2.0,,47.0,46.0,2.0,2.0,1.0,5.0,6.0,1.0,9.0,,,3.0,11.0,1.0,,13.0,1.0,52.0,38.0,5.0,24.0,17.0,,,1.15738,0.7503,,1.6833,1.5419,47.0,10.0,15.0,1.0,,2.0,3.0,,129.0,,,,,,,10.0,,,1.0,1.0,,,,,17.0,2.0,4.0,4.0,,9.0,107.0,58.0,34.0,7.0,,5.0,4.0,4.0,377.0,,,7.0,2.0,,49.0,46.0,37.0,,,,,,127.0,127.0,1.0,17.0,19.0,47.8,2.0,3.0,,1.0,19.0,0.0,,,,120.0,,2.0,2.0,1.0,2.0,6.0,,,5.0,84.0,315.0,6.0,10.0,196.0,31.0,24.0,10.0,2.0,17.0,15.0,112938.56,2.0,116.0,2.0,224.0,1.0,,14.0,10.0,51.0,4.0,403.0,4.0,0.0,11.0,7.0,1.0,21.0,4.0,594.0,32.0,17.0,3.0,4.0,2.0,0.0
2444716,25.0,2025-02-15 15:00:00,4,Newcastle,Away,172.0,4.0,,3.0,3.0,1.0,1.0,123.0,2.0,3.0,10.0,2.0,4.0,15.0,292.0,,,14.0,8.0,5.0,3.0,,1.0,,,,,,,,,,2.0,,,,,,,7.0,7.0,4.0,3.0,,,59.0,42.0,,,,1.0,7.0,1.0,8.0,,,4.0,5.0,5.0,,7.0,2.0,39.0,37.0,1.0,20.0,8.0,,1.0,0.207565,0.4827,,0.3824,2.7622,29.0,13.0,5.0,,,2.0,1.0,,112.0,,,,,,,4.0,,,,1.0,,,,,8.0,,7.0,7.0,1.0,10.0,99.0,37.0,21.0,7.0,,1.0,2.0,1.0,339.0,,,2.0,1.0,,54.0,46.0,22.0,,,,,,97.0,97.0,1.0,14.0,17.0,38.4,,,,,19.0,0.0,,,,83.0,2.0,1.0,3.0,1.0,,1.0,,,5.0,64.0,281.0,7.0,3.0,194.0,20.0,20.0,4.0,3.0,14.0,11.0,109352.96,,91.0,5.0,173.0,2.0,3.0,9.0,5.0,34.0,3.0,353.0,,0.0,3.0,26.0,6.0,15.0,1.0,504.0,10.0,10.0,1.0,4.0,15.0,0.0
2444728,26.0,2025-02-23 14:00:00,4,Newcastle,Home,218.0,10.0,1.0,3.0,2.0,1.0,1.0,164.0,5.0,,8.0,5.0,10.0,15.0,379.0,1.0,,17.0,15.0,20.0,4.0,2.0,1.0,2.0,,,,,,,,,8.0,1.0,,,1.0,,3.0,6.0,10.0,7.0,13.0,,,67.0,56.0,1.0,2.0,2.0,1.0,5.0,5.0,6.0,,1.0,7.0,8.0,2.0,,16.0,,58.0,63.0,1.0,36.0,23.0,1.0,3.0,0.805999,2.9087,,2.6398,1.9912,46.0,11.0,11.0,3.0,,3.0,2.0,,160.0,2.0,,2.0,1.0,1.0,1.0,9.0,,,2.0,2.0,,,,1.0,23.0,1.0,11.0,11.0,,8.0,118.0,65.0,34.0,6.0,1.0,3.0,5.0,5.0,439.0,,,7.0,3.0,,57.0,54.0,33.0,,,,,1.0,148.0,148.0,3.0,15.0,29.0,57.1,1.0,,3.0,1.0,19.0,0.0,,,,118.0,,2.0,2.0,,2.0,3.0,1.0,,3.0,87.0,362.0,5.0,8.0,241.0,26.0,36.0,25.0,6.0,18.0,12.0,109640.43,3.0,127.0,5.0,240.0,2.0,,14.0,10.0,40.0,1.0,463.0,1.0,0.0,13.0,20.0,,22.0,1.0,691.0,35.0,12.0,13.0,7.0,13.0,0.0
2444738,27.0,2025-02-26 20:15:00,4,Newcastle,Away,136.0,12.0,,1.0,1.0,,,174.0,5.0,2.0,3.0,2.0,4.0,16.0,309.0,,,14.0,9.0,5.0,1.0,,,1.0,,,1.0,,,,,,2.0,,,,,,,5.0,9.0,3.0,2.0,1.0,,54.0,40.0,1.0,1.0,,,11.0,1.0,8.0,,,2.0,5.0,6.0,,14.0,1.0,53.0,43.0,,20.0,6.0,,1.0,0.293983,0.2281,0.0437,,1.0884,47.0,11.0,12.0,,1.0,1.0,1.0,1.0,127.0,,,,,,,9.0,,,,1.0,,,,,6.0,,5.0,5.0,,3.0,91.0,47.0,27.0,4.0,,1.0,,,344.0,,,4.0,1.0,,45.0,58.0,25.0,,,,,,118.0,118.0,3.0,13.0,21.0,38.8,,,,,15.0,0.0,,,,94.0,1.0,,1.0,1.0,1.0,2.0,,,5.0,90.0,294.0,11.0,1.0,148.0,18.0,20.0,18.0,2.0,14.0,12.0,112984.58,1.0,117.0,,232.0,1.0,2.0,10.0,4.0,33.0,1.0,366.0,2.0,0.0,3.0,20.0,1.0,18.0,1.0,538.0,16.0,16.0,7.0,2.0,12.0,0.0
2444748,28.0,2025-03-10 20:00:00,4,Newcastle,Away,150.0,8.0,2.0,7.0,5.0,,,209.0,1.0,1.0,7.0,4.0,1.0,18.0,352.0,,1.0,18.0,16.0,13.0,7.0,,1.0,,,,,,,,,,8.0,,,,,,,7.0,4.0,5.0,6.0,3.0,,68.0,49.0,2.0,2.0,1.0,3.0,12.0,3.0,7.0,,,4.0,12.0,6.0,,8.0,,53.0,42.0,3.0,25.0,14.0,,,0.998985,1.4017,,2.0493,0.0503,57.0,15.0,6.0,,,,,,140.0,1.0,,1.0,1.0,,,6.0,,,1.0,1.0,,,,,14.0,,8.0,8.0,2.0,7.0,105.0,55.0,25.0,3.0,1.0,2.0,6.0,3.0,418.0,,,4.0,,,70.0,61.0,29.0,,,,,,134.0,134.0,4.0,19.0,19.0,48.6,,,,2.0,25.0,0.0,,,,120.0,1.0,1.0,2.0,,,3.0,,,3.0,131.0,347.0,12.0,8.0,163.0,19.0,25.0,18.0,3.0,21.0,18.0,116330.21,,177.0,,291.0,1.0,1.0,22.0,1.0,47.0,1.0,433.0,,0.0,9.0,12.0,1.0,22.0,1.0,635.0,30.0,19.0,11.0,4.0,5.0,0.0
2444758,29.0,2025-04-16 19:30:00,4,Newcastle,Home,291.0,15.0,1.0,2.0,2.0,1.0,,165.0,3.0,1.0,10.0,5.0,10.0,28.0,454.0,1.0,,15.0,9.0,14.0,7.0,1.0,2.0,3.0,,,,,1.0,,,,10.0,,,,,,2.0,4.0,8.0,3.0,9.0,5.0,,71.0,47.0,5.0,3.0,2.0,1.0,8.0,3.0,1.0,,,5.0,6.0,2.0,1.0,5.0,1.0,29.0,38.0,1.0,24.0,10.0,,1.0,0.646214,1.5357,,2.3946,1.0462,42.0,9.0,15.0,3.0,,,,,163.0,4.0,,2.0,3.0,1.0,1.0,4.0,,,3.0,1.0,,,,,10.0,,6.0,6.0,1.0,10.0,146.0,69.0,40.0,4.0,,3.0,9.0,7.0,514.0,,,3.0,,,68.0,72.0,23.0,,1.0,1.0,1.0,,115.0,115.0,2.0,15.0,21.0,59.7,,,,1.0,22.0,0.0,,,,156.0,3.0,1.0,3.0,,3.0,4.0,1.0,,5.0,74.0,438.0,8.0,12.0,307.0,32.0,24.0,9.0,5.0,12.0,8.0,112311.15,4.0,109.0,4.0,241.0,1.0,1.0,18.0,10.0,53.0,2.0,536.0,1.0,0.0,14.0,8.0,,15.0,2.0,701.0,17.0,10.0,3.0,5.0,4.0,0.0
2444768,30.0,2025-04-02 19:45:00,4,Newcastle,Home,150.0,11.0,1.0,4.0,3.0,1.0,,158.0,1.0,2.0,7.0,3.0,7.0,13.0,304.0,,,21.0,17.0,15.0,13.0,1.0,2.0,2.0,,,,,,,1.0,,19.0,,,,,,,7.0,10.0,2.0,15.0,6.0,,56.0,52.0,2.0,1.0,1.0,,9.0,8.0,9.0,,,4.0,4.0,2.0,,8.0,,48.0,57.0,,32.0,15.0,,,1.1861,1.287,,1.5957,1.2776,62.0,12.0,12.0,1.0,,,,,152.0,2.0,,1.0,2.0,,,2.0,,,2.0,2.0,,,,,15.0,,7.0,7.0,1.0,7.0,96.0,65.0,23.0,5.0,1.0,8.0,8.0,4.0,383.0,,,6.0,1.0,,52.0,49.0,25.0,1.0,1.0,1.0,,,132.0,132.0,1.0,19.0,23.0,48.4,,,,,17.0,0.0,,,,98.0,2.0,,2.0,,2.0,9.0,1.0,,4.0,94.0,294.0,9.0,16.0,171.0,28.0,32.0,13.0,3.0,9.0,6.0,114516.06,2.0,141.0,1.0,240.0,3.0,2.0,19.0,7.0,43.0,2.0,402.0,,0.0,21.0,21.0,1.0,24.0,1.0,614.0,34.0,12.0,10.0,4.0,18.0,0.0
