matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
695010,11,2013-11-10 12:00:00,4,Newcastle,Away,92.0,9.0,1.0,1.0,,1.0,,73.0,4.0,2.0,,3.0,8.0,4.0,164.0,,1.0,19.0,14.0,12.0,2.0,1.0,,,,,,,,,,,,1.0,4.0,,,,,,1.0,,14.0,17.0,,,45.0,65.0,1.0,,1.0,7.0,11.0,1.0,10.0,,,4.0,2.0,,,12.0,7.0,58.0,56.0,7.0,47.0,18.0,,1.0,48.0,15.0,5.0,1.0,,2.0,2.0,,109.0,1.0,,1.0,1.0,,,12.0,1.0,2.0,,18.0,,14.0,14.0,,,59.0,69.0,23.0,11.0,,2.0,2.0,4.0,241.0,7.0,6.0,,38.0,28.0,9.0,,,,,157.0,157.0,1.0,26.0,27.0,34.7,,2.0,11.0,0.0,43.0,8.0,6.0,14.0,,2.0,,3.0,,3.0,31.0,160.0,7.0,4.0,115.0,21.0,47.0,18.0,4.0,8.0,4.0,,74.0,12.0,149.0,2.0,2.0,19.0,9.0,30.0,8.0,256.0,,0.0,8.0,29.0,6.0,21.0,2.0,509.0,,14.0,10.0,4.0,24.0,0.0
695016,12,2013-11-23 15:00:00,4,Newcastle,Home,223.0,20.0,2.0,3.0,2.0,6.0,,165.0,2.0,,,7.0,12.0,28.0,385.0,1.0,1.0,16.0,19.0,18.0,15.0,1.0,,2.0,,,,,1.0,,,,,,17.0,,,,,,,4.0,8.0,2.0,,,85.0,57.0,2.0,1.0,2.0,2.0,13.0,6.0,6.0,,1.0,6.0,8.0,5.0,,11.0,1.0,51.0,56.0,2.0,38.0,20.0,,,51.0,8.0,7.0,2.0,,2.0,,1.0,154.0,1.0,1.0,1.0,,1.0,,8.0,1.0,,,20.0,,21.0,21.0,3.0,,108.0,86.0,49.0,5.0,,9.0,8.0,5.0,445.0,2.0,4.0,,47.0,50.0,13.0,,,,,129.0,129.0,5.0,26.0,24.0,48.8,,1.0,13.0,0.0,110.0,1.0,,1.0,,,2.0,10.0,,3.0,69.0,378.0,11.0,17.0,240.0,34.0,38.0,23.0,5.0,17.0,13.0,3.0,99.0,11.0,234.0,,,25.0,16.0,53.0,2.0,457.0,1.0,0.0,21.0,18.0,3.0,18.0,0.0,677.0,,10.0,15.0,6.0,10.0,0.0
695027,13,2013-11-30 17:30:00,4,Newcastle,Home,186.0,22.0,,4.0,4.0,9.0,,173.0,2.0,2.0,2.0,8.0,12.0,31.0,355.0,,1.0,16.0,33.0,31.0,9.0,,,1.0,,,,,,,,,,,12.0,,,,,,1.0,5.0,8.0,6.0,,,67.0,62.0,,,,,14.0,3.0,6.0,,2.0,3.0,14.0,5.0,,8.0,1.0,72.0,71.0,,22.0,13.0,,1.0,64.0,15.0,15.0,1.0,,,,,148.0,1.0,,,1.0,,,10.0,1.0,3.0,,13.0,,15.0,15.0,,2.0,118.0,86.0,43.0,3.0,1.0,4.0,6.0,6.0,425.0,4.0,,,53.0,57.0,18.0,,,,,148.0,148.0,2.0,29.0,23.0,53.1,,,14.0,0.0,114.0,,,,,1.0,1.0,5.0,1.0,2.0,74.0,341.0,5.0,10.0,200.0,42.0,22.0,16.0,2.0,21.0,19.0,1.0,124.0,20.0,268.0,4.0,2.0,27.0,12.0,62.0,4.0,447.0,1.0,0.0,14.0,23.0,2.0,21.0,1.0,644.0,,3.0,5.0,3.0,19.0,0.0
695038,14,2013-12-04 19:45:00,4,Newcastle,Away,149.0,17.0,1.0,4.0,3.0,8.0,,162.0,4.0,,4.0,9.0,9.0,36.0,307.0,,,21.0,10.0,12.0,7.0,1.0,,,,1.0,,,1.0,1.0,,1.0,,,12.0,,,,,,,4.0,8.0,6.0,,,58.0,65.0,,,,2.0,13.0,6.0,11.0,,3.0,1.0,10.0,4.0,,13.0,1.0,46.0,57.0,2.0,22.0,12.0,1.0,,57.0,8.0,3.0,,,1.0,,1.0,140.0,,,,,,,6.0,,3.0,,12.0,,24.0,24.0,3.0,4.0,89.0,60.0,42.0,5.0,,2.0,6.0,3.0,374.0,2.0,4.0,1.0,38.0,51.0,11.0,,,,,135.0,135.0,4.0,37.0,15.0,34.6,,,13.0,0.0,97.0,1.0,2.0,3.0,,1.0,,5.0,1.0,3.0,66.0,300.0,2.0,8.0,176.0,27.0,22.0,19.0,1.0,15.0,14.0,1.0,102.0,14.0,223.0,3.0,,25.0,9.0,57.0,,384.0,,0.0,14.0,27.0,,22.0,2.0,600.0,,23.0,15.0,1.0,18.0,0.0
695045,15,2013-12-07 12:45:00,4,Newcastle,Away,149.0,21.0,,5.0,5.0,5.0,,212.0,2.0,3.0,2.0,5.0,16.0,27.0,356.0,,1.0,28.0,13.0,20.0,8.0,,,,,,,,,,,,,,9.0,,,,,,,4.0,6.0,2.0,,,63.0,66.0,,,,1.0,15.0,1.0,8.0,1.0,,4.0,6.0,8.0,,15.0,3.0,62.0,74.0,1.0,22.0,13.0,,,63.0,18.0,11.0,,,1.0,,,151.0,1.0,,1.0,1.0,,,6.0,1.0,1.0,,13.0,,20.0,20.0,2.0,2.0,113.0,73.0,40.0,4.0,1.0,5.0,4.0,3.0,416.0,4.0,5.0,,57.0,79.0,20.0,,,,,148.0,148.0,4.0,28.0,22.0,52.9,,,15.0,0.0,111.0,3.0,1.0,3.0,,2.0,,5.0,,3.0,87.0,343.0,9.0,9.0,167.0,34.0,22.0,23.0,1.0,15.0,14.0,,125.0,12.0,286.0,1.0,3.0,21.0,17.0,52.0,2.0,438.0,,0.0,9.0,29.0,4.0,35.0,2.0,678.0,,15.0,15.0,4.0,19.0,0.0
695057,16,2013-12-14 15:00:00,4,Newcastle,Home,83.0,15.0,3.0,5.0,3.0,4.0,1.0,141.0,2.0,3.0,4.0,12.0,11.0,20.0,219.0,1.0,,30.0,12.0,19.0,6.0,4.0,,,,1.0,,,1.0,,,,,1.0,9.0,,,,,,3.0,1.0,3.0,5.0,,,45.0,60.0,1.0,2.0,1.0,2.0,17.0,3.0,4.0,,,11.0,12.0,5.0,,13.0,1.0,48.0,64.0,2.0,28.0,14.0,,,61.0,10.0,15.0,1.0,,3.0,2.0,1.0,147.0,,,,,,,3.0,,2.0,,14.0,,15.0,15.0,2.0,4.0,53.0,81.0,39.0,3.0,,6.0,4.0,5.0,286.0,3.0,3.0,,41.0,66.0,17.0,,,,,172.0,172.0,2.0,24.0,17.0,39.8,,1.0,17.0,0.0,74.0,1.0,1.0,2.0,,,,8.0,,3.0,70.0,200.0,11.0,10.0,101.0,27.0,28.0,19.0,9.0,27.0,19.0,,114.0,14.0,245.0,2.0,3.0,30.0,11.0,46.0,7.0,319.0,1.0,0.0,16.0,21.0,,34.0,1.0,569.0,,13.0,10.0,11.0,13.0,0.0
695062,17,2013-12-21 15:00:00,4,Newcastle,Away,300.0,18.0,3.0,3.0,1.0,,,192.0,4.0,1.0,11.0,6.0,18.0,30.0,489.0,1.0,2.0,15.0,17.0,20.0,7.0,1.0,,,,,,1.0,1.0,,,,,,8.0,1.0,,,1.0,,1.0,4.0,6.0,3.0,,,83.0,80.0,2.0,2.0,1.0,2.0,12.0,2.0,5.0,,,7.0,10.0,5.0,,18.0,1.0,58.0,64.0,2.0,24.0,18.0,,,62.0,14.0,10.0,,,3.0,1.0,1.0,194.0,1.0,,1.0,1.0,,,8.0,1.0,,1.0,18.0,1.0,20.0,20.0,1.0,11.0,144.0,100.0,51.0,3.0,2.0,3.0,6.0,6.0,568.0,1.0,3.0,,54.0,55.0,26.0,,,,1.0,155.0,155.0,4.0,34.0,30.0,66.9,1.0,1.0,12.0,0.0,162.0,2.0,2.0,4.0,,3.0,,5.0,,2.0,73.0,477.0,8.0,9.0,327.0,46.0,24.0,18.0,6.0,21.0,16.0,,118.0,5.0,277.0,,1.0,28.0,19.0,67.0,4.0,583.0,1.0,0.0,13.0,26.0,3.0,15.0,2.0,813.0,,6.0,10.0,7.0,18.0,0.0
695077,18,2013-12-26 15:00:00,4,Newcastle,Home,157.0,14.0,1.0,5.0,5.0,,,276.0,7.0,1.0,3.0,,11.0,27.0,428.0,,,23.0,15.0,11.0,15.0,1.0,,,,1.0,,,1.0,,,,,,21.0,1.0,1.0,1.0,1.0,,,1.0,5.0,6.0,,,55.0,48.0,3.0,3.0,2.0,,9.0,6.0,5.0,,,8.0,23.0,8.0,,8.0,,44.0,51.0,,10.0,7.0,,,53.0,10.0,8.0,4.0,,3.0,,1.0,137.0,3.0,,1.0,3.0,,,10.0,4.0,,,7.0,2.0,7.0,7.0,1.0,3.0,138.0,57.0,44.0,2.0,1.0,11.0,8.0,8.0,464.0,2.0,4.0,,66.0,70.0,26.0,,,,2.0,111.0,111.0,3.0,18.0,23.0,57.8,2.0,,9.0,0.0,147.0,1.0,,1.0,,,,13.0,,3.0,134.0,417.0,8.0,19.0,163.0,28.0,10.0,24.0,3.0,33.0,31.0,,168.0,1.0,347.0,,1.0,6.0,11.0,38.0,,477.0,1.0,0.0,27.0,16.0,1.0,24.0,1.0,680.0,,11.0,17.0,8.0,10.0,0.0
695087,19,2013-12-29 13:30:00,4,Newcastle,Home,219.0,24.0,2.0,6.0,4.0,3.0,,156.0,3.0,3.0,2.0,10.0,18.0,31.0,369.0,,1.0,23.0,18.0,27.0,4.0,2.0,3.0,,,,,,,,,,,,6.0,,,,,,2.0,1.0,4.0,7.0,4.0,7.0,67.0,64.0,,1.0,,2.0,11.0,2.0,8.0,1.0,,4.0,12.0,7.0,,14.0,,55.0,67.0,2.0,27.0,17.0,,1.0,62.0,10.0,8.0,,,,1.0,,186.0,,,,,,,8.0,,1.0,,17.0,1.0,14.0,14.0,,2.0,111.0,91.0,51.0,1.0,,3.0,3.0,3.0,455.0,2.0,2.0,,31.0,74.0,40.0,,,,,159.0,159.0,3.0,29.0,27.0,47.3,,1.0,21.0,0.0,111.0,2.0,2.0,3.0,,1.0,,6.0,,3.0,69.0,357.0,11.0,6.0,242.0,42.0,27.0,15.0,4.0,24.0,20.0,,115.0,17.0,257.0,1.0,3.0,20.0,20.0,54.0,1.0,475.0,,0.0,11.0,23.0,4.0,23.0,0.0,682.0,22.0,12.0,9.0,4.0,13.0,0.0
695100,20,2014-01-01 15:00:00,4,Newcastle,Away,244.0,18.0,1.0,5.0,4.0,4.0,,156.0,5.0,2.0,4.0,11.0,9.0,27.0,395.0,,,17.0,7.0,23.0,5.0,,,,,,,,1.0,,,,,,6.0,,,,,,1.0,4.0,9.0,4.0,,,64.0,62.0,1.0,1.0,,3.0,17.0,3.0,3.0,,,4.0,12.0,7.0,,9.0,2.0,39.0,59.0,3.0,24.0,9.0,,1.0,63.0,15.0,7.0,,,2.0,1.0,1.0,155.0,,,,,,,10.0,,5.0,1.0,9.0,,18.0,18.0,,6.0,128.0,88.0,53.0,3.0,,3.0,2.0,3.0,466.0,1.0,2.0,,52.0,44.0,18.0,1.0,1.0,1.0,,137.0,137.0,1.0,27.0,21.0,53.8,,1.0,17.0,0.0,132.0,1.0,2.0,3.0,,,,3.0,,3.0,59.0,384.0,8.0,5.0,260.0,37.0,24.0,16.0,4.0,24.0,20.0,,108.0,15.0,243.0,5.0,4.0,27.0,10.0,54.0,2.0,479.0,,1.0,9.0,19.0,1.0,18.0,0.0,684.0,,7.0,10.0,4.0,14.0,0.0
