matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442202,21.0,2013-01-02 20:00:00,4,Newcastle,Home,146.0,16.0,1.0,5.0,4.0,5.0,1.0,163.0,3.0,2.0,3.0,8.0,14.0,34.0,304.0,,2.0,12.0,29.0,31.0,7.0,1.0,,,,,,,1.0,,,,,11.0,,,,,1.0,3.0,6.0,7.0,,,,65.0,56.0,4.0,4.0,1.0,1.0,8.0,4.0,,2.0,4.0,6.0,6.0,,9.0,1.0,69.0,74.0,1.0,29.0,14.0,,,73.0,21.0,8.0,1.0,,2.0,1.0,1.0,150.0,1.0,,,,1.0,,3.0,,,,4.0,,,,,22.0,1.0,8.0,6.0,,3.0,80.0,81.0,50.0,6.0,,3.0,6.0,5.0,,,,5.0,4.0,,38.0,50.0,23.0,,,,,144.0,124.0,1.0,23.0,19.0,50.5,1.0,2.0,0.0,,,,83.0,3.0,1.0,,,1.0,,4.0,2.0,3.0,63.0,,9.0,157.0,31.0,49.0,18.0,4.0,17.0,13.0,,109.0,13.0,238.0,4.0,2.0,25.0,14.0,60.0,1.0,378.0,,0.0,17.0,23.0,2.0,18.0,3.0,591.0,,12.0,12.0,4.0,18.0,0.0
442214,22.0,2013-01-12 15:00:00,4,Newcastle,Away,159.0,7.0,,3.0,3.0,1.0,,134.0,2.0,,4.0,4.0,10.0,25.0,290.0,,1.0,18.0,23.0,24.0,5.0,,,,,,,,,,,,,7.0,,,,,,,7.0,5.0,,,,54.0,64.0,,,,1.0,3.0,11.0,,,4.0,8.0,6.0,,10.0,1.0,60.0,51.0,1.0,32.0,19.0,,1.0,77.0,9.0,5.0,,,2.0,2.0,,152.0,,,,,,,10.0,,,,3.0,,,,3.0,31.0,,14.0,11.0,1.0,4.0,87.0,76.0,37.0,5.0,,1.0,4.0,2.0,,,,2.0,2.0,,30.0,64.0,18.0,,,,,189.0,147.0,2.0,23.0,32.0,45.3,,1.0,0.0,,,,85.0,2.0,,,,2.0,,3.0,,2.0,51.0,,5.0,169.0,23.0,74.0,15.0,4.0,20.0,16.0,,111.0,4.0,229.0,3.0,,26.0,10.0,53.0,,378.0,,0.0,8.0,17.0,3.0,20.0,1.0,603.0,,10.0,5.0,4.0,15.0,0.0
442222,23.0,2013-01-19 15:00:00,4,Newcastle,Home,176.0,15.0,3.0,10.0,7.0,1.0,1.0,189.0,2.0,1.0,3.0,6.0,18.0,41.0,355.0,,2.0,25.0,18.0,33.0,13.0,1.0,,,1.0,,,,1.0,,1.0,,,13.0,,,,,,1.0,5.0,2.0,,,,63.0,56.0,3.0,3.0,,1.0,3.0,12.0,,1.0,6.0,14.0,14.0,,11.0,,59.0,70.0,1.0,27.0,12.0,,,78.0,10.0,10.0,,,2.0,2.0,1.0,158.0,,,,,,,5.0,,,,2.0,,,,,30.0,,14.0,13.0,,3.0,110.0,80.0,42.0,2.0,1.0,6.0,8.0,7.0,,,,,3.0,,65.0,53.0,33.0,,,,,172.0,151.0,1.0,24.0,21.0,55.6,,2.0,0.0,,,,114.0,,,,,,,6.0,1.0,3.0,80.0,,14.0,191.0,34.0,48.0,21.0,6.0,36.0,30.0,,131.0,2.0,290.0,2.0,1.0,29.0,18.0,72.0,4.0,445.0,,0.0,16.0,14.0,3.0,26.0,2.0,674.0,,5.0,13.0,6.0,10.0,0.0
442230,24.0,2013-01-29 19:45:00,4,Newcastle,Away,106.0,8.0,,3.0,3.0,1.0,,131.0,5.0,1.0,8.0,5.0,18.0,22.0,234.0,,1.0,22.0,30.0,24.0,6.0,,,,,,,,1.0,,,,,11.0,,,,,,,7.0,5.0,,,,57.0,57.0,1.0,,1.0,4.0,4.0,6.0,,,4.0,8.0,6.0,,15.0,3.0,63.0,59.0,4.0,31.0,17.0,,,91.0,11.0,14.0,1.0,2.0,2.0,3.0,1.0,136.0,1.0,,1.0,1.0,,,9.0,,,2.0,3.0,,,,1.0,27.0,,15.0,13.0,3.0,8.0,67.0,76.0,32.0,3.0,1.0,4.0,3.0,3.0,,,,2.0,2.0,,39.0,77.0,24.0,1.0,1.0,1.0,,189.0,155.0,1.0,22.0,19.0,48.3,,2.0,0.0,,,,67.0,3.0,1.0,,,2.0,,5.0,,3.0,64.0,,7.0,119.0,23.0,65.0,3.0,4.0,21.0,17.0,,125.0,5.0,229.0,3.0,1.0,30.0,19.0,60.0,2.0,327.0,,0.0,12.0,20.0,1.0,26.0,2.0,569.0,,13.0,1.0,4.0,14.0,0.0
442243,25.0,2013-02-02 15:00:00,4,Newcastle,Home,158.0,22.0,2.0,7.0,5.0,1.0,,173.0,3.0,2.0,6.0,6.0,13.0,39.0,324.0,,3.0,16.0,26.0,21.0,14.0,,,3.0,,,,,,,,,,19.0,,,,,,,10.0,7.0,,,,67.0,52.0,2.0,2.0,1.0,11.0,4.0,7.0,,,5.0,19.0,8.0,,7.0,1.0,58.0,53.0,11.0,27.0,14.0,,,67.0,11.0,5.0,,,1.0,1.0,,137.0,2.0,,2.0,2.0,,1.0,8.0,,,3.0,3.0,,,,1.0,19.0,,23.0,15.0,2.0,6.0,90.0,81.0,48.0,4.0,3.0,3.0,13.0,11.0,,,,5.0,3.0,,40.0,66.0,22.0,,,,,159.0,130.0,4.0,24.0,14.0,45.8,,1.0,0.0,,,,98.0,2.0,1.0,,,1.0,3.0,6.0,,2.0,76.0,,16.0,165.0,35.0,56.0,14.0,5.0,33.0,28.0,3.0,116.0,6.0,260.0,3.0,2.0,24.0,13.0,64.0,3.0,392.0,,0.0,21.0,21.0,3.0,18.0,2.0,645.0,,8.0,6.0,5.0,15.0,0.0
442258,26.0,2013-02-09 12:45:00,4,Newcastle,Away,114.0,12.0,1.0,5.0,4.0,1.0,,153.0,3.0,,5.0,7.0,14.0,25.0,262.0,1.0,,25.0,20.0,16.0,5.0,,,,,,,,,,,,,8.0,,,,,,,11.0,7.0,,,,62.0,59.0,,,,4.0,4.0,10.0,,,5.0,8.0,7.0,,20.0,1.0,69.0,41.0,4.0,28.0,17.0,1.0,1.0,65.0,11.0,5.0,1.0,,1.0,1.0,,133.0,1.0,,1.0,1.0,,,10.0,,,1.0,2.0,,,,,21.0,,13.0,9.0,2.0,5.0,74.0,81.0,37.0,11.0,,2.0,4.0,3.0,,,,4.0,1.0,,38.0,85.0,10.0,,,,,179.0,162.0,4.0,26.0,13.0,45.7,,,0.0,,,,81.0,,3.0,,,,,3.0,,3.0,86.0,,6.0,127.0,22.0,45.0,13.0,5.0,21.0,16.0,,133.0,10.0,244.0,2.0,,29.0,14.0,58.0,2.0,350.0,1.0,0.0,10.0,15.0,,32.0,2.0,591.0,,13.0,5.0,5.0,11.0,0.0
442263,27.0,2013-02-24 13:30:00,4,Newcastle,Home,108.0,15.0,5.0,8.0,3.0,3.0,,118.0,,1.0,1.0,10.0,12.0,36.0,218.0,1.0,2.0,23.0,17.0,25.0,5.0,2.0,,,,,,,1.0,,,,,7.0,1.0,,,,,3.0,4.0,7.0,,,,58.0,57.0,1.0,1.0,2.0,2.0,4.0,6.0,,,7.0,11.0,5.0,,13.0,1.0,63.0,66.0,2.0,30.0,22.0,,,71.0,13.0,11.0,1.0,,3.0,2.0,1.0,134.0,1.0,1.0,,,1.0,,5.0,,,1.0,3.0,,,,,29.0,,14.0,8.0,,1.0,58.0,86.0,39.0,3.0,2.0,3.0,5.0,4.0,,,,3.0,2.0,,52.0,42.0,15.0,,,,1.0,182.0,167.0,1.0,31.0,19.0,41.4,,1.0,0.0,,,,58.0,,1.0,,,,,6.0,,3.0,55.0,,8.0,125.0,38.0,45.0,22.0,7.0,25.0,18.0,1.0,109.0,5.0,208.0,3.0,1.0,31.0,13.0,72.0,5.0,308.0,1.0,0.0,14.0,22.0,5.0,33.0,0.0,543.0,,11.0,8.0,7.0,16.0,0.0
442276,28.0,2013-03-02 15:00:00,4,Newcastle,Away,102.0,16.0,2.0,6.0,4.0,4.0,,159.0,1.0,2.0,1.0,6.0,15.0,23.0,255.0,1.0,1.0,14.0,18.0,16.0,10.0,2.0,,,,,,1.0,1.0,,,,,12.0,,,,,,1.0,9.0,3.0,,,,57.0,55.0,1.0,1.0,,1.0,4.0,13.0,1.0,,7.0,16.0,6.0,,18.0,2.0,71.0,47.0,1.0,13.0,6.0,1.0,3.0,57.0,17.0,9.0,,,2.0,1.0,1.0,128.0,,,,,,,5.0,,,,,,,,,7.0,1.0,21.0,15.0,1.0,1.0,62.0,63.0,37.0,7.0,,4.0,8.0,5.0,,,,3.0,5.0,,47.0,60.0,18.0,,,,,150.0,134.0,6.0,18.0,26.0,36.9,,,0.0,,,,70.0,4.0,1.0,,,1.0,,8.0,2.0,2.0,81.0,,12.0,117.0,29.0,29.0,13.0,7.0,30.0,23.0,,117.0,8.0,230.0,,2.0,19.0,16.0,41.0,1.0,317.0,1.0,0.0,17.0,14.0,2.0,19.0,2.0,525.0,,10.0,8.0,7.0,9.0,0.0
442283,29.0,2013-03-10 15:00:00,4,Newcastle,Home,148.0,10.0,1.0,4.0,3.0,3.0,,184.0,1.0,,4.0,3.0,23.0,32.0,328.0,,4.0,17.0,29.0,19.0,11.0,1.0,,,1.0,1.0,,,2.0,,,,2.0,13.0,,,,,,,3.0,5.0,,,,62.0,59.0,2.0,1.0,1.0,4.0,4.0,6.0,,,14.0,19.0,11.0,,13.0,1.0,66.0,66.0,4.0,22.0,9.0,,,70.0,10.0,12.0,1.0,,4.0,2.0,2.0,145.0,1.0,,1.0,1.0,,,2.0,,,1.0,3.0,,,,,17.0,,7.0,5.0,,5.0,98.0,71.0,43.0,4.0,1.0,6.0,7.0,4.0,,,,2.0,1.0,,50.0,64.0,27.0,1.0,1.0,1.0,,166.0,146.0,3.0,28.0,19.0,56.2,,2.0,0.0,,,,94.0,,3.0,,,,,8.0,,3.0,93.0,,13.0,156.0,23.0,42.0,24.0,9.0,41.0,32.0,,133.0,4.0,284.0,3.0,,17.0,24.0,59.0,1.0,399.0,,0.0,16.0,19.0,8.0,20.0,1.0,623.0,,10.0,16.0,14.0,13.0,0.0
442298,30.0,2013-03-17 16:00:00,4,Newcastle,Away,187.0,16.0,1.0,4.0,3.0,4.0,,161.0,3.0,,5.0,7.0,29.0,27.0,344.0,,2.0,16.0,9.0,13.0,5.0,1.0,,,,,,,,,,,,6.0,,,,,,1.0,10.0,6.0,,,,63.0,69.0,2.0,2.0,,5.0,2.0,7.0,,2.0,3.0,9.0,6.0,1.0,9.0,2.0,49.0,53.0,5.0,18.0,9.0,1.0,1.0,48.0,12.0,8.0,,,2.0,2.0,,152.0,1.0,,1.0,1.0,,,5.0,,,1.0,3.0,,,,,12.0,,23.0,16.0,2.0,5.0,107.0,79.0,39.0,7.0,,4.0,3.0,2.0,,,,8.0,3.0,,57.0,46.0,22.0,,,,,155.0,144.0,,31.0,27.0,50.2,,,0.0,,,,105.0,1.0,1.0,,,1.0,,5.0,1.0,3.0,57.0,,7.0,200.0,31.0,29.0,23.0,3.0,20.0,17.0,,99.0,10.0,247.0,3.0,1.0,26.0,29.0,53.0,6.0,427.0,,0.0,9.0,21.0,9.0,18.0,2.0,653.0,,11.0,11.0,3.0,15.0,0.0
442303,30.0,2013-03-30 15:00:00,4,Newcastle,Away,117.0,14.0,,3.0,3.0,3.0,,119.0,5.0,,4.0,4.0,15.0,22.0,233.0,,1.0,18.0,11.0,10.0,5.0,,,,,,,,,,,,,5.0,,,,,1.0,,14.0,7.0,,,,57.0,42.0,,,,1.0,,8.0,,,2.0,8.0,4.0,,9.0,4.0,42.0,42.0,1.0,29.0,13.0,,,48.0,9.0,7.0,,,,,,130.0,,,,,,,12.0,,,,2.0,,,,,19.0,1.0,11.0,8.0,,4.0,55.0,75.0,38.0,9.0,,4.0,1.0,1.0,,,,4.0,2.0,,35.0,47.0,12.0,,,,,143.0,125.0,1.0,21.0,9.0,36.4,1.0,2.0,0.0,,,,61.0,4.0,1.0,,,1.0,,4.0,,3.0,47.0,,5.0,132.0,24.0,47.0,14.0,1.0,13.0,12.0,,79.0,6.0,184.0,2.0,,23.0,17.0,47.0,3.0,303.0,,0.0,5.0,16.0,2.0,20.0,2.0,505.0,,17.0,9.0,2.0,12.0,0.0
442312,32.0,2013-04-07 15:00:00,4,Newcastle,Home,152.0,24.0,3.0,11.0,8.0,1.0,1.0,211.0,2.0,1.0,2.0,4.0,22.0,34.0,352.0,,,12.0,19.0,15.0,19.0,2.0,,,,,,,,,,,,21.0,,,,1.0,,1.0,5.0,3.0,,,,54.0,54.0,4.0,4.0,1.0,1.0,8.0,3.0,,2.0,10.0,20.0,8.0,,9.0,2.0,55.0,58.0,1.0,12.0,4.0,,,58.0,13.0,11.0,1.0,,2.0,5.0,,124.0,1.0,,,1.0,,,5.0,,,1.0,,,,,,8.0,3.0,7.0,4.0,1.0,2.0,108.0,61.0,43.0,3.0,,12.0,10.0,5.0,,,,2.0,2.0,,56.0,49.0,35.0,,,,,137.0,125.0,3.0,25.0,23.0,49.6,1.0,,0.0,,,,118.0,2.0,,,,,,15.0,,3.0,92.0,,22.0,158.0,44.0,24.0,23.0,9.0,42.0,33.0,1.0,127.0,1.0,288.0,,1.0,9.0,22.0,46.0,4.0,404.0,,0.0,28.0,20.0,,14.0,2.0,622.0,,11.0,12.0,10.0,12.0,0.0
442324,33.0,2013-04-14 12:00:00,4,Newcastle,Home,141.0,13.0,5.0,13.0,8.0,1.0,2.0,175.0,7.0,,4.0,5.0,16.0,30.0,303.0,,,29.0,8.0,26.0,14.0,5.0,,,,,,,,,,1.0,1.0,14.0,,,,,,1.0,4.0,6.0,,,,55.0,45.0,2.0,2.0,,4.0,5.0,6.0,,1.0,10.0,12.0,12.0,,13.0,3.0,50.0,60.0,4.0,23.0,12.0,,1.0,67.0,14.0,7.0,,,4.0,4.0,,156.0,,,,,,,10.0,,,,2.0,,,,,21.0,,3.0,3.0,,5.0,82.0,71.0,44.0,9.0,,9.0,10.0,5.0,,,,1.0,4.0,,52.0,73.0,27.0,,,,,160.0,146.0,,17.0,17.0,65.8,,2.0,0.0,,,,82.0,3.0,,,,,,9.0,,3.0,82.0,,19.0,152.0,27.0,37.0,19.0,9.0,37.0,28.0,1.0,121.0,4.0,260.0,2.0,,17.0,17.0,47.0,4.0,375.0,,0.0,19.0,17.0,2.0,32.0,3.0,622.0,,13.0,10.0,10.0,13.0,0.0
442337,34.0,2013-04-20 15:00:00,4,Newcastle,Away,106.0,6.0,1.0,2.0,1.0,3.0,,101.0,6.0,2.0,1.0,9.0,13.0,20.0,205.0,,2.0,19.0,20.0,25.0,4.0,1.0,,,,,,,,,1.0,,1.0,9.0,,,,,,,8.0,3.0,,,,41.0,49.0,2.0,2.0,1.0,4.0,1.0,8.0,,,2.0,6.0,4.0,,9.0,2.0,52.0,64.0,4.0,41.0,18.0,,1.0,61.0,11.0,9.0,1.0,,1.0,1.0,,131.0,1.0,,1.0,1.0,,,12.0,,,1.0,2.0,,,,1.0,28.0,,14.0,12.0,,1.0,51.0,73.0,38.0,15.0,,2.0,4.0,6.0,,,,1.0,,,42.0,39.0,15.0,,,,,151.0,132.0,2.0,16.0,22.0,42.8,,4.0,0.0,,,,61.0,2.0,1.0,,,1.0,,3.0,,3.0,43.0,,6.0,120.0,20.0,60.0,7.0,2.0,13.0,11.0,,86.0,12.0,177.0,2.0,2.0,25.0,14.0,48.0,1.0,284.0,1.0,0.0,10.0,28.0,3.0,24.0,2.0,506.0,,16.0,2.0,2.0,22.0,0.0
442344,35.0,2013-04-27 17:30:00,4,Newcastle,Home,234.0,11.0,2.0,6.0,4.0,2.0,,250.0,,2.0,7.0,7.0,33.0,37.0,478.0,,2.0,22.0,7.0,14.0,9.0,1.0,,,,,,,,,,,,8.0,,,,,,,11.0,5.0,6.0,5.0,,103.0,65.0,1.0,1.0,,1.0,5.0,8.0,,,5.0,11.0,9.0,,23.0,1.0,61.0,56.0,1.0,16.0,8.0,1.0,,78.0,14.0,6.0,,,1.0,1.0,,209.0,,,,,,,1.0,,,,1.0,,,,,17.0,,13.0,13.0,3.0,8.0,129.0,88.0,62.0,7.0,,3.0,7.0,2.0,556.0,,,4.0,3.0,,83.0,93.0,28.0,,,,,169.0,155.0,4.0,26.0,23.0,53.2,,,0.0,,,,124.0,1.0,2.0,3.0,1.0,,,4.0,,3.0,104.0,472.0,10.0,248.0,28.0,30.0,24.0,4.0,25.0,21.0,,155.0,3.0,342.0,1.0,3.0,21.0,33.0,57.0,2.0,565.0,,1.0,11.0,21.0,3.0,23.0,2.0,788.0,16.0,10.0,15.0,5.0,17.0,0.0
442358,36.0,2013-05-04 15:00:00,4,Newcastle,Away,151.0,9.0,1.0,2.0,1.0,,,126.0,3.0,1.0,1.0,7.0,12.0,31.0,275.0,,1.0,22.0,21.0,9.0,6.0,,,1.0,,1.0,,1.0,3.0,,,1.0,,8.0,,,,,,1.0,9.0,1.0,,,,55.0,39.0,2.0,2.0,,3.0,4.0,5.0,,1.0,3.0,9.0,2.0,,11.0,2.0,54.0,44.0,3.0,27.0,12.0,,,64.0,13.0,12.0,,,4.0,1.0,3.0,132.0,,,,,,,7.0,,,,1.0,,,,1.0,22.0,,9.0,7.0,,1.0,77.0,74.0,37.0,7.0,,2.0,4.0,3.0,,,,2.0,2.0,,42.0,30.0,11.0,,,,,133.0,113.0,,17.0,17.0,54.2,,1.0,0.0,,,,78.0,3.0,,,,1.0,1.0,5.0,,2.0,45.0,,6.0,164.0,17.0,47.0,12.0,3.0,15.0,12.0,1.0,80.0,3.0,193.0,1.0,2.0,30.0,12.0,62.0,4.0,342.0,,0.0,12.0,16.0,2.0,22.0,1.0,529.0,,7.0,7.0,3.0,12.0,0.0
442365,37.0,2013-05-12 15:00:00,4,Newcastle,Away,111.0,8.0,,,,2.0,,128.0,3.0,1.0,,6.0,12.0,12.0,239.0,1.0,,18.0,12.0,19.0,7.0,,,1.0,,,,,1.0,,,,,7.0,1.0,,,,,,4.0,6.0,,,,56.0,50.0,,1.0,2.0,1.0,4.0,6.0,,3.0,2.0,3.0,,,14.0,1.0,47.0,55.0,,15.0,7.0,,,83.0,10.0,8.0,1.0,,2.0,,1.0,169.0,,,,,,,7.0,,,1.0,1.0,,,,3.0,15.0,,16.0,10.0,3.0,,67.0,87.0,31.0,2.0,1.0,2.0,5.0,4.0,,,,3.0,2.0,,54.0,43.0,16.0,1.0,1.0,1.0,1.0,192.0,179.0,4.0,21.0,19.0,43.8,,1.0,0.0,,,,68.0,1.0,,,1.0,1.0,1.0,3.0,,3.0,60.0,,7.0,139.0,26.0,27.0,12.0,2.0,5.0,3.0,2.0,122.0,9.0,226.0,1.0,1.0,41.0,12.0,48.0,4.0,360.0,1.0,1.0,11.0,24.0,1.0,26.0,2.0,556.0,,13.0,4.0,2.0,19.0,0.0
442372,38.0,2013-05-19 16:00:00,4,Newcastle,Home,228.0,19.0,,1.0,1.0,2.0,,173.0,4.0,3.0,6.0,6.0,18.0,37.0,400.0,,1.0,16.0,22.0,13.0,6.0,,,,,,,,,,,,,7.0,,,,,,,7.0,3.0,3.0,4.0,,77.0,53.0,,,,2.0,2.0,14.0,,1.0,4.0,7.0,3.0,,19.0,1.0,85.0,57.0,2.0,9.0,4.0,,1.0,58.0,18.0,10.0,,,1.0,1.0,,165.0,,,,,,,10.0,,,,1.0,,,,1.0,9.0,,12.0,11.0,,6.0,105.0,76.0,49.0,4.0,,3.0,3.0,1.0,456.0,,,2.0,2.0,,39.0,74.0,27.0,,,,,138.0,138.0,,28.0,19.0,50.7,,,0.0,,,,130.0,1.0,,1.0,,1.0,,4.0,,3.0,50.0,388.0,6.0,242.0,40.0,24.0,27.0,3.0,14.0,11.0,,92.0,5.0,249.0,1.0,3.0,15.0,18.0,63.0,2.0,477.0,,0.0,7.0,20.0,2.0,20.0,1.0,667.0,12.0,8.0,14.0,4.0,15.0,0.0
