matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
755411,11,2014-11-09 13:30:00,4,Newcastle,Away,137.0,17.0,,6.0,6.0,1.0,3.0,135.0,2.0,1.0,5.0,9.0,6.0,21.0,266.0,,,29.0,23.0,17.0,2.0,1.0,,,,,,,,,5.0,,1.0,,,2.0,3.0,5.0,5.0,60.0,69.0,1.0,,1.0,3.0,23.0,2.0,11.0,,,4.0,9.0,1.0,1.0,12.0,,64.0,64.0,3.0,33.0,15.0,,1.0,56.0,6.0,11.0,1.0,,5.0,5.0,,155.0,2.0,,2.0,1.0,1.0,,7.0,2.0,2.0,1.0,15.0,1.0,19.0,19.0,,5.0,77.0,66.0,20.0,7.0,,1.0,4.0,3.0,353.0,2.0,1.0,,48.0,76.0,14.0,,,,,163.0,163.0,6.0,31.0,24.0,42.1,1.0,1.0,23.0,0.0,81.0,,2.0,2.0,,1.0,,3.0,,3.0,86.0,257.0,8.0,5.0,161.0,33.0,33.0,26.0,2.0,17.0,15.0,,138.0,12.0,229.0,2.0,2.0,33.0,9.0,63.0,1.0,373.0,,0.0,8.0,25.0,3.0,31.0,0.0,605.0,16.0,13.0,4.0,18.0,0.0
755421,12,2014-11-22 15:00:00,4,Newcastle,Home,128.0,14.0,3.0,4.0,2.0,2.0,,146.0,1.0,1.0,8.0,6.0,6.0,21.0,270.0,,2.0,20.0,26.0,20.0,8.0,1.0,2.0,,,1.0,,,,1.0,9.0,,,,,,9.0,7.0,6.0,56.0,56.0,2.0,2.0,,1.0,11.0,4.0,4.0,,,16.0,23.0,5.0,,12.0,,65.0,60.0,1.0,27.0,14.0,,1.0,53.0,12.0,15.0,,,2.0,3.0,1.0,148.0,1.0,,1.0,1.0,,,5.0,1.0,3.0,1.0,14.0,,21.0,21.0,1.0,8.0,78.0,69.0,28.0,7.0,1.0,2.0,8.0,6.0,325.0,5.0,2.0,,69.0,57.0,25.0,,,,,159.0,159.0,1.0,19.0,24.0,54.0,,,11.0,0.0,72.0,3.0,1.0,4.0,,1.0,2.0,4.0,,3.0,87.0,255.0,7.0,10.0,144.0,26.0,27.0,26.0,9.0,39.0,31.0,2.0,128.0,9.0,249.0,3.0,1.0,33.0,7.0,63.0,3.0,354.0,,0.0,14.0,13.0,3.0,21.0,2.0,600.0,9.0,13.0,16.0,10.0,0.0
755432,13,2014-11-29 15:00:00,4,Newcastle,Away,171.0,13.0,1.0,3.0,2.0,3.0,,143.0,2.0,,9.0,3.0,10.0,23.0,311.0,,,22.0,29.0,14.0,4.0,1.0,,,,,,,,,6.0,,,,,1.0,9.0,5.0,7.0,64.0,61.0,,,,6.0,12.0,,1.0,,,2.0,9.0,4.0,,10.0,2.0,65.0,47.0,6.0,28.0,18.0,,,57.0,16.0,8.0,,1.0,3.0,1.0,,180.0,,,,,,,7.0,,2.0,,18.0,,16.0,16.0,,9.0,88.0,87.0,44.0,6.0,,4.0,1.0,1.0,389.0,2.0,4.0,,50.0,67.0,14.0,,,,,159.0,159.0,3.0,29.0,16.0,52.5,,,12.0,0.0,82.0,,2.0,2.0,1.0,1.0,,6.0,,3.0,68.0,297.0,7.0,5.0,193.0,31.0,28.0,14.0,2.0,16.0,14.0,,114.0,11.0,237.0,2.0,,31.0,11.0,74.0,2.0,414.0,3.0,1.0,7.0,21.0,1.0,24.0,2.0,615.0,15.0,5.0,2.0,17.0,0.0
755434,14,2014-12-02 19:45:00,4,Newcastle,Away,173.0,15.0,1.0,5.0,4.0,7.0,,164.0,4.0,2.0,,18.0,15.0,46.0,332.0,,,27.0,29.0,27.0,7.0,1.0,,,,,,,,,9.0,,,,,1.0,2.0,9.0,3.0,71.0,45.0,1.0,,1.0,3.0,22.0,2.0,2.0,,,5.0,10.0,8.0,,9.0,1.0,57.0,64.0,3.0,33.0,26.0,,,60.0,12.0,10.0,1.0,,4.0,2.0,,180.0,1.0,,1.0,1.0,,,11.0,1.0,,1.0,26.0,,15.0,15.0,2.0,1.0,114.0,89.0,46.0,2.0,,4.0,5.0,4.0,415.0,3.0,4.0,,85.0,53.0,15.0,,,,,174.0,174.0,1.0,21.0,18.0,57.8,,,22.0,0.0,79.0,1.0,,1.0,,,,5.0,,3.0,70.0,317.0,10.0,9.0,209.0,30.0,33.0,18.0,4.0,24.0,20.0,,109.0,16.0,259.0,,2.0,54.0,17.0,101.0,2.0,444.0,,0.0,11.0,18.0,,28.0,2.0,658.0,17.0,9.0,5.0,14.0,0.0
755447,15,2014-12-06 12:45:00,4,Newcastle,Home,101.0,7.0,1.0,2.0,1.0,1.0,,123.0,4.0,,4.0,3.0,15.0,22.0,222.0,,1.0,18.0,36.0,20.0,5.0,1.0,1.0,,,,,,,,8.0,,,,,,6.0,17.0,9.0,48.0,54.0,1.0,,2.0,5.0,14.0,3.0,10.0,,,1.0,9.0,3.0,,16.0,3.0,79.0,59.0,5.0,51.0,28.0,1.0,,34.0,8.0,5.0,,,,1.0,,148.0,1.0,,1.0,1.0,,,17.0,2.0,2.0,,28.0,,21.0,21.0,3.0,4.0,52.0,77.0,28.0,10.0,,2.0,5.0,3.0,280.0,5.0,1.0,,44.0,43.0,13.0,,,,,142.0,142.0,3.0,16.0,24.0,33.5,,3.0,14.0,0.0,66.0,5.0,2.0,7.0,1.0,2.0,1.0,4.0,,3.0,58.0,212.0,8.0,7.0,115.0,16.0,51.0,20.0,1.0,14.0,13.0,2.0,87.0,6.0,213.0,2.0,,21.0,17.0,63.0,1.0,314.0,,1.0,10.0,23.0,1.0,19.0,2.0,542.0,10.0,11.0,1.0,17.0,0.0
755453,16,2014-12-13 17:30:00,4,Newcastle,Away,167.0,14.0,1.0,5.0,5.0,2.0,2.0,183.0,5.0,2.0,2.0,6.0,18.0,23.0,345.0,,,17.0,24.0,17.0,3.0,1.0,,,,,,,,,4.0,,,,,4.0,10.0,11.0,6.0,70.0,62.0,,1.0,,2.0,24.0,4.0,15.0,,1.0,6.0,13.0,6.0,,10.0,,79.0,59.0,2.0,24.0,10.0,,1.0,52.0,15.0,13.0,,,4.0,4.0,,156.0,1.0,1.0,1.0,,1.0,,11.0,,1.0,,10.0,,10.0,10.0,,2.0,109.0,80.0,44.0,9.0,1.0,,5.0,4.0,403.0,5.0,1.0,,77.0,49.0,17.0,1.0,1.0,1.0,,155.0,155.0,2.0,23.0,30.0,48.7,,,24.0,0.0,102.0,,,,,1.0,,2.0,1.0,3.0,70.0,326.0,15.0,5.0,190.0,27.0,24.0,23.0,5.0,27.0,23.0,1.0,106.0,9.0,274.0,2.0,2.0,26.0,20.0,57.0,1.0,437.0,,0.0,10.0,23.0,,20.0,2.0,646.0,10.0,7.0,6.0,17.0,0.0
755467,17,2014-12-21 13:30:00,4,Newcastle,Home,136.0,10.0,,6.0,6.0,1.0,,179.0,8.0,3.0,3.0,5.0,13.0,19.0,309.0,1.0,1.0,23.0,15.0,18.0,12.0,1.0,,1.0,,1.0,,,,,12.0,,,,,2.0,13.0,9.0,7.0,47.0,64.0,,,,1.0,20.0,1.0,8.0,,,7.0,13.0,8.0,,8.0,2.0,66.0,60.0,1.0,16.0,6.0,,,62.0,15.0,15.0,,,3.0,1.0,1.0,172.0,,,,,,,13.0,,2.0,,6.0,,6.0,6.0,,3.0,81.0,69.0,35.0,1.0,,5.0,8.0,7.0,364.0,2.0,4.0,,54.0,48.0,24.0,,,,,158.0,158.0,6.0,28.0,25.0,51.8,,3.0,20.0,0.0,100.0,1.0,1.0,2.0,,,,7.0,,3.0,92.0,283.0,11.0,13.0,153.0,22.0,16.0,35.0,5.0,27.0,22.0,,138.0,9.0,274.0,2.0,4.0,20.0,14.0,52.0,1.0,400.0,2.0,0.0,15.0,15.0,2.0,24.0,4.0,606.0,11.0,14.0,7.0,9.0,0.0
755479,18,2014-12-26 15:00:00,4,Newcastle,Away,157.0,17.0,,4.0,4.0,2.0,1.0,123.0,1.0,,2.0,6.0,12.0,24.0,276.0,,,16.0,13.0,14.0,2.0,1.0,,,,,,,,,4.0,1.0,,,,3.0,6.0,8.0,1.0,64.0,53.0,1.0,1.0,1.0,1.0,13.0,2.0,14.0,,1.0,5.0,7.0,1.0,,3.0,1.0,54.0,57.0,1.0,23.0,12.0,,,35.0,9.0,16.0,,,5.0,4.0,,117.0,,,,,,,5.0,,,,12.0,,22.0,22.0,4.0,2.0,81.0,55.0,30.0,4.0,,1.0,2.0,4.0,318.0,1.0,3.0,,50.0,41.0,8.0,,,,1.0,115.0,115.0,1.0,25.0,20.0,38.1,,2.0,13.0,0.0,84.0,1.0,,1.0,,,,2.0,,3.0,50.0,257.0,8.0,4.0,180.0,38.0,23.0,29.0,4.0,16.0,12.0,,74.0,3.0,182.0,,1.0,20.0,13.0,55.0,1.0,346.0,,0.0,8.0,13.0,,16.0,2.0,524.0,11.0,14.0,5.0,11.0,0.0
755487,19,2014-12-28 16:15:00,4,Newcastle,Home,179.0,16.0,1.0,6.0,5.0,7.0,,199.0,6.0,,5.0,6.0,10.0,31.0,372.0,1.0,,22.0,15.0,15.0,10.0,,,,,,,,,1.0,10.0,,,1.0,,,8.0,7.0,2.0,79.0,50.0,2.0,1.0,2.0,2.0,8.0,3.0,8.0,,,8.0,13.0,8.0,,6.0,,48.0,51.0,2.0,16.0,7.0,,,63.0,13.0,8.0,1.0,,3.0,1.0,,173.0,2.0,,1.0,1.0,1.0,,10.0,2.0,3.0,,7.0,1.0,12.0,12.0,1.0,5.0,99.0,95.0,50.0,3.0,2.0,4.0,8.0,6.0,431.0,1.0,4.0,,61.0,81.0,20.0,,,,,136.0,136.0,4.0,14.0,24.0,53.0,1.0,,8.0,0.0,105.0,,,,,,,4.0,,2.0,87.0,359.0,1.0,13.0,186.0,36.0,16.0,17.0,6.0,28.0,22.0,1.0,128.0,8.0,298.0,3.0,,21.0,12.0,69.0,2.0,456.0,1.0,0.0,13.0,20.0,,22.0,2.0,636.0,11.0,10.0,8.0,16.0,0.0
755497,20,2015-01-01 15:00:00,4,Newcastle,Home,165.0,18.0,1.0,2.0,1.0,3.0,,142.0,,2.0,4.0,9.0,11.0,29.0,305.0,1.0,1.0,24.0,32.0,26.0,3.0,,,,,,1.0,,,,7.0,,,,,,3.0,9.0,7.0,68.0,57.0,3.0,2.0,1.0,,20.0,3.0,3.0,,,5.0,15.0,3.0,1.0,11.0,1.0,70.0,65.0,,47.0,31.0,,,64.0,12.0,12.0,,,2.0,1.0,,165.0,3.0,1.0,1.0,2.0,1.0,,7.0,2.0,3.0,,31.0,,11.0,11.0,1.0,4.0,82.0,83.0,29.0,5.0,2.0,2.0,4.0,4.0,381.0,3.0,1.0,1.0,60.0,84.0,11.0,,,,,169.0,169.0,1.0,27.0,18.0,51.5,,2.0,20.0,0.0,93.0,1.0,1.0,2.0,,,,3.0,,3.0,72.0,294.0,12.0,6.0,183.0,36.0,47.0,23.0,5.0,24.0,19.0,,118.0,6.0,249.0,3.0,2.0,42.0,14.0,83.0,,408.0,2.0,0.0,10.0,18.0,1.0,30.0,2.0,640.0,12.0,9.0,5.0,13.0,0.0
