matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2292916,11.0,2022-10-16 14:00:00,4,Newcastle,Away,123.0,20.0,3.0,4.0,2.0,1.0,2.0,98.0,6.0,,5.0,3.0,1.0,21.0,217.0,,,13.0,7.0,13.0,4.0,3.0,3.0,,,,,,1.0,,,,,2.0,,1.0,1.0,,3.0,6.0,7.0,8.0,6.0,3.0,,40.0,59.0,,1.0,,2.0,20.0,2.0,4.0,,,4.0,4.0,1.0,,9.0,,39.0,38.0,2.0,19.0,12.0,,,29.0,40.0,11.0,12.0,,5.0,4.0,1.0,128.0,,,,,,,11.0,,,,,,,,,12.0,2.0,13.0,13.0,3.0,5.0,65.0,61.0,30.0,4.0,,4.0,3.0,2.0,276.0,,,5.0,2.0,,21.0,57.0,26.0,,,,,,129.0,129.0,5.0,24.0,23.0,37.0,2.0,,,,20.0,0.0,,,,68.0,2.0,,2.0,1.0,,5.0,1.0,,5.0,13.0,51.0,201.0,11.0,7.0,141.0,39.0,19.0,9.0,3.0,11.0,9.0,,87.0,5.0,171.0,,,15.0,2.0,55.0,,301.0,,0.0,9.0,13.0,1.0,14.0,1.0,476.0,18.0,17.0,,4.0,4.0,0.0
2292929,12.0,2022-10-19 19:30:00,4,Newcastle,Home,166.0,11.0,3.0,10.0,7.0,1.0,1.0,145.0,1.0,2.0,7.0,3.0,2.0,13.0,301.0,,,19.0,6.0,11.0,11.0,2.0,3.0,,,,,,,,,,,11.0,,,,,2.0,4.0,1.0,,11.0,5.0,,46.0,62.0,1.0,1.0,,,8.0,3.0,12.0,,,8.0,11.0,4.0,,11.0,,45.0,44.0,,9.0,3.0,,,26.0,47.0,9.0,11.0,1.0,2.0,2.0,,160.0,1.0,,1.0,1.0,,,2.0,,,1.0,1.0,,,,,3.0,,9.0,9.0,,7.0,94.0,53.0,25.0,2.0,,8.0,6.0,4.0,373.0,,,,1.0,,39.0,66.0,27.0,,,,,,140.0,140.0,4.0,29.0,22.0,49.8,,,,,23.0,0.0,,,,92.0,,,,1.0,,9.0,1.0,,4.0,13.0,75.0,290.0,8.0,14.0,197.0,28.0,9.0,12.0,5.0,22.0,17.0,,114.0,3.0,217.0,1.0,2.0,12.0,2.0,38.0,,392.0,,0.0,16.0,18.0,1.0,21.0,2.0,576.0,30.0,16.0,5.0,8.0,14.0,0.0
2292937,13.0,2022-10-23 16:30:00,4,Newcastle,Away,168.0,26.0,3.0,5.0,2.0,2.0,,169.0,2.0,3.0,9.0,7.0,5.0,32.0,332.0,,,16.0,19.0,16.0,5.0,1.0,3.0,,,,,,,,,,,9.0,,,,,1.0,5.0,10.0,7.0,9.0,4.0,,68.0,65.0,1.0,1.0,,1.0,15.0,5.0,11.0,1.0,1.0,7.0,8.0,4.0,,10.0,,52.0,49.0,1.0,16.0,7.0,,,25.0,53.0,6.0,12.0,2.0,1.0,1.0,,145.0,1.0,,,1.0,,,9.0,,,2.0,,,,,,7.0,,7.0,7.0,,9.0,97.0,57.0,19.0,6.0,,2.0,5.0,5.0,381.0,,,8.0,2.0,,54.0,77.0,23.0,,,,,,134.0,134.0,4.0,18.0,30.0,47.6,,,,1.0,22.0,0.0,,,,99.0,3.0,1.0,3.0,,,3.0,,,3.0,10.0,99.0,317.0,15.0,7.0,183.0,49.0,16.0,13.0,5.0,18.0,13.0,,137.0,5.0,244.0,,3.0,21.0,5.0,73.0,4.0,409.0,,0.0,13.0,15.0,,19.0,2.0,620.0,31.0,18.0,6.0,7.0,11.0,0.0
2292949,14.0,2022-10-29 15:00:00,4,Newcastle,Home,212.0,25.0,1.0,6.0,5.0,1.0,1.0,204.0,1.0,1.0,6.0,,2.0,30.0,410.0,,,24.0,8.0,13.0,11.0,2.0,3.0,2.0,,,,,,,,,,15.0,1.0,1.0,,1.0,1.0,4.0,3.0,,16.0,4.0,,78.0,67.0,3.0,3.0,3.0,2.0,8.0,3.0,4.0,,,3.0,7.0,3.0,,12.0,,41.0,42.0,2.0,7.0,2.0,,,21.0,62.0,11.0,10.0,4.0,1.0,1.0,,190.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,2.0,1.0,,,,1.0,2.0,2.0,6.0,6.0,1.0,7.0,126.0,68.0,40.0,,,9.0,6.0,7.0,505.0,,,3.0,,,52.0,79.0,29.0,,,,,1.0,148.0,148.0,3.0,31.0,26.0,59.5,2.0,,,,20.0,0.0,,,,126.0,,,,,2.0,10.0,,,6.0,11.0,113.0,399.0,8.0,15.0,242.0,50.0,7.0,11.0,2.0,13.0,11.0,2.0,163.0,2.0,291.0,1.0,1.0,10.0,2.0,61.0,2.0,520.0,1.0,0.0,20.0,15.0,1.0,25.0,1.0,692.0,38.0,8.0,4.0,3.0,9.0,0.0
2292956,15.0,2022-11-06 14:00:00,4,Newcastle,Away,148.0,23.0,,4.0,4.0,,,113.0,2.0,,13.0,1.0,3.0,31.0,257.0,,1.0,16.0,8.0,9.0,3.0,,,,,,,,,,,,,7.0,,,,,,3.0,9.0,7.0,5.0,2.0,,47.0,71.0,2.0,1.0,2.0,3.0,11.0,1.0,13.0,,,2.0,8.0,,,11.0,1.0,51.0,33.0,3.0,25.0,12.0,,1.0,26.0,59.0,10.0,7.0,1.0,,,,172.0,3.0,,2.0,3.0,,,7.0,,,4.0,2.0,,,,1.0,12.0,,4.0,4.0,,13.0,81.0,84.0,38.0,8.0,2.0,2.0,4.0,4.0,359.0,,,5.0,1.0,,53.0,58.0,21.0,,,,,,161.0,161.0,5.0,28.0,25.0,44.8,,,,1.0,19.0,0.0,,,,80.0,1.0,3.0,4.0,,,2.0,,,5.0,12.0,50.0,246.0,11.0,6.0,177.0,45.0,25.0,12.0,1.0,9.0,8.0,,104.0,3.0,212.0,3.0,,16.0,4.0,68.0,1.0,380.0,,0.0,7.0,15.0,2.0,17.0,0.0,557.0,20.0,9.0,2.0,2.0,9.0,0.0
2292965,16.0,2022-11-12 17:30:00,4,Newcastle,Home,153.0,23.0,2.0,6.0,4.0,1.0,1.0,226.0,4.0,1.0,3.0,4.0,5.0,21.0,373.0,,,22.0,6.0,16.0,6.0,2.0,2.0,,,,,,,,,,,7.0,,,,,1.0,7.0,4.0,1.0,8.0,2.0,,69.0,57.0,2.0,2.0,,2.0,5.0,4.0,7.0,,,5.0,11.0,5.0,,12.0,1.0,49.0,52.0,2.0,13.0,5.0,,1.0,22.0,56.0,14.0,10.0,,2.0,2.0,,176.0,1.0,,,1.0,,,7.0,,,1.0,,,,,1.0,5.0,,10.0,10.0,,3.0,94.0,59.0,37.0,3.0,1.0,2.0,7.0,3.0,433.0,,,1.0,,,58.0,97.0,29.0,,,,,,136.0,136.0,7.0,20.0,27.0,48.9,,,,,8.0,0.0,,,,112.0,2.0,,2.0,,,3.0,,,3.0,13.0,105.0,360.0,5.0,9.0,169.0,43.0,13.0,14.0,3.0,21.0,18.0,,145.0,4.0,303.0,,1.0,9.0,5.0,45.0,3.0,451.0,,0.0,10.0,23.0,1.0,23.0,5.0,635.0,22.0,16.0,3.0,5.0,15.0,0.0
2292977,17.0,2022-12-26 15:00:00,4,Newcastle,Away,156.0,32.0,3.0,5.0,2.0,,,131.0,5.0,,10.0,2.0,2.0,33.0,282.0,,,20.0,11.0,19.0,4.0,2.0,4.0,,,,,,,,,,,6.0,1.0,,,,1.0,4.0,4.0,4.0,10.0,2.0,,66.0,71.0,2.0,,3.0,2.0,13.0,3.0,6.0,,,5.0,,3.0,,13.0,,47.0,51.0,2.0,21.0,9.0,,,23.0,41.0,6.0,9.0,3.0,2.0,1.0,,144.0,2.0,1.0,2.0,1.0,1.0,,6.0,,,1.0,,,,,,9.0,,14.0,14.0,1.0,10.0,78.0,58.0,29.0,5.0,,3.0,5.0,5.0,362.0,,,4.0,3.0,,43.0,50.0,27.0,,,,,1.0,150.0,150.0,4.0,21.0,34.0,39.9,,,,,22.0,0.0,,,,92.0,1.0,1.0,2.0,1.0,,4.0,,,4.0,11.0,62.0,272.0,13.0,8.0,184.0,58.0,21.0,22.0,5.0,9.0,4.0,,109.0,2.0,205.0,,,12.0,3.0,62.0,1.0,380.0,,0.0,12.0,12.0,,21.0,0.0,586.0,22.0,19.0,11.0,5.0,7.0,0.0
2292985,18.0,2022-12-31 15:00:00,4,Newcastle,Home,161.0,25.0,4.0,5.0,1.0,1.0,1.0,168.0,4.0,1.0,6.0,,3.0,28.0,324.0,,3.0,30.0,12.0,15.0,8.0,4.0,6.0,,,,,,1.0,,,,1.0,6.0,,,,,3.0,4.0,6.0,2.0,12.0,4.0,,55.0,66.0,7.0,7.0,,,3.0,2.0,4.0,,,9.0,6.0,1.0,,11.0,1.0,59.0,59.0,,11.0,4.0,,,17.0,65.0,13.0,19.0,,6.0,9.0,1.0,143.0,,,,,,,4.0,,,,,,,,2.0,4.0,,10.0,10.0,,6.0,105.0,59.0,32.0,3.0,,7.0,5.0,5.0,403.0,,,4.0,2.0,,49.0,71.0,45.0,,,,,,170.0,170.0,5.0,23.0,32.0,59.0,,,,1.0,17.0,0.0,,,,116.0,1.0,,1.0,,,9.0,,,3.0,9.0,96.0,311.0,3.0,12.0,185.0,55.0,11.0,30.0,7.0,23.0,16.0,,149.0,2.0,257.0,,1.0,10.0,3.0,58.0,3.0,419.0,1.0,0.0,16.0,16.0,4.0,34.0,3.0,640.0,27.0,16.0,9.0,9.0,8.0,0.0
2292990,19.0,2023-01-03 19:45:00,4,Newcastle,Away,82.0,19.0,3.0,5.0,2.0,1.0,1.0,104.0,5.0,,6.0,1.0,2.0,16.0,181.0,,1.0,9.0,12.0,16.0,4.0,3.0,3.0,,,,,,,,,,,3.0,,,,,2.0,8.0,11.0,6.0,5.0,3.0,,36.0,54.0,2.0,2.0,,1.0,13.0,2.0,2.0,,1.0,5.0,11.0,,,7.0,,43.0,55.0,1.0,29.0,11.0,,,20.0,29.0,16.0,10.0,,,2.0,,114.0,,,,,,,12.0,,,,,,,,,11.0,,5.0,5.0,,6.0,50.0,45.0,24.0,5.0,,5.0,2.0,1.0,231.0,,,5.0,1.0,,40.0,43.0,23.0,,,,,,114.0,114.0,4.0,23.0,17.0,33.2,,,,3.0,25.0,0.0,,,,53.0,3.0,1.0,4.0,,,5.0,,,3.0,9.0,63.0,168.0,13.0,7.0,106.0,32.0,29.0,12.0,5.0,18.0,13.0,,93.0,9.0,165.0,1.0,,9.0,2.0,43.0,4.0,253.0,,0.0,8.0,23.0,1.0,11.0,5.0,446.0,23.0,9.0,6.0,5.0,16.0,0.0
2293006,20.0,2023-01-15 14:00:00,4,Newcastle,Home,159.0,15.0,3.0,6.0,3.0,,,216.0,2.0,1.0,4.0,1.0,2.0,21.0,369.0,,1.0,19.0,14.0,12.0,11.0,2.0,3.0,,,,1.0,,2.0,,,,,12.0,,,,1.0,3.0,4.0,4.0,1.0,12.0,8.0,,77.0,56.0,2.0,1.0,1.0,1.0,10.0,8.0,8.0,,,10.0,8.0,5.0,,5.0,,44.0,48.0,1.0,12.0,7.0,,,15.0,63.0,6.0,12.0,,4.0,3.0,2.0,154.0,1.0,,1.0,1.0,,,4.0,,,1.0,1.0,,,,1.0,7.0,1.0,8.0,8.0,,4.0,112.0,53.0,31.0,5.0,,4.0,10.0,5.0,429.0,,,1.0,2.0,,53.0,67.0,43.0,,1.0,1.0,,,131.0,131.0,4.0,23.0,25.0,62.3,1.0,,,,19.0,0.0,,,,106.0,,,,,,7.0,2.0,,4.0,5.0,134.0,354.0,10.0,14.0,182.0,36.0,12.0,19.0,7.0,23.0,16.0,,177.0,,290.0,1.0,1.0,12.0,2.0,45.0,2.0,449.0,1.0,0.0,20.0,18.0,1.0,22.0,1.0,636.0,31.0,10.0,7.0,10.0,13.0,0.0
2293012,21.0,2023-01-21 17:30:00,4,Newcastle,Away,193.0,22.0,5.0,11.0,6.0,3.0,2.0,204.0,5.0,,3.0,4.0,3.0,29.0,386.0,1.0,,15.0,18.0,20.0,9.0,4.0,8.0,,,,,,,,,,,7.0,,,,,1.0,3.0,4.0,2.0,14.0,2.0,,68.0,65.0,2.0,2.0,,1.0,9.0,2.0,3.0,,,15.0,12.0,2.0,,20.0,1.0,57.0,58.0,1.0,22.0,6.0,,,22.0,59.0,7.0,13.0,,2.0,2.0,,177.0,,,,,,,5.0,,,,1.0,,,,,6.0,,9.0,9.0,,3.0,115.0,59.0,35.0,3.0,,6.0,7.0,7.0,466.0,,,4.0,,,70.0,58.0,46.0,,,,,,168.0,168.0,4.0,31.0,27.0,60.8,,,,,21.0,0.0,,,,128.0,1.0,,1.0,,,7.0,1.0,,3.0,10.0,120.0,365.0,9.0,13.0,230.0,52.0,22.0,15.0,10.0,26.0,16.0,,170.0,5.0,284.0,1.0,,12.0,3.0,60.0,1.0,488.0,2.0,0.0,16.0,19.0,,16.0,2.0,712.0,53.0,20.0,6.0,15.0,9.0,0.0
2293026,22.0,2023-02-04 17:30:00,4,Newcastle,Home,205.0,25.0,2.0,4.0,2.0,,2.0,248.0,1.0,,4.0,3.0,4.0,26.0,449.0,,2.0,19.0,15.0,20.0,3.0,3.0,3.0,,,,,,,,,,1.0,3.0,,,,,2.0,7.0,6.0,4.0,7.0,1.0,,76.0,64.0,3.0,2.0,1.0,1.0,11.0,3.0,6.0,,1.0,4.0,6.0,5.0,,13.0,,50.0,51.0,1.0,23.0,15.0,,,21.0,57.0,11.0,12.0,1.0,2.0,4.0,,177.0,1.0,,1.0,1.0,,,7.0,,,1.0,1.0,,,,,15.0,,9.0,9.0,,4.0,150.0,69.0,31.0,2.0,,3.0,4.0,2.0,536.0,,,3.0,,,69.0,99.0,35.0,,,,,,154.0,154.0,4.0,29.0,27.0,62.7,,2.0,,,24.0,0.0,,,,154.0,,,,,,3.0,1.0,,3.0,12.0,142.0,437.0,11.0,7.0,232.0,57.0,23.0,12.0,3.0,18.0,15.0,,192.0,3.0,343.0,1.0,,11.0,5.0,60.0,,557.0,,0.0,8.0,13.0,3.0,19.0,2.0,732.0,22.0,13.0,6.0,4.0,8.0,0.0
2293030,23.0,2023-02-11 17:30:00,4,Newcastle,Away,228.0,16.0,1.0,2.0,1.0,2.0,1.0,237.0,8.0,2.0,10.0,1.0,3.0,35.0,463.0,,2.0,20.0,17.0,16.0,10.0,2.0,1.0,,,,,,,,,,,12.0,,,,,2.0,7.0,7.0,4.0,10.0,5.0,,75.0,67.0,,2.0,1.0,1.0,11.0,3.0,14.0,1.0,,6.0,13.0,3.0,,14.0,1.0,61.0,56.0,1.0,15.0,5.0,,1.0,24.0,74.0,10.0,8.0,1.0,2.0,1.0,,203.0,,,,,,,8.0,,,1.0,1.0,,,,,5.0,,9.0,9.0,,10.0,146.0,68.0,45.0,4.0,,4.0,8.0,7.0,546.0,,,2.0,1.0,,71.0,124.0,37.0,,,,,,172.0,172.0,4.0,27.0,26.0,66.8,,,1.0,1.0,21.0,0.0,,,,142.0,4.0,,3.0,1.0,,5.0,,,3.0,9.0,138.0,445.0,11.0,12.0,260.0,41.0,15.0,23.0,5.0,22.0,17.0,,192.0,4.0,328.0,1.0,2.0,7.0,5.0,55.0,5.0,566.0,1.0,0.0,15.0,15.0,3.0,20.0,3.0,790.0,35.0,23.0,17.0,6.0,9.0,0.0
2293046,24.0,2023-02-18 17:30:00,4,Newcastle,Home,146.0,19.0,5.0,6.0,1.0,2.0,,147.0,4.0,3.0,8.0,3.0,3.0,28.0,287.0,,1.0,14.0,5.0,11.0,7.0,4.0,6.0,2.0,,,,,,,,,,7.0,,1.0,,,,2.0,8.0,5.0,12.0,2.0,,45.0,60.0,3.0,3.0,,2.0,8.0,3.0,9.0,,,6.0,8.0,2.0,,5.0,2.0,30.0,50.0,2.0,22.0,13.0,,1.0,15.0,44.0,3.0,8.0,,2.0,2.0,,129.0,,,,,,,6.0,,,,,,,,1.0,13.0,2.0,7.0,7.0,3.0,8.0,83.0,38.0,25.0,7.0,,5.0,6.0,4.0,336.0,,,2.0,,,46.0,52.0,29.0,,,,,,111.0,111.0,4.0,31.0,14.0,37.4,1.0,,,,18.0,0.0,,,,93.0,2.0,3.0,5.0,1.0,2.0,7.0,2.0,,5.0,6.0,87.0,276.0,8.0,11.0,170.0,44.0,22.0,30.0,6.0,18.0,12.0,2.0,118.0,5.0,198.0,1.0,4.0,6.0,4.0,49.0,3.0,350.0,,1.0,14.0,10.0,4.0,15.0,1.0,539.0,26.0,18.0,21.0,6.0,9.0,0.0
2293057,25.0,2023-05-18 19:30:00,4,Newcastle,Home,85.0,16.0,2.0,7.0,5.0,2.0,2.0,102.0,2.0,1.0,3.0,2.0,1.0,18.0,180.0,1.0,1.0,21.0,7.0,15.0,10.0,2.0,3.0,1.0,,,,1.0,1.0,,,,2.0,14.0,,,,,4.0,7.0,5.0,3.0,19.0,3.0,,32.0,71.0,5.0,5.0,3.0,,6.0,7.0,15.0,,,6.0,3.0,1.0,1.0,7.0,,53.0,53.0,,9.0,3.0,,,20.0,52.0,17.0,16.0,1.0,3.0,3.0,1.0,128.0,3.0,1.0,3.0,2.0,1.0,1.0,4.0,,,2.0,1.0,,,,,3.0,,9.0,9.0,1.0,3.0,41.0,59.0,24.0,1.0,1.0,5.0,10.0,9.0,234.0,,,3.0,2.0,,47.0,14.0,34.0,,,,,,121.0,121.0,9.0,25.0,29.0,33.7,,,,,12.0,0.0,,,,53.0,,1.0,1.0,1.0,1.0,6.0,1.0,,5.0,11.0,61.0,171.0,6.0,15.0,98.0,48.0,9.0,18.0,6.0,13.0,7.0,2.0,100.0,2.0,169.0,1.0,1.0,12.0,2.0,58.0,1.0,254.0,2.0,0.0,22.0,11.0,1.0,25.0,2.0,436.0,42.0,20.0,11.0,6.0,10.0,0.0
2293066,26.0,2023-03-04 12:30:00,4,Newcastle,Away,183.0,23.0,1.0,3.0,3.0,,,151.0,3.0,,6.0,3.0,5.0,20.0,331.0,,2.0,16.0,9.0,7.0,3.0,,,,,,,1.0,1.0,,,,,4.0,,,,,,6.0,7.0,4.0,4.0,1.0,,64.0,51.0,1.0,1.0,,2.0,12.0,2.0,12.0,,,4.0,8.0,4.0,,9.0,1.0,46.0,35.0,2.0,17.0,9.0,,,19.0,39.0,13.0,5.0,,1.0,2.0,1.0,139.0,,,,,,,8.0,,,,,,,,1.0,9.0,,11.0,11.0,1.0,6.0,94.0,61.0,34.0,8.0,,1.0,2.0,2.0,393.0,,,2.0,1.0,,43.0,45.0,24.0,,,,,,121.0,121.0,3.0,20.0,21.0,43.7,,,,,17.0,0.0,,,,113.0,1.0,,1.0,,,1.0,,,5.0,10.0,69.0,321.0,12.0,4.0,208.0,42.0,17.0,16.0,4.0,17.0,14.0,,98.0,3.0,219.0,,,13.0,5.0,44.0,1.0,410.0,,0.0,5.0,11.0,3.0,17.0,4.0,568.0,20.0,12.0,12.0,4.0,7.0,0.0
2293077,27.0,2023-03-12 16:30:00,4,Newcastle,Home,99.0,19.0,2.0,5.0,3.0,,1.0,144.0,2.0,,8.0,1.0,4.0,20.0,238.0,,,21.0,11.0,12.0,9.0,,5.0,1.0,,,,1.0,2.0,,,,,10.0,,1.0,,,2.0,7.0,3.0,4.0,13.0,6.0,,50.0,52.0,3.0,2.0,1.0,5.0,8.0,8.0,11.0,,,10.0,10.0,3.0,,12.0,2.0,53.0,48.0,5.0,20.0,8.0,1.0,,10.0,38.0,11.0,10.0,1.0,4.0,2.0,2.0,117.0,2.0,1.0,2.0,1.0,1.0,,7.0,,,1.0,1.0,,,,,8.0,1.0,5.0,5.0,1.0,8.0,75.0,44.0,25.0,3.0,,3.0,8.0,8.0,285.0,,,,3.0,,46.0,49.0,39.0,,,,,,127.0,127.0,4.0,16.0,24.0,42.1,1.0,,,2.0,13.0,0.0,,,,60.0,1.0,2.0,3.0,3.0,1.0,3.0,,1.0,3.0,5.0,99.0,230.0,8.0,11.0,116.0,34.0,20.0,21.0,8.0,23.0,15.0,1.0,133.0,2.0,209.0,1.0,,6.0,4.0,40.0,,302.0,1.0,0.0,19.0,13.0,2.0,25.0,1.0,514.0,49.0,18.0,13.0,10.0,6.0,0.0
2293087,28.0,2023-03-17 20:00:00,4,Newcastle,Away,184.0,12.0,,5.0,5.0,1.0,,179.0,6.0,,7.0,,3.0,14.0,358.0,,,14.0,13.0,25.0,10.0,1.0,1.0,1.0,,,,,,,,,,12.0,1.0,,,,1.0,5.0,2.0,3.0,12.0,3.0,,47.0,61.0,2.0,1.0,2.0,1.0,6.0,6.0,5.0,,1.0,7.0,15.0,4.0,,5.0,,39.0,64.0,1.0,9.0,4.0,1.0,1.0,18.0,54.0,9.0,16.0,2.0,5.0,1.0,,156.0,1.0,,1.0,1.0,,1.0,7.0,,,1.0,1.0,,,,,4.0,1.0,8.0,8.0,,7.0,127.0,69.0,38.0,3.0,,4.0,8.0,4.0,423.0,,,,3.0,,44.0,74.0,46.0,,,,,1.0,145.0,145.0,6.0,19.0,29.0,61.6,,,3.0,,15.0,0.0,,,,119.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,,2.0,11.0,110.0,338.0,6.0,12.0,208.0,33.0,9.0,16.0,6.0,26.0,20.0,2.0,146.0,2.0,267.0,1.0,,10.0,4.0,39.0,1.0,449.0,,0.0,15.0,15.0,1.0,15.0,1.0,622.0,36.0,16.0,9.0,7.0,11.0,0.0
2293097,29.0,2023-04-02 16:30:00,4,Newcastle,Home,115.0,21.0,3.0,8.0,5.0,,2.0,157.0,4.0,,4.0,2.0,2.0,19.0,264.0,,1.0,22.0,8.0,14.0,15.0,3.0,4.0,1.0,,,,,,,,,,16.0,,,1.0,,2.0,4.0,5.0,1.0,16.0,6.0,,41.0,65.0,3.0,2.0,2.0,1.0,9.0,7.0,9.0,,,7.0,8.0,,,9.0,,43.0,59.0,1.0,8.0,6.0,,,16.0,34.0,8.0,12.0,,3.0,3.0,,134.0,2.0,1.0,2.0,1.0,1.0,,7.0,,,1.0,,,,,,6.0,2.0,11.0,11.0,,5.0,85.0,47.0,28.0,4.0,1.0,8.0,12.0,6.0,324.0,,,2.0,2.0,,41.0,58.0,34.0,,,,,,124.0,124.0,9.0,25.0,25.0,45.7,1.0,,,,21.0,0.0,,,,83.0,,1.0,1.0,,1.0,9.0,2.0,1.0,4.0,8.0,85.0,251.0,9.0,20.0,140.0,43.0,8.0,20.0,5.0,16.0,11.0,1.0,124.0,2.0,219.0,,,6.0,2.0,41.0,1.0,343.0,,0.0,22.0,22.0,1.0,26.0,0.0,547.0,45.0,11.0,11.0,7.0,15.0,0.0
2293101,30.0,2023-04-08 15:00:00,4,Newcastle,Away,141.0,22.0,3.0,3.0,,1.0,,203.0,2.0,1.0,6.0,1.0,4.0,30.0,341.0,,1.0,12.0,23.0,20.0,5.0,3.0,3.0,2.0,,,,,,,,,,6.0,,,,,1.0,7.0,10.0,2.0,8.0,2.0,,60.0,62.0,1.0,1.0,,1.0,5.0,2.0,9.0,,1.0,5.0,5.0,3.0,,5.0,3.0,62.0,55.0,1.0,27.0,17.0,,,15.0,50.0,15.0,10.0,1.0,1.0,1.0,,143.0,1.0,,1.0,1.0,,,6.0,,,1.0,3.0,,,,1.0,17.0,,7.0,7.0,,7.0,96.0,54.0,30.0,6.0,,3.0,6.0,4.0,393.0,,,2.0,,,51.0,72.0,29.0,1.0,2.0,2.0,1.0,,113.0,113.0,4.0,25.0,24.0,59.0,,,3.0,1.0,12.0,0.0,,,,114.0,4.0,1.0,5.0,,2.0,4.0,1.0,,5.0,4.0,105.0,329.0,5.0,9.0,157.0,43.0,27.0,17.0,5.0,14.0,9.0,2.0,141.0,3.0,270.0,3.0,1.0,10.0,5.0,58.0,2.0,413.0,,0.0,10.0,19.0,4.0,12.0,2.0,586.0,15.0,11.0,6.0,5.0,10.0,0.0
2293110,31.0,2023-04-15 12:30:00,4,Newcastle,Away,161.0,15.0,,3.0,3.0,2.0,2.0,125.0,6.0,3.0,3.0,2.0,5.0,16.0,283.0,,,18.0,8.0,11.0,6.0,1.0,1.0,,,,,,,,,,,6.0,,,,,1.0,10.0,10.0,6.0,6.0,2.0,,40.0,59.0,1.0,1.0,,1.0,12.0,3.0,9.0,,,2.0,8.0,3.0,,7.0,,50.0,52.0,1.0,13.0,7.0,,,19.0,43.0,15.0,13.0,,1.0,2.0,,137.0,,,,,,,6.0,,,,1.0,,,,,7.0,,7.0,7.0,,3.0,99.0,58.0,29.0,7.0,,3.0,4.0,2.0,340.0,,,3.0,1.0,,30.0,72.0,28.0,,,,,,125.0,125.0,7.0,25.0,24.0,48.0,,,,2.0,18.0,0.0,,,,86.0,2.0,1.0,3.0,,,3.0,,,5.0,6.0,68.0,261.0,12.0,7.0,180.0,41.0,13.0,21.0,2.0,15.0,13.0,,108.0,3.0,197.0,1.0,3.0,8.0,5.0,45.0,4.0,362.0,1.0,0.0,8.0,18.0,2.0,18.0,1.0,537.0,15.0,11.0,10.0,2.0,11.0,0.0
