season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025148,4,6,Tottenham_Hotspur,Away,1085180,242898,Brennan Johnson,brennan-johnson,F,True,,,,2.0,2.0,4.0,,,,1.0,,,,,,,,1.0,,,0.0459334,,,,0.0,,,,,1.0,,,,,,,,10.0,,,,,2.0,,,6.7,,,,,,,,1.0,,,1.0,3.0,2.0,5.0,,,0,,9.0,,1.0,,
2025-26,14025148,4,6,Tottenham_Hotspur,Away,1142679,550839,Wilson Odobert,wilson-odobert,F,True,,,,12.0,1.0,13.0,,,,,,,,,,,,1.0,,,0.00648308,,,,0.0,,,,,,,,,,,,,11.0,,,,,,,,6.6,,,,,,,,,,,,12.0,1.0,13.0,,,0,1.0,14.0,,,,1.0
2025-26,14025157,5,6,Tottenham_Hotspur,Away,840217,212319,Richarlison,richarlison,F,False,,,2.0,13.0,4.0,17.0,1.0,2.0,,2.0,,,1.0,,,1.0,4.0,6.0,,,0.0457985,0.7585,0.7542,2.0,0.0,1.0,,,,,1.0,,,,,,,90.0,2.0,,,,14.0,,,6.9,,,2.0,,,,2.0,1.0,,3.0,,19.0,7.0,26.0,,,5,1.0,43.0,3.0,1.0,2.0,1.0
2025-26,14025157,5,6,Tottenham_Hotspur,Away,998772,490145,Dane Scarlett,dane-scarlett,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025157,5,6,Tottenham_Hotspur,Away,1048888,511499,Mathys Tel,mathys-tel,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025157,5,6,Tottenham_Hotspur,Away,1085180,242898,Brennan Johnson,brennan-johnson,F,True,,,,3.0,2.0,5.0,,,,,,,,,,,,,,,0.00082655,,,,0.0,,,,,,,,,,,,,18.0,,,,,2.0,,,6.5,,,,,,,,,,,1.0,3.0,3.0,6.0,,,0,,8.0,1.0,,,
2025-26,14025157,5,6,Tottenham_Hotspur,Away,1142679,550839,Wilson Odobert,wilson-odobert,F,False,,,1.0,31.0,3.0,34.0,,,,4.0,,,,,,1.0,5.0,,,,0.101728,0.1086,,1.0,0.0,,,,,,,,,,,,,72.0,,,,,12.0,,,6.1,,,1.0,,,,3.0,1.0,,1.0,,36.0,4.0,40.0,,,1,,49.0,1.0,,,
2025-26,14025208,6,6,Tottenham_Hotspur,Home,840217,212319,Richarlison,richarlison,F,False,,,,4.0,1.0,5.0,3.0,2.0,,2.0,,,,1.0,,1.0,6.0,3.0,,,0.00988775,0.0152,,,0.0,,,,,,,,,,,,,90.0,,,,,8.0,,,6.4,,,1.0,,,2.0,1.0,,,,,8.0,1.0,9.0,,,1,,20.0,2.0,1.0,,
2025-26,14025208,6,6,Tottenham_Hotspur,Home,998772,490145,Dane Scarlett,dane-scarlett,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025208,6,6,Tottenham_Hotspur,Home,1048888,511499,Mathys Tel,mathys-tel,F,True,1.0,,,2.0,,2.0,,,,,,,,,,1.0,1.0,2.0,,,0.0265869,,,,0.0,,,,,,,,,,,,,13.0,,,,,2.0,,,6.8,,,,,,,1.0,1.0,,,,2.0,,2.0,,,0,1.0,7.0,1.0,,1.0,1.0
2025-26,14025208,6,6,Tottenham_Hotspur,Home,1085180,242898,Brennan Johnson,brennan-johnson,F,True,,,,,3.0,3.0,,,,,,,,,,,,,,,5.178e-05,,,,0.0,,,,,,,,,,,,,28.0,,,,,5.0,,,6.4,,,,,,1.0,,1.0,,2.0,,2.0,5.0,7.0,,,0,,9.0,,,,
2025-26,14025208,6,6,Tottenham_Hotspur,Home,1142679,550839,Wilson Odobert,wilson-odobert,F,True,,,1.0,6.0,,6.0,1.0,,,,,,,,,3.0,5.0,3.0,,,0.00812845,,,,0.0,,,,,,,,,,,,,12.0,,,,,6.0,,,6.6,,,,,,,3.0,1.0,,2.0,,7.0,,7.0,,,0,1.0,17.0,,,2.0,1.0
2025-26,14025225,7,6,Tottenham_Hotspur,Away,840217,212319,Richarlison,richarlison,F,True,,,,1.0,1.0,2.0,,,,3.0,,,1.0,,,,1.0,,,1.0,0.0005488,0.0291,,1.0,0.0,,,,,1.0,,,,,,,,16.0,,,,,2.0,,,6.3,,,,,,2.0,,,,,,1.0,2.0,3.0,,,1,,8.0,,,,
2025-26,14025225,7,6,Tottenham_Hotspur,Away,1048888,511499,Mathys Tel,mathys-tel,F,False,,,1.0,2.0,,2.0,2.0,1.0,,3.0,,,,,,,2.0,2.0,,,0.00518017,0.1165,0.2334,,0.0,1.0,,,1.0,,,,,,,,,73.0,1.0,,,,6.0,,,7.7,,,1.0,,,2.0,,,,2.0,,7.0,,7.0,,,2,,13.0,1.0,1.0,,
2025-26,14025225,7,6,Tottenham_Hotspur,Away,1085180,242898,Brennan Johnson,brennan-johnson,F,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8.0,,,,,1.0,,,6.5,,,,,,1.0,,,,1.0,,1.0,,1.0,,,0,,2.0,,,,
2025-26,14025225,7,6,Tottenham_Hotspur,Away,1142679,550839,Wilson Odobert,wilson-odobert,F,False,1.0,,1.0,16.0,3.0,19.0,,,,3.0,,,,,,2.0,4.0,2.0,,,0.124783,,,,0.0,,,,,,1.0,,,,,,,85.0,,,,,9.0,,,6.7,,,,,,1.0,3.0,2.0,,1.0,,18.0,3.0,21.0,,,0,1.0,35.0,2.0,,1.0,1.0
2025-26,14025249,8,6,Tottenham_Hotspur,Home,840217,212319,Richarlison,richarlison,F,True,,,,3.0,,3.0,2.0,2.0,,1.0,,,,,,1.0,3.0,3.0,,,0.111625,,,,0.0,,,,,,1.0,,,,,,,30.0,,,,,4.0,,,6.5,,,,,,1.0,,,,,,5.0,1.0,6.0,,,0,,10.0,,1.0,,
2025-26,14025249,8,6,Tottenham_Hotspur,Home,871706,247693,Randal Kolo Muani,randal-kolo-muani,F,True,,,,,1.0,1.0,,,,,,,,,,1.0,2.0,,,,2.035e-05,0.1339,,1.0,0.0,,,,,,,,,,,,,11.0,,,,,2.0,,,6.3,,,1.0,,,,,,,,,,1.0,1.0,,,1,,4.0,1.0,,,
2025-26,14025249,8,6,Tottenham_Hotspur,Home,1048888,511499,Mathys Tel,mathys-tel,F,False,,,,3.0,2.0,5.0,3.0,,,4.0,,1.0,,1.0,,1.0,7.0,1.0,,,0.00949723,,,2.0,0.0,,,,,,,,,,,,,60.0,,,,,9.0,,,6.1,,,,,,,1.0,2.0,,,1.0,4.0,2.0,6.0,,,0,1.0,15.0,4.0,,,1.0
2025-26,14025249,8,6,Tottenham_Hotspur,Home,1085180,242898,Brennan Johnson,brennan-johnson,F,True,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,1.563e-05,0.0631,,,0.0,,,,,,,,,,,,,12.0,,,,,2.0,,,6.7,,,1.0,,,1.0,,1.0,,,,1.0,1.0,2.0,,,1,,6.0,,,,
2025-26,14025249,8,6,Tottenham_Hotspur,Home,1142679,550839,Wilson Odobert,wilson-odobert,F,False,1.0,,,12.0,2.0,14.0,2.0,,,3.0,,1.0,1.0,,,2.0,5.0,4.0,,1.0,0.159336,0.2647,0.0437,,0.0,,,,,,1.0,,,,,,,79.0,1.0,,,,9.0,,,6.5,,,1.0,,,1.0,5.0,2.0,,,,14.0,3.0,17.0,,,3,,35.0,2.0,,4.0,
2025-26,14025263,9,6,Tottenham_Hotspur,Away,840217,212319,Richarlison,richarlison,F,True,,,,2.0,1.0,3.0,4.0,1.0,,1.0,1.0,1.0,,,,,7.0,2.0,,,0.278972,0.2649,0.3081,2.0,1.0,,,,,,1.0,,,,,,,28.0,1.0,,,,4.0,,,6.9,,,,,,4.0,1.0,,,,,3.0,2.0,5.0,,,1,1.0,15.0,1.0,,,
2025-26,14025263,9,6,Tottenham_Hotspur,Away,871706,247693,Randal Kolo Muani,randal-kolo-muani,F,False,,,,3.0,4.0,7.0,2.0,,,4.0,,,,2.0,,,7.0,2.0,,,0.016067,,,2.0,0.0,,,,,,1.0,,,,,,,62.0,,,,,5.0,,,6.3,,,,,,1.0,1.0,,,,,3.0,4.0,7.0,,,0,2.0,16.0,4.0,,,1.0
2025-26,14025263,9,6,Tottenham_Hotspur,Away,998772,490145,Dane Scarlett,dane-scarlett,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025263,9,6,Tottenham_Hotspur,Away,1048888,511499,Mathys Tel,mathys-tel,F,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025263,9,6,Tottenham_Hotspur,Away,1085180,242898,Brennan Johnson,brennan-johnson,F,False,1.0,,,7.0,4.0,11.0,,1.0,,1.0,,,,1.0,,,1.0,5.0,,1.0,0.00764653,,,,0.0,,,,,1.0,,,,,,,,89.0,,,,,8.0,,,6.7,,,,,,4.0,1.0,3.0,,1.0,,11.0,4.0,15.0,,,0,3.0,30.0,1.0,,1.0,2.0
2025-26,14025263,9,6,Tottenham_Hotspur,Away,1142679,550839,Wilson Odobert,wilson-odobert,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025289,10,6,Tottenham_Hotspur,Home,840217,212319,Richarlison,richarlison,F,True,,,,1.0,,1.0,3.0,1.0,,1.0,,,,1.0,,,5.0,3.0,,,0.0007953,,,1.0,0.0,,,,,,,,,,,,,30.0,,,,,2.0,,,6.3,,,,,,,,,,,,2.0,1.0,3.0,,,0,,7.0,,2.0,,
2025-26,14025289,10,6,Tottenham_Hotspur,Home,871706,247693,Randal Kolo Muani,randal-kolo-muani,F,False,,,,3.0,2.0,5.0,2.0,2.0,,1.0,,,,,,1.0,4.0,5.0,,,0.0189056,,,,0.0,,,,,,1.0,,,,,,,73.0,,,,,7.0,,,6.8,,,,,,,1.0,,,,,5.0,2.0,7.0,,,0,2.0,16.0,3.0,1.0,,2.0
2025-26,14025289,10,6,Tottenham_Hotspur,Home,998772,490145,Dane Scarlett,dane-scarlett,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025289,10,6,Tottenham_Hotspur,Home,1048888,511499,Mathys Tel,mathys-tel,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025289,10,6,Tottenham_Hotspur,Home,1085180,242898,Brennan Johnson,brennan-johnson,F,True,,,,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,0.00011514,,,,0.0,,,,,,,,,,,,,17.0,,,,,2.0,,,6.5,,,,,,,,1.0,,,1.0,1.0,1.0,2.0,,,0,,5.0,1.0,,,
2025-26,14025289,10,6,Tottenham_Hotspur,Home,1142679,550839,Wilson Odobert,wilson-odobert,F,True,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,,,17.0,,,,,,,,6.6,,,,,,2.0,,,,,,,,,,,0,,2.0,,,,
2025-26,14025057,11,6,Tottenham_Hotspur,Home,840217,212319,Richarlison,richarlison,F,False,,,,13.0,3.0,16.0,2.0,2.0,,2.0,,1.0,1.0,1.0,,1.0,6.0,5.0,,,0.0450579,0.212,0.6811,1.0,0.0,1.0,,,,,,,,,,,,90.0,1.0,,,,11.0,,,6.7,,,1.0,,,1.0,2.0,,,,1.0,18.0,4.0,22.0,,,3,2.0,38.0,2.0,1.0,1.0,1.0
2025-26,14025057,11,6,Tottenham_Hotspur,Home,871706,247693,Randal Kolo Muani,randal-kolo-muani,F,False,,,,5.0,1.0,6.0,1.0,1.0,,2.0,,,,,,,2.0,1.0,,,0.00828565,,,,0.0,,,,,1.0,,,,,,,,45.0,,,,,4.0,,,6.5,,,,,,,1.0,,,,,7.0,1.0,8.0,,,0,,12.0,1.0,,,
2025-26,14025057,11,6,Tottenham_Hotspur,Home,998772,490145,Dane Scarlett,dane-scarlett,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025057,11,6,Tottenham_Hotspur,Home,1048888,511499,Mathys Tel,mathys-tel,F,True,,,1.0,2.0,2.0,4.0,,1.0,,1.0,,,,,,,,1.0,,,0.0007811,0.2762,0.7246,,0.0,1.0,,,,,,,,,,,,11.0,1.0,,,,3.0,,,7.6,,,1.0,,,,,1.0,,1.0,,2.0,3.0,5.0,,,2,,9.0,1.0,,,
2025-26,14025057,11,6,Tottenham_Hotspur,Home,1085180,242898,Brennan Johnson,brennan-johnson,F,False,1.0,,,14.0,2.0,16.0,2.0,2.0,,2.0,1.0,,,,,2.0,6.0,7.0,,,0.0921289,,,,0.0,,,,,,1.0,1.0,,,,,,90.0,,,,,18.0,,,6.6,,,,,,1.0,4.0,5.0,,2.0,1.0,20.0,3.0,23.0,,,0,3.0,45.0,1.0,,2.0,2.0
2025-26,14025057,11,6,Tottenham_Hotspur,Home,1142679,550839,Wilson Odobert,wilson-odobert,F,True,2.0,,,8.0,3.0,11.0,,,,2.0,2.0,,1.0,,,,,4.0,,,0.191585,0.0271,,,1.0,,,,,,3.0,,,,,,,45.0,,,,,5.0,,,7.4,,,,,,1.0,2.0,4.0,,,,8.0,3.0,11.0,,,1,1.0,25.0,3.0,1.0,2.0,1.0
2025-26,14025057,11,6,Tottenham_Hotspur,Home,1403101,,Yusuf Akhamrich,yusuf-akhamrich,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025066,12,6,Tottenham_Hotspur,Away,840217,212319,Richarlison,richarlison,F,False,,,,4.0,1.0,5.0,4.0,1.0,,2.0,,,,,,4.0,9.0,3.0,,,0.0058448,0.0275,0.1178,1.0,0.0,1.0,,,,,1.0,,,,,,,90.0,1.0,,,,12.0,,,7.3,,,,,,3.0,,,,1.0,,8.0,2.0,10.0,,,1,1.0,25.0,3.0,1.0,,
2025-26,14025066,12,6,Tottenham_Hotspur,Away,871706,247693,Randal Kolo Muani,randal-kolo-muani,F,True,,,,1.0,1.0,2.0,1.0,,,1.0,,,,1.0,,,4.0,1.0,,,0.0002234,,,1.0,0.0,,,,,,,,,,,,,24.0,,,,,5.0,,,6.3,,,,,,,1.0,,,,,2.0,2.0,4.0,,,0,1.0,11.0,2.0,,,1.0
2025-26,14025066,12,6,Tottenham_Hotspur,Away,1048888,511499,Mathys Tel,mathys-tel,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025066,12,6,Tottenham_Hotspur,Away,1085180,242898,Brennan Johnson,brennan-johnson,F,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,12.0,,,,,1.0,,,6.6,,,,,,2.0,,,,1.0,,,1.0,1.0,,,0,,4.0,,,,
2025-26,14025066,12,6,Tottenham_Hotspur,Away,1142679,550839,Wilson Odobert,wilson-odobert,F,False,,,1.0,3.0,4.0,7.0,2.0,,,2.0,,,,,,1.0,3.0,2.0,,,0.00264619,,,,0.0,,,,,,1.0,,,,,,,66.0,,,,,9.0,,,6.5,,,,,,1.0,1.0,2.0,,1.0,,4.0,6.0,10.0,,,0,,23.0,3.0,1.0,1.0,
2025-26,14025117,13,6,Tottenham_Hotspur,Home,840217,212319,Richarlison,richarlison,F,False,,,,3.0,3.0,6.0,3.0,,1.0,3.0,,1.0,,,,1.0,4.0,2.0,,,0.00838092,,,,0.0,,,,,,,,,,,,,60.0,,,,,9.0,,,6.3,,,,,6.0418394550004,1.0,,1.0,,,,4.0,5.0,9.0,-5.04,,0,1.0,21.0,3.0,1.0,,1.0
2025-26,14025117,13,6,Tottenham_Hotspur,Home,871706,247693,Randal Kolo Muani,randal-kolo-muani,F,False,,,,8.0,1.0,9.0,1.0,2.0,9.0,2.0,,2.0,1.0,,,3.0,7.0,5.0,,,0.0168697,0.4024,,2.0,0.0,,,,,,,,,,,,,90.0,,,,,16.0,2.0,,6.1,,,3.0,,62.679786167631,1.0,2.0,1.0,,,,14.0,1.0,15.0,1.68,26.58039110005,4,1.0,35.0,5.0,1.0,1.0,
2025-26,14025117,13,6,Tottenham_Hotspur,Home,1048888,511499,Mathys Tel,mathys-tel,F,True,,,,2.0,,2.0,,,1.0,,,,,,,,,,,,0.00038337,,,,0.0,,,,,,,,,,,,,10.0,,,,,,,,6.5,,,,,7.0534338445895,,,,,,,2.0,,2.0,-6.615,,0,,2.0,,,,
2025-26,14025117,13,6,Tottenham_Hotspur,Home,1085180,242898,Brennan Johnson,brennan-johnson,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025117,13,6,Tottenham_Hotspur,Home,1142679,550839,Wilson Odobert,wilson-odobert,F,True,,,,9.0,2.0,11.0,,1.0,8.0,1.0,,,,,,,2.0,1.0,,,0.0134194,0.0868,,,0.0,,,,,,,,,,,,,30.0,,,,,6.0,2.0,,6.4,,,1.0,,76.815285116347,,2.0,,,1.0,,11.0,2.0,13.0,18.795,29.244632389113,1,,19.0,1.0,,,
2025-26,14025141,14,6,Tottenham_Hotspur,Away,840217,212319,Richarlison,richarlison,F,True,,,,2.0,,2.0,2.0,1.0,,,,,,,,,2.0,1.0,,,0.00230643,,,,0.0,,,,,,,,,,,,,13.0,,,,,2.0,,,6.3,,,,,,1.0,,,,,,2.0,,2.0,,,0,,7.0,2.0,,,
2025-26,14025141,14,6,Tottenham_Hotspur,Away,871706,247693,Randal Kolo Muani,randal-kolo-muani,F,False,,,,8.0,1.0,9.0,4.0,2.0,10.0,1.0,,,,,,3.0,9.0,9.0,,,0.0379677,,,,0.0,,,,,,1.0,,,,,,,77.0,,,,,12.0,,,6.8,,,,,114.82102212002,2.0,5.0,,,,,9.0,1.0,10.0,-52.815,,0,2.0,32.0,4.0,2.0,3.0,1.0
