playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,totalTackles,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,substituteOn,cornersTakenInclShortCorners,aerialDuels,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,cleanSheets,penaltiesFaced,penaltiesConceded,savesFromPenalty,punches,penaltyGoalsConceded,ownGoalScored,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,foulAttemptedTackle,savesMadeFromInsideBox,totalShots,shotsOffTargetIncWoodwork,expectedGoals,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,successfulLayoffs,oboxBlocked,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,shotsBlockedInBox,oboxTarget,iboxBlocked,shotsBlockedOutsideBox,foulWonPenalty,goals,awayGoals,homeGoals,rightFootGoals,hitWoodwork,throughBalls,goalAssists,leftFootGoals,clearancesOffTheLine,lastPlayerTackle,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,headedGoals,penaltyGoals,unsuccessfulLayoffs,redCards2ndYellow,secondGoalAssists
101178,James Ward-Prowse,Midfielder,West Ham,21,England,2023-24,100.0,6.2524,0.0,45.0,124.0,37.0,34.0,153.0,22.0,1472.0,,3.0,120.0,59.0,64.0,3005.0,33.0,102.0,8.0,41.0,76.0,1269.0,38.0,33.0,,65.3129,57.0,1.0,44.0,65.0,67.0,427.0,20.0,2.0,202.0,22.0,413.0,145.0,37.0,16.0,7.0,756.0,57.0,125.0,18.0,143.0,26.0,0.0,1391.0,20.0,319.0,29.0,9.0,340.0,24.0,38.0,79.0,50.0,292.0,1991.0,3.0,6.0,10.0,627.0,1.0,4.0,29.0,43.0,,,,,,5.0,,,,,8.0,,,,,,,11.0,,,18.0,,31.0,13.0,6.2023,9.0,13.0,18.0,,6.2477,20.0,9.0,9.0,2.0,2.0,4.0,9.0,4.0,9.0,,7.0,4.0,3.0,5.0,1.0,2.0,7.0,1.0,,,16.0,16.0,0.9807,2.0,1.0,2.0,,,
178186,Jarrod Bowen,Forward,West Ham,21,England,2023-24,231.0,4.8024,0.0,42.0,141.0,34.0,34.0,155.0,42.0,622.0,20.0,,32.0,103.0,14.0,3020.0,70.0,151.0,7.0,84.0,118.0,454.0,9.0,186.0,,63.4346,26.0,1.0,12.0,63.0,161.0,95.0,42.0,4.0,382.0,32.0,140.0,118.0,34.0,14.0,55.0,315.0,56.0,61.0,113.0,279.0,33.0,0.0,594.0,35.0,418.0,28.0,5.0,195.0,28.0,19.0,18.0,13.0,192.0,1226.0,3.0,3.0,4.0,166.0,2.0,2.0,14.0,31.0,,,,,,3.0,,,,,7.0,,,,,,,34.0,,,20.0,,64.0,27.0,11.6514,5.0,20.0,37.0,8.0,14.6203,16.0,5.0,6.0,15.0,15.0,15.0,6.0,15.0,5.0,,16.0,8.0,8.0,3.0,5.0,5.0,6.0,8.0,,,,,,,5.0,,5.0,,
447879,Joseph Anang,Goalkeeper,West Ham,21,England,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518438,Kaelan Casey,Defender,West Ham,21,England,2023-24,,,0.0,,,1.0,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,0.0,1.0,,,,1.0,,,,,,,,1.0,0.0,,,,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155405,Kalvin Phillips,Midfielder,West Ham,21,England,2023-24,33.0,0.0792,1.0,14.0,30.0,12.0,3.0,42.0,2.0,243.0,,9.0,,8.0,1.0,396.0,1.0,30.0,3.0,5.0,23.0,188.0,,2.0,,1.8321,,1.0,4.0,12.0,32.0,55.0,7.0,0.0,63.0,3.0,65.0,31.0,12.0,5.0,6.0,98.0,9.0,2.0,11.0,55.0,7.0,0.0,234.0,1.0,65.0,9.0,1.0,67.0,17.0,6.0,,13.0,56.0,320.0,1.0,2.0,3.0,104.0,,1.0,12.0,8.0,,,,,,,,1.0,,,1.0,,,,,,,2.0,,,14.0,,4.0,2.0,0.0743,1.0,1.0,2.0,,,2.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,2.0,1.0,
233963,Konstantinos Mavropanos,Defender,West Ham,21,Greece,2023-24,44.0,0.1176,0.0,28.0,68.0,19.0,16.0,146.0,1.0,627.0,,3.0,,68.0,,1501.0,24.0,84.0,7.0,15.0,40.0,441.0,,19.0,4.0,30.9678,3.0,11.0,78.0,27.0,20.0,119.0,10.0,0.0,128.0,8.0,285.0,70.0,19.0,12.0,2.0,155.0,20.0,1.0,2.0,60.0,44.0,0.0,596.0,2.0,162.0,16.0,13.0,192.0,15.0,23.0,,40.0,31.0,850.0,1.0,1.0,39.0,326.0,,2.0,78.0,42.0,,,,2.0,,3.0,,,,,4.0,2.0,,,,,,2.0,2.0,,11.0,,11.0,8.0,1.2284,,1.0,3.0,,0.5766,1.0,,,2.0,2.0,1.0,,1.0,,,1.0,1.0,0.0,,,1.0,,,,2.0,,,,,1.0,,,,
103192,Kurt Zouma,Defender,West Ham,21,France,2023-24,76.0,0.124,0.0,23.0,79.0,33.0,32.0,184.0,,1143.0,,1.0,,101.0,,2838.0,43.0,89.0,7.0,20.0,31.0,890.0,,28.0,,63.2249,4.0,13.0,158.0,63.0,33.0,295.0,6.0,1.0,165.0,10.0,435.0,95.0,33.0,6.0,1.0,240.0,56.0,,4.0,64.0,58.0,0.0,1096.0,2.0,203.0,17.0,28.0,352.0,24.0,29.0,,69.0,61.0,1477.0,3.0,3.0,63.0,719.0,1.0,3.0,105.0,57.0,,,,8.0,,3.0,,1.0,,,8.0,,,,,,7.0,2.0,1.0,,20.0,,12.0,5.0,1.8471,,4.0,7.0,,2.433,,,,4.0,4.0,4.0,,4.0,,,3.0,2.0,1.0,,,1.0,,,,1.0,,,,,3.0,,1.0,,
450554,Levi Laing,Defender,West Ham,21,England,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518442,Lewis Orford,Midfielder,West Ham,21,England,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224024,Lucas Paquetá,Midfielder,West Ham,21,Brazil,2023-24,239.0,5.1033,0.0,71.0,288.0,31.0,31.0,350.0,25.0,1411.0,5.0,,,121.0,10.0,2634.0,60.0,237.0,7.0,80.0,176.0,991.0,,66.0,,55.4796,37.0,3.0,25.0,52.0,179.0,303.0,66.0,0.0,476.0,27.0,589.0,194.0,31.0,23.0,29.0,657.0,45.0,25.0,110.0,355.0,61.0,0.0,1362.0,7.0,572.0,48.0,1.0,252.0,47.0,21.0,,70.0,267.0,2036.0,11.0,16.0,12.0,414.0,4.0,10.0,62.0,77.0,,,,,,1.0,,,,,6.0,,,,,,,41.0,,,38.0,,37.0,26.0,5.3673,10.0,5.0,11.0,7.0,2.6575,58.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,,4.0,1.0,3.0,,2.0,30.0,6.0,4.0,,,1.0,1.0,0.0635,2.0,,2.0,3.0,,1.0
37096,Lukasz Fabianski,Goalkeeper,West Ham,21,Poland,2023-24,1.0,0.0098,0.0,1.0,,10.0,7.0,77.0,,194.0,,3.0,,2.0,,721.0,,3.0,2.0,1.0,1.0,60.0,,,,20.2348,,19.0,9.0,21.0,1.0,36.0,,0.0,4.0,,130.0,68.0,10.0,1.0,,35.0,19.0,,,2.0,2.0,0.0,103.0,,79.0,,,28.0,,1.0,,57.0,,293.0,,,44.0,82.0,,0.0,77.0,11.0,,8.0,12.0,56.0,1.0,1.0,3.0,,,5.0,3.0,,33.0,1.0,,,83.0,,17.0,7.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149519,Maxwel Cornet,Forward,West Ham,21,Cote d’Ivoire,2023-24,14.0,0.0251,0.0,3.0,11.0,7.0,1.0,12.0,1.0,48.0,3.0,6.0,,5.0,,110.0,5.0,5.0,,4.0,5.0,36.0,,8.0,,2.7272,4.0,,1.0,3.0,9.0,10.0,2.0,0.0,19.0,2.0,6.0,8.0,7.0,1.0,1.0,21.0,3.0,1.0,4.0,14.0,,0.0,47.0,1.0,18.0,2.0,,12.0,2.0,2.0,,,20.0,70.0,,1.0,1.0,15.0,1.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,2.0,0.4024,,1.0,1.0,,,3.0,,,,,1.0,,1.0,,,1.0,1.0,0.0,,,,,1.0,,,,,,,,,,,
57531,Michail Antonio,Forward,West Ham,21,Jamaica,2023-24,147.0,1.287,0.0,15.0,88.0,26.0,21.0,95.0,25.0,268.0,9.0,5.0,,86.0,2.0,1710.0,53.0,105.0,4.0,35.0,72.0,165.0,,65.0,6.0,35.1,6.0,,4.0,34.0,94.0,60.0,28.0,1.0,252.0,13.0,67.0,55.0,26.0,7.0,26.0,116.0,30.0,25.0,65.0,166.0,33.0,0.0,261.0,11.0,268.0,8.0,3.0,59.0,25.0,4.0,,8.0,82.0,613.0,5.0,19.0,2.0,59.0,4.0,6.0,7.0,10.0,,,,,,,,,,,3.0,,,,,,,29.0,,,15.0,,24.0,10.0,5.7779,2.0,6.0,14.0,6.0,4.5065,13.0,1.0,1.0,7.0,7.0,5.0,1.0,5.0,1.0,,6.0,3.0,3.0,4.0,,3.0,2.0,,,,,,,,2.0,,8.0,,
460842,Mohammed Kudus,Midfielder,West Ham,21,Ghana,2023-24,252.0,3.6651,0.0,65.0,103.0,33.0,27.0,120.0,71.0,773.0,16.0,6.0,2.0,44.0,21.0,2483.0,29.0,279.0,7.0,68.0,264.0,609.0,,115.0,1.0,54.7269,22.0,1.0,8.0,61.0,223.0,145.0,75.0,1.0,531.0,25.0,128.0,212.0,33.0,18.0,77.0,411.0,54.0,73.0,170.0,487.0,15.0,0.0,763.0,24.0,463.0,47.0,,226.0,39.0,11.0,1.0,44.0,274.0,1595.0,3.0,9.0,10.0,263.0,6.0,6.0,17.0,32.0,,,,,,1.0,,1.0,,,5.0,,,,,,,124.0,,,34.0,,43.0,26.0,5.1438,21.0,24.0,17.0,15.0,4.2452,21.0,14.0,3.0,6.0,6.0,10.0,3.0,10.0,14.0,1.0,8.0,3.0,5.0,4.0,2.0,3.0,6.0,4.0,,,,,,,,,2.0,,
210494,Nayef Aguerd,Defender,West Ham,21,Morocco,2023-24,52.0,0.3763,1.0,26.0,68.0,21.0,21.0,227.0,5.0,1164.0,,,,81.0,,1859.0,33.0,83.0,4.0,14.0,35.0,833.0,,21.0,,40.2626,4.0,14.0,80.0,44.0,19.0,377.0,6.0,0.0,135.0,9.0,515.0,102.0,21.0,12.0,2.0,313.0,40.0,5.0,4.0,54.0,48.0,0.0,1095.0,4.0,248.0,14.0,24.0,217.0,10.0,17.0,,104.0,55.0,1396.0,6.0,1.0,63.0,624.0,,1.0,159.0,60.0,,,,14.0,,2.0,,1.0,,,4.0,,,,,,14.0,3.0,,,7.0,,11.0,7.0,1.5373,,3.0,4.0,,0.8843,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,1.0,0.0,1.0,,,1.0,,,1.0,,,,,,1.0,,,1.0,
536109,Ollie Scarles,Defender,West Ham,21,England,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172841,Saïd Benrahma,Forward,West Ham,21,Algeria,2023-24,49.0,0.7789,0.0,8.0,43.0,13.0,5.0,48.0,14.0,238.0,1.0,8.0,,7.0,3.0,616.0,6.0,29.0,1.0,17.0,28.0,187.0,,41.0,,9.4767,10.0,,5.0,8.0,43.0,79.0,6.0,0.0,78.0,8.0,47.0,43.0,13.0,4.0,21.0,123.0,7.0,14.0,29.0,71.0,1.0,0.0,236.0,7.0,108.0,4.0,,26.0,5.0,5.0,,3.0,86.0,384.0,,4.0,3.0,70.0,1.0,1.0,5.0,14.0,,,,,,,,,,,,,,,,,,14.0,,,3.0,,15.0,9.0,1.8314,3.0,4.0,6.0,1.0,1.6624,6.0,2.0,,6.0,6.0,2.0,,2.0,2.0,,,,,,,5.0,1.0,,,,,,,1.0,,,1.0,,
215439,Tomás Soucek,Midfielder,West Ham,21,Czech Republic,2023-24,161.0,1.1903,0.0,53.0,192.0,37.0,34.0,230.0,4.0,947.0,10.0,3.0,,189.0,2.0,2874.0,81.0,189.0,8.0,54.0,81.0,686.0,,74.0,,63.1212,18.0,1.0,107.0,64.0,80.0,210.0,24.0,5.0,350.0,27.0,361.0,151.0,37.0,18.0,7.0,332.0,56.0,4.0,19.0,161.0,108.0,0.0,943.0,6.0,279.0,35.0,28.0,239.0,41.0,37.0,,31.0,137.0,1389.0,3.0,9.0,22.0,387.0,3.0,7.0,38.0,68.0,,,,,,5.0,,1.0,,,8.0,,,,,,,4.0,,,31.0,,35.0,20.0,6.727,2.0,8.0,15.0,,5.1328,6.0,2.0,1.0,7.0,7.0,6.0,1.0,6.0,2.0,,7.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,,,,,,1.0,,1.0,,
164555,Vladimír Coufal,Defender,West Ham,21,Czech Republic,2023-24,137.0,2.9683,1.0,64.0,215.0,36.0,36.0,332.0,81.0,1229.0,1.0,,1.0,77.0,25.0,3136.0,37.0,142.0,9.0,90.0,102.0,858.0,,26.0,87.0,68.6294,26.0,7.0,83.0,69.0,100.0,33.0,26.0,0.0,279.0,34.0,676.0,154.0,36.0,23.0,19.0,469.0,60.0,81.0,32.0,202.0,40.0,0.0,1212.0,23.0,574.0,41.0,15.0,335.0,32.0,43.0,,39.0,185.0,2093.0,232.0,7.0,65.0,453.0,1.0,5.0,117.0,119.0,,,,,,3.0,,1.0,,,7.0,,,,,,,12.0,,,25.0,,6.0,4.0,0.3137,24.0,2.0,2.0,3.0,0.5092,1.0,2.0,,2.0,2.0,,,,2.0,,,,,,1.0,2.0,7.0,,,,,,,,,,,1.0,
