playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,redCards2ndYellow,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,goals,awayGoals,homeGoals,rightFootGoals,leftFootGoals,headedGoals,hitWoodwork,handballsConceded,throughBalls,cornersTakenInclShortCorners,penaltiesConceded,penaltiesSaved,savesFromPenalty,clearancesOffTheLine,foulWonPenalty,successfulCornersIntoBox,unsuccessfulCornersIntoBox,setPiecesGoals,secondGoalAssists,penaltiesTaken,penaltyGoals
204480,Declan Rice,Midfielder,West Ham,21,England,2016-17,1.0,,0.0016,0.0,,,,,,,,1.0,,,,,,6.0,,,1.0,1.0,,,,,1.0,,,1.0,,,,,6.0,,,,,,,,,,,1.0,,0.0,1.0,,2.0,2.0,1.0,,,,2.0,,,,,,,,,0.0,6.0,,,,,,,,1.0,,,,2.0,6.0,,,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73889,Diafra Sakho,Forward,West Ham,21,Senegal,2016-17,26.0,1.0,0.0342,0.0,,1.0,1.0,0.2825,1.0,2.0,10.0,4.0,,4.0,2.0,10.0,1.0,32.0,6.0,,2.0,19.0,,,1.0,,181.0,,,12.0,13.0,,,6.0,22.0,5.0,,,4.249,1.0,,4.0,4.0,1.0,14.0,9.0,3.0,0.0,39.0,,6.0,6.0,4.0,,,2.0,15.0,4.0,,1.0,10.0,,1.0,20.0,7.0,0.0,26.0,1.0,1.0,25.0,1.0,2.0,,,12.0,3.0,,,5.0,66.0,,2.0,,,8.0,2.0,0.335,0.0,,3.0,,,,,,,,,,,,,,,1.0,1.0,0.0,,,1.0,,,,,,,,,,,,,,,
216058,Domingos Quina,Midfielder,West Ham,21,Portugal,2016-17,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163526,Edimilson Fernandes,Midfielder,West Ham,21,Switzerland,2016-17,67.0,2.0,0.509,0.0,,13.0,4.0,0.6874,22.0,7.0,43.0,28.0,,4.0,8.0,64.0,9.0,473.0,1.0,11.0,20.0,15.0,3.0,2.0,2.0,2.0,986.0,2.0,1.0,12.0,42.0,2.0,26.0,39.0,386.0,13.0,8.0,2.0,16.7343,6.0,1.0,10.0,18.0,2.0,55.0,104.0,7.0,0.0,109.0,20.0,109.0,78.0,28.0,2.0,7.0,7.0,252.0,16.0,,9.0,23.0,,2.0,94.0,3.0,0.0,467.0,3.0,6.0,120.0,15.0,10.0,2.0,,151.0,16.0,19.0,23.0,109.0,687.0,28.0,3.0,11.0,12.0,159.0,12.0,0.7137,4.0,21.0,24.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,
148179,Enner Valencia,Forward,West Ham,21,Ecuador,2016-17,125.0,1.0,0.0192,0.0,,11.0,12.0,0.5808,16.0,20.0,41.0,24.0,1.0,11.0,8.0,46.0,21.0,228.0,6.0,2.0,16.0,70.0,,,1.0,3.0,921.0,3.0,1.0,52.0,68.0,4.0,23.0,50.0,171.0,58.0,,2.0,4.0046,6.0,1.0,12.0,12.0,2.0,73.0,33.0,17.0,0.0,193.0,13.0,68.0,43.0,24.0,,3.0,18.0,142.0,8.0,,22.0,36.0,,2.0,123.0,18.0,0.0,222.0,8.0,10.0,147.0,13.0,19.0,1.0,1.0,66.0,26.0,11.0,11.0,61.0,468.0,4.0,7.0,2.0,1.0,41.0,12.0,0.4061,1.0,5.0,9.0,,,,,,,,,,,,,,,3.0,1.0,2.0,2.0,1.0,,,3.0,2.0,,,,,,1.0,,,,,,
59796,Gökhan Töre,Midfielder,West Ham,21,Turkey,2016-17,21.0,3.0,0.9658,0.0,0.1028,1.0,,,4.0,4.0,14.0,5.0,1.0,3.0,3.0,16.0,7.0,56.0,1.0,1.0,2.0,4.0,,,4.0,,239.0,,2.0,4.0,8.0,1.0,1.0,8.0,39.0,9.0,,1.0,3.8535,5.0,,,4.0,,17.0,5.0,1.0,0.0,29.0,1.0,8.0,7.0,5.0,,1.0,6.0,32.0,3.0,,9.0,9.0,1.0,,25.0,,0.0,54.0,4.0,3.0,39.0,3.0,3.0,,1.0,29.0,4.0,,1.0,14.0,98.0,,3.0,1.0,2.0,12.0,,0.2771,0.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,1.0,2.0,,,,
43626,Håvard Nordtveit,Defender,West Ham,21,Norway,2016-17,35.0,1.0,0.3396,0.0,,4.0,1.0,0.1345,18.0,3.0,53.0,16.0,1.0,2.0,11.0,92.0,8.0,413.0,,4.0,5.0,26.0,2.0,1.0,1.0,,956.0,,1.0,7.0,49.0,1.0,16.0,30.0,278.0,1.0,15.0,3.0,20.5174,3.0,6.0,25.0,20.0,,28.0,63.0,8.0,0.0,84.0,7.0,160.0,61.0,16.0,1.0,4.0,3.0,153.0,19.0,,8.0,7.0,,,58.0,19.0,0.0,396.0,2.0,1.0,128.0,14.0,4.0,4.0,,144.0,11.0,24.0,43.0,46.0,605.0,42.0,3.0,4.0,16.0,169.0,8.0,0.1494,2.0,39.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
8380,James Collins,Defender,West Ham,21,Wales,2016-17,49.0,,0.1779,0.0,,1.0,4.0,1.5548,21.0,10.0,48.0,22.0,,,19.0,125.0,,580.0,1.0,,3.0,86.0,6.0,,,2.0,1654.0,2.0,,28.0,85.0,5.0,10.0,27.0,405.0,19.0,,2.0,26.4446,4.0,12.0,147.0,29.0,1.0,21.0,137.0,7.0,0.0,134.0,6.0,268.0,60.0,22.0,,4.0,,103.0,24.0,,,,,1.0,48.0,58.0,0.0,554.0,6.0,1.0,130.0,17.0,1.0,18.0,,146.0,7.0,38.0,50.0,29.0,848.0,,1.0,,46.0,352.0,5.0,0.9579,3.0,77.0,38.0,,,,,,,,,,,,,,,2.0,2.0,0.0,,1.0,1.0,,,,,,,,,,,,,,,
168287,Jonathan Calleri,Forward,West Ham,21,Argentina,2016-17,65.0,4.0,0.6558,0.0,,7.0,3.0,1.7801,5.0,9.0,45.0,16.0,,10.0,4.0,48.0,11.0,119.0,9.0,1.0,12.0,23.0,,,4.0,2.0,537.0,2.0,2.0,14.0,29.0,,8.0,20.0,67.0,38.0,,,7.6351,7.0,,3.0,4.0,6.0,51.0,24.0,8.0,0.0,94.0,4.0,43.0,27.0,16.0,,,11.0,58.0,4.0,,11.0,31.0,,6.0,71.0,9.0,0.0,115.0,6.0,7.0,110.0,5.0,7.0,,,17.0,10.0,4.0,4.0,35.0,242.0,1.0,4.0,1.0,2.0,17.0,1.0,2.3434,0.0,3.0,7.0,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,,,,,3.0,,,,,,,,,,,,
38580,José Fonte,Defender,West Ham,21,Portugal,2016-17,89.0,1.0,0.7544,0.0,,4.0,3.0,0.815,48.0,13.0,132.0,33.0,,1.0,33.0,287.0,4.0,1630.0,,1.0,,126.0,11.0,,1.0,2.0,2935.0,2.0,,46.0,147.0,4.0,44.0,67.0,1234.0,31.0,,7.0,23.8097,9.0,33.0,191.0,46.0,1.0,43.0,261.0,17.0,0.0,236.0,22.0,713.0,161.0,33.0,,15.0,1.0,463.0,42.0,,4.0,2.0,,1.0,110.0,80.0,0.0,1569.0,10.0,2.0,313.0,33.0,6.0,23.0,,536.0,28.0,75.0,109.0,120.0,2093.0,2.0,1.0,1.0,104.0,881.0,17.0,0.4779,4.0,155.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,,,,,,,
86934,Manuel Lanzini,Midfielder,West Ham,21,Argentina,2016-17,150.0,6.0,3.7672,0.0,0.9547,15.0,21.0,8.7303,43.0,54.0,171.0,35.0,2.0,71.0,31.0,201.0,10.0,1581.0,7.0,11.0,4.0,18.0,3.0,10.0,20.0,3.0,2711.0,3.0,6.0,14.0,171.0,7.0,45.0,167.0,1335.0,68.0,,4.0,49.1184,55.0,1.0,10.0,53.0,4.0,136.0,441.0,38.0,2.0,321.0,26.0,404.0,227.0,35.0,10.0,14.0,41.0,890.0,46.0,,52.0,81.0,14.0,4.0,303.0,4.0,0.0,1543.0,33.0,12.0,415.0,29.0,88.0,1.0,14.0,420.0,21.0,45.0,45.0,316.0,2170.0,9.0,13.0,11.0,2.0,510.0,13.0,6.3153,9.0,30.0,39.0,,,,,,,,,,,,,,,8.0,3.0,5.0,7.0,1.0,,1.0,2.0,8.0,44.0,,,,,,11.0,29.0,1.0,1.0,2.0,2.0
195859,Marcus Browne,Midfielder,West Ham,21,England,2016-17,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18073,Mark Noble,Midfielder,West Ham,21,England,2016-17,106.0,3.0,1.1135,0.0,0.0811,5.0,7.0,3.8632,50.0,20.0,139.0,30.0,,42.0,29.0,199.0,17.0,1437.0,,3.0,1.0,11.0,7.0,3.0,3.0,1.0,2398.0,1.0,1.0,8.0,110.0,3.0,44.0,107.0,1112.0,21.0,,4.0,42.2617,24.0,4.0,10.0,40.0,2.0,98.0,354.0,43.0,2.0,216.0,24.0,467.0,184.0,30.0,3.0,20.0,10.0,686.0,37.0,,17.0,31.0,1.0,2.0,205.0,3.0,0.0,1369.0,13.0,10.0,277.0,30.0,15.0,6.0,1.0,383.0,27.0,36.0,126.0,233.0,1767.0,13.0,11.0,3.0,14.0,555.0,17.0,3.1855,10.0,60.0,47.0,,,,,,,,,,,,,,,3.0,1.0,2.0,3.0,,,3.0,,3.0,1.0,,,,,,,,1.0,1.0,2.0,1.0
57531,Michail Antonio,Forward,West Ham,21,Jamaica,2016-17,259.0,24.0,2.9984,1.0,,21.0,23.0,7.8882,32.0,56.0,129.0,29.0,3.0,31.0,29.0,173.0,70.0,637.0,20.0,6.0,,161.0,4.0,7.0,24.0,7.0,2439.0,7.0,7.0,104.0,211.0,2.0,41.0,154.0,435.0,122.0,24.0,5.0,45.0679,28.0,1.0,38.0,43.0,15.0,155.0,109.0,49.0,1.0,470.0,23.0,177.0,101.0,29.0,7.0,5.0,51.0,332.0,41.0,1.0,70.0,107.0,,15.0,309.0,57.0,0.0,625.0,33.0,37.0,457.0,27.0,74.0,2.0,,167.0,31.0,27.0,29.0,184.0,1397.0,82.0,6.0,6.0,26.0,156.0,10.0,9.7592,4.0,44.0,33.0,,,,,,,,,,,,,,,9.0,6.0,3.0,1.0,2.0,6.0,2.0,1.0,3.0,,1.0,,,,1.0,,,,,,
156660,Moses Makasi,Midfielder,West Ham,21,England,2016-17,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183487,Nathan Holland,Midfielder,West Ham,21,England,2016-17,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59779,Pedro Obiang,Midfielder,West Ham,21,Equatorial Guinea,2016-17,100.0,,0.7562,0.0,,2.0,2.0,0.4831,62.0,7.0,126.0,22.0,1.0,19.0,21.0,170.0,8.0,911.0,,2.0,1.0,47.0,4.0,1.0,,,1766.0,,,25.0,144.0,3.0,45.0,122.0,673.0,6.0,,2.0,33.6373,5.0,2.0,29.0,32.0,,75.0,249.0,39.0,1.0,244.0,31.0,345.0,136.0,22.0,1.0,8.0,3.0,405.0,29.0,,8.0,19.0,,,197.0,22.0,0.0,886.0,5.0,1.0,215.0,54.0,21.0,7.0,,236.0,27.0,32.0,68.0,81.0,1208.0,6.0,5.0,2.0,9.0,336.0,25.0,0.4284,7.0,44.0,41.0,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,,,1.0,,5.0,,,,,,,,,,1.0,,
82257,Raphael Spiegel,Goalkeeper,West Ham,21,Switzerland,2016-17,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156658,Reece Burke,Defender,West Ham,21,England,2016-17,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173792,Reece Oxford,Defender,West Ham,21,England,2016-17,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18987,Robert Snodgrass,Midfielder,West Ham,21,Scotland,2016-17,206.0,13.0,2.8624,0.0,0.9293,13.0,19.0,6.6643,38.0,37.0,153.0,35.0,5.0,112.0,27.0,177.0,63.0,1008.0,7.0,6.0,8.0,74.0,1.0,6.0,51.0,4.0,2550.0,4.0,1.0,51.0,134.0,7.0,46.0,111.0,797.0,68.0,1.0,10.0,36.5371,57.0,6.0,20.0,56.0,2.0,155.0,155.0,48.0,1.0,340.0,21.0,257.0,128.0,35.0,6.0,7.0,23.0,575.0,49.0,,159.0,66.0,14.0,2.0,266.0,23.0,0.0,979.0,18.0,29.0,455.0,31.0,26.0,2.0,17.0,280.0,46.0,14.0,34.0,316.0,1588.0,4.0,9.0,6.0,12.0,307.0,26.0,3.7622,2.0,24.0,34.0,,,,,,,,,,,,,,,7.0,2.0,5.0,,7.0,,1.0,1.0,7.0,111.0,2.0,,,,1.0,33.0,72.0,2.0,3.0,2.0,2.0
113564,Sam Byram,Defender,West Ham,21,England,2016-17,65.0,4.0,1.2231,1.0,,2.0,,,24.0,6.0,72.0,18.0,1.0,2.0,13.0,131.0,23.0,435.0,2.0,1.0,5.0,45.0,3.0,,4.0,,1247.0,,,22.0,63.0,6.0,28.0,40.0,284.0,18.0,39.0,1.0,21.5755,6.0,5.0,59.0,27.0,1.0,43.0,16.0,13.0,0.0,128.0,20.0,212.0,69.0,18.0,,6.0,1.0,177.0,21.0,1.0,23.0,9.0,,1.0,83.0,23.0,0.0,429.0,6.0,3.0,214.0,18.0,4.0,4.0,,131.0,21.0,42.0,20.0,76.0,822.0,106.0,2.0,1.0,30.0,131.0,12.0,0.2822,5.0,59.0,34.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
44336,Sofiane Féghouli,Midfielder,West Ham,21,Algeria,2016-17,60.0,14.0,1.6268,1.0,,6.0,7.0,3.0107,18.0,14.0,90.0,21.0,3.0,18.0,11.0,108.0,40.0,378.0,1.0,4.0,10.0,29.0,1.0,2.0,19.0,2.0,1038.0,2.0,3.0,20.0,62.0,1.0,27.0,53.0,244.0,39.0,1.0,1.0,19.7427,16.0,,8.0,21.0,2.0,40.0,53.0,18.0,1.0,122.0,11.0,111.0,62.0,21.0,2.0,7.0,12.0,205.0,20.0,,45.0,24.0,,2.0,93.0,9.0,1.0,371.0,7.0,10.0,207.0,11.0,17.0,1.0,,147.0,11.0,14.0,26.0,67.0,624.0,5.0,6.0,4.0,9.0,84.0,7.0,2.5923,1.0,18.0,26.0,,,,,,,,,,,,,,,3.0,1.0,2.0,2.0,1.0,,,,3.0,13.0,1.0,,,,,4.0,4.0,,,,
