playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,substituteOn,aerialDuels,timePlayed,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,shotsOnTargetIncGoals,expectedGoalsOnTarget,throughBalls,setPiecesGoals,goals,offsides,awayGoals,oboxBlocked,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,penaltyGoalsConceded,keyPassesAttemptAssists,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,freekickTotal,attemptsFromSetPieces,throwInsToOwnPlayer,hitWoodwork,handballsConceded,expectedGoalsFreekick,overruns,goalAssists,foulWonPenalty,unsuccessfulCrossesOpenPlay,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,homeGoals,penaltiesTaken,oboxTarget,headedGoals,cornersWon,penaltyGoals,substituteOff,shotsBlockedOutsideBox,successfulCrossesOpenPlay,throwInsToOppositionPlayer,successfulLaunches,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,clearancesOffTheLine,lastPlayerTackle,ownGoalScored,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesConceded,secondGoalAssists
49414,Jack Collison,Midfielder,West Ham,21,Wales,2012-13,32.0,0.7335,0.0,3.0,7.0,8.0,45.0,17.0,8.0,5.0,51.0,232.0,12.0,9.0,627.0,16.0,5.0,13.0,175.0,12.0,13.0041,17.0,14.0,1.0,26.0,37.0,3.0,2.0,48.0,72.0,27.0,17.0,3.0,95.0,9.0,14.0,1.0,39.0,3.0,0.0,230.0,1.0,84.0,4.0,3.0,,68.0,10.0,4.0,6.0,55.0,321.0,3.0,90.0,1.2554,2.0,6.0,12.0,7.0,2.1968,,,2.0,1.0,2.0,3.0,5.0,5.0,6.0,1.0,10.0,1.0,1.0,7.0,11.0,,,1.0,,5.0,,1.0,,,10.0,,5.0,4.0,,0.0,,5.0,,4.0,,3.0,3.0,3.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
8380,James Collins,Defender,West Ham,21,Wales,2012-13,94.0,1.2398,0.0,6.0,53.0,13.0,116.0,29.0,,29.0,245.0,706.0,,130.0,2496.0,150.0,10.0,66.0,359.0,30.0,40.8858,316.0,35.0,1.0,48.0,71.0,11.0,0.0,244.0,463.0,103.0,29.0,11.0,214.0,25.0,3.0,1.0,114.0,84.0,0.0,633.0,12.0,267.0,42.0,2.0,40.0,127.0,23.0,48.0,102.0,45.0,1235.0,113.0,247.0,1.1524,9.0,129.0,36.0,1.0,0.6221,,,,1.0,,9.0,2.0,2.0,46.0,1.0,6.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0669,1.0,1.0,,2.0,7.0,1.0,,,,,1.0,,3.0,,4.0,9.0,,,68.0,,,,,1.0,,,,,,,,,,,,,,,,,
49413,James Tomkins,Defender,West Ham,21,England,2012-13,46.0,0.9204,0.0,7.0,33.0,13.0,100.0,26.0,2.0,18.0,158.0,634.0,8.0,97.0,1728.0,118.0,6.0,47.0,410.0,43.0,31.3576,183.0,34.0,10.0,20.0,81.0,13.0,0.0,164.0,321.0,68.0,26.0,7.0,200.0,28.0,3.0,10.0,67.0,71.0,0.0,617.0,8.0,187.0,26.0,1.0,17.0,161.0,10.0,29.0,66.0,71.0,1027.0,56.0,282.0,1.8264,5.0,58.0,19.0,5.0,1.3707,,,1.0,2.0,1.0,2.0,9.0,9.0,26.0,1.0,3.0,,,,8.0,,,29.0,1.0,,,,1.0,,8.0,2.0,,6.0,,0.0,,,1.0,6.0,,5.0,2.0,6.0,7.0,29.0,,,,1.0,,,,,,,,,,,,,,,,,,
2060,Joe Cole,Midfielder,West Ham,21,England,2012-13,58.0,1.3715,0.0,7.0,13.0,15.0,52.0,17.0,15.0,7.0,59.0,333.0,10.0,20.0,784.0,34.0,7.0,28.0,267.0,26.0,10.9518,3.0,18.0,2.0,44.0,62.0,12.0,0.0,92.0,112.0,52.0,17.0,4.0,207.0,11.0,34.0,2.0,72.0,6.0,0.0,327.0,9.0,164.0,9.0,3.0,,74.0,9.0,7.0,7.0,85.0,544.0,4.0,89.0,1.5814,2.0,7.0,13.0,6.0,1.9966,3.0,,3.0,10.0,1.0,7.0,3.0,3.0,14.0,2.0,19.0,,3.0,8.0,61.0,,,3.0,,1.0,,1.0,,,38.0,,1.0,22.0,1.0,2.0,,1.0,,7.0,,4.0,7.0,6.0,,,33.0,13.0,18.0,,,,,,,,,,,,,,,,,,,
19575,Joey O'Brien,Defender,West Ham,21,Ireland,2012-13,103.0,1.6011,0.0,,51.0,9.0,144.0,33.0,2.0,32.0,195.0,936.0,1.0,73.0,2724.0,130.0,9.0,91.0,689.0,20.0,40.991,165.0,36.0,,69.0,245.0,27.0,2.0,233.0,451.0,119.0,33.0,9.0,411.0,27.0,24.0,,160.0,39.0,0.0,924.0,6.0,302.0,42.0,13.0,18.0,82.0,27.0,30.0,52.0,158.0,1713.0,62.0,342.0,1.7528,6.0,51.0,46.0,3.0,1.3932,,,2.0,,0.0,1.0,,,34.0,1.0,15.0,2.0,,10.0,19.0,,,301.0,,1.0,,2.0,4.0,,19.0,10.0,2.0,12.0,,2.0,,2.0,,5.0,,7.0,1.0,12.0,43.0,15.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,
51933,Jordan Spence,Defender,West Ham,21,England,2012-13,5.0,0.0094,0.0,,,,4.0,4.0,,,6.0,12.0,4.0,3.0,22.0,1.0,,,6.0,,0.6353,1.0,1.0,,3.0,1.0,,0.0,6.0,8.0,1.0,4.0,,5.0,1.0,1.0,,3.0,1.0,0.0,12.0,,10.0,,,,2.0,1.0,,,1.0,23.0,,1.0,,0.0,2.0,,,,,,,1.0,,,,,2.0,,,,,1.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
1344,Jussi Jääskeläinen,Goalkeeper,West Ham,21,Finland,2012-13,1.0,0.349,0.0,,,,10.0,38.0,,38.0,496.0,1039.0,,1.0,3420.0,4.0,14.0,3.0,83.0,,56.8129,20.0,53.0,,1.0,16.0,3.0,0.0,5.0,989.0,327.0,38.0,,421.0,39.0,,,4.0,1.0,0.0,439.0,,502.0,,,,34.0,,,460.0,,1371.0,236.0,122.0,,2.0,486.0,30.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,217.0,,,,,,,33.0,70.0,384.0,25.0,2.0,6.0,166.0,3.0,3.0,3.0,307.0,178.0,40.0,94.0,,
5306,Kevin Nolan,Midfielder,West Ham,21,England,2012-13,192.0,3.1263,0.0,23.0,59.0,55.0,196.0,35.0,42.0,35.0,217.0,1018.0,,59.0,2990.0,96.0,12.0,78.0,763.0,159.0,47.1003,44.0,46.0,33.0,151.0,249.0,15.0,10.0,288.0,302.0,156.0,35.0,18.0,453.0,34.0,53.0,33.0,229.0,18.0,0.0,1017.0,23.0,334.0,41.0,4.0,11.0,218.0,64.0,31.0,38.0,249.0,1442.0,11.0,355.0,13.4255,6.0,21.0,35.0,32.0,12.1156,5.0,,10.0,16.0,2.0,10.0,34.0,34.0,41.0,1.0,26.0,6.0,3.0,5.0,29.0,2.0,2.0,2.0,1.0,1.0,0.1954,,2.0,,29.0,7.0,7.0,7.0,5.0,8.0,,7.0,1.0,16.0,,9.0,10.0,7.0,,2.0,,,,,,,,,,,,,,,,,,,,,,
137951,Leo Chambers,Defender,West Ham,21,England,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18073,Mark Noble,Midfielder,West Ham,21,England,2012-13,119.0,3.8357,0.0,6.0,100.0,8.0,188.0,28.0,8.0,25.0,252.0,1447.0,3.0,17.0,2286.0,141.0,7.0,136.0,1089.0,7.0,35.8393,30.0,36.0,,107.0,332.0,25.0,0.0,260.0,608.0,220.0,28.0,25.0,696.0,29.0,38.0,,243.0,5.0,0.0,1385.0,3.0,431.0,75.0,11.0,6.0,295.0,35.0,50.0,106.0,212.0,1958.0,25.0,535.0,2.8622,7.0,64.0,43.0,5.0,3.1117,3.0,1.0,4.0,,0.0,11.0,1.0,1.0,12.0,1.0,38.0,4.0,,7.0,113.0,5.0,3.0,7.0,,2.0,0.1816,,3.0,,24.0,7.0,2.0,36.0,1.0,4.0,3.0,2.0,,15.0,3.0,3.0,11.0,9.0,1.0,6.0,92.0,22.0,66.0,,,,,,,,,,,,,,,,,,1.0,
15675,Marouane Chamakh,Forward,West Ham,21,Morocco,2012-13,18.0,0.0513,0.0,,3.0,5.0,24.0,3.0,7.0,2.0,24.0,67.0,1.0,27.0,151.0,22.0,1.0,6.0,42.0,11.0,1.8553,,4.0,,7.0,19.0,2.0,0.0,40.0,23.0,7.0,3.0,1.0,37.0,3.0,6.0,,13.0,16.0,0.0,67.0,3.0,36.0,2.0,1.0,,16.0,,,1.0,9.0,93.0,,6.0,1.1155,0.0,,2.0,2.0,1.5293,,,,,,,4.0,4.0,11.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
18818,Matthew Jarvis,Midfielder,West Ham,21,England,2012-13,127.0,5.9393,0.0,6.0,22.0,19.0,132.0,32.0,19.0,29.0,149.0,591.0,3.0,49.0,2565.0,84.0,11.0,66.0,428.0,99.0,44.4534,29.0,40.0,10.0,96.0,144.0,27.0,2.0,211.0,190.0,76.0,32.0,7.0,376.0,29.0,71.0,10.0,162.0,18.0,0.0,591.0,8.0,422.0,15.0,17.0,,48.0,8.0,16.0,14.0,209.0,1103.0,11.0,127.0,1.9663,0.0,17.0,35.0,11.0,2.8173,1.0,,2.0,6.0,1.0,,17.0,17.0,31.0,1.0,46.0,1.0,,29.0,159.0,,,6.0,,1.0,,11.0,,,154.0,3.0,,61.0,,1.0,,,1.0,38.0,,9.0,,58.0,,7.0,7.0,3.0,4.0,,,,,,,,,,,,,,,,,,,1.0
3289,Matthew Taylor,Midfielder,West Ham,21,England,2012-13,78.0,1.6819,0.0,13.0,21.0,20.0,99.0,28.0,12.0,14.0,139.0,466.0,14.0,48.0,1370.0,56.0,5.0,35.0,300.0,30.0,24.8969,42.0,24.0,10.0,51.0,93.0,10.0,0.0,134.0,193.0,70.0,28.0,5.0,241.0,19.0,28.0,10.0,86.0,21.0,0.0,459.0,11.0,302.0,16.0,4.0,7.0,76.0,12.0,15.0,27.0,104.0,838.0,26.0,116.0,2.57,2.0,40.0,28.0,9.0,2.0869,,,1.0,6.0,0.0,10.0,8.0,8.0,27.0,1.0,19.0,,1.0,5.0,91.0,8.0,5.0,23.0,,,0.3321,2.0,2.0,,56.0,4.0,10.0,30.0,,1.0,,10.0,,20.0,,6.0,10.0,14.0,8.0,3.0,43.0,13.0,27.0,,,,,,,,,,,,,,,,,,1.0,
129028,Matthias Fanimo,Midfielder,West Ham,21,England,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42954,Modibo Maiga,Forward,West Ham,21,Mali,2012-13,48.0,0.5827,0.0,4.0,8.0,10.0,42.0,17.0,2.0,2.0,43.0,153.0,15.0,27.0,410.0,24.0,,13.0,109.0,31.0,7.5051,3.0,6.0,6.0,32.0,34.0,1.0,0.0,72.0,37.0,28.0,17.0,2.0,66.0,6.0,21.0,6.0,45.0,11.0,0.0,153.0,7.0,87.0,6.0,4.0,,34.0,10.0,1.0,1.0,48.0,236.0,,47.0,1.7586,2.0,1.0,7.0,3.0,0.6961,,,2.0,4.0,0.0,2.0,1.0,1.0,16.0,,6.0,,2.0,6.0,11.0,2.0,1.0,1.0,,,0.0645,1.0,2.0,,11.0,,,3.0,3.0,2.0,,,,4.0,,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
28147,Mohamed Diamé,Midfielder,West Ham,21,Senegal,2012-13,255.0,2.1442,0.0,18.0,114.0,36.0,109.0,33.0,19.0,31.0,121.0,763.0,2.0,58.0,2609.0,242.0,9.0,218.0,601.0,76.0,38.5257,22.0,33.0,14.0,221.0,160.0,39.0,2.0,497.0,274.0,154.0,33.0,25.0,449.0,24.0,151.0,14.0,439.0,24.0,0.0,761.0,24.0,385.0,89.0,65.0,7.0,191.0,54.0,38.0,41.0,138.0,1424.0,4.0,200.0,2.925,3.0,12.0,19.0,12.0,2.7937,5.0,,3.0,1.0,0.0,16.0,7.0,7.0,34.0,1.0,23.0,2.0,1.0,67.0,29.0,,,1.0,1.0,2.0,,17.0,,,29.0,7.0,10.0,7.0,3.0,3.0,,10.0,,18.0,,14.0,16.0,6.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
82257,Raphael Spiegel,Goalkeeper,West Ham,21,Switzerland,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17353,Ricardo Vaz Te,Forward,West Ham,21,Portugal,2012-13,123.0,2.4803,0.0,10.0,30.0,34.0,126.0,24.0,21.0,18.0,141.0,518.0,6.0,61.0,1610.0,103.0,4.0,77.0,368.0,69.0,26.6552,25.0,22.0,7.0,88.0,89.0,30.0,2.0,226.0,170.0,105.0,24.0,11.0,259.0,18.0,57.0,7.0,165.0,26.0,0.0,516.0,21.0,290.0,19.0,17.0,1.0,134.0,19.0,25.0,9.0,125.0,886.0,15.0,132.0,3.0584,3.0,15.0,22.0,13.0,2.7574,4.0,,3.0,10.0,1.0,9.0,11.0,11.0,35.0,2.0,25.0,2.0,,30.0,45.0,3.0,2.0,5.0,3.0,,0.1171,11.0,4.0,,44.0,3.0,11.0,14.0,1.0,2.0,,11.0,1.0,20.0,,12.0,9.0,14.0,1.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,
105321,Rob Hall,Forward,West Ham,21,England,2012-13,2.0,,0.0,1.0,,,,1.0,,,,,1.0,1.0,12.0,,,,,1.0,0.5457,,,2.0,1.0,,,0.0,2.0,,,1.0,,,,,2.0,1.0,,0.0,,,2.0,,,,,1.0,,,,4.0,,,0.1062,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88534,Sebastian Lletget,Midfielder,West Ham,21,United States,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42525,Stephen Henderson,Goalkeeper,West Ham,21,Ireland,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52419,Wellington Paulista,Forward,West Ham,21,Brazil,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48717,Winston Reid,Defender,West Ham,21,New Zealand,2012-13,118.0,1.2842,0.0,2.0,70.0,13.0,146.0,36.0,1.0,36.0,218.0,860.0,,139.0,3145.0,196.0,13.0,110.0,556.0,30.0,52.8163,321.0,51.0,4.0,65.0,203.0,40.0,0.0,314.0,489.0,122.0,36.0,16.0,243.0,38.0,5.0,4.0,175.0,86.0,0.0,844.0,6.0,244.0,54.0,,24.0,123.0,41.0,73.0,86.0,45.0,1462.0,64.0,401.0,2.5307,8.0,72.0,50.0,7.0,1.7989,1.0,,1.0,,0.0,1.0,10.0,10.0,53.0,2.0,8.0,,,1.0,3.0,,,1.0,,2.0,,1.0,,1.0,3.0,10.0,,2.0,,1.0,,,1.0,3.0,,2.0,1.0,2.0,1.0,46.0,,,,1.0,3.0,,,,,,,,,,,,,,,,,
