matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
855279,11,2016-11-05 15:00:00,25,Boro,Away,93.0,12.0,1.0,3.0,2.0,4.0,,91.0,8.0,2.0,,11.0,7.0,30.0,181.0,,,12.0,16.0,14.0,3.0,,1.0,,,,,,1.0,,4.0,,,,,10.0,14.0,11.0,3.0,2.0,38.0,49.0,,,,3.0,7.0,1.0,17.0,,,2.0,3.0,2.0,,10.0,2.0,62.0,54.0,3.0,41.0,17.0,,1.0,38.0,15.0,7.0,,1.0,,,,132.0,1.0,,1.0,1.0,,,13.0,1.0,,1.0,17.0,,13.0,13.0,6.0,,48.0,69.0,30.0,8.0,1.0,1.0,3.0,3.0,235.0,7.0,2.0,30.0,46.0,5.0,,,,,124.0,124.0,2.0,24.0,12.0,29.0,,,1.0,,7.0,0.0,48.0,4.0,2.0,6.0,,,,1.0,,2.0,22.0,164.0,2.0,4.0,114.0,19.0,41.0,21.0,1.0,6.0,5.0,,50.0,11.0,158.0,,2.0,35.0,7.0,68.0,2.0,266.0,,0.0,5.0,17.0,,18.0,3.0,450.0,6.0,10.0,16.0,2.0,12.0,0.0
855285,12,2016-11-20 16:00:00,25,Boro,Home,214.0,20.0,,3.0,3.0,1.0,,154.0,3.0,,1.0,6.0,8.0,27.0,365.0,,,11.0,12.0,13.0,7.0,,1.0,,,,,1.0,,,10.0,,,,,8.0,10.0,3.0,6.0,6.0,59.0,62.0,,,,3.0,18.0,4.0,14.0,,,2.0,9.0,10.0,,5.0,2.0,46.0,54.0,3.0,22.0,9.0,,,42.0,13.0,10.0,,,1.0,,1.0,147.0,,,,,,,6.0,,1.0,1.0,9.0,,14.0,14.0,3.0,1.0,121.0,74.0,49.0,3.0,,4.0,3.0,1.0,431.0,4.0,1.0,32.0,82.0,23.0,,,,,126.0,126.0,5.0,31.0,22.0,42.4,,,,,18.0,0.0,124.0,2.0,,2.0,,,,7.0,,3.0,50.0,351.0,13.0,7.0,241.0,35.0,22.0,19.0,2.0,21.0,19.0,,79.0,9.0,231.0,1.0,,29.0,9.0,62.0,,451.0,,0.0,12.0,16.0,,14.0,2.0,628.0,10.0,9.0,15.0,2.0,14.0,0.0
855296,13,2016-11-26 15:00:00,25,Boro,Away,241.0,17.0,1.0,2.0,1.0,7.0,,139.0,6.0,,3.0,15.0,12.0,47.0,378.0,,1.0,13.0,22.0,31.0,3.0,1.0,1.0,,,,,,,,5.0,,,,,2.0,7.0,4.0,4.0,2.0,78.0,56.0,,,,1.0,20.0,2.0,9.0,,,3.0,9.0,5.0,,7.0,,54.0,65.0,1.0,37.0,24.0,,,50.0,12.0,15.0,2.0,2.0,2.0,3.0,,200.0,2.0,,2.0,2.0,,,11.0,2.0,1.0,1.0,24.0,,18.0,18.0,3.0,3.0,97.0,92.0,51.0,2.0,,2.0,4.0,2.0,453.0,2.0,,51.0,70.0,24.0,2.0,2.0,2.0,,157.0,157.0,5.0,16.0,27.0,59.3,,2.0,,1.0,20.0,0.0,112.0,,1.0,1.0,,,,2.0,,2.0,49.0,354.0,9.0,6.0,270.0,28.0,37.0,20.0,3.0,20.0,17.0,,83.0,22.0,237.0,3.0,,41.0,14.0,90.0,1.0,487.0,,0.0,6.0,6.0,1.0,18.0,4.0,672.0,14.0,9.0,14.0,3.0,5.0,0.0
855306,14,2016-12-05 20:00:00,25,Boro,Home,235.0,30.0,3.0,9.0,6.0,6.0,,298.0,2.0,,2.0,8.0,20.0,48.0,524.0,,,10.0,15.0,20.0,9.0,,2.0,,,,,1.0,,,13.0,,,,,1.0,3.0,3.0,10.0,6.0,99.0,60.0,3.0,2.0,1.0,5.0,15.0,7.0,8.0,,2.0,13.0,12.0,9.0,,13.0,1.0,45.0,56.0,5.0,13.0,9.0,,,63.0,6.0,9.0,1.0,,2.0,1.0,1.0,162.0,1.0,1.0,1.0,,1.0,,6.0,,,,9.0,,10.0,10.0,1.0,2.0,172.0,78.0,57.0,7.0,,2.0,8.0,4.0,582.0,1.0,1.0,78.0,104.0,42.0,,,,,134.0,134.0,3.0,23.0,30.0,60.7,,,,,15.0,0.0,168.0,1.0,1.0,2.0,,1.0,,5.0,,2.0,134.0,510.0,8.0,10.0,251.0,41.0,13.0,12.0,11.0,33.0,22.0,,170.0,13.0,383.0,,,21.0,22.0,72.0,3.0,601.0,,0.0,16.0,20.0,2.0,10.0,1.0,785.0,27.0,12.0,8.0,13.0,18.0,0.0
855319,15,2016-12-11 14:15:00,25,Boro,Away,164.0,21.0,,1.0,1.0,1.0,,151.0,7.0,1.0,1.0,10.0,12.0,36.0,314.0,,,14.0,19.0,17.0,3.0,,,,,,,,,,6.0,,,,,7.0,10.0,4.0,4.0,2.0,60.0,61.0,,,,4.0,18.0,3.0,10.0,1.0,,2.0,7.0,7.0,,8.0,1.0,52.0,62.0,4.0,28.0,10.0,,,59.0,12.0,14.0,,1.0,3.0,2.0,,161.0,,,,,,,12.0,,,,10.0,1.0,14.0,14.0,4.0,1.0,96.0,77.0,38.0,4.0,,1.0,2.0,2.0,387.0,6.0,2.0,47.0,70.0,23.0,,,,,157.0,157.0,1.0,29.0,28.0,44.9,,,,,18.0,0.0,101.0,2.0,,1.0,,,,1.0,1.0,1.0,67.0,291.0,9.0,3.0,194.0,33.0,28.0,11.0,2.0,18.0,16.0,,103.0,13.0,242.0,,1.0,31.0,13.0,81.0,2.0,418.0,,0.0,6.0,23.0,,20.0,3.0,610.0,15.0,14.0,8.0,2.0,14.0,0.0
855324,16,2016-12-14 19:45:00,25,Boro,Home,174.0,23.0,,3.0,3.0,3.0,1.0,143.0,4.0,1.0,3.0,7.0,8.0,43.0,314.0,,,15.0,14.0,12.0,4.0,1.0,,,,,,,,,5.0,,,,3.0,7.0,12.0,3.0,3.0,5.0,63.0,56.0,,,,1.0,8.0,4.0,10.0,,,5.0,5.0,1.0,,12.0,1.0,53.0,61.0,1.0,17.0,7.0,,,48.0,11.0,14.0,,,4.0,4.0,,142.0,,,,,,,7.0,,2.0,1.0,7.0,,15.0,15.0,2.0,3.0,94.0,72.0,48.0,2.0,,1.0,4.0,3.0,365.0,7.0,3.0,38.0,64.0,26.0,,,,,134.0,134.0,3.0,28.0,18.0,37.1,,,,,8.0,0.0,94.0,1.0,,1.0,,,,1.0,,3.0,52.0,294.0,6.0,5.0,205.0,31.0,17.0,23.0,5.0,15.0,10.0,,78.0,5.0,203.0,2.0,1.0,30.0,9.0,77.0,1.0,393.0,,0.0,8.0,19.0,,19.0,1.0,587.0,7.0,16.0,16.0,5.0,12.0,0.0
855336,17,2016-12-17 15:00:00,25,Boro,Home,195.0,18.0,,5.0,5.0,2.0,1.0,116.0,4.0,2.0,3.0,13.0,14.0,37.0,306.0,,,13.0,19.0,26.0,5.0,1.0,,1.0,1.0,,,1.0,,,7.0,1.0,,,1.0,5.0,6.0,8.0,5.0,5.0,78.0,62.0,1.0,,2.0,5.0,18.0,1.0,11.0,,,3.0,5.0,3.0,,7.0,2.0,55.0,60.0,5.0,51.0,27.0,,,37.0,10.0,11.0,2.0,,3.0,1.0,1.0,170.0,2.0,,2.0,2.0,,,10.0,2.0,2.0,,27.0,,19.0,19.0,3.0,3.0,80.0,74.0,32.0,8.0,1.0,4.0,4.0,4.0,383.0,6.0,1.0,44.0,59.0,15.0,,,,1.0,142.0,142.0,4.0,29.0,22.0,43.1,,,,1.0,18.0,0.0,81.0,1.0,1.0,2.0,,,1.0,5.0,,3.0,46.0,289.0,9.0,8.0,235.0,32.0,51.0,16.0,2.0,11.0,9.0,1.0,78.0,9.0,185.0,2.0,2.0,38.0,15.0,80.0,,409.0,,0.0,10.0,17.0,1.0,17.0,1.0,618.0,13.0,11.0,6.0,3.0,12.0,0.0
855343,18,2016-12-26 15:00:00,25,Boro,Away,146.0,21.0,2.0,4.0,2.0,3.0,,133.0,2.0,,1.0,13.0,11.0,37.0,275.0,,,18.0,25.0,24.0,3.0,2.0,2.0,,1.0,,1.0,2.0,,,3.0,,,,1.0,7.0,2.0,4.0,4.0,4.0,57.0,66.0,1.0,1.0,,2.0,16.0,2.0,6.0,,,3.0,5.0,5.0,,3.0,2.0,55.0,61.0,2.0,25.0,18.0,1.0,,61.0,18.0,16.0,,,4.0,2.0,2.0,178.0,,,,,,,8.0,,1.0,,18.0,,25.0,25.0,1.0,1.0,88.0,99.0,41.0,7.0,,3.0,2.0,2.0,367.0,,1.0,63.0,61.0,32.0,,,,,171.0,171.0,3.0,28.0,27.0,54.4,,,,,16.0,0.0,73.0,1.0,2.0,3.0,,1.0,,4.0,,2.0,51.0,258.0,10.0,5.0,165.0,42.0,25.0,20.0,3.0,15.0,12.0,,106.0,12.0,246.0,1.0,,51.0,13.0,99.0,4.0,396.0,1.0,0.0,8.0,11.0,,25.0,5.0,595.0,12.0,17.0,13.0,3.0,9.0,0.0
855358,19,2016-12-31 15:00:00,25,Boro,Away,153.0,16.0,,3.0,3.0,1.0,,91.0,2.0,2.0,4.0,8.0,9.0,27.0,241.0,1.0,,12.0,21.0,10.0,5.0,,1.0,1.0,,,,,,,8.0,,,,,8.0,24.0,8.0,3.0,6.0,54.0,52.0,1.0,,1.0,7.0,15.0,3.0,22.0,,1.0,2.0,8.0,2.0,,4.0,3.0,63.0,48.0,7.0,49.0,25.0,,,45.0,14.0,9.0,,,2.0,2.0,,122.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,1.0,25.0,,14.0,14.0,1.0,4.0,79.0,71.0,31.0,12.0,1.0,2.0,4.0,2.0,299.0,8.0,2.0,27.0,50.0,17.0,,,,,120.0,120.0,,19.0,19.0,34.5,,3.0,,,15.0,0.0,77.0,8.0,2.0,10.0,,,1.0,4.0,,3.0,36.0,225.0,9.0,6.0,184.0,30.0,49.0,20.0,1.0,13.0,12.0,1.0,62.0,7.0,161.0,1.0,2.0,32.0,11.0,72.0,,332.0,1.0,0.0,9.0,12.0,,14.0,1.0,537.0,13.0,8.0,17.0,2.0,6.0,0.0
855366,20,2017-01-02 12:30:00,25,Boro,Home,188.0,21.0,,7.0,7.0,3.0,1.0,250.0,3.0,,7.0,7.0,12.0,43.0,431.0,,1.0,19.0,32.0,25.0,5.0,1.0,,,,,,,,,8.0,,,,1.0,10.0,4.0,6.0,4.0,5.0,79.0,81.0,,1.0,,4.0,14.0,3.0,4.0,,,2.0,23.0,14.0,,15.0,1.0,68.0,66.0,4.0,25.0,13.0,,,60.0,10.0,7.0,,1.0,1.0,1.0,,182.0,,,,,,,5.0,,1.0,,13.0,,11.0,11.0,,7.0,118.0,76.0,49.0,2.0,,3.0,3.0,1.0,515.0,2.0,6.0,57.0,131.0,40.0,,,,,182.0,182.0,4.0,24.0,42.0,62.4,,,,,14.0,0.0,151.0,2.0,2.0,4.0,,1.0,,5.0,,3.0,123.0,420.0,7.0,6.0,219.0,33.0,25.0,23.0,2.0,40.0,38.0,,160.0,7.0,351.0,1.0,,27.0,13.0,76.0,,530.0,,0.0,9.0,18.0,2.0,21.0,3.0,762.0,23.0,19.0,16.0,2.0,13.0,0.0
